,Concept_ID,fi,xal
348,Ende::N,perä,үзүр
349,Loch::N,kolo,хаһрха
350,Loch::N,reikä,хаһрха
351,Winkel::N,kulma,булң
352,Muster::N,kuvio,намч
353,Größe::N,koko,кемҗән
354,Größe::N,suuruus,кемҗән
355,Länge::N,pituus,ут
356,Höhe::N,korkeus,өндр
357,Gewicht::N,paino,күнд
358,Gewicht::N,paino,чиңнүр
359,Menge::N,määrä,ик
360,Haufen::N,kasa,ова
361,Reihe::N,rivi,зерг
362,Reihe::N,rivi,зерглән
363,Boot::N,vene,оңһц
364,Ruder::N,airo,хәәв
365,Schlitten::N,reki,цан
366,Schlitten::N,kelkka,цан
367,Ski::N,suksi,лыҗ
368,Lagerfeuer::N,nuotio,костёр
369,Last::N,kuorma,күнд
370,Gang::N,kulku,йовлһн
371,Gang::N,käynti,йовлһн
372,Schritt::N,askel,ишкм
373,Norden::N,pohjoinen,ар үзг
374,Süden::N,etelä,өмн
375,Süden::N,etelä,өмн үзг
376,Westen::N,länsi,барун
377,Westen::N,länsi,барун үзг
378,Osten::N,itä,зүн
379,Osten::N,itä,зүн үзг
380,Holz::N,puu,модн
381,Brett::N,lauta,харһа
382,Platte::N,levy,хавтха чолун
383,Stütze::N,noja,тулг
384,Stange::N,tanko,уньн
385,Stock::N,keppi,модн
386,Stab::N,sauva,шуург
387,Stab::N,seiväs,шуург
388,Rohr::N,putki,турва
389,Haus::N,talo,гер
390,Heim::N,koti,гер-бул
391,Ofen::N,uuni,беш
392,Fußboden::N,lattia,девскр
393,Tisch::N,pöytä,ширә
394,Stuhl::N,tuoli,стул
395,Wiege::N,kehto,өлгә
396,Wiege::N,kehto,дүүҗң
397,Bett::N,sänky,орн
398,Bett::N,sänky,орндг
399,Regal::N,hylly,таг
400,Regal::N,hylly,тәвц
401,Kiste::N,arkku,яршг
402,Kiste::N,kirstu,яршг
403,Kiste::N,laatikko,яршг
404,Fenster::N,ikkuna,терз
405,Tür::N,ovi,үүдн
406,Tor::N,portti,үүдн
407,Tor::N,portti,өргн үүдн
408,Tor::N,portti,хашан үүдн
409,Zaun::N,aita,хаша
410,Dach::N,katto,деевр
411,Leiter::N,tikkaat,шат
412,Leiter::N,tikkaat,давшур
413,Leiter::N,tikapuut,шат
414,Leiter::N,tikapuut,давшур
415,Besen::N,luuta,сәвүр
416,Spaten::N,lapio,күрз
417,Schaufel::N,lapio,совг
418,Gabel::N,haarukka,серә
419,Löffel::N,lusikka,ухр
420,Messer::N,veitsi,утх
421,Nagel::N,naula,хадасн
422,Netz::N,verkko,гөлм
423,Haken::N,haka,дегә
424,Haken::N,koukku,дегә
425,Griff::N,ripa,иш
426,Griff::N,ripa,бәрүл
427,Griff::N,kahva,иш
428,Griff::N,kahva,бәрүл
429,Schloss::N,lukko,оньс
430,Bild::N,kuva,зург
431,Figur::N,kuvio,фигур
432,Puppe::N,nukke,наадһа
433,Beutel::N,pussi,мишг
434,Bündel::N,nippu,багла
435,Bündel::N,nippu,боодһа
436,Bündel::N,kimppu,багла
437,Bündel::N,kimppu,боодһа
438,Tasche::N,laukku,сумк
439,Eimer::N,sanko,суулһ
440,Eimer::N,ämpäri,суулһ
441,Deckel::N,kansi,бүркәсн
442,Geschirr::N,astia,сав
443,Geschirr::N,astia,сав-сарх
444,Sack::N,säkki,мишг
445,Tasse::N,kuppi,ааһ
446,Topf::N,pata,кастрюль
447,Kessel::N,kattila,хәәсн
448,Essen::N,syönti,зоогллһн
449,Nahrung::N,ruoka,теҗәл
450,Nahrung::N,ravinto,теҗәл
451,Speise::N,ruoka,хот
452,Fleisch::N,liha,махн
453,Getreide::N,vilja,хот болҗ эдлгддг цецгүдтә урһмл
454,Brei::N,puuro,хаш
455,Brot::N,leipä,өдмг
456,Scheibe::N,viipale,зүсм
457,Fett::N,rasva,өөкн
458,Butter::N,voi,тосн
459,Öl::N,öljy,тосн
460,Salz::N,suola,давсн
461,Suppe::N,keitto,шөлн
462,Honig::N,hunaja,бал
463,Milch::N,maito,үсн
464,Tee::N,tee,цә
465,Leder::N,nahka,арсн
466,Wolle::N,villa,утцн
467,Wolle::N,villa,эд
468,Stoff::N,kangas,эд
469,Nadel::N,neula,зүн
470,Faden::N,lanka,утцн
471,Knopf::N,nappi,товч
472,Knoten::N,solmu,зәңгдә
473,Farbe::N,maali,будг
474,Kleidung::N,vaatteet,хувцн
475,Kleidung::N,vaatteet,хувц-хунр
476,Hemd::N,paita,киилг
477,Kragen::N,kaulus,зах
478,Ärmel::N,hiha,ханцн
479,Hose::N,housut,шалвур
480,Gürtel::N,vyö,бүс
481,Mütze::N,lakki,махла
482,Schuh::N,kenkä,башмгуд
483,Stiefel::N,saapas,һосн
484,Ring::N,sormus,билцг
485,Band::N,nauha,лент
486,Kamm::N,kampa,сам
487,Spiegel::N,peili,толь
488,Riemen::N,hihna,бүс
489,Schnur::N,naru,деесн
490,Schnur::N,nuora,деесн
491,Leine::N,talutushihna,бурнтг
492,Leine::N,talutushihna,нохан көтлвр
493,Decke::N,peite,көнҗл
494,Kissen::N,tyyny,дер
495,Kissen::N,pielus,дер
496,Tuch::N,huivi,альчур
497,Handtuch::N,pyyheliina,полотенц
498,Handtuch::N,pyyheliina,һар-нүүрин альчур
499,Kraft::N,väki,күчн
500,Kraft::N,voima,күчн
501,Stärke::N,vahvuus,чидл
502,Gesundheit::N,terveys,эрүл-менд
503,Krankheit::N,tauti,өвчн
504,Krankheit::N,sairaus,өвчн
505,Schmerz::N,kipu,өвдлһн
506,Schmerz::N,särky,өвдлһн
507,Wunde::N,haava,шав
508,Fieber::N,kuume,безг
509,Arznei::N,lääke,эм
510,Brücke::N,silta,тагт
511,Brunnen::N,kaivo,худг
512,Weide::N,laidun,малын идг
513,Pfad::N,polku,цувг
514,Weg::N,tie,хаалһ
515,Straße::N,katu,зам
516,Dorf::N,kylä,хотн
517,Stadt::N,kaupunki,балһсн
518,Brief::N,kirje,бичг
519,Buch::N,kirja,дегтр
520,Buchstabe::N,kirjain,үзг
521,Zeitung::N,lehti,газет
522,Zeitung::N,sanomalehti,газет
523,Leben::N,elo,җирһл
524,Leben::N,elämä,җирһл
525,Tod::N,kuolema,үкл
526,Tod::N,kuolema,өңгрлһн
527,Grab::N,hauta,оршалһна нүкн
528,Kirche::N,kirkko,чонҗ
529,Sünde::N,synti,нүл
530,Sünde::N,synti,килнц
531,Gott::N,jumala,бурхн
532,Arbeiter::N,työläinen,көдлмшч
533,Chef::N,päällikkö,толһач
534,Meister::N,mestari,урн
535,Arzt::N,lääkäri,эмч
536,Lehrer::N,opettaja,багш
537,Geld::N,raha,мөңгн
538,Geschäft::N,liike,көдлмш
539,Laden::N,puoti,лавк
540,Laden::N,kauppa,лавк
541,Preis::N,hinta,үн
542,Ware::N,tavara,эд-тавр
543,Nutzen::N,hyöty,олз
544,Reichtum::N,rikkaus,зөөр
545,Welt::N,maailma,орчлң
546,Welt::N,maailma,делкә
547,Land::N,maa,орн-нутг
548,Staat::N,valtio,государств
549,König::N,kuningas,хан
550,Macht::N,mahti,йосн
551,Grenze::N,raja,меҗә
552,Krieg::N,sota,дән
553,Feind::N,vihollinen,дәәсн
554,Gewalt::N,väkivalta,күч һарһлһн
555,Kampf::N,taistelu,ноолдан
556,Kampf::N,taistelu,бәрлдлһн
557,Bogen[Waffe]::N,jousi,саадг
558,Pfeil::N,nuoli,сумн
559,Gewehr::N,kivääri,бу
560,Fehler::N,vika,алдг
561,Fehler::N,virhe,алдг
562,Lüge::N,valhe,худл
563,Schaden::N,vaurio,хорлт
564,Schaden::N,vahinko,хорлт
565,Unglück::N,vahinko,гүрм
566,Unglück::N,onnettomuus,гүрм
567,Schuld::N,syy,гем
568,Schuld::N,syy,буру
569,Alter::N,ikä,насн
570,Schluss::N,loppu,чилгч
571,Zeit::N,aika,цаг
572,Tag::N,päivä,өдр
573,Morgen::N,aamu,өрүн
574,Morgen::N,huomen,өрүн
575,Mittag::N,keskipäivä,үд
576,Abend::N,ilta,асхн
577,Nacht::N,yö,сө
578,Woche::N,viikko,долан хонг
579,Monat::N,kuukausi,сар
580,Jahr::N,vuosi,җил
581,Frühling::N,kevät,хавр
582,Sommer::N,kesä,зун
583,Herbst::N,syksy,намр
584,Winter::N,talvi,үвл
585,Januar::N,tammikuu,январь
586,Februar::N,helmikuu,февраль
587,März::N,maaliskuu,март
588,März::N,maaliskuu,моһа сар
589,April::N,huhtikuu,апрель
590,Mai::N,toukokuu,май
591,Juni::N,kesäkuu,июнь
592,Juni::N,kesäkuu,мөчн сар
593,Juli::N,heinäkuu,июль
594,August::N,elokuu,август
595,September::N,syyskuu,һаха сар
596,Oktober::N,lokakuu,октябрь
597,November::N,marraskuu,ноябрь
598,November::N,marraskuu,үкр сар
599,Dezember::N,joulukuu,бар сар
600,Montag::N,maanantai,понедельник
601,Dienstag::N,tiistai,вторник
602,Mittwoch::N,keskiviikko,среда
603,Mittwoch::N,keskiviikko,үлмҗ өдр
604,Donnerstag::N,torstai,четверг
605,Donnerstag::N,torstai,пүрвә өдр
606,Freitag::N,perjantai,пятниц
607,Samstag::N,lauantai,суббот
608,Sonntag::N,sunnuntai,нарн өдр
609,Sonntag::N,sunnuntai,воскресень
610,groß::A,iso,ик
611,groß::A,suuri,ик
612,klein::A,pieni,бичкн
613,lang::A,pitkä,ут
614,kurz::A,lyhyt,оһтр
615,breit::A,leveä,өргн
616,schmal::A,kapea,уутьхн
617,dicht::A,taaja,нигт
618,dick[Gegenstand]::A,paksu,зузан
619,dünn::A,ohut,нимгн
620,fein::A,hieno,нәрхн
621,fest::A,luja,бат
622,flach::A,litteä,хавтха
623,flach::A,tasainen,хавтха
624,glatt::A,sileä,тегш
625,glatt::A,sileä,тиньгр
626,glatt::A,siloinen,тегш
627,glatt::A,siloinen,тиньгр
628,hart::A,kova,хату
629,weich::A,pehmeä,җөөлн
630,weich::A,pehmeä,җөөлкн
631,rund::A,pyöreä,төгрг
632,spitz::A,terävä,шовһр
633,scharf::A,terävä,хурц
634,stumpf::A,tylsä,мука
635,schwer::A,raskas,күнд
636,schwer::A,painava,күнд
637,schön::A,kaunis,сәәхн
638,heiß::A,kuuma,халун
639,warm::A,lämmin,дулан
640,kalt::A,kylmä,киитн
641,kalt::A,viluinen,киитн
642,kühl::A,viileä,серүн
643,frisch::A,tuore,серүн
644,feucht::A,kostea,чиигтә
645,nass::A,märkä,чиигтә
646,trocken::A,kuiva,хагсу
647,voll::A,täysi,дүүрң
648,leer::A,tyhjä,сул
649,leer::A,tyhjä,хоосн
650,offen::A,avonainen,секәтә
651,geschlossen::A,suljettu,хаалһата
652,sauber::A,puhdas,цевр
653,schmutzig::A,likainen,киртә
654,roh::A,raaka,түүкә
655,reif::A,kypsä,болсн
656,lecker::A,herkullinen,әмтәхн
657,süß::A,makea,әмтәхн
658,bitter::A,karvas,һашун
659,bitter::A,karvas,һашута
660,bitter::A,kitkerä,һашун
661,bitter::A,kitkerä,һашута
662,sauer::A,hapan,ишклң
663,hell::A,kirkas,герлтә
664,hell::A,valoisa,герлтә
665,dunkel::A,pimeä,харңһу
666,schwarz::A,musta,хар
667,weiß::A,valkea,цаһан
668,rot::A,punainen,улан
669,gelb::A,keltainen,шар
670,blau::A,sininen,көк
671,grün::A,vihreä,көк
672,grau::A,harmaa,бор
673,bunt::A,kirjava,алг
674,bunt::A,kirjava,эрәтә
675,billig::A,halpa,кимд
676,billig::A,huokea,кимд
677,teuer::A,kallis,үнтә
678,wertvoll::A,arvokas,үнтә
679,wertvoll::A,arvokas,эрднь
680,blind::A,sokea,сохр
681,taub::A,kuuro,дүлә
682,kräftig::A,väkevä,күчтә
683,kräftig::A,voimakas,күчтә
684,stark::A,vahva,чаңһ
685,schwach::A,heikko,күчн тату
686,fett::A,lihava,тарһн
687,schlank::A,hoikka,эццн
688,schlank::A,solakka,эццн
689,hübsch::A,soma,көркхн
690,hübsch::A,sievä,көркхн
691,böse::A,paha,уурта
692,böse::A,häijy,уурта
693,dumm::A,tyhmä,тенг
694,dumm::A,typerä,тенг
695,faul::A,laiska,залху
696,fleißig::A,ahkera,кинән
697,fleißig::A,ahkera,кинмһә
698,geizig::A,saita,ховдг
699,klug::A,älykäs,ухата
700,geschickt::A,taitava,чадмг
701,lieb::A,rakas,эңкр
702,lustig::A,hauska,сергмҗтә
703,lustig::A,hauska,җирһлтә
704,lustig::A,iloinen,сергмҗтә
705,lustig::A,iloinen,җирһлтә
706,sanft::A,lauha,номһн
707,sanft::A,lempeä,номһн
708,hungrig::A,nälkäinen,өлн
709,hungrig::A,nälkäinen,харһнсн
710,krank::A,sairas,өвчтә
711,krank::A,sairas,шалтгта
712,nackt::A,alaston,нүцкн
713,traurig::A,surullinen,һундлта
714,traurig::A,murheellinen,һундлта
715,lebendig::A,elävä,әмд
716,gut::A,hyvä,сән
717,schlecht::A,paha,му
718,schlecht::A,huono,му
719,richtig::A,oikea,зөвтә
720,schlimm::A,paha,җигшүртә
721,wahr::A,tosi,үнн
722,wahr::A,tosi,мөн
723,alt::A,vanha,хуучн
724,neu::A,uusi,шин
725,ehemalig::A,entinen,хуучн
726,ehemalig::A,muinainen,хуучн
727,alt[Lebewesen]::A,vanha,көгшн
728,jung::A,nuori,баһ
729,arm::A,köyhä,угатя
730,reich::A,rikas,байн
731,bekannt::A,tuttu,таньл
732,bekannt::A,tuttu,таньдг
733,bekannt::A,tunnettu,таньл
734,bekannt::A,tunnettu,таньдг
735,berühmt::A,kuuluisa,туурсн
736,fremd::A,vieras,күүнә
737,verschieden::A,eri,әдл биш
738,verschieden::A,eri,йилһәтә
739,verschieden::A,erilainen,әдл биш
740,verschieden::A,erilainen,йилһәтә
741,nah::A,läheinen,өөрхн
742,fern::A,etäinen,хол
743,linker::A,vasen,зүн
744,rechter::A,oikea,барун
745,anderer::A,muu,талдан
746,anderer::A,toinen,талдан
747,erster::A,ensimmäinen,негдгч
748,zweiter::A,toinen,хойрдгч
749,dritter::A,kolmas,һурвдгч
750,letzter::A,viimeinen,отхн
751,allein::ADV,yksin,һанцарн
752,auf einmal::ADV,yhdellä kertaa,нег дәкҗ
753,zusammen::ADV,yhdessä,хамдан
754,lange::ADV,kauan,удан
755,lange::ADV,pitkään,удан
756,plötzlich::ADV,äkkiä,генткн
757,sofort::ADV,heti,дарунь
758,später::ADV,myöhemmin,сүүлд
759,jetzt::ADV,nyt,ода
760,heute::ADV,tänään,эндр
761,morgen::ADV,huomenna,маңһдур
762,bald::ADV,pian,дарунь
763,dann::ADV,sitten,дәкәд
764,gestern::ADV,eilen,өцклдүр
765,einst::ADV,aikanaan,нег саамд
766,damals::ADV,silloin,тиигхд
767,damals::ADV,siihen aikaan,тиигхд
768,danach::ADV,sen jälkeen,тегәд
769,vorher::ADV,ennen,урд
770,zuerst::ADV,ensin,түрүләд
771,zuerst::ADV,ensiksi,түрүләд
772,einmal::ADV,kerran,нег дәкҗ
773,manchmal::ADV,joskus,зәрмдән
774,oft::ADV,usein,хара биш
775,oft::ADV,usein,хатяр биш
776,oft::ADV,usein,дару-дарунь
777,immer::ADV,aina,оньдинд
778,niemals::ADV,ei koskaan,кезә чмгн биш
779,hier::ADV,tässä,энд
780,hier::ADV,tässä,энүнд
781,hier::ADV,täällä,энд
782,hier::ADV,täällä,энүнд
783,hierhin::ADV,tähän,нааран
784,von hier::ADV,tästä,эндәс
785,von hier::ADV,täältä,эндәс
786,dort::ADV,siinä,тенд
787,dort::ADV,siellä,тенд
788,dorthin::ADV,sinne,тиигән
789,dorthin::ADV,tuonne,тиигән
