,Concept_ID,is,mhr
313,Freund::N,vinur,йолта́ш
314,Kamerad::N,félagi,таҥ
315,Angelegenheit::N,mál,паша́
316,Angelegenheit::N,málefni,паша́
317,Anzahl::N,tala,чот
318,Anzahl::N,fjöldi,чот
319,Art::N,tegund,вид
320,Stück::N,biti,ка́тыш
321,Stück::N,biti,ла́стык
322,Stück::N,stykki,ка́тыш
323,Stück::N,stykki,ла́стык
324,Teil::N,hluti,ужа́ш
325,Teil::N,partur,ужа́ш
326,Hälfte::N,helmingur,пел
327,Hälfte::N,helmingur,пе́ле
328,Kreis::N,hringur,ты́ртыш
329,Kreuz::N,kross,ыре́с
330,Kreuz::N,krossmark,ыре́с
331,Linie::N,lína,ли́ний
332,Strich::N,strik,коре́ш
333,Abstand::N,millibil,кокла́
334,Entfernung::N,fjarlægð,тора́
335,Entfernung::N,fjarlægð,ку́жыт
336,Gegend::N,hérað,кунде́м
337,Platz::N,pláss,ку́мдык
338,Ort::N,staður,вер
339,Ort::N,staður,о́лмо
340,Seite::N,hlið,ӧ́рдыж
341,Mitte::N,miðja,покше́л
342,Gegenstand::N,hlutur,наста́
343,Sache::N,mál,наста́
344,Rand::N,brún,тӱр
345,Kante::N,rönd,тӱр
346,Ecke::N,horn,лук
347,Spitze::N,oddur,вуй
348,Ende::N,endi,муча́ш
349,Loch::N,gat,рож
350,Loch::N,hola,рож
351,Winkel::N,skot,лук
352,Winkel::N,krókur,лук
353,Muster::N,munstur,пеза́к
354,Muster::N,munstur,узо́р
355,Muster::N,munstur,ӱ́лгӧ
356,Größe::N,stærð,кӱ́кшыт
357,Länge::N,lengd,ку́тыш
358,Höhe::N,hæð,кӱ́кшыт
359,Gewicht::N,vigt,не́лыт
360,Gewicht::N,þyngd,не́лыт
361,Menge::N,magn,чот
362,Haufen::N,hrúga,кы́шыл
363,Haufen::N,haugur,кы́шыл
364,Reihe::N,röð,рада́м
365,Boot::N,bátur,пуш
366,Ruder::N,ár,эшка́к
367,Schlitten::N,sleði,тер
368,Schlitten::N,sleði,изде́р
369,Ski::N,skíði,е́че
370,Lagerfeuer::N,varðeldur,туло́то
371,Last::N,byrði,нӧ́лтыш
372,Last::N,farmur,нӧ́лтыш
373,Gang::N,ganga,ошкылма́ш
374,Schritt::N,skref,о́шкыл
375,Norden::N,norður,йӱдйыма́л
376,Süden::N,suður,кечывалве́л
377,Westen::N,vestur,касве́л
378,Osten::N,austur,эрве́л
379,Holz::N,viður,пу
380,Brett::N,fjöl,оҥа́
381,Platte::N,flötur,аста́р
382,Stütze::N,stoð,чара́к
383,Stange::N,stöng,лома́ш
384,Stock::N,prik,тоя́
385,Stock::N,stafur,тоя́
386,Stab::N,prik,вара́
387,Stab::N,prik,кашта́
388,Stab::N,stafur,вара́
389,Stab::N,stafur,кашта́
390,Rohr::N,rör,пуч
391,Rohr::N,pípa,пуч
392,Haus::N,hús,пӧрт
393,Heim::N,heimili,мӧ́ҥгӧ
394,Ofen::N,ofn,комака́
395,Fußboden::N,gólf,кӱва́р
396,Tisch::N,borð,ӱсте́л
397,Stuhl::N,stóll,пӱке́н
398,Wiege::N,vagga,шепка́
399,Bett::N,rúm,ва́кшыш
400,Bett::N,hvíla,ва́кшыш
401,Regal::N,hilla,шӧ́рлык
402,Kiste::N,kassi,шо́ндык
403,Kiste::N,kassi,я́шлык
404,Fenster::N,gluggi,окна́
405,Tür::N,dyr,омса́
406,Tür::N,hurð,омса́
407,Tor::N,hlið,капка́
408,Zaun::N,girðing,сава́р
409,Zaun::N,limgarður,сава́р
410,Dach::N,þak,леве́дыш
411,Leiter::N,stigi,тошка́лтыш
412,Besen::N,sópur,ӱштерво́штыр
413,Spaten::N,spaði,ко́льмо
414,Schaufel::N,skófla,сово́к
415,Schaufel::N,skófla,су́ско
416,Gabel::N,gaffall,ви́лке
417,Löffel::N,skeið,па́не
418,Löffel::N,skeið,совла́
419,Messer::N,hnífur,кӱ́зӧ
420,Nagel::N,nögl,пуда́
421,Netz::N,net,вапш
422,Haken::N,krókur,са́гыле
423,Griff::N,tak,кыл
424,Schloss::N,lás,кӧгӧ́н
425,Bild::N,mynd,сӱре́т
426,Figur::N,stytta,фигу́р
427,Puppe::N,brúða,курча́к
428,Beutel::N,poki,меша́к
429,Beutel::N,baggi,меша́к
430,Bündel::N,böggull,арша́ш
431,Tasche::N,veski,сумка́
432,Eimer::N,fata,ведра́
433,Deckel::N,lok,ко́мдыш
434,Geschirr::N,leirtau,а́те
435,Sack::N,sekkur,куль
436,Sack::N,sekkur,меша́к
437,Tasse::N,bolli,чу́кыр
438,Tasse::N,bolli,чашка́
439,Topf::N,pottur,ми́ске
440,Kessel::N,ketill,под
441,Essen::N,matur,ко́чкыш
442,Nahrung::N,fæða,ку́рго
443,Speise::N,réttur,ко́чкыш
444,Speise::N,matarréttur,ко́чкыш
445,Fleisch::N,kjöt,шыл
446,Getreide::N,korn,шу́рно
447,Brei::N,grautur,пу́чымыш
448,Brot::N,brauð,ки́нде
449,Scheibe::N,sneið,ка́тыш
450,Fett::N,fita,коя́
451,Butter::N,smjör,ӱй
452,Öl::N,olía,ӱй
453,Salz::N,salt,шинча́л
454,Suppe::N,súpa,шӱр
455,Honig::N,hunang,мӱй
456,Milch::N,mjólk,шӧр
457,Tee::N,te,чай
458,Leder::N,skinn,сура́н
459,Leder::N,skinn,шӱ́штӧ
460,Wolle::N,ull,пун
461,Stoff::N,dúkur,куэ́м
462,Stoff::N,dúkur,посто́
463,Nadel::N,nál,и́ме
464,Faden::N,þráður,шӱ́ртӧ
465,Knopf::N,tala,по́лдыш
466,Knopf::N,hnappur,по́лдыш
467,Knoten::N,hnútur,пышке́м
468,Farbe::N,málning,чия́
469,Kleidung::N,búningur,чие́м
470,Kleidung::N,búningur,вурге́м
471,Kleidung::N,klæðnaður,чие́м
472,Kleidung::N,klæðnaður,вурге́м
473,Hemd::N,skyrta,ту́выр
474,Kragen::N,kragi,сога́
475,Kragen::N,flibbi,сога́
476,Ärmel::N,ermi,шокш
477,Hose::N,buxur,йола́ш
478,Gürtel::N,belti,ӱ́штӧ
479,Mütze::N,húfa,упш
480,Schuh::N,skór,боти́нке
481,Stiefel::N,stígvél,кем
482,Ring::N,hringur,шерга́ш
483,Band::N,band,тасма́
484,Band::N,band,ле́нте
485,Kamm::N,greiða,шерге́
486,Spiegel::N,spegill,вошто́нчыш
487,Riemen::N,ól,кӱзанӱ́штӧ
488,Riemen::N,reim,кӱзанӱ́штӧ
489,Schnur::N,snúra,кере́м
490,Schnur::N,snúra,кандыра́
491,Leine::N,band,вӱра́ҥ
492,Decke::N,teppi,леве́дыш
493,Decke::N,teppi,одея́л
494,Kissen::N,koddi,кӱ́пчык
495,Tuch::N,klútur,шо́выч
496,Handtuch::N,þurrka,со́лык
497,Handtuch::N,handklæði,со́лык
498,Kraft::N,afl,вий
499,Kraft::N,afl,куа́т
500,Kraft::N,kraftur,вий
501,Kraft::N,kraftur,куа́т
502,Stärke::N,styrkur,куа́т
503,Stärke::N,styrkur,карма́н
504,Gesundheit::N,heilsa,таза́лык
505,Gesundheit::N,heilbrigði,таза́лык
506,Krankheit::N,sjúkdómur,чер
507,Schmerz::N,sársauki,ко́рштыш
508,Wunde::N,sár,су́сыр
509,Fieber::N,hitasótt,йӱштыму́ж
510,Fieber::N,hitasótt,лихора́дке
511,Arznei::N,lyf,эм
512,Brücke::N,brú,кӱва́р
513,Brunnen::N,brunnur,вӱдвыне́м
514,Weide::N,hagi,нурше́р
515,Pfad::N,stígur,йолго́рно
516,Pfad::N,stígur,сокма́к
517,Weg::N,vegur,ко́рно
518,Straße::N,gata,ко́рно
519,Straße::N,stræti,ко́рно
520,Dorf::N,þorp,ял
521,Stadt::N,borg,ола́
522,Brief::N,bréf,се́рыш
523,Buch::N,bók,книга́
524,Buchstabe::N,bókstafur,буква́
525,Zeitung::N,dagblað,газе́т
526,Leben::N,líf,и́лыш
527,Tod::N,dauði,колыма́ш
528,Grab::N,gröf,шӱга́р
529,Kirche::N,kirkja,че́рке
530,Sünde::N,synd,су́лык
531,Gott::N,guð,ю́мо
532,Arbeiter::N,verkamaður,паша́зе
533,Chef::N,yfirmaður,тӧра́
534,Meister::N,meistari,маста́р
535,Arzt::N,læknir,врач
536,Lehrer::N,kennari,ту́ныктышо
537,Geld::N,peningar,окса́
538,Geschäft::N,viðskipti,сатулыма́ш
539,Laden::N,búð,ке́выт
540,Laden::N,verslun,ке́выт
541,Preis::N,verð,ак
542,Ware::N,vara,сату́
543,Nutzen::N,gagn,пайда́
544,Reichtum::N,auður,поя́нлык
545,Welt::N,veröld,тӱня́
546,Land::N,land,эл
547,Staat::N,ríki,кугыжа́ныш
548,König::N,konungur,кугыжа́
549,Macht::N,vald,власть
550,Grenze::N,landamæri,грани́ца
551,Krieg::N,stríð,сар
552,Feind::N,fjandmaður,тушма́н
553,Gewalt::N,ofbeldi,виешлыма́ш
554,Kampf::N,bardagi,кредалма́ш
555,Bogen[Waffe]::N,bogi,юҥе́ж
556,Pfeil::N,ör,пикш
557,Gewehr::N,byssa,пыча́л
558,Fehler::N,villa,йо́ҥылыш
559,Lüge::N,lygi,шоя́к
560,Schaden::N,skemmd,зия́н
561,Unglück::N,óhamingja,эҥге́к
562,Schuld::N,sök,тита́к
563,Schuld::N,sök,йола́
564,Alter::N,aldur,ийго́т
565,Schluss::N,lok,муча́ш
566,Schluss::N,endir,муча́ш
567,Zeit::N,tími,жап
568,Zeit::N,tími,па́гыт
569,Tag::N,dagur,ке́че
570,Morgen::N,morgunn,эр
571,Mittag::N,hádegi,кечыва́л
572,Abend::N,kvöld,кас
573,Nacht::N,nótt,йӱд
574,Woche::N,vika,арня́
575,Monat::N,mánuður,ты́лзе
576,Jahr::N,ár,ий
577,Frühling::N,vor,шо́шо
578,Sommer::N,sumar,кеҥе́ж
579,Herbst::N,haust,шы́же
580,Winter::N,vetur,те́ле
581,Januar::N,janúar,шоркыйол
582,Januar::N,janúar,идалыкву́й
583,Januar::N,janúar,янва́рь
584,Februar::N,február,пургыж
585,Februar::N,február,февра́ль
586,März::N,mars,ӱярня
587,März::N,mars,март
588,April::N,apríl,апре́ль
589,Mai::N,maí,ага
590,Mai::N,maí,май
591,Juni::N,júní,пеледыш
592,Juni::N,júní,ию́нь
593,Juli::N,júlí,сӱрем
594,Juli::N,júlí,ию́ль
595,August::N,ágúst,сорла
596,August::N,ágúst,агарма́н
597,August::N,ágúst,а́вгуст
598,September::N,september,идым
599,September::N,september,сентя́брь
600,Oktober::N,október,шыжа
601,Oktober::N,október,октя́брь
602,November::N,nóvember,кылме тылзе
603,November::N,nóvember,ноя́брь
604,Dezember::N,desember,дека́брь
605,Montag::N,mánudagur,шо́чмо
606,Dienstag::N,þriðjudagur,ку́шкыжмо
607,Mittwoch::N,miðvikudagur,вӱрге́че
608,Donnerstag::N,fimmtudagur,изарня́
609,Freitag::N,föstudagur,кугарня́
610,Samstag::N,laugardagur,шуматке́че
611,Sonntag::N,sunnudagur,рушарня́
612,groß::A,stór,кугу́
613,klein::A,lítill,изи́
614,lang::A,langur,кужу́
615,kurz::A,stuttur,кӱ́чык
616,breit::A,breiður,кумда́
617,schmal::A,mjór,а́ҥысыр
618,dicht::A,þéttur,ну́гыдо
619,dick[Gegenstand]::A,þykkur,кӱ́жгӧ
620,dünn::A,þunnur,ви́чкыж
621,fein::A,fíngerður,ты́гыде
622,fest::A,fastur,чо́ткыдо
623,flach::A,flatur,лапка́
624,glatt::A,háll,яклака́
625,glatt::A,sléttur,яклака́
626,hart::A,harður,пе́ҥгыде
627,weich::A,mjúkur,пу́шкыдо
628,rund::A,kringlóttur,йырге́шке
629,spitz::A,oddhvass,коша́р
630,scharf::A,beittur,пӱ́сӧ
631,stumpf::A,bitlaus,токма́к
632,schwer::A,þungur,не́ле
633,schön::A,fagur,сы́лне
634,schön::A,fallegur,сы́лне
635,heiß::A,heitur,шо́кшо
636,warm::A,hlýr,ле́ве
637,warm::A,heitur,ле́ве
638,kalt::A,kaldur,йӱ́штӧ
639,kühl::A,svalur,юа́лге
640,kühl::A,svalur,южгата́
641,frisch::A,frískur,свежа́
642,feucht::A,rakur,вӱ́дыжгӧ
643,feucht::A,þvalur,вӱ́дыжгӧ
644,nass::A,votur,нӧ́рӧ
645,nass::A,blautur,нӧ́рӧ
646,trocken::A,þurr,ку́кшо
647,voll::A,fullur,тич
648,leer::A,tómur,яра́
649,offen::A,opinn,виш
650,geschlossen::A,lokaður,пе́тырыме
651,geschlossen::A,lokaður,тӱ́чмӧ
652,sauber::A,þrifinn,ару́
653,sauber::A,þrifinn,янда́р
654,schmutzig::A,óhreinn,лавыра́н
655,schmutzig::A,óhreinn,ла́выргыше
656,schmutzig::A,sóðalegur,лавыра́н
657,schmutzig::A,sóðalegur,ла́выргыше
658,roh::A,hrár,кӱ́чымӧ
659,reif::A,þroskaður,лӧза́
660,lecker::A,ljúffengur,ту́тло
661,süß::A,sætur,ше́ре
662,bitter::A,beiskur,ко́чо
663,sauer::A,súr,шо́по
664,hell::A,bjartur,во́лгыдо
665,dunkel::A,dimmur,пычке́мыш
666,schwarz::A,svartur,шола́
667,weiß::A,hvítur,ош
668,rot::A,rauður,йошка́р
669,gelb::A,gulur,сар
670,blau::A,blár,ка́нде
671,grün::A,grænn,ужа́р
672,grau::A,grár,сур
673,bunt::A,marglitur,олача́
674,billig::A,ódýr,шу́лдо
675,teuer::A,dýr,ше́рге
676,wertvoll::A,verðmætur,шергака́н
677,blind::A,blindur,со́кыр
678,taub::A,heyrnarlaus,соҥгыра́
679,kräftig::A,öflugur,куа́тле
680,stark::A,sterkur,вия́н
681,schwach::A,veill,а́лдыме
682,fett::A,feitur,коя́
683,schlank::A,grannur,йоштката́
684,schlank::A,grannur,яжу́
685,schlank::A,spengilegur,йоштката́
686,schlank::A,spengilegur,яжу́
687,hübsch::A,snotur,чеве́р
688,hübsch::A,laglegur,чеве́р
689,böse::A,illur,шы́де
690,böse::A,vondur,шы́де
691,dumm::A,heimskur,аҥыра́
692,faul::A,latur,його
693,fleißig::A,iðinn,ты́ршыше
694,geizig::A,nískur,чаҥга́
695,klug::A,hygginn,уша́н
696,geschickt::A,fimur,уста́
697,geschickt::A,laginn,уста́
698,lieb::A,kær,ала́л
699,lieb::A,ljúfur,ала́л
700,lustig::A,kátur,весела́
701,sanft::A,blíður,ны́жылге
702,hungrig::A,soltinn,шу́жышо
703,hungrig::A,hungraður,шу́жышо
704,krank::A,sjúkur,че́рле
705,nackt::A,nakinn,чарама́т
706,traurig::A,dapur,ойга́н
707,traurig::A,hryggur,ойга́н
708,lebendig::A,lifandi,и́лыше
709,gut::A,góður,сай
710,schlecht::A,slæmur,уда́
711,schlecht::A,slæmur,шӱ́кшӧ
712,schlecht::A,lélegur,уда́
713,schlecht::A,lélegur,шӱ́кшӧ
714,richtig::A,réttur,чы́нле
715,schlimm::A,slæmur,аля́к
716,schlimm::A,slæmur,тыра́н
717,wahr::A,sannur,чы́нле
718,wahr::A,sannur,настоя́щий
719,alt::A,gamall,то́што
720,neu::A,nýr,у
721,ehemalig::A,fyrrverandi,о́нчычсо
722,ehemalig::A,fyrrverandi,онда́кысе
723,alt[Lebewesen]::A,gamall,шо́нто
724,jung::A,ungur,са́мырык
725,arm::A,vesall,нужна́
726,arm::A,fátækur,нужна́
727,reich::A,ríkur,поя́н
728,reich::A,auðugur,поя́н
729,bekannt::A,kunnugur,па́лыме
730,berühmt::A,frægur,лӱ́млӧ
731,fremd::A,framandi,йот
732,fremd::A,ókunnugur,йот
733,verschieden::A,ýmis,тӱ́рлӧ
734,nah::A,nálægur,ли́шыл
735,fern::A,fjarri,тора́
736,fern::A,fjarri,мӱ́ндыр
737,fern::A,fjarlægur,тора́
738,fern::A,fjarlægur,мӱ́ндыр
739,linker::A,vinstri,шола́
740,rechter::A,hægri,пурла́
