,Concept_ID,sl,it
820,hierhin::ADV,sèmkaj,qua
821,von hier::ADV,od tú,ne
822,von hier::ADV,od tú,da qui
823,dort::ADV,tàm,lì
824,dorthin::ADV,tjà,là
825,geradeaus::ADV,rávno napréj,diritto
826,vorwärts::ADV,napréj,avanti
827,rückwärts::ADV,zádaj,all'indietro
828,zurück::ADV,nazáj,di indietro
829,unten::ADV,dôli,giù
830,unten::ADV,dôli,sotto
831,unten::ADV,spôdaj,giù
832,unten::ADV,spôdaj,sotto
833,hinab::ADV,dôl,giù
834,hinab::ADV,dôl,in giù
835,oben::ADV,gôri,su
836,oben::ADV,gôri,sopra
837,oben::ADV,zgôraj,su
838,oben::ADV,zgôraj,sopra
839,hinauf::ADV,gôr,in sù
840,hinauf::ADV,gôr,in alto
841,überall::ADV,povsód,dappertutto
842,nicht::ADV,ne,non
843,ein wenig::ADV,málo,un po'
844,ein wenig::ADV,málo,un poco
845,kaum::ADV,kómaj,a appena
846,sehr::ADV,zeló,molto
847,so::ADV,takó,così
848,so::ADV,takó,tanto
849,noch::ADV,še,ancora
850,nur::ADV,samó,solo
851,nur::ADV,samó,soltanto
852,schon::ADV,žè,già
853,wieder::ADV,spét,di nuovo
854,vergebens::ADV,zamàn,invano
855,vergebens::ADV,zastónj,invano
856,vor::PRP,pred,davanti a
857,hinter::PRP,za,dietro
858,unter::PRP,pod,sotto
859,durch::PRP,skózi,per
860,durch::PRP,skózi,attraverso
861,neben::PRP,kràj,a accanto a
862,neben::PRP,póleg,a accanto a
863,zwischen::PRP,med,fra
864,zwischen::PRP,izmed,fra
865,wegen::PRP,zarádi,a causa di
866,dies::PRN,tó,ciò
867,dies::PRN,tó,questo
868,das::PRN,tó,ciò
869,das::PRN,tó,quello
870,alles::PRN,vsè,tutto
871,ich::PRN,jàz,ìo
872,du::PRN,tí,tu
873,er::PRN,òn,lui
874,er::PRN,òn,egli
875,wir::PRN,mí,noi
876,ihr::PRN,ví,voi
877,sie::PRN,ôni,loro
878,was::FPRN,káj,che
879,was::FPRN,káj,che cosa
880,wer::FPRN,kdó,chi
881,wo::FADV,kjé,dove
882,wohin::FADV,kám,dove
883,wie::FADV,kakó,come
884,warum::FADV,zakáj,perche
885,wieviel::FNUM,kóliko,quanto
886,eins::NUM,êden,uno
887,zwei::NUM,dvá,due
888,drei::NUM,trí,tre
889,vier::NUM,štíri,quattro
890,fünf::NUM,pét,cinque
891,sechs::NUM,šést,sei
892,sieben::NUM,sédem,sette
893,acht::NUM,ósem,otto
894,neun::NUM,devét,nove
895,zehn::NUM,desét,dieci
896,elf::NUM,enájst,ùndici
897,zwölf::NUM,dvánajst,dodici
898,zwanzig::NUM,dvájset,venti
899,dreißig::NUM,trídeset,trenta
900,vierzig::NUM,štírideset,quaranta
901,fünfzig::NUM,pétdeset,cinquanta
902,sechzig::NUM,šéstdeset,sessanta
903,siebzig::NUM,sédemdeset,settanta
904,achtzig::NUM,ósemdeset,ottanta
905,neunzig::NUM,devétdeset,novanta
906,hundert::NUM,stó,cento
907,tausend::NUM,tísoč,mille
908,und::CNJ,in,e
909,oder::CNJ,áli,o
910,stehen::V,státi,stare in piedi
911,sitzen::V,sedéti,sedere
912,sitzen::V,sedéti,stare seduto
913,liegen::V,ležáti,giacere
914,hängen::V,viséti,pèndere
915,hängen::V,viséti,èssere appeso
916,werden::V,postáti,farsi
917,werden::V,postáti,diventare
918,passieren::V,zgodíti se,succèdere
919,beginnen::V,začéti se,cominciare
920,enden::V,končáti se,finire
921,enden::V,končáti se,terminare
922,wechseln::V,ménjati se,variare
923,wechseln::V,ménjati se,cambiare
924,aufgehen[Sonne]::V,vzíti,sòrgere
925,aufgehen[Sonne]::V,vzíti,spuntare
926,untergehen[Sonne]::V,zaíti,tramontare
927,scheinen[Sonne]::V,sijáti,splèndere
928,donnern::V,grméti,tonare
929,wehen::V,píhati,soffiare
930,strömen::V,líti,fluire
931,fließen::V,têči,fluire
932,fließen::V,têči,scorrere
933,sich drehen::V,vrtéti se,girarsi
934,schwanken::V,kolébati,oscillare
935,schwanken::V,kolébati,barcollare
936,schwingen::V,níhati,vibrare
937,schwingen::V,níhati,oscillare
938,fallen::V,pádati,cadere
939,brennen::V,goréti,àrdere
940,brennen::V,goréti,bruciare
941,rauchen::V,kadíti se,fumare
942,regnen::V,deževáti,piòvere
943,gefrieren::V,zmŕzniti,gelarsi
944,gefrieren::V,zmŕzniti,congelarsi
945,tauen::V,tájati,sciògliersi
946,schmelzen::V,kopnéti,fòndere
947,schmelzen::V,kopnéti,sciògliersi
948,trocknen::V,sušíti se,asciugarsi
949,sieden::V,kipéti,bollire
950,faulen::V,gníti,marcire
951,verfaulen::V,zgníti,imputridire
952,reißen::V,tŕgati se,strapparsi
953,versinken::V,pogrézniti se,affondare
954,vergehen::V,miníti,passare
955,erscheinen::V,pojáviti se,apparire
956,erscheinen::V,pojáviti se,comparire
957,verschwinden::V,izgíniti,sparire
958,verschwinden::V,izgíniti,scomparire
959,sinken::V,péšati,calare
960,sinken::V,péšati,scendere
961,abnehmen::V,pojémati,diminuire
962,zunehmen::V,véčati se,aumentare
963,zunehmen::V,množíti se,aumentare
964,steigen::V,dvígati se,salire
965,steigen::V,dvígati se,montare
966,wachsen::V,rásti,crescere
967,glänzen::V,sijáti,splèndere
968,funkeln::V,ískriti se,brillare
969,funkeln::V,ískriti se,scintillare
970,lärmen::V,ropotáti,strepitare
971,lärmen::V,ropotáti,fare chiasso
972,lärmen::V,razgrájati,strepitare
973,lärmen::V,razgrájati,fare chiasso
974,läuten::V,zvoníti,suonare
975,klingeln::V,zvončkljáti,suonare
976,klirren::V,žvenketáti,tintinnare
977,brausen::V,šuméti,rombare
978,brausen::V,šuméti,rumoreggiare
979,rauschen::V,šuštéti,frusciare
980,rauschen::V,šelestéti,frusciare
981,klingen::V,zvenéti,suonare
982,bellen::V,lájati,latrare
983,bellen::V,lájati,abbaiare
984,heulen::V,zavíjati,urlare
985,heulen::V,zavíjati,ululare
986,blasen::V,píhniti,soffiare
987,pfeifen::V,pískati,fischiare
988,pfeifen::V,žvížgati,fischiare
989,schreien::V,kričáti,gridare
990,stöhnen::V,stókati,gèmere
991,zittern::V,drgetáti,tremare
992,leben::V,živéti,vìvere
993,geboren werden::V,rodíti se,nàscere
994,atmen::V,díhati,respirare
995,trinken::V,píti,bere
996,essen::V,jésti,mangiare
997,schlucken::V,požírati,inghiottire
998,müde werden::V,péšati,stancarsi
999,müde werden::V,utrúditi se,stancarsi
1000,einschlafen::V,zaspáti,addormentarsi
1001,schlafen::V,spáti,dormire
1002,aufwachen::V,zbudíti se,svegliarsi
1003,aufstehen::V,vstáti,levarsi
1004,sich erholen::V,oddahníti se,riposarsi
1005,krank werden::V,oboléti,ammalarsi
1006,krank sein::V,bíti bolán,èssere malato
1007,schmerzen::V,boléti,dolere
1008,husten::V,kášljati,tossire
1009,genesen::V,okrévati,guarire
1010,sterben::V,umréti,morire
1011,umkommen::V,pogíniti,perire
1012,sich bewegen::V,zganíti se,agitarsi
1013,sich rühren::V,premakníti se,muòversi
1014,sich erheben::V,vstájati,alzarsi
1015,sich erheben::V,vzdígniti se,alzarsi
1016,sich setzen::V,sésti,sedersi
1017,hinfallen::V,pásti dôl,cadere
1018,laufen::V,hodíti,camminare
1019,laufen::V,hodíti,andare a piedi
1020,schreiten::V,stópati,andare
1021,schreiten::V,stópati,procedere
1022,spazierengehen::V,na sprehòd íti,passeggiare
1023,spazierengehen::V,na sprehòd íti,andare a passeggio
1024,eilen::V,drvéti,andare in fretta
1025,sich beeilen::V,hitéti,affrettarsi
1026,sausen::V,dírkati,volare
1027,sausen::V,dírkati,correre
1028,rennen::V,dírjati,correre
1029,springen::V,skákati,saltare
1030,klettern::V,plézati,arrampicarsi
1031,schaukeln::V,kolébati,fare l'altalena
1032,kriechen::V,pláziti se,strisciare
1033,schwimmen::V,plávati,nuotare
1034,tauchen::V,potápljati se,tuffarsi
1035,tauchen::V,potápljati se,immèrgersi
1036,rudern::V,vesláti,remare
1037,fahren::V,vozíti se,andare
1038,fahren::V,vozíti se,viaggiare
1039,fahren::V,peljáti se,andare
1040,fahren::V,peljáti se,viaggiare
1041,fliegen::V,létati,volare
1042,gehen::V,íti,andare
1043,weggehen::V,odíti,andàrsene
1044,weggehen::V,odíti,andare via
1045,abfahren::V,odpeljáti se,partire
1046,anhalten::V,ustáviti se,fermarsi
1047,hineingehen::V,íti nóter,entrare
1048,eintreten::V,vstopíti,entrare
1049,kommen::V,príti,venire
1050,ankommen::V,prispéti,arrivare
1051,ankommen::V,prihájati,arrivare
1052,zurückkommen::V,vrníti se,ritornare
1053,bleiben::V,ostáti,restare
1054,bleiben::V,ostáti,rimanere
1055,warten::V,čákati,aspettare
1056,erwarten::V,pričakováti,attèndere
1057,suchen::V,iskáti,cercare
1058,finden::V,nájti,trovare
1059,versuchen::V,poskúšati,tentare
1060,vorbereiten::V,pripráviti,preparare
1061,lieben::V,ljubíti,amare
1062,mögen::V,márati,piacere a
1063,mögen::V,márati,volere bene a
1064,lachen::V,smejáti se,rìdere
1065,rühren::V,ganíti,commuòvere
1066,weinen::V,jókati,piàngere
1067,weinen::V,plákati,piàngere
1068,schimpfen::V,psováti,imprecare
1069,schimpfen::V,zmérjati,imprecare
1070,sich ärgern::V,jezíti se,stizzirsi
1071,sich ärgern::V,jezíti se,arrabbiarsi
1072,sich fürchten::V,báti se,avere paura
1073,fürchten::V,báti se,temere
1074,fliehen::V,bežáti,fuggire
1075,flüchten::V,pobégniti,sfuggire
1076,sehen::V,vídeti,vedere
1077,anschauen::V,oglédati,guardare
1078,ansehen::V,glédati,guardare
1079,hören::V,slíšati,udire
1080,hören::V,slíšati,sentire
1081,zuhören::V,poslúšati,ascoltare
1082,probieren::V,poskúšati,degustare
1083,probieren::V,poskúšati,assaggiare
1084,riechen::V,dúhati,sentire
1085,fühlen::V,čutíti,sentire
1086,scheinen::V,zdéti se,parere
1087,scheinen::V,zdéti se,sembrare
1088,zu sehen sein::V,vídeti se,vedersi
1089,vernehmen::V,čúti,sentire
1090,vernehmen::V,čúti,percepire
1091,frieren::V,zébsti,aver freddo
1092,tun::V,délati,fare
1093,können::V,môči,sapere
1094,wollen::V,hotéti,volere
1095,anfangen::V,začéti,iniziare
1096,anfangen::V,začéti,cominciare
1097,beenden::V,dokončáti,finire
1098,beenden::V,dokončáti,terminare
1099,aufhören::V,prenéhati,finire
1100,aufhören::V,prenéhati,cessare
1101,gelingen::V,uspéti,riuscire
1102,gelingen::V,posréčiti se,riuscire
1103,geraten::V,obnêsti se,stare
1104,öffnen::V,odpréti,aprire
1105,schließen::V,zapréti,chiùdere
1106,stellen::V,postáviti,porre
1107,stellen::V,postáviti,mettere
1108,setzen::V,posadíti,porre
1109,setzen::V,posadíti,mettere
1110,legen::V,položíti,posare
1111,legen::V,položíti,mettere
1112,berühren::V,dotíkati se,toccare
1113,verbinden::V,obvézati,unire
1114,verbinden::V,obvézati,congiùngere
1115,bedecken::V,pokríti,coprire
1116,bedecken::V,pokríti,ricoprire
1117,aufhängen::V,obésiti,attaccare
1118,anzünden::V,zažgáti,accèndere
1119,anzünden::V,zažgáti,incendiare
1120,aufheben::V,vzdígniti,raccògliere
1121,zurücklassen::V,zapustíti,lasciare
1122,zurücklassen::V,zapustíti,lasciare indietro
1123,verlieren::V,izgubíti,pèrdere
1124,fallen lassen::V,navréči,lasciare cadere
1125,machen::V,naredíti,fare
1126,machen::V,napráviti,fare
1127,herstellen::V,izdélati,produrre
1128,herstellen::V,izdélati,fabbricare
1129,bauen::V,gradíti,costruire
1130,reparieren::V,popráviti,riparare
1131,verbessern::V,izbóljšati,migliorare
1132,ändern::V,spremeníti,mutare
1133,ändern::V,spremeníti,cambiare
1134,graben::V,kopáti,scavare
1135,graben::V,grêbsti,scavare
1136,beugen::V,upogníti,chinare
1137,beugen::V,upogníti,flettere
1138,biegen::V,zavíjati,tòrcere
1139,drehen::V,vrtéti,girare
1140,wenden::V,obrníti,girare
1141,wenden::V,obrníti,voltare
1142,umdrehen::V,zasúkati,rivoltare
1143,heben::V,dvígati,levare
1144,hochheben::V,privzdígniti,levare
1145,hochheben::V,privzdígniti,sollevare
1146,ergreifen::V,zgrábiti,afferrare
1147,halten::V,držáti,tenere
1148,drücken::V,tiščáti,premere
1149,schieben::V,ríniti,spìngere
1150,kratzen::V,práskati,grattare
1151,kratzen::V,práskati,graffiare
1152,lecken::V,lízati,leccare
1153,beißen::V,grísti,mòrdere
1154,abreißen::V,odtŕgati,staccarsi
1155,abreißen::V,odtŕgati,strapparsi
1156,abschneiden::V,odrézati,tagliare
1157,binden::V,vézati,legare
1158,binden::V,vézati,bendare
1159,stecken::V,vtakníti,ficcare
1160,brechen::V,lomíti,rompere
1161,klopfen::V,tólči,bàttere
1162,hauen::V,séči,picchiare
1163,kleben::V,lépiti,incollare
1164,reiben::V,tréti,fregare
1165,reiben::V,dŕgniti,fregare
1166,streichen::V,namázati,spalmare
1167,schleifen::V,brúsiti,arrotare
1168,schneiden::V,rézati,tagliare
1169,rütteln::V,strésti,scuòtere
1170,schütteln::V,majáti,agitare
1171,schütteln::V,majáti,scuòtere
1172,schwenken::V,obrníti,agitare
1173,schwenken::V,obrníti,sventolare
1174,schütten::V,sípati,versare
1175,füllen::V,napolníti,riempire
1176,einwickeln::V,zavíti,involtare
1177,tragen::V,nêsti,portare
1178,schleppen::V,vláčiti,trainare
1179,schleppen::V,vláčiti,trascinare
1180,ziehen::V,vléči,tirare
1181,aufbewahren::V,shranjeváti,custodire
1182,aufbewahren::V,shranjeváti,conservare
1183,werfen::V,lúčati,gettare
1184,werfen::V,lúčati,lanciare
1185,fangen::V,ujéti,prèndere
1186,fangen::V,ujéti,acchiappare
1187,packen::V,prijéti,pigliare
1188,packen::V,prijéti,afferrare
1189,verstecken::V,skríti,nascondere
1190,teilen::V,razdelíti,divìdere
1191,schicken::V,pošíljati,inviare
1192,bringen::V,prinêsti,portare
1193,bringen::V,prinêsti,apportare
1194,hinzufügen::V,pristáviti,aggiùngere
1195,bekommen::V,dobíti,ricevere
1196,erhalten::V,prejéti,ricevere
1197,nehmen::V,vzéti,prèndere
1198,wählen::V,izbírati,elèggere
1199,wählen::V,izbírati,scegliere
1200,auswählen::V,izbráti,scegliere
1201,bewahren::V,ohraníti,conservare
1202,behindern::V,ovírati,impedire
1203,verderben::V,pokváriti,guastare
1204,beschädigen::V,poškodováti,danneggiare
1205,zerbrechen::V,razlomíti,rompere
1206,zerbrechen::V,razlomíti,spezzare
1207,zerreißen::V,raztŕgati,stracciare
1208,zerstören::V,razrúšiti,distrùggere
1209,verbrennen::V,sežgáti,bruciare
1210,geben::V,dáti,dare
1211,reichen::V,séči,pòrgere
1212,reichen::V,molíti,pòrgere
1213,schenken::V,podáriti,regalare
1214,versprechen::V,obljubíti,promettere
1215,wünschen::V,vóščiti,augurare
1216,loben::V,hváliti,lodare
1217,küssen::V,poljubováti,baciare
1218,wiegen::V,zíbati,cullare
1219,wiegen::V,zíbati,dondolare
1220,zudecken::V,pokríti,coprire
1221,wecken::V,zbudíti,svegliare
1222,zeigen::V,pokázati,indicare
1223,führen::V,vêsti,guidare
1224,führen::V,vêsti,condurre
1225,lehren::V,učíti,insegnare
1226,unterrichten::V,poučeváti,istruire
1227,unterrichten::V,poučeváti,insegnare
1228,aufziehen::V,vzgojíti,allevare
1229,leiten::V,uprávljati,avviare
1230,leiten::V,uprávljati,dirìgere
1231,antreiben::V,goníti,incitare
1232,lassen::V,povzročíti,fare
1233,einladen::V,povábiti,invitare
1234,vereinigen::V,zdrúžiti,unire
1235,besuchen::V,obiskáti,visitare
1236,besuchen::V,obiskáti,far vìsita a
1237,treffen::V,pogodíti,incontrare
1238,sich versammeln::V,zbráti se,rinunirsi
1239,spielen::V,igráti se,giocare
1240,singen::V,péti,cantare
1241,tanzen::V,plésati,danzare
1242,sich trennen::V,ločíti se,separarsi
1243,verlassen::V,zapustíti,lasciare
1244,verlassen::V,zapustíti,abbandonare
1245,retten::V,réšiti,salvare
1246,bewachen::V,strážiti,custodire
1247,schützen::V,sčítiti,protèggere
1248,verteidigen::V,braníti,difèndere
1249,sich schlagen::V,têpsti se,bàttersi
1250,schießen::V,stréljati,sparare
1251,siegen::V,zmágati,vìncere
1252,ärgern::V,jezíti,stizzire
1253,ärgern::V,razbúriti,stizzire
1254,schlagen::V,têpsti,bàttere
1255,schlagen::V,udáriti,bàttere
1256,treten::V,teptáti,calciare
1257,stechen::V,ubôsti,pùngere
1258,stoßen::V,peháti,urtare
1259,stoßen::V,peháti,spìngere
1260,stoßen::V,drégniti,urtare
1261,stoßen::V,drégniti,spìngere
1262,stehlen::V,ukrásti,rubare
1263,stehlen::V,pokrásti,rubare
1264,stören::V,motíti,disturbare
1265,belästigen::V,nadlegováti,molestare
1266,belästigen::V,nadlegováti,importunare
1267,verbergen::V,skríti,celare
1268,verbergen::V,skríti,nascondere
1269,täuschen::V,slepíti,ingannare
1270,betrügen::V,várati,frodare
1271,betrügen::V,várati,truffare
1272,betrügen::V,ogoljufáti,frodare
1273,betrügen::V,ogoljufáti,truffare
1274,töten::V,ubíti,uccìdere
1275,wohnen::V,prebívati,abitare
1276,arbeiten::V,délati,lavorare
1277,sammeln::V,zbráti,raccògliere
1278,sammeln::V,zbráti,collezionare
1279,pflücken::V,obráti,cògliere
1280,jagen::V,lovíti,cacciare
1281,fischen::V,ribáriti,pescare
1282,fassen::V,zajéti,catturare
1283,fassen::V,zajéti,acchiappare
1284,hüten::V,pásti,pascolare
1285,treiben::V,pogánjati,spìngere
1286,anbinden::V,privézati,legare
1287,anbinden::V,privézati,attaccare
1288,füttern::V,kŕmiti,dar da mangiare a
1289,melken::V,mólsti,mùngere
1290,hacken::V,sékati,tritare
1291,hacken::V,sékati,spaccare
1292,gießen::V,ulíti,annaffiare
1293,reifen::V,zoréti,maturare
1294,zubereiten::V,pripráviti,preparare
1295,kochen::V,kúhati,cuòcere
1296,backen::V,cvréti,cuòcere
1297,backen::V,cvréti,cuòcere al forno
1298,braten::V,pêči,frìggere
1299,braten::V,pêči,arrostire
1300,umrühren::V,preméšati,mescolare
1301,stricken::V,plêsti,llavorare a maglia
1302,nähen::V,šívati,cucire
1303,färben::V,bárvati,tìngere
1304,reinigen::V,očístiti,pulire
1305,reinigen::V,očístiti,nettare
1306,waschen::V,opráti,lavare
1307,abwischen::V,obrísati,asciugare
1308,spülen::V,splakováti,lavare
1309,spülen::V,splakováti,sciacquare
1310,fegen::V,pométati,spazzare
1311,kehren::V,mésti,spazzare
1312,baden::V,kópati se,bagnarsi
1313,baden::V,kópati se,fare il bagno
1314,sich waschen::V,umíti se,lavarsi
1315,ausziehen::V,izvléči,tògliersi
1316,anziehen::V,obléči,mettersi
1317,anziehen::V,obléči,indossare
1318,sich anziehen::V,obléči se,vestirsi
1319,kämmen::V,česáti,pettinare
1320,schmücken::V,okrasíti,ornare
1321,schmücken::V,okrasíti,decorare
1322,sagen::V,dejáti,dire
1323,sprechen::V,govoríti,parlare
1324,reden::V,rêči,parlare
1325,sich unterhalten::V,razgovárjati se,conversare
1326,fragen::V,vprášati,chièdere
1327,fragen::V,vprášati,domandare
1328,bitten::V,prosíti,pregare
1329,erzählen::V,práviti,narrare
1330,erzählen::V,práviti,raccontare
1331,mitteilen::V,naznániti,comunicare
1332,nennen::V,imenováti,nominare
1333,rufen::V,klícati,chiamare
1334,prahlen::V,baháti se,vantarsi
1335,übersetzen::V,prevêsti,tradurre
1336,denken::V,mísliti,pensare
1337,glauben::V,verjéti,credere
1338,bemerken::V,opáziti,notare
1339,bemerken::V,opáziti,osservare
1340,erkennen::V,spoznáti,riconoscere
1341,begreifen::V,pôjmiti,capire
1342,begreifen::V,pôjmiti,comprèndere
1343,verstehen::V,razuméti,intèndere
1344,verstehen::V,razuméti,comprèndere
1345,lernen::V,učíti se,imparare
1346,lernen::V,učíti se,apprèndere
1347,wissen::V,znáti,sapere
1348,wissen::V,védeti,sapere
1349,sich erinnern an::V,spómniti se,ricordare
1350,sich erinnern an::V,spómniti se,ricordarsi di
1351,vergessen::V,pozábiti,dimenticare
1352,messen::V,mériti,misurare
1353,zählen::V,štéti,contare
1354,rechnen::V,račúnati,contare
1355,rechnen::V,račúnati,calcolare
1356,lesen::V,bráti,lèggere
1357,lesen::V,čítati,lèggere
1358,malen::V,slíkati,dipìngere
1359,zeichnen::V,rísati,disegnare
1360,schreiben::V,písati,scrìvere
1361,besitzen::V,iméti,possedere
1362,kaufen::V,kupíti,comprare
1363,kaufen::V,kupíti,acquistare
1364,verkaufen::V,prodáti,vendere
1365,bezahlen::V,pláčati,pagare
1366,zahlen::V,plačeváti,pagare
1367,beherrschen::V,obvládati,dominare
1368,ertragen::V,prenêsti,sopportare
1369,Verstand::N,,intelletto
