,Concept_ID,kk,sq
249,Mann::N,еркек,mashkull
250,Mann::N,ер адам,burrë
251,Mann::N,ер адам,mashkull
252,Frau::N,бике,grua
253,Frau::N,бике,femër
254,Frau::N,қатын,grua
255,Frau::N,қатын,femër
256,Kind::N,бала,kalama
257,Kind::N,перзент,kalama
258,Junge::N,бала,djalë
259,Junge::N,ер бала,djalë
260,Mädchen::N,қыз,gocë
261,Mädchen::N,қыз,vajzë
262,Familie::N,жанұя,familje
263,Großvater::N,ата,gjysh
264,Großmutter::N,әже,gjyshe
265,Großmutter::N,әжей,gjyshe
266,Eltern::N,ата-аналар,prindër
267,Vater::N,әке,atë
268,Mutter::N,ана,nënë
269,Sohn::N,ұл,bir
270,Tochter::N,қызым,bijë
271,Bruder::N,бауырым,vëlla
272,Schwester::N,әпке,motër
273,Onkel::N,көке,dajë
274,Onkel::N,көке,xhaxha
275,Tante::N,тәте,teze
276,Tante::N,тәте,hallë
277,Ehemann::N,ер,burrë
278,Ehemann::N,ер,bashkëshort
279,Ehefrau::N,зайып,grua
280,Ehefrau::N,зайып,bashkëshorte
281,Freude::N,қуаныш,gaz
282,Freude::N,қуаныш,gëzim
283,Freude::N,сүйініш,gaz
284,Freude::N,сүйініш,gëzim
285,Freude::N,шат-думан,gaz
286,Freude::N,шат-думан,gëzim
287,Freude::N,қуаныштылық,gaz
288,Freude::N,қуаныштылық,gëzim
289,Gelächter::N,күлу,qeshje
290,Glück::N,бақыт,lumturi
291,Glück::N,бақыттылық,lumturi
292,Kummer::N,аза,brengë
293,Kummer::N,аза,pikëllim
294,Kummer::N,қайғы,brengë
295,Kummer::N,қайғы,pikëllim
296,Kummer::N,қасырет,brengë
297,Kummer::N,қасырет,pikëllim
298,Wunsch::N,мүдде,dëshirë
299,Lust::N,тәбет,epsh
300,Lust::N,тәбет,dashuri
301,Lust::N,ынтызар,epsh
302,Lust::N,ынтызар,dashuri
303,Lust::N,құштарлық,epsh
304,Lust::N,құштарлық,dashuri
305,Geist::N,рух,frymë
306,Geist::N,рух,shpirt
307,Gedanke::N,ой,ide
308,Gedanke::N,ой,mendim
309,Gedächtnis::N,ес,kujtesë
310,Gedächtnis::N,жады,kujtesë
311,Gedächtnis::N,ақыл-ес,kujtesë
312,Verstand::N,ақыл,mend
313,Verstand::N,парасат,mend
314,Sinn::N,мән,kuptim
315,Sinn::N,маныз,kuptim
316,Sinn::N,мағына,kuptim
317,Sinn::N,мән-мағына,kuptim
318,Grund::N,себеп,arsye
319,Wahrheit::N,рас,vërtetë
320,Gespräch::N,әңгіме,bisedim
321,Märchen::N,ертеп,përrallë
322,Märchen::N,ертек,përrallë
323,Erzählung::N,әңгіме,tregim
324,Nachricht::N,хабар,lajm
325,Neuigkeit::N,жаңалық,risi
326,Name::N,ат,emër
327,Name::N,атау,emër
328,Rätsel::N,жұмбақ,gjëzë
329,Rätsel::N,жұмбақ,gjëegjëzë
330,Rede::N,сөз,fjalim
331,Sprache::N,тіл,gjuhë
332,Stimme::N,үн,zë
333,Stimme::N,әуен,zë
334,Stimme::N,дауыс,zë
335,Wort::N,сөз,fjalë
336,Zeichen::N,ишара,shenjë
337,Ruf::N,айғай,thirrmë
338,Lärm::N,айғай-шу,zhurmë
339,Lärm::N,айғай-ұйғай,zhurmë
340,Laut::N,дыбыс,tingull
341,Laut::N,дауыс,tingull
342,Ton::N,әуен,ton
343,Lied::N,ән,këngë
344,Lied::N,жыр,këngë
345,Lied::N,ән-жыр,këngë
346,Ruhe::N,тыныштық,qetësi
347,Leute::N,кісілер,botë
348,Leute::N,кісілер,njerëz
349,Volk::N,халық,popull
350,Arbeit::N,еңбек,punë
351,Gast::N,қонақ,mik
352,Gast::N,қонақ,mysafir
353,Gast::N,мейман,mik
354,Gast::N,мейман,mysafir
355,Geschenk::N,қадия,dhuratë
356,Geschenk::N,қадия,peshqesh
357,Spiel::N,ойын,lojë
358,Gesellschaft::N,қауым,shoqëri
359,Gesellschaft::N,жұртшылық,shoqëri
360,Hilfe::N,жэрдем,ndihmë
361,Freund::N,дос,mik
362,Kamerad::N,дос-жар,shok
363,Angelegenheit::N,жұмыс,punë
364,Anzahl::N,сан,sasi
365,Anzahl::N,саны,sasi
366,Art::N,түр,lloj
367,Stück::N,тілім,copë
368,Teil::N,үлес,pjesë
369,Teil::N,бөлшек,pjesë
370,Hälfte::N,жарты,gjysmë
371,Kreis::N,шеңбер,qark
372,Kreis::N,шеңбер,rreth
373,Kreuz::N,крест,kryq
374,Linie::N,сызық,vijë
375,Strich::N,сызық,vizë
376,Abstand::N,ара,distancë
377,Abstand::N,аралық,distancë
378,Entfernung::N,аралық,largim
379,Gegend::N,өңір,vise
380,Gegend::N,өңір,krahinë
381,Platz::N,орны,shesh
382,Ort::N,орын,vend
383,Seite::N,жақ,anë
384,Seite::N,бүйір,anë
385,Mitte::N,ортасы,mes
386,Gegenstand::N,зат,send
387,Gegenstand::N,нәрсе,send
388,Sache::N,бұйым,gjë
389,Sache::N,бұйым,send
390,Rand::N,шет,qoshe
391,Rand::N,шеті,qoshe
392,Kante::N,қыр,teh
393,Kante::N,қыры,teh
394,Ecke::N,қыры,qoshe
395,Ecke::N,бұрыш,qoshe
396,Spitze::N,ұшы,majë
397,Ende::N,аяқ,skaj
398,Ende::N,аяқ,bisht
399,Ende::N,соңы,skaj
400,Ende::N,соңы,bisht
401,Loch::N,тесік,vrimë
402,Winkel::N,мүйіс,kënd
403,Muster::N,мәнер,mostër
404,Größe::N,ауқым,madhësi
405,Größe::N,көлемдік,madhësi
406,Länge::N,бой,gjatësi
407,Länge::N,ұзындық,gjatësi
408,Höhe::N,жоғарылық,lartësi
409,Höhe::N,биіктік,lartësi
410,Gewicht::N,салмақ,peshë
411,Menge::N,мөлшер,sasi
412,Haufen::N,үйме,grumbull
413,Haufen::N,үйінді,grumbull
414,Reihe::N,сап,radhë
415,Reihe::N,сап,rresht
416,Boot::N,қайық,barkë
417,Boot::N,қайық,lundër
418,Ruder::N,ескек,rrem
419,Schlitten::N,шана,sajë
420,Ski::N,шаңғы,ski
421,Lagerfeuer::N,алау,flakadan
422,Lagerfeuer::N,алау,zjarr i madh
423,Last::N,ауырлық,barrë
424,Last::N,ауыр зат,barrë
425,Gang::N,жүріс,ecje
426,Schritt::N,адым,hap
427,Norden::N,солтүстік,veri
428,Norden::N,терістік,veri
429,Süden::N,оңтүстік,jug
430,Westen::N,батыс,perëndim
431,Osten::N,күншығыс,lindje
432,Holz::N,ағаш,dru
433,Holz::N,сүрек,dru
434,Brett::N,тақта,dërrasë
435,Platte::N,тақта,pllakë
436,Stütze::N,тіреу,shtyllë
437,Stütze::N,тіреу,mbështetesë
438,Stange::N,қада,shufër
439,Stock::N,сойыл,dajak
440,Stab::N,сырық,shkop
441,Rohr::N,құбыр,tub
442,Haus::N,үй,shtëpi
443,Heim::N,үйлі,konak
444,Heim::N,үйлі,shtëpi
445,Heim::N,шаңырақ,konak
446,Heim::N,шаңырақ,shtëpi
447,Ofen::N,ошақ,sobë
448,Ofen::N,ошақ,stufë
449,Ofen::N,пеш,sobë
450,Ofen::N,пеш,stufë
451,Fußboden::N,еден,dysheme
452,Tisch::N,үстел,tryezë
453,Stuhl::N,орындық,karrige
454,Wiege::N,бесік,djep
455,Bett::N,кереует,shtrat
456,Regal::N,сөре,raft
457,Kiste::N,жәшік,kuti
458,Fenster::N,терезе,dritare
459,Tür::N,есік,derë
460,Tor::N,дарбаза,portë
461,Zaun::N,дуал,gardh
462,Dach::N,шатыр,çati
463,Leiter::N,саты,shkallë
464,Leiter::N,басқыш,shkallë
465,Besen::N,сыпырғыш,fshesë
466,Spaten::N,күрек,lopatë
467,Schaufel::N,қалақ,qyrek
468,Gabel::N,аша,pirun
469,Gabel::N,шанышқы,pirun
470,Löffel::N,қасық,lugë
471,Messer::N,пышақ,thikë
472,Nagel::N,мық,gozhdë
473,Nagel::N,шеге,gozhdë
474,Netz::N,керегекөз,rrjetë
475,Haken::N,ілмек,grep
476,Haken::N,ілмек,grremç
477,Griff::N,сап,dorak
478,Griff::N,сап,dorezë
479,Griff::N,тұтқа,dorak
480,Griff::N,тұтқа,dorezë
481,Schloss::N,құлып,bravë
482,Schloss::N,бекіткіш,bravë
483,Bild::N,сурет,tablo
484,Bild::N,сурет,pikturë
485,Figur::N,тұлға,figurë
486,Puppe::N,қуыршақ,kukull
487,Beutel::N,қапшық,qese
488,Beutel::N,қапшық,trastë
489,Bündel::N,байлам,deng
490,Tasche::N,дорба,çantë
491,Eimer::N,шелек,kovë
492,Deckel::N,жапқыш,kapak
493,Deckel::N,жапқыш,mbulesë
494,Geschirr::N,ыдыс,enë
495,Sack::N,қап,thes
496,Sack::N,қап,torbë
497,Tasse::N,шыныаяқ,filxhan
498,Topf::N,кәстрөл,kusi
499,Topf::N,кәстрөл,tenxhere
500,Kessel::N,қазан,kazan
501,Essen::N,ас,ngrënie
502,Nahrung::N,ас,ushqim
503,Nahrung::N,тамақ,ushqim
504,Speise::N,тағам,gatesë
505,Fleisch::N,ет,mish
506,Getreide::N,дәнді,drithë
507,Brei::N,ботқа,qull
508,Brot::N,күлше,bukë
509,Scheibe::N,тілім,fetë
510,Fett::N,май,lyrë
511,Fett::N,май,yndyrë
512,Butter::N,май,gjalpë
513,Öl::N,май,vaj
514,Salz::N,тұз,kripë
515,Suppe::N,көже,supë
516,Suppe::N,көже,çorbë
517,Honig::N,бал,mjaltë
518,Milch::N,сүт,qumësht
519,Tee::N,шай,çaj
520,Leder::N,көн,lëkurë
521,Wolle::N,жүн,lesh
522,Stoff::N,мата,pëlhurë
523,Stoff::N,кездеме,pëlhurë
524,Nadel::N,ине,gjilpërë
525,Faden::N,жіп,pe
526,Faden::N,жіп,fije
527,Knopf::N,түйме,kopsë
528,Knoten::N,түйін,komb
529,Farbe::N,рең,bojë
530,Kleidung::N,киім,veshje
531,Hemd::N,жейде,këmishë
532,Kragen::N,жаға,jakë
533,Ärmel::N,жең,mëngë
534,Hose::N,шалбар,brekë
535,Gürtel::N,белбеу,rrip
536,Mütze::N,қалпақ,kësulë
537,Schuh::N,кебіс,këpucë
538,Stiefel::N,етік,çizme
539,Ring::N,жүзік,unazë
540,Band::N,таспа,shirit
541,Kamm::N,тарақ,krehër
542,Spiegel::N,айна,pasqyrë
543,Riemen::N,қайыс,rrip
544,Schnur::N,жіп,litar
545,Schnur::N,жіп,cikomë
546,Leine::N,тізгін,rrip
547,Decke::N,көрпе,batanije
548,Kissen::N,жастық,jastëk
549,Tuch::N,орамал,shami
550,Handtuch::N,сүлгі,peshqir
551,Kraft::N,қуат,forcë
552,Kraft::N,қарқын,forcë
553,Kraft::N,әл-шама,forcë
554,Kraft::N,әл-дәрмен,forcë
555,Stärke::N,әл,koll
556,Stärke::N,күш,koll
557,Gesundheit::N,денсаулык,shëndet
558,Krankheit::N,ауру,sëmundje
559,Schmerz::N,ауру,dhimbje
560,Wunde::N,зақым,plagë
561,Wunde::N,жарақат,plagë
562,Fieber::N,безгек,ethe
563,Fieber::N,қалтырау,ethe
564,Fieber::N,қызу көтерілуі,ethe
565,Arznei::N,дәрі,ilaç
566,Arznei::N,дәрі-дәрмек,ilaç
567,Brücke::N,көпір,urë
568,Brunnen::N,құдық,pus
569,Weide::N,өріс,kullotë
570,Weide::N,жайылым,kullotë
571,Pfad::N,жол,ravë
572,Pfad::N,жол,shteg
573,Weg::N,жол,udhë
574,Weg::N,жол,shteg
575,Straße::N,жол,rrugë
576,Dorf::N,ауыл,fshat
577,Dorf::N,ауыл,katund
578,Stadt::N,қала,qytet
579,Stadt::N,шаһар,qytet
580,Brief::N,хат,letër
581,Brief::N,жазу,letër
582,Buch::N,кітап,libër
583,Buchstabe::N,әріп,shkronjë
584,Buchstabe::N,қаріп,shkronjë
585,Zeitung::N,газет,gazetë
586,Leben::N,өмір,jetë
587,Leben::N,тіршілік,jetë
588,Tod::N,опат,mortje
589,Grab::N,мола,varr
590,Grab::N,мазар,varr
591,Kirche::N,шіркеу,kishë
592,Sünde::N,күнә,mëkat
593,Sünde::N,күнә,gjynah
594,Gott::N,алла,hy
595,Gott::N,алла,zot
596,Gott::N,құдай,hy
597,Gott::N,құдай,zot
598,Gott::N,тәңірі,hy
599,Gott::N,тәңірі,zot
600,Gott::N,пәруардігер,hy
601,Gott::N,пәруардігер,zot
602,Gott::N,жаратқан тәңірі,hy
603,Gott::N,жаратқан тәңірі,zot
604,Arbeiter::N,жүмысшы,punëtor
605,Chef::N,басшы,shef
606,Chef::N,басшы,drejtues
607,Chef::N,жұмыс басқарушысы,shef
608,Chef::N,жұмыс басқарушысы,drejtues
609,Meister::N,шебер,mjeshtër
610,Meister::N,өнерпаз,mjeshtër
611,Arzt::N,дәрігер,mjek
612,Arzt::N,дәрігер,doktor
613,Lehrer::N,мұғалім,mësues
614,Lehrer::N,мұғалім,arsimtar
615,Geld::N,пұл,para
616,Geld::N,пұл,holla
617,Geschäft::N,бизнес,ujdi
618,Geschäft::N,бизнес,biznes
619,Laden::N,дүкен,dyqan
620,Preis::N,ақы,çmim
621,Preis::N,құны,çmim
622,Preis::N,нарық,çmim
623,Ware::N,тауар,mall
624,Nutzen::N,пайда,dobi
625,Nutzen::N,пайда,leverdi
626,Reichtum::N,бақ-дәулет,kamje
627,Reichtum::N,бақ-дәулет,pasuri
628,Welt::N,әлем,botë
629,Welt::N,жиһан,botë
630,Land::N,аймақ,vend
631,Staat::N,мемлекет,shtet
632,König::N,патша,mbret
633,Macht::N,өкімет,fuqi
634,Macht::N,өкімет,pushtet
635,Macht::N,қожалық,fuqi
636,Macht::N,қожалық,pushtet
637,Grenze::N,шек,kufi
638,Krieg::N,соғыс,luftë
639,Feind::N,жау,armik
640,Feind::N,дұшпан,armik
641,Gewalt::N,зорлык,dhunë
642,Gewalt::N,зорлық-зомбылык,dhunë
643,Kampf::N,күрес,luftim
644,Kampf::N,алыспақ,luftim
645,Bogen[Waffe]::N,саржа,hark
646,Pfeil::N,жебе,shigjetë
647,Gewehr::N,қару,pushkë
648,Fehler::N,әбес,gafë
649,Fehler::N,әбес,gabim
650,Fehler::N,қаталық,gafë
651,Fehler::N,қаталық,gabim
652,Lüge::N,өтірік,gënjeshtër
653,Schaden::N,зиян,dëm
654,Schaden::N,зиян,zarar
655,Schaden::N,зарар,dëm
656,Schaden::N,зарар,zarar
657,Unglück::N,пәле,fatkeqësi
658,Unglück::N,қасырет,fatkeqësi
659,Unglück::N,ауыртпалық,fatkeqësi
660,Schuld::N,айыптылық,faj
661,Alter::N,жас,moshë
662,Alter::N,жас шамасы,moshë
663,Schluss::N,ада,fund
664,Schluss::N,бітуі,fund
665,Zeit::N,уақыт,kohë
666,Tag::N,күн,ditë
667,Morgen::N,таң,mëngjes
668,Morgen::N,таңертең,mëngjes
669,Mittag::N,талтүс,mesditë
670,Abend::N,кеш,mbrëmje
671,Nacht::N,түн,natë
672,Woche::N,апта,javë
673,Monat::N,ай,muaj
674,Jahr::N,жыл,vit
675,Frühling::N,көктем,pranverë
676,Sommer::N,жаз,verë
677,Herbst::N,күз,vjeshtë
678,Winter::N,қыс,dimër
679,Januar::N,каңтар,janar
680,Februar::N,ақпан,shkurt
681,März::N,наурыз,mars
682,April::N,сәуір,prill
683,Mai::N,мамыр,maj
684,Juni::N,маусым,qershor
685,Juli::N,шілде,korrik
686,August::N,сүмбіле,gusht
687,August::N,тамыз,gusht
688,September::N,қыркүйек,shtator
689,Oktober::N,ақырап,tetor
690,November::N,қараша,nëntor
691,Dezember::N,желтоқсан,dhjetor
692,Montag::N,дүйсенбі,hënë
693,Dienstag::N,сейсенбі,martë
694,Mittwoch::N,сәрсенбі,mërkurë
695,Donnerstag::N,бейсенбі,enjte
696,Freitag::N,жұма,premte
697,Samstag::N,сенбі,shtunë
698,Sonntag::N,жексембі,diel
699,groß::A,алпамсадай,madh
700,klein::A,кішкене,vogël
701,klein::A,қарғадай,vogël
702,lang::A,сопақ,gjatë
703,lang::A,сорайған,gjatë
704,kurz::A,кеспелтек,shkurtër
705,breit::A,айдынды,gjerë
706,schmal::A,қысық,ngushtë
707,dicht::A,жиі,dendur
708,dick[Gegenstand]::A,шомбал,trashë
709,dünn::A,жұқа,hollë
710,dünn::A,жіңішке,hollë
711,fein::A,қаңылтақ,imët
712,fest::A,берік,fortë
713,fest::A,мызғымас,fortë
714,flach::A,жалпак,sheshtë
715,glatt::A,типыл,rrafshët
716,hart::A,қатты,fortë
717,weich::A,жұмсақ,butë
718,rund::A,домалақ,rrumbullakët
719,spitz::A,үшкір,majëmprehtë
720,scharf::A,сүйрік,mprehtë
721,stumpf::A,доғал,topitur
722,stumpf::A,өтпейтін,topitur
723,schwer::A,салмақты,rëndë
724,schön::A,сұлу,bukur
725,heiß::A,ыссы,nxehtë
726,warm::A,жылы,ngrohtë
727,kalt::A,аязды,ftohtë
728,kühl::A,салқын,freskët
729,frisch::A,таза,pastër
730,frisch::A,жаңа,pastër
731,feucht::A,нам,lagësht
732,feucht::A,дымқылды,lagësht
733,nass::A,сулы,lagur
734,trocken::A,құрғақ,thatë
735,voll::A,толы,plotë
736,leer::A,бос,bosh
737,leer::A,бос,zbrazët
738,offen::A,ашып қойылған,hapur
739,geschlossen::A,жабулы,mbyllur
740,sauber::A,дақсыз,dëlirë
741,sauber::A,мұнтаздай,dëlirë
742,schmutzig::A,айғыз,ndyrë
743,schmutzig::A,сатпақ,ndyrë
744,schmutzig::A,сатал-сатал,ndyrë
745,roh::A,шикі,gjallë
746,reif::A,піскен,arrirë
747,lecker::A,дәмді,shijshëm
748,süß::A,тәтті,ëmbël
749,bitter::A,ащы,hidhur
750,sauer::A,қышқыл,thartë
751,hell::A,жарық,me dritë
752,hell::A,жарқын,me dritë
753,dunkel::A,қараңғы,errët
754,schwarz::A,қара,i zi
755,weiß::A,ақ,bardhë
756,rot::A,қызыл,kuq
757,gelb::A,сары,verdhë
758,blau::A,көк,blu
759,blau::A,көк,kaltër
760,grün::A,жасыл,blertë
761,grün::A,жасыл,gjelbër
762,grau::A,бозамық,hirtë
763,grau::A,бозамық,bojë hiri
764,bunt::A,алабажак,shumëngjyrëshëm
765,billig::A,арзан,lirë
766,teuer::A,бағалы,shtrenjtë
767,wertvoll::A,құнды,çmuar
768,wertvoll::A,құнды,vlershëm
769,wertvoll::A,қымбат,çmuar
770,wertvoll::A,қымбат,vlershëm
771,blind::A,көзсіз,qorr
772,blind::A,көзсіз,verbër
773,blind::A,көр,qorr
774,blind::A,көр,verbër
775,blind::A,көр_соқыр,qorr
776,blind::A,көр_соқыр,verbër
777,taub::A,керең,shurdhër
778,taub::A,саңырау,shurdhër
779,kräftig::A,қуатты,fuqishëm
780,kräftig::A,қарымды,fuqishëm
781,stark::A,білекті,fortë
782,schwach::A,әлсіз,dobët
783,schwach::A,күшсіз,dobët
784,schwach::A,қайратсыз,dobët
785,fett::A,семіз,dhjamur
786,schlank::A,ашаң,hollë
787,hübsch::A,ажарлы,bukur
