,Concept_ID,mn,ka
61,Leber::N,элэг,ღვიძლი
62,Atem::N,амьсгаа,სუნთქვა
63,Hunger::N,өлсгөлөн,შიმშილი
64,Träne::N,нулимс,ცრემლი
65,Geschmack::N,амт,გემო
66,Geruch::N,үнэр,სუნი
67,Schlaf::N,нойр,ძილი
68,Traum::N,зүүд,სიზმარი
69,Himmel::N,тэнгэр,ცა
70,Himmel::N,огторгуй,ცა
71,Sonne::N,нар,მზე
72,Mond::N,сар,მთვარე
73,Stern::N,од,ვარსკვლავი
74,Luft::N,агаар,ჰაერი
75,Wind::N,салхи,ქარი
76,Welle::N,долгио,ტალღა
77,Welle::N,давалгаа,ტალღა
78,Wasser::N,ус,წყალი
79,Stein::N,чулуу,ქვა
80,Boden::N,хөрс,მიწა
81,Erde::N,газар,ნიადაგი
82,Erde::N,шороо,ნიადაგი
83,Staub::N,тоос,მტვერი
84,Rauch::N,утаа,ბოლი
85,Rauch::N,утаа,კვამლი
86,Funke::N,оч,ნაკვესი
87,Feuer::N,гал,ცეცხლი
88,Licht::N,гэрэл,შუქი
89,Licht::N,гэрэл,სინათლე
90,Licht::N,гэгээ,შუქი
91,Licht::N,гэгээ,სინათლე
92,Schatten::N,сүүдэр,ლანდი
93,Schatten::N,сүүдэр,ჩრდილი
94,Wetter::N,тэнгэр,ამინდი
95,Wetter::N,цаг уур,ამინდი
96,Nebel::N,будан,ნისლი
97,Wolke::N,үүл,ღრუბელი
98,Regen::N,бороо,წვიმა
99,Schnee::N,цас,თოვლი
100,Eis::N,мөс,თოში
101,Eis::N,мөс,ყინული
102,Frost::N,хүйт,ყინვა
103,Kälte::N,хүйт,სიცივე
104,Hitze::N,халуун,სიცხე
105,Raureif::N,цан,ჭირხლი
106,Raureif::N,цан,თრთვილი
107,Raureif::N,хяруу,ჭირხლი
108,Raureif::N,хяруу,თრთვილი
109,Regenbogen::N,солонго,ცისარტყელა
110,Donner::N,тэнгэрийн дуу,ქუხილი
111,Strömung::N,урсгал,დინება
112,Tropfen::N,дусал,წვეთი
113,Schaum::N,хөөс,ქაფი
114,Schaum::N,хөөс,დორბლი
115,Schmutz::N,хир,ჭუჭყი
116,Schmutz::N,хир,ტალახი
117,Schmutz::N,шавхай,ჭუჭყი
118,Schmutz::N,шавхай,ტალახი
119,See::N,нуур,ტბა
120,Sumpf::N,намаг,ჭაობი
121,Sumpf::N,балчиг,ჭაობი
122,Moor::N,хүлрийн намаг,ტორფნარი
123,Wiese::N,нуга,ველი
124,Wiese::N,нуга,მდელო
125,Wald::N,ой,ტყე
126,Hügel::N,болдог,ბორცვი
127,Anhöhe::N,гүвээ,მაღლობი
128,Berg::N,уул,მთა
129,Gipfel::N,орой,მწვერვალი
130,Gipfel::N,оргил,მწვერვალი
131,Höhle::N,агуй,მღვიმე
132,Höhle::N,агуй,გამოქვებული
133,Abhang::N,хүр,ფერდობი
134,Quelle::N,булаг,წყარო
135,Quelle::N,булаг,სათავე
136,Bach::N,горхи,რუ
137,Bach::N,горхи,ნაკადული
138,Fluss::N,гол,მდინარე
139,Fluss::N,мөрөн,მდინარე
140,Ufer::N,эрэг,კიდე
141,Ufer::N,эрэг,ნაპირი
142,Küste::N,эрэг,ნაპირი
143,Festland::N,хуурай газар,ხმელეთი
144,Meer::N,далай,ზღვა
145,Meer::N,тэнгис,ზღვა
146,Bucht::N,булан,ყურე
147,Bucht::N,далайн тохой,ყურე
148,Insel::N,арал,კუნძული
149,Blume::N,цэцэг,ყვავილი
150,Gras::N,өвс,ბალახი
151,Gras::N,ногоо,ბალახი
152,Wurzel::N,үндэс,ძირი
153,Wurzel::N,үндэс,ფესვი
154,Baum::N,мод,ხე
155,Stamm::N,иш,ტანი
156,Stamm::N,гуалин,ტანი
157,Rinde::N,холтос,ქერქი
158,Ast::N,гишүү,ტოტი
159,Zweig::N,салаа,შტო
160,Blatt::N,навч,ფოთოლი
161,Birke::N,хус,არყი
162,Kiefer[Baum]::N,нарс,ფიჭვი
163,Weide[Baum]::N,уд,ტირიფი
164,Weide[Baum]::N,бургас,ტირიფი
165,Tanne::N,гачуур,ნაძვი
166,Horn::N,эвэр,რქა
167,Feder::N,өд,ფრთა
168,Fell::N,арьс,ტყავი
169,Flügel::N,жигүүр,ფრთა
170,Flügel::N,далавч,ფრთა
171,Klaue::N,савар,კლანჭი
172,Klaue::N,хумс,კლანჭი
173,Kralle::N,савар,ტორი
174,Schwanz::N,сүүл,კუდი
175,Ei::N,өндөг,კვერცხი
176,Nest::N,үүр,ბუდე
177,Bau::N,нүх,სორო
178,Bau::N,элүү,სორო
179,Tier::N,амьтан,ნადირი
180,Tier::N,амьтан,ცხოველი
181,Tier::N,адгуус,ნადირი
182,Tier::N,адгуус,ცხოველი
183,Herde::N,сүрэг,ფარა
184,Kuh::N,үнээ,ფური
185,Kuh::N,үнээ,ძროხა
186,Bulle::N,бух,ხარი
187,Pferd::N,морь,რაში
188,Pferd::N,морь,ცხენი
189,Pferd::N,адуу,რაში
190,Pferd::N,адуу,ცხენი
191,Schaf::N,хонь,ცხვარი
192,Schwein::N,гахай,ღორი
193,Hund::N,нохой,ძაღლი
194,Katze::N,муур,კატა
195,Katze::N,мигуй,კატა
196,Bär::N,баавгай,დათვი
197,Eichhörnchen::N,хэрэм,ციყვი
198,Elch::N,хандгай,ცხენ-ირემი
199,Fuchs::N,үнэг,მელა
200,Hase::N,туулай,კურდღელი
201,Maus::N,хулгана,თაგვი
202,Wolf::N,чоно,მგელი
203,Vogel::N,шувуу,ჩიტი
204,Vogel::N,шувуу,ფრინველი
205,Schwarm::N,сүрэг,გუნდი
206,Huhn::N,тахиа,დედალი
207,Hahn::N,эр тахиа,მამალი
208,Gans::N,галуу,ბატი
209,Adler::N,бүргэд,არწივი
210,Ente::N,нугас,იხვი
211,Eule::N,ууль,ბუ
212,Kranich::N,тогоруу,წერო
213,Krähe::N,хэрээ,ყვავი
214,Kuckuck::N,хөхөө,გუგული
215,Schwan::N,хун,გედი
216,Fisch::N,загас,თევზი
217,Barsch::N,алгана,ქორჭილა
218,Hecht::N,цурхай,ქარიყლაპია
219,Schlange[Tier]::N,могой,გველი
220,Wurm::N,өт,ჭია
221,Wurm::N,хорхой,ჭია
222,Spinne::N,аалз,ობობა
223,Ameise::N,шоргоолж,ჭიანჭველა
224,Laus::N,бөөс,ტილი
225,Laus::N,бөөс,მკბენარი
226,Mücke::N,шумуул,კოღო
227,Fliege::N,ялаа,ბუზი
228,Schmetterling::N,эрвээхэй,პეპელა
229,Beere::N,жимсгэнэ,კენკრა
230,Apfel::N,алим,ვაშლი
231,Pilz::N,мөөг,სოკო
232,Zwiebel::N,сонгино,ხახვი
233,Saat::N,тариа,თესლი
234,Korn::N,үр,მარცვალი
235,Korn::N,мөхлөг,მარცვალი
236,Heu::N,өвс,თივა
237,Schale::N,хальс,ჩენჩო
238,Grube::N,алам,ორმო
239,Grube::N,нүх,ორმო
240,Falle::N,хавх,ხაფანგი
241,Falle::N,занга,ხაფანგი
242,Schlinge::N,урхи,მახე
243,Spur::N,мөр,კვალი
244,Asche::N,үнс,ფერფლი
245,Dreck::N,хир,ტალახი
246,Dreck::N,хир,სიბინძურე
247,Eisen::N,төмөр,რკინა
248,Gold::N,алт,ოქრო
249,Silber::N,мөнгө,ვერცხლი
250,Kohle::N,нүүрс,ნახშირი
251,Glas::N,шил,მინა
252,Lehm::N,шавар,თიხა
253,Sand::N,элс,ქვიშა
254,Mensch::N,хүн,ადამიანი
255,Mann::N,эр,კაცი
256,Mann::N,эрэгтэй,კაცი
257,Frau::N,эмэгтэй,ქალი
258,Frau::N,хатагтай,ქალი
259,Kind::N,хүүхэд,ბავშვი
260,Junge::N,хүү,ვაჟი
261,Mädchen::N,охин,გოგო
262,Mädchen::N,бүсгүй,გოგო
263,Familie::N,айл,ოჯახი
264,Großvater::N,өвгөн аав,პაპა
265,Großvater::N,өвгөн аав,ბაბუა
266,Großmutter::N,эмэг эх,ბებია
267,Großmutter::N,эмэг эх,დიდედა
268,Großmutter::N,эмгээ,ბებია
269,Großmutter::N,эмгээ,დიდედა
270,Eltern::N,эцэг эх,მშობლები
271,Vater::N,аав,მამა
272,Vater::N,эцэг,მამა
273,Mutter::N,эх,დედა
274,Mutter::N,ээж,დედა
275,Sohn::N,хүү,ვაჟიშვილი
276,Tochter::N,охин,ქალიშვილი
277,Bruder::N,ах,ძმა
278,Bruder::N,дүү,ძმა
279,Schwester::N,эгч,და
280,Schwester::N,охин дүү,და
281,Onkel::N,авга ах,ბიძა
282,Onkel::N,нагац ах,ბიძა
283,Tante::N,авга эгч,დეიდა
284,Tante::N,авга эгч,მამიდა
285,Tante::N,нагац эгч,დეიდა
286,Tante::N,нагац эгч,მამიდა
287,Ehemann::N,нөхөр,ქმარი
288,Ehefrau::N,эхнэр,ცოლი
289,Ehefrau::N,гэргий,ცოლი
290,Freude::N,баяр,სიხარული
291,Freude::N,баясгалан,სიხარული
292,Gelächter::N,инээдэм,სიცილი
293,Glück::N,жаргалан,ბედნიერება
294,Kummer::N,гаслан,მწუხარება
295,Wunsch::N,ерөөл,წადილი
296,Wunsch::N,ерөөл,სურვილი
297,Lust::N,дур,წადილი
298,Lust::N,хүсэл,წადილი
299,Geist::N,оюун,სული
300,Gedanke::N,сэтгэл,ფიქრი
301,Gedächtnis::N,ой,მეხსიერება
302,Gedächtnis::N,цээж,მეხსიერება
303,Verstand::N,ухаан,ჭკუა
304,Verstand::N,ухаан,გონება
305,Sinn::N,утга,მნიშვნელობა
306,Grund::N,учир,მიზეზი
307,Wahrheit::N,үнэн,სიმართლე
308,Wahrheit::N,үнэн,ჭეშმარიტება
309,Gespräch::N,яриа,ბაასი
310,Gespräch::N,яриа,საუბარი
311,Märchen::N,явган үлгэр,არაკი
312,Märchen::N,явган үлгэр,ზღაპარი
313,Erzählung::N,тууж,თქმულება
314,Nachricht::N,мэдээ,ცნობა
315,Nachricht::N,мэдээ,ამბავი
316,Neuigkeit::N,сонин,სიახლე
317,Name::N,нэр,სახელი
318,Rätsel::N,оньсого,გამოცანა
319,Rede::N,хэлсэн үг,სიტყვა
320,Sprache::N,хэл,ენა
321,Stimme::N,дуу,ხმა
322,Wort::N,үг,სიტყვა
323,Zeichen::N,тамга,ნიშანი
324,Zeichen::N,тэмдэг,ნიშანი
325,Ruf::N,дуудлага,ძახილი
326,Lärm::N,шуугиан,ხმაური
327,Lärm::N,чимээ,ხმაური
328,Laut::N,анир,ხმა
329,Laut::N,анир,ბგერა
330,Laut::N,дуу,ხმა
331,Laut::N,дуу,ბგერა
332,Ton::N,авиа,ტონი
333,Ton::N,аялгуу,ტონი
334,Lied::N,дуу,სიმღერა
335,Ruhe::N,энх,სიწყნარე
336,Ruhe::N,тайван,სიწყნარე
337,Leute::N,хүмүүс,ადამიანები
338,Volk::N,улс,ერი
339,Volk::N,улс,ხალხი
340,Arbeit::N,ажил,მუშაობა
341,Arbeit::N,хөдөлмөр,მუშაობა
342,Gast::N,зочин,სტუმარი
343,Gast::N,айлчин,სტუმარი
344,Geschenk::N,бэлэг,საჩუქარი
345,Spiel::N,наадам,თამაში
346,Spiel::N,тоглоом,თამაში
347,Gesellschaft::N,хамт байх,საზოგადოება
348,Hilfe::N,тусламж,შველა
349,Hilfe::N,тусламж,დახმარება
350,Freund::N,найз,მეგობარი
351,Freund::N,нөхөр,მეგობარი
352,Kamerad::N,хань,ამხანაგი
353,Kamerad::N,нөхөр,ამხანაგი
354,Angelegenheit::N,хэрэг,საქმე
355,Anzahl::N,тоо,ოდენობა
356,Art::N,төрөл,სახეობა
357,Art::N,янз,სახეობა
358,Stück::N,хэсэг,ნატეხი
359,Teil::N,хувь,წილი
360,Teil::N,хэсэг,წილი
361,Hälfte::N,хагас,ნახევარი
362,Kreis::N,тойрог,წრე
363,Kreis::N,хүрээ,წრე
364,Kreuz::N,загалмай,ჯვარი
365,Linie::N,шугам,ხაზი
366,Strich::N,зураас,შტრიხი
367,Abstand::N,зай,მანძილი
368,Entfernung::N,зай,სიშორე
369,Entfernung::N,хол ойр,სიშორე
370,Gegend::N,хавь,არე
371,Gegend::N,хавь,მხარე
372,Gegend::N,газар,არე
373,Gegend::N,газар,მხარე
374,Platz::N,зай,ფართობი
375,Platz::N,завсар,ფართობი
376,Ort::N,газар,ადგილი
377,Ort::N,байр,ადგილი
378,Seite::N,тал,მხარე
379,Seite::N,этгээд,მხარე
380,Mitte::N,төв,შუა
381,Mitte::N,дунд,შუა
382,Gegenstand::N,юм,საგანი
383,Sache::N,үйл,ნივთი
384,Sache::N,хэрэг,ნივთი
385,Rand::N,зах,კიდე
386,Rand::N,хөвөө,კიდე
387,Kante::N,ирмэг,ნაწიბული
388,Ecke::N,өнцөг,კუთხე
389,Spitze::N,үзүүр,წვეტი
390,Ende::N,зах,ბოლო
391,Ende::N,үзүүр,ბოლო
392,Loch::N,цоорхой,ხვრელი
393,Loch::N,онгорхой,ხვრელი
394,Winkel::N,өнцөг,კუთხე
395,Muster::N,хээ,მოხატულობა
396,Muster::N,угалз,მოხატულობა
397,Größe::N,хэмжээ,ზომა
398,Größe::N,хэмжээ,სიდიდე
399,Länge::N,урт,სიგრძე
400,Höhe::N,өндөр,სიმაღლე
401,Gewicht::N,жин,წონა
402,Menge::N,тоо,რაოდენობა
403,Haufen::N,бөөн,გროვა
404,Reihe::N,эгнээ,რიგი
405,Reihe::N,эгнээ,წყება
406,Boot::N,завь,გემი
407,Ruder::N,сэлүүр,ხოფი
408,Ruder::N,сэлүүр,ნიჩაბი
409,Schlitten::N,чарга,მარხილი
410,Ski::N,цана,თხილამური
411,Lagerfeuer::N,түүдэг,კოცონი
412,Last::N,ачаа,ტვირთი
413,Gang::N,явдал,სვლა
414,Schritt::N,алхам,ბიჯი
415,Norden::N,умар,ჩრდილოეთი
416,Süden::N,урд,სამხრეთი
417,Süden::N,өмнө,სამხრეთი
418,Westen::N,өрнө,დასავლეთი
419,Westen::N,баруун,დასავლეთი
420,Osten::N,зүүн,აღმოსავლეთი
421,Osten::N,дорно,აღმოსავლეთი
422,Holz::N,мод,ხე
423,Brett::N,банз,დაფა
424,Brett::N,банз,ფიცარი
425,Platte::N,хавтан,თლილი ქვა
426,Stütze::N,тулгуур,საყრდენი
427,Stütze::N,тулга,საყრდენი
428,Stange::N,сургааг,ჭოკი
429,Stock::N,саваа,კეტი
430,Stab::N,таяг,ლატანი
431,Rohr::N,хоолой,მილაკი
432,Haus::N,гэр,სახლი
433,Haus::N,байшин,სახლი
434,Heim::N,гэр,ოჯახის კერა
435,Ofen::N,зуух,ღუმელი
436,Ofen::N,пийшин,ღუმელი
437,Fußboden::N,шал,იატაკი
438,Tisch::N,ширээ,სუფრა
439,Tisch::N,ширээ,მაგიდა
440,Stuhl::N,сандал,სკამი
441,Wiege::N,өлгий,აკვანი
442,Bett::N,ор,საწოლი
443,Bett::N,ор,სარეცელი
444,Regal::N,тавиур,თაროები
445,Kiste::N,авдар,ყუთი
446,Kiste::N,авдар,სკივრი
447,Kiste::N,хайрцаг,ყუთი
448,Kiste::N,хайрцаг,სკივრი
449,Fenster::N,гэгээвч,ფანჯარა
450,Fenster::N,гэгээвч,სარკმელი
451,Tür::N,үүд,ბჭე
452,Tür::N,үүд,კარი
453,Tür::N,хаалга,ბჭე
454,Tür::N,хаалга,კარი
455,Tor::N,хаалга,ჭიშკარი
456,Zaun::N,хашаа,ღობე
457,Zaun::N,хашаа,გალავანი
458,Dach::N,дээвэр,სახურავი
459,Leiter::N,шат,კიბე
460,Besen::N,хамуур,ცოცხი
461,Besen::N,туужуу,ცოცხი
462,Spaten::N,хүрз,ნიჩაბი
463,Schaufel::N,хүрз,ბარი
464,Gabel::N,сэрээ,ჩანგალი
465,Löffel::N,халбага,კოვზი
466,Messer::N,хутга,დანა
467,Nagel::N,хадаас,ლურსმანი
468,Netz::N,өөш,ბადე
469,Netz::N,тор,ბადე
470,Haken::N,гох,კავი
471,Haken::N,гох,კაუჭი
472,Griff::N,иш,ტარი
473,Griff::N,сэнж,ტარი
474,Schloss::N,цуурга,კლიტე
475,Schloss::N,цуурга,საკეტი
476,Schloss::N,цоож,კლიტე
477,Schloss::N,цоож,საკეტი
478,Bild::N,зураг,სურათი
479,Figur::N,баримал,ფიგურა
480,Puppe::N,хүүхэлдэй,თოჯინა
481,Beutel::N,агсаа,პარკი
482,Beutel::N,уут,პარკი
483,Bündel::N,боодол,გალა
484,Bündel::N,боодол,ასხმა
485,Tasche::N,цүнх,ჩანთა
486,Eimer::N,хөнөг,ჩამჩა
487,Eimer::N,хувин,ჩამჩა
488,Deckel::N,таг,ხუფი
489,Deckel::N,таг,სარქველი
490,Deckel::N,хавхаг,ხუფი
491,Deckel::N,хавхаг,სარქველი
492,Geschirr::N,сав суулга,ჭურჭელი
493,Sack::N,шуудай,ტომარა
494,Tasse::N,аяга,ფინჯანი
495,Topf::N,тогоо,ქოთანი
496,Kessel::N,тогоо,ქვაბი
497,Essen::N,идээ,ჭამა
498,Nahrung::N,хүнс,საზრდო
499,Nahrung::N,хүнс,საკვები
500,Speise::N,идээ,საჭმელი
501,Fleisch::N,мах,ხორცი
502,Getreide::N,будаа,მარცვლოვანი
503,Brei::N,богшмол,ფაფა
504,Brei::N,будаа,ფაფა
505,Brot::N,талх,პური
506,Scheibe::N,зүсэм,ნაჭერი
507,Scheibe::N,хэрчим,ნაჭერი
508,Fett::N,өөх,ქონი
509,Fett::N,өөх,ცხიმი
510,Butter::N,тос,კარაქი
511,Öl::N,тос,ზეთი
512,Salz::N,давс,მარილი
513,Suppe::N,шөл,სუფი
514,Honig::N,бал,თაფლი
515,Milch::N,сүү,რძე
516,Tee::N,цай,ჩაი
517,Leder::N,арьс,ტყავი
518,Leder::N,савхи,ტყავი
519,Wolle::N,ноос,მატყლი
520,Wolle::N,унгас,მატყლი
521,Stoff::N,бөс,ქსოვილი
522,Nadel::N,зүү,ნემსი
523,Faden::N,боолт,ძაფი
524,Faden::N,боолт,მკედი
525,Faden::N,утас,ძაფი
526,Faden::N,утас,მკედი
527,Knopf::N,товч,ღილი
528,Knoten::N,зангилаа,ნასკვი
529,Farbe::N,будаг,საღებავი
530,Kleidung::N,хувцас,ტანსაცმელი
531,Hemd::N,цамц,ხალათი
532,Hemd::N,цамц,პერანგი
533,Kragen::N,зах заам,საყელო
534,Ärmel::N,ханцуй,სახელო
535,Hose::N,өмд,შარვალი
536,Gürtel::N,бүс,ქამარი
537,Mütze::N,малгай,ქუდი
538,Mütze::N,бүрх,ქუდი
539,Schuh::N,туфли,ფეხსაცმელი
540,Stiefel::N,гутал,ჩექმა
541,Ring::N,бөгж,ბეჭედი
542,Band::N,тууз,ბაფთი
543,Kamm::N,сам,სავარცხელი
544,Spiegel::N,толь,სარკე
545,Riemen::N,тасам,ღვედი
546,Riemen::N,сур,ღვედი
547,Schnur::N,татлага,ლარი
548,Leine::N,оосор,ჯაჭვი
549,Decke::N,хөнжил,საბანი
550,Decke::N,хучлага,საბანი
551,Kissen::N,дэр,ბალიში
552,Tuch::N,алчуур,მაუდი
553,Tuch::N,алчуур,თავშალი
554,Tuch::N,даавуу,მაუდი
555,Tuch::N,даавуу,თავშალი
556,Handtuch::N,алчуур,ხელსახოცი
557,Kraft::N,чадал,ძალა
558,Kraft::N,хүч,ძალა
559,Stärke::N,эрч,ღონე
560,Stärke::N,тэнхээ,ღონე
561,Gesundheit::N,бие,ჯანმრთელობა
562,Gesundheit::N,эрүүл мэнд,ჯანმრთელობა
563,Krankheit::N,эмгэг,სენი
564,Krankheit::N,эмгэг,ავადმყოფობა
565,Schmerz::N,өвчин,ტკივილი
566,Wunde::N,шарх,იარი
567,Wunde::N,шарх,ჭრილობა
568,Fieber::N,халуун,ციება
569,Arznei::N,эм,წამალი
570,Brücke::N,гүүр,ხიდი
571,Brunnen::N,худаг,ჭა
572,Weide::N,бэлчээр,საძოვარი
573,Pfad::N,жим,ბილიკი
574,Pfad::N,зөрөг,ბილიკი
575,Weg::N,зам,გზა
576,Weg::N,харгуй,გზა
577,Straße::N,зам,შარაგზა
578,Straße::N,харгуй,შარაგზა
579,Dorf::N,тосгон,დაბა
580,Dorf::N,тосгон,სოფელი
581,Dorf::N,гацаа,დაბა
582,Dorf::N,гацаа,სოფელი
583,Stadt::N,хот,ქალაქი
584,Brief::N,захидал,წერილი
585,Brief::N,захиа,წერილი
586,Buch::N,ном,წიგნი
587,Buch::N,бичиг,წიგნი
588,Buchstabe::N,үсэг,ასო
589,Zeitung::N,сонин,გაზეთი
590,Leben::N,амь,სიცოცხლე
591,Leben::N,амьдрал,სიცოცხლე
592,Tod::N,үхэл,სიკვდილი
593,Grab::N,булш,სამარე
594,Grab::N,булш,საფლავი
595,Kirche::N,сүм,ეკლესია
596,Sünde::N,нүгэл,ცოდვა
597,Sünde::N,хилэнц,ცოდვა
598,Gott::N,бурхан,ღმერთი
599,Arbeiter::N,ажилчин,მუშა
600,Arbeiter::N,хөдөлмөрчин,მუშა
601,Chef::N,дарга,გამგე
602,Meister::N,дархан,ოსტატი
603,Arzt::N,эмч,ექიმი
604,Arzt::N,эмч,მკურნალი
605,Lehrer::N,багш,მასწავლებელი
606,Geld::N,цаас,ფული
607,Geld::N,мөнгө,ფული
608,Geschäft::N,наймаа,საქმე
609,Geschäft::N,наймаа,ბიზნესი
610,Laden::N,дэлгүүр,დუქანი
611,Laden::N,дэлгүүр,მაღაზია
612,Preis::N,үнэ,ფასი
613,Ware::N,таваар,საქონელი
614,Ware::N,бараа,საქონელი
615,Nutzen::N,ашиг,ხეირი
616,Reichtum::N,баялаг,სიმდიდრე
617,Welt::N,дэлхий,მსოფლიო
618,Welt::N,орчлон,მსოფლიო
619,Land::N,улс,მხარე
620,Land::N,улс,ქვეყანა
621,Land::N,орон,მხარე
622,Land::N,орон,ქვეყანა
623,Staat::N,төр,სახელმწიფო
624,Staat::N,гүрэн,სახელმწიფო
625,König::N,ван,მეფე
626,Macht::N,засаг,ძლიერება
627,Grenze::N,хил,ზღვარი
628,Krieg::N,дайн,ომი
629,Feind::N,дайсан,მტერი
630,Gewalt::N,хүчирхэх,სისასტიკე
631,Kampf::N,тэмцэл,ბრძოლა
632,Kampf::N,байлдаан,ბრძოლა
633,Bogen[Waffe]::N,нум,მშვილდი
634,Pfeil::N,годил,ისარი
635,Pfeil::N,годил,მახვილი
636,Pfeil::N,сум,ისარი
637,Pfeil::N,сум,მახვილი
638,Gewehr::N,буу,თოფი
639,Gewehr::N,буу,შაშხანა
640,Fehler::N,эндэл,შეცდომა
641,Fehler::N,алдаа,შეცდომა
642,Lüge::N,худал,სიცრუე
643,Schaden::N,хор,ვნება
644,Schaden::N,хөнөөл,ვნება
645,Unglück::N,гай,ხიფათი
646,Unglück::N,гай,უბედურება
647,Unglück::N,гамшиг,ხიფათი
648,Unglück::N,гамшиг,უბედურება
649,Schuld::N,гэм,ბრალი
650,Schuld::N,буруу,ბრალი
651,Alter::N,нас,ასაკი
652,Schluss::N,эцэс,ბოლო
653,Schluss::N,эцэс,დასასრული
654,Schluss::N,төгсгөл,ბოლო
655,Schluss::N,төгсгөл,დასასრული
656,Zeit::N,цаг,დრო
657,Tag::N,өдөр,დღე
658,Morgen::N,өглөө,დილა
659,Mittag::N,үд,შუადღე
660,Abend::N,үдэш,საღამო
661,Nacht::N,шөнө,ღამე
662,Woche::N,долоо хоног,კვირა
663,Monat::N,сар,თვე
664,Jahr::N,жил,წელი
665,Frühling::N,хавар,გაზაფხული
666,Sommer::N,зун,ზაფხული
667,Herbst::N,намар,შემოდგომა
668,Winter::N,өвөл,ზამთარი
669,Januar::N,нэгдүгээр сар,იანვარი
670,Februar::N,хоёрдугаар сар,თებერვალი
671,März::N,гуравдугаар сар,მარტი
672,April::N,дөрөвдүгээр сар,აპრილი
673,Mai::N,тавдугаар сар,მაისი
674,Juni::N,зургаадугаар сар,ივნისი
675,Juli::N,долдугаар сар,ივლისი
676,August::N,наймдугаар сар,აგვისტო
677,September::N,есдүгээр сар,სექტემბერი
678,Oktober::N,аравдугаар сар,ოქტომბერი
679,November::N,арван нэгдүгээр сар,ნოემბერი
680,Dezember::N,арван хоёрдугаар сар,დეკემბერი
681,Montag::N,даваа,ორშაბათი
682,Dienstag::N,мягмар,სამშაბათი
683,Mittwoch::N,лхагва,ოთხშაბათი
684,Donnerstag::N,пүрэв,ხუთშაბათი
685,Freitag::N,баасан,პარასკევი
686,Samstag::N,бямба,შაბათი
687,Sonntag::N,ням,კვირა
688,groß::A,их,დიდი
689,groß::A,том,დიდი
690,klein::A,бага,მცირე
691,klein::A,бага,პატარა
692,klein::A,жаахан,მცირე
693,klein::A,жаахан,პატარა
694,lang::A,урт,გრძელი
695,kurz::A,охор,მოკლე
696,kurz::A,богино,მოკლე
697,breit::A,өргөн,ფართო
698,breit::A,өргөн,განიერი
699,schmal::A,уйтан,ვიწრო
700,schmal::A,уйтан,წვრილი
701,schmal::A,нарийн,ვიწრო
702,schmal::A,нарийн,წვრილი
703,dicht::A,нягт,მჭიდრო
704,dicht::A,чигжүү,მჭიდრო
705,dick[Gegenstand]::A,зузаан,სქელი
706,dünn::A,нимгэн,წვრილი
707,fein::A,нарийн,თხელი
708,fest::A,бөх,მყარი
709,fest::A,хатуу,მყარი
710,flach::A,хавтгай,ბრტყელი
711,glatt::A,цагаан,გლუ
712,hart::A,хатуу,მაგარი
