,Concept_ID,ta,no
705,wo::FADV,எங்கே,hvor
706,wohin::FADV,எதற்கு,hvor ... hen
707,wie::FADV,எப்படி,hvordan
708,warum::FADV,ஏன்,hvorfor
709,wieviel::FNUM,எவ்வளவு,hvor mye
710,eins::NUM,ஒன்று,en
711,eins::NUM,ஒன்று,ett
712,zwei::NUM,இரண்டு,to
713,drei::NUM,மூன்று,tre
714,vier::NUM,நான்கு,fire
715,fünf::NUM,ஐந்து,fem
716,sechs::NUM,ஆறு,seks
717,sieben::NUM,ஏழு,sju
718,acht::NUM,எட்டு,åtte
719,neun::NUM,ஒன்பது,ni
720,zehn::NUM,பத்து,ti
721,elf::NUM,பதினொன்று,elleve
722,zwölf::NUM,பன்னிரண்டு,tolv
723,zwanzig::NUM,இருபது,tjue
724,dreißig::NUM,முப்பது,tretti
725,vierzig::NUM,நாற்பது,førti
726,fünfzig::NUM,ஐமபது,femti
727,sechzig::NUM,அறுபது,seksti
728,siebzig::NUM,எழுபது,sytti
729,achtzig::NUM,எண்பது,åtti
730,neunzig::NUM,தொன்னூறு,nitti
731,hundert::NUM,நூறு,hundre
732,tausend::NUM,ஆயிரம்,tusen
733,und::CNJ,மற்றும்,og
734,oder::CNJ,அல்லது,eller
735,stehen::V,நில்,stå
736,sitzen::V,உட்கார்,sitte
737,liegen::V,படு,ligge
738,hängen::V,தொங்கச் செய்,henge
739,werden::V,ஆகு,bli
740,passieren::V,நிகழ்,skje
741,passieren::V,நிகழ்,hende
742,beginnen::V,ஆரம்பி,begynne
743,enden::V,முடி,ende
744,enden::V,முடி,slutte
745,wechseln::V,மாற்று,veksle
746,aufgehen[Sonne]::V,உயர எழு,stå opp
747,untergehen[Sonne]::V,பொறுத்து,gå ned
748,scheinen[Sonne]::V,பிரகாசி,skinne
749,donnern::V,இடி,tordne
750,wehen::V,வீசு,blåse
751,strömen::V,பாயதல்,strømme
752,fließen::V,நீரோட்டம் போக்கில் போ,flyte
753,sich drehen::V,சுழல்,dreie seg
754,schwanken::V,தள்ளாடு,svaie
755,schwingen::V,ஆடு,svinge
756,fallen::V,விழு,falle
757,brennen::V,எரி,brenne
758,rauchen::V,பகை பிடி,ryke
759,regnen::V,மழை பெய்,regne
760,gefrieren::V,உறைந்துவிடு,fryse
761,tauen::V,உருகு,tine
762,schmelzen::V,உருகு,smelte
763,trocknen::V,உலர்த்து,tørre
764,sieden::V,கொதிக்க வை,koke
765,faulen::V,அழுகச் செய்,råtne
766,verfaulen::V,அழுகச் செய்,råtne
767,reißen::V,திடீரென அறு,briste
768,versinken::V,மூழ்கு,synke
769,versinken::V,மூழ்கு,synke ned
770,vergehen::V,கடந்துசெல்,forløpe
771,erscheinen::V,தோன்றச்,synes
772,verschwinden::V,மறைந்து போ,forsvinne
773,sinken::V,பதைவுறு,synke
774,abnehmen::V,குறை,avta
775,abnehmen::V,குறை,minske
776,zunehmen::V,உயர்த்து,tilta
777,steigen::V,உயர எழு,stige
778,wachsen::V,வளர்,gro
779,wachsen::V,வளர்,vokse
780,glänzen::V,மிளிர்,skinne
781,funkeln::V,பிரகாசி,tindre
782,lärmen::V,கொம்பு,bråke
783,läuten::V,மணியொலியிசை,ringe
784,klingeln::V,மணி அடி,ringe
785,klirren::V,கிலுங்கு,klirre
786,brausen::V,இரைதல்,bruse
787,rauschen::V,சலசலப்பு,suse
788,klingen::V,சிலம்புதல்,lyde
789,klingen::V,சிலம்புதல்,klinge
790,bellen::V,குரை,gjø
791,bellen::V,குரை,bjeffe
792,heulen::V,ஊளையிடு,ule
793,blasen::V,ஊது,blåse
794,pfeifen::V,சீழ்க்கை எழப்பு,plystre
795,schreien::V,கூச்சலிடு,skrike
796,stöhnen::V,வேதனை,stønne
797,zittern::V,நடுங்கு,dirre
798,zittern::V,நடுங்கு,skjelve
799,leben::V,உயிருடனிரு,leve
800,geboren werden::V,பிற,fødes
801,atmen::V,சுவாசி,ånde
802,atmen::V,சுவாசி,puste
803,trinken::V,குடி,drikke
804,essen::V,சாப்பிடு,spise
805,schlucken::V,முழுங்கு,svelge
806,müde werden::V,கையயர்தல்,bli trett
807,einschlafen::V,தூங்க,sovne
808,schlafen::V,தூங்கு,sove
809,aufwachen::V,எழுப்பு,våkne
810,aufstehen::V,எழுந்திரு,stå opp
811,sich erholen::V,இளைப்பாறு,bli bra
812,sich erholen::V,இளைப்பாறு,komme seg
813,krank werden::V,விழுதல்,bli syk
814,krank sein::V,நருக்கலாயிருக்க,være syk
815,schmerzen::V,நோவுறு,gjøre vondt
816,husten::V,இருமு,hoste
817,genesen::V,குணம் அடை,komme seg
818,sterben::V,மரணமடை,dø
819,umkommen::V,நசி,omkomme
820,sich bewegen::V,நகர்த்து,bevege seg
821,sich rühren::V,அசை,røre på seg
822,sich erheben::V,எழுந்து நில்,reise seg
823,sich setzen::V,உட்கார்,sette sig
824,hinfallen::V,விழு,falle over ende
825,laufen::V,நட,løpe
826,schreiten::V,கவடுவைத்தல்,skride
827,spazierengehen::V,உலவு,spasere
828,spazierengehen::V,உலவு,gå en tur
829,eilen::V,விரைந்து,ile
830,sich beeilen::V,அவசரப்படுத்து,skynde seg
831,sausen::V,விரைந்து செல்,suse
832,rennen::V,ஓடு,løpe
833,springen::V,குதி,hoppe
834,springen::V,குதி,springe
835,klettern::V,ஏறு,klatre
836,schaukeln::V,தள்ளாடு,huske
837,kriechen::V,மெதுவாக நடந்து செல்,krype
838,schwimmen::V,நீந்து,svømme
839,tauchen::V,மூழ்கி நீச்சலடி,dykke
840,rudern::V,துடுப்புப் போடு,ro
841,fahren::V,ஓட்டு,kjøre
842,fliegen::V,பற,fly
843,gehen::V,போ,gå
844,weggehen::V,விலகிச் செல்,gå bort
845,abfahren::V,புறப்பட்டுச் செல்,reise
846,anhalten::V,நின்றுவிடு,stanse
847,hineingehen::V,மறையச் செய்,gå inn
848,eintreten::V,நுழை,tre inn
849,kommen::V,வா,komme
850,ankommen::V,வநது சேர்,ankomme
851,ankommen::V,வநது சேர்,komme til
852,zurückkommen::V,திரும்பி வா,komme tilbake
853,bleiben::V,இரு,bli
854,bleiben::V,இரு,forbli
855,warten::V,தாமதி,vente
856,erwarten::V,எதிர்நோக்கு,vente
857,suchen::V,தேடு,søke
858,finden::V,கண்டுபிடி,finne
859,versuchen::V,முயற்சி செய்,prøve
860,versuchen::V,முயற்சி செய்,forsøke
861,vorbereiten::V,ஆயத்தம் செய்,forberede
862,lieben::V,அன்பு செலுத்து,elske
863,mögen::V,விரும்பு,like
864,lachen::V,சிரி,le
865,rühren::V,இதயத்தைத் தொடு,røre
866,weinen::V,அழு,gråte
867,schimpfen::V,சாபமிடு,skjelle
868,sich ärgern::V,கோப்பபடு,ergre seg
869,sich fürchten::V,பயப்படு,være redd
870,fürchten::V,பயப்படுத்து,være redd for
871,fliehen::V,ஓடு,rømme
872,fliehen::V,ஓடு,flykte
873,flüchten::V,தப்பிவிடு,flykte
874,sehen::V,பார்,se
875,anschauen::V,கூர்ந்து கவனி,se på
876,anschauen::V,கூர்ந்து கவனி,betrakte
877,ansehen::V,கவனி,anse
878,hören::V,கேள்,høre
879,zuhören::V,சுவைத்துப் பார்,tilhøre
880,probieren::V,ருசி,smake
881,probieren::V,ருசி,smake på
882,riechen::V,முகர்ந்து பார்,lukte
883,fühlen::V,தொட்டுணர்,føle
884,scheinen::V,காணப்படு,se ut
885,zu sehen sein::V,தோன்றுதல்,synes
886,vernehmen::V,கேள்,få vite
887,frieren::V,குதுகுதுகு,fryse
888,tun::V,செய்,gjøre
889,können::V,இயல்வது,kunne
890,wollen::V,விரும்பு,ville
891,anfangen::V,தொடங்கு,begynne
892,beenden::V,முடி,avslutte
893,aufhören::V,நிறுத்து,slutte
894,aufhören::V,நிறுத்து,holde opp
895,gelingen::V,வெற்றி,lykkes
896,geraten::V,ஏற்படுத்து,bli
897,öffnen::V,திற,åpne
898,schließen::V,மூடு,lukke
899,schließen::V,மூடு,stenge
900,stellen::V,வை,stille
901,setzen::V,வை,sette
902,legen::V,பரப்பி வை,legge
903,berühren::V,பதி,berøre
904,verbinden::V,சேர்,forbinde
905,bedecken::V,உறைபோடு,dekke
906,aufhängen::V,தொங்கவிடு,henge
907,aufhängen::V,தொங்கவிடு,henge opp
908,anzünden::V,எரியூட்டு,tenne
909,anzünden::V,எரியூட்டு,antenne
910,anzünden::V,எரியூட்டு,tenne på
911,aufheben::V,பொறுக்கி எடு,løfte
912,aufheben::V,பொறுக்கி எடு,ta opp
913,zurücklassen::V,விட்டுச் செல்,slippe tilbake
914,verlieren::V,இழ,miste
915,fallen lassen::V,அளவில் குறைவு,droppe
916,fallen lassen::V,அளவில் குறைவு,la falle
917,machen::V,தயார்செய்,lage
918,machen::V,தயார்செய்,gjøre
919,herstellen::V,உற்பத்தி செய்,fremstille
920,bauen::V,கட்டு,bygge
921,reparieren::V,பழுது பார்,reparere
922,verbessern::V,மேம்படுத்து,rette
923,verbessern::V,மேம்படுத்து,forbedre
924,ändern::V,மாற்றி அமை,forandre
925,graben::V,குழி வெட்டு,grave
926,beugen::V,வனை,bøye
927,biegen::V,வனை,bøye
928,drehen::V,சுழல்,dreie
929,wenden::V,குடைகவிழு,vende
930,umdrehen::V,சுற்றும் முற்றும் பார்,snu
931,heben::V,தூக்கு,heve
932,hochheben::V,தூக்கு,løfte
933,ergreifen::V,பறி,gripe
934,ergreifen::V,பறி,få tak i
935,halten::V,பிடித்துக் கொள்,holde
936,drücken::V,அழுத்து,trykke
937,schieben::V,தள்ளு,skyve
938,kratzen::V,கீறு,klø
939,kratzen::V,கீறு,klore
940,lecken::V,நக்கு,slikke
941,beißen::V,கடி,bite
942,abreißen::V,கிழி,rive av
943,abschneiden::V,வெட்டி எடு,skjære av
944,binden::V,கட்டு,binde
945,stecken::V,பதிய வை,stikke
946,brechen::V,உடை,bryte
947,brechen::V,உடை,briste
948,klopfen::V,தட்டு,banke
949,hauen::V,அடி,hogge
950,kleben::V,ஒட்டு,klistre
951,reiben::V,தேய்,gni
952,streichen::V,பரவச்செய்,stryke
953,schleifen::V,அரை,slipe
954,schneiden::V,துண்டாக்கு,klippe
955,rütteln::V,மெல்ல தள்ளு,ruske
956,schütteln::V,குலுக்கு,riste
957,schwenken::V,ஊஞ்சலாடு,svinge
958,schütten::V,ஊற்று,helle
959,füllen::V,நிரப்பு,fylle
960,einwickeln::V,சுற்று,vikle inn
961,tragen::V,எடுத்துச் செல்,bære
962,schleppen::V,இழுத்துச் செல்,slepe
963,ziehen::V,இழு,dra
964,ziehen::V,இழு,trekke
965,aufbewahren::V,வைத்துக் கொள்,oppbevare
966,aufbewahren::V,வைத்துக் கொள்,ta vare på
967,werfen::V,வீசி எறி,kaste
968,fangen::V,பிடி,fange
969,packen::V,பிடித்துக்கொள்,gripe
970,packen::V,பிடித்துக்கொள்,gripe tak i
971,verstecken::V,மறை,gjemme
972,teilen::V,பாகங்களாகப் பிரி,dele
973,schicken::V,அனுப்பு,sende
974,bringen::V,கொண்டு வா,bringe
975,hinzufügen::V,சேர்,tilføye
976,bekommen::V,பெறு,få
977,erhalten::V,பெறு,få
978,nehmen::V,எடு,ta
979,wählen::V,தேர்ந்தெடு,velge
980,auswählen::V,தேர்ல்தெடு,velge ut
981,bewahren::V,கெடாது பேணு,bevare
982,behindern::V,தடங்கல் செய்,hindre
983,behindern::V,தடங்கல் செய்,forhindre
984,verderben::V,நாசமாக்கு,ødelegge
985,beschädigen::V,சேதப்படுத்து,skade
986,zerbrechen::V,உடை,brekke i stykker
987,zerreißen::V,கிழி,rive i stykker
988,zerstören::V,அழி,ødelegge
989,verbrennen::V,எரியூட்டு,brenne
990,verbrennen::V,எரியூட்டு,brenne opp
991,geben::V,கொடு,gi
992,reichen::V,வழங்கு,rekke
993,schenken::V,மொயத்தல்,forære
994,schenken::V,மொயத்தல்,skjenke
995,versprechen::V,உறுதியளி,love
996,wünschen::V,ஆசைப்படு,ønske
997,loben::V,புகழ்ச்சி கூறு,rose
998,küssen::V,முத்தமிடு,kysse
999,wiegen::V,ஆட்டுத்தல்,vogge
1000,zudecken::V,உறைபோடு,dekke til
1001,wecken::V,எழுப்பு,vekke
1002,zeigen::V,காட்டு,vise
1003,führen::V,வழிகாட்டி,føre
1004,lehren::V,சொல்லிக் கொடு,lære
1005,unterrichten::V,அறிவுரை கூறு,undervise
1006,aufziehen::V,வளர்,oppdra
1007,leiten::V,அழைத்துச் செல்,lede
1008,antreiben::V,தூண்டு,drive på
1009,lassen::V,விடு,få til å
1010,einladen::V,அழை,be
1011,einladen::V,அழை,invitere
1012,vereinigen::V,ஒன்றாகச் சேர்,forene
1013,besuchen::V,வருகை புரி,besøke
1014,treffen::V,சந்தி,møte
1015,treffen::V,சந்தி,treffe
1016,sich versammeln::V,தொகுப்பு,forsamles
1017,spielen::V,விளையாடு,leke
1018,spielen::V,விளையாடு,spille
1019,singen::V,பாடு,synge
1020,tanzen::V,நடனமாடு,danse
1021,sich trennen::V,தனிப்படடுத்து,skilles
1022,verlassen::V,கைவிடு,forlate
1023,retten::V,காப்பாற்று,redde
1024,bewachen::V,காவல் செய்,bevokte
1025,schützen::V,பாதுகாப்பு செய்,verne
1026,schützen::V,பாதுகாப்பு செய்,beskytte
1027,verteidigen::V,எதிர்த்து நில்,forsvare
1028,sich schlagen::V,பூசலிடு,slåss
1029,schießen::V,சுட்டுக் கொல்,skyte
1030,siegen::V,வெற்றி பெறு,seire
1031,ärgern::V,எரிச்சலூட்டு,ergre
1032,schlagen::V,அடி,
1033,treten::V,உதை,sparke
1034,stechen::V,கொட்டு,stikke
1035,stoßen::V,நெருக்கு,støte
1036,stehlen::V,திருடு,stjele
1037,stören::V,தொல்லைகொடு,forstyrre
1038,belästigen::V,தொல்லை கொடு,plage
1039,belästigen::V,தொல்லை கொடு,sjenere
1040,verbergen::V,மறை,gjemme
1041,täuschen::V,ஏமாற்று,villede
1042,betrügen::V,ஏமாற்று,bedra
1043,töten::V,கொல்,drepe
1044,wohnen::V,தங்கியிரு,bo
1045,arbeiten::V,வேலை செய்,arbeide
1046,sammeln::V,ஒன்றுசேர்,samle
1047,pflücken::V,கொய்து எடு,plukke
1048,jagen::V,வேட்டையாடு,jage
1049,fischen::V,மீன் பிடி,fiske
1050,fassen::V,பிடி,fange
1051,hüten::V,காவல் செய்,vokte
1052,treiben::V,ஓட்டு,drive
1053,anbinden::V,கட்டு,feste
1054,füttern::V,உணவளி,fore
1055,melken::V,பால் கற,melke
1056,hacken::V,வெட்டி எடு,hakke
1057,gießen::V,நீர்ப் பாய்ச்சு,helle
1058,reifen::V,பழு,modne
1059,zubereiten::V,சமையல் செய்,lage
1060,zubereiten::V,சமையல் செய்,tilberede
1061,kochen::V,வேகவை,koke
1062,backen::V,வெப்பத்தில் வாட்டு,bake
1063,braten::V,பொரியச் செய்,steke
1064,umrühren::V,கலக்கு,røre om
1065,stricken::V,பின்னியிழை,strikke
1066,nähen::V,தையல் வேலை செய்,sy
1067,färben::V,வண்ணம் பெறச் செய்,farge
1068,reinigen::V,சுத்தம் செய்,rense
1069,reinigen::V,சுத்தம் செய்,gjøre ren
1070,waschen::V,கழுவு,vaske
1071,abwischen::V,துடை,tørke av
1072,spülen::V,அலசு,spyle
1073,spülen::V,அலசு,skylle
1074,fegen::V,பெறுக்கு,feie
1075,kehren::V,பெறுக்கு,koste
1076,baden::V,குளி,bade
1077,sich waschen::V,கழுவு,vaske seg
1078,ausziehen::V,கழற்று,ta av
1079,anziehen::V,புனைதல்,ta på
1080,sich anziehen::V,உடுத்துதல்,kle på seg
1081,kämmen::V,தலை வாரிக் கொள்,gre
1082,kämmen::V,தலை வாரிக் கொள்,kjemme
1083,schmücken::V,அழகுபடுத்து,pynte
1084,schmücken::V,அழகுபடுத்து,smykke
1085,sagen::V,சொல்,si
1086,sprechen::V,பேசு,snakke
1087,reden::V,பெசு,tale
1088,reden::V,பெசு,snakke
1089,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,samtale
1090,fragen::V,கேள்,spørre
1091,bitten::V,வேண்டு,be
1092,erzählen::V,சொல்,fortelle
1093,mitteilen::V,சொல்,meddele
1094,nennen::V,பெயரிடுதல்,kalle
1095,rufen::V,கூச்சலிடு,rope
1096,prahlen::V,தற்பெருமை பேசு,skryte
1097,übersetzen::V,மொழிபெயர்ப்பு செய்,oversette
1098,denken::V,யோசி,tenke
1099,glauben::V,நம்பு,tro
1100,bemerken::V,கவனி,bemerke
1101,bemerken::V,கவனி,legge merke til
1102,erkennen::V,அடையாளம் கண்டுகொள்,gjenkjenne
1103,begreifen::V,பற்றிக்கொள்,begripe
1104,verstehen::V,புரிந்து கொள்,forstå
1105,verstehen::V,புரிந்து கொள்,skjønne
1106,lernen::V,கற்றுக்கொள்,lære
1107,wissen::V,தெரிந்திரு,vite
1108,sich erinnern an::V,நினைவு கூர்,huske på
1109,vergessen::V,மற,glemme
1110,messen::V,அளவிடு,måle
1111,zählen::V,எண்ணு,telle
1112,rechnen::V,கணக்கிடு,regne
1113,lesen::V,படி,lese
1114,malen::V,வண்ணச்சித்திரம்,male
1115,zeichnen::V,வரை,tegne
1116,schreiben::V,எழுது,skrive
1117,besitzen::V,உடைமையாகக் கொண்டிரு,eie
1118,besitzen::V,உடைமையாகக் கொண்டிரு,inneha
1119,kaufen::V,வாங்கு,kjøpe
1120,verkaufen::V,விற்பனை செய்,selge
1121,bezahlen::V,இறுத்தல்,betale
1122,zahlen::V,பணம் செலுத்து,betale
1123,beherrschen::V,ஆட்சிசெய்,beherske
1124,ertragen::V,தாங்கு,orke
