,Concept_ID,sq,xal
306,Arbeit::N,punë,көдлмш
307,Gast::N,mik,гиич
308,Gast::N,mysafir,гиич
309,Geschenk::N,dhuratë,белг
310,Geschenk::N,peshqesh,белг
311,Spiel::N,lojë,наадн
312,Gesellschaft::N,shoqëri,олн
313,Hilfe::N,ndihmë,нөкд
314,Freund::N,mik,иньг
315,Kamerad::N,shok,үр
316,Angelegenheit::N,punë,керг
317,Anzahl::N,sasi,то
318,Art::N,lloj,зүүл
319,Stück::N,copë,хусг
320,Teil::N,pjesë,хүв
321,Hälfte::N,gjysmë,өрәл
322,Kreis::N,qark,төгрг
323,Kreis::N,rreth,төгрг
324,Kreuz::N,kryq,кирс
325,Linie::N,vijë,зурасн
326,Strich::N,vizë,татасн
327,Abstand::N,distancë,зә
328,Entfernung::N,largim,һазр
329,Gegend::N,vise,һазр
330,Gegend::N,krahinë,һазр
331,Platz::N,shesh,зә
332,Ort::N,vend,бәәрн
333,Seite::N,anë,тал
334,Seite::N,anë,хаҗу
335,Seite::N,anë,хәврһ
336,Mitte::N,mes,дунд
337,Gegenstand::N,send,юмн
338,Sache::N,gjë,юмн
339,Sache::N,send,юмн
340,Rand::N,qoshe,зах
341,Kante::N,teh,ирмәг
342,Ecke::N,qoshe,өнцг
343,Spitze::N,majë,үзүр
344,Ende::N,skaj,үзүр
345,Ende::N,bisht,үзүр
346,Loch::N,vrimë,хаһрха
347,Winkel::N,kënd,булң
348,Muster::N,mostër,намч
349,Größe::N,madhësi,кемҗән
350,Länge::N,gjatësi,ут
351,Höhe::N,lartësi,өндр
352,Gewicht::N,peshë,күнд
353,Gewicht::N,peshë,чиңнүр
354,Menge::N,sasi,ик
355,Haufen::N,grumbull,ова
356,Reihe::N,radhë,зерг
357,Reihe::N,radhë,зерглән
358,Reihe::N,rresht,зерг
359,Reihe::N,rresht,зерглән
360,Boot::N,barkë,оңһц
361,Boot::N,lundër,оңһц
362,Ruder::N,rrem,хәәв
363,Schlitten::N,sajë,цан
364,Ski::N,ski,лыҗ
365,Lagerfeuer::N,flakadan,костёр
366,Lagerfeuer::N,zjarr i madh,костёр
367,Last::N,barrë,күнд
368,Gang::N,ecje,йовлһн
369,Schritt::N,hap,ишкм
370,Norden::N,veri,ар үзг
371,Süden::N,jug,өмн
372,Süden::N,jug,өмн үзг
373,Westen::N,perëndim,барун
374,Westen::N,perëndim,барун үзг
375,Osten::N,lindje,зүн
376,Osten::N,lindje,зүн үзг
377,Holz::N,dru,модн
378,Brett::N,dërrasë,харһа
379,Platte::N,pllakë,хавтха чолун
380,Stütze::N,shtyllë,тулг
381,Stütze::N,mbështetesë,тулг
382,Stange::N,shufër,уньн
383,Stock::N,dajak,модн
384,Stab::N,shkop,шуург
385,Rohr::N,tub,турва
386,Haus::N,shtëpi,гер
387,Heim::N,konak,гер-бул
388,Heim::N,shtëpi,гер-бул
389,Ofen::N,sobë,беш
390,Ofen::N,stufë,беш
391,Fußboden::N,dysheme,девскр
392,Tisch::N,tryezë,ширә
393,Stuhl::N,karrige,стул
394,Wiege::N,djep,өлгә
395,Wiege::N,djep,дүүҗң
396,Bett::N,shtrat,орн
397,Bett::N,shtrat,орндг
398,Regal::N,raft,таг
399,Regal::N,raft,тәвц
400,Kiste::N,kuti,яршг
401,Fenster::N,dritare,терз
402,Tür::N,derë,үүдн
403,Tor::N,portë,үүдн
404,Tor::N,portë,өргн үүдн
405,Tor::N,portë,хашан үүдн
406,Zaun::N,gardh,хаша
407,Dach::N,çati,деевр
408,Leiter::N,shkallë,шат
409,Leiter::N,shkallë,давшур
410,Besen::N,fshesë,сәвүр
411,Spaten::N,lopatë,күрз
412,Schaufel::N,qyrek,совг
413,Gabel::N,pirun,серә
414,Löffel::N,lugë,ухр
415,Messer::N,thikë,утх
416,Nagel::N,gozhdë,хадасн
417,Netz::N,rrjetë,гөлм
418,Haken::N,grep,дегә
419,Haken::N,grremç,дегә
420,Griff::N,dorak,иш
421,Griff::N,dorak,бәрүл
422,Griff::N,dorezë,иш
423,Griff::N,dorezë,бәрүл
424,Schloss::N,bravë,оньс
425,Bild::N,tablo,зург
426,Bild::N,pikturë,зург
427,Figur::N,figurë,фигур
428,Puppe::N,kukull,наадһа
429,Beutel::N,qese,мишг
430,Beutel::N,trastë,мишг
431,Bündel::N,deng,багла
432,Bündel::N,deng,боодһа
433,Tasche::N,çantë,сумк
434,Eimer::N,kovë,суулһ
435,Deckel::N,kapak,бүркәсн
436,Deckel::N,mbulesë,бүркәсн
437,Geschirr::N,enë,сав
438,Geschirr::N,enë,сав-сарх
439,Sack::N,thes,мишг
440,Sack::N,torbë,мишг
441,Tasse::N,filxhan,ааһ
442,Topf::N,kusi,кастрюль
443,Topf::N,tenxhere,кастрюль
444,Kessel::N,kazan,хәәсн
445,Essen::N,ngrënie,зоогллһн
446,Nahrung::N,ushqim,теҗәл
447,Speise::N,gatesë,хот
448,Fleisch::N,mish,махн
449,Getreide::N,drithë,хот болҗ эдлгддг цецгүдтә урһмл
450,Brei::N,qull,хаш
451,Brot::N,bukë,өдмг
452,Scheibe::N,fetë,зүсм
453,Fett::N,lyrë,өөкн
454,Fett::N,yndyrë,өөкн
455,Butter::N,gjalpë,тосн
456,Öl::N,vaj,тосн
457,Salz::N,kripë,давсн
458,Suppe::N,supë,шөлн
459,Suppe::N,çorbë,шөлн
460,Honig::N,mjaltë,бал
461,Milch::N,qumësht,үсн
462,Tee::N,çaj,цә
463,Leder::N,lëkurë,арсн
464,Wolle::N,lesh,утцн
465,Wolle::N,lesh,эд
466,Stoff::N,pëlhurë,эд
467,Nadel::N,gjilpërë,зүн
468,Faden::N,pe,утцн
469,Faden::N,fije,утцн
470,Knopf::N,kopsë,товч
471,Knoten::N,komb,зәңгдә
472,Farbe::N,bojë,будг
473,Kleidung::N,veshje,хувцн
474,Kleidung::N,veshje,хувц-хунр
475,Hemd::N,këmishë,киилг
476,Kragen::N,jakë,зах
477,Ärmel::N,mëngë,ханцн
478,Hose::N,brekë,шалвур
479,Gürtel::N,rrip,бүс
480,Mütze::N,kësulë,махла
481,Schuh::N,këpucë,башмгуд
482,Stiefel::N,çizme,һосн
483,Ring::N,unazë,билцг
484,Band::N,shirit,лент
485,Kamm::N,krehër,сам
486,Spiegel::N,pasqyrë,толь
487,Riemen::N,rrip,бүс
488,Schnur::N,litar,деесн
489,Schnur::N,cikomë,деесн
490,Leine::N,rrip,бурнтг
491,Leine::N,rrip,нохан көтлвр
492,Decke::N,batanije,көнҗл
493,Kissen::N,jastëk,дер
494,Tuch::N,shami,альчур
495,Handtuch::N,peshqir,полотенц
496,Handtuch::N,peshqir,һар-нүүрин альчур
497,Kraft::N,forcë,күчн
498,Stärke::N,koll,чидл
499,Gesundheit::N,shëndet,эрүл-менд
500,Krankheit::N,sëmundje,өвчн
501,Schmerz::N,dhimbje,өвдлһн
502,Wunde::N,plagë,шав
503,Fieber::N,ethe,безг
504,Arznei::N,ilaç,эм
505,Brücke::N,urë,тагт
506,Brunnen::N,pus,худг
507,Weide::N,kullotë,малын идг
508,Pfad::N,ravë,цувг
509,Pfad::N,shteg,цувг
510,Weg::N,udhë,хаалһ
511,Weg::N,shteg,хаалһ
512,Straße::N,rrugë,зам
513,Dorf::N,fshat,хотн
514,Dorf::N,katund,хотн
515,Stadt::N,qytet,балһсн
516,Brief::N,letër,бичг
517,Buch::N,libër,дегтр
518,Buchstabe::N,shkronjë,үзг
519,Zeitung::N,gazetë,газет
520,Leben::N,jetë,җирһл
521,Tod::N,mortje,үкл
522,Tod::N,mortje,өңгрлһн
523,Grab::N,varr,оршалһна нүкн
524,Kirche::N,kishë,чонҗ
525,Sünde::N,mëkat,нүл
526,Sünde::N,mëkat,килнц
527,Sünde::N,gjynah,нүл
528,Sünde::N,gjynah,килнц
529,Gott::N,hy,бурхн
530,Gott::N,zot,бурхн
531,Arbeiter::N,punëtor,көдлмшч
532,Chef::N,shef,толһач
533,Chef::N,drejtues,толһач
534,Meister::N,mjeshtër,урн
535,Arzt::N,mjek,эмч
536,Arzt::N,doktor,эмч
537,Lehrer::N,mësues,багш
538,Lehrer::N,arsimtar,багш
539,Geld::N,para,мөңгн
540,Geld::N,holla,мөңгн
541,Geschäft::N,ujdi,көдлмш
542,Geschäft::N,biznes,көдлмш
543,Laden::N,dyqan,лавк
544,Preis::N,çmim,үн
545,Ware::N,mall,эд-тавр
546,Nutzen::N,dobi,олз
547,Nutzen::N,leverdi,олз
548,Reichtum::N,kamje,зөөр
549,Reichtum::N,pasuri,зөөр
550,Welt::N,botë,орчлң
551,Welt::N,botë,делкә
552,Land::N,vend,орн-нутг
553,Staat::N,shtet,государств
554,König::N,mbret,хан
555,Macht::N,fuqi,йосн
556,Macht::N,pushtet,йосн
557,Grenze::N,kufi,меҗә
558,Krieg::N,luftë,дән
559,Feind::N,armik,дәәсн
560,Gewalt::N,dhunë,күч һарһлһн
561,Kampf::N,luftim,ноолдан
562,Kampf::N,luftim,бәрлдлһн
563,Bogen[Waffe]::N,hark,саадг
564,Pfeil::N,shigjetë,сумн
565,Gewehr::N,pushkë,бу
566,Fehler::N,gafë,алдг
567,Fehler::N,gabim,алдг
568,Lüge::N,gënjeshtër,худл
569,Schaden::N,dëm,хорлт
570,Schaden::N,zarar,хорлт
571,Unglück::N,fatkeqësi,гүрм
572,Schuld::N,faj,гем
573,Schuld::N,faj,буру
574,Alter::N,moshë,насн
575,Schluss::N,fund,чилгч
576,Zeit::N,kohë,цаг
577,Tag::N,ditë,өдр
578,Morgen::N,mëngjes,өрүн
579,Mittag::N,mesditë,үд
580,Abend::N,mbrëmje,асхн
581,Nacht::N,natë,сө
582,Woche::N,javë,долан хонг
583,Monat::N,muaj,сар
584,Jahr::N,vit,җил
585,Frühling::N,pranverë,хавр
586,Sommer::N,verë,зун
587,Herbst::N,vjeshtë,намр
588,Winter::N,dimër,үвл
589,Januar::N,janar,январь
590,Februar::N,shkurt,февраль
591,März::N,mars,март
592,März::N,mars,моһа сар
593,April::N,prill,апрель
594,Mai::N,maj,май
595,Juni::N,qershor,июнь
596,Juni::N,qershor,мөчн сар
597,Juli::N,korrik,июль
598,August::N,gusht,август
599,September::N,shtator,һаха сар
600,Oktober::N,tetor,октябрь
601,November::N,nëntor,ноябрь
602,November::N,nëntor,үкр сар
603,Dezember::N,dhjetor,бар сар
604,Montag::N,hënë,понедельник
605,Dienstag::N,martë,вторник
606,Mittwoch::N,mërkurë,среда
607,Mittwoch::N,mërkurë,үлмҗ өдр
608,Donnerstag::N,enjte,четверг
609,Donnerstag::N,enjte,пүрвә өдр
610,Freitag::N,premte,пятниц
611,Samstag::N,shtunë,суббот
612,Sonntag::N,diel,нарн өдр
613,Sonntag::N,diel,воскресень
614,groß::A,madh,ик
615,klein::A,vogël,бичкн
616,lang::A,gjatë,ут
617,kurz::A,shkurtër,оһтр
618,breit::A,gjerë,өргн
619,schmal::A,ngushtë,уутьхн
620,dicht::A,dendur,нигт
621,dick[Gegenstand]::A,trashë,зузан
622,dünn::A,hollë,нимгн
623,fein::A,imët,нәрхн
624,fest::A,fortë,бат
625,flach::A,sheshtë,хавтха
626,glatt::A,rrafshët,тегш
627,glatt::A,rrafshët,тиньгр
628,hart::A,fortë,хату
629,weich::A,butë,җөөлн
630,weich::A,butë,җөөлкн
631,rund::A,rrumbullakët,төгрг
632,spitz::A,majëmprehtë,шовһр
633,scharf::A,mprehtë,хурц
634,stumpf::A,topitur,мука
635,schwer::A,rëndë,күнд
636,schön::A,bukur,сәәхн
637,heiß::A,nxehtë,халун
638,warm::A,ngrohtë,дулан
639,kalt::A,ftohtë,киитн
640,kühl::A,freskët,серүн
641,frisch::A,pastër,серүн
642,feucht::A,lagësht,чиигтә
643,nass::A,lagur,чиигтә
644,trocken::A,thatë,хагсу
645,voll::A,plotë,дүүрң
646,leer::A,bosh,сул
647,leer::A,bosh,хоосн
648,leer::A,zbrazët,сул
649,leer::A,zbrazët,хоосн
650,offen::A,hapur,секәтә
651,geschlossen::A,mbyllur,хаалһата
652,sauber::A,dëlirë,цевр
653,schmutzig::A,ndyrë,киртә
654,roh::A,gjallë,түүкә
655,reif::A,arrirë,болсн
656,lecker::A,shijshëm,әмтәхн
657,süß::A,ëmbël,әмтәхн
658,bitter::A,hidhur,һашун
659,bitter::A,hidhur,һашута
660,sauer::A,thartë,ишклң
661,hell::A,me dritë,герлтә
662,dunkel::A,errët,харңһу
663,schwarz::A,i zi,хар
664,weiß::A,bardhë,цаһан
665,rot::A,kuq,улан
666,gelb::A,verdhë,шар
667,blau::A,blu,көк
668,blau::A,kaltër,көк
669,grün::A,blertë,көк
670,grün::A,gjelbër,көк
671,grau::A,hirtë,бор
672,grau::A,bojë hiri,бор
673,bunt::A,shumëngjyrëshëm,алг
674,bunt::A,shumëngjyrëshëm,эрәтә
675,billig::A,lirë,кимд
676,teuer::A,shtrenjtë,үнтә
677,wertvoll::A,çmuar,үнтә
678,wertvoll::A,çmuar,эрднь
679,wertvoll::A,vlershëm,үнтә
680,wertvoll::A,vlershëm,эрднь
681,blind::A,qorr,сохр
682,blind::A,verbër,сохр
683,taub::A,shurdhër,дүлә
684,kräftig::A,fuqishëm,күчтә
685,stark::A,fortë,чаңһ
686,schwach::A,dobët,күчн тату
687,fett::A,dhjamur,тарһн
688,schlank::A,hollë,эццн
689,hübsch::A,bukur,көркхн
690,hübsch::A,hijshëm,көркхн
691,böse::A,keq,уурта
692,dumm::A,teveqel,тенг
693,faul::A,dembel,залху
694,fleißig::A,zellshëm,кинән
695,fleißig::A,zellshëm,кинмһә
696,geizig::A,kurnac,ховдг
697,geizig::A,dorështrënguar,ховдг
698,klug::A,mençur,ухата
699,geschickt::A,aftë,чадмг
700,lieb::A,dashur,эңкр
701,lustig::A,gëzuar,сергмҗтә
702,lustig::A,gëzuar,җирһлтә
703,sanft::A,butë,номһн
704,hungrig::A,uritur,өлн
705,hungrig::A,uritur,харһнсн
706,krank::A,sëmurë,өвчтә
707,krank::A,sëmurë,шалтгта
708,nackt::A,lakuriq,нүцкн
709,nackt::A,zhveshur,нүцкн
710,traurig::A,trishtuar,һундлта
711,lebendig::A,gjallë,әмд
712,gut::A,mirë,сән
713,schlecht::A,keq,му
714,richtig::A,drejtë,зөвтә
715,schlimm::A,keq,җигшүртә
716,wahr::A,vërtetë,үнн
717,wahr::A,vërtetë,мөн
718,alt::A,vjetër,хуучн
719,neu::A,i ri,шин
720,ehemalig::A,dikurshëm,хуучн
721,alt[Lebewesen]::A,plak,көгшн
722,jung::A,i ri,баһ
723,arm::A,varfër,угатя
724,arm::A,vobektë,угатя
725,reich::A,pasur,байн
726,bekannt::A,njohur,таньл
727,bekannt::A,njohur,таньдг
728,berühmt::A,famshëm,туурсн
729,fremd::A,huaj,күүнә
730,verschieden::A,ndryshëm,әдл биш
731,verschieden::A,ndryshëm,йилһәтә
732,nah::A,afërt,өөрхн
733,fern::A,largët,хол
734,linker::A,majtë,зүн
735,rechter::A,djathtë,барун
736,anderer::A,tjetër,талдан
737,erster::A,parë,негдгч
738,zweiter::A,dytë,хойрдгч
739,dritter::A,i tretë,һурвдгч
740,letzter::A,fundit,отхн
741,allein::ADV,vetëm,һанцарн
742,auf einmal::ADV,njëkohësisht,нег дәкҗ
743,zusammen::ADV,bashkë,хамдан
744,zusammen::ADV,së bashku,хамдан
745,lange::ADV,për një kohë të gjatë,удан
746,plötzlich::ADV,befas,генткн
747,sofort::ADV,menjëherë,дарунь
748,sofort::ADV,aty për aty,дарунь
749,später::ADV,më vonë,сүүлд
750,jetzt::ADV,tash,ода
751,heute::ADV,sot,эндр
752,morgen::ADV,nesër,маңһдур
753,bald::ADV,shpejt,дарунь
754,bald::ADV,së shpejti,дарунь
755,dann::ADV,pastaj,дәкәд
756,gestern::ADV,dje,өцклдүр
757,einst::ADV,dikur,нег саамд
758,damals::ADV,atëherë,тиигхд
759,danach::ADV,mandej,тегәд
760,vorher::ADV,më parë,урд
761,zuerst::ADV,së pari,түрүләд
762,einmal::ADV,njëherë,нег дәкҗ
763,manchmal::ADV,nganjëherë,зәрмдән
764,oft::ADV,shpesh,хара биш
765,oft::ADV,shpesh,хатяр биш
766,oft::ADV,shpesh,дару-дарунь
767,immer::ADV,përherë,оньдинд
768,immer::ADV,gjithnjë,оньдинд
769,niemals::ADV,kurrë,кезә чмгн биш
770,niemals::ADV,asnjëherë,кезә чмгн биш
771,hier::ADV,këtu,энд
772,hier::ADV,këtu,энүнд
773,hierhin::ADV,knej,нааран
774,von hier::ADV,që këtej,эндәс
775,von hier::ADV,prej këtej,эндәс
776,dort::ADV,aty,тенд
777,dort::ADV,atje,тенд
778,dorthin::ADV,anej,тиигән
779,geradeaus::ADV,drejt,шуд
780,vorwärts::ADV,mbroth,уралан
