,Concept_ID,eu,ko
65,Himmel::N,zeru,하늘
66,Sonne::N,eguzki,해
67,Mond::N,ilargi,달
68,Stern::N,izar,별
69,Luft::N,aire,동준
70,Luft::N,aire,가스채
71,Wind::N,haize,바람
72,Welle::N,uhin,물결
73,Welle::N,olatu,물결
74,Wasser::N,ur,물
75,Stein::N,harri,돌
76,Boden::N,lur,바닥
77,Boden::N,zoru,바닥
78,Erde::N,lur,흙
79,Staub::N,hauts,먼지
80,Rauch::N,ke,연기
81,Funke::N,zirta,불티
82,Funke::N,txinparta,불티
83,Feuer::N,su,불
84,Licht::N,argi,불
85,Schatten::N,itzal,어스레함
86,Schatten::N,geriza,어스레함
87,Wetter::N,eguraldi,기상
88,Nebel::N,laino,안개
89,Wolke::N,hodei,구름
90,Regen::N,euri,비
91,Schnee::N,elur,눈
92,Eis::N,horma,얼음
93,Frost::N,izotzaldi,혹한
94,Kälte::N,hotz,추위
95,Kälte::N,hotz,차가움
96,Hitze::N,bero,고온
97,Hitze::N,bero,더위
98,Raureif::N,antzigar,
99,Regenbogen::N,ostadar,무지개
100,Regenbogen::N,ortzadar,무지개
101,Donner::N,ostots,뇌명
102,Donner::N,ihurtzuri,뇌명
103,Strömung::N,laster,유동
104,Tropfen::N,xorta,물방울
105,Schaum::N,bits,포말
106,Schmutz::N,lohi,때
107,Schmutz::N,zikin,때
108,See::N,laku,호수
109,See::N,aintzira,호수
110,Sumpf::N,zingira,습지
111,Moor::N,zohikaztegi,저습지
112,Wiese::N,larre,목초지
113,Wiese::N,belardi,목초지
114,Wald::N,baso,숲
115,Wald::N,oihan,숲
116,Hügel::N,muino,언덕
117,Hügel::N,pentoka,언덕
118,Anhöhe::N,garai,언덕
119,Anhöhe::N,goragune,언덕
120,Berg::N,mendi,산
121,Gipfel::N,gain,졀졍
122,Gipfel::N,tontor,졀졍
123,Höhle::N,kobazulo,공동
124,Abhang::N,aldapa,몰매
125,Quelle::N,iturri,근원
126,Quelle::N,iturbegi,근원
127,Bach::N,lats,내
128,Bach::N,erreka,내
129,Fluss::N,ibai,강
130,Fluss::N,uhaitz,강
131,Ufer::N,bazter,강변
132,Ufer::N,bazter,바닷가
133,Küste::N,itsasalde,해변
134,Küste::N,itsasalde,해변가
135,Festland::N,lehor,본토
136,Meer::N,itsaso,바다
137,Bucht::N,golko,협만
138,Insel::N,irla,섬
139,Insel::N,uharte,섬
140,Blume::N,lili,꽃
141,Gras::N,belar,풀
142,Wurzel::N,zuztar,뿌리
143,Wurzel::N,sustrai,뿌리
144,Baum::N,zuhaitz,나무
145,Stamm::N,enbor,대
146,Rinde::N,azal,나무껍질
147,Ast::N,adar,가지
148,Zweig::N,abar,가지
149,Blatt::N,hosto,잎
150,Birke::N,urki,자작나무
151,Kiefer[Baum]::N,ler,소나무
152,Weide[Baum]::N,zume,쉬양버들
153,Weide[Baum]::N,sahats,쉬양버들
154,Tanne::N,izei,전나무
155,Horn::N,adar,뿔
156,Feder::N,luma,깃털
157,Feder::N,hegaki,깃털
158,Fell::N,ile,피혁모피
159,Fell::N,larru,피혁모피
160,Flügel::N,hego,날개
161,Klaue::N,atzapar,갈고리 발톺
162,Kralle::N,erpe,발툭
163,Kralle::N,atzapar,발툭
164,Schwanz::N,isats,꼬리
165,Schwanz::N,buztan,꼬리
166,Ei::N,arrautza,알
167,Nest::N,habia,보금자리
168,Bau::N,ohantze,굴
169,Tier::N,abere,짐승
170,Tier::N,piztia,짐승
171,Herde::N,saldo,가축의떼
172,Herde::N,abere talde,가축의떼
173,Kuh::N,behi,암소
174,Bulle::N,zezen,황소
175,Pferd::N,zaldi,말
176,Schaf::N,ardi,양
177,Schwein::N,urde,돼지
178,Schwein::N,txerri,돼지
179,Hund::N,txakur,개
180,Katze::N,katu,고양이
181,Bär::N,hartz,콤
182,Eichhörnchen::N,urtxintxa,다람쥐
183,Elch::N,altze,고라니
184,Fuchs::N,azeri,여우
185,Hase::N,erbi,토끼
186,Maus::N,sagu,쥐
187,Wolf::N,otso,늑대
188,Vogel::N,txori,새
189,Vogel::N,hegazti,새
190,Schwarm::N,aldra,뗴
191,Huhn::N,oilo,암탉
192,Hahn::N,oilar,수탉
193,Gans::N,antzara,거위
194,Adler::N,arrano,수리
195,Ente::N,ahate,오리
196,Eule::N,hontza,부엉이
197,Kranich::N,kurrilo,두루미
198,Krähe::N,bele,까마귀
199,Kuckuck::N,kuku,뻐꾸기
200,Schwan::N,beltxarga,배조
201,Fisch::N,arrain,물고기
202,Barsch::N,perka,농어
203,Hecht::N,lutxo,에속스
204,Schlange[Tier]::N,suge,뱀
205,Wurm::N,har,벌레
206,Spinne::N,armiarma,거미
207,Ameise::N,inurri,개미
208,Laus::N,zorri,이
209,Mücke::N,eltxo,모기
210,Fliege::N,euli,날기
211,Schmetterling::N,pinpirin,나비
212,Schmetterling::N,tximeleta,나비
213,Beere::N,baia,장과
214,Apfel::N,sagar,사과
215,Pilz::N,onddo,고방이
216,Pilz::N,perretxiko,고방이
217,Zwiebel::N,tipula,양파
218,Saat::N,haziak,씨
219,Korn::N,ale,알맹이
220,Korn::N,pikor,알맹이
221,Heu::N,belar ondu,건초
222,Schale::N,azal,피상
223,Grube::N,hobi,
224,Falle::N,harrapagailu,함정
225,Schlinge::N,bilur,올가미
226,Schlinge::N,bilur,멜빵붕대
227,Schlinge::N,xedera,올가미
228,Schlinge::N,xedera,멜빵붕대
229,Spur::N,lorratz,발지국
230,Asche::N,errauts,재
231,Dreck::N,satsukeria,똥
232,Dreck::N,satsukeria,오물
233,Eisen::N,burdina,쇠
234,Eisen::N,burdina,철
235,Gold::N,urre,항금
236,Gold::N,urregorri,항금
237,Silber::N,zilar,은
238,Silber::N,urrezuri,은
239,Kohle::N,ikatz,슻
240,Glas::N,beira,유리
241,Lehm::N,buztin,찰흙
242,Sand::N,harea,모래
243,Sand::N,hondar,모래
244,Mensch::N,gizaki,사람
245,Mann::N,gizon,남자
246,Frau::N,andere,여자
247,Frau::N,emakume,여자
248,Kind::N,haur,아이
249,Junge::N,mutil,소녁
250,Mädchen::N,neska,소녀
251,Familie::N,sendi,가족
252,Familie::N,familia,가족
253,Großvater::N,aitona,할아버지
254,Großvater::N,aitatxi,할아버지
255,Großmutter::N,amona,할머니
256,Großmutter::N,amatxi,할머니
257,Eltern::N,gurasoak,어버오
258,Vater::N,aita,아버지
259,Mutter::N,ama,어머니
260,Sohn::N,seme,아들
261,Tochter::N,alaba,딸기
262,Bruder::N,neba,형제
263,Bruder::N,anaia,형제
264,Schwester::N,ahizpa,누이
265,Onkel::N,osaba,백부
266,Tante::N,izeba,아주머니
267,Ehemann::N,senar,남편
268,Ehefrau::N,emazte,아내
269,Freude::N,poz,기쁨
270,Freude::N,pozkari,기쁨
271,Gelächter::N,barre,웃음
272,Gelächter::N,karkara,웃음
273,Glück::N,zori,즐거움
274,Kummer::N,xangrin,슬픔
275,Kummer::N,atsekabe,슬픔
276,Wunsch::N,nahi,소망
277,Wunsch::N,nahikunde,소망
278,Lust::N,gogo,
279,Geist::N,gogo,할기
280,Gedanke::N,gogoeta,상념
281,Gedächtnis::N,oroimen,기억
282,Gedächtnis::N,gogoramen,기억
283,Verstand::N,adimen,분별
284,Verstand::N,adimen,지능
285,Verstand::N,ulermen,분별
286,Verstand::N,ulermen,지능
287,Sinn::N,zentzu,센스
288,Grund::N,zergati,까닭
289,Wahrheit::N,egia,참
290,Wahrheit::N,egia,진실
291,Gespräch::N,hizketa,대화
292,Gespräch::N,elkarrizketa,대화
293,Märchen::N,ipuin,동화
294,Erzählung::N,edesti,이야기
295,Erzählung::N,kontakizun,이야기
296,Nachricht::N,albiste,
297,Neuigkeit::N,berri,뉴스
298,Name::N,izen,이름
299,Rätsel::N,asmakizun,수수께끼
300,Rede::N,hitzaldi,연설
301,Rede::N,mintzaldi,연설
302,Sprache::N,hizkuntza,말
303,Stimme::N,ahots,목소리
304,Wort::N,hitz,낱말
305,Zeichen::N,agerbide,신호
306,Zeichen::N,agergarri,신호
307,Ruf::N,dei,부름
308,Lärm::N,zarata,소동
309,Lärm::N,harrabots,소동
310,Laut::N,hots,음성
311,Ton::N,tonu,목소리
312,Ton::N,soinu,목소리
313,Lied::N,abesti,노래
314,Ruhe::N,nasaitasun,쉼
315,Leute::N,jende,사람들
316,Volk::N,herri,국중
317,Volk::N,populu,국중
318,Arbeit::N,lan,근로
319,Arbeit::N,lan,너무
320,Gast::N,arrotz,손님
321,Gast::N,apopilo,손님
322,Geschenk::N,opari,행하
323,Spiel::N,jolas,무리
324,Gesellschaft::N,gizarte,교제
325,Hilfe::N,helpide,거들음
326,Hilfe::N,helpide,보좌
327,Hilfe::N,laguntza,거들음
328,Hilfe::N,laguntza,보좌
329,Freund::N,lagun,친구
330,Kamerad::N,adiskide,동실자
331,Kamerad::N,lagunkide,동실자
332,Angelegenheit::N,afera,용무
333,Anzahl::N,kopuru,어떤
334,Anzahl::N,kopuru,수
335,Art::N,mota,정류
336,Stück::N,puska,일부분
337,Teil::N,atal,몱
338,Teil::N,atal,구훠
339,Hälfte::N,erdi,2분의
340,Kreis::N,biribilki,고리
341,Kreuz::N,gurutze,열십자
342,Linie::N,linea,선
343,Strich::N,marra,스침
344,Abstand::N,tarte,거리
345,Entfernung::N,urrunera,거리
346,Gegend::N,alderdi,곳
347,Gegend::N,alderdi,부금
348,Gegend::N,eskualde,곳
349,Gegend::N,eskualde,부금
350,Platz::N,leku,장소
351,Ort::N,toki,장소
352,Seite::N,albo,옆면
353,Mitte::N,erdi,궁간
354,Gegenstand::N,gauzaki,항목
355,Sache::N,gauza,뭉에
356,Rand::N,ertz,가
357,Kante::N,ertz,귀퉁
358,Ecke::N,kantoi,구석
359,Spitze::N,punta,끝
360,Spitze::N,punta,참단
361,Ende::N,buru,말당
362,Ende::N,mutur,말당
363,Loch::N,zulo,빙옷
364,Winkel::N,zoko,각도
365,Winkel::N,bazter,각도
366,Muster::N,eredu,본
367,Muster::N,eredu,견복
368,Muster::N,marrazki,본
369,Muster::N,marrazki,견복
370,Größe::N,kaizu,신장
371,Größe::N,tamaina,신장
372,Länge::N,luzera,길이긺
373,Höhe::N,goiera,높이
374,Höhe::N,garaiera,높이
375,Gewicht::N,hazta,추
376,Menge::N,kopuru,수양
377,Haufen::N,pila,퇴적
378,Haufen::N,mendoi,퇴적
379,Reihe::N,ilara,열
380,Reihe::N,errenkada,열
381,Boot::N,potin,보트
382,Boot::N,txalupa,보트
383,Ruder::N,arraun,노
384,Schlitten::N,lera,썰매
385,Schlitten::N,narra,썰매
386,Ski::N,eski,스키
387,Lagerfeuer::N,su,캠프의 모닥불
388,Last::N,zama,무거운짐
389,Last::N,karga,무거운짐
390,Gang::N,ibilera,걸음
391,Schritt::N,pauso,보조
392,Schritt::N,urrats,보조
393,Norden::N,ipar,북쪽 
394,Norden::N,iparralde,북쪽 
395,Süden::N,hego,남쪽
396,Süden::N,hegoalde,남쪽
397,Westen::N,sartalde,서쪽
398,Westen::N,mendebalde,서쪽
399,Osten::N,ekialde,동쪽
400,Osten::N,sortalde,동쪽
401,Holz::N,zur,목재
402,Brett::N,ohol,마루널
403,Platte::N,lauza,탤
404,Platte::N,lauza,금속판
405,Stütze::N,irozgarri,버팀목
406,Stütze::N,bermagailu,버팀목
407,Stange::N,haga,장대
408,Stock::N,makila,막대기
409,Stab::N,makila,작대기
410,Rohr::N,hodi,갈대
411,Haus::N,etxe,집
412,Heim::N,etxe,집
413,Heim::N,etxaleku,집
414,Ofen::N,berogailu,아궁이
415,Fußboden::N,zoru,마루
416,Tisch::N,mahai,탁자
417,Stuhl::N,aulki,의자
418,Wiege::N,kuma,발상지
419,Wiege::N,sehaska,발상지
420,Bett::N,ohe,침대
421,Bett::N,ohatze,침대
422,Regal::N,apalategi,서가
423,Kiste::N,kutxa,짐궤
424,Fenster::N,leiho,눔
425,Tür::N,ate,문
426,Tor::N,atari,대문
427,Zaun::N,hesi,담장
428,Dach::N,teilatu,지붕
429,Leiter::N,zurubi,사닥다리
430,Besen::N,erratz,비
431,Spaten::N,burdinpala,가래
432,Schaufel::N,pala,삽
433,Gabel::N,sardexka,갈래
434,Löffel::N,koilara,숟가락
435,Messer::N,aizto,나이프
436,Nagel::N,iltze,발툽
437,Netz::N,sare,그물
438,Haken::N,mako,갈고리
439,Griff::N,eskutoki,움켜쥠
440,Schloss::N,sarraila,자물쇠
441,Bild::N,irudi,그림
442,Figur::N,figura,몸메
443,Puppe::N,panpina,인형
444,Puppe::N,andrakila,인형
445,Beutel::N,zorro,클
446,Bündel::N,azao,자근다발
447,Bündel::N,espal,자근다발
448,Tasche::N,poltsa,가방
449,Eimer::N,treska,동이
450,Deckel::N,tapa,뚜껑
451,Deckel::N,estalki,뚜껑
452,Geschirr::N,baxera,식시
453,Geschirr::N,ontziteria,식시
454,Sack::N,zaku,조갑
455,Tasse::N,kikara,차잔
456,Topf::N,ontzi,단지
457,Topf::N,lapiko,단지
458,Kessel::N,pazia,주전자
459,Essen::N,janaldi,먹기
460,Nahrung::N,jan,식료
461,Speise::N,jaki,음식물
462,Fleisch::N,okela,고기
463,Fleisch::N,haragi,고기
464,Getreide::N,labore,곡물
465,Brei::N,ahi,젤리
466,Brei::N,pure,젤리
467,Brot::N,ogi,빵
468,Scheibe::N,xerra,원반
469,Scheibe::N,pirripita,원반
470,Fett::N,urin,기름
471,Fett::N,koipe,기름
472,Butter::N,gurin,버터
473,Öl::N,olio,올리브유
474,Salz::N,gatz,소금
475,Suppe::N,zopa,국
476,Suppe::N,zopa,수프
477,Suppe::N,salda,국
478,Suppe::N,salda,수프
479,Honig::N,ezti,감미
480,Milch::N,esne,유즙
481,Tee::N,te,차
482,Leder::N,larru,가죽
483,Wolle::N,artile,양털
484,Stoff::N,ehun,패료
485,Nadel::N,orratz,바늘
486,Nadel::N,jostorratz,바늘
487,Faden::N,hari,콘실
488,Knopf::N,botoi,단추
489,Knoten::N,korapilo,곁절
490,Farbe::N,pintura,색
491,Kleidung::N,arropa,옷입기
492,Kleidung::N,jantziak,옷입기
493,Hemd::N,atorra,속옷
494,Hemd::N,alkandora,속옷
495,Kragen::N,idun,깃
496,Ärmel::N,mahuka,소매
497,Hose::N,prakak,바지
498,Hose::N,galtzak,바지
499,Gürtel::N,gerriko,밴드
500,Mütze::N,txano,모자
501,Mütze::N,txapel,모자
502,Schuh::N,oski,구두
503,Schuh::N,oinetako,구두
504,Stiefel::N,bota,장화
505,Ring::N,uztai,고리
506,Band::N,zinta,리본
507,Band::N,xingola,리본
508,Kamm::N,orrazi,빗
509,Spiegel::N,mirail,거울
510,Riemen::N,uhal,가죽끈
511,Schnur::N,lokailu,밧줄
512,Leine::N,lotura,고삐줄
513,Decke::N,burusi,이부자리
514,Kissen::N,kuxin,깔개
515,Tuch::N,zapi,천
516,Tuch::N,oihal,천
517,Handtuch::N,eskuzapi,수건
518,Handtuch::N,eskuoihal,수건
519,Kraft::N,indar,세력
520,Stärke::N,indar,힘
521,Gesundheit::N,osasun,위생
522,Krankheit::N,eritasun,병
523,Krankheit::N,gaixotasun,병
524,Schmerz::N,min,아픔고통
525,Wunde::N,zauri,상처
526,Fieber::N,sukar,열별
527,Arznei::N,osagai,약
528,Arznei::N,sendagai,약
529,Brücke::N,zubi,교량
530,Brunnen::N,putzu,원천
531,Weide::N,alha,목장
532,Weide::N,bazkaleku,목장
533,Pfad::N,zidor,좁은길
534,Pfad::N,bidexka,좁은길
535,Weg::N,bide,길
536,Straße::N,errepide,길
537,Dorf::N,herri,촌
538,Dorf::N,herri,촌락
539,Stadt::N,hiri,도시
540,Brief::N,gutun,서한
541,Brief::N,eskutitz,서한
542,Buch::N,liburu,책
543,Buchstabe::N,hizki,문자
544,Zeitung::N,egunkari,신문
545,Leben::N,bizi,삶
546,Leben::N,bizitza,삶
547,Tod::N,herio,죽음
548,Tod::N,heriotza,죽음
549,Grab::N,hobi,무덤
550,Grab::N,hilobi,무덤
551,Kirche::N,eliza,교회
552,Sünde::N,hoben,부정
553,Sünde::N,bekatu,부정
554,Gott::N,jainko,하느님
555,Arbeiter::N,langile,일하는사람
556,Arbeiter::N,behargin,일하는사람
557,Chef::N,nagusi,사장
558,Meister::N,maisu,명인
559,Meister::N,maisu,대가
560,Arzt::N,osagile,의사
561,Arzt::N,sendagile,의사
562,Lehrer::N,irakasle,교사
563,Geld::N,diru,돈
564,Geschäft::N,negozio,일
565,Laden::N,denda,가게
566,Laden::N,saltegi,가게
567,Preis::N,prezio,가격
568,Preis::N,salneurri,가격
569,Ware::N,salgai,상품
570,Nutzen::N,onura,이익
571,Nutzen::N,probetxu,이익
572,Reichtum::N,aberastasun,많음
573,Welt::N,ludi,세상
574,Welt::N,mundu,세상
575,Land::N,herrialde,지방
576,Staat::N,estatu,국가
577,König::N,errege,국왕
578,Macht::N,botere,힘
579,Grenze::N,muga,국경
580,Krieg::N,guda,전쟁
581,Feind::N,etsai,적
582,Feind::N,arerio,적
583,Gewalt::N,bortxa,권력
584,Gewalt::N,bortizkeria,권력
585,Kampf::N,gudu,전투
586,Kampf::N,auska,전투
587,Bogen[Waffe]::N,arku,활
588,Pfeil::N,gezi,화살
589,Gewehr::N,fusil,무기
590,Fehler::N,huts,오류
591,Fehler::N,hutsegin,오류
592,Lüge::N,gezur,거짓말
593,Schaden::N,kalte,손상
594,Unglück::N,zoritxar,불행
595,Unglück::N,zorigaitz,불행
596,Schuld::N,erru,부채
597,Alter::N,adin,연령
598,Schluss::N,bukaera,마감
599,Zeit::N,aldi,때
600,Zeit::N,aldi,시간
601,Zeit::N,denbora,때
602,Zeit::N,denbora,시간
603,Tag::N,egun,하루
604,Morgen::N,goiz,이침
605,Mittag::N,eguerdi,대낮
606,Abend::N,arrats,저녁
607,Nacht::N,gau,밤
608,Woche::N,aste,근무일
609,Monat::N,hil,달
610,Jahr::N,urte,해
611,Frühling::N,udalehen,봄
612,Sommer::N,uda,여름
613,Herbst::N,udazken,가을
614,Herbst::N,neguantz,가을
615,Winter::N,negu,겨울
616,Januar::N,urtarril,일월
617,Februar::N,otsail,이월
618,März::N,martxo,삼월
619,April::N,apiril,사월
620,Mai::N,maiatz,오월
621,Juni::N,ekain,유월
622,Juli::N,uztail,칠월
623,August::N,abuztu,팔월
624,September::N,irail,구월
625,Oktober::N,urri,시월
626,November::N,azaro,십일월
627,Dezember::N,abendu,십이월
628,Montag::N,astelehen,월요일
629,Dienstag::N,astearte,화요일
630,Mittwoch::N,asteazken,수요일
631,Donnerstag::N,ostegun,모교일
632,Freitag::N,ostiral,그묘일
633,Samstag::N,larunbat,토요일
634,Sonntag::N,igande,일요일
635,groß::A,handi,큰
636,klein::A,txiki,자근
637,lang::A,luze,긴
638,kurz::A,labur,짧은
639,breit::A,zabal,넓은
640,schmal::A,mehar,좁은
641,dicht::A,sarri,농밀한
642,dicht::A,trinko,농밀한
643,dick[Gegenstand]::A,lodi,두꺼운
644,dünn::A,mehe,얇은
645,fein::A,fin,미세한
646,fest::A,tinko,굳은
647,flach::A,lau,얕은
648,flach::A,ordoki,얕은
649,glatt::A,leun,반들반들한
650,hart::A,gogor,굳은
651,weich::A,bigun,연한
652,weich::A,beratz,연한
653,rund::A,biribil,둥근
654,spitz::A,puntadun,뾰족한
655,scharf::A,zorrotz,날카로운
656,stumpf::A,kamuts,무딘
657,schwer::A,astun,무거운
658,schwer::A,pisutsu,무거운
659,schön::A,eder,멋진
660,heiß::A,bero,뜨거운
661,heiß::A,oso bero,뜨거운
662,warm::A,bero,따뜻한
663,kalt::A,hotz,찬
664,kühl::A,hotzil,서늘한
665,frisch::A,fresko,신선한
666,frisch::A,hozkirri,신선한
667,feucht::A,heze,축축한
668,nass::A,busti,젖은
669,trocken::A,siku,마른
670,trocken::A,lehor,마른
671,voll::A,bete,완전한
672,leer::A,huts,빈
673,offen::A,ireki,열린
674,geschlossen::A,itxita,닫힌
675,sauber::A,xahu,깨끗한
676,sauber::A,garbi,깨끗한
677,schmutzig::A,lohi,더러운
678,schmutzig::A,zikin,더러운
679,roh::A,gordin,날게잇의
680,reif::A,umo,이근
681,reif::A,heldu,이근
682,lecker::A,goxo,맛있는
683,süß::A,goxo,단
684,bitter::A,karmin,찌르는듯한
685,bitter::A,garratz,찌르는듯한
686,sauer::A,mingots,산성의
687,hell::A,argi,밝은
688,dunkel::A,ilun,어두운
689,schwarz::A,beltz,검은
690,weiß::A,zuri,하얀
691,rot::A,gorri,붉은
692,gelb::A,hori,황색
693,blau::A,urdin,푸른
694,grün::A,berde,녹색의
695,grün::A,musker,녹색의
696,grau::A,urdin,회색의
697,grau::A,urdinabar,회색의
698,bunt::A,koloretsu,알록달록한
699,billig::A,merke,싼
700,teuer::A,garesti,값비산
701,wertvoll::A,baliotsu,가치가많은
702,blind::A,itsu,눈먼
703,taub::A,gor,무감간한
704,kräftig::A,kementsu,강장한
705,stark::A,bizkor,강한
706,stark::A,indartsu,강한
707,schwach::A,ahul,약한
708,schwach::A,indargabe,약한
709,fett::A,gizen,실찐
710,schlank::A,lerden,호리호리한
711,hübsch::A,polit,예쁜
712,böse::A,tzar,나쁜
713,böse::A,gaizto,나쁜
714,dumm::A,lelo,어리석은
715,dumm::A,pello,어리석은
716,faul::A,nagi,너덜너덜한
717,faul::A,alfer,너덜너덜한
718,fleißig::A,maratz,근면한
719,fleißig::A,lanzale,근면한
720,geizig::A,zeken,인색한
721,geizig::A,zikoitz,인색한
722,klug::A,zuhur,
723,geschickt::A,trebe,교묘한
724,geschickt::A,antzetsu,교묘한
725,lieb::A,maite,친애하는
726,lieb::A,laztan,친애하는
727,lustig::A,alaitsu,유쾌한
728,sanft::A,eme,온화한
729,sanft::A,ezti,온화한
730,hungrig::A,gose,배고픈
731,krank::A,eri,병든
732,krank::A,gaixo,병든
733,nackt::A,biluzi,벌거벗은
734,traurig::A,itun,슬픈
735,traurig::A,betilun,슬픈
736,lebendig::A,bizirik,살아있는
737,gut::A,on,좋은
738,schlecht::A,txar,나쁜
739,richtig::A,zuzen,바른
740,schlimm::A,larri,못된
741,wahr::A,egiazko,참된
742,alt::A,zahar,늙은
743,neu::A,berri,새
744,ehemalig::A,lehengo,전의
745,alt[Lebewesen]::A,adindun,낡은
746,jung::A,gazte,젊은
747,arm::A,txiro,가난한
748,arm::A,behartsu,가난한
749,reich::A,dirudun,풍부한
750,bekannt::A,ezagun,저명한
751,berühmt::A,entzun,유명한
752,berühmt::A,ospetsu,유명한
753,fremd::A,arrotz,타처이
754,verschieden::A,ezberdin,따른
755,verschieden::A,desberdin,따른
756,nah::A,hurre,가까운
757,nah::A,hurbil,가까운
758,fern::A,urrun,먼
759,linker::A,ezker,왼쭉의
760,rechter::A,eskuin,오른쪽의
761,anderer::A,beste,다른
762,erster::A,lehen,첫째
763,erster::A,aurren,첫째
764,zweiter::A,bigarren,둘째
765,dritter::A,hirugarren,셋째
766,letzter::A,azken,의후자의
767,letzter::A,hondar,의후자의
768,allein::ADV,bakarrik,훌로
769,auf einmal::ADV,batera,갑자기
770,zusammen::ADV,elkarrekin,모아서
771,lange::ADV,luzaro,오래
772,plötzlich::ADV,bat-batean,둘연한
773,sofort::ADV,berehala,즉시
774,später::ADV,gero,보다늦은
775,jetzt::ADV,orain,목하
776,heute::ADV,gaur,오늘
777,morgen::ADV,bihar,내일
778,bald::ADV,aurki,곱
779,bald::ADV,laster,곱
780,dann::ADV,ondoren,그경우에
781,gestern::ADV,atzo,어제
782,einst::ADV,antzina,옛날에
783,damals::ADV,orduan,그때에
784,danach::ADV,gerora,그 뒤에
785,danach::ADV,ondoren,그 뒤에
786,vorher::ADV,lehenago,미리
787,zuerst::ADV,aurrena,최초로
788,zuerst::ADV,lehenbizi,최초로
789,einmal::ADV,behin,한번
790,einmal::ADV,aldi bat,한번
791,manchmal::ADV,batzuetan,땓대로
792,manchmal::ADV,zenbaitetan,땓대로
793,oft::ADV,maiz,땓대로
794,oft::ADV,askotan,땓대로
795,immer::ADV,beti,늘
796,niemals::ADV,inoiz ez,결코...(하지)않다
797,niemals::ADV,sekula ez,결코...(하지)않다
798,hier::ADV,hemen,여기
799,hierhin::ADV,hona,여기로
800,von hier::ADV,hemendik,
801,von hier::ADV,honetatik,
802,dort::ADV,han,거기
803,dorthin::ADV,hara,저기예
804,geradeaus::ADV,artez,곧장
805,vorwärts::ADV,aurrera,앞으로
806,rückwärts::ADV,atzera,뒤로
807,rückwärts::ADV,atzerantz,뒤로
808,zurück::ADV,atzera,제자리로
809,unten::ADV,behean,아래에
810,hinab::ADV,behera,아래쪽으로
811,hinab::ADV,beherantz,아래쪽으로
812,oben::ADV,goian,위에
813,hinauf::ADV,gora,위쪽으로
814,hinauf::ADV,gorantz,위쪽으로
815,überall::ADV,edonon,도처에
816,nicht::ADV,ez,안
817,ein wenig::ADV,apur bat,적음
818,ein wenig::ADV,pixka bat,적음
819,kaum::ADV,ozta,가의
820,kaum::ADV,nekez,가의
821,sehr::ADV,oso,자주
822,so::ADV,hala,그와같이
823,so::ADV,honela,그와같이
824,noch::ADV,oraindik,아직
825,nur::ADV,bakarrik,다만
826,schon::ADV,ja,이미
827,schon::ADV,jada,이미
828,wieder::ADV,berriro,다시
829,vergebens::ADV,alferrik,헛되이
830,vor::PRP,aurrean,앞에
831,hinter::PRP,ostean,뒤에
832,hinter::PRP,gibelean,뒤에
833,unter::PRP,pean,잍에
834,unter::PRP,azpian,잍에
835,durch::PRP,zehar,통고하여
836,neben::PRP,ondoan,와나란히
837,neben::PRP,aldamenean,와나란히
