,Concept_ID,it,vep
208,Fliege::N,mosca,kärbhaine
209,Schmetterling::N,farfalla,lipkaine
210,Beere::N,bacca,marj
211,Apfel::N,mela,jablok
212,Pilz::N,fungo,sen'
213,Pilz::N,fungo,babuk
214,Zwiebel::N,cipolla,lauk
215,Saat::N,semente,semned
216,Korn::N,grano,jüvä
217,Korn::N,grano,vill'
218,Heu::N,fieno,hein
219,Schale::N,buccia,kor'
220,Grube::N,cava,kop
221,Grube::N,fossa,kop
222,Falle::N,tràppola,rida
223,Schlinge::N,laccio,rihm
224,Spur::N,traccia,jäl'g
225,Asche::N,cenere,tuhk
226,Dreck::N,fango,redu
227,Dreck::N,fango,pačak
228,Eisen::N,ferro,raud
229,Gold::N,oro,kuld
230,Silber::N,argento,hobed
231,Kohle::N,carbone,hil'
232,Glas::N,vetro,stökol
233,Lehm::N,argilla,savi
234,Sand::N,arena,lete
235,Sand::N,sabbia,lete
236,Mensch::N,uomo,mez'
237,Mensch::N,uomo,ristit
238,Mensch::N,èssere umano,mez'
239,Mensch::N,èssere umano,ristit
240,Mann::N,uomo,mez'
241,Frau::N,donna,naine
242,Kind::N,bambino,laps'
243,Junge::N,ragazzo,poig
244,Junge::N,ragazzo,prihaine
245,Mädchen::N,ragazza,neičukaine
246,Familie::N,famiglia,kanz
247,Familie::N,famiglia,pereh
248,Großvater::N,nonno,ded
249,Großmutter::N,nonna,bab
250,Eltern::N,genitori,vanhembad
251,Eltern::N,genitori,kazvatajad
252,Vater::N,padre,tat
253,Mutter::N,madre,mam
254,Sohn::N,figlio,poig
255,Tochter::N,figlia,tütär
256,Bruder::N,fratello,veik
257,Bruder::N,fratello,vell'
258,Schwester::N,sorella,čiža
259,Schwester::N,sorella,sizar
260,Onkel::N,zio,däd'
261,Tante::N,zia,tädi
262,Ehemann::N,marito,mužik
263,Ehefrau::N,moglie,ak
264,Freude::N,gioia,ilo
265,Freude::N,gioia,ihastuz
266,Freude::N,piacere,ilo
267,Freude::N,piacere,ihastuz
268,Gelächter::N,risata,nagr
269,Glück::N,felicità,oza
270,Kummer::N,afflizione,gor'a
271,Wunsch::N,desiderio,taht
272,Lust::N,voglia,himo
273,Geist::N,mente,heng
274,Geist::N,spìrito,heng
275,Gedanke::N,idea,meletuz
276,Gedanke::N,pensiero,meletuz
277,Gedächtnis::N,memoria,mušt
278,Verstand::N,intelletto,mel'
279,Sinn::N,senso,jüvä
280,Sinn::N,significato,jüvä
281,Grund::N,causa,sü
282,Grund::N,motivo,sü
283,Grund::N,ragione,sü
284,Wahrheit::N,verità,tozi
285,Gespräch::N,discorso,lodu
286,Gespräch::N,discorso,pagin
287,Gespräch::N,conversazione,lodu
288,Gespräch::N,conversazione,pagin
289,Märchen::N,fiaba,sarn
290,Märchen::N,fàvola,sarn
291,Erzählung::N,racconto,sanutez
292,Erzählung::N,narrazione,sanutez
293,Nachricht::N,messaggio,tedotuz
294,Neuigkeit::N,notizia,uzištuz
295,Name::N,nome,nimi
296,Rätsel::N,indovinello,ozoitez
297,Rede::N,discorso,pagin
298,Rede::N,discorso,sanad
299,Sprache::N,lingua,kel'
300,Sprache::N,linguaggio,kel'
301,Stimme::N,voce,än'
302,Wort::N,parola,sana
303,Zeichen::N,segno,znam
304,Zeichen::N,segnale,znam
305,Ruf::N,chiamata,kida
306,Ruf::N,chiamata,kucund
307,Lärm::N,chiasso,judu
308,Lärm::N,strèpito,judu
309,Laut::N,suono,kulund
310,Ton::N,tono,kulund
311,Lied::N,canto,pajo
312,Lied::N,canzone,pajo
313,Ruhe::N,calma,lebu
314,Ruhe::N,tranquillità,lebu
315,Leute::N,gente,rahvaz
316,Volk::N,pòpolo,rahvaz
317,Arbeit::N,lavoro,tö
318,Arbeit::N,lavoro,rad
319,Gast::N,òspite,adiv
320,Gast::N,invitato,adiv
321,Geschenk::N,regalo,lahj
322,Spiel::N,gioco,vänd
323,Gesellschaft::N,compagnìa,sebr
324,Hilfe::N,aiuto,abu
325,Hilfe::N,soccorso,abu
326,Freund::N,amico,sebranik
327,Kamerad::N,camerata,sebranik
328,Angelegenheit::N,affare,azj
329,Angelegenheit::N,faccenda,azj
330,Anzahl::N,nùmero,lugu
331,Anzahl::N,quantità,lugu
332,Art::N,tipo,rod
333,Art::N,tipo,rodsugu
334,Art::N,specie,rod
335,Art::N,specie,rodsugu
336,Stück::N,pezzo,pala
337,Stück::N,pezzo,supal
338,Teil::N,parte,pala
339,Hälfte::N,metà,pol'
340,Kreis::N,cìrcolo,ümbruz
341,Kreis::N,cìrcolo,kehkruz
342,Kreuz::N,croce,rist
343,Linie::N,lìnea,pird
344,Strich::N,tratto,pird
345,Abstand::N,distanza,keskust
346,Entfernung::N,distanza,matk
347,Entfernung::N,lontananza,matk
348,Gegend::N,regione,taho
349,Platz::N,posto,avaruz'
350,Platz::N,spazio,avaruz'
351,Ort::N,luogo,koht
352,Ort::N,località,koht
353,Seite::N,lato,pol'
354,Seite::N,lato,kül'g
355,Seite::N,parte,pol'
356,Seite::N,parte,kül'g
357,Mitte::N,mezzo,kesk
358,Mitte::N,centro,kesk
359,Gegenstand::N,oggetto,kalu
360,Sache::N,cosa,azj
361,Rand::N,orlo,röun
362,Rand::N,bordo,röun
363,Kante::N,spìgolo,röun
364,Ecke::N,canto,saum
365,Spitze::N,punta,agjaine
366,Ende::N,capo,agj
367,Ende::N,estremità,agj
368,Loch::N,buco,reig
369,Winkel::N,àngolo,čoga
370,Winkel::N,àngolo,saum
371,Muster::N,disegno,kirjam
372,Größe::N,taglia,suruz'
373,Größe::N,grandezza,suruz'
374,Länge::N,lunghezza,piduz
375,Höhe::N,altezza,korktuz'
376,Gewicht::N,peso,jügu
377,Gewicht::N,peso,vedäduz
378,Menge::N,quantità,äjüz'
379,Haufen::N,cùmulo,kogo
380,Haufen::N,mucchio,kogo
381,Reihe::N,fila,rivi
382,Boot::N,barca,veneh
383,Boot::N,battello,veneh
384,Ruder::N,remo,air
385,Schlitten::N,slitta,regi
386,Schlitten::N,slitta,regut
387,Ski::N,sci,suks'
388,Lagerfeuer::N,falò,nodj
389,Lagerfeuer::N,falò,pažag
390,Lagerfeuer::N,fuoco di bivacco,nodj
391,Lagerfeuer::N,fuoco di bivacco,pažag
392,Last::N,càrico,jüguz
393,Gang::N,andata,astund
394,Schritt::N,passo,hašk
395,Norden::N,nord,pohjoine
396,Norden::N,settentrione,pohjoine
397,Süden::N,sud,suvi
398,Süden::N,meridione,suvi
399,Westen::N,òvest,päivlaskm
400,Westen::N,occidente,päivlaskm
401,Osten::N,est,päivnouzm
402,Osten::N,oriente,päivnouzm
403,Holz::N,legno,pu
404,Brett::N,asse,laud
405,Brett::N,tàvola,laud
406,Platte::N,lastra,keitim
407,Platte::N,piastra,keitim
408,Stütze::N,supporto,tugi
409,Stange::N,sbarra,arz'
410,Stange::N,pèrtica,arz'
411,Stock::N,verga,kalu
412,Stock::N,bastone,kalu
413,Stock::N,bacchetta,kalu
414,Stab::N,asta,seibaz
415,Rohr::N,tubo,torv
416,Haus::N,casa,pert'
417,Heim::N,casa,kodi
418,Ofen::N,stufa,päč
419,Fußboden::N,pavimento,lava
420,Tisch::N,tàvolo,laud
421,Tisch::N,tàvolo,stal'c
422,Stuhl::N,sedia,ištim
423,Wiege::N,culla,kätte
424,Bett::N,letto,sija
425,Bett::N,letto,magaduzsija
426,Regal::N,scaffale,palič
427,Kiste::N,cassa,mülütim
428,Fenster::N,finestra,ikun
429,Tür::N,porta,uks'
430,Tor::N,portone,verai
431,Zaun::N,recinto,aid
432,Dach::N,tetto,katuz
433,Leiter::N,scala,pordhad
434,Leiter::N,scala a pioli,pordhad
435,Besen::N,scopa,lud
436,Besen::N,scopa,vast
437,Spaten::N,vanga,labid
438,Schaufel::N,pala,labid
439,Gabel::N,forchetta,hangoine
440,Löffel::N,cucchiaio,luzik
441,Messer::N,coltello,veič
442,Nagel::N,chiodo,nagl
443,Netz::N,rete,verk
444,Haken::N,uncino,kouk
445,Griff::N,mànico,kägä
446,Griff::N,mànico,varz'
447,Griff::N,maniglia,kägä
448,Griff::N,maniglia,varz'
449,Schloss::N,serratura,lukkol
450,Bild::N,quadro,kuva
451,Bild::N,immàgine,kuva
452,Figur::N,figura,figur
453,Puppe::N,bàmbola,tätüine
454,Beutel::N,borsa,havad
455,Beutel::N,sacchetto,havad
456,Bündel::N,fascio,toppaz
457,Bündel::N,fascio,käč
458,Bündel::N,fagotto,toppaz
459,Bündel::N,fagotto,käč
460,Tasche::N,borsa,sumk
461,Eimer::N,secchio,vädr
462,Deckel::N,coperchio,katuz
463,Geschirr::N,stoviglie,astii
464,Sack::N,sacco,havad
465,Tasse::N,tazza,čašk
466,Topf::N,pèntola,pada
467,Kessel::N,paiolo,katil
468,Kessel::N,calderone,katil
469,Essen::N,pasto,sönd
470,Essen::N,mangiare,sönd
471,Nahrung::N,cibo,söm
472,Nahrung::N,alimento,söm
473,Speise::N,piatto,sömine
474,Fleisch::N,carne,liha
475,Getreide::N,cereali,vill'
476,Brei::N,purè,pudr
477,Brei::N,pappa,pudr
478,Brot::N,pane,leib
479,Scheibe::N,fetta,bibaleh
480,Scheibe::N,fetta,šlik
481,Scheibe::N,trancia,bibaleh
482,Scheibe::N,trancia,šlik
483,Fett::N,grasso,razv
484,Butter::N,burro,voi
485,Öl::N,olio,voi
486,Salz::N,sale,sol
487,Suppe::N,zuppa,lem'
488,Suppe::N,zuppa,keitoz
489,Suppe::N,minestra,lem'
490,Suppe::N,minestra,keitoz
491,Honig::N,miele,mezi
492,Milch::N,latte,maid
493,Tee::N,tè,čai
494,Leder::N,pelle,nahk
495,Wolle::N,lana,vill
496,Stoff::N,panno,kangaz
497,Stoff::N,tessuto,kangaz
498,Nadel::N,ago,negl
499,Faden::N,filo,nit'
500,Knopf::N,bottone,nübl'
501,Knoten::N,nodo,sol'm
502,Farbe::N,pittura,muju
503,Kleidung::N,vestiti,sobad
504,Kleidung::N,vestiario,sobad
505,Hemd::N,camicia,paid
506,Kragen::N,bàvero,kagluz
507,Kragen::N,colletto,kagluz
508,Ärmel::N,mànica,hijam
509,Hose::N,calzoni,štanad
510,Gürtel::N,cintura,vö
511,Mütze::N,berretto,šapuk
512,Schuh::N,scarpa,keng'
513,Stiefel::N,stivale,sapug
514,Ring::N,anello,rengaz
515,Band::N,nastro,lentaine
516,Band::N,fettuccia,lentaine
517,Kamm::N,pèttine,suga
518,Spiegel::N,specchio,zerkol
519,Riemen::N,cinghia,vö
520,Schnur::N,corda,nor
521,Leine::N,guinzaglio,talutimnor
522,Decke::N,coperta,sijakatuz
523,Kissen::N,cuscino,pöluz
524,Kissen::N,guanciale,pöluz
525,Tuch::N,fazzoletto,paik
526,Handtuch::N,asciugamano,käzipaik
527,Kraft::N,forza,vägi
528,Stärke::N,forza,vahvuz'
529,Stärke::N,vigore,vahvuz'
530,Stärke::N,fortezza,vahvuz'
531,Gesundheit::N,salute,tervhuz
532,Krankheit::N,malattìa,läžund
533,Schmerz::N,dolore,kibu
534,Wunde::N,piaga,čapatez
535,Wunde::N,ferita,čapatez
536,Fieber::N,febbre,säru
537,Arznei::N,fàrmaco,zel'l'
538,Arznei::N,medicina,zel'l'
539,Brücke::N,ponte,sild
540,Brunnen::N,pozzo,kaiv
541,Weide::N,pàscolo,omaluine
542,Pfad::N,sentiero,tehut
543,Weg::N,via,te
544,Weg::N,cammino,te
545,Straße::N,strada,te
546,Dorf::N,paese,külä
547,Dorf::N,villaggio,külä
548,Stadt::N,città,lidn
549,Brief::N,lèttera,kirjeine
550,Buch::N,libro,kirj
551,Buchstabe::N,lèttera,kirjam
552,Zeitung::N,giornale,lehtez
553,Leben::N,vita,elo
554,Tod::N,morte,surm
555,Grab::N,tomba,kaum
556,Grab::N,sepolcro,kaum
557,Kirche::N,chiesa,jumalanpert'
558,Sünde::N,peccato,grähk
559,Gott::N,dio,jumal
560,Arbeiter::N,operaio,radnik
561,Arbeiter::N,lavoratore,radnik
562,Chef::N,capo,pämez'
563,Chef::N,padrone,pämez'
564,Meister::N,mastro,mastar
565,Meister::N,maestro,mastar
566,Arzt::N,mèdico,lekar'
567,Arzt::N,dottore,lekar'
568,Lehrer::N,professore,opendai
569,Geld::N,soldi,rahad
570,Geld::N,denaro,rahad
571,Geschäft::N,affare,biznes
572,Geschäft::N,negozio,biznes
573,Laden::N,negozio,lauk
574,Preis::N,prezzo,arv
575,Ware::N,merce,tavar
576,Nutzen::N,ùtile,liža
577,Nutzen::N,profitto,liža
578,Reichtum::N,ricchezza,kodielo
579,Reichtum::N,ricchezza,kal'huz'
580,Welt::N,mondo,mail'm
581,Land::N,paese,ma
582,Staat::N,Stato,valdkund
583,König::N,re,kunigaz
584,Macht::N,potere,vald
585,Grenze::N,confine,röun
586,Grenze::N,frontiera,röun
587,Krieg::N,guerra,soda
588,Feind::N,nemico,vihanik
589,Feind::N,nemico,vastustai
590,Gewalt::N,violenza,vägivald
591,Kampf::N,lotta,tora
592,Bogen[Waffe]::N,arco,taug
593,Pfeil::N,freccia,nol
594,Gewehr::N,fucile,oružj
595,Fehler::N,errore,viga
596,Fehler::N,sbaglio,viga
597,Lüge::N,bugìa,kelastuz
598,Lüge::N,menzogna,kelastuz
599,Schaden::N,danno,pahuz'
600,Unglück::N,sfortuna,bed
601,Unglück::N,sfortuna,gor'a
602,Schuld::N,colpa,värhuz'
603,Alter::N,età,igä
604,Schluss::N,fine,lop
605,Zeit::N,tempo,aig
606,Tag::N,giorno,päiv
607,Tag::N,giornata,päiv
608,Morgen::N,mattina,homendez
609,Mittag::N,mezzogiorno,keskpäiv
610,Abend::N,sera,eht
611,Abend::N,serata,eht
612,Nacht::N,notte,ö
613,Woche::N,settimana,nedal'
614,Monat::N,mese,ku
615,Jahr::N,anno,voz'
616,Frühling::N,primavera,keväz'
617,Sommer::N,estate,keza
618,Herbst::N,autunno,sügüz'
619,Winter::N,inverno,tal'v
620,Januar::N,gennaio,viluku
621,Februar::N,febbraio,uhoku
622,März::N,marzo,keväz'ku
623,April::N,aprile,sulaku
624,Mai::N,maggio,semendku
625,Juni::N,giugno,kezaku
626,Juli::N,luglio,heinku
627,August::N,agosto,eloku
628,September::N,settembre,sügüz'ku
629,Oktober::N,ottobre,reduku
630,November::N,novembre,kül'mku
631,Dezember::N,dicembre,tal'vku
632,Montag::N,lunedì,ezmärg
633,Dienstag::N,martedì,tožnarg
634,Mittwoch::N,mercoledì,koumanz'päiv
635,Donnerstag::N,giovedì,nellänz'päiv
636,Freitag::N,venerdì,pätnič
637,Freitag::N,venerdì,videnz'päiv
638,Samstag::N,sàbato,sobat
639,Sonntag::N,domenica,pühäpäiv
640,groß::A,grande,sur'
641,groß::A,grande,järed
642,klein::A,pìccolo,pen'
643,klein::A,pìccolo,pičuine
644,lang::A,lungo,pit'k
645,kurz::A,corto,lühüd
646,breit::A,largo,leved
647,schmal::A,stretto,kaid
648,dicht::A,denso,tihed
649,dick[Gegenstand]::A,spesso,paks
650,dünn::A,sottile,hoik
651,fein::A,fine,hen
652,fein::A,delicato,hen
653,fest::A,sodo,luja
654,fest::A,sodo,ninev
655,fest::A,fisso,luja
656,fest::A,fisso,ninev
657,flach::A,piano,lapak
658,flach::A,piatto,lapak
659,glatt::A,liscio,siled
660,hart::A,duro,kova
661,weich::A,molle,pehmed
662,rund::A,rotondo,kehker
663,spitz::A,aguzzo,nügu
664,spitz::A,aguzzo,terav
665,spitz::A,appuntito,nügu
666,spitz::A,appuntito,terav
667,scharf::A,affilato,terav
668,scharf::A,tagliente,terav
669,stumpf::A,smussato,tül'c
670,schwer::A,pesante,jüged
671,schön::A,bello,čoma
672,heiß::A,caldo,räk
673,heiß::A,bollente,räk
674,warm::A,caldo,läm'
675,kalt::A,freddo,vilu
676,kühl::A,fresco,raibak
677,kühl::A,fresco,viluhk
678,frisch::A,fresco,lahed
679,feucht::A,ùmido,neps
680,feucht::A,ùmido,toreh
681,nass::A,bagnato,märg
682,trocken::A,secco,kuiv
683,voll::A,pieno,täuz'
684,leer::A,vuoto,joudai
685,offen::A,aperto,avoin
686,offen::A,aperto,avol'jaine
687,geschlossen::A,chiuso,saubaline
688,sauber::A,netto,puhtaz
689,sauber::A,pulito,puhtaz
690,schmutzig::A,sporco,redukaz
691,schmutzig::A,sùdicio,redukaz
692,roh::A,crudo,rohk
693,roh::A,crudo,toreh
694,reif::A,maturo,küps
695,lecker::A,ghiotto,magukaz
696,lecker::A,squisito,magukaz
697,süß::A,dolce,maged
698,bitter::A,amaro,karged
699,sauer::A,aspro,muiged
700,sauer::A,acerbo,muiged
701,hell::A,chiaro,kirkas
702,hell::A,chiaro,valgei
703,dunkel::A,buio,pimed
704,dunkel::A,oscuro,pimed
705,schwarz::A,nero,must
706,weiß::A,bianco,vauged
707,rot::A,rosso,rusked
708,gelb::A,giallo,pakuine
709,blau::A,blu,sinine
710,blau::A,azzurro,sinine
711,grün::A,verde,vihand
712,grau::A,grigio,hahk
713,bunt::A,variopinto,kirjav
714,billig::A,a buon prezzo,odav
715,billig::A,a buon mercato,odav
716,teuer::A,caro,kalliž
717,wertvoll::A,prezioso,arvokas
718,blind::A,cieco,soged
719,taub::A,sordo,kurdiž
720,kräftig::A,forte,vägev
721,kräftig::A,robusto,vägev
722,stark::A,forte,vahv
723,stark::A,forte,vägekaz
724,stark::A,vigoroso,vahv
725,stark::A,vigoroso,vägekaz
726,schwach::A,dèbole,väll'
727,fett::A,grasso,razvakaz
728,schlank::A,snello,kapos
729,schlank::A,slanciato,kapos
730,hübsch::A,bello,čoma
731,hübsch::A,carino,čoma
732,böse::A,cattivo,äred
733,böse::A,cattivo,käred
734,dumm::A,stùpido,el'getoi
735,faul::A,pigro,lašk
736,fleißig::A,diligente,radonnavedii
737,geizig::A,avaro,ažlak
738,klug::A,intelligente,melev
739,klug::A,intelligente,melekaz
740,geschickt::A,àbile,mahtokaz
741,lieb::A,caro,izo
742,lieb::A,caro,sula
743,lustig::A,gaio,ilokaz
744,lustig::A,allegro,ilokaz
745,sanft::A,dolce,laskav
746,hungrig::A,affamato,näl'ghine
747,krank::A,malato,läžui
748,krank::A,infermo,läžui
749,nackt::A,nudo,alastoi
750,traurig::A,triste,opalahine
751,lebendig::A,vivo,eläb
752,gut::A,buono,hüvä
753,schlecht::A,cattivo,huba
754,richtig::A,giusto,oiged
755,schlimm::A,grave,paha
756,wahr::A,vero,todesine
757,alt::A,vecchio,vanh
758,neu::A,nuovo,uz'
759,ehemalig::A,vecchio,edeline
760,ehemalig::A,d'una_volta,edeline
761,alt[Lebewesen]::A,anziano,ravaz
762,jung::A,giovane,nor'
763,arm::A,pòvero,gol'l'
764,reich::A,ricco,elokaz
765,bekannt::A,noto,tutab
766,bekannt::A,conosciuto,tutab
767,berühmt::A,famoso,tetab
768,berühmt::A,cèlebre,tetab
769,fremd::A,estràneo,veraz
770,fremd::A,straniero,veraz
771,verschieden::A,diverso,erazvuitte
772,verschieden::A,differente,erazvuitte
773,nah::A,vicino,läheline
774,nah::A,propinquo,läheline
775,fern::A,lontano,edahaine
776,linker::A,sinistro,hura
777,rechter::A,destro,oiged
778,anderer::A,altro,toine
779,erster::A,primo,ezmäine
780,zweiter::A,secondo,toine
781,dritter::A,terzo,koumanz'
782,letzter::A,ùltimo,jäl'gmäine
783,allein::ADV,solo,üksnäze
784,allein::ADV,da solo,üksnäze
785,auf einmal::ADV,insieme,ühten aigan
786,zusammen::ADV,insieme,ühtes
787,lange::ADV,a lungo,hätken
788,plötzlich::ADV,all'improvviso,äkkid
789,sofort::ADV,sùbito,kerdalaz
790,sofort::ADV,all'istante,kerdalaz
791,später::ADV,più tardi,möhemba
792,jetzt::ADV,ora,nügüd'
793,jetzt::ADV,adesso,nügüd'
794,heute::ADV,oggi,tämbei
795,morgen::ADV,domani,homen
796,bald::ADV,presto,pigai
797,bald::ADV,tra poco,pigai
798,dann::ADV,allora,sid'
799,gestern::ADV,ieri,eglai
800,einst::ADV,prima,ende
801,einst::ADV,prima,kerdan
802,einst::ADV,un tempo,ende
803,einst::ADV,un tempo,kerdan
804,damals::ADV,allora,siloi
805,danach::ADV,poi,sid'
806,danach::ADV,dopo,sid'
807,vorher::ADV,prima,ende
808,zuerst::ADV,prima,ezmäi
809,zuerst::ADV,dapprima,ezmäi
810,einmal::ADV,una volta,kerdan
811,manchmal::ADV,talvolta,erašti
812,manchmal::ADV,qualche volta,erašti
813,oft::ADV,spesso,paksus
814,immer::ADV,sempre,kaiken
815,niemals::ADV,non mai,ei nikonz
816,hier::ADV,qua,täs
817,hier::ADV,qua,tägä
818,hierhin::ADV,qua,tänna
819,von hier::ADV,ne,täspäi
820,von hier::ADV,ne,sid'päi
821,von hier::ADV,da qui,täspäi
822,von hier::ADV,da qui,sid'päi
