,Concept_ID,se,pl
176,Schulter::N,uál'gi,bark
177,Schulter::N,uál'gi,ramię
178,Schulter::N,a´rddi,bark
179,Schulter::N,a´rddi,ramię
180,Schulter::N,vuä´lǧǧ,bark
181,Schulter::N,vuä´lǧǧ,ramię
182,Schulter::N,вуэллык,bark
183,Schulter::N,вуэллык,ramię
184,Arm::N,gïete,ręka
185,Arm::N,gïete,ramię
186,Arm::N,giehta,ręka
187,Arm::N,giehta,ramię
188,Arm::N,giehta,ręka
189,Arm::N,giehta,ramię
190,Arm::N,kietâ,ręka
191,Arm::N,kietâ,ramię
192,Arm::N,kie'tâkaaṿâ,ręka
193,Arm::N,kie'tâkaaṿâ,ramię
194,Arm::N,ǩiõtt,ręka
195,Arm::N,ǩiõtt,ramię
196,Arm::N,кӣдт,ręka
197,Arm::N,кӣдт,ramię
198,Ellenbogen::N,gernjere,łokieć
199,Ellenbogen::N,garŋŋel,łokieć
200,Ellenbogen::N,gargŋil,łokieć
201,Ellenbogen::N,käŋŋir,łokieć
202,Ellenbogen::N,kõõnjâr,łokieć
203,Ellenbogen::N,карьнэль,łokieć
204,Hand::N,gïete,dłoń
205,Hand::N,giehta,dłoń
206,Hand::N,giehta,dłoń
207,Hand::N,kietâ,dłoń
208,Hand::N,ǩiõtt,dłoń
209,Hand::N,кӣдт,dłoń
210,Handfläche::N,gïeten-låapoe,dłoń
211,Handfläche::N,giehtavuodo,dłoń
212,Handfläche::N,tjårmmåvuodo,dłoń
213,Handfläche::N,giehtaloahpu,dłoń
214,Handfläche::N,kiämád,dłoń
215,Handfläche::N,kuámmir,dłoń
216,Handfläche::N,kuä´m'mer,dłoń
217,Handfläche::N,ǩiõttǩeä´m'men,dłoń
218,Handfläche::N,ко̄а̄ллдэгк,dłoń
219,Handfläche::N,кӣдткоалдэгк,dłoń
220,Finger::N,soerme,palec
221,Finger::N,tjuvdde,palec
222,Finger::N,suorbma,palec
223,Finger::N,čuvde,palec
224,Finger::N,suor'mâ,palec
225,Finger::N,suõrmm,palec
226,Finger::N,це̄ххп,palec
227,Fingernagel::N,gadtse,paznokieć
228,Fingernagel::N,guehpere,paznokieć
229,Fingernagel::N,gadtsa,paznokieć
230,Fingernagel::N,gazza,paznokieć
231,Fingernagel::N,kozzâ,paznokieć
232,Fingernagel::N,kõʒʒ,paznokieć
233,Fingernagel::N,кэ̄ннц,paznokieć
234,Nagel[Anatomie]::N,gadtse,paznokieć
235,Nagel[Anatomie]::N,guehpere,paznokieć
236,Nagel[Anatomie]::N,gadtsa,paznokieć
237,Nagel[Anatomie]::N,gazza,paznokieć
238,Nagel[Anatomie]::N,kozzâ,paznokieć
239,Nagel[Anatomie]::N,kõʒʒ,paznokieć
240,Nagel[Anatomie]::N,кэ̄ннц,paznokieć
241,Zeh::N,tjiehtjere,palec
242,Zeh::N,juolggetjuvdde,palec
243,Zeh::N,juolgesuorbma,palec
244,Zeh::N,jyel'gisuor'mâ,palec
245,Zeh::N,jue´lǧǧsuõrmm,palec
246,Zeh::N,ю̄лльк-це̄һп,palec
247,Fuß::N,juelkie,stopa
248,Fuß::N,juolgge,stopa
249,Fuß::N,juolgi,stopa
250,Fuß::N,jyel'gi,stopa
251,Fuß::N,jue´lǧǧ,stopa
252,Fuß::N,ла̄бпь,stopa
253,Ferse::N,båetskie,pięta
254,Ferse::N,boasske,pięta
255,Ferse::N,šušmi,pięta
256,Ferse::N,šušme,pięta
257,Ferse::N,jue´lǧǧkädd,pięta
258,Ferse::N,ка̄ннт,pięta
259,Knie::N,boelve,kolano
260,Knie::N,buolvva,kolano
261,Knie::N,čibbi,kolano
262,Knie::N,veaŋki,kolano
263,Knie::N,iidâ,kolano
264,Knie::N,puõlvv,kolano
265,Knie::N,пуллв,kolano
266,Oberschenkel::N,ruaksja,udo
267,Oberschenkel::N,tjibbe,udo
268,Oberschenkel::N,gassaváhkká,udo
269,Oberschenkel::N,badjeváhkáa,udo
270,Oberschenkel::N,čuár'bpeeḷi,udo
271,Oberschenkel::N,če´bb,udo
272,Oberschenkel::N,чуаррбе̄лль,udo
273,Bein::N,juelkie,noga
274,Bein::N,juolgge,noga
275,Bein::N,juolgi,noga
276,Bein::N,jyel'gi,noga
277,Bein::N,jue´lǧǧ,noga
278,Bein::N,ю̄лльк,noga
279,Körper::N,kråahpe,ciało
280,Körper::N,rumáj,ciało
281,Körper::N,rumaš,ciało
282,Körper::N,ruumâš,ciało
283,Körper::N,rå´pp,ciało
284,Körper::N,лышшьк,ciało
285,Körper::N,роаӈӈьк,ciało
286,Haut::N,njaltja,skóra
287,Haut::N,lijkke,skóra
288,Haut::N,tjuobma,skóra
289,Haut::N,liiki,skóra
290,Haut::N,liške,skóra
291,Haut::N,le´šǩǩ,skóra
292,Haut::N,лышшьк,skóra
293,Blut::N,vïrre,krew
294,Blut::N,maelie,krew
295,Blut::N,varra,krew
296,Blut::N,varra,krew
297,Blut::N,vorrâ,krew
298,Blut::N,võrr,krew
299,Blut::N,вэ̄рр,krew
300,Ader::N,åerie,żyła
301,Ader::N,aajroe,żyła
302,Ader::N,suodna,żyła
303,Ader::N,varrasuotna,żyła
304,Ader::N,suoṇâ,żyła
305,Ader::N,suõnn,żyła
306,Ader::N,сӯнн,żyła
307,Sehne::N,soene,ścięgno
308,Sehne::N,gåårtenje,ścięgno
309,Sehne::N,suodna,ścięgno
310,Sehne::N,suotna,ścięgno
311,Sehne::N,suoṇâ,ścięgno
312,Sehne::N,suõnn,ścięgno
313,Sehne::N,сӯнн,ścięgno
314,Knochen::N,måara,kość
315,Knochen::N,måaroe,kość
316,Knochen::N,dákte,kość
317,Knochen::N,dákti,kość
318,Knochen::N,tähti,kość
319,Knochen::N,tä´htt,kość
320,Knochen::N,та̄ххт,kość
321,Knochen::N,та̄ффьт,kość
322,Gehirn::N,aajla,mózg
323,Gehirn::N,vuojŋam,mózg
324,Gehirn::N,vuoigŋašat,mózg
325,Gehirn::N,vuoi'ŋâšeh,mózg
326,Gehirn::N,vuo'ivâšneh,mózg
327,Gehirn::N,vuõivâšn,mózg
328,Gehirn::N,вуэййвэшна,mózg
329,Herz::N,vaajmoe,serce
330,Herz::N,tsåhke,serce
331,Herz::N,váibmu,serce
332,Herz::N,váimu,serce
333,Herz::N,čââ´đ,serce
334,Herz::N,кӯттҌк,serce
335,Magen::N,tjåejjie,żołądek
336,Magen::N,tjoajvve,żołądek
337,Magen::N,čoavji,żołądek
338,Magen::N,čuáv'ji,żołądek
339,Magen::N,čåu´jj,żołądek
340,Magen::N,чо̄ввьй,żołądek
341,Leber::N,mueksie,wątroba
342,Leber::N,librre,wątroba
343,Leber::N,vuoivvas,wątroba
344,Leber::N,vuoivâs,wątroba
345,Leber::N,vuõivâs,wątroba
346,Leber::N,вуйвас,wątroba
347,Atem::N,voejngehtasse,dech
348,Atem::N,voejngehtasse,oddech
349,Atem::N,båssånis,dech
350,Atem::N,båssånis,oddech
351,Atem::N,vuojŋadahka,dech
352,Atem::N,vuojŋadahka,oddech
353,Atem::N,vuoiŋŋahat,dech
354,Atem::N,vuoiŋŋahat,oddech
355,Atem::N,vuo'iŋâstim,dech
356,Atem::N,vuo'iŋâstim,oddech
357,Atem::N,jiõg'g,dech
358,Atem::N,jiõg'g,oddech
359,Atem::N,вӯйнас,dech
360,Atem::N,вӯйнас,oddech
361,Atem::N,вӯййнмушш,dech
362,Atem::N,вӯййнмушш,oddech
363,Hunger::N,nielkie,głód
364,Hunger::N,nielgge,głód
365,Hunger::N,nealgi,głód
366,Hunger::N,nelgi,głód
367,Hunger::N,neä´lǧǧ,głód
368,Hunger::N,не̄лльк,głód
369,Träne::N,gïknjele,łza
370,Träne::N,ganjál,łza
371,Träne::N,ganjal,łza
372,Träne::N,koonjâl,łza
373,Träne::N,kõõnjâl,łza
374,Träne::N,кэ̄нял,łza
375,Geschmack::N,aelmie,smak
376,Geschmack::N,muosse,smak
377,Geschmack::N,smáhkka,smak
378,Geschmack::N,máhku,smak
379,Geschmack::N,smáhkka,smak
380,Geschmack::N,mááhu,smak
381,Geschmack::N,smakkâ,smak
382,Geschmack::N,njõõd,smak
383,Geschmack::N,smääkk,smak
384,Geschmack::N,ня̄лльк,smak
385,Geruch::N,haaje,woń
386,Geruch::N,haaje,zapach
387,Geruch::N,habjja,woń
388,Geruch::N,habjja,zapach
389,Geruch::N,hádja,woń
390,Geruch::N,hádja,zapach
391,Geruch::N,opsâ,woń
392,Geruch::N,opsâ,zapach
393,Geruch::N,haajâ,woń
394,Geruch::N,haajâ,zapach
395,Geruch::N,õpss,woń
396,Geruch::N,õpss,zapach
397,Geruch::N,haajj,woń
398,Geruch::N,haajj,zapach
399,Geruch::N,апс,woń
400,Geruch::N,апс,zapach
401,Geruch::N,лэ̄гк,woń
402,Geruch::N,лэ̄гк,zapach
403,Schlaf::N,nahkerh,sen
404,Schlaf::N,nager,sen
405,Schlaf::N,oados,sen
406,Schlaf::N,nagir,sen
407,Schlaf::N,naṿer,sen
408,Schlaf::N,nââ´er,sen
409,Schlaf::N,нагерь,sen
410,Traum::N,nahkere,sen
411,Traum::N,niehko,sen
412,Traum::N,niehku,sen
413,Traum::N,naṿer,sen
414,Traum::N,nââ´er,sen
415,Traum::N,нагерь,sen
416,Himmel::N,elmie,niebo
417,Himmel::N,almme,niebo
418,Himmel::N,albmi,niebo
419,Himmel::N,alme,niebo
420,Himmel::N,â´lmm,niebo
421,Himmel::N,алльм,niebo
422,Sonne::N,biejjie,słońce
423,Sonne::N,bæjvásj,słońce
424,Sonne::N,beaivváš,słońce
425,Sonne::N,peivi,słońce
426,Sonne::N,piäiváš,słońce
427,Sonne::N,pei´vv,słońce
428,Sonne::N,пе̄ййв,słońce
429,Mond::N,aske,księżyc
430,Mond::N,mánno,księżyc
431,Mond::N,mánnu,księżyc
432,Mond::N,máánu,księżyc
433,Mond::N,mään,księżyc
434,Mond::N,ма̄нн,księżyc
435,Stern::N,daasta,gwiazda
436,Stern::N,naestie,gwiazda
437,Stern::N,násste,gwiazda
438,Stern::N,násti,gwiazda
439,Stern::N,täsni,gwiazda
440,Stern::N,tä´snn,gwiazda
441,Stern::N,та̄ссьт,gwiazda
442,Luft::N,elmie,powietrze
443,Luft::N,ájmmo,powietrze
444,Luft::N,áibmu,powietrze
445,Luft::N,áimu,powietrze
446,Luft::N,šõŋŋ,powietrze
447,Luft::N,вӯйнас,powietrze
448,Wind::N,bïegke,wiatr
449,Wind::N,biegga,wiatr
450,Wind::N,biegga,wiatr
451,Wind::N,pieg'gâ,wiatr
452,Wind::N,piõg'g,wiatr
453,Wind::N,пӣӈӈк,wiatr
454,Welle::N,baaroe,fala
455,Welle::N,bárro,fala
456,Welle::N,bárru,fala
457,Welle::N,pááṛu,fala
458,Welle::N,päärr,fala
459,Welle::N,нэ̄ммп,fala
460,Wasser::N,tjaetsie,woda
461,Wasser::N,tjáhtje,woda
462,Wasser::N,čáhci,woda
463,Wasser::N,čääci,woda
464,Wasser::N,čää´cc,woda
465,Wasser::N,ча̄дзь,woda
466,Stein::N,gierkie,kamień
467,Stein::N,giergge,kamień
468,Stein::N,geađgi,kamień
469,Stein::N,keđgi,kamień
470,Stein::N,ǩeä´dǧǧ,kamień
471,Stein::N,ке̄ддҌк,kamień
472,Boden::N,betnie,grunt
473,Boden::N,ednam,grunt
474,Boden::N,bodni,grunt
475,Boden::N,vuođđu,grunt
476,Boden::N,ponne,grunt
477,Boden::N,vuáđ̣u,grunt
478,Boden::N,vuâđđ,grunt
479,Boden::N,лаввьн,grunt
480,Boden::N,е̄ммьне,grunt
481,Erde::N,jåarta,ziemia
482,Erde::N,mueltie,ziemia
483,Erde::N,ednam,ziemia
484,Erde::N,mållde,ziemia
485,Erde::N,eana,ziemia
486,Erde::N,eennâm,ziemia
487,Erde::N,mädd,ziemia
488,Erde::N,jânnam,ziemia
489,Erde::N,е̄ммьне,ziemia
490,Staub::N,heblie,pył
491,Staub::N,heblie,kurz
492,Staub::N,tsumhtsie,pył
493,Staub::N,tsumhtsie,kurz
494,Staub::N,dubme,pył
495,Staub::N,dubme,kurz
496,Staub::N,dopmu,pył
497,Staub::N,dopmu,kurz
498,Staub::N,kovjâ,pył
499,Staub::N,kovjâ,kurz
500,Staub::N,põõ´l,pył
501,Staub::N,põõ´l,kurz
502,Staub::N,кэ̄ббьй,pył
503,Staub::N,кэ̄ббьй,kurz
504,Rauch::N,soeve,dym
505,Rauch::N,suovva,dym
506,Rauch::N,suovva,dym
507,Rauch::N,suoṿâ,dym
508,Rauch::N,suõvv,dym
509,Rauch::N,сӯвв,dym
510,Funke::N,naestie,iskra
511,Funke::N,tjuonam,iskra
512,Funke::N,čuotnan,iskra
513,Funke::N,čuođâlm,iskra
514,Funke::N,iiskâr,iskra
515,Funke::N,čuõzzâm,iskra
516,Funke::N,чӯссэм,iskra
517,Feuer::N,dålle,ogień
518,Feuer::N,dållå,ogień
519,Feuer::N,dolla,ogień
520,Feuer::N,tullâ,ogień
521,Feuer::N,toll,ogień
522,Feuer::N,то̄лл,ogień
523,Licht::N,tjoevke,światło
524,Licht::N,tjuovgga,światło
525,Licht::N,čuovga,światło
526,Licht::N,čuovggas,światło
527,Licht::N,čuoṿâ,światło
528,Licht::N,toll,światło
529,Licht::N,čuõvv,światło
530,Licht::N,то̄лл,światło
531,Schatten::N,skugkie,cień
532,Schatten::N,soejvene,cień
533,Schatten::N,irkes,cień
534,Schatten::N,sieges,cień
535,Schatten::N,itku,cień
536,Schatten::N,suoivâ,cień
537,Schatten::N,õõtt,cień
538,Schatten::N,ǩeeu´niǩ,cień
539,Schatten::N,кывьнэхь,cień
540,Wetter::N,vïerhtse,pogoda
541,Wetter::N,dálkke,pogoda
542,Wetter::N,dálki,pogoda
543,Wetter::N,šoŋŋâ,pogoda
544,Wetter::N,šõŋŋ,pogoda
545,Wetter::N,шэ̄ӈӈ,pogoda
546,Nebel::N,såavla,mgła
547,Nebel::N,mearhka,mgła
548,Nebel::N,murkko,mgła
549,Nebel::N,mierkká,mgła
550,Nebel::N,mierká,mgła
551,Nebel::N,miär'kká,mgła
552,Nebel::N,oṃo,mgła
553,Nebel::N,sue´lnn,mgła
554,Nebel::N,цӣгк,mgła
555,Nebel::N,сулльн,mgła
556,Wolke::N,balve,obłok
557,Wolke::N,balve,chmura
558,Wolke::N,balvva,obłok
559,Wolke::N,balvva,chmura
560,Wolke::N,balva,obłok
561,Wolke::N,balva,chmura
562,Wolke::N,polvâ,obłok
563,Wolke::N,polvâ,chmura
564,Wolke::N,põlvv,obłok
565,Wolke::N,põlvv,chmura
566,Wolke::N,пэллв,obłok
567,Wolke::N,пэллв,chmura
568,Regen::N,ebrie,deszcz
569,Regen::N,harvve,deszcz
570,Regen::N,arvi,deszcz
571,Regen::N,arve,deszcz
572,Regen::N,â´brr,deszcz
573,Regen::N,аббьр,deszcz
574,Schnee::N,lopme,śnieg
575,Schnee::N,moehtege,śnieg
576,Schnee::N,muohta,śnieg
577,Schnee::N,muohta,śnieg
578,Schnee::N,muotâ,śnieg
579,Schnee::N,muõtt,śnieg
580,Schnee::N,вэ̄дз,śnieg
581,Schnee::N,куэллт,śnieg
582,Eis::N,jïenge,lód
583,Eis::N,jiegŋa,lód
584,Eis::N,jiekŋa,lód
585,Eis::N,jieŋ̣â,lód
586,Eis::N,jiõŋŋ,lód
587,Eis::N,ӣӈӈ,lód
588,Frost::N,baajkoe,mróz
589,Frost::N,tjoasskem,mróz
590,Frost::N,buolaš,mróz
591,Frost::N,puolâš,mróz
592,Frost::N,puõlâš,mróz
593,Frost::N,мӯнь,mróz
594,Kälte::N,jueskie,chłód
595,Kälte::N,tjåetskeme,chłód
596,Kälte::N,tjoasskem,chłód
597,Kälte::N,čoaskin,chłód
598,Kälte::N,ko'lmâsvuotâ,chłód
599,Kälte::N,ijss,chłód
600,Kälte::N,čuä´cǩǩem,chłód
601,Kälte::N,tuârggnjõs,chłód
602,Kälte::N,кэ̄лмас,chłód
603,Hitze::N,baahke,gorąco
604,Hitze::N,báhkka,gorąco
605,Hitze::N,báhkka,gorąco
606,Hitze::N,pakkâ,gorąco
607,Hitze::N,kuṃe,gorąco
608,Hitze::N,paašt,gorąco
609,Hitze::N,жоарр,gorąco
610,Raureif::N,jyjse,szron
611,Raureif::N,ridne,szron
612,Raureif::N,goarre,szron
613,Raureif::N,ritni,szron
614,Raureif::N,suhči,szron
615,Raureif::N,riṇe,szron
616,Raureif::N,ай,szron
617,Regenbogen::N,aatjan goengere,tęcza
618,Regenbogen::N,aatjan joekse,tęcza
619,Regenbogen::N,ádjájuoksa,tęcza
620,Regenbogen::N,arvedávgi,tęcza
621,Regenbogen::N,bajándávgi,tęcza
622,Regenbogen::N,äijihtävgi,tęcza
623,Regenbogen::N,teârmmazjohss,tęcza
624,Regenbogen::N,тӣрмесью̄ккс,tęcza
625,Donner::N,raejrie,grzmot
626,Donner::N,átjek,grzmot
627,Donner::N,átjárájdde,grzmot
628,Donner::N,áddjá,grzmot
629,Donner::N,baján,grzmot
630,Donner::N,juuṛâ,grzmot
631,Donner::N,tie´rmes,grzmot
632,Donner::N,тӣрмесь,grzmot
633,Donner::N,ча̄ркнэгк,grzmot
634,Strömung::N,njuvvie,nurt
635,Strömung::N,ájggedáhpe,nurt
636,Strömung::N,rávdnji,nurt
637,Strömung::N,virde,nurt
638,Strömung::N,ve´rdd,nurt
639,Strömung::N,выррьт,nurt
640,Tropfen::N,gåajhkohts,kropla
641,Tropfen::N,gåjkudis,kropla
642,Tropfen::N,goaikkanas,kropla
643,Tropfen::N,čalme,kropla
644,Tropfen::N,čâ´lmm,kropla
645,Tropfen::N,ча̄лльм,kropla
646,Schaum::N,sapte,piana
647,Schaum::N,såpptå,piana
648,Schaum::N,sokta,piana
649,Schaum::N,suptâ,piana
650,Schaum::N,soptt,piana
651,Schaum::N,со̄ппт,piana
652,Schmutz::N,haaskoe,brud
653,Schmutz::N,duolvva,brud
654,Schmutz::N,duolva,brud
655,Schmutz::N,durdi,brud
656,Schmutz::N,stänži,brud
657,Schmutz::N,sähss,brud
658,Schmutz::N,са̄ккьс,brud
659,Schmutz::N,не̄шшь,brud
660,See::N,jaevrie,jezioro
661,See::N,jávrre,jezioro
662,See::N,jávri,jezioro
663,See::N,jävri,jezioro
664,See::N,jâu´rr,jezioro
665,See::N,я̄ввьр,jezioro
666,Sumpf::N,pluevie,bagno
667,Sumpf::N,áhpe,bagno
668,Sumpf::N,sæmssa,bagno
669,Sumpf::N,jeaggi,bagno
670,Sumpf::N,jeggi,bagno
671,Sumpf::N,jeä´ǧ'ǧ,bagno
672,Sumpf::N,ла̄ммьп,bagno
673,Moor::N,pluevie,bagno
674,Moor::N,jiegge,bagno
675,Moor::N,suotnju,bagno
676,Moor::N,karrii,bagno
677,Moor::N,kä´rev,bagno
678,Moor::N,veättaǩ,bagno
679,Moor::N,ла̄ммьп,bagno
680,Wiese::N,ïentje,łąka
681,Wiese::N,giedde,łąka
682,Wiese::N,gieddi,łąka
683,Wiese::N,nijtto,łąka
684,Wiese::N,пуэшенҍ,łąka
685,Wald::N,skåake,las
686,Wald::N,skåajje,las
687,Wald::N,miehtsie,las
688,Wald::N,vuovdde,las
689,Wald::N,miehttse,las
690,Wald::N,vuovdi,las
691,Wald::N,meahcci,las
692,Wald::N,mecci,las
693,Wald::N,vyemi,las
694,Wald::N,vue´mm,las
695,Wald::N,meä´c'c,las
696,Wald::N,ля̄ммт,las
697,Hügel::N,deava,pagórek
698,Hügel::N,dievvá,pagórek
699,Hügel::N,dievvá,pagórek
700,Hügel::N,čummâ,pagórek
701,Hügel::N,pä´rcc,pagórek
702,Hügel::N,teä´rmm,pagórek
703,Hügel::N,ка̄ннҌт,pagórek
704,Anhöhe::N,deava,wzgórze
705,Anhöhe::N,jalladahke,wzgórze
706,Anhöhe::N,dievásj,wzgórze
707,Anhöhe::N,aláš,wzgórze
708,Anhöhe::N,luohkká,wzgórze
709,Anhöhe::N,tiävá,wzgórze
710,Anhöhe::N,poorááš,wzgórze
711,Anhöhe::N,ču´lpp,wzgórze
712,Anhöhe::N,škâu´ŋŋ,wzgórze
713,Anhöhe::N,ка̄ннҌт,wzgórze
714,Berg::N,bïerje,góra
715,Berg::N,várre,góra
716,Berg::N,várri,góra
717,Berg::N,vääṛi,góra
718,Berg::N,vää´rr,góra
719,Berg::N,те̄ррьм,góra
720,Gipfel::N,dalvese,szczyt
721,Gipfel::N,dalvese,wierzchołek
722,Gipfel::N,tjåhkkå,szczyt
723,Gipfel::N,tjåhkkå,wierzchołek
724,Gipfel::N,čohkka,szczyt
725,Gipfel::N,čohkka,wierzchołek
726,Gipfel::N,čokke,szczyt
727,Gipfel::N,čokke,wierzchołek
728,Gipfel::N,čå´ǩǩ,szczyt
729,Gipfel::N,čå´ǩǩ,wierzchołek
730,Gipfel::N,ла̄ддҍв,szczyt
731,Gipfel::N,ла̄ддҍв,wierzchołek
732,Höhle::N,beajoe,pieczara
733,Höhle::N,rájgge,pieczara
734,Höhle::N,sluoggo,pieczara
735,Höhle::N,biedju,pieczara
736,Höhle::N,kuovđâšm,pieczara
737,Höhle::N,skuõrr,pieczara
