,Concept_ID,tt,br
804,fallen::V,егылу,kouezhañ
805,brennen::V,яну,deviñ
806,rauchen::V,төтәү,divogedañ
807,rauchen::V,төтенләү,divogedañ
808,regnen::V,яву,glavañ
809,gefrieren::V,кату,reviñ
810,tauen::V,эрү,diskornañ
811,tauen::V,эретү,diskornañ
812,schmelzen::V,эрү,teuziñ
813,schmelzen::V,эретү,teuziñ
814,trocknen::V,кибү,sec'hañ
815,sieden::V,ургылу,berviñ
816,faulen::V,черү,breinañ
817,verfaulen::V,черү,breinañ
818,reißen::V,өзелү,darnaouiñ
819,versinken::V,бату,sodellañ
820,vergehen::V,авышу,tremen
821,erscheinen::V,пәйда булу,donet war-wel
822,verschwinden::V,югалу,monet diwar wel
823,verschwinden::V,юк булу,monet diwar wel
824,sinken::V,кимү,en em izelat
825,sinken::V,кайту,en em izelat
826,abnehmen::V,азаю,nebeutaat
827,zunehmen::V,арту,kreskiñ
828,zunehmen::V,күбәю,kreskiñ
829,zunehmen::V,ишәю,kreskiñ
830,steigen::V,үсү,sevel
831,wachsen::V,үсү,kreskiñ
832,glänzen::V,ялкылдау,lugernañ
833,funkeln::V,ялтырау,elieniñ
834,lärmen::V,шаулау,rabotat
835,läuten::V,шалтырату,
836,klingeln::V,шалтырату,
837,klirren::V,чылтырау,diridignat
838,klirren::V,чылтырау,sterlinkañ
839,brausen::V,давыллау,gwegal
840,brausen::V,дулау,gwegal
841,rauschen::V,кыштырдау,trouzal
842,klingen::V,ишетелү,seniñ
843,bellen::V,өрү,harzhal
844,heulen::V,улау,yudal
845,blasen::V,өрү,c'hwezhañ
846,pfeifen::V,сызгырту,c'hwitellat
847,schreien::V,кычкыру,huchal
848,stöhnen::V,ыңгырашу,hirvoudiñ
849,zittern::V,калтырау,krenañ
850,zittern::V,калтырану,krenañ
851,leben::V,яшәү,bevañ
852,leben::V,гомер итү,bevañ
853,geboren werden::V,туу,genel
854,atmen::V,сулау,tennañ e anal
855,trinken::V,эчү,evañ
856,essen::V,ашау,debriñ
857,schlucken::V,йоту,lonkañ
858,müde werden::V,ялыгу,skuizhañ
859,müde werden::V,йөгенү,skuizhañ
860,einschlafen::V,йокыга китү,menel kousket
861,schlafen::V,йоклау,kousket
862,aufwachen::V,уяну,dihuniñ
863,aufstehen::V,тору,sevel
864,sich erholen::V,ял алу,diskuizhañ
865,sich erholen::V,истирахәт итү,diskuizhañ
866,krank werden::V,чирләү,klañviñ
867,krank sein::V,чирләү,bezañ klañv
868,schmerzen::V,авырту,skourjezañ
869,husten::V,ютәлләү,pasaat
870,husten::V,ютәлләү,peudal
871,genesen::V,савыгу,pareañ
872,genesen::V,сәламәтләнү,pareañ
873,sterben::V,үлү,mervel
874,sterben::V,дөнья кую,mervel
875,sterben::V,вафат булу,mervel
876,umkommen::V,үлү,perisañ
877,sich bewegen::V,йөрү,bouljal
878,sich rühren::V,кыймылдау,fiñval
879,sich erheben::V,басу,sevel
880,sich setzen::V,утыру,azezañ
881,sich setzen::V,утыру,mont en e goazez
882,hinfallen::V,егылу,kouezhañ
883,laufen::V,җәяүләү,redek
884,schreiten::V,атлау,kerzhet
885,spazierengehen::V,йөрү,pourmen
886,spazierengehen::V,йөргенү,pourmen
887,eilen::V,ашыгу,hastañ
888,sich beeilen::V,ашыгу,hastañ
889,sich beeilen::V,кызулау,hastañ
890,sausen::V,җилдерү,karzhañ
891,rennen::V,йөгерү,redek
892,springen::V,сикерү,lammat
893,klettern::V,үрмәләү,krimpat
894,schaukeln::V,атыну,brañsellat
895,kriechen::V,шуышу,skrampañ
896,kriechen::V,үрмәләү,skrampañ
897,schwimmen::V,йөзү,neuial
898,tauchen::V,чуму,splujañ
899,rudern::V,ишү,roeñvat
900,fahren::V,бару,kas
901,fahren::V,бару,bleniañ
902,fliegen::V,очу,nijal
903,gehen::V,йөрү,mont
904,weggehen::V,китү,mont kuit
905,abfahren::V,кузгалу,mont kuit
906,anhalten::V,тукталу,chom a-sav
907,hineingehen::V,инү,monet e-barzh
908,eintreten::V,инү,monet e-barzh
909,kommen::V,килү,dont
910,ankommen::V,бару,erruout
911,zurückkommen::V,кире кайту,addonet
912,bleiben::V,калу,chom
913,warten::V,көтү,gortoz
914,erwarten::V,көтү,gortoz
915,suchen::V,эзләү,klask
916,finden::V,табу,kavout
917,versuchen::V,маташу,klask
918,vorbereiten::V,хәзерләү,aozañ
919,lieben::V,сөю,karout
920,lieben::V,ярату,karout
921,mögen::V,өнәү,karout
922,lachen::V,көлү,c'hoarzin
923,rühren::V,дулкынландыру,tenerañ
924,weinen::V,елау,gouelañ
925,schimpfen::V,сүгү,krozal
926,schimpfen::V,сүгенү,krozal
927,sich ärgern::V,ачулану,fachañ
928,sich ärgern::V,ачулану,en em fachañ
929,sich fürchten::V,курку,
930,fürchten::V,калтырау,
931,fürchten::V,калтырану,
932,fliehen::V,арка бирү,tec'het
933,flüchten::V,качу,tuzañ
934,sehen::V,күрү,gwelet
935,anschauen::V,карау,sellout ouzh
936,ansehen::V,карау,sellout ouzh
937,ansehen::V,күзәтү,sellout ouzh
938,hören::V,ишетү,klevet
939,zuhören::V,тыңлау,selaou
940,probieren::V,тату,blasa
941,riechen::V,иснәү,klevet
942,fühlen::V,тою,santout
943,fühlen::V,сизү,santout
944,scheinen::V,күренү,diskouez bezañ
945,zu sehen sein::V,күренү,bezañ gwelus
946,vernehmen::V,ишетү,merzhañ
947,frieren::V,өшү,anoued
948,frieren::V,күшегү,anoued
949,tun::V,итү,ober
950,können::V,алу,gouzout
951,wollen::V,теләү,fellout da
952,wollen::V,теләү,kaout c'hoant da
953,anfangen::V,керешү,kregiñ
954,beenden::V,бетерү,achuiñ
955,beenden::V,тәмамлау,achuiñ
956,aufhören::V,бетү,paouez
957,gelingen::V,уңу,
958,geraten::V,сабышу,
959,öffnen::V,ачу,digeriñ
960,schließen::V,ябу,serriñ
961,stellen::V,кую,lakaat
962,setzen::V,утырту,lakaat
963,legen::V,яткыру,lakaat
964,berühren::V,тию,touch
965,verbinden::V,ялгау,eren
966,bedecken::V,өрту,goloiñ
967,bedecken::V,каплау,goloiñ
968,bedecken::V,томалау,goloiñ
969,aufhängen::V,асу,istribilhañ
970,anzünden::V,кабызу,alumiñ
971,anzünden::V,кабызу,c'hwezzañ
972,aufheben::V,күтәрү,dastum
973,zurücklassen::V,калдыру,lezel
974,verlieren::V,югалту,koll
975,fallen lassen::V,төшерү,laoskel
976,fallen lassen::V,төшерү,lezel da gouezhel
977,machen::V,ясау,ober
978,machen::V,эшләү,ober
979,herstellen::V,ясау,fardañ
980,bauen::V,кору,sevel
981,reparieren::V,төзәтү,adaozañ
982,verbessern::V,яхшырту,gwellaat
983,ändern::V,үзгәртү,cheñch
984,graben::V,казу,kleuzañ
985,beugen::V,ию,plegañ
986,biegen::V,бөгү,krommañ
987,drehen::V,бору,treiñ
988,drehen::V,бөтерү,treiñ
989,wenden::V,бору,treiñ
990,umdrehen::V,түнтәрү,treiñ
991,heben::V,күтәрү,sevel
992,hochheben::V,күтәрү,sevel
993,ergreifen::V,эләктерү,kemer
994,halten::V,тоту,dalc'hen
995,drücken::V,кысу,bountañ
996,schieben::V,кузгату,poulzañ
997,kratzen::V,тырнау,skrabat
998,lecken::V,ялау,lipat
999,beißen::V,тешләү,kregiñ
1000,abreißen::V,өзү,diframmañ
1001,abschneiden::V,кыю,troc'hañ
1002,abschneiden::V,кисү,troc'hañ
1003,binden::V,бәйләү,stagañ
1004,stecken::V,төртү,sankañ
1005,stecken::V,тыгу,sankañ
1006,brechen::V,сындыру,darnaouiñ
1007,klopfen::V,шаку,skoiñ
1008,klopfen::V,шакылдау,skoiñ
1009,hauen::V,кыйнау,dornañ
1010,kleben::V,ябыштыру,pegañ
1011,reiben::V,ышку,taravat
1012,reiben::V,ышку,trekiñ
1013,streichen::V,ягу,toazañ
1014,schleifen::V,кайрау,lemmañ
1015,schneiden::V,кисү,troc'hañ
1016,rütteln::V,селкетү,tordorosañ
1017,schütteln::V,селкетү,hejañ
1018,schwenken::V,болгау,
1019,schütten::V,кою,diskargañ
1020,füllen::V,тутыру,kargañ
1021,einwickeln::V,төрү,gronnañ
1022,tragen::V,ташу,dougen
1023,schleppen::V,сөйрәү,stlejal
1024,schleppen::V,өстерәү,stlejal
1025,ziehen::V,тарту,sachañ
1026,aufbewahren::V,саклау,miret
1027,werfen::V,ыргыту,teuler
1028,fangen::V,тоту,tapañ
1029,packen::V,эләктерү,krapat
1030,verstecken::V,яшерү,kuzhat
1031,teilen::V,бүлү,rannañ
1032,schicken::V,җибәрү,kas
1033,bringen::V,китерү,degas
1034,hinzufügen::V,өстәү,lakat ouzhpenn
1035,bekommen::V,алу,kaout
1036,erhalten::V,алу,kaout
1037,nehmen::V,алу,kemer
1038,wählen::V,сайлау,choaz
1039,auswählen::V,сайлау,dibab
1040,bewahren::V,саклау,mirout
1041,behindern::V,комачаулау,diaezañ
1042,verderben::V,бозу,lovrañ
1043,beschädigen::V,бозу,gwallegañ
1044,zerbrechen::V,вату,torriñ
1045,zerreißen::V,өзү,diroegiñ
1046,zerreißen::V,ерту,diroegiñ
1047,zerstören::V,җимерү,distrujañ
1048,verbrennen::V,яндыру,deviñ
1049,verbrennen::V,көйдерү,deviñ
1050,geben::V,бирү,reiñ
1051,reichen::V,тапшыру,
1052,schenken::V,бүләкләү,donezonañ
1053,versprechen::V,вәгъдә бирү,prometiñ
1054,wünschen::V,котлау,hetiñ
1055,loben::V,мактау,feurmiñ
1056,küssen::V,үбү,pokat
1057,wiegen::V,тирбәтү,pouezañ
1058,zudecken::V,ябу,goloiñ
1059,zudecken::V,бөркәү,goloiñ
1060,wecken::V,уяту,dihuniñ
1061,zeigen::V,күрсәтү,diskouez
1062,führen::V,йөртү,kas
1063,lehren::V,өйрәтү,deskiñ
1064,unterrichten::V,укыту,kelenn
1065,aufziehen::V,асрау,
1066,leiten::V,җитәкләү,bleinañ
1067,antreiben::V,куалау,poulzañ
1068,antreiben::V,әйдәләү,poulzañ
1069,antreiben::V,ашыктыру,poulzañ
1070,lassen::V,мәҗбүр итү,leuskel
1071,einladen::V,чакыру,pediñ
1072,vereinigen::V,берләштерү,unisañ
1073,besuchen::V,керешү,gweladenniñ
1074,treffen::V,очрату,kejal
1075,treffen::V,очрату,ankontrañ
1076,sich versammeln::V,җыелышу,bodennañ
1077,spielen::V,уйнау,c'hoari
1078,singen::V,җырлау,kanañ
1079,tanzen::V,бию,dañsal
1080,sich trennen::V,аерылу,dispartiañ
1081,sich trennen::V,ташлашу,dispartiañ
1082,verlassen::V,ташлау,lezel
1083,verlassen::V,калдыру,lezel
1084,retten::V,коткару,saveteiñ
1085,bewachen::V,каравыллау,mesa
1086,schützen::V,ышыклау,diwall
1087,verteidigen::V,яклау,difenn
1088,verteidigen::V,саклау,difenn
1089,sich schlagen::V,сугышу,lopañ
1090,schießen::V,ату,
1091,siegen::V,җиңү,trec'hiñ
1092,ärgern::V,ачуландыру,hegasiñ
1093,schlagen::V,ору,skeiñ
1094,schlagen::V,бәрү,skeiñ
1095,schlagen::V,тукмау,skeiñ
1096,treten::V,тибү,botaouiñ
1097,stechen::V,кадау,pikat
1098,stoßen::V,этү,stokañ
1099,stehlen::V,урлау,laerezh
1100,stören::V,комачаулау,direnkañ
1101,belästigen::V,борчу,dregasiñ
1102,belästigen::V,билмазалау,dregasiñ
1103,verbergen::V,яшерү,skoachañ
1104,täuschen::V,алдату,tromplañ
1105,betrügen::V,хәрәмләшү,lorbañ
1106,töten::V,үтерү,lazhañ
1107,wohnen::V,яшәү,bezañ o chom
1108,arbeiten::V,эшләү,labourat
1109,sammeln::V,туплау,dastum
1110,pflücken::V,өзү,kuntuilhañ
1111,jagen::V,аулау,chaseal
1112,fischen::V,балык тоту,pesketa
1113,fassen::V,тоту,pakañ
1114,hüten::V,көтү,geota
1115,treiben::V,куалау,
1116,anbinden::V,бәйләү,stagañ
1117,füttern::V,туйдыру,boueta
1118,melken::V,саву,goro
1119,hacken::V,чабу,difrakal
1120,gießen::V,сугару,dourañ
1121,reifen::V,җитешү,azviñ
1122,zubereiten::V,пешеренү,keginañ
1123,kochen::V,пешерү,poazhañ
1124,kochen::V,кайнату,poazhañ
1125,backen::V,пешерү,fritañ
1126,braten::V,куыру,rostañ
1127,braten::V,кыздыру,rostañ
1128,umrühren::V,бутау,
1129,umrühren::V,болгату,
1130,stricken::V,бәйләү,stammañ
1131,nähen::V,тегү,gwriat
1132,färben::V,ману,livañ
1133,reinigen::V,чистарту,naetañ
1134,waschen::V,юу,gwalc'hiñ
1135,abwischen::V,сөртү,torchañ
1136,spülen::V,чайкау,disgwalc'hiñ
1137,fegen::V,себерү,skubañ
1138,kehren::V,себерү,skubañ
1139,baden::V,коену,kouronkañ
1140,sich waschen::V,юыну,en em walc'hiñ
1141,ausziehen::V,чишенү,
1142,anziehen::V,кию,
1143,sich anziehen::V,киенү,gwiskañ
1144,kämmen::V,тарау,kribat
1145,schmücken::V,бизәү,kinklañ
1146,schmücken::V,бизәкләү,kinklañ
1147,sagen::V,дию,larêt
1148,sagen::V,дию,lavaret
1149,sagen::V,әйтү,larêt
1150,sagen::V,әйтү,lavaret
1151,sprechen::V,сөйләү,komz
1152,sprechen::V,сөйләшү,komz
1153,reden::V,сөйләү,kaozeal
1154,sich unterhalten::V,сөйләшү,balbotal
1155,fragen::V,сорау,goulenn
1156,fragen::V,сорашу,goulenn
1157,bitten::V,үтенү,goulenn
1158,erzählen::V,сөйләү,kontañ
1159,mitteilen::V,белдерү,kemenn
1160,nennen::V,дию,anviñ
1161,rufen::V,дәшү,gelver
1162,prahlen::V,мактану,fougeal
1163,prahlen::V,шапырыну,fougeal
1164,übersetzen::V,күчерү,treiñ
1165,denken::V,уйлау,soñjal
1166,glauben::V,инану,krediñ
1167,bemerken::V,искәрү,apresevañ
1168,erkennen::V,тану,anavout
1169,begreifen::V,аңлау,meizañ
1170,begreifen::V,төшенү,meizañ
1171,verstehen::V,аңлау,kompren
1172,verstehen::V,төшенү,kompren
1173,lernen::V,уку,deskiñ
1174,lernen::V,өйрәнү,deskiñ
1175,wissen::V,белү,gouzout
1176,sich erinnern an::V,хәтерләү,kaout soñj e
1177,vergessen::V,оныту,ankouaat
1178,messen::V,үлчәү,muzuliañ
1179,zählen::V,санау,kontañ
1180,rechnen::V,исәпләү,jedañ
1181,lesen::V,уку,lenn
1182,malen::V,рәсем ясау,livañ
1183,malen::V,сурәт ясау,livañ
1184,malen::V,сурәтләү,livañ
1185,zeichnen::V,язу-сызу,tresañ
1186,zeichnen::V,сурәт ясау,tresañ
1187,schreiben::V,язу,skrivañ
1188,besitzen::V,биләү,kaout
1189,kaufen::V,алу,prenañ
1190,verkaufen::V,сату,gwerzhañ
1191,bezahlen::V,түләү,paeañ
1192,zahlen::V,түләү,paeañ
1193,beherrschen::V,ия булу,mestroniañ
1194,ertragen::V,чыдау,anduriñ
