,Concept_ID,tr,no
846,wieder::ADV,tekrar,igjen
847,wieder::ADV,yeniden,igjen
848,vergebens::ADV,boşuna,forgjeves
849,vor::PRP,önünde,foran
850,vor::PRP,önünde,utenfor
851,hinter::PRP,arkasında,bak
852,hinter::PRP,arkasında,bakom
853,unter::PRP,altında,under
854,durch::PRP,sayesinde,gjennom
855,durch::PRP,sayesinde,igjennom
856,durch::PRP,ortasından,gjennom
857,durch::PRP,ortasından,igjennom
858,neben::PRP,yanında,ved siden av
859,zwischen::PRP,arasında,mellom
860,wegen::PRP,dolayı,på grunn av
861,dies::PRN,bu,dette
862,das::PRN,o,det
863,das::PRN,şu,det
864,alles::PRN,hepsi,alt
865,alles::PRN,her şey,alt
866,ich::PRN,ben,jeg
867,du::PRN,sen,du
868,er::PRN,o,han
869,wir::PRN,biz,vi
870,ihr::PRN,siz,dere
871,sie::PRN,onlar,de
872,was::FPRN,ne,hva
873,wer::FPRN,kim,hvem
874,wo::FADV,nerede,hvor
875,wohin::FADV,nereye,hvor ... hen
876,wie::FADV,nasıl,hvordan
877,warum::FADV,neden,hvorfor
878,wieviel::FNUM,kaç,hvor mye
879,wieviel::FNUM,ne kadar,hvor mye
880,eins::NUM,bir,en
881,eins::NUM,bir,ett
882,zwei::NUM,iki,to
883,drei::NUM,üç,tre
884,vier::NUM,dört,fire
885,fünf::NUM,beş,fem
886,sechs::NUM,altı,seks
887,sieben::NUM,yedi,sju
888,acht::NUM,sekiz,åtte
889,neun::NUM,dokuz,ni
890,zehn::NUM,on,ti
891,elf::NUM,on bir,elleve
892,zwölf::NUM,on iki,tolv
893,zwanzig::NUM,yirmi,tjue
894,dreißig::NUM,otuz,tretti
895,vierzig::NUM,kırk,førti
896,fünfzig::NUM,elli,femti
897,sechzig::NUM,altmış,seksti
898,siebzig::NUM,yetmiş,sytti
899,achtzig::NUM,seksen,åtti
900,neunzig::NUM,doksan,nitti
901,hundert::NUM,yüz,hundre
902,tausend::NUM,bin,tusen
903,und::CNJ,ve,og
904,und::CNJ,ile,og
905,oder::CNJ,ya,eller
906,oder::CNJ,yahut,eller
907,stehen::V,durmak,stå
908,sitzen::V,oturmak,sitte
909,liegen::V,yatmak,ligge
910,hängen::V,asılı olmak,henge
911,werden::V,olmak,bli
912,werden::V,olunmak,bli
913,passieren::V,olmak,skje
914,passieren::V,olmak,hende
915,beginnen::V,başlamak,begynne
916,enden::V,bitmek,ende
917,enden::V,bitmek,slutte
918,enden::V,sona ermek,ende
919,enden::V,sona ermek,slutte
920,wechseln::V,değişmek,veksle
921,aufgehen[Sonne]::V,doğmak,stå opp
922,untergehen[Sonne]::V,batmak,gå ned
923,scheinen[Sonne]::V,parlamak,skinne
924,donnern::V,gök gürlemek,tordne
925,wehen::V,esmek,blåse
926,strömen::V,akmak,strømme
927,fließen::V,akmak,flyte
928,sich drehen::V,dönmek,dreie seg
929,schwanken::V,sallanmak,svaie
930,schwingen::V,titremek,svinge
931,fallen::V,düşmek,falle
932,brennen::V,yanmak,brenne
933,rauchen::V,tütmek,ryke
934,regnen::V,yağmak,regne
935,gefrieren::V,donmak,fryse
936,tauen::V,erimek,tine
937,schmelzen::V,erimek,smelte
938,trocknen::V,kurumak,tørre
939,sieden::V,kaynamak,koke
940,faulen::V,çürümek,råtne
941,verfaulen::V,çürümek,råtne
942,reißen::V,yırtılmak,briste
943,versinken::V,batmak,synke
944,versinken::V,batmak,synke ned
945,vergehen::V,geçmek,forløpe
946,erscheinen::V,görünmek,synes
947,verschwinden::V,kaybolmak,forsvinne
948,sinken::V,inmek,synke
949,abnehmen::V,azalmak,avta
950,abnehmen::V,azalmak,minske
951,zunehmen::V,artmak,tilta
952,zunehmen::V,çoğalmak,tilta
953,steigen::V,artmak,stige
954,steigen::V,yükselmek,stige
955,wachsen::V,büyümek,gro
956,wachsen::V,büyümek,vokse
957,wachsen::V,gelişmek,gro
958,wachsen::V,gelişmek,vokse
959,glänzen::V,parlamak,skinne
960,funkeln::V,parıldamak,tindre
961,lärmen::V,gürültü yapmak,bråke
962,läuten::V,çalmak,ringe
963,klingeln::V,zil çalmak,ringe
964,klirren::V,şakırdamak,klirre
965,klirren::V,zangırdamak,klirre
966,brausen::V,köpürmek,bruse
967,brausen::V,kükremek,bruse
968,rauschen::V,fışırdamak,suse
969,klingen::V,tınlamak,lyde
970,klingen::V,tınlamak,klinge
971,bellen::V,havlamak,gjø
972,bellen::V,havlamak,bjeffe
973,heulen::V,ulumak,ule
974,blasen::V,üflemek,blåse
975,pfeifen::V,düdük çalmak,plystre
976,schreien::V,bağırmak,skrike
977,schreien::V,haykırmak,skrike
978,stöhnen::V,inlemek,stønne
979,zittern::V,titremek,dirre
980,zittern::V,titremek,skjelve
981,leben::V,yaşamak,leve
982,leben::V,hayatta olmak,leve
983,geboren werden::V,doğmak,fødes
984,atmen::V,solunmak,ånde
985,atmen::V,solunmak,puste
986,atmen::V,nefes almak,ånde
987,atmen::V,nefes almak,puste
988,trinken::V,içmek,drikke
989,essen::V,yemek,spise
990,schlucken::V,yutmak,svelge
991,müde werden::V,yorulmak,bli trett
992,einschlafen::V,uykuya dalmak,sovne
993,schlafen::V,uyumak,sove
994,aufwachen::V,uyanmak,våkne
995,aufstehen::V,kalkmak,stå opp
996,aufstehen::V,yataktan kalkmak,stå opp
997,sich erholen::V,dinlenmek,bli bra
998,sich erholen::V,dinlenmek,komme seg
999,krank werden::V,hastalanmak,bli syk
1000,krank sein::V,hasta olmak,være syk
1001,schmerzen::V,ağrımak,gjøre vondt
1002,husten::V,öksürmek,hoste
1003,genesen::V,şifa bulmak,komme seg
1004,sterben::V,ölmek,dø
1005,sterben::V,vefat etmek,dø
1006,umkommen::V,ölmek,omkomme
1007,sich bewegen::V,hareket etmek,bevege seg
1008,sich rühren::V,kımıldanmak,røre på seg
1009,sich erheben::V,kalkmak,reise seg
1010,sich erheben::V,ayağa kalkmak,reise seg
1011,sich setzen::V,oturmak,sette sig
1012,hinfallen::V,yere düşmek,falle over ende
1013,laufen::V,yürümek,løpe
1014,schreiten::V,yürümek,skride
1015,schreiten::V,adım atmak,skride
1016,spazierengehen::V,gezmek,spasere
1017,spazierengehen::V,gezmek,gå en tur
1018,spazierengehen::V,dolaşmak,spasere
1019,spazierengehen::V,dolaşmak,gå en tur
1020,eilen::V,seğirtmek,ile
1021,sich beeilen::V,acele etmek,skynde seg
1022,sausen::V,hızla gitmek,suse
1023,rennen::V,koşmak,løpe
1024,springen::V,atlamak,hoppe
1025,springen::V,atlamak,springe
1026,springen::V,sıçramak,hoppe
1027,springen::V,sıçramak,springe
1028,klettern::V,tırmanmak,klatre
1029,schaukeln::V,sallanmak,huske
1030,kriechen::V,sürünmek,krype
1031,schwimmen::V,yüzmek,svømme
1032,tauchen::V,dalmak,dykke
1033,rudern::V,kürek çekmek,ro
1034,fahren::V,gitmek,kjøre
1035,fliegen::V,uçmak,fly
1036,gehen::V,gitmek,gå
1037,weggehen::V,gitmek,gå bort
1038,abfahren::V,kalkmak,reise
1039,anhalten::V,durmak,stanse
1040,hineingehen::V,içeri girmek,gå inn
1041,eintreten::V,girmek,tre inn
1042,kommen::V,gelmek,komme
1043,ankommen::V,varmak,ankomme
1044,ankommen::V,varmak,komme til
1045,zurückkommen::V,dönmek,komme tilbake
1046,bleiben::V,kalmak,bli
1047,bleiben::V,kalmak,forbli
1048,warten::V,beklemek,vente
1049,erwarten::V,beklemek,vente
1050,suchen::V,aramak,søke
1051,finden::V,bulmak,finne
1052,versuchen::V,denemek,prøve
1053,versuchen::V,denemek,forsøke
1054,vorbereiten::V,hazırlamak,forberede
1055,lieben::V,sevmek,elske
1056,mögen::V,beğenmek,like
1057,lachen::V,gülmek,le
1058,rühren::V,dokunmak,røre
1059,rühren::V,duygulandırmak,røre
1060,weinen::V,ağlamak,gråte
1061,schimpfen::V,küfretmek,skjelle
1062,sich ärgern::V,kızmak,ergre seg
1063,sich fürchten::V,korkmak,være redd
1064,fürchten::V,korkmak,være redd for
1065,fliehen::V,kaçmak,rømme
1066,fliehen::V,kaçmak,flykte
1067,flüchten::V,kaçmak,flykte
1068,sehen::V,görmek,se
1069,anschauen::V,seyretmek,se på
1070,anschauen::V,seyretmek,betrakte
1071,ansehen::V,bakmak,anse
1072,hören::V,duymak,høre
1073,hören::V,işitmek,høre
1074,zuhören::V,dinlemek,tilhøre
1075,probieren::V,denemek,smake
1076,probieren::V,denemek,smake på
1077,probieren::V,tadına bakmak,smake
1078,probieren::V,tadına bakmak,smake på
1079,riechen::V,kokusunu almak,lukte
1080,fühlen::V,duymak,føle
1081,fühlen::V,hissetmek,føle
1082,scheinen::V,görünmek,se ut
1083,zu sehen sein::V,görünmek,synes
1084,vernehmen::V,haber almak,få vite
1085,frieren::V,üşümek,fryse
1086,tun::V,etmek,gjøre
1087,tun::V,yapmak,gjøre
1088,können::V,bilmek,kunne
1089,wollen::V,istemek,ville
1090,anfangen::V,başlamak,begynne
1091,beenden::V,bitirmek,avslutte
1092,aufhören::V,bitmek,slutte
1093,aufhören::V,bitmek,holde opp
1094,gelingen::V,başarmak,lykkes
1095,geraten::V,düşmek,bli
1096,öffnen::V,açmak,åpne
1097,schließen::V,kapamak,lukke
1098,schließen::V,kapamak,stenge
1099,stellen::V,koymak,stille
1100,setzen::V,koymak,sette
1101,setzen::V,oturtmak,sette
1102,legen::V,koymak,legge
1103,legen::V,yatırmak,legge
1104,berühren::V,dokunmak,berøre
1105,verbinden::V,bağlamak,forbinde
1106,verbinden::V,birleştirmek,forbinde
1107,bedecken::V,örtmek,dekke
1108,bedecken::V,kaplamak,dekke
1109,aufhängen::V,asmak,henge
1110,aufhängen::V,asmak,henge opp
1111,anzünden::V,yakmak,tenne
1112,anzünden::V,yakmak,antenne
1113,anzünden::V,yakmak,tenne på
1114,anzünden::V,ateşlemek,tenne
1115,anzünden::V,ateşlemek,antenne
1116,anzünden::V,ateşlemek,tenne på
1117,aufheben::V,kaldırmak,løfte
1118,aufheben::V,kaldırmak,ta opp
1119,zurücklassen::V,geride bırakmak,slippe tilbake
1120,verlieren::V,yitirmek,miste
1121,verlieren::V,kaybetmek,miste
1122,fallen lassen::V,düşürmek,droppe
1123,fallen lassen::V,düşürmek,la falle
1124,machen::V,yapmak,lage
1125,machen::V,yapmak,gjøre
1126,herstellen::V,yapmak,fremstille
1127,herstellen::V,imal etmek,fremstille
1128,bauen::V,kurmak,bygge
1129,bauen::V,inşa etmek,bygge
1130,reparieren::V,onarmak,reparere
1131,reparieren::V,tamir etmek,reparere
1132,verbessern::V,düzeltmek,rette
1133,verbessern::V,düzeltmek,forbedre
1134,ändern::V,değiştirmek,forandre
1135,graben::V,kazmak,grave
1136,beugen::V,eğmek,bøye
1137,biegen::V,bükmek,bøye
1138,drehen::V,çevirmek,dreie
1139,drehen::V,döndürmek,dreie
1140,wenden::V,çevirmek,vende
1141,umdrehen::V,çevirmek,snu
1142,heben::V,kaldırmak,heve
1143,hochheben::V,yukarı kaldırmak,løfte
1144,ergreifen::V,tutmak,gripe
1145,ergreifen::V,tutmak,få tak i
1146,ergreifen::V,yakalamak,gripe
1147,ergreifen::V,yakalamak,få tak i
1148,halten::V,tutmak,holde
1149,drücken::V,sıkmak,trykke
1150,schieben::V,itmek,skyve
1151,schieben::V,sürmek,skyve
1152,kratzen::V,kaşımak,klø
1153,kratzen::V,kaşımak,klore
1154,lecken::V,yalamak,slikke
1155,beißen::V,ısırmak,bite
1156,abreißen::V,koparmak,rive av
1157,abschneiden::V,keserek ayırmak,skjære av
1158,binden::V,bağlamak,binde
1159,stecken::V,sokmak,stikke
1160,brechen::V,kırmak,bryte
1161,brechen::V,kırmak,briste
1162,klopfen::V,çalmak,banke
1163,hauen::V,vurmak,hogge
1164,kleben::V,yapıştırmak,klistre
1165,reiben::V,ovmak,gni
1166,reiben::V,sürtmek,gni
1167,streichen::V,sürmek,stryke
1168,schleifen::V,bilemek,slipe
1169,schneiden::V,kesmek,klippe
1170,rütteln::V,sallamak,ruske
1171,schütteln::V,sarsmak,riste
1172,schütteln::V,çalkamak,riste
1173,schwenken::V,sallamak,svinge
1174,schütten::V,dökmek,helle
1175,schütten::V,akıtmak,helle
1176,füllen::V,doldurmak,fylle
1177,einwickeln::V,sarmak,vikle inn
1178,tragen::V,taşımak,bære
1179,schleppen::V,sürüklemek,slepe
1180,ziehen::V,çekmek,dra
1181,ziehen::V,çekmek,trekke
1182,aufbewahren::V,saklamak,oppbevare
1183,aufbewahren::V,saklamak,ta vare på
1184,werfen::V,atmak,kaste
1185,fangen::V,tutmak,fange
1186,fangen::V,yakalamak,fange
1187,packen::V,tutmak,gripe
1188,packen::V,tutmak,gripe tak i
1189,packen::V,yakalamak,gripe
1190,packen::V,yakalamak,gripe tak i
1191,verstecken::V,saklamak,gjemme
1192,teilen::V,bölmek,dele
1193,teilen::V,ayırmak,dele
1194,schicken::V,yollamak,sende
1195,schicken::V,göndermek,sende
1196,bringen::V,getirmek,bringe
1197,hinzufügen::V,katmak,tilføye
1198,hinzufügen::V,eklemek,tilføye
1199,bekommen::V,almak,få
1200,bekommen::V,eline geçmek,få
1201,erhalten::V,almak,få
1202,nehmen::V,almak,ta
1203,wählen::V,seçmek,velge
1204,auswählen::V,seçmek,velge ut
1205,auswählen::V,ayırmak,velge ut
1206,bewahren::V,korumak,bevare
1207,behindern::V,engellemek,hindre
1208,behindern::V,engellemek,forhindre
1209,verderben::V,bozmak,ødelegge
1210,beschädigen::V,zedelemek,skade
1211,beschädigen::V,ziyan vermek,skade
1212,zerbrechen::V,kırmak,brekke i stykker
1213,zerreißen::V,yırtmak,rive i stykker
1214,zerstören::V,yıkmak,ødelegge
1215,zerstören::V,tahrip etmek,ødelegge
1216,verbrennen::V,yakmak,brenne
1217,verbrennen::V,yakmak,brenne opp
1218,geben::V,vermek,gi
1219,reichen::V,uzatmak,rekke
1220,schenken::V,hediye etmek,forære
1221,schenken::V,hediye etmek,skjenke
1222,versprechen::V,vaat etmek,love
1223,wünschen::V,kutlamak,ønske
1224,loben::V,övmek,rose
1225,küssen::V,öpmek,kysse
1226,wiegen::V,sallamak,vogge
1227,zudecken::V,örtmek,dekke til
1228,wecken::V,uyandırmak,vekke
1229,zeigen::V,göstermek,vise
1230,führen::V,gezdirmek,føre
1231,führen::V,yol göstermek,føre
1232,lehren::V,okutmak,lære
1233,lehren::V,öğretmek,lære
1234,unterrichten::V,öğretmek,undervise
1235,aufziehen::V,yetiştirmek,oppdra
1236,leiten::V,yönetmek,lede
1237,leiten::V,idare etmek,lede
1238,antreiben::V,teşvik etmek,drive på
1239,lassen::V,-tırmak,få til å
1240,einladen::V,davet etmek,be
1241,einladen::V,davet etmek,invitere
1242,vereinigen::V,birleştirmek,forene
1243,besuchen::V,uğramak,besøke
1244,besuchen::V,ziyaret etmek,besøke
1245,besuchen::V,görmeye gitmek,besøke
1246,treffen::V,rastlamak,møte
1247,treffen::V,rastlamak,treffe
1248,treffen::V,isabet etmek,møte
1249,treffen::V,isabet etmek,treffe
1250,sich versammeln::V,toplanmak,forsamles
1251,spielen::V,oynamak,leke
1252,spielen::V,oynamak,spille
1253,singen::V,söylemek,synge
1254,singen::V,şarkı söylemek,synge
1255,tanzen::V,oynamak,danse
1256,tanzen::V,dans etmek,danse
1257,sich trennen::V,ayrılmak,skilles
1258,verlassen::V,bırakmak,forlate
1259,verlassen::V,terk etmek,forlate
1260,retten::V,kurtarmak,redde
1261,bewachen::V,gözetmek,bevokte
1262,schützen::V,korumak,verne
1263,schützen::V,korumak,beskytte
1264,verteidigen::V,savunmak,forsvare
1265,sich schlagen::V,dövüşmek,slåss
1266,schießen::V,ateş etmek,skyte
1267,siegen::V,yenmek,seire
1268,ärgern::V,kızdırmak,ergre
1269,schlagen::V,dövmek,
1270,treten::V,tepmek,sparke
1271,stechen::V,sokmak,stikke
1272,stechen::V,batırmak,stikke
1273,stoßen::V,itmek,støte
1274,stehlen::V,çalmak,stjele
1275,stören::V,bozmak,forstyrre
1276,stören::V,etkilemek,forstyrre
1277,belästigen::V,rahatsız etmek,plage
1278,belästigen::V,rahatsız etmek,sjenere
1279,verbergen::V,saklamak,gjemme
1280,täuschen::V,aldatmak,villede
1281,betrügen::V,aldatmak,bedra
1282,betrügen::V,dolandırmak,bedra
1283,töten::V,öldürmek,drepe
1284,wohnen::V,oturmak,bo
1285,arbeiten::V,çalışmak,arbeide
1286,sammeln::V,toplamak,samle
1287,pflücken::V,koparmak,plukke
1288,jagen::V,avlanmak,jage
1289,fischen::V,balık tutmak,fiske
1290,fassen::V,tutmak,fange
1291,fassen::V,yakalamak,fange
1292,hüten::V,otlatmak,vokte
1293,treiben::V,gütmek,drive
1294,anbinden::V,bağlamak,feste
1295,füttern::V,beslemek,fore
1296,melken::V,sağmak,melke
1297,hacken::V,yarmak,hakke
1298,gießen::V,sulamak,helle
1299,reifen::V,olgunlaşmak,modne
1300,zubereiten::V,hazırlamak,lage
1301,zubereiten::V,hazırlamak,tilberede
1302,kochen::V,pişirmek,koke
1303,kochen::V,kaynatmak,koke
1304,backen::V,pişirmek,bake
1305,backen::V,fırında pişirmek,bake
1306,braten::V,kızartmak,steke
1307,umrühren::V,karıştırmak,røre om
1308,stricken::V,örmek,strikke
1309,nähen::V,dikmek,sy
1310,färben::V,boyamak,farge
1311,reinigen::V,temizlemek,rense
1312,reinigen::V,temizlemek,gjøre ren
1313,waschen::V,yıkamak,vaske
1314,abwischen::V,silmek,tørke av
1315,spülen::V,çalkamak,spyle
1316,spülen::V,çalkamak,skylle
1317,fegen::V,süpürmek,feie
1318,kehren::V,süpürmek,koste
1319,baden::V,yıkanmak,bade
1320,baden::V,banyo yapmak,bade
1321,sich waschen::V,yıkanmak,vaske seg
1322,ausziehen::V,çıkarmak,ta av
1323,anziehen::V,giymek,ta på
1324,sich anziehen::V,giyinmek,kle på seg
1325,kämmen::V,taramak,gre
1326,kämmen::V,taramak,kjemme
1327,schmücken::V,süslemek,pynte
1328,schmücken::V,süslemek,smykke
1329,sagen::V,demek,si
1330,sagen::V,söylemek,si
1331,sprechen::V,konuşmak,snakke
1332,reden::V,konuşmak,tale
1333,reden::V,konuşmak,snakke
1334,sich unterhalten::V,sohbet etmek,samtale
1335,fragen::V,sormak,spørre
1336,bitten::V,dilemek,be
1337,bitten::V,rica etmek,be
1338,erzählen::V,bahsetmek,fortelle
1339,erzählen::V,hikâye etmek,fortelle
1340,mitteilen::V,bildirmek,meddele
1341,nennen::V,adlandırmak,kalle
1342,rufen::V,çağırmak,rope
1343,prahlen::V,övünmek,skryte
1344,übersetzen::V,çevirmek,oversette
1345,übersetzen::V,tercüme etmek,oversette
1346,denken::V,düşünmek,tenke
1347,glauben::V,inanmak,tro
1348,glauben::V,zannetmek,tro
1349,bemerken::V,farkına varmak,bemerke
1350,bemerken::V,farkına varmak,legge merke til
1351,erkennen::V,tanımak,gjenkjenne
1352,begreifen::V,anlamak,begripe
1353,begreifen::V,kavramak,begripe
1354,verstehen::V,duymak,forstå
1355,verstehen::V,duymak,skjønne
1356,verstehen::V,anlamak,forstå
1357,verstehen::V,anlamak,skjønne
1358,lernen::V,öğrenmek,lære
1359,wissen::V,bilmek,vite
1360,sich erinnern an::V,hatırlamak,huske på
1361,vergessen::V,unutmak,glemme
1362,messen::V,ölçmek,måle
1363,zählen::V,saymak,telle
1364,rechnen::V,hesap etmek,regne
1365,lesen::V,okumak,lese
1366,malen::V,resmini yapmak,male
1367,zeichnen::V,çizmek,tegne
1368,schreiben::V,yazmak,skrive
1369,besitzen::V,haiz olmak,eie
1370,besitzen::V,haiz olmak,inneha
1371,besitzen::V,sahip olmak,eie
1372,besitzen::V,sahip olmak,inneha
1373,kaufen::V,almak,kjøpe
1374,verkaufen::V,satmak,selge
1375,bezahlen::V,ödemek,betale
1376,zahlen::V,ödemek,betale
1377,beherrschen::V,hâkim olmak,beherske
1378,ertragen::V,dayanmak,orke
1379,ertragen::V,katlanmak,orke
