,Concept_ID,kl,sah
147,Klaue::N,kukik,тыҥырах
148,Kralle::N,kukik,баппаҕай
149,Schwanz::N,pamioq,кутурук
150,Schwanz::N,paperuusaq,кутурук
151,Ei::N,mannik,сымыыт
152,Nest::N,ullut,уйа
153,Bau::N,ini,хороон
154,Tier::N,uumasoq,кыыл
155,Tier::N,uumasoq,харамай
156,Herde::N,unguukkat,үөр
157,Kuh::N,ussik,ынах
158,Bulle::N,angukulak,оҕус
159,Bulle::N,anguteralak,оҕус
160,Bulle::N,angutikulooq,оҕус
161,Schaf::N,sava,овца
162,Schwein::N,puuluki,сибиинньэ
163,Hund::N,qimmeq,ыт
164,Katze::N,puisaaq,куоска
165,Bär::N,allaq,эһэ
166,Eichhörnchen::N,sissinnguaq,тииҥ
167,Fuchs::N,terianniaq,саһыл
168,Hase::N,ukaleq,куобах
169,Maus::N,teriannguaq,кутуйах
170,Wolf::N,amaroq,бөрө
171,Vogel::N,timmiaq,көтөр
172,Huhn::N,kukkukooq,куурусса
173,Huhn::N,marloraaqaaq,куурусса
174,Hahn::N,kiasiusaq,бөтүүк
175,Gans::N,nerleq,хаас
176,Adler::N,nattoralik,хотой
177,Eule::N,uppik,мэкчиргэ
178,Kranich::N,qorlorfik,туруйа
179,Krähe::N,tuluatsiaq,тураах
180,Kuckuck::N,kukkooq,кэҕэ
181,Schwan::N,qussuk,куба
182,Fisch::N,aalisagaq,балык
183,Schlange[Tier]::N,pulateriarsuk,моҕой
184,Schlange[Tier]::N,pulateriarsuk,эриэн үөн
185,Schlange[Tier]::N,pulateriaarsuk,моҕой
186,Schlange[Tier]::N,pulateriaarsuk,эриэн үөн
187,Spinne::N,aasiaq,ооҕуй
188,Spinne::N,nissavaarsuk,ооҕуй
189,Ameise::N,uniaaluk,кымырдаҕас
190,Laus::N,kumak,быт
191,Mücke::N,ippernaq,кумаар
192,Fliege::N,ippernaq,сахсырҕа
193,Schmetterling::N,paluaq,лыах
194,Schmetterling::N,paluaq,үрүмэччи
195,Schmetterling::N,pakkaluaq,лыах
196,Schmetterling::N,pakkaluaq,үрүмэччи
197,Schmetterling::N,utsuppaluaq,лыах
198,Schmetterling::N,utsuppaluaq,үрүмэччи
199,Schmetterling::N,taqaleqisaaq,лыах
200,Schmetterling::N,taqaleqisaaq,үрүмэччи
201,Beere::N,paarmaq,отон
202,Beere::N,paarngaq,отон
203,Apfel::N,iipili,яблоко
204,Pilz::N,anngiusaq,тэллэй
205,Zwiebel::N,uanitsoq,луук
206,Saat::N,naatsiiassaq,сиэмэ
207,Korn::N,maannineq,сиэмэ
208,Schale::N,niutsivik,хах
209,Schale::N,ilulissaq qaartussaq,хах
210,Grube::N,itersaq,дьаама
211,Falle::N,pualavoq,сохсо
212,Schlinge::N,orseq,уктаа
213,Schlinge::N,norloq,уктаа
214,Spur::N,tumaa,суол
215,Asche::N,arsat,күл
216,Dreck::N,minguk,бадараан
217,Eisen::N,savimineq,тимир
218,Eisen::N,saffiugassaq,тимир
219,Gold::N,kuulti,көмүс
220,Gold::N,kuulti,кыһыл көмүс
221,Silber::N,siilviuvoq,көмүс
222,Silber::N,siilviuvoq,үрүҥ көмүс
223,Kohle::N,aamarsuit aamaruutissat,чох
224,Glas::N,igalaaq,өстүөкүлэ
225,Glas::N,imertarfik,өстүөкүлэ
226,Glas::N,igalaamineq,өстүөкүлэ
227,Lehm::N,marraq,туой
228,Sand::N,sioqqat,кумах
229,Mensch::N,inuk,киһи
230,Mensch::N,silamiu,киһи
231,Mann::N,angut,эр
232,Frau::N,arnaq,дьахтар
233,Kind::N,meeraq,оҕо
234,Junge::N,nukappiaraq,уол
235,Mädchen::N,arnannguaq,кыыс оҕо
236,Familie::N,ilaqutakka,кэргэн
237,Familie::N,ilaqutariit,кэргэн
238,Großvater::N,aatak,эһэ
239,Großmutter::N,aanaq,эбэ
240,Eltern::N,angajoqqaat,аҕа-ийэ
241,Vater::N,ataata,аҕа
242,Vater::N,ataataq,аҕа
243,Mutter::N,anaana,ийэ
244,Sohn::N,erneq,уол
245,Tochter::N,panik,кыыс
246,Bruder::N,ani,убай
247,Bruder::N,ani,быраат
248,Bruder::N,aqqaluk,убай
249,Bruder::N,aqqaluk,быраат
250,Bruder::N,qatanngut,убай
251,Bruder::N,qatanngut,быраат
252,Schwester::N,naja,аҕас
253,Schwester::N,naja,балыс
254,Schwester::N,aleqa,аҕас
255,Schwester::N,aleqa,балыс
256,Schwester::N,qatanngut,аҕас
257,Schwester::N,qatanngut,балыс
258,Onkel::N,akkak,таай
259,Onkel::N,akkak,абаҕа
260,Tante::N,aja,эдьиий
261,Tante::N,ajak,эдьиий
262,Tante::N,atsak,эдьиий
263,Ehemann::N,ui,эр
264,Ehefrau::N,nuliaq,ойох
265,Freude::N,tipaatsussuseq,үөрүү
266,Gelächter::N,illaq,күлүү
267,Glück::N,usornaat,дьол
268,Glück::N,usornaat,соргу
269,Glück::N,usornarsuseq,дьол
270,Glück::N,usornarsuseq,соргу
271,Wunsch::N,kissaat,баҕарыы
272,Lust::N,illigussuseq,баҕа
273,Lust::N,piummaseq,баҕа
274,Geist::N,anerneq,тыын
275,Geist::N,toornaq,тыын
276,Gedanke::N,isumassaq,санаа
277,Gedächtnis::N,eqqaamannissuseq,өй
278,Verstand::N,isuma,өй
279,Verstand::N,sianissut,өй
280,Verstand::N,misigissut,өй
281,Verstand::N,sianissuseq,өй
282,Verstand::N,silaqassuseq,өй
283,Sinn::N,isuma,суолта
284,Grund::N,patsit,төрүөт
285,Wahrheit::N,sallusuissut,кырдьык
286,Märchen::N,oqalualaarut,остуоруйа
287,Märchen::N,oqaluasaaq,остуоруйа
288,Erzählung::N,oqaluttuaq,кэпсээн
289,Nachricht::N,oqaassut,биллэриллии
290,Nachricht::N,oqqersuut,биллэриллии
291,Neuigkeit::N,tusarnartaq,сонун
292,Name::N,ateq,аат
293,Rätsel::N,nalorsitsaarut,таабырын
294,Rede::N,oqaluuseq,этии
295,Sprache::N,oqaatsit,тыл
296,Stimme::N,erinaq,куолас
297,Stimme::N,qarluuseq,куолас
298,Wort::N,oqaasii,тыл
299,Zeichen::N,nalunaaqqut,бэлиэ
300,Ruf::N,qaaqqussut,ыҥырыы
301,Lärm::N,perpaluk,айдаан
302,Laut::N,torsukattak,тыас
303,Ton::N,erinaq,дорҕоон
304,Lied::N,taalliaq,ырыа
305,Lied::N,erinarsuut,ырыа
306,Ruhe::N,qatsunganeq,уу чуумпу
307,Leute::N,inuiak,дьон
308,Leute::N,inuiaqatigiit,дьон
309,Volk::N,inuiaat,дьон
310,Volk::N,inuiaat,норуот
311,Arbeit::N,suliaq,үлэ
312,Gast::N,qaaqqusaq,ыалдьыт
313,Geschenk::N,pajugut,бэлэх
314,Hilfe::N,annertoqqut,көмө
315,Freund::N,tiliaq,доҕор
316,Freund::N,ikinngut,доҕор
317,Kamerad::N,tiliaq,атас
318,Kamerad::N,ikinngut,атас
319,Art::N,ileqquuseq,биис
320,Stück::N,nakkaalaniku,кырбас
321,Teil::N,tassiaasat,ирээт
322,Hälfte::N,affaq,аҥар
323,Kreis::N,kaajaluinneq or kaajaluitsoq,төгүрүк
324,Kreis::N,kaajaluinneq or kaajaluitsoq,төгүрүмтэ
325,Kreuz::N,sanningasulik,кириэс
326,Linie::N,tittaq,сурааһын
327,Linie::N,titarneq,сурааһын
328,Abstand::N,aku,арыт
329,Abstand::N,ikiaq,арыт
330,Entfernung::N,asi,ыраах
331,Gegend::N,nuna,сир
332,Platz::N,ini,арыт
333,Platz::N,inissaq,арыт
334,Ort::N,sumiiffik,сир
335,Seite::N,saneraq,өрүт
336,Seite::N,saneraq,сирэй
337,Mitte::N,qiteq,орто
338,Sache::N,pigisaq,мал
339,Rand::N,sini,кытыы
340,Rand::N,sini,ойоҕос
341,Rand::N,akerfineq,кытыы
342,Rand::N,akerfineq,ойоҕос
343,Kante::N,akerfineq,кырыы
344,Ecke::N,teqeqqoq,муннук
345,Ecke::N,tikeqqoq,муннук
346,Spitze::N,inngik,чыпчаал
347,Ende::N,isu,төбө
348,Loch::N,putu,тэһэҕэс
349,Loch::N,putu,дьөлөҕөс
350,Winkel::N,teqeqqorissaat,муннук
351,Muster::N,ilisserut,оһуор
352,Größe::N,angissuseq,кээмэй
353,Länge::N,takissuseq,уста
354,Gewicht::N,oqimaalutaq,ыйааһын
355,Menge::N,amerlassuseq,ахсаан
356,Haufen::N,eqimattat,чөмчөх
357,Reihe::N,allunaasaq,кэккэ
358,Boot::N,qajaq,оҥочо
359,Boot::N,angallat,оҥочо
360,Boot::N,umiatsiaq,оҥочо
361,Ruder::N,iput,эрдии
362,Schlitten::N,qamutit,сыарҕа
363,Schlitten::N,qimusseq,сыарҕа
364,Ski::N,ataarut,хайыһар
365,Last::N,nammagaq,ыарахан
366,Schritt::N,allorneq,хардыы
367,Norden::N,avannaq,хоту
368,Süden::N,qava,соҕуруу
369,Süden::N,kujat,соҕуруу
370,Süden::N,kujataa,соҕуруу
371,Westen::N,kitaa,арҕаа
372,Osten::N,kangi,илин
373,Holz::N,qisuk,мас
374,Brett::N,salliligaq,дуоска
375,Brett::N,salliligaq,хаптаһын
376,Platte::N,qaateq,билиитэ
377,Stütze::N,ajagutaq,тулааһын
378,Stütze::N,ajaagutaq,тулааһын
379,Stange::N,kaaviffik,ураҕас
380,Stock::N,ajaappissat,мас
381,Stock::N,ajaappissat,баалкы
382,Stab::N,ajaappissat,ураҕас
383,Rohr::N,sullulik,турба
384,Haus::N,illu,дьиэ
385,Ofen::N,kissarsuut,оһох
386,Fußboden::N,nateq,муоста
387,Tisch::N,allattarfik,остуол
388,Stuhl::N,issiavik,устуул
389,Stuhl::N,issiaffik,устуул
390,Wiege::N,uaasoq,биһик
391,Bett::N,nallavik,кырабаат
392,Regal::N,ilisivik,долбуур
393,Kiste::N,sakissat,дьааһык
394,Kiste::N,illerfiusaq,дьааһык
395,Fenster::N,aki,түннүк
396,Fenster::N,igalaaq,түннүк
397,Tür::N,matu,аан
398,Tor::N,isaaffik,аан
399,Zaun::N,saputit,соппулуот
400,Dach::N,qaliaq,кырыыса
401,Leiter::N,tummeqqat,кирилиэс
402,Leiter::N,majuartarfiit,кирилиэс
403,Besen::N,saligutit,миинньик
404,Spaten::N,nivaataq,күрдьэх
405,Schaufel::N,nivaataq,күрдьэх
406,Gabel::N,qilluaq,биилкэ
407,Gabel::N,ajassaatit,биилкэ
408,Löffel::N,alussaat,луоска
409,Messer::N,savik,быһах
410,Nagel::N,kukik,тоһоҕо
411,Netz::N,anguffaseq,илим
412,Haken::N,nissik,көхө
413,Haken::N,qarsorsaq,көхө
414,Haken::N,qarsorsartoq,көхө
415,Griff::N,ipi,ук
416,Griff::N,ipi,тутаах
417,Schloss::N,illussaarsuaq,күлүүс
418,Bild::N,assiliaq,хартыына
419,Figur::N,kisitsit,фигура
420,Puppe::N,inuusaq,куукула
421,Bündel::N,qilertaq,баайыы
422,Tasche::N,pooqattaq,суумка
423,Deckel::N,matu,хаппах
424,Geschirr::N,anut,иһит
425,Tasse::N,tiitorfik,сэлиэнэй
426,Tasse::N,tiitorfiup ilorlia,сэлиэнэй
427,Topf::N,qoqqoq,көстүрүүҥкэ
428,Kessel::N,uunnaavik,хочуол
429,Essen::N,igaaq,аһылык
430,Nahrung::N,neqissaq,ас
431,Speise::N,nerisassat,аһылык
432,Fleisch::N,neqi,эт
433,Getreide::N,maannineq,злактар
434,Brot::N,iffit,килиэп
435,Brot::N,iffiaq,килиэп
436,Scheibe::N,igalaassiaq,куһуок
437,Fett::N,tarnutissaq,сыа
438,Fett::N,tarnutissiaq,сыа
439,Butter::N,punneq,арыы
440,Öl::N,uulia,арыы
441,Salz::N,taratsut,туус
442,Suppe::N,qajoq,мин
443,Honig::N,tungusunnitsuut,мүөт
444,Milch::N,immuk,үүт
445,Tee::N,tii,чэй
446,Tee::N,teeq,чэй
447,Wolle::N,nuersagassiaq,түү
448,Stoff::N,milliaq,таҥас
449,Stoff::N,qarlissiaq,таҥас
450,Nadel::N,meqqut,иннэ
451,Faden::N,ujalussiaq,сап
452,Knopf::N,attat,тимэх
453,Knoten::N,akeroq,түмүк
454,Knoten::N,qilerneq,түмүк
455,Farbe::N,qalipaat,кырааска
456,Kleidung::N,atisat,таҥас
457,Kleidung::N,annoraaq,таҥас
458,Hemd::N,ilupaaq,ырбаахы
459,Kragen::N,qungasiinnaq,саҕа
460,Ärmel::N,aaq,сиэх
461,Hose::N,qarliit,ыстаан
462,Hose::N,qarliit,бүрүүкэ
463,Gürtel::N,qiterut,кур
464,Gürtel::N,unngersaq,кур
465,Mütze::N,nasaq,бэргэһэ
466,Schuh::N,skuu,бачыыҥка
467,Schuh::N,ikernuk,бачыыҥка
468,Schuh::N,ateraasaq,бачыыҥка
469,Stiefel::N,kamik,саппыкы
470,Ring::N,assammiu,биһилэх
471,Band::N,qilerutissiaq,лиэнтэ
472,Kamm::N,illaagutit,тараах
473,Kamm::N,illaajaatit pl.,тараах
474,Spiegel::N,tarrarsuut,сиэркилэ
475,Riemen::N,allunaaq,кур
476,Schnur::N,kujaaq,быа
477,Schnur::N,allunaasaq,быа
478,Leine::N,aleq,тэһиин
479,Decke::N,qipik,суорҕан
480,Kissen::N,akit,сыттык
481,Tuch::N,qarlissiaq,былаат
482,Handtuch::N,allarut,соттор
483,Handtuch::N,allarterut,соттор
484,Kraft::N,pissak,сыра
485,Stärke::N,qerattarsaat,күүс
486,Gesundheit::N,peqqisusseq,доруобуйа
487,Krankheit::N,nappaat,ыарыы
488,Schmerz::N,anniaat,ыарыы
489,Wunde::N,iki,баас
490,Fieber::N,nappaat qanimanartoq,түрүлгэн
491,Fieber::N,nappaat qanimanartoq,лихорадка
492,Fieber::N,nappaat qanimanartoq,температура
493,Arznei::N,imigassaq,эмп
494,Brücke::N,ikaartarfik,күргэ
495,Brunnen::N,tissaluttuliaq,холуодьас
496,Weide::N,masarsuk,мэччирэҥ
497,Pfad::N,aqqut,ыллык
498,Weg::N,aggerfik,суол
499,Straße::N,aqqusineq,суол
500,Dorf::N,nunaqarfik,дэриэбинэ
501,Stadt::N,illorpaat,куорат
502,Stadt::N,illorpalik,куорат
503,Brief::N,allagarsiaq,сурук
504,Buch::N,atuakkat,кинигэ
505,Buch::N,mappersagaq,кинигэ
506,Buchstabe::N,naqinneq,буква
507,Zeitung::N,aviisi,хаһыат
508,Leben::N,inuussuseq,тыын
509,Tod::N,toqu,өлүү
510,Tod::N,toquneq,өлүү
511,Grab::N,iliveq,иин
512,Grab::N,illissat,иин
513,Kirche::N,oqaluffik,таҥара дьиэтэ
514,Sünde::N,ajorti,айыы
515,Arbeiter::N,sulisoq,үлэһит
516,Chef::N,ittoqut,баһылык
517,Chef::N,ittoqut,начальник
518,Meister::N,naalagaq,уус
519,Meister::N,naalagaq,маастар
520,Arzt::N,katsorsaasoq,врач
521,Lehrer::N,ilinniartitsisoq,учуутал
522,Geld::N,aningaasat,харчы
523,Geschäft::N,niuertarfik,идэ
524,Laden::N,niuertarfik,маҕаһыын
525,Preis::N,aki,сыана
526,Ware::N,qaliata pii,табаар
527,Ware::N,nioqqutissaq,табаар
528,Nutzen::N,iluaqut,туһа
529,Welt::N,nunarsuaq,аан дойду
530,Land::N,nuna,дойду
531,König::N,kunngi,король
532,Macht::N,pissaassuseq,былаас
533,Grenze::N,killik,кыраныысса
534,Krieg::N,sorsunneq,сэрии
535,Feind::N,akeraq,өстөөх
536,Feind::N,akerartorti,өстөөх
537,Feind::N,qinngarsuisoq,өстөөх
538,Kampf::N,sorsunneq,охсуһуу
539,Pfeil::N,qalugiusaq,ох
540,Gewehr::N,aallaat,саа
541,Fehler::N,kukkuneq,сыыһа
542,Fehler::N,paarlaappaa,сыыһа
543,Unglück::N,perluut,алдьархай
544,Schuld::N,akiitsugaq,буруй
545,Schuld::N,akiligassaq,буруй
546,Alter::N,utoqqaq,саас
547,Schluss::N,isu,тиһэх
548,Zeit::N,ulloq,бириэмэ
549,Zeit::N,akuttoqatigiinneq,бириэмэ
550,Tag::N,ulloq,күн
551,Morgen::N,ullaaq,сарсыарда
552,Mittag::N,ulloqeqqa,күн ортото
553,Abend::N,unnuk,киэһэ
554,Nacht::N,unnuaq,түүн
555,Woche::N,sapaatip akunnera,нэдиэлэ
556,Monat::N,qaammat,ый
557,Jahr::N,ukioq,сыл
558,Jahr::N,ukioq,дьыл
559,Frühling::N,upernaaq,саас
560,Sommer::N,aasaq,сайын
561,Herbst::N,ukiaq,күһүн
562,Winter::N,ukioq,кыһын
563,Januar::N,siulleeq,тохсунньу
564,Januar::N,qaammaliaq,тохсунньу
565,Februar::N,aarlaat,олунньу
566,März::N,marsi,кулун тутар
567,März::N,martsi,кулун тутар
568,Mai::N,maaji,ыам ыйа
569,Juni::N,juuni,бэс ыйа
570,Juli::N,juuli,от ыйа
571,August::N,aggusti,атырдьах ыйа
572,September::N,septembari,балаҕан ыйа
573,Oktober::N,oktobari,алтынньы
574,November::N,novembari,сэтинньи
575,Dezember::N,detsembari,ахсынньы
576,Montag::N,ataasinngortoq,бэнидиэнньик
577,Dienstag::N,marlunngorneq,оптуорунньук
578,Mittwoch::N,pingasunngorneq,сэрэдэ
579,Donnerstag::N,sisamanngorneq,чэппиэр
580,Freitag::N,tallimanngorneq,бээтинсэ
581,Samstag::N,arfininngorneq,субуота
582,Sonntag::N,sapaat,баскыһыанньа
583,Sonntag::N,sapaati,баскыһыанньа
584,groß::A,angivoq,бөдөҥ
585,groß::A,angivoq,улахан
586,klein::A,mikivoq,кыр
587,lang::A,takisooq,уһун
588,kurz::A,naatsoq,кылгас
589,breit::A,silippoq,кэтит
590,schmal::A,amitsoq,кыараҕас
591,dicht::A,torsusooq,хойуу
592,dick[Gegenstand]::A,issuvoq,суон
593,dick[Gegenstand]::A,issuvoq,хойуу
594,dick[Gegenstand]::A,issusooq,суон
595,dick[Gegenstand]::A,issusooq,хойуу
596,dünn::A,amitsoq,чараас
597,fein::A,mamarpoq,бытархай
598,fein::A,mamarpoq,синньигес
599,fest::A,tangeqarpoq,бөҕө
600,fest::A,tangeqarpoq,кытаанах
601,flach::A,nalimmappoq,хаптаҕай
602,glatt::A,quasak,кылааккай
603,hart::A,mattusooq,хатан
604,hart::A,mattusooq,кытаанах
605,hart::A,manngerpoq,хатан
606,hart::A,manngerpoq,кытаанах
607,hart::A,titeqquluppoq,хатан
608,hart::A,titeqquluppoq,кытаанах
609,weich::A,nerumaarpoq,сымнаҕас
610,rund::A,ammallorippoq,төгүрүк
611,spitz::A,qummukujooq,сытыы
612,spitz::A,qummukujooq,уһуктаах
613,scharf::A,ipippoq,сытыы
614,stumpf::A,anngerpoq,сыппах
615,schwer::A,oqimaappoq,ыарахан
616,schön::A,kusanarpoq,кыраһыабай
617,heiß::A,kiappoq,итии
618,warm::A,oqorpoq,ичигэс
619,kalt::A,issippoq,тымныы
620,kühl::A,pueqqortippoq,сөрүүн
621,feucht::A,isugutavoq,сииктээх
622,feucht::A,qaasernarpoq,сииктээх
623,nass::A,imerorpoq,инчэҕэй
624,trocken::A,panerpoq,кураан
625,voll::A,ulikkaarpoq,толору
626,leer::A,imaattuarpoq,иччитэх
627,offen::A,ammavoq,аһаҕас
628,geschlossen::A,matuvoq,бүтэй
629,sauber::A,eqqippoq,сэбэр
630,sauber::A,sukuluippoq,сэбэр
631,sauber::A,ipeqanngilaq,сэбэр
632,schmutzig::A,tapappoq,кирдээх
633,schmutzig::A,minguppoq,кирдээх
634,roh::A,aapavoq,сиикэй
635,reif::A,qaarulerpoq,буспут
636,reif::A,qaarulerpoq,сиппит-хоппут
637,süß::A,tungusunnippoq,минньигэс
638,bitter::A,qasilippoq,аһыы
639,hell::A,qaamavoq,сырдык
640,dunkel::A,qernerpoq,хараҥа
641,schwarz::A,qernerpoq,хара
642,weiß::A,qaqorpoq,үрүҥ
643,weiß::A,qaqorpoq,маҥан
644,rot::A,aappaluppoq,кыһыл
645,gelb::A,sungaarpoq,саһархай
646,blau::A,tungujorpoq,күөх
647,grün::A,qorsooqqippoq,күөх
648,grün::A,qorsooqqippoq,от күөҕэ
649,grau::A,qaserpoq,сиэрэй
650,billig::A,akikippoq,чэпчэки
651,wertvoll::A,erlinnarpoq,сыаналаах
652,blind::A,tappiippoq,хараҕа суох
653,blind::A,isigisaqanngilaq,хараҕа суох
654,taub::A,tusilarpoq,дьүлэй
655,kräftig::A,pissaq,модун
656,kräftig::A,pissarsuaq,модун
657,stark::A,sanngivoq,күүстээх
658,schwach::A,nakuippoq,мөлтөх
659,fett::A,pualavoq,эмис
660,schlank::A,tuappoq,дьылҕан
661,schlank::A,tuappoq,дьыпсаҕай
662,hübsch::A,aatsialaq,олус кэрэ
663,hübsch::A,aatsialaq,көрүөхтэн үчүгэй
664,böse::A,ajorpoq,өһүөннээх
665,dumm::A,taqajak,акаары
666,dumm::A,sikkilluppoq,акаары
667,dumm::A,qaatusimasaqanngilaq,акаары
668,faul::A,eqiasuppoq,нэс
669,faul::A,eqiattortuvoq,нэс
670,fleißig::A,eqiasuippoq,кыһамньылаах
671,geizig::A,iasilaarpoq,иҥсэлээх
672,geizig::A,tukkuippoq,иҥсэлээх
673,klug::A,mallak,өйдөөх
674,klug::A,ittanneq,өйдөөх
675,klug::A,kutaappoq,өйдөөх
676,klug::A,kuttaappoq,өйдөөх
677,klug::A,qarasagippoq,өйдөөх
678,lieb::A,akisooq,тапталлаах
679,lustig::A,piikulavoq,көрдөөх
680,sanft::A,isumagippoq,намчы
681,sanft::A,isumagippoq,сымнаҕас
682,hungrig::A,kaappoq,аччык
683,hungrig::A,perlilerpoq,аччык
684,krank::A,napparsimavoq,ыалдьар
685,traurig::A,aliasuppoq,санаарҕабыллаах
686,lebendig::A,uumavoq,тыыннаах
687,gut::A,ajunngilaq,үтүө
688,gut::A,ajunngilaq,үчүгэй
689,schlecht::A,sualuppoq,куһаҕан
690,richtig::A,iluarpoq,сөп
691,schlimm::A,amiilaarnarpoq,сидьиҥ
692,schlimm::A,amiilaarnarpoq,быдьар
693,wahr::A,ilumoorpoq,кырдьык
694,alt::A,pisoqaq,былыргы
695,neu::A,nutaavoq,саҥа
