,Concept_ID,udm,kl
225,Zwiebel::N,сугон,uanitsoq
226,Saat::N,кидыс,naatsiiassaq
227,Korn::N,тысь,maannineq
228,Heu::N,турын,
229,Schale::N,кыд,niutsivik
230,Schale::N,кыд,ilulissaq qaartussaq
231,Grube::N,гу,itersaq
232,Grube::N,гоп,itersaq
233,Falle::N,налик,pualavoq
234,Schlinge::N,гиӟ,orseq
235,Schlinge::N,гиӟ,norloq
236,Schlinge::N,герд,orseq
237,Schlinge::N,герд,norloq
238,Spur::N,пытьы,tumaa
239,Spur::N,бервыл,tumaa
240,Asche::N,пень,arsat
241,Dreck::N,дэри,minguk
242,Eisen::N,корт,savimineq
243,Eisen::N,корт,saffiugassaq
244,Gold::N,зарни,kuulti
245,Silber::N,азвесь,siilviuvoq
246,Kohle::N,эгыр,aamarsuit aamaruutissat
247,Glas::N,стекло,igalaaq
248,Glas::N,стекло,imertarfik
249,Glas::N,стекло,igalaamineq
250,Glas::N,пияла,igalaaq
251,Glas::N,пияла,imertarfik
252,Glas::N,пияла,igalaamineq
253,Lehm::N,сюй,marraq
254,Sand::N,луо,sioqqat
255,Mensch::N,мурт,inuk
256,Mensch::N,мурт,silamiu
257,Mensch::N,адями,inuk
258,Mensch::N,адями,silamiu
259,Mann::N,воргорон,angut
260,Frau::N,кышномурт,arnaq
261,Kind::N,нуны,meeraq
262,Kind::N,пинал,meeraq
263,Junge::N,пи,nukappiaraq
264,Mädchen::N,ныл,arnannguaq
265,Familie::N,семья,ilaqutakka
266,Familie::N,семья,ilaqutariit
267,Großvater::N,песятай,aatak
268,Großvater::N,пересь атай,aatak
269,Großmutter::N,песянай,aanaq
270,Großmutter::N,пересь анай,aanaq
271,Eltern::N,атай-анай,angajoqqaat
272,Eltern::N,бубы-мумы,angajoqqaat
273,Vater::N,айы,ataata
274,Vater::N,айы,ataataq
275,Vater::N,атай,ataata
276,Vater::N,атай,ataataq
277,Mutter::N,мумы,anaana
278,Sohn::N,пи,erneq
279,Tochter::N,ныл,panik
280,Bruder::N,агай,ani
281,Bruder::N,агай,aqqaluk
282,Bruder::N,агай,qatanngut
283,Schwester::N,апа,naja
284,Schwester::N,апа,aleqa
285,Schwester::N,апа,qatanngut
286,Schwester::N,сузэр,naja
287,Schwester::N,сузэр,aleqa
288,Schwester::N,сузэр,qatanngut
289,Onkel::N,агай,akkak
290,Tante::N,апа,aja
291,Tante::N,апа,ajak
292,Tante::N,апа,atsak
293,Tante::N,кенак,aja
294,Tante::N,кенак,ajak
295,Tante::N,кенак,atsak
296,Ehemann::N,карт,ui
297,Ehefrau::N,кышно,nuliaq
298,Freude::N,шумпотон,tipaatsussuseq
299,Gelächter::N,горем,illaq
300,Glück::N,шуд,usornaat
301,Glück::N,шуд,usornarsuseq
302,Kummer::N,кайгу,
303,Kummer::N,куректон,
304,Wunsch::N,мылпотон,kissaat
305,Lust::N,потон,illigussuseq
306,Lust::N,потон,piummaseq
307,Geist::N,лул,anerneq
308,Geist::N,лул,toornaq
309,Gedanke::N,малпан,isumassaq
310,Gedächtnis::N,йырсазь,eqqaamannissuseq
311,Gedächtnis::N,тодэваён,eqqaamannissuseq
312,Verstand::N,йырвизь,isuma
313,Verstand::N,йырвизь,sianissut
314,Verstand::N,йырвизь,misigissut
315,Verstand::N,йырвизь,sianissuseq
316,Verstand::N,йырвизь,silaqassuseq
317,Sinn::N,смысл,isuma
318,Grund::N,муг,patsit
319,Grund::N,ньӧм,patsit
320,Wahrheit::N,зэм,sallusuissut
321,Wahrheit::N,шонер,sallusuissut
322,Gespräch::N,вераськон,
323,Märchen::N,выжыкыл,oqalualaarut
324,Märchen::N,выжыкыл,oqaluasaaq
325,Erzählung::N,верос,oqaluttuaq
326,Nachricht::N,ивор,oqaassut
327,Nachricht::N,ивор,oqqersuut
328,Neuigkeit::N,выльивор,tusarnartaq
329,Name::N,ним,ateq
330,Rätsel::N,мадькыл,nalorsitsaarut
331,Rede::N,верам,oqaluuseq
332,Sprache::N,кыл,oqaatsit
333,Stimme::N,куара,erinaq
334,Stimme::N,куара,qarluuseq
335,Wort::N,кыл,oqaasii
336,Zeichen::N,пус,nalunaaqqut
337,Zeichen::N,тодмет,nalunaaqqut
338,Ruf::N,ӧтён,qaaqqussut
339,Ruf::N,чортон,qaaqqussut
340,Lärm::N,ӵашетон,perpaluk
341,Laut::N,куара,torsukattak
342,Ton::N,куара,erinaq
343,Lied::N,кырӟан,taalliaq
344,Lied::N,кырӟан,erinarsuut
345,Ruhe::N,чалмыт улон,qatsunganeq
346,Leute::N,адямиос,inuiak
347,Leute::N,адямиос,inuiaqatigiit
348,Volk::N,калык,inuiaat
349,Arbeit::N,уж,suliaq
350,Gast::N,куно,qaaqqusaq
351,Geschenk::N,салам,pajugut
352,Geschenk::N,кузьым,pajugut
353,Spiel::N,шудон,
354,Gesellschaft::N,калык,
355,Hilfe::N,юрттон,annertoqqut
356,Freund::N,эш,tiliaq
357,Freund::N,эш,ikinngut
358,Freund::N,юлтош,tiliaq
359,Freund::N,юлтош,ikinngut
360,Kamerad::N,тодмо,tiliaq
361,Kamerad::N,тодмо,ikinngut
362,Angelegenheit::N,уж,
363,Anzahl::N,лыд,
364,Art::N,тус,ileqquuseq
365,Stück::N,юдэс,nakkaalaniku
366,Teil::N,люкет,tassiaasat
367,Hälfte::N,ӝыны,affaq
368,Kreis::N,котырес,kaajaluinneq or kaajaluitsoq
369,Kreuz::N,крест,sanningasulik
370,Linie::N,гож,tittaq
371,Linie::N,гож,titarneq
372,Strich::N,гож,
373,Abstand::N,вис,aku
374,Abstand::N,вис,ikiaq
375,Abstand::N,кусып,aku
376,Abstand::N,кусып,ikiaq
377,Entfernung::N,кусып,asi
378,Gegend::N,инты,nuna
379,Platz::N,инты,ini
380,Platz::N,инты,inissaq
381,Ort::N,инты,sumiiffik
382,Ort::N,места,sumiiffik
383,Seite::N,пал,saneraq
384,Mitte::N,шор,qiteq
385,Gegenstand::N,арбери,
386,Sache::N,котыр,pigisaq
387,Rand::N,дур,sini
388,Rand::N,дур,akerfineq
389,Rand::N,шаер,sini
390,Rand::N,шаер,akerfineq
391,Kante::N,дур,akerfineq
392,Ecke::N,сэрег,teqeqqoq
393,Ecke::N,сэрег,tikeqqoq
394,Spitze::N,йыл,inngik
395,Ende::N,пум,isu
396,Loch::N,пась,putu
397,Winkel::N,сэрег,teqeqqorissaat
398,Muster::N,пужы,ilisserut
399,Größe::N,быдӟала,angissuseq
400,Länge::N,кузьдала,takissuseq
401,Höhe::N,ӝуждала,
402,Gewicht::N,сектала,oqimaalutaq
403,Gewicht::N,секытлык,oqimaalutaq
404,Menge::N,лыд,amerlassuseq
405,Menge::N,лыдпус,amerlassuseq
406,Haufen::N,люк,eqimattat
407,Reihe::N,чур,allunaasaq
408,Boot::N,пыж,qajaq
409,Boot::N,пыж,angallat
410,Boot::N,пыж,umiatsiaq
411,Boot::N,лодка,qajaq
412,Boot::N,лодка,angallat
413,Boot::N,лодка,umiatsiaq
414,Ruder::N,полыс,iput
415,Schlitten::N,додьы,qamutit
416,Schlitten::N,додьы,qimusseq
417,Ski::N,куас,ataarut
418,Lagerfeuer::N,тылскем,
419,Last::N,секыт,nammagaq
420,Gang::N,ветлон,
421,Schritt::N,вамыш,allorneq
422,Norden::N,уйпал,avannaq
423,Süden::N,лымшор,qava
424,Süden::N,лымшор,kujat
425,Süden::N,лымшор,kujataa
426,Westen::N,шунды пуксён,kitaa
427,Osten::N,шунды ӝужан,kangi
428,Holz::N,пу,qisuk
429,Brett::N,пул,salliligaq
430,Platte::N,плита,qaateq
431,Stütze::N,пыкет,ajagutaq
432,Stütze::N,пыкет,ajaagutaq
433,Stange::N,пуӵ,kaaviffik
434,Stock::N,боды,ajaappissat
435,Stab::N,пуӵ,ajaappissat
436,Stab::N,боды,ajaappissat
437,Rohr::N,труба,sullulik
438,Haus::N,юрт,illu
439,Heim::N,корка,
440,Ofen::N,гур,kissarsuut
441,Fußboden::N,выж,nateq
442,Tisch::N,ӝӧк,allattarfik
443,Stuhl::N,пукон,issiavik
444,Stuhl::N,пукон,issiaffik
445,Wiege::N,кӧкы,uaasoq
446,Wiege::N,зыбка,uaasoq
447,Bett::N,валес,nallavik
448,Regal::N,ӝажы,ilisivik
449,Kiste::N,ящик,sakissat
450,Kiste::N,ящик,illerfiusaq
451,Fenster::N,укно,aki
452,Fenster::N,укно,igalaaq
453,Fenster::N,косяк,aki
454,Fenster::N,косяк,igalaaq
455,Tür::N,ӧс,matu
456,Tor::N,ӟезьы,isaaffik
457,Zaun::N,забор,saputit
458,Dach::N,липет,qaliaq
459,Leiter::N,падӟа,tummeqqat
460,Leiter::N,падӟа,majuartarfiit
461,Besen::N,ӵужон,saligutit
462,Besen::N,исьнер,saligutit
463,Spaten::N,лопатка,nivaataq
464,Schaufel::N,ютырон,nivaataq
465,Gabel::N,тэчы,qilluaq
466,Gabel::N,тэчы,ajassaatit
467,Gabel::N,вилка,qilluaq
468,Gabel::N,вилка,ajassaatit
469,Löffel::N,пуньы,alussaat
470,Messer::N,пурт,savik
471,Nagel::N,кортӵог,kukik
472,Netz::N,сеть,anguffaseq
473,Haken::N,курик,nissik
474,Haken::N,курик,qarsorsaq
475,Haken::N,курик,qarsorsartoq
476,Griff::N,ныд,ipi
477,Schloss::N,тунгон,illussaarsuaq
478,Bild::N,суред,assiliaq
479,Figur::N,фигура,kisitsit
480,Puppe::N,мунё,inuusaq
481,Beutel::N,пуйы,
482,Bündel::N,керттэт,qilertaq
483,Tasche::N,пуйы,pooqattaq
484,Tasche::N,сумка,pooqattaq
485,Eimer::N,ведра,
486,Deckel::N,ӵоксэт,matu
487,Geschirr::N,тусьты-пуньы,anut
488,Sack::N,пуйы,
489,Tasse::N,ӵаша,tiitorfik
490,Tasse::N,ӵаша,tiitorfiup ilorlia
491,Topf::N,миска,qoqqoq
492,Kessel::N,пурты,uunnaavik
493,Essen::N,сиськон,igaaq
494,Nahrung::N,сион,neqissaq
495,Speise::N,сиён,nerisassat
496,Fleisch::N,сӥль,neqi
497,Getreide::N,ю тысь,maannineq
498,Brei::N,ӝук,
499,Brot::N,нянь,iffit
500,Brot::N,нянь,iffiaq
501,Scheibe::N,шорем,igalaassiaq
502,Fett::N,кӧй,tarnutissaq
503,Fett::N,кӧй,tarnutissiaq
504,Butter::N,вӧй,punneq
505,Öl::N,вӧй,uulia
506,Salz::N,сылал,taratsut
507,Suppe::N,шыд,qajoq
508,Honig::N,чечы,tungusunnitsuut
509,Milch::N,йӧл,immuk
510,Tee::N,чай,tii
511,Tee::N,чай,teeq
512,Leder::N,сурон,
513,Wolle::N,гон,nuersagassiaq
514,Wolle::N,ыжгон,nuersagassiaq
515,Stoff::N,куэм,milliaq
516,Stoff::N,куэм,qarlissiaq
517,Nadel::N,вень,meqqut
518,Faden::N,сӥньыс,ujalussiaq
519,Knopf::N,бирды,attat
520,Knoten::N,герд,akeroq
521,Knoten::N,герд,qilerneq
522,Farbe::N,буёл,qalipaat
523,Kleidung::N,дӥсь,atisat
524,Kleidung::N,дӥсь,annoraaq
525,Hemd::N,дэрем,ilupaaq
526,Kragen::N,сирес,qungasiinnaq
527,Ärmel::N,саес,aaq
528,Hose::N,брюки,qarliit
529,Hose::N,штань,qarliit
530,Gürtel::N,кускерттон,qiterut
531,Gürtel::N,кускерттон,unngersaq
532,Mütze::N,ызьы,nasaq
533,Schuh::N,ботинка,skuu
534,Schuh::N,ботинка,ikernuk
535,Schuh::N,ботинка,ateraasaq
536,Stiefel::N,сапег,kamik
537,Ring::N,зундэс,assammiu
538,Band::N,лента,qilerutissiaq
539,Kamm::N,сын,illaagutit
540,Kamm::N,сын,illaajaatit pl.
541,Spiegel::N,синучкон,tarrarsuut
542,Riemen::N,е,allunaaq
543,Schnur::N,гозы,kujaaq
544,Schnur::N,гозы,allunaasaq
545,Leine::N,думет,aleq
546,Decke::N,шобрет,qipik
547,Kissen::N,миндэр,akit
548,Tuch::N,кышет,qarlissiaq
549,Handtuch::N,ӵушкон,allarut
550,Handtuch::N,ӵушкон,allarterut
551,Kraft::N,кать,pissak
552,Kraft::N,ӟигар,pissak
553,Stärke::N,юнлык,qerattarsaat
554,Gesundheit::N,тазалык,peqqisusseq
555,Krankheit::N,висён,nappaat
556,Schmerz::N,висён,anniaat
557,Wunde::N,яра,iki
558,Fieber::N,кезег,nappaat qanimanartoq
559,Arznei::N,эмъюм,imigassaq
560,Brücke::N,выж,ikaartarfik
561,Brunnen::N,колдэч,tissaluttuliaq
562,Weide::N,возь,masarsuk
563,Pfad::N,сюрес,aqqut
564,Weg::N,сюрес,aggerfik
565,Straße::N,сюрес,aqqusineq
566,Dorf::N,гурт,nunaqarfik
567,Stadt::N,кар,illorpaat
568,Stadt::N,кар,illorpalik
569,Stadt::N,город,illorpaat
570,Stadt::N,город,illorpalik
571,Brief::N,гожтэт,allagarsiaq
572,Buch::N,книга,atuakkat
573,Buch::N,книга,mappersagaq
574,Buchstabe::N,буква,naqinneq
575,Zeitung::N,газет,aviisi
576,Leben::N,улон,inuussuseq
577,Tod::N,кулон,toqu
578,Tod::N,кулон,toquneq
579,Grab::N,шайгу,iliveq
580,Grab::N,шайгу,illissat
581,Kirche::N,черк,oqaluffik
582,Sünde::N,сьӧлык,ajorti
583,Gott::N,ӥнмар,
584,Arbeiter::N,рабочий,sulisoq
585,Chef::N,начальник,ittoqut
586,Meister::N,кибашлы,naalagaq
587,Arzt::N,врач,katsorsaasoq
588,Lehrer::N,дышетӥсь,ilinniartitsisoq
589,Geld::N,уксё,aningaasat
590,Geld::N,коньдон,aningaasat
591,Geschäft::N,уж,niuertarfik
592,Laden::N,магазин,niuertarfik
593,Preis::N,дун,aki
594,Ware::N,вуз,qaliata pii
595,Ware::N,вуз,nioqqutissaq
596,Nutzen::N,пайда,iluaqut
597,Reichtum::N,узырлык,
598,Welt::N,дунне,nunarsuaq
599,Land::N,шаер,nuna
600,Staat::N,кун,
601,König::N,эксэй,kunngi
602,Macht::N,власть,pissaassuseq
603,Grenze::N,кунгож,killik
604,Krieg::N,ож,sorsunneq
605,Feind::N,тушмон,akeraq
606,Feind::N,тушмон,akerartorti
607,Feind::N,тушмон,qinngarsuisoq
608,Gewalt::N,эриктэман,
609,Kampf::N,нюръяськон,sorsunneq
610,Bogen[Waffe]::N,пукыӵ,
611,Pfeil::N,пукыӵ вень,qalugiusaq
612,Gewehr::N,пыӵал,aallaat
613,Fehler::N,янгыш,kukkuneq
614,Fehler::N,янгыш,paarlaappaa
615,Lüge::N,пӧян,
616,Lüge::N,алдан,
617,Lüge::N,ӧрекчан,
618,Schaden::N,изъян,
619,Unglück::N,куректон,perluut
620,Unglück::N,шудтэме усён,perluut
621,Schuld::N,янгыш,akiitsugaq
622,Schuld::N,янгыш,akiligassaq
623,Alter::N,арлыд,utoqqaq
624,Schluss::N,пум,isu
625,Zeit::N,дыр,ulloq
626,Zeit::N,дыр,akuttoqatigiinneq
627,Tag::N,нунал,ulloq
628,Morgen::N,ӵукна,ullaaq
629,Mittag::N,лымшор,ulloqeqqa
630,Abend::N,ӝыт,unnuk
631,Abend::N,акшан,unnuk
632,Nacht::N,уй,unnuaq
633,Woche::N,арня,sapaatip akunnera
634,Monat::N,толэзь,qaammat
635,Jahr::N,ар,ukioq
636,Frühling::N,тулыс,upernaaq
637,Sommer::N,гужем,aasaq
638,Herbst::N,сӥзьыл,ukiaq
639,Winter::N,тол,ukioq
640,Januar::N,выльартолэзь,siulleeq
641,Januar::N,выльартолэзь,qaammaliaq
642,Februar::N,тулыспал,aarlaat
643,März::N,южтолэзь,marsi
644,März::N,южтолэзь,martsi
645,April::N,оштолэзь,
646,Mai::N,куартолэзь,maaji
647,Juni::N,вожотолэзь,juuni
648,Juli::N,пӧсьтолэзь,juuli
649,August::N,гудырикошкон,aggusti
650,September::N,куарусён,septembari
651,Oktober::N,выльӝуктолэзь,oktobari
652,November::N,шуркынмон,novembari
653,Dezember::N,толсур,detsembari
654,Montag::N,вордӥськон,ataasinngortoq
655,Dienstag::N,вторник,marlunngorneq
656,Mittwoch::N,вирнунал,pingasunngorneq
657,Donnerstag::N,покчиарня,sisamanngorneq
658,Freitag::N,удмуртарня,tallimanngorneq
659,Samstag::N,кӧснунал,arfininngorneq
660,Sonntag::N,арня,sapaat
661,Sonntag::N,арня,sapaati
662,groß::A,бадӟым,angivoq
663,klein::A,пичи,mikivoq
664,lang::A,кузь,takisooq
665,kurz::A,вакчи,naatsoq
666,breit::A,паськыт,silippoq
667,schmal::A,сюлэг,amitsoq
668,dicht::A,ӵем,torsusooq
669,dick[Gegenstand]::A,зӧк,issuvoq
670,dick[Gegenstand]::A,зӧк,issusooq
671,dünn::A,векчи,amitsoq
672,fein::A,векчи,mamarpoq
673,fest::A,юн,tangeqarpoq
674,fest::A,чурыт,tangeqarpoq
675,flach::A,ӵошкыт,nalimmappoq
676,glatt::A,гылыт,quasak
677,glatt::A,вольыт,quasak
678,hart::A,чурыт,mattusooq
679,hart::A,чурыт,manngerpoq
680,hart::A,чурыт,titeqquluppoq
681,weich::A,небыт,nerumaarpoq
682,rund::A,котырес,ammallorippoq
683,spitz::A,йылсо,qummukujooq
684,scharf::A,лэчыт,ipippoq
685,stumpf::A,ныж,anngerpoq
686,schwer::A,секыт,oqimaappoq
687,schön::A,чебер,kusanarpoq
688,heiß::A,пӧсь,kiappoq
689,warm::A,шуныт,oqorpoq
690,kalt::A,кезьыт,issippoq
691,kühl::A,юзмыт,pueqqortippoq
692,kühl::A,салкым,pueqqortippoq
693,frisch::A,выль,
694,feucht::A,мускыт,isugutavoq
695,feucht::A,мускыт,qaasernarpoq
696,nass::A,котмем,imerorpoq
697,trocken::A,кӧс,panerpoq
698,voll::A,тыр,ulikkaarpoq
699,leer::A,буш,imaattuarpoq
700,leer::A,тырттэм,imaattuarpoq
701,offen::A,усьтэм,ammavoq
702,geschlossen::A,ӵогам,matuvoq
703,geschlossen::A,пунням,matuvoq
704,sauber::A,ӝикыт,eqqippoq
705,sauber::A,ӝикыт,sukuluippoq
706,sauber::A,ӝикыт,ipeqanngilaq
707,sauber::A,чылкыт,eqqippoq
708,sauber::A,чылкыт,sukuluippoq
709,sauber::A,чылкыт,ipeqanngilaq
710,schmutzig::A,нӧд,tapappoq
711,schmutzig::A,нӧд,minguppoq
712,roh::A,ыль,aapavoq
713,reif::A,вуэм,qaarulerpoq
714,lecker::A,ческыт,
715,süß::A,ческыт,tungusunnippoq
716,bitter::A,курыт,qasilippoq
717,sauer::A,чырс,
718,hell::A,югыт,qaamavoq
719,dunkel::A,пеймыт,qernerpoq
720,schwarz::A,сьӧд,qernerpoq
721,weiß::A,тӧдьы,qaqorpoq
722,rot::A,горд,aappaluppoq
723,gelb::A,ӵуж,sungaarpoq
724,blau::A,лыз,tungujorpoq
725,grün::A,вож,qorsooqqippoq
726,grau::A,пурысь,qaserpoq
727,bunt::A,куӵо,
728,billig::A,дунтэм,akikippoq
729,teuer::A,дуно,
730,wertvoll::A,дуно,erlinnarpoq
731,blind::A,сукыр,tappiippoq
732,blind::A,сукыр,isigisaqanngilaq
733,blind::A,синтэм,tappiippoq
734,blind::A,синтэм,isigisaqanngilaq
735,taub::A,пельтэм,tusilarpoq
736,kräftig::A,кужмо,pissaq
737,kräftig::A,кужмо,pissarsuaq
738,stark::A,юн,sanngivoq
739,stark::A,кужмо,sanngivoq
740,schwach::A,ляб,nakuippoq
741,schwach::A,начар,nakuippoq
742,fett::A,кӧй,pualavoq
