,Concept_ID,mhr,sq
96,Kälte::N,йӱ́штӧ,të ftohtë
97,Hitze::N,шо́кшо,vapë
98,Hitze::N,шо́кшо,nxehtësi
99,Raureif::N,пӧрш,cikmë
100,Raureif::N,по́кшым,cikmë
101,Regenbogen::N,шонанпы́л,ylber
102,Donner::N,кӱ́дырчӧ,gjëmim
103,Donner::N,кӱ́дырчӧ,bubullimë
104,Strömung::N,йо́гын,rrymë
105,Tropfen::N,чӱча́лтыш,pikë
106,Schaum::N,шоҥ,shkumë
107,Schmutz::N,лавыра́,baltë
108,See::N,ер,liqen
109,Sumpf::N,лӱ́кӧ,batak
110,Moor::N,куп,kënetë
111,Wiese::N,о́лык,livadh
112,Wald::N,чодыра́,pyll
113,Hügel::N,арка́,kodër
114,Anhöhe::N,тӧва́,bregore
115,Anhöhe::N,кӱкшака́,bregore
116,Berg::N,ку́рык,mal
117,Gipfel::N,чаҥга́,kulm
118,Gipfel::N,курыкву́й,kulm
119,Höhle::N,пеще́р,shpellë
120,Höhle::N,пеще́р,zgafelle
121,Höhle::N,курыкпо́мыш,shpellë
122,Höhle::N,курыкпо́мыш,zgafelle
123,Abhang::N,та́йыл,shpat
124,Abhang::N,та́йыл,tatëpjetë
125,Quelle::N,важ,krua
126,Quelle::N,важ,burim
127,Quelle::N,вӱдшинча́,krua
128,Quelle::N,вӱдшинча́,burim
129,Bach::N,изэҥе́р,virua
130,Fluss::N,эҥе́р,lumë
131,Ufer::N,сер,breg
132,Küste::N,вӱдтӱ́р,anëdet
133,Küste::N,вӱдтӱ́р,bregdet
134,Festland::N,мла́нде,kontinent
135,Meer::N,те́ҥыз,det
136,Bucht::N,икса́,gji deti
137,Insel::N,отро́,ishull
138,Insel::N,отро́,ujdhesë
139,Blume::N,пеле́дыш,lule
140,Gras::N,шу́до,bar
141,Wurzel::N,вож,rrënjë
142,Baum::N,пуше́ҥге,pemë
143,Stamm::N,йы́тыр,trung
144,Rinde::N,шӱм,lëvore
145,Ast::N,укш,degë
146,Zweig::N,торма́к,bisk
147,Blatt::N,лышта́ш,fletë
148,Blatt::N,лышта́ш,gjethe
149,Birke::N,куэ́,mështekën
150,Kiefer[Baum]::N,пӱ́нчӧ,pishë
151,Weide[Baum]::N,уа́,shelg
152,Tanne::N,кож,bredh
153,Horn::N,шур,bri
154,Feder::N,пы́стыл,pupël
155,Fell::N,кова́ште,lëkurë
156,Flügel::N,шу́лдыр,krah
157,Flügel::N,шу́лдыр,fletë
158,Klaue::N,кӱч,kthetër
159,Kralle::N,ла́па,thua
160,Kralle::N,ла́па,kthetër
161,Kralle::N,копа́,thua
162,Kralle::N,копа́,kthetër
163,Schwanz::N,поч,bisht
164,Ei::N,му́но,vezë
165,Nest::N,пыжа́ш,fole
166,Bau::N,пыжа́ш,strofkë
167,Tier::N,я́нлык,kafshë
168,Tier::N,живо́тный,kafshë
169,Herde::N,кӱ́тӱ,kope
170,Herde::N,кӱ́тӱ,grigjë
171,Herde::N,тӱшка́,kope
172,Herde::N,тӱшка́,grigjë
173,Kuh::N,ушка́л,lopë
174,Bulle::N,ӱ́шкыж,dem
175,Pferd::N,и́мне,kalë
176,Schaf::N,шо́рык,dele
177,Schwein::N,сӧсна́,derr
178,Hund::N,пий,qen
179,Katze::N,пы́рыс,mace
180,Bär::N,маска́,ari
181,Eichhörnchen::N,ур,ketër
182,Elch::N,шо́рдо,dre brilopatë
183,Fuchs::N,ры́выж,dhelpër
184,Hase::N,мера́ҥ,lepur
185,Maus::N,коля́,mi
186,Wolf::N,пи́ре,ujk
187,Vogel::N,ка́йык,zog
188,Vogel::N,ка́йык,shpend
189,Schwarm::N,каша́к,luzmë
190,Huhn::N,чы́ве,pulë
191,Hahn::N,агыта́н,gjel
192,Hahn::N,агыта́н,këndes
193,Gans::N,ко́мбо,patë
194,Adler::N,карагу́ш,shqiponjë
195,Ente::N,лу́до,rosë
196,Eule::N,тумна́,buf
197,Kranich::N,турня́,lejlek
198,Kranich::N,турня́,kurrillë
199,Krähe::N,кора́к,sorrë
200,Kuckuck::N,куку́,qyqe
201,Schwan::N,йӱ́ксӧ,mjellmë
202,Fisch::N,кол,peshk
203,Barsch::N,ола́ҥге,purtekë
204,Hecht::N,нуж,mlysh
205,Hecht::N,чорта́н,mlysh
206,Schlange[Tier]::N,ки́шке,gjarpër
207,Wurm::N,шукш,krimb
208,Spinne::N,эҥыре́мыш,marimangë
209,Ameise::N,ку́тко,thnegël
210,Ameise::N,ку́тко,milingonë
211,Laus::N,тий,morr
212,Mücke::N,шыҥа́,kunup
213,Mücke::N,шыҥа́,mushkonjë
214,Fliege::N,ка́рме,mizë
215,Schmetterling::N,лы́ве,flutur
216,Beere::N,мӧр,frutë
217,Beere::N,мӧр,manaferrë
218,Apfel::N,олма́,mollë
219,Pilz::N,по́ҥго,kërpudhë
220,Zwiebel::N,шога́н,qepë
221,Saat::N,нӧ́шмӧ,farë
222,Saat::N,туш,farë
223,Korn::N,шу́рно,grurë
224,Korn::N,шу́рно,kokërr
225,Heu::N,шу́до,sanë
226,Schale::N,шӱм,lëkurë
227,Grube::N,выне́м,gropë
228,Falle::N,лӧ́дӧ,kurth
229,Falle::N,лӧ́дӧ,grackë
230,Schlinge::N,о́птыш,nyjë
231,Schlinge::N,шӧрга́лтыш,nyjë
232,Spur::N,кыша́,gjurmë
233,Asche::N,ло́мыж,hi
234,Dreck::N,лавыра́,baltë
235,Eisen::N,кӱ́ртньӧ,hekur
236,Gold::N,шӧ́ртньӧ,ar
237,Gold::N,шӧ́ртньӧ,flori
238,Silber::N,ший,argjend
239,Kohle::N,мландышӱ́й,qymyr
240,Glas::N,янда́,qelq
241,Lehm::N,шун,argjilë
242,Sand::N,ошма́,rërë
243,Mensch::N,еҥ,njeri
244,Mensch::N,айде́ме,njeri
245,Mann::N,пӧръе́ҥ,burrë
246,Mann::N,пӧръе́ҥ,mashkull
247,Frau::N,ӱдырама́ш,grua
248,Frau::N,ӱдырама́ш,femër
249,Kind::N,аза́,kalama
250,Junge::N,рве́зе,djalë
251,Mädchen::N,ӱдыра́ш,gocë
252,Mädchen::N,ӱдыра́ш,vajzë
253,Familie::N,еш,familje
254,Großvater::N,коча́,gjysh
255,Großmutter::N,кова́,gjyshe
256,Eltern::N,ача́-ава́,prindër
257,Vater::N,ача́,atë
258,Mutter::N,ава́,nënë
259,Sohn::N,э́рге,bir
260,Tochter::N,ӱ́дыр,bijë
261,Bruder::N,иза́,vëlla
262,Bruder::N,шо́льо,vëlla
263,Schwester::N,ака́,motër
264,Onkel::N,иза́,dajë
265,Onkel::N,иза́,xhaxha
266,Tante::N,кока́,teze
267,Tante::N,кока́,hallë
268,Ehemann::N,мари́й,burrë
269,Ehemann::N,мари́й,bashkëshort
270,Ehefrau::N,ва́те,grua
271,Ehefrau::N,ва́те,bashkëshorte
272,Freude::N,куа́н,gaz
273,Freude::N,куа́н,gëzim
274,Freude::N,куаныма́ш,gaz
275,Freude::N,куаныма́ш,gëzim
276,Gelächter::N,во́штылтыш,qeshje
277,Glück::N,пиа́л,lumturi
278,Kummer::N,о́йго,brengë
279,Kummer::N,о́йго,pikëllim
280,Wunsch::N,ку́мыл,dëshirë
281,Lust::N,ку́мыл,epsh
282,Lust::N,ку́мыл,dashuri
283,Geist::N,ӧрт,frymë
284,Geist::N,ӧрт,shpirt
285,Geist::N,чон,frymë
286,Geist::N,чон,shpirt
287,Gedanke::N,ой,ide
288,Gedanke::N,ой,mendim
289,Gedanke::N,шоныма́ш,ide
290,Gedanke::N,шоныма́ш,mendim
291,Gedächtnis::N,шарныма́ш,kujtesë
292,Verstand::N,уш,mend
293,Sinn::N,смысл,kuptim
294,Grund::N,ама́л,arsye
295,Wahrheit::N,чын,vërtetë
296,Gespräch::N,мутланыма́ш,bisedim
297,Märchen::N,йома́к,përrallë
298,Erzählung::N,ойлыма́ш,tregim
299,Nachricht::N,увертарыма́ш,lajm
300,Neuigkeit::N,уве́р,risi
301,Name::N,лӱм,emër
302,Rätsel::N,ту́што,gjëzë
303,Rätsel::N,ту́што,gjëegjëzë
304,Rede::N,ойлыма́ш,fjalim
305,Sprache::N,йы́лме,gjuhë
306,Stimme::N,йӱк,zë
307,Wort::N,ой,fjalë
308,Wort::N,мут,fjalë
309,Zeichen::N,ти́ште,shenjë
310,Zeichen::N,знак,shenjë
311,Ruf::N,ӱжма́ш,thirrmë
312,Lärm::N,лӱшкыма́ш,zhurmë
313,Lärm::N,йӱк-йӱа́н,zhurmë
314,Laut::N,йӱк,tingull
315,Ton::N,йӱксе́м,ton
316,Lied::N,му́ро,këngë
317,Ruhe::N,ты́мык,qetësi
318,Leute::N,еҥ-влак,botë
319,Leute::N,еҥ-влак,njerëz
320,Volk::N,ка́лык,popull
321,Arbeit::N,паша́,punë
322,Gast::N,уна́,mik
323,Gast::N,уна́,mysafir
324,Geschenk::N,пӧле́к,dhuratë
325,Geschenk::N,пӧле́к,peshqesh
326,Spiel::N,мо́дыш,lojë
327,Spiel::N,модма́ш,lojë
328,Gesellschaft::N,тӱшка́,shoqëri
329,Hilfe::N,по́лыш,ndihmë
330,Freund::N,таҥ,mik
331,Freund::N,йолта́ш,mik
332,Kamerad::N,таҥ,shok
333,Angelegenheit::N,паша́,punë
334,Anzahl::N,чот,sasi
335,Art::N,вид,lloj
336,Stück::N,ка́тыш,copë
337,Stück::N,ла́стык,copë
338,Teil::N,ужа́ш,pjesë
339,Hälfte::N,пел,gjysmë
340,Hälfte::N,пе́ле,gjysmë
341,Kreis::N,ты́ртыш,qark
342,Kreis::N,ты́ртыш,rreth
343,Kreuz::N,ыре́с,kryq
344,Linie::N,ли́ний,vijë
345,Strich::N,коре́ш,vizë
346,Abstand::N,кокла́,distancë
347,Entfernung::N,тора́,largim
348,Entfernung::N,ку́жыт,largim
349,Gegend::N,кунде́м,vise
350,Gegend::N,кунде́м,krahinë
351,Platz::N,ку́мдык,shesh
352,Ort::N,вер,vend
353,Ort::N,о́лмо,vend
354,Seite::N,ӧ́рдыж,anë
355,Mitte::N,покше́л,mes
356,Gegenstand::N,наста́,send
357,Sache::N,наста́,gjë
358,Sache::N,наста́,send
359,Rand::N,тӱр,qoshe
360,Kante::N,тӱр,teh
361,Ecke::N,лук,qoshe
362,Spitze::N,вуй,majë
363,Ende::N,муча́ш,skaj
364,Ende::N,муча́ш,bisht
365,Loch::N,рож,vrimë
366,Winkel::N,лук,kënd
367,Muster::N,пеза́к,mostër
368,Muster::N,узо́р,mostër
369,Muster::N,ӱ́лгӧ,mostër
370,Größe::N,кӱ́кшыт,madhësi
371,Länge::N,ку́тыш,gjatësi
372,Höhe::N,кӱ́кшыт,lartësi
373,Gewicht::N,не́лыт,peshë
374,Menge::N,чот,sasi
375,Haufen::N,кы́шыл,grumbull
376,Reihe::N,рада́м,radhë
377,Reihe::N,рада́м,rresht
378,Boot::N,пуш,barkë
379,Boot::N,пуш,lundër
380,Ruder::N,эшка́к,rrem
381,Schlitten::N,тер,sajë
382,Schlitten::N,изде́р,sajë
383,Ski::N,е́че,ski
384,Lagerfeuer::N,туло́то,flakadan
385,Lagerfeuer::N,туло́то,zjarr i madh
386,Last::N,нӧ́лтыш,barrë
387,Gang::N,ошкылма́ш,ecje
388,Schritt::N,о́шкыл,hap
389,Norden::N,йӱдйыма́л,veri
390,Süden::N,кечывалве́л,jug
391,Westen::N,касве́л,perëndim
392,Osten::N,эрве́л,lindje
393,Holz::N,пу,dru
394,Brett::N,оҥа́,dërrasë
395,Platte::N,аста́р,pllakë
396,Stütze::N,чара́к,shtyllë
397,Stütze::N,чара́к,mbështetesë
398,Stange::N,лома́ш,shufër
399,Stock::N,тоя́,dajak
400,Stab::N,вара́,shkop
401,Stab::N,кашта́,shkop
402,Rohr::N,пуч,tub
403,Haus::N,пӧрт,shtëpi
404,Heim::N,мӧ́ҥгӧ,konak
405,Heim::N,мӧ́ҥгӧ,shtëpi
406,Ofen::N,комака́,sobë
407,Ofen::N,комака́,stufë
408,Fußboden::N,кӱва́р,dysheme
409,Tisch::N,ӱсте́л,tryezë
410,Stuhl::N,пӱке́н,karrige
411,Wiege::N,шепка́,djep
412,Bett::N,ва́кшыш,shtrat
413,Regal::N,шӧ́рлык,raft
414,Kiste::N,шо́ндык,kuti
415,Kiste::N,я́шлык,kuti
416,Fenster::N,окна́,dritare
417,Tür::N,омса́,derë
418,Tor::N,капка́,portë
419,Zaun::N,сава́р,gardh
420,Dach::N,леве́дыш,çati
421,Leiter::N,тошка́лтыш,shkallë
422,Besen::N,ӱштерво́штыр,fshesë
423,Spaten::N,ко́льмо,lopatë
424,Schaufel::N,сово́к,qyrek
425,Schaufel::N,су́ско,qyrek
426,Gabel::N,ви́лке,pirun
427,Löffel::N,па́не,lugë
428,Löffel::N,совла́,lugë
429,Messer::N,кӱ́зӧ,thikë
430,Nagel::N,пуда́,gozhdë
431,Netz::N,вапш,rrjetë
432,Haken::N,са́гыле,grep
433,Haken::N,са́гыле,grremç
434,Griff::N,кыл,dorak
435,Griff::N,кыл,dorezë
436,Schloss::N,кӧгӧ́н,bravë
437,Bild::N,сӱре́т,tablo
438,Bild::N,сӱре́т,pikturë
439,Figur::N,фигу́р,figurë
440,Puppe::N,курча́к,kukull
441,Beutel::N,меша́к,qese
442,Beutel::N,меша́к,trastë
443,Bündel::N,арша́ш,deng
444,Tasche::N,сумка́,çantë
445,Eimer::N,ведра́,kovë
446,Deckel::N,ко́мдыш,kapak
447,Deckel::N,ко́мдыш,mbulesë
448,Geschirr::N,а́те,enë
449,Sack::N,куль,thes
450,Sack::N,куль,torbë
451,Sack::N,меша́к,thes
452,Sack::N,меша́к,torbë
453,Tasse::N,чу́кыр,filxhan
454,Tasse::N,чашка́,filxhan
455,Topf::N,ми́ске,kusi
456,Topf::N,ми́ске,tenxhere
457,Kessel::N,под,kazan
458,Essen::N,ко́чкыш,ngrënie
459,Nahrung::N,ку́рго,ushqim
460,Speise::N,ко́чкыш,gatesë
461,Fleisch::N,шыл,mish
462,Getreide::N,шу́рно,drithë
463,Brei::N,пу́чымыш,qull
464,Brot::N,ки́нде,bukë
465,Scheibe::N,ка́тыш,fetë
466,Fett::N,коя́,lyrë
467,Fett::N,коя́,yndyrë
468,Butter::N,ӱй,gjalpë
469,Öl::N,ӱй,vaj
470,Salz::N,шинча́л,kripë
471,Suppe::N,шӱр,supë
472,Suppe::N,шӱр,çorbë
473,Honig::N,мӱй,mjaltë
474,Milch::N,шӧр,qumësht
475,Tee::N,чай,çaj
476,Leder::N,сура́н,lëkurë
477,Leder::N,шӱ́штӧ,lëkurë
478,Wolle::N,пун,lesh
479,Stoff::N,куэ́м,pëlhurë
480,Stoff::N,посто́,pëlhurë
481,Nadel::N,и́ме,gjilpërë
482,Faden::N,шӱ́ртӧ,pe
483,Faden::N,шӱ́ртӧ,fije
484,Knopf::N,по́лдыш,kopsë
485,Knoten::N,пышке́м,komb
486,Farbe::N,чия́,bojë
487,Kleidung::N,чие́м,veshje
488,Kleidung::N,вурге́м,veshje
489,Hemd::N,ту́выр,këmishë
490,Kragen::N,сога́,jakë
491,Ärmel::N,шокш,mëngë
492,Hose::N,йола́ш,brekë
493,Gürtel::N,ӱ́штӧ,rrip
494,Mütze::N,упш,kësulë
495,Schuh::N,боти́нке,këpucë
496,Stiefel::N,кем,çizme
497,Ring::N,шерга́ш,unazë
498,Band::N,тасма́,shirit
499,Band::N,ле́нте,shirit
500,Kamm::N,шерге́,krehër
501,Spiegel::N,вошто́нчыш,pasqyrë
502,Riemen::N,кӱзанӱ́штӧ,rrip
503,Schnur::N,кере́м,litar
504,Schnur::N,кере́м,cikomë
505,Schnur::N,кандыра́,litar
506,Schnur::N,кандыра́,cikomë
507,Leine::N,вӱра́ҥ,rrip
508,Decke::N,леве́дыш,batanije
509,Decke::N,одея́л,batanije
510,Kissen::N,кӱ́пчык,jastëk
511,Tuch::N,шо́выч,shami
512,Handtuch::N,со́лык,peshqir
513,Kraft::N,вий,forcë
514,Kraft::N,куа́т,forcë
515,Stärke::N,куа́т,koll
516,Stärke::N,карма́н,koll
517,Gesundheit::N,таза́лык,shëndet
518,Krankheit::N,чер,sëmundje
519,Schmerz::N,ко́рштыш,dhimbje
520,Wunde::N,су́сыр,plagë
521,Fieber::N,йӱштыму́ж,ethe
522,Fieber::N,лихора́дке,ethe
523,Arznei::N,эм,ilaç
524,Brücke::N,кӱва́р,urë
525,Brunnen::N,вӱдвыне́м,pus
526,Weide::N,нурше́р,kullotë
527,Pfad::N,йолго́рно,ravë
528,Pfad::N,йолго́рно,shteg
529,Pfad::N,сокма́к,ravë
530,Pfad::N,сокма́к,shteg
531,Weg::N,ко́рно,udhë
532,Weg::N,ко́рно,shteg
533,Straße::N,ко́рно,rrugë
534,Dorf::N,ял,fshat
535,Dorf::N,ял,katund
536,Stadt::N,ола́,qytet
537,Brief::N,се́рыш,letër
538,Buch::N,книга́,libër
539,Buchstabe::N,буква́,shkronjë
540,Zeitung::N,газе́т,gazetë
541,Leben::N,и́лыш,jetë
542,Tod::N,колыма́ш,mortje
543,Grab::N,шӱга́р,varr
544,Kirche::N,че́рке,kishë
545,Sünde::N,су́лык,mëkat
546,Sünde::N,су́лык,gjynah
547,Gott::N,ю́мо,hy
548,Gott::N,ю́мо,zot
549,Arbeiter::N,паша́зе,punëtor
550,Chef::N,тӧра́,shef
551,Chef::N,тӧра́,drejtues
552,Meister::N,маста́р,mjeshtër
553,Arzt::N,врач,mjek
554,Arzt::N,врач,doktor
555,Lehrer::N,ту́ныктышо,mësues
556,Lehrer::N,ту́ныктышо,arsimtar
557,Geld::N,окса́,para
558,Geld::N,окса́,holla
559,Geschäft::N,сатулыма́ш,ujdi
560,Geschäft::N,сатулыма́ш,biznes
561,Laden::N,ке́выт,dyqan
562,Preis::N,ак,çmim
563,Ware::N,сату́,mall
564,Nutzen::N,пайда́,dobi
565,Nutzen::N,пайда́,leverdi
566,Reichtum::N,поя́нлык,kamje
567,Reichtum::N,поя́нлык,pasuri
568,Welt::N,тӱня́,botë
569,Land::N,эл,vend
570,Staat::N,кугыжа́ныш,shtet
571,König::N,кугыжа́,mbret
572,Macht::N,власть,fuqi
573,Macht::N,власть,pushtet
574,Grenze::N,грани́ца,kufi
575,Krieg::N,сар,luftë
576,Feind::N,тушма́н,armik
577,Gewalt::N,виешлыма́ш,dhunë
578,Kampf::N,кредалма́ш,luftim
579,Bogen[Waffe]::N,юҥе́ж,hark
580,Pfeil::N,пикш,shigjetë
581,Gewehr::N,пыча́л,pushkë
582,Fehler::N,йо́ҥылыш,gafë
583,Fehler::N,йо́ҥылыш,gabim
584,Lüge::N,шоя́к,gënjeshtër
585,Schaden::N,зия́н,dëm
586,Schaden::N,зия́н,zarar
587,Unglück::N,эҥге́к,fatkeqësi
588,Schuld::N,тита́к,faj
589,Schuld::N,йола́,faj
590,Alter::N,ийго́т,moshë
591,Schluss::N,муча́ш,fund
592,Zeit::N,жап,kohë
593,Zeit::N,па́гыт,kohë
594,Tag::N,ке́че,ditë
595,Morgen::N,эр,mëngjes
596,Mittag::N,кечыва́л,mesditë
597,Abend::N,кас,mbrëmje
598,Nacht::N,йӱд,natë
599,Woche::N,арня́,javë
600,Monat::N,ты́лзе,muaj
601,Jahr::N,ий,vit
602,Frühling::N,шо́шо,pranverë
603,Sommer::N,кеҥе́ж,verë
604,Herbst::N,шы́же,vjeshtë
605,Winter::N,те́ле,dimër
606,Januar::N,шоркыйол,janar
607,Januar::N,идалыкву́й,janar
608,Januar::N,янва́рь,janar
609,Februar::N,пургыж,shkurt
610,Februar::N,февра́ль,shkurt
611,März::N,ӱярня,mars
612,März::N,март,mars
613,April::N,апре́ль,prill
614,Mai::N,ага,maj
615,Mai::N,май,maj
616,Juni::N,пеледыш,qershor
617,Juni::N,ию́нь,qershor
618,Juli::N,сӱрем,korrik
619,Juli::N,ию́ль,korrik
620,August::N,сорла,gusht
621,August::N,агарма́н,gusht
622,August::N,а́вгуст,gusht
623,September::N,идым,shtator
624,September::N,сентя́брь,shtator
625,Oktober::N,шыжа,tetor
626,Oktober::N,октя́брь,tetor
627,November::N,кылме тылзе,nëntor
628,November::N,ноя́брь,nëntor
629,Dezember::N,дека́брь,dhjetor
630,Montag::N,шо́чмо,hënë
631,Dienstag::N,ку́шкыжмо,martë
632,Mittwoch::N,вӱрге́че,mërkurë
633,Donnerstag::N,изарня́,enjte
634,Freitag::N,кугарня́,premte
635,Samstag::N,шуматке́че,shtunë
636,Sonntag::N,рушарня́,diel
637,groß::A,кугу́,madh
638,klein::A,изи́,vogël
639,lang::A,кужу́,gjatë
640,kurz::A,кӱ́чык,shkurtër
641,breit::A,кумда́,gjerë
642,schmal::A,а́ҥысыр,ngushtë
643,dicht::A,ну́гыдо,dendur
644,dick[Gegenstand]::A,кӱ́жгӧ,trashë
645,dünn::A,ви́чкыж,hollë
646,fein::A,ты́гыде,imët
647,fest::A,чо́ткыдо,fortë
648,flach::A,лапка́,sheshtë
649,glatt::A,яклака́,rrafshët
650,hart::A,пе́ҥгыде,fortë
651,weich::A,пу́шкыдо,butë
652,rund::A,йырге́шке,rrumbullakët
653,spitz::A,коша́р,majëmprehtë
654,scharf::A,пӱ́сӧ,mprehtë
655,stumpf::A,токма́к,topitur
656,schwer::A,не́ле,rëndë
657,schön::A,сы́лне,bukur
658,heiß::A,шо́кшо,nxehtë
659,warm::A,ле́ве,ngrohtë
660,kalt::A,йӱ́штӧ,ftohtë
661,kühl::A,юа́лге,freskët
662,kühl::A,южгата́,freskët
663,frisch::A,свежа́,pastër
664,feucht::A,вӱ́дыжгӧ,lagësht
665,nass::A,нӧ́рӧ,lagur
666,trocken::A,ку́кшо,thatë
667,voll::A,тич,plotë
668,leer::A,яра́,bosh
669,leer::A,яра́,zbrazët
670,offen::A,виш,hapur
671,geschlossen::A,пе́тырыме,mbyllur
672,geschlossen::A,тӱ́чмӧ,mbyllur
673,sauber::A,ару́,dëlirë
674,sauber::A,янда́р,dëlirë
675,schmutzig::A,лавыра́н,ndyrë
676,schmutzig::A,ла́выргыше,ndyrë
677,roh::A,кӱ́чымӧ,gjallë
678,reif::A,лӧза́,arrirë
679,lecker::A,ту́тло,shijshëm
680,süß::A,ше́ре,ëmbël
681,bitter::A,ко́чо,hidhur
682,sauer::A,шо́по,thartë
683,hell::A,во́лгыдо,me dritë
684,dunkel::A,пычке́мыш,errët
685,schwarz::A,шола́,i zi
686,weiß::A,ош,bardhë
687,rot::A,йошка́р,kuq
688,gelb::A,сар,verdhë
689,blau::A,ка́нде,blu
690,blau::A,ка́нде,kaltër
691,grün::A,ужа́р,blertë
692,grün::A,ужа́р,gjelbër
693,grau::A,сур,hirtë
694,grau::A,сур,bojë hiri
695,bunt::A,олача́,shumëngjyrëshëm
696,billig::A,шу́лдо,lirë
697,teuer::A,ше́рге,shtrenjtë
698,wertvoll::A,шергака́н,çmuar
699,wertvoll::A,шергака́н,vlershëm
700,blind::A,со́кыр,qorr
701,blind::A,со́кыр,verbër
702,taub::A,соҥгыра́,shurdhër
703,kräftig::A,куа́тле,fuqishëm
704,stark::A,вия́н,fortë
705,schwach::A,а́лдыме,dobët
706,fett::A,коя́,dhjamur
707,schlank::A,йоштката́,hollë
708,schlank::A,яжу́,hollë
709,hübsch::A,чеве́р,bukur
710,hübsch::A,чеве́р,hijshëm
711,böse::A,шы́де,keq
712,dumm::A,аҥыра́,teveqel
713,faul::A,його,dembel
714,fleißig::A,ты́ршыше,zellshëm
715,geizig::A,чаҥга́,kurnac
716,geizig::A,чаҥга́,dorështrënguar
717,klug::A,уша́н,mençur
718,geschickt::A,уста́,aftë
719,lieb::A,ала́л,dashur
720,lustig::A,весела́,gëzuar
721,sanft::A,ны́жылге,butë
722,hungrig::A,шу́жышо,uritur
723,krank::A,че́рле,sëmurë
724,nackt::A,чарама́т,lakuriq
725,nackt::A,чарама́т,zhveshur
726,traurig::A,ойга́н,trishtuar
727,lebendig::A,и́лыше,gjallë
728,gut::A,сай,mirë
729,schlecht::A,уда́,keq
730,schlecht::A,шӱ́кшӧ,keq
731,richtig::A,чы́нле,drejtë
