,Concept_ID,bg,eu
257,Lehm::N,глина,buztin
258,Sand::N,пясък,harea
259,Sand::N,пясък,hondar
260,Mensch::N,човек,gizaki
261,Mann::N,мъж,gizon
262,Frau::N,жена,andere
263,Frau::N,жена,emakume
264,Kind::N,дете,haur
265,Junge::N,момче,mutil
266,Mädchen::N,момиче,neska
267,Familie::N,фамилия,sendi
268,Familie::N,фамилия,familia
269,Familie::N,семейство,sendi
270,Familie::N,семейство,familia
271,Großvater::N,дядо,aitona
272,Großvater::N,дядо,aitatxi
273,Großmutter::N,баба,amona
274,Großmutter::N,баба,amatxi
275,Eltern::N,родители,gurasoak
276,Vater::N,баща,aita
277,Mutter::N,майка,ama
278,Sohn::N,син,seme
279,Tochter::N,дъщеря,alaba
280,Bruder::N,брат,neba
281,Bruder::N,брат,anaia
282,Schwester::N,сестра,ahizpa
283,Onkel::N,чичо,osaba
284,Onkel::N,вуйчо,osaba
285,Tante::N,леля,izeba
286,Ehemann::N,съпруг,senar
287,Ehefrau::N,съпруга,emazte
288,Freude::N,радост,poz
289,Freude::N,радост,pozkari
290,Gelächter::N,смях,barre
291,Gelächter::N,смях,karkara
292,Glück::N,щастие,zori
293,Kummer::N,тъга,xangrin
294,Kummer::N,тъга,atsekabe
295,Wunsch::N,желание,nahi
296,Wunsch::N,желание,nahikunde
297,Lust::N,желание,gogo
298,Geist::N,дух,gogo
299,Gedanke::N,мисъл,gogoeta
300,Gedächtnis::N,памет,oroimen
301,Gedächtnis::N,памет,gogoramen
302,Verstand::N,ум,adimen
303,Verstand::N,ум,ulermen
304,Verstand::N,разум,adimen
305,Verstand::N,разум,ulermen
306,Sinn::N,смисъл,zentzu
307,Grund::N,причина,zergati
308,Wahrheit::N,правда,egia
309,Gespräch::N,разговор,hizketa
310,Gespräch::N,разговор,elkarrizketa
311,Märchen::N,приказка,ipuin
312,Erzählung::N,разказ,edesti
313,Erzählung::N,разказ,kontakizun
314,Nachricht::N,вест,albiste
315,Nachricht::N,известие,albiste
316,Neuigkeit::N,новина,berri
317,Name::N,име,izen
318,Rätsel::N,гатанка,asmakizun
319,Rede::N,реч,hitzaldi
320,Rede::N,реч,mintzaldi
321,Rede::N,слово,hitzaldi
322,Rede::N,слово,mintzaldi
323,Sprache::N,език,hizkuntza
324,Stimme::N,глас,ahots
325,Wort::N,дума,hitz
326,Zeichen::N,знак,agerbide
327,Zeichen::N,знак,agergarri
328,Ruf::N,зов,dei
329,Lärm::N,шум,zarata
330,Lärm::N,шум,harrabots
331,Lärm::N,глъчка,zarata
332,Lärm::N,глъчка,harrabots
333,Laut::N,звук,hots
334,Ton::N,тон,tonu
335,Ton::N,тон,soinu
336,Lied::N,песен,abesti
337,Ruhe::N,тишина,nasaitasun
338,Ruhe::N,спокойствие,nasaitasun
339,Leute::N,хора,jende
340,Volk::N,народ,herri
341,Volk::N,народ,populu
342,Arbeit::N,труд,lan
343,Arbeit::N,работа,lan
344,Gast::N,гост,arrotz
345,Gast::N,гост,apopilo
346,Geschenk::N,дар,opari
347,Geschenk::N,подарък,opari
348,Spiel::N,игра,jolas
349,Gesellschaft::N,общество,gizarte
350,Hilfe::N,помощ,helpide
351,Hilfe::N,помощ,laguntza
352,Freund::N,приятел,lagun
353,Kamerad::N,другар,adiskide
354,Kamerad::N,другар,lagunkide
355,Angelegenheit::N,работа,afera
356,Anzahl::N,брой,kopuru
357,Anzahl::N,количество,kopuru
358,Art::N,вид,mota
359,Stück::N,къс,puska
360,Stück::N,парче,puska
361,Teil::N,дял,atal
362,Teil::N,част,atal
363,Hälfte::N,половина,erdi
364,Kreis::N,кръг,biribilki
365,Kreuz::N,кръст,gurutze
366,Linie::N,черта,linea
367,Strich::N,щрих,marra
368,Strich::N,черта,marra
369,Abstand::N,дистанция,tarte
370,Abstand::N,разстояние,tarte
371,Entfernung::N,разстояние,urrunera
372,Gegend::N,местност,alderdi
373,Gegend::N,местност,eskualde
374,Platz::N,място,leku
375,Ort::N,място,toki
376,Seite::N,страна,albo
377,Mitte::N,среда,erdi
378,Gegenstand::N,предмет,gauzaki
379,Sache::N,вещ,gauza
380,Rand::N,ръб,ertz
381,Kante::N,ръб,ertz
382,Kante::N,кант,ertz
383,Ecke::N,ъгъл,kantoi
384,Spitze::N,връх,punta
385,Spitze::N,острие,punta
386,Ende::N,край,buru
387,Ende::N,край,mutur
388,Loch::N,дупка,zulo
389,Winkel::N,кът,zoko
390,Winkel::N,кът,bazter
391,Winkel::N,ъгъл,zoko
392,Winkel::N,ъгъл,bazter
393,Muster::N,десен,eredu
394,Muster::N,десен,marrazki
395,Muster::N,образец,eredu
396,Muster::N,образец,marrazki
397,Größe::N,големина,kaizu
398,Größe::N,големина,tamaina
399,Länge::N,дължина,luzera
400,Höhe::N,висота,goiera
401,Höhe::N,висота,garaiera
402,Höhe::N,височина,goiera
403,Höhe::N,височина,garaiera
404,Gewicht::N,тегло,hazta
405,Gewicht::N,тежест,hazta
406,Menge::N,количество,kopuru
407,Haufen::N,куп,pila
408,Haufen::N,куп,mendoi
409,Haufen::N,грамада,pila
410,Haufen::N,грамада,mendoi
411,Reihe::N,ред,ilara
412,Reihe::N,ред,errenkada
413,Reihe::N,редица,ilara
414,Reihe::N,редица,errenkada
415,Boot::N,лодка,potin
416,Boot::N,лодка,txalupa
417,Ruder::N,весло,arraun
418,Ruder::N,гребло,arraun
419,Schlitten::N,шейна,lera
420,Schlitten::N,шейна,narra
421,Ski::N,ски,eski
422,Lagerfeuer::N,огнище,su
423,Last::N,товар,zama
424,Last::N,товар,karga
425,Gang::N,ход,ibilera
426,Gang::N,вървеж,ibilera
427,Schritt::N,стъпка,pauso
428,Schritt::N,стъпка,urrats
429,Norden::N,север,ipar
430,Norden::N,север,iparralde
431,Süden::N,юг,hego
432,Süden::N,юг,hegoalde
433,Westen::N,запад,sartalde
434,Westen::N,запад,mendebalde
435,Osten::N,изток,ekialde
436,Osten::N,изток,sortalde
437,Holz::N,дърво,zur
438,Brett::N,дъска,ohol
439,Stange::N,прът,haga
440,Stange::N,върлина,haga
441,Stock::N,прът,makila
442,Stock::N,тояга,makila
443,Stab::N,прът,makila
444,Rohr::N,цев,hodi
445,Rohr::N,тръба,hodi
446,Haus::N,къща,etxe
447,Heim::N,дом,etxe
448,Heim::N,дом,etxaleku
449,Ofen::N,печка,berogailu
450,Fußboden::N,под,zoru
451,Tisch::N,маса,mahai
452,Stuhl::N,стол,aulki
453,Wiege::N,люлка,kuma
454,Wiege::N,люлка,sehaska
455,Bett::N,легло,ohe
456,Bett::N,легло,ohatze
457,Bett::N,креват,ohe
458,Bett::N,креват,ohatze
459,Regal::N,рафт,apalategi
460,Regal::N,етажерка,apalategi
461,Kiste::N,кутия,kutxa
462,Kiste::N,сандък,kutxa
463,Fenster::N,прозорец,leiho
464,Tür::N,врата,ate
465,Tor::N,врата,atari
466,Zaun::N,ограда,hesi
467,Dach::N,покрив,teilatu
468,Leiter::N,стълба,zurubi
469,Besen::N,метла,erratz
470,Spaten::N,лопата,burdinpala
471,Schaufel::N,лопата,pala
472,Gabel::N,вилица,sardexka
473,Löffel::N,лъжица,koilara
474,Messer::N,нож,aizto
475,Nagel::N,гвоздей,iltze
476,Netz::N,мрежа,sare
477,Haken::N,кука,mako
478,Haken::N,закачалка,mako
479,Griff::N,ръчка,eskutoki
480,Griff::N,дръжка,eskutoki
481,Schloss::N,брава,sarraila
482,Schloss::N,ключалка,sarraila
483,Bild::N,картина,irudi
484,Figur::N,фигура,figura
485,Puppe::N,кукла,panpina
486,Puppe::N,кукла,andrakila
487,Beutel::N,кесия,zorro
488,Bündel::N,връзка,azao
489,Bündel::N,връзка,espal
490,Tasche::N,чанта,poltsa
491,Eimer::N,кофа,treska
492,Deckel::N,капак,tapa
493,Deckel::N,капак,estalki
494,Deckel::N,похлупак,tapa
495,Deckel::N,похлупак,estalki
496,Geschirr::N,съдове,baxera
497,Geschirr::N,съдове,ontziteria
498,Sack::N,чувал,zaku
499,Tasse::N,чаша,kikara
500,Topf::N,гърне,ontzi
501,Topf::N,гърне,lapiko
502,Topf::N,тенджера,ontzi
503,Topf::N,тенджера,lapiko
504,Kessel::N,котел,pazia
505,Essen::N,ядене,janaldi
506,Nahrung::N,храна,jan
507,Speise::N,ястие,jaki
508,Fleisch::N,месо,okela
509,Fleisch::N,месо,haragi
510,Getreide::N,зърнено храни,labore
511,Brei::N,каша,ahi
512,Brei::N,каша,pure
513,Brot::N,хляб,ogi
514,Scheibe::N,резен,xerra
515,Scheibe::N,резен,pirripita
516,Fett::N,мазнина,urin
517,Fett::N,мазнина,koipe
518,Butter::N,масло,gurin
519,Öl::N,олио,olio
520,Öl::N,оливия,olio
521,Salz::N,сол,gatz
522,Suppe::N,супа,zopa
523,Suppe::N,супа,salda
524,Honig::N,мед,ezti
525,Milch::N,мляко,esne
526,Tee::N,чай,te
527,Leder::N,кожа,larru
528,Wolle::N,вълна,artile
529,Stoff::N,плат,ehun
530,Stoff::N,материал,ehun
531,Nadel::N,игла,orratz
532,Nadel::N,игла,jostorratz
533,Faden::N,конец,hari
534,Knopf::N,копче,botoi
535,Knoten::N,възел,korapilo
536,Farbe::N,боя,pintura
537,Kleidung::N,дрехи,arropa
538,Kleidung::N,дрехи,jantziak
539,Kleidung::N,облекло,arropa
540,Kleidung::N,облекло,jantziak
541,Hemd::N,риза,atorra
542,Hemd::N,риза,alkandora
543,Kragen::N,яка,idun
544,Ärmel::N,ръкав,mahuka
545,Hose::N,панталони,prakak
546,Hose::N,панталони,galtzak
547,Gürtel::N,пояс,gerriko
548,Gürtel::N,колан,gerriko
549,Mütze::N,каскет,txano
550,Mütze::N,каскет,txapel
551,Mütze::N,фуражка,txano
552,Mütze::N,фуражка,txapel
553,Schuh::N,обувка,oski
554,Schuh::N,обувка,oinetako
555,Stiefel::N,ботуш,bota
556,Ring::N,пръстен,uztai
557,Band::N,лента,zinta
558,Band::N,лента,xingola
559,Band::N,връзка,zinta
560,Band::N,връзка,xingola
561,Kamm::N,гребен,orrazi
562,Spiegel::N,огледало,mirail
563,Riemen::N,каиш,uhal
564,Riemen::N,ремък,uhal
565,Schnur::N,връв,lokailu
566,Leine::N,връв,lotura
567,Leine::N,въже,lotura
568,Decke::N,покривка,burusi
569,Kissen::N,възглавница,kuxin
570,Tuch::N,сукно,zapi
571,Tuch::N,сукно,oihal
572,Handtuch::N,пешкир,eskuzapi
573,Handtuch::N,пешкир,eskuoihal
574,Handtuch::N,кърпа за лице,eskuzapi
575,Handtuch::N,кърпа за лице,eskuoihal
576,Kraft::N,мощ,indar
577,Kraft::N,сила,indar
578,Stärke::N,сила,indar
579,Gesundheit::N,здраве,osasun
580,Krankheit::N,болест,eritasun
581,Krankheit::N,болест,gaixotasun
582,Schmerz::N,болка,min
583,Wunde::N,рана,zauri
584,Fieber::N,треска,sukar
585,Fieber::N,температура,sukar
586,Arznei::N,лек,osagai
587,Arznei::N,лек,sendagai
588,Arznei::N,лекарство,osagai
589,Arznei::N,лекарство,sendagai
590,Brücke::N,мост,zubi
591,Brunnen::N,чешма,putzu
592,Brunnen::N,кладенец,putzu
593,Weide::N,паша,alha
594,Weide::N,паша,bazkaleku
595,Weide::N,пасище,alha
596,Weide::N,пасище,bazkaleku
597,Pfad::N,пътека,zidor
598,Pfad::N,пътека,bidexka
599,Weg::N,път,bide
600,Straße::N,шосе,errepide
601,Dorf::N,село,herri
602,Stadt::N,град,hiri
603,Brief::N,писмо,gutun
604,Brief::N,писмо,eskutitz
605,Buch::N,книга,liburu
606,Buchstabe::N,буква,hizki
607,Zeitung::N,вестник,egunkari
608,Leben::N,живот,bizi
609,Leben::N,живот,bizitza
610,Tod::N,смърт,herio
611,Tod::N,смърт,heriotza
612,Grab::N,гроб,hobi
613,Grab::N,гроб,hilobi
614,Kirche::N,църква,eliza
615,Sünde::N,грях,hoben
616,Sünde::N,грях,bekatu
617,Gott::N,бог,jainko
618,Arbeiter::N,работник,langile
619,Arbeiter::N,работник,behargin
620,Chef::N,шеф,nagusi
621,Chef::N,началник,nagusi
622,Meister::N,майстор,maisu
623,Arzt::N,лекар,osagile
624,Arzt::N,лекар,sendagile
625,Lehrer::N,учител,irakasle
626,Geld::N,пари,diru
627,Geschäft::N,сделка,negozio
628,Laden::N,дюкян,denda
629,Laden::N,дюкян,saltegi
630,Laden::N,магазин,denda
631,Laden::N,магазин,saltegi
632,Preis::N,цена,prezio
633,Preis::N,цена,salneurri
634,Ware::N,стока,salgai
635,Nutzen::N,полза,onura
636,Nutzen::N,полза,probetxu
637,Nutzen::N,облага,onura
638,Nutzen::N,облага,probetxu
639,Reichtum::N,богатство,aberastasun
640,Welt::N,свят,ludi
641,Welt::N,свят,mundu
642,Land::N,страна,herrialde
643,Staat::N,щат,estatu
644,Staat::N,държава,estatu
645,König::N,крал,errege
646,Macht::N,мощ,botere
647,Macht::N,власт,botere
648,Grenze::N,граница,muga
649,Krieg::N,война,guda
650,Feind::N,враг,etsai
651,Feind::N,враг,arerio
652,Feind::N,неприятел,etsai
653,Feind::N,неприятел,arerio
654,Gewalt::N,сила,bortxa
655,Gewalt::N,сила,bortizkeria
656,Gewalt::N,насилие,bortxa
657,Gewalt::N,насилие,bortizkeria
658,Kampf::N,борба,gudu
659,Kampf::N,борба,auska
660,Kampf::N,сражение,gudu
661,Kampf::N,сражение,auska
662,Bogen[Waffe]::N,лък,arku
663,Pfeil::N,стрела,gezi
664,Gewehr::N,пушка,fusil
665,Fehler::N,грешка,huts
666,Fehler::N,грешка,hutsegin
667,Lüge::N,лъжа,gezur
668,Schaden::N,повреда,kalte
669,Unglück::N,нещастие,zoritxar
670,Unglück::N,нещастие,zorigaitz
671,Schuld::N,вина,erru
672,Alter::N,възраст,adin
673,Schluss::N,край,bukaera
674,Zeit::N,време,aldi
675,Zeit::N,време,denbora
676,Tag::N,ден,egun
677,Morgen::N,утро,goiz
678,Morgen::N,сутрин,goiz
679,Mittag::N,обед,eguerdi
680,Mittag::N,пладне,eguerdi
681,Abend::N,вечер,arrats
682,Nacht::N,нощ,gau
683,Woche::N,седмица,aste
684,Monat::N,месец,hil
685,Jahr::N,година,urte
686,Frühling::N,пролет,udalehen
687,Sommer::N,лято,uda
688,Herbst::N,есен,udazken
689,Herbst::N,есен,neguantz
690,Winter::N,зима,negu
691,Januar::N,януари,urtarril
692,Februar::N,февруари,otsail
693,März::N,март,martxo
694,April::N,април,apiril
695,Mai::N,май,maiatz
696,Juni::N,юни,ekain
697,Juli::N,юли,uztail
698,August::N,август,abuztu
699,September::N,септември,irail
700,Oktober::N,октомври,urri
701,November::N,ноември,azaro
702,Dezember::N,декември,abendu
703,Montag::N,понеделник,astelehen
704,Dienstag::N,вторник,astearte
705,Mittwoch::N,сряда,asteazken
706,Donnerstag::N,четвъртък,ostegun
707,Freitag::N,петък,ostiral
708,Samstag::N,събота,larunbat
709,Sonntag::N,неделя,igande
710,groß::A,едър,handi
711,groß::A,голям,handi
712,klein::A,малък,txiki
713,klein::A,дребен,txiki
714,lang::A,дълъг,luze
715,kurz::A,къс,labur
716,breit::A,широк,zabal
717,schmal::A,тесен,mehar
718,dicht::A,гъст,sarri
719,dicht::A,гъст,trinko
720,dick[Gegenstand]::A,дебел,lodi
721,dünn::A,тънък,mehe
722,fein::A,фин,fin
723,fein::A,тънък,fin
724,fest::A,твърд,tinko
725,fest::A,плътен,tinko
726,flach::A,равен,lau
727,flach::A,равен,ordoki
728,flach::A,плосък,lau
729,flach::A,плосък,ordoki
730,glatt::A,гладък,leun
731,hart::A,твърд,gogor
732,hart::A,корав,gogor
733,weich::A,мек,bigun
734,weich::A,мек,beratz
735,rund::A,кръгъл,biribil
736,spitz::A,островръх,puntadun
737,scharf::A,остър,zorrotz
738,stumpf::A,тъп,kamuts
739,schwer::A,тежък,astun
740,schwer::A,тежък,pisutsu
741,schön::A,хубав,eder
742,schön::A,красив,eder
743,heiß::A,жарък,bero
744,heiß::A,жарък,oso bero
745,warm::A,топъл,bero
746,kalt::A,студен,hotz
747,kühl::A,хладен,hotzil
748,frisch::A,свеж,fresko
749,frisch::A,свеж,hozkirri
750,feucht::A,влажен,heze
751,nass::A,мокър,busti
752,trocken::A,сух,siku
753,trocken::A,сух,lehor
754,voll::A,пълен,bete
755,leer::A,празен,huts
756,offen::A,откровен,ireki
757,geschlossen::A,закрит,itxita
758,geschlossen::A,затворен,itxita
759,sauber::A,чист,xahu
760,sauber::A,чист,garbi
761,schmutzig::A,мръсен,lohi
762,schmutzig::A,мръсен,zikin
763,roh::A,суров,gordin
764,reif::A,зрял,umo
765,reif::A,зрял,heldu
766,lecker::A,вкусен,goxo
767,süß::A,сладък,goxo
768,bitter::A,горчив,karmin
769,bitter::A,горчив,garratz
770,sauer::A,кисел,mingots
771,hell::A,ясен,argi
772,hell::A,светъл,argi
773,dunkel::A,тъмен,ilun
774,schwarz::A,черен,beltz
775,weiß::A,бял,zuri
776,rot::A,червен,gorri
777,gelb::A,жълт,hori
778,blau::A,син,urdin
779,grün::A,зелен,berde
780,grün::A,зелен,musker
781,grau::A,сив,urdin
782,grau::A,сив,urdinabar
783,bunt::A,шарен,koloretsu
784,bunt::A,пъстър,koloretsu
785,billig::A,евтин,merke
786,teuer::A,скъп,garesti
787,wertvoll::A,ценен,baliotsu
788,blind::A,сляп,itsu
789,taub::A,глух,gor
790,kräftig::A,силен,kementsu
791,stark::A,здрав,bizkor
792,stark::A,здрав,indartsu
793,stark::A,силен,bizkor
794,stark::A,силен,indartsu
795,schwach::A,слаб,ahul
796,schwach::A,слаб,indargabe
797,fett::A,тлъст,gizen
798,schlank::A,тънък,lerden
799,schlank::A,строен,lerden
800,hübsch::A,хубав,polit
801,böse::A,зъл,tzar
802,böse::A,зъл,gaizto
803,dumm::A,глупав,lelo
804,dumm::A,глупав,pello
805,faul::A,ленив,nagi
806,faul::A,ленив,alfer
807,faul::A,мързелив,nagi
808,faul::A,мързелив,alfer
809,fleißig::A,прилежен,maratz
810,fleißig::A,прилежен,lanzale
811,geizig::A,скъпернически,zeken
812,geizig::A,скъпернически,zikoitz
813,klug::A,умен,zuhur
814,klug::A,разумен,zuhur
815,geschickt::A,умел,trebe
816,geschickt::A,умел,antzetsu
817,geschickt::A,сръчен,trebe
818,geschickt::A,сръчен,antzetsu
819,lieb::A,мил,maite
820,lieb::A,мил,laztan
821,lieb::A,драг,maite
822,lieb::A,драг,laztan
823,lustig::A,весел,alaitsu
824,sanft::A,нежен,eme
825,sanft::A,нежен,ezti
826,sanft::A,кротък,eme
827,sanft::A,кротък,ezti
828,hungrig::A,гладен,gose
829,krank::A,болен,eri
830,krank::A,болен,gaixo
831,nackt::A,гол,biluzi
832,traurig::A,тъжен,itun
833,traurig::A,тъжен,betilun
834,traurig::A,печален,itun
835,traurig::A,печален,betilun
836,lebendig::A,жив,bizirik
837,gut::A,добър,on
838,schlecht::A,лош,txar
839,richtig::A,правилен,zuzen
840,schlimm::A,лош,larri
841,wahr::A,верен,egiazko
842,wahr::A,истински,egiazko
843,alt::A,стар,zahar
844,alt::A,древен,zahar
845,neu::A,нов,berri
846,ehemalig::A,бивш,lehengo
847,alt[Lebewesen]::A,стар,adindun
848,jung::A,млад,gazte
849,arm::A,беден,txiro
850,arm::A,беден,behartsu
