,Concept_ID,ce,ja
811,aufwachen::V,самадала,目が覚める
812,aufstehen::V,гӏатта,起きる
813,sich erholen::V,садаӏа,休養する
814,krank werden::V,цомгуш хила,病気になる
815,krank sein::V,цомгуш хила,病気である
816,schmerzen::V,лаза,痛む
817,schmerzen::V,ӏийжа,痛む
818,husten::V,йовхарш етта,咳をする
819,genesen::V,тадала,元気になる
820,sterben::V,дала,死ぬ
821,sterben::V,дала,亡くなる
822,umkommen::V,хӏаллакхила,死亡する
823,sich bewegen::V,лела,移動する
824,sich rühren::V,меттахъхьен,動く
825,sich erheben::V,хьалагlатта,立ち上がる
826,sich setzen::V,хаа,座る
827,hinfallen::V,дожа,転ぶ
828,hinfallen::V,охьакхета,転ぶ
829,laufen::V,вада,歩く
830,laufen::V,хьада,歩く
831,schreiten::V,болар дан,跨ぐ
832,schreiten::V,ког баккха,跨ぐ
833,spazierengehen::V,доладала,散歩する
834,eilen::V,сихдала,急ぐ
835,sich beeilen::V,сихдала,焦る
836,rennen::V,дада,走る
837,springen::V,ирхкхийсадала,跳ぶ
838,klettern::V,тӏедийла,よじ登る
839,schaukeln::V,техко,ぶらんこに乗る
840,kriechen::V,такха,這う
841,schwimmen::V,некадан,泳ぐ
842,tauchen::V,чулелха,潜る
843,rudern::V,дига лело,漕ぐ
844,rudern::V,кема лело,漕ぐ
845,fahren::V,хахка,行く
846,fahren::V,хахка,乗車する
847,fliegen::V,тӏемадала,飛ぶ
848,gehen::V,лeла,行く
849,weggehen::V,дӏадаха,立ち去る
850,abfahren::V,дӏадаха,出発する
851,anhalten::V,саца,止まる
852,hineingehen::V,чудала,入る
853,eintreten::V,чудала,中に入る
854,kommen::V,кхача,来る
855,kommen::V,дӏакхача,来る
856,kommen::V,схьакхача,来る
857,ankommen::V,кхача,着く
858,ankommen::V,кхача,到着する
859,ankommen::V,схьакхача,着く
860,ankommen::V,схьакхача,到着する
861,zurückkommen::V,юхада,帰る
862,bleiben::V,диса,留まる
863,warten::V,хьежа,待つ
864,warten::V,cобар дан,待つ
865,erwarten::V,хьоьжуш ӏан,期待する
866,suchen::V,леха,探る
867,finden::V,каро,見つける
868,versuchen::V,дан хьажа,試す
869,vorbereiten::V,кечъян,準備する
870,lieben::V,деза,愛する
871,mögen::V,безамхила,好きである
872,lachen::V,дела,笑う
873,rühren::V,хьедан,感情を動かす
874,weinen::V,делха,泣く
875,schimpfen::V,чехо,叱る
876,sich ärgern::V,оьгӏазъэха,怒る
877,sich ärgern::V,оьгӏазъэха,腹を立てる
878,sich fürchten::V,кхера,怖がる
879,fürchten::V,кхера,恐れる
880,fliehen::V,дӏадада,逃げる
881,flüchten::V,дӏадада,逃亡する
882,sehen::V,ган,見る
883,anschauen::V,хьажа,眺める
884,anschauen::V,хьежа,眺める
885,ansehen::V,хьовса,見る
886,hören::V,хаза,聞く
887,zuhören::V,ладогӏа,聴く
888,probieren::V,хьажа,食べてみる
889,riechen::V,хьожа яха,気取る
890,fühlen::V,хаадала,感じる
891,scheinen::V,мотта,ように見える
892,zu sehen sein::V,гуш хила,見える
893,vernehmen::V,бартхатта,承る
894,frieren::V,гӏоро,寒気がする
895,tun::V,дан,する
896,können::V,дадала,出来る
897,wollen::V,тӏергӏа,-たい
898,anfangen::V,доло,始める
899,beenden::V,довла,終える
900,aufhören::V,саца,止める
901,gelingen::V,кадала,成功する
902,geraten::V,хила,当たる
903,öffnen::V,дӏаделла,開く
904,öffnen::V,дӏаделла,開ける
905,öffnen::V,схьаделла,開く
906,öffnen::V,схьаделла,開ける
907,schließen::V,къовла,閉める
908,schließen::V,дӏачӏагӏа,閉める
909,stellen::V,хlотто,置く
910,stellen::V,хlотто,据える
911,setzen::V,дийгӏа,座らせる
912,legen::V,охьадилла,置く
913,berühren::V,хьедан,触る
914,berühren::V,хьедан,触れる
915,verbinden::V,вовшахтаса,結びつける
916,bedecken::V,тилла,覆う
917,bedecken::V,тӏетаса,覆う
918,aufhängen::V,хьалаолла,掛ける
919,anzünden::V,лато,燃やす
920,anzünden::V,лато,火をつける
921,aufheben::V,айа,拾う
922,zurücklassen::V,дита,残す
923,verlieren::V,дайа,無くす
924,fallen lassen::V,охьадожо,落とす
925,machen::V,дан,作る
926,herstellen::V,дан,製造する
927,bauen::V,гӏишлоян,建設する
928,reparieren::V,тадан,直す
929,reparieren::V,тадан,修理する
930,verbessern::V,нисдан,改良する
931,ändern::V,хийца,変える
932,graben::V,ахка,掘る
933,beugen::V,сатто,折る
934,biegen::V,сатто,曲げる
935,drehen::V,хьовзо,回す
936,umdrehen::V,хьовзo,裏返す
937,heben::V,айа,挙げる
938,heben::V,хьалаайа,挙げる
939,hochheben::V,хьалаайа,持ち上げる
940,ergreifen::V,дӏалаца,取り上げる
941,halten::V,латто,持つ
942,drücken::V,тӏетаӏо,押す
943,schieben::V,татта,ずらす
944,kratzen::V,мӏараш тийса,引っ掻く
945,lecken::V,мотт хьекха,なめる
946,beißen::V,катoха,噛む
947,abreißen::V,схьадаккха,剝ぎ取る
948,abschneiden::V,кхада,切り取る
949,binden::V,дӏадехка,縛る
950,binden::V,вовшахтаса,縛る
951,stecken::V,чудахийта,差し込む
952,brechen::V,кагдан,破る
953,klopfen::V,детта,とんとん叩く
954,hauen::V,етта,叩く
955,kleben::V,тӏелато,貼る
956,kleben::V,тӏелато,くっ付ける
957,reiben::V,хьекхо,擦る
958,streichen::V,тlехьакха,塗る
959,schleifen::V,ирдан,研ぐ
960,schneiden::V,ларга,切る
961,rütteln::V,лесто,揺さぶる
962,schütteln::V,лесто,振る
963,schütteln::V,лесто,揺さぶる
964,schwenken::V,лесто,振る
965,schütten::V,дотта,注ぐ
966,füllen::V,дуза,いっぱいにする
967,einwickeln::V,хьарчо,包む
968,tragen::V,дахьа,運ぶ
969,schleppen::V,ийзо,引きずる
970,ziehen::V,озо,引く
971,aufbewahren::V,ӏалашдан,預かる
972,werfen::V,кхосса,投げる
973,fangen::V,леца,受ける
974,packen::V,леца,掴む
975,verstecken::V,къайладаккха,隠す
976,teilen::V,декъа,分ける
977,schicken::V,дӏадахьийта,送る
978,bringen::V,дан,持って行く
979,hinzufügen::V,тӏетоха,加える
980,bekommen::V,даккха,得る
981,erhalten::V,даккха,受ける
982,nehmen::V,схьаэца,取る
983,wählen::V,харжа,選ぶ
984,auswählen::V,харжа,選ぶ
985,bewahren::V,lалашдан,保存する
986,behindern::V,новкъарло ян,妨害する
987,verderben::V,талхо,台無しにする
988,beschädigen::V,дохо,損傷する
989,zerbrechen::V,дохо,割る
990,zerbrechen::V,кагдан,割る
991,zerreißen::V,хадо,引き裂く
992,zerstören::V,дохо,破壊する
993,zerstören::V,кагдан,破壊する
994,verbrennen::V,даго,焼く
995,geben::V,яла,上げる
996,reichen::V,дӏадала,渡す
997,reichen::V,дӏакховдо,渡す
998,schenken::V,совгӏат дан,贈る
999,versprechen::V,ваӏда дан,約束する
1000,wünschen::V,лаа,望む
1001,loben::V,хасто,褒める
1002,küssen::V,оба яккха,キスする
1003,wiegen::V,тахка,揺する
1004,zudecken::V,тӏетаса,覆う
1005,wecken::V,самадаккха,起こす
1006,zeigen::V,гайта,見せる
1007,führen::V,дига,案内する
1008,lehren::V,ӏамо,教える
1009,unterrichten::V,хьеха,通知する
1010,aufziehen::V,кхио,育てる
1011,leiten::V,урхалла дан,導く
1012,antreiben::V,сихдан,励ます
1013,lassen::V,-йта,～させる
1014,einladen::V,кхайкха,誘う
1015,einladen::V,кхайкха,招待する
1016,vereinigen::V,цхьаьнатоха,一つにする
1017,besuchen::V,хьажахIотта,訪ねる
1018,treffen::V,дуьхьалкхета,出会う
1019,sich versammeln::V,гулдан,集まる
1020,spielen::V,ловза,遊ぶ
1021,singen::V,лакха,歌う
1022,tanzen::V,хелхадала,踊る
1023,sich trennen::V,къаста,別れる
1024,verlassen::V,дита,別れる
1025,retten::V,кӏелхьардаккха,救う
1026,retten::V,кӏелхьардаккха,助ける
1027,bewachen::V,ха дан,見張る
1028,bewachen::V,ха дан,軽微する
1029,schützen::V,лардан,保護する
1030,verteidigen::V,лардан,守る
1031,sich schlagen::V,етта,殴る
1032,schießen::V,детта,撃つ
1033,siegen::V,тола,勝つ
1034,ärgern::V,оьгӏаздахийта,怒らせる
1035,schlagen::V,тоха,殴る
1036,treten::V,мийра тоха,蹴る
1037,stechen::V,ӏотта,突く
1038,stechen::V,къовзо,突く
1039,stoßen::V,татта,突く
1040,stehlen::V,лачкъо,盗る
1041,stören::V,новкъарло ян,構う
1042,belästigen::V,сагатдан,邪魔する
1043,verbergen::V,къайладаккха,隠す
1044,täuschen::V,ӏexo,だます
1045,betrügen::V,ледан,だます
1046,töten::V,ден,殺す
1047,wohnen::V,даха,住む
1048,arbeiten::V,къахьега,働く
1049,sammeln::V,гулдан,集める
1050,sammeln::V,гулдан,収集する
1051,pflücken::V,даха,摘む
1052,jagen::V,талла,狩りをする
1053,fischen::V,чӏерий леца,釣る
1054,fassen::V,лаца,捕る
1055,fassen::V,схьалаца,捕る
1056,hüten::V,лардан,放牧する
1057,treiben::V,лахка,追う
1058,anbinden::V,дӏадехка,繋ぐ
1059,füttern::V,хӏума яла,餌をやる
1060,melken::V,оза,搾乳する
1061,gießen::V,хи тоха,水をやる
1062,reifen::V,хьекъа,熟す
1063,zubereiten::V,кечъян,調理する
1064,zubereiten::V,кхача бан,調理する
1065,kochen::V,кхача бан,煮る
1066,backen::V,датта,焼く
1067,braten::V,кхарза,焼く
1068,braten::V,кхарза,炒める
1069,umrühren::V,кего,混ぜる
1070,nähen::V,тега,縫う
1071,färben::V,басардан,染める
1072,reinigen::V,цӏандан,掃除する
1073,waschen::V,йила,洗う
1074,waschen::V,йила,洗濯する
1075,waschen::V,йитта,洗う
1076,waschen::V,йитта,洗濯する
1077,waschen::V,дӏадайа,洗う
1078,waschen::V,дӏадайа,洗濯する
1079,abwischen::V,дӏадайа,拭く
1080,spülen::V,хи кхарза,洗う
1081,spülen::V,хи кхарза,すすぐ
1082,fegen::V,нуй хьакха,掃除する
1083,kehren::V,нуй хьакха,掃く
1084,baden::V,лийча,入浴する
1085,sich waschen::V,юьхь йила,洗う
1086,ausziehen::V,духар дӏадаккха,脱ぐ
1087,sich anziehen::V,духа,着る
1088,kämmen::V,ехк хьакха,梳く
1089,schmücken::V,хаздан,飾る
1090,sagen::V,ала,言う
1091,sprechen::V,баха,話す
1092,sprechen::V,мотт бийца,話す
1093,reden::V,къамел дан,話す
1094,sich unterhalten::V,къамел дан,話をする
1095,fragen::V,хатта,聞く
1096,bitten::V,деха,頼む
1097,bitten::V,деха,お願いする
1098,erzählen::V,дийца,物語る
1099,mitteilen::V,хаам бан,伝える
1100,nennen::V,цӏе яккха,名づける
1101,rufen::V,кхайкха,呼ぶ
1102,prahlen::V,куралла ян,自慢する
1103,prahlen::V,дозалла дан,自慢する
1104,übersetzen::V,гоч дан,訳す
1105,denken::V,ойла ян,考える
1106,glauben::V,теша,信じる
1107,bemerken::V,ган,気が付く
1108,erkennen::V,довза,認識する
1109,begreifen::V,кхета,分かる
1110,verstehen::V,кхета,聞き取る
1111,lernen::V,деша,学ぶ
1112,lernen::V,деша,勉強する
1113,wissen::V,хаа,知っている
1114,sich erinnern an::V,дагадан,思い出す
1115,vergessen::V,дицдала,忘れる
1116,messen::V,дуста,計る
1117,messen::V,дуста,測定する
1118,zählen::V,дагардан,数える
1119,rechnen::V,лара,計算する
1120,lesen::V,еша,読む
1121,malen::V,сурт дилла,描く
1122,zeichnen::V,сурт дилла,写生する
1123,schreiben::V,яздан,書く
1124,besitzen::V,доладан,所持する
1125,kaufen::V,эца,買う
1126,verkaufen::V,дохка,売る
1127,bezahlen::V,мах бала,払う
1128,zahlen::V,мах бала,支払う
1129,beherrschen::V,собаре хила,支配する
1130,ertragen::V,лан,耐える
1131,ertragen::V,сатоха,耐える
1132,ertragen::V,садетта,耐える
1133,Schwarm::N,,群れ
1134,Schlinge::N,,輪
1135,Art::N,,種類
1136,Entfernung::N,,距離
1137,Griff::N,,取っ手
1138,Figur::N,,像
1139,Bogen[Waffe]::N,,弓
1140,so::ADV,,こう
1141,abnehmen::V,,減る
1142,sausen::V,,疾駆する
1143,wenden::V,,裏返す
1144,hacken::V,,刻む
1145,stricken::V,,編む
1146,anziehen::V,,着る
