,Concept_ID,cs,ml
645,fremd::A,cizí,വൈദേശികമായ
646,verschieden::A,různý,വ്യത്യസ്തമായ
647,verschieden::A,rozličný,വ്യത്യസ്തമായ
648,nah::A,blízký,അരികത്തുള്ള
649,fern::A,daleký,അകലെയുള്ള
650,linker::A,levý,അവശേഷിച്ച
651,rechter::A,pravý,വലത്തേ
652,anderer::A,jiný,മറ്റുള്ള
653,erster::A,první,ആദ്യത്തെ
654,zweiter::A,druhý,രണ്ടാം
655,dritter::A,třetí,മൂന്നാമത്
656,letzter::A,poslední,അവസാനത്തെ
657,allein::ADV,sám,തനിച്ചുള്ള
658,auf einmal::ADV,najednou,ഉടന്
659,zusammen::ADV,spolu,ഒരുമിച്ച
660,zusammen::ADV,dohromady,ഒരുമിച്ച
661,lange::ADV,dlouho,നീണ്ട_കാലത്തേയ്ക്ക്
662,plötzlich::ADV,vtom,പെട്ടെന്ന്
663,plötzlich::ADV,náhle,പെട്ടെന്ന്
664,sofort::ADV,hned,തത്ക്ഷണം
665,sofort::ADV,ihned,തത്ക്ഷണം
666,später::ADV,později,പിന്നീട്
667,jetzt::ADV,teď,ഇപ്പോൾ
668,jetzt::ADV,nyní,ഇപ്പോൾ
669,heute::ADV,dnes,ഇന്ന്
670,heute::ADV,dneska,ഇന്ന്
671,morgen::ADV,zítra,നാളെ
672,bald::ADV,brzo,ഉടനെ
673,dann::ADV,pak,അപ്പോൾ
674,dann::ADV,potom,അപ്പോൾ
675,gestern::ADV,včera,ഇന്നലെ
676,einst::ADV,kdysi,പണ്ടൊരിക്കല്
677,damals::ADV,tehdy,അപ്പോൾ
678,damals::ADV,tenkrát,അപ്പോൾ
679,danach::ADV,podle toho,പിന്നീട്
680,vorher::ADV,dříve,മുൻപ്
681,vorher::ADV,napřed,മുൻപ്
682,zuerst::ADV,nejprve,ആദ്യം
683,zuerst::ADV,nejdříve,ആദ്യം
684,einmal::ADV,jednou,ഒരിക്കൽ
685,manchmal::ADV,někdy,ചിലപ്പോൾ
686,oft::ADV,často,പലപ്പോഴും
687,immer::ADV,vždy,എപ്പോഴും
688,immer::ADV,stále,എപ്പോഴും
689,niemals::ADV,nikdy,ഒരിക്കലും
690,hier::ADV,zde,ഇവിടെ
691,hier::ADV,tady,ഇവിടെ
692,hierhin::ADV,sem,ഇവിടേക്ക്
693,von hier::ADV,odtud,ഇവിടെനിന്ന്
694,dort::ADV,tam,അവിടെ
695,dorthin::ADV,tam,അവിടേക്ക്
696,geradeaus::ADV,rovně,മുമ്പിൽ
697,geradeaus::ADV,rovně,മുമന്നോട്ട്
698,vorwärts::ADV,kupředu,മുന്നോട്ട്
699,rückwärts::ADV,zpět,തലതിരിച്ച്
700,zurück::ADV,zpět,പുറകിലേക്ക്
701,zurück::ADV,nazpět,പുറകിലേക്ക്
702,unten::ADV,dole,താഴെ
703,hinab::ADV,dolů,താഴേക്ക്
704,oben::ADV,nahoře,മുകളിൽ
705,oben::ADV,navrchu,മുകളിൽ
706,hinauf::ADV,nahoru,മുകളിൽ
707,überall::ADV,všude,എല്ലായിടത്തും
708,nicht::ADV,ne,ഇല്ല
709,ein wenig::ADV,trochu,കുറച്ച്
710,kaum::ADV,sotva,കഷ്ടിച്ച്
711,sehr::ADV,velmi,വളരെ
712,sehr::ADV,velice,വളരെ
713,so::ADV,tak,അങ്ങനെ
714,so::ADV,takto,അങ്ങനെ
715,noch::ADV,ještě,ഇപ്പോഴും
716,nur::ADV,jen,മാത്രം
717,nur::ADV,jenom,മാത്രം
718,schon::ADV,už,നേരത്തേ തന്നെ
719,schon::ADV,již,നേരത്തേ തന്നെ
720,wieder::ADV,zase,വീണ്ടും
721,vergebens::ADV,marně,വിഫല
722,vor::PRP,před,മുമ്പിൽ
723,hinter::PRP,za,പുറകിൽ
724,unter::PRP,pod,കീഴിൽ
725,durch::PRP,skrz,ഉള്ളിലൂടെ
726,neben::PRP,vedle,അടുത്ത്
727,zwischen::PRP,mezi,ഇടയ്ക്ക്
728,wegen::PRP,pro,നിമിത്തം
729,dies::PRN,toto,ഇത്
730,dies::PRN,tohle,ഇത്
731,das::PRN,to,അത്
732,alles::PRN,všechno,എല്ലാം
733,ich::PRN,já,ഞാൻ
734,du::PRN,ty,നിങ്ങൾ
735,er::PRN,on,അദ്ദേഹം
736,er::PRN,on,അയാൾ
737,er::PRN,on,അവൻ
738,er::PRN,on,അവർ
739,er::PRN,on,അവൾ
740,wir::PRN,my,നമ്മൾ
741,ihr::PRN,vy,നിങ്ങൾ
742,sie::PRN,oni,അവർ
743,was::FPRN,co,എന്ത്
744,wer::FPRN,kdo,ആര്
745,wo::FADV,kde,എവിടെ
746,wohin::FADV,kam,എവിടേക്ക്
747,wie::FADV,jak,എങ്ങനെ
748,warum::FADV,proč,എന്തുകൊണ്ട്
749,wieviel::FNUM,kolik,എത്ര
750,eins::NUM,jeden,ഒന്ന്
751,zwei::NUM,dva,രണ്ട്
752,drei::NUM,tři,മൂന്ന്
753,vier::NUM,čtyři,നാല്
754,fünf::NUM,pět,അഞ്ച്
755,sechs::NUM,šest,ആറ്
756,sieben::NUM,sedm,ഏഴ്
757,acht::NUM,osm,എട്ട്
758,neun::NUM,devět,ഒമ്പത്
759,zehn::NUM,deset,പത്ത്
760,elf::NUM,jedenáct,പതിനൊന്ന്
761,zwölf::NUM,dvanáct,പന്ത്രണ്ട്
762,zwanzig::NUM,dvacet,ഇരുപത്
763,dreißig::NUM,třicet,മുപ്പത്
764,vierzig::NUM,čtyřicet,നാൽപ്പത്
765,fünfzig::NUM,padesát,അൻപത്
766,sechzig::NUM,šedesát,അറുപത്
767,siebzig::NUM,sedmdesát,എഴുപത്
768,achtzig::NUM,osmdesát,എൺപത്
769,neunzig::NUM,devadesát,തൊണ്ണൂറ്
770,hundert::NUM,sto,നൂറ്
771,tausend::NUM,tisíc,ആയിരം
772,und::CNJ,a,ഉം
773,oder::CNJ,nebo,അഥവാ
774,stehen::V,stát,നിൽക്കുക
775,sitzen::V,sedět,ഇരിക്കുക
776,liegen::V,ležet,കിടക്കുക
777,hängen::V,viset,തൂങ്ങുക
778,werden::V,stát se,ആയിത്തീരുക
779,passieren::V,stát se,സംഭവിക്കുക
780,beginnen::V,počít,ആരംഭിക്കുക
781,enden::V,končit,അവസാനിപ്പിക്കുക
782,enden::V,skončit,അവസാനിപ്പിക്കുക
783,wechseln::V,měnit se,മാറ്റുക
784,aufgehen[Sonne]::V,vyjít,ഉയരുക
785,untergehen[Sonne]::V,zapadnout,അടുക്കി_വയ്ക്കുക
786,scheinen[Sonne]::V,svítit,പ്രകാശിക്കുക
787,donnern::V,hřmět,ഇടിവെട്ടുക
788,wehen::V,vát,വീശുക
789,wehen::V,vanout,വീശുക
790,strömen::V,proudit,ഒഴുകുക
791,fließen::V,téct,ഒഴുകുക
792,sich drehen::V,točit se,ചുറ്റുക
793,sich drehen::V,točit se,കറക്കുക
794,schwanken::V,kolísat,ഇരുവശത്തേയ്ക്കും_ആടുക
795,schwanken::V,houpat se,ഇരുവശത്തേയ്ക്കും_ആടുക
796,schwingen::V,kývat se,ആടുക
797,fallen::V,padat,വീഴുക
798,brennen::V,hořet,കത്തുക
799,rauchen::V,kouřit,പുകയുക
800,regnen::V,pršet,മഴ_പെയ്യുക
801,gefrieren::V,zamrznout,തണത്ത്_മരവിക്കുക
802,tauen::V,tát,അലിയുക
803,schmelzen::V,tavit,ഉരുകുക
804,trocknen::V,schnout,വരളുക
805,sieden::V,vřít,തിളപ്പിക്കുക
806,faulen::V,hnít,ചീയുക
807,verfaulen::V,shnít,അഴുകുക
808,reißen::V,roztrhat se,ശബ്ദത്തോടെ_മുറിയുക
809,versinken::V,topit se,മുക്കുക
810,versinken::V,ponořit se,മുക്കുക
811,vergehen::V,plynout,കടന്നുപോകുക
812,erscheinen::V,objevit se,പ്രത്യക്ഷപ്പെടുക
813,verschwinden::V,zmizet,അദൃശ്യമാകുക
814,sinken::V,klesat,താഴുക
815,abnehmen::V,ubýt,കുറിയുക
816,zunehmen::V,přibýt,വർദ്ധിക്കുക
817,steigen::V,stoupat,ഉയരുക
818,wachsen::V,růst,വളരുക
819,glänzen::V,lesknout se,മിന്നുക
820,funkeln::V,jiskřit se,തിളങ്ങുക
821,lärmen::V,dělat hluk,ശബ്ദമുണ്ടാക്കുക
822,läuten::V,zvonit,മണിമുഴങ്ങുക
823,klingeln::V,zvonit,ചിലമ്പുക
824,klirren::V,řinčet,കിലുക്കുക
825,brausen::V,hučet,മുഴങ്ങുക
826,rauschen::V,šumět,അനങ്ങുക
827,klingen::V,znít,മുഴക്കുക
828,bellen::V,štěkat,കുരയ്ക്കുക
829,heulen::V,výt,ഓരിയിടുക
830,blasen::V,foukat,ഊതുക
831,pfeifen::V,pískat,വിസിലടിക്കുക
832,schreien::V,křičet,ആക്രോശിക്കുക
833,stöhnen::V,sténat,അരക്കം
834,stöhnen::V,sténat,ആർത്തനാദം
835,zittern::V,třást se,വിറയ്ക്കുക
836,leben::V,žít,താമസിക്കുക
837,geboren werden::V,rodit se,ജനിക്കുക
838,atmen::V,dýchat,ശ്വസിക്കുക
839,trinken::V,pít,കുടിക്കുക
840,essen::V,jíst,കഴിക്കുക
841,schlucken::V,polykat,വിഴുങ്ങുക
842,müde werden::V,unavit se,ക്ഷീണിക്കുക
843,einschlafen::V,usnout,നിദ്രിക്കുക
844,schlafen::V,spát,ഉറങ്ങുക
845,aufwachen::V,probudit se,ഉണരുക
846,aufstehen::V,vstát,എഴുന്നേൽക്കുക
847,sich erholen::V,zotavovat se,വിശ്രമിക്കുക
848,krank werden::V,onemocnět,ദീനംപിടിക്കുക
849,krank sein::V,být nemocný,രോഗികളാകുക
850,schmerzen::V,bolet,വേദനിക്കുക
851,husten::V,kašlat,ചുമയ്ക്കുക
852,genesen::V,uzdravit se,സുഖപ്പെടുക
853,sterben::V,umřít,മരിക്കുക
854,umkommen::V,zahynout,മരിക്കുക
855,sich bewegen::V,pohnout se,സ്ഥലം_മാറുക
856,sich rühren::V,hnout se,ചലിക്കുക
857,sich erheben::V,zdvihnout se,നിൽക്കുക
858,sich setzen::V,posadit se,ഇരിക്കുക
859,hinfallen::V,upadnout,വീഴുക
860,laufen::V,běžet,നടക്കുക
861,schreiten::V,kráčet,നടക്കുക
862,spazierengehen::V,procházet se,ഉലാത്തുക
863,eilen::V,spěchat,പാഞ്ഞെത്തുക
864,sich beeilen::V,pospíšit si,തിരിക്കുകൂട്ടുക
865,sich beeilen::V,pospíšit si,തിടുക്കം_കാട്ടുക
866,sausen::V,fičet,കുതിക്കുക
867,rennen::V,pádit,ഓടുക
868,springen::V,skákat,ചാടുക
869,klettern::V,lézt,കയറുക
870,klettern::V,šplhat,കയറുക
871,schaukeln::V,houpat,ഇളകുക
872,kriechen::V,lézt,പതുങ്ങികയറുക
873,kriechen::V,plazit se,പതുങ്ങികയറുക
874,schwimmen::V,plavat,നീന്തുക
875,tauchen::V,nořit se,വെള്ളത്തിലേക്ക് ചാടുക
876,rudern::V,veslovat,തുഴയുക
877,fahren::V,jet,വാഹനം ഓടിക്കുക
878,fahren::V,jezdit,വാഹനം ഓടിക്കുക
879,fliegen::V,létat,പറക്കുക
880,gehen::V,jít,പോകുക
881,weggehen::V,odejít,വിടുക
882,abfahren::V,odjet,പുറപ്പെടുക
883,anhalten::V,zastavit se,നിർത്തുക
884,hineingehen::V,vcházet se,പ്രവേശിക്കുക
885,eintreten::V,vstoupit,പ്രവേശിക്കുക
886,kommen::V,přijít,വരുക
887,ankommen::V,dojít,എത്തിച്ചേരുക
888,zurückkommen::V,vrátit se,തിരിച്ചു വരുക
889,bleiben::V,zůstat,തുടരുക
890,warten::V,čekat,കാത്തിരിക്കുക
891,erwarten::V,čekat na,പ്രതീക്ഷിക്കുക
892,suchen::V,hledat,തിരയുക
893,finden::V,najít,കണ്ടെത്തുക
894,versuchen::V,zkoušet,ശ്രമിക്കുക
895,vorbereiten::V,připravit,തയ്യാറെടുക്കുക
896,lieben::V,milovat,സ്നേഹിക്കുക
897,mögen::V,mít rád,ഇഷ്ടപ്പെടുക
898,lachen::V,smát se,ചിരിക്കുക
899,rühren::V,dojmout,ഹൃദയം സ്പർശിക്കുക
900,weinen::V,plakat,തേങ്ങുക
901,schimpfen::V,nadávat,പിറുപിറുക്കുക
902,sich ärgern::V,pohoršit se,കോപിക്കുക
903,sich fürchten::V,bát se,പേടിക്കുക
904,fürchten::V,bát se,പേടിക്കുക
905,fliehen::V,utéct,രക്ഷപ്പെടുക
906,flüchten::V,prchnout,രക്ഷപ്പെടുക
907,sehen::V,vidět,കാണുക
908,anschauen::V,podívat se na,നോക്കുക
909,ansehen::V,sledovat,നോക്കുക
910,hören::V,slyšet,കേൾക്കുക
911,zuhören::V,poslouchat,ശ്രദ്ധിക്കുക
912,probieren::V,ochutnávat,രുചിയുള്ളതായി_തോന്നുക
913,riechen::V,cítit,മണത്തു_നോക്കുക
914,fühlen::V,cítit,സ്പർശിച്ചറിയുക
915,scheinen::V,zdát se,കാണപ്പെടുക
916,zu sehen sein::V,moci být viděn,വെളിച്ചപ്പെടുക
917,vernehmen::V,uslyšet,കേൾക്കുക
918,frieren::V,mrznout,വിറയ്ക്കുക
919,tun::V,dělat,ചെയ്യുക
920,können::V,moct,കഴിയുക
921,wollen::V,chtít,വേണുക
922,anfangen::V,začít,തുടങ്ങുക
923,beenden::V,ukončit,പൂർത്തിയാക്കുക
924,aufhören::V,přestat,നിർത്തുക
925,gelingen::V,podařit se,വിജയിക്കുക
926,geraten::V,dařit se,പരിണമിക്കുക
927,öffnen::V,otevřít,തുറക്കുക
928,schließen::V,zavřít,അടയ്ക്കുക
929,stellen::V,postavit,വയ്ക്കുക
930,setzen::V,posadit,വയ്ക്കുക
931,legen::V,klást,ഇടുക
932,legen::V,položit,ഇടുക
933,berühren::V,dotýkat se,തൊടുക
934,verbinden::V,spojit,ഘടിപ്പിക്കുക
935,bedecken::V,pokrýt,മുടുക
936,aufhängen::V,oběsit,കെട്ടിതൂക്കുക
937,aufhängen::V,pověsit,കെട്ടിതൂക്കുക
938,anzünden::V,zapálit,കത്തിക്കുക
939,anzünden::V,podpálit,കത്തിക്കുക
940,aufheben::V,zvednout,പെറുക്കിയെടുക്കുക
941,aufheben::V,zdvihnout,പെറുക്കിയെടുക്കുക
942,zurücklassen::V,zanechat,വച്ചുപോരുക
943,verlieren::V,ztratit,നഷ്ടപ്പെടുക
944,fallen lassen::V,upustit,വീഴ്ത്തുക
945,machen::V,udělat,ഉണ്ടാക്കുക
946,herstellen::V,vyrobit,ഉൽപാദിപ്പിക്കുക
947,bauen::V,stavět,നിർമ്മിക്കുക
948,bauen::V,budovat,നിർമ്മിക്കുക
949,reparieren::V,opravit,നന്നാക്കുക
950,verbessern::V,zlepšit,മെച്ചപ്പെടുക
951,ändern::V,změnit,മാറ്റംവരുത്തുക
952,graben::V,rýt,കുഴിക്കുക
953,graben::V,kopat,കുഴിക്കുക
954,beugen::V,ohnout,വണങ്ങുക
955,biegen::V,ohnout,കുനിയുക
956,drehen::V,točit,തിരിക്കുക
957,wenden::V,obrátit,തിരിയുക
958,umdrehen::V,obrátit,തിരിയുക
959,heben::V,zdvihnout,ഉയർത്തുക
960,hochheben::V,zvednout,ഉയർത്തുക
961,ergreifen::V,chopit se,ബലമായി_പിടിക്കുക
962,halten::V,držet,പിടിക്കുക
963,drücken::V,stisknout,അമർത്തുക
964,schieben::V,posouvat,തള്ളുക
965,kratzen::V,škrábat,ചുരണ്ടുക
966,lecken::V,lízat,നക്കുക
967,beißen::V,kousat,കടിക്കുക
968,abreißen::V,utrhat,കീറിക്കളയുക
969,abreißen::V,odtrhat,കീറിക്കളയുക
970,abschneiden::V,uřezat,മുറിച്ചുമാറ്റുക
971,abschneiden::V,ukrojit,മുറിച്ചുമാറ്റുക
972,binden::V,přivázat,കെട്ടുക
973,stecken::V,strčit,തുളയ്ക്കുക
974,brechen::V,lomit,ഉടയുക
975,klopfen::V,ťukat,തട്ടുക
976,klopfen::V,klepat,തട്ടുക
977,hauen::V,bít,അടിക്കുക
978,kleben::V,lepit,ഒട്ടിക്കുക
979,reiben::V,třít,തിരുമ്മിത്തുടയ്ക്കുക
980,streichen::V,mazat,പടർത്തുക
981,schleifen::V,brousit,പൊടിക്കുക
982,schneiden::V,řezat,മുറിക്കുക
983,schneiden::V,střihat,മുറിക്കുക
984,rütteln::V,třást,മുട്ടുക
985,rütteln::V,otřást,മുട്ടുക
986,schütteln::V,třást,കുലുക്കുക
987,schütteln::V,zatřást,കുലുക്കുക
988,schwenken::V,mávat,ആടുക
989,schütten::V,nasypat,ഒഴിക്കുക
990,füllen::V,naplnit,നിറയ്ക്കുക
991,einwickeln::V,zavinout,പൊതിയുക
992,tragen::V,nést,വഹിക്കുക
993,schleppen::V,vléct,വലിച്ചിഴയ്ക്കുക
994,ziehen::V,tahat,വലിക്കുക
995,ziehen::V,táhnout,വലിക്കുക
996,aufbewahren::V,schovat,വയ്ക്കുക
997,werfen::V,házet,എറിയുക
998,fangen::V,chytat,പിടിക്കുക
999,packen::V,uchvátit,തട്ടിപ്പറിക്കുക
1000,verstecken::V,schovat,മറയ്ക്കുക
1001,teilen::V,rozdělit,വിഭജിക്കുക
1002,schicken::V,posílat,അയയ്ക്കുക
1003,bringen::V,přinést,കൊണ്ടുവരുക
1004,hinzufügen::V,připojit,കൂട്ടുക
1005,bekommen::V,dostat,കിട്ടുക
1006,erhalten::V,uchovat,സ്വീകരിക്കുക
1007,nehmen::V,vzít,എടുക്കുക
1008,wählen::V,zvolit,തിരഞ്ഞെടുക്കുക
1009,auswählen::V,vybrat,തിരഞ്ഞെടുക്കുക
1010,bewahren::V,uchránit,പുലർത്തുക
1011,behindern::V,překážet,തടയിടുക
1012,verderben::V,zkazit,നശിപ്പിക്കുക
1013,beschädigen::V,porušit,ക്ഷതമേൽപ്പിക്കുക
1014,beschädigen::V,poškodit,ക്ഷതമേൽപ്പിക്കുക
1015,zerbrechen::V,rozlámat,ഉടയുക
1016,zerreißen::V,roztrhnout,കീറുക
1017,zerstören::V,zničit,നശിപ്പിക്കുക
1018,verbrennen::V,spálit,കത്തിനശിക്കുക
1019,verbrennen::V,spálit,കത്തിച്ചുകളയുക
1020,geben::V,dát,കൊടുക്കുക
1021,geben::V,dát,തരുക
1022,reichen::V,podat,കൈമാറുക
1023,schenken::V,darovat,സമ്മാനം കൊടുക്കുക
1024,versprechen::V,slíbit,വാഗ്ദാനം_നൽകുക
1025,wünschen::V,přát,ആഗ്രഹിക്കുക
1026,loben::V,chválit,പുകഴ്ത്തുക
1027,küssen::V,líbat,ഉമ്മവയ്ക്കുക
1028,wiegen::V,chovat,ഇളകുക
1029,wiegen::V,kolébat,ഇളകുക
1030,zudecken::V,přikrýt,മുടുക
1031,zudecken::V,přiklopit,മുടുക
1032,wecken::V,vzbudit,ഉണർത്തുക
1033,zeigen::V,ukázat,കാണിക്കുക
1034,führen::V,vést,നടത്തുക
1035,lehren::V,učit,പഠിപ്പിക്കുക
1036,unterrichten::V,vyučovat,പരിശീലിപ്പിക്കുക
1037,aufziehen::V,vychovat,വളർത്തിക്കൊണ്ടുവരുക
1038,leiten::V,vodit,നയിക്കുക
1039,antreiben::V,nutit,പ്രേരിപ്പിക്കുക
1040,lassen::V,dát,അനുവദിക്കുക
1041,einladen::V,pozvat,ക്ഷണിക്കുക
1042,vereinigen::V,spojit,കൂടിച്ചേരുക
1043,besuchen::V,návštívit,സന്ദർശിക്കുക
1044,treffen::V,potkat,തമ്മിൽ കാണുക
1045,sich versammeln::V,shromáždit se,സംയോജിപ്പിക്കുക
1046,spielen::V,hrát,കളിക്കുക
1047,singen::V,zpívat,പാടുക
1048,tanzen::V,tančit,നൃത്തം ചെയ്യുക
1049,sich trennen::V,rozejít se,നേർപെടുത്തുക
1050,verlassen::V,opustit,പിൻവാങ്ങുക
1051,retten::V,zachránit,രക്ഷിക്കുക
1052,bewachen::V,hlídat,കാവൽനിൽക്കുക
1053,schützen::V,chránit,പരിരക്ഷിക്കുക
1054,verteidigen::V,obhájit,പ്രതിരോധിക്കുക
1055,sich schlagen::V,bít se,കലഹിക്കുക
1056,schießen::V,střílet,വെടിവെക്കുക
1057,siegen::V,zvítězit,വിജയിക്കുക
1058,ärgern::V,zlobit,വിഷമിപ്പിക്കുക
1059,ärgern::V,pohoršit,വിഷമിപ്പിക്കുക
1060,schlagen::V,udeřit,അടിക്കുക
1061,schlagen::V,praštit,അടിക്കുക
1062,treten::V,kopnout,തൊഴിക്കുക
1063,stechen::V,bodnout,കുത്തുക
1064,stechen::V,píchnout,കുത്തുക
1065,stoßen::V,strčit,തള്ളുക
1066,stehlen::V,ukrást,മോഷ്ടിക്കുക
1067,stören::V,vyrušit,ശല്യപ്പെടുത്തുക
1068,belästigen::V,obtěžovat,മെനക്കെടുക
1069,verbergen::V,skrýt,മറയ്ക്കുക
1070,verbergen::V,skrýt,ഒളിക്കുക
1071,täuschen::V,klamat,കബളിപ്പിക്കുക
1072,betrügen::V,podvést,ചതിക്കുക
1073,töten::V,zabít,കൊല്ലുക
1074,wohnen::V,bydlit,താമസിക്കുക
1075,arbeiten::V,pracovat,ജോലിചെയ്യുക
1076,sammeln::V,sebrat,സഞ്ചയിക്കുക
1077,pflücken::V,česat,പറിച്ചെടുക്കുക
1078,jagen::V,uhonit,വേട്ടയാടുക
1079,fischen::V,chytat ryby,മീൻ പിടിക്കുക
1080,fassen::V,ulovit,പിടിക്കുക
1081,hüten::V,pást,ചേർക്കുക
1082,treiben::V,hnát,വാഹനം_ഓടിക്കുക
1083,anbinden::V,přivázat,കെട്ടിയിടുക
1084,füttern::V,krmit,തീറ്റുക
1085,melken::V,dojit,പാലുകറക്കുക
1086,hacken::V,seknout,വെട്ടിമുറിക്കുക
1087,gießen::V,zalít,നനയ്ക്കുക
1088,reifen::V,uzrát,പാകമാകുക
1089,zubereiten::V,připravit,പാചകം_ചെയ്യുക
1090,kochen::V,vařit,വേവിക്കുക
1091,backen::V,péct,ബേക്ക് ചെയ്യുക
1092,braten::V,smažit,പോരിക്കുക
1093,umrühren::V,zamíchat,ഇളക്കുക
1094,stricken::V,plést,മെടയുക
1095,nähen::V,šít,തുന്നുക
1096,färben::V,nabarvit,ചായം പൂശുക
1097,reinigen::V,očistit,വൃത്തിയാക്കുക
1098,waschen::V,mýt,കഴുകുക
1099,abwischen::V,utřít,തുടയ്ക്കുക
1100,spülen::V,spláchnout,കഴുകുക
1101,fegen::V,zamést,അടിച്ചുവാരുക
1102,kehren::V,mést,അടിച്ചുവാരുക
1103,baden::V,koupat se,നീന്തിത്തുടിക്കുക
1104,sich waschen::V,mýt se,കഴുകുക
1105,ausziehen::V,svléct,ഇഴുക്കുക
1106,anziehen::V,obléct,ഉടുക്കുക
1107,sich anziehen::V,oblékat se,ധരിച്ച നേടുകയുക
1108,kämmen::V,učesat,മുടിചീകുക
1109,schmücken::V,ozdobit,അലങ്കരിക്കുക
1110,sagen::V,říct,പറയുക
1111,sprechen::V,mluvit,സംസാരിക്കുക
1112,reden::V,hovořit,സംസാരിക്കുക
1113,sich unterhalten::V,povídat se,നർമ്മസല്ലാപം നടത്തുക
1114,fragen::V,zeptat se,ചോദിക്കുക
1115,bitten::V,prosit,അപേക്ഷിക്കുക
1116,erzählen::V,povídat,പറയുക
1117,mitteilen::V,sdělit,അറിയിക്കുക
1118,mitteilen::V,oznámit,അറിയിക്കുക
1119,nennen::V,nazvat,പേരിടുക
1120,rufen::V,volat,വിളിക്കുക
1121,rufen::V,zavolat,വിളിക്കുക
1122,prahlen::V,chlubit se,പൊങ്ങച്ചം പറയുക
1123,übersetzen::V,přeložit,പരിഭാഷപ്പെടുത്തുക
1124,denken::V,myslit,ചിന്തിക്കുക
1125,glauben::V,věřit,വിശ്വസിക്കുക
1126,bemerken::V,zpozorovat,ശ്രദ്ധിക്കുക
1127,erkennen::V,poznat,തിരിചറിയുക
1128,begreifen::V,pochopit,കൈപ്പിടിയിലാക്കുക
1129,verstehen::V,porozumět,മനസ്സിലാക്കുക
1130,lernen::V,učit se,പഠിക്കുക
1131,wissen::V,vědět,അറിയുക
1132,sich erinnern an::V,vzpomínat si na,ഓർമിക്കുക
1133,vergessen::V,zapomínat,മറക്കുക
1134,messen::V,měřit,അളക്കുക
1135,zählen::V,spočítat,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1136,rechnen::V,počítat,ഗണിക്കുക
1137,lesen::V,číst,വായിക്കുക
1138,malen::V,malovat,ചിത്രം വരയ്ക്കുക
1139,zeichnen::V,rýsovat,വരയ്ക്കുക
1140,schreiben::V,psát,എഴുതുക
1141,besitzen::V,mít,സ്വന്തമാക്കുക
1142,besitzen::V,vlastnit,സ്വന്തമാക്കുക
1143,kaufen::V,koupit,വാങ്ങുക
1144,verkaufen::V,prodat,വിൽക്കുക
1145,bezahlen::V,zaplatit,പരിഹാരം ചെയ്യുക
1146,zahlen::V,platit,പണം അടയ്ക്കുക
1147,beherrschen::V,ovládat,ഭരിക്കുക
1148,ertragen::V,snést,താങ്ങുക
