,Concept_ID,hr,xal
492,Öl::N,ulje,тосн
493,Salz::N,sol,давсн
494,Suppe::N,supa,шөлн
495,Honig::N,med,бал
496,Milch::N,mlijeko,үсн
497,Tee::N,čaj,цә
498,Leder::N,koža,арсн
499,Wolle::N,vuna,утцн
500,Wolle::N,vuna,эд
501,Stoff::N,štof,эд
502,Stoff::N,tkanina,эд
503,Nadel::N,igla,зүн
504,Faden::N,nit,утцн
505,Faden::N,konac,утцн
506,Knopf::N,dugme,товч
507,Knoten::N,čvor,зәңгдә
508,Knoten::N,uzao,зәңгдә
509,Farbe::N,farba,будг
510,Kleidung::N,odjeća,хувцн
511,Kleidung::N,odjeća,хувц-хунр
512,Hemd::N,košulja,киилг
513,Kragen::N,ovratnik,зах
514,Ärmel::N,rukav,ханцн
515,Hose::N,hlače,шалвур
516,Gürtel::N,pas,бүс
517,Gürtel::N,pojas,бүс
518,Mütze::N,kapa,махла
519,Schuh::N,cipela,башмгуд
520,Stiefel::N,čizma,һосн
521,Ring::N,prsten,билцг
522,Band::N,vrpca,лент
523,Kamm::N,češalj,сам
524,Spiegel::N,zrcalo,толь
525,Spiegel::N,ogledalo,толь
526,Riemen::N,kaiš,бүс
527,Riemen::N,remen,бүс
528,Schnur::N,vrpca,деесн
529,Leine::N,uzica,бурнтг
530,Leine::N,uzica,нохан көтлвр
531,Decke::N,ćebe,көнҗл
532,Decke::N,pokrivač,көнҗл
533,Kissen::N,jastuk,дер
534,Tuch::N,rubac,альчур
535,Tuch::N,marama,альчур
536,Handtuch::N,ručnik,полотенц
537,Handtuch::N,ručnik,һар-нүүрин альчур
538,Kraft::N,snaga,күчн
539,Stärke::N,jakost,чидл
540,Gesundheit::N,zdravlje,эрүл-менд
541,Krankheit::N,bolest,өвчн
542,Schmerz::N,bol,өвдлһн
543,Wunde::N,rana,шав
544,Fieber::N,groznica,безг
545,Arznei::N,lijek,эм
546,Brücke::N,most,тагт
547,Brücke::N,ćuprija,тагт
548,Brunnen::N,bunar,худг
549,Brunnen::N,zdenac,худг
550,Weide::N,paša,малын идг
551,Weide::N,pašnjak,малын идг
552,Pfad::N,staza,цувг
553,Weg::N,put,хаалһ
554,Straße::N,drum,зам
555,Straße::N,cesta,зам
556,Dorf::N,selo,хотн
557,Stadt::N,grad,балһсн
558,Stadt::N,varoš,балһсн
559,Brief::N,list,бичг
560,Brief::N,pismo,бичг
561,Buch::N,knjiga,дегтр
562,Buchstabe::N,slovo,үзг
563,Zeitung::N,novine,газет
564,Leben::N,život,җирһл
565,Tod::N,smrt,үкл
566,Tod::N,smrt,өңгрлһн
567,Grab::N,raka,оршалһна нүкн
568,Kirche::N,crkva,чонҗ
569,Sünde::N,grijeh,нүл
570,Sünde::N,grijeh,килнц
571,Gott::N,bog,бурхн
572,Arbeiter::N,radnik,көдлмшч
573,Chef::N,šef,толһач
574,Meister::N,majstor,урн
575,Arzt::N,liječnik,эмч
576,Lehrer::N,učitelj,багш
577,Geld::N,novac,мөңгн
578,Geschäft::N,posao,көдлмш
579,Geschäft::N,trgovina,көдлмш
580,Laden::N,dućan,лавк
581,Preis::N,cijena,үн
582,Ware::N,roba,эд-тавр
583,Nutzen::N,korist,олз
584,Reichtum::N,bogatstvo,зөөр
585,Welt::N,svijet,орчлң
586,Welt::N,svijet,делкә
587,Land::N,zemlja,орн-нутг
588,Staat::N,država,государств
589,König::N,kralj,хан
590,Macht::N,moć,йосн
591,Macht::N,vlast,йосн
592,Grenze::N,granica,меҗә
593,Krieg::N,rat,дән
594,Feind::N,neprijatelj,дәәсн
595,Gewalt::N,sila,күч һарһлһн
596,Gewalt::N,nasilje,күч һарһлһн
597,Kampf::N,boj,ноолдан
598,Kampf::N,boj,бәрлдлһн
599,Kampf::N,borba,ноолдан
600,Kampf::N,borba,бәрлдлһн
601,Bogen[Waffe]::N,luk,саадг
602,Pfeil::N,strijela,сумн
603,Gewehr::N,puška,бу
604,Fehler::N,pogreška,алдг
605,Fehler::N,griješka,алдг
606,Lüge::N,laž,худл
607,Schaden::N,šteta,хорлт
608,Unglück::N,nesreća,гүрм
609,Schuld::N,krivnja,гем
610,Schuld::N,krivnja,буру
611,Alter::N,dob,насн
612,Schluss::N,kraj,чилгч
613,Schluss::N,konac,чилгч
614,Zeit::N,doba,цаг
615,Zeit::N,vrijeme,цаг
616,Tag::N,dan,өдр
617,Morgen::N,jutro,өрүн
618,Mittag::N,podne,үд
619,Abend::N,veče,асхн
620,Abend::N,večer,асхн
621,Nacht::N,noć,сө
622,Woche::N,sedmica,долан хонг
623,Monat::N,mjesec,сар
624,Jahr::N,godina,җил
625,Frühling::N,proljeće,хавр
626,Sommer::N,ljeto,зун
627,Herbst::N,jesen,намр
628,Winter::N,zima,үвл
629,Januar::N,januar,январь
630,Januar::N,siječanj,январь
631,Februar::N,veljača,февраль
632,Februar::N,februar,февраль
633,März::N,mart,март
634,März::N,mart,моһа сар
635,März::N,ožujak,март
636,März::N,ožujak,моһа сар
637,April::N,april,апрель
638,April::N,travanj,апрель
639,Mai::N,maj,май
640,Mai::N,svibanj,май
641,Juni::N,juni,июнь
642,Juni::N,juni,мөчн сар
643,Juni::N,lipanj,июнь
644,Juni::N,lipanj,мөчн сар
645,Juli::N,juli,июль
646,Juli::N,srpanj,июль
647,August::N,august,август
648,August::N,kolovoz,август
649,September::N,rujan,һаха сар
650,September::N,septembar,һаха сар
651,Oktober::N,oktobar,октябрь
652,Oktober::N,listopad,октябрь
653,November::N,studeni,ноябрь
654,November::N,studeni,үкр сар
655,November::N,novembar,ноябрь
656,November::N,novembar,үкр сар
657,Dezember::N,prosinac,бар сар
658,Montag::N,ponedjeljak,понедельник
659,Montag::N,ponedjeljnik,понедельник
660,Dienstag::N,utorak,вторник
661,Dienstag::N,utornik,вторник
662,Mittwoch::N,srijeda,среда
663,Mittwoch::N,srijeda,үлмҗ өдр
664,Donnerstag::N,četvrtak,четверг
665,Donnerstag::N,četvrtak,пүрвә өдр
666,Freitag::N,petak,пятниц
667,Samstag::N,subota,суббот
668,Sonntag::N,nedjelja,нарн өдр
669,Sonntag::N,nedjelja,воскресень
670,groß::A,velik,ик
671,klein::A,mali,бичкн
672,klein::A,malen,бичкн
673,lang::A,dug,ут
674,lang::A,dugačak,ут
675,kurz::A,kratak,оһтр
676,breit::A,širok,өргн
677,schmal::A,uski,уутьхн
678,schmal::A,uzak,уутьхн
679,dicht::A,gust,нигт
680,dick[Gegenstand]::A,debeo,зузан
681,dünn::A,tanak,нимгн
682,fein::A,fin,нәрхн
683,fein::A,tanak,нәрхн
684,fest::A,čvrst,бат
685,flach::A,ravan,хавтха
686,flach::A,plosnat,хавтха
687,glatt::A,gladak,тегш
688,glatt::A,gladak,тиньгр
689,hart::A,tvrd,хату
690,weich::A,mek,җөөлн
691,weich::A,mek,җөөлкн
692,weich::A,mekan,җөөлн
693,weich::A,mekan,җөөлкн
694,rund::A,okrugao,төгрг
695,spitz::A,oštar,шовһр
696,spitz::A,šiljast,шовһр
697,scharf::A,oštar,хурц
698,scharf::A,bridak,хурц
699,stumpf::A,tup,мука
700,schwer::A,težak,күнд
701,schön::A,krasan,сәәхн
702,heiß::A,vruć,халун
703,warm::A,topao,дулан
704,kalt::A,hladan,киитн
705,kühl::A,hladan,серүн
706,frisch::A,svjež,серүн
707,feucht::A,vlažan,чиигтә
708,nass::A,mokar,чиигтә
709,trocken::A,suh,хагсу
710,voll::A,pun,дүүрң
711,leer::A,prazan,сул
712,leer::A,prazan,хоосн
713,offen::A,otvoren,секәтә
714,geschlossen::A,zatvoren,хаалһата
715,sauber::A,čist,цевр
716,schmutzig::A,nečist,киртә
717,schmutzig::A,blatan,киртә
718,roh::A,sirov,түүкә
719,reif::A,zreo,болсн
720,lecker::A,tečan,әмтәхн
721,lecker::A,ukusan,әмтәхн
722,süß::A,sladak,әмтәхн
723,bitter::A,gorak,һашун
724,bitter::A,gorak,һашута
725,sauer::A,kiseo,ишклң
726,hell::A,vedar,герлтә
727,hell::A,svijetao,герлтә
728,dunkel::A,taman,харңһу
729,schwarz::A,crn,хар
730,weiß::A,bio,цаһан
731,weiß::A,bijel,цаһан
732,rot::A,crven,улан
733,gelb::A,žut,шар
734,blau::A,plav,көк
735,blau::A,modar,көк
736,grün::A,zelen,көк
737,grau::A,siv,бор
738,bunt::A,šaren,алг
739,bunt::A,šaren,эрәтә
740,billig::A,jeftin,кимд
741,teuer::A,skup,үнтә
742,wertvoll::A,vrijedan,үнтә
743,wertvoll::A,vrijedan,эрднь
744,wertvoll::A,dragocjen,үнтә
745,wertvoll::A,dragocjen,эрднь
746,blind::A,slijep,сохр
747,taub::A,gluh,дүлә
748,kräftig::A,snažan,күчтә
749,stark::A,jak,чаңһ
750,stark::A,snažan,чаңһ
751,schwach::A,slab,күчн тату
752,fett::A,pretio,тарһн
753,schlank::A,vitak,эццн
754,hübsch::A,zgodan,көркхн
755,böse::A,zao,уурта
756,böse::A,opak,уурта
757,dumm::A,glup,тенг
758,faul::A,lijen,залху
759,fleißig::A,radin,кинән
760,fleißig::A,radin,кинмһә
761,fleißig::A,marljiv,кинән
762,fleißig::A,marljiv,кинмһә
763,geizig::A,škrt,ховдг
764,klug::A,razborit,ухата
765,geschickt::A,vješt,чадмг
766,lieb::A,drag,эңкр
767,lustig::A,veseo,сергмҗтә
768,lustig::A,veseo,җирһлтә
769,sanft::A,blag,номһн
770,hungrig::A,gladan,өлн
771,hungrig::A,gladan,харһнсн
772,krank::A,bolestan,өвчтә
773,krank::A,bolestan,шалтгта
774,nackt::A,nag,нүцкн
775,traurig::A,tužan,һундлта
776,traurig::A,žalostan,һундлта
777,lebendig::A,živ,әмд
778,gut::A,dobar,сән
779,schlecht::A,loš,му
780,schlecht::A,rđav,му
781,richtig::A,tačan,зөвтә
782,richtig::A,ispravan,зөвтә
783,schlimm::A,zao,җигшүртә
784,schlimm::A,zločest,җигшүртә
785,wahr::A,istinit,үнн
786,wahr::A,istinit,мөн
787,alt::A,star,хуучн
788,neu::A,nov,шин
789,ehemalig::A,bivši,хуучн
790,alt[Lebewesen]::A,star,көгшн
791,jung::A,mlad,баһ
792,arm::A,ubog,угатя
793,arm::A,siromašan,угатя
794,reich::A,bogat,байн
795,bekannt::A,poznat,таньл
796,bekannt::A,poznat,таньдг
797,berühmt::A,čuven,туурсн
798,berühmt::A,slavan,туурсн
799,fremd::A,tuđ,күүнә
800,fremd::A,stran,күүнә
801,verschieden::A,razan,әдл биш
802,verschieden::A,razan,йилһәтә
803,verschieden::A,različan,әдл биш
804,verschieden::A,različan,йилһәтә
805,nah::A,blizak,өөрхн
806,fern::A,dalek,хол
807,fern::A,daljnji,хол
808,linker::A,lijevi,зүн
809,rechter::A,desni,барун
