,Concept_ID,ca,is
101,Regenbogen::N,arc iris,regnbogi
102,Donner::N,tro,þruma
103,Strömung::N,corrent,straumur
104,Tropfen::N,gota,dropi
105,Schaum::N,escuma,froða
106,Schmutz::N,brutícia,óhreinindi
107,See::N,llac,stöðuvatn
108,Sumpf::N,pantà,fen
109,Moor::N,pantà,mýri
110,Wiese::N,prat,engi
111,Wiese::N,prada,engi
112,Wald::N,bosc,skógur
113,Hügel::N,puig,hæð
114,Hügel::N,puig,hóll
115,Hügel::N,pujol,hæð
116,Hügel::N,pujol,hóll
117,Anhöhe::N,turó,hæð
118,Anhöhe::N,turó,hóll
119,Berg::N,muntanya,fell
120,Berg::N,muntanya,fjall
121,Gipfel::N,cim,tindur
122,Höhle::N,cova,hellir
123,Abhang::N,coster,hlíð
124,Abhang::N,coster,brekka
125,Quelle::N,font,lind
126,Quelle::N,font,uppspretta
127,Bach::N,riera,lækur
128,Fluss::N,riu,á
129,Fluss::N,riu,fljót
130,Ufer::N,riba,árbakki
131,Ufer::N,riba,sjávarbakki
132,Küste::N,costa,strönd
133,Festland::N,terra ferma,meginland
134,Meer::N,mar,haf
135,Meer::N,mar,sjór
136,Bucht::N,cala,vík
137,Bucht::N,badia,vík
138,Insel::N,illa,eyja
139,Blume::N,flor,blóm
140,Gras::N,herba,gras
141,Wurzel::N,rel,rót
142,Wurzel::N,arrel,rót
143,Baum::N,arbre,tré
144,Stamm::N,tronc,stofn
145,Rinde::N,escorça,börkur
146,Ast::N,branca,grein
147,Zweig::N,ram,angi
148,Zweig::N,ram,kvistur
149,Blatt::N,fulla,blað
150,Birke::N,bedoll,birki
151,Kiefer[Baum]::N,pi,fura
152,Weide[Baum]::N,salze,víðir
153,Tanne::N,avet,greni
154,Horn::N,corn,horn
155,Horn::N,banya,horn
156,Feder::N,ploma,fjöður
157,Fell::N,pell,skinn
158,Flügel::N,ala,vængur
159,Klaue::N,urpa,kló
160,Kralle::N,grapa,kló
161,Schwanz::N,cua,rófa
162,Schwanz::N,cua,skott
163,Ei::N,ou,egg
164,Nest::N,niu,hreiður
165,Bau::N,cau,greni
166,Bau::N,cau,bæli
167,Tier::N,animāl,dýr
168,Herde::N,ramat,hjörð
169,Kuh::N,vaca,kýr
170,Bulle::N,toro,boli
171,Pferd::N,cavāll,hestur
172,Schaf::N,be,kind
173,Schaf::N,ovella,kind
174,Schwein::N,bacó,svín
175,Hund::N,ca,hundur
176,Hund::N,gos,hundur
177,Katze::N,gat,köttur
178,Bär::N,ós,björn
179,Eichhörnchen::N,esquirol,íkorni
180,Elch::N,ant,elgur
181,Fuchs::N,guilla,refur
182,Hase::N,llebre,héri
183,Maus::N,ratolí,mús
184,Wolf::N,llop,úlfur
185,Vogel::N,au,fugl
186,Vogel::N,ocēll,fugl
187,Schwarm::N,bandada,sægur
188,Huhn::N,gallina,hæna
189,Hahn::N,gall,hani
190,Gans::N,oca,gæs
191,Adler::N,àguila,örn
192,Ente::N,ànec,önd
193,Eule::N,òliba,uggla
194,Eule::N,mussol,uggla
195,Kranich::N,grua,trana
196,Krähe::N,cornella,kráka
197,Kuckuck::N,cucut,gaukur
198,Schwan::N,cigne,svanur
199,Fisch::N,peix,fiskur
200,Barsch::N,perca,aborri
201,Hecht::N,lluç,gedda
202,Schlange[Tier]::N,serp,naðra
203,Wurm::N,cuc,ormur
204,Spinne::N,aranya,kónguló
205,Ameise::N,formiga,maur
206,Laus::N,poll,lús
207,Mücke::N,mosquit,mý
208,Mücke::N,mosquit,mýfluga
209,Fliege::N,mosca,fluga
210,Schmetterling::N,papallona,fiðrildi
211,Beere::N,baia,ber
212,Apfel::N,poma,epli
213,Pilz::N,bolet,sveppur
214,Zwiebel::N,ceba,laukur
215,Saat::N,sembra,fræ
216,Saat::N,sembra,útsæði
217,Korn::N,gra,korn
218,Heu::N,fenc,hey
219,Schale::N,closca,hýði
220,Grube::N,sot,gryfja
221,Grube::N,clot,gryfja
222,Falle::N,trampa,gildra
223,Schlinge::N,baga,snara
224,Spur::N,traça,spor
225,Asche::N,cendra,aska
226,Dreck::N,llot,óþverri
227,Eisen::N,ferro,járn
228,Gold::N,or,gull
229,Silber::N,plata,silfur
230,Kohle::N,carbó,kol
231,Glas::N,vidre,gler
232,Lehm::N,fang,leir
233,Lehm::N,argila,leir
234,Sand::N,arena,sandur
235,Mensch::N,humà,maður
236,Mensch::N,humà,manneskja
237,Mensch::N,persona,maður
238,Mensch::N,persona,manneskja
239,Mann::N,home,maður
240,Mann::N,home,karlmaður
241,Frau::N,dona,kona
242,Kind::N,nen,barn
243,Kind::N,nen,krakki
244,Junge::N,noi,drengur
245,Mädchen::N,noia,stelpa
246,Familie::N,família,fjölskylda
247,Großvater::N,avi,afi
248,Großmutter::N,àvia,amma
249,Eltern::N,pares,foreldrar
250,Vater::N,pare,faðir
251,Mutter::N,mare,móðir
252,Sohn::N,fill,sonur
253,Tochter::N,filla,dóttir
254,Bruder::N,germà,bróðir
255,Schwester::N,germana,systir
256,Onkel::N,oncle,föðurbróðir
257,Tante::N,tia,frænka
258,Tante::N,tia,móðursystir
259,Ehemann::N,espòs,eiginmaður
260,Ehefrau::N,muller,eiginkona
261,Freude::N,goig,gleði
262,Freude::N,alegria,gleði
263,Gelächter::N,riallada,hlátur
264,Glück::N,felicitat,gæfa
265,Kummer::N,pena,sorg
266,Wunsch::N,desig,ósk
267,Lust::N,ganes,fýsn
268,Lust::N,ganes,löngun
269,Geist::N,ment,andi
270,Geist::N,esperit,andi
271,Gedanke::N,pensament,hugsun
272,Gedächtnis::N,memòria,minni
273,Verstand::N,raó,vit
274,Verstand::N,seny,vit
275,Sinn::N,solta,merking
276,Sinn::N,sentit,merking
277,Grund::N,raó,ástæða
278,Grund::N,causa,ástæða
279,Wahrheit::N,veritāt,sannleikur
280,Gespräch::N,conversa,samtal
281,Märchen::N,conte,ævintýri
282,Erzählung::N,narració,saga
283,Nachricht::N,missatge,frétt
284,Neuigkeit::N,novetat,frétt
285,Name::N,nom,nafn
286,Rätsel::N,endevinalla,gáta
287,Rede::N,discurs,ræða
288,Sprache::N,llēngua,mál
289,Sprache::N,llēngua,tungumál
290,Stimme::N,veu,rödd
291,Wort::N,mot,orð
292,Wort::N,paraula,orð
293,Zeichen::N,signe,tákn
294,Zeichen::N,signe,merki
295,Zeichen::N,senyal,tákn
296,Zeichen::N,senyal,merki
297,Ruf::N,crida,kall
298,Lärm::N,sorōll,hávaði
299,Laut::N,so,hljóð
300,Ton::N,to,tónn
301,Lied::N,cançó,ljóð
302,Lied::N,cançó,söngur
303,Ruhe::N,calma,ró
304,Ruhe::N,calma,kyrrð
305,Ruhe::N,silenci,ró
306,Ruhe::N,silenci,kyrrð
307,Leute::N,gent,fólk
308,Volk::N,poble,þjóð
309,Arbeit::N,labor,vinna
310,Arbeit::N,treball,vinna
311,Gast::N,hoste,gestur
312,Geschenk::N,regal,gjöf
313,Geschenk::N,obsequi,gjöf
314,Spiel::N,joc,leikur
315,Gesellschaft::N,companyia,selskapur
316,Hilfe::N,ajut,hjálp
317,Freund::N,amīc,vinur
318,Kamerad::N,company,félagi
319,Kamerad::N,camarada,félagi
320,Angelegenheit::N,afer,mál
321,Angelegenheit::N,afer,málefni
322,Angelegenheit::N,assumpte,mál
323,Angelegenheit::N,assumpte,málefni
324,Anzahl::N,nombre,tala
325,Anzahl::N,nombre,fjöldi
326,Anzahl::N,quantitat,tala
327,Anzahl::N,quantitat,fjöldi
328,Art::N,tipus,tegund
329,Art::N,classe,tegund
330,Stück::N,peça,biti
331,Stück::N,peça,stykki
332,Teil::N,part,hluti
333,Teil::N,part,partur
334,Hälfte::N,meitat,helmingur
335,Kreis::N,cercle,hringur
336,Kreuz::N,creu,kross
337,Kreuz::N,creu,krossmark
338,Linie::N,línia,lína
339,Strich::N,traç,strik
340,Strich::N,ratlla,strik
341,Abstand::N,distància,millibil
342,Entfernung::N,distància,fjarlægð
343,Gegend::N,regió,hérað
344,Gegend::N,contrada,hérað
345,Platz::N,cabuda,pláss
346,Ort::N,lloc,staður
347,Seite::N,banda,hlið
348,Seite::N,costāt,hlið
349,Mitte::N,mig,miðja
350,Mitte::N,centre,miðja
351,Gegenstand::N,objecte,hlutur
352,Sache::N,cosa,mál
353,Rand::N,vora,brún
354,Rand::N,marge,brún
355,Kante::N,caire,rönd
356,Kante::N,cantell,rönd
357,Ecke::N,cantonada,horn
358,Spitze::N,punta,oddur
359,Ende::N,cap,endi
360,Loch::N,forāt,gat
361,Loch::N,forāt,hola
362,Winkel::N,racó,skot
363,Winkel::N,racó,krókur
364,Muster::N,dibuix,munstur
365,Muster::N,disseny,munstur
366,Größe::N,grandària,stærð
367,Länge::N,longitud,lengd
368,Höhe::N,altura,hæð
369,Höhe::N,altitud,hæð
370,Gewicht::N,pes,vigt
371,Gewicht::N,pes,þyngd
372,Menge::N,quantitat,magn
373,Haufen::N,pila,hrúga
374,Haufen::N,pila,haugur
375,Reihe::N,fila,röð
376,Boot::N,bot,bátur
377,Boot::N,barca,bátur
378,Ruder::N,rem,ár
379,Schlitten::N,trineu,sleði
380,Ski::N,esquí,skíði
381,Lagerfeuer::N,foc de campament,varðeldur
382,Last::N,càrrega,byrði
383,Last::N,càrrega,farmur
384,Gang::N,marxa,ganga
385,Schritt::N,pas,skref
386,Norden::N,nord,norður
387,Süden::N,sud,suður
388,Westen::N,oest,vestur
389,Westen::N,occident,vestur
390,Osten::N,est,austur
391,Osten::N,orient,austur
392,Holz::N,fusta,viður
393,Brett::N,taula,fjöl
394,Platte::N,placa,flötur
395,Stütze::N,suport,stoð
396,Stange::N,vara,stöng
397,Stock::N,pal,prik
398,Stock::N,pal,stafur
399,Stab::N,bastó,prik
400,Stab::N,bastó,stafur
401,Rohr::N,tub,rör
402,Rohr::N,tub,pípa
403,Haus::N,casa,hús
404,Heim::N,llar,heimili
405,Ofen::N,estufa,ofn
406,Fußboden::N,terra,gólf
407,Tisch::N,taula,borð
408,Stuhl::N,cadira,stóll
409,Wiege::N,bressol,vagga
410,Bett::N,llit,rúm
411,Bett::N,llit,hvíla
412,Regal::N,prestatgeria,hilla
413,Kiste::N,caixa,kassi
414,Fenster::N,finestra,gluggi
415,Tür::N,porta,dyr
416,Tür::N,porta,hurð
417,Tor::N,portal,hlið
418,Zaun::N,tanca,girðing
419,Zaun::N,tanca,limgarður
420,Dach::N,teulada,þak
421,Leiter::N,escala,stigi
422,Leiter::N,escala de mà,stigi
423,Besen::N,escombra,sópur
424,Spaten::N,pala,spaði
425,Schaufel::N,pala,skófla
426,Gabel::N,forquilla,gaffall
427,Löffel::N,cullera,skeið
428,Messer::N,coltell,hnífur
429,Nagel::N,clau,nögl
430,Netz::N,filat,net
431,Haken::N,ganxo,krókur
432,Griff::N,puny,tak
433,Griff::N,mànec,tak
434,Schloss::N,pany,lás
435,Bild::N,imatge,mynd
436,Figur::N,figura,stytta
437,Puppe::N,nina,brúða
438,Beutel::N,bossa,poki
439,Beutel::N,bossa,baggi
440,Bündel::N,feix,böggull
441,Bündel::N,paquet,böggull
442,Tasche::N,bossa,veski
443,Eimer::N,galleda,fata
444,Deckel::N,tapa,lok
445,Deckel::N,tapadora,lok
446,Geschirr::N,vaixella,leirtau
447,Sack::N,sac,sekkur
448,Sack::N,saca,sekkur
449,Tasse::N,tassa,bolli
450,Topf::N,pot,pottur
451,Topf::N,olla,pottur
452,Kessel::N,caldera,ketill
453,Essen::N,àpat,matur
454,Essen::N,menjada,matur
455,Nahrung::N,aliment,fæða
456,Speise::N,plat,réttur
457,Speise::N,plat,matarréttur
458,Fleisch::N,carn,kjöt
459,Getreide::N,cereals,korn
460,Brei::N,puré,grautur
461,Brot::N,pa,brauð
462,Scheibe::N,tall,sneið
463,Scheibe::N,llesca,sneið
464,Fett::N,greix,fita
465,Butter::N,mantega,smjör
466,Öl::N,oli,olía
467,Salz::N,sal,salt
468,Suppe::N,sopa,súpa
469,Honig::N,mel,hunang
470,Milch::N,llet,mjólk
471,Tee::N,te,te
472,Leder::N,cuir,skinn
473,Wolle::N,llana,ull
474,Stoff::N,tela,dúkur
475,Nadel::N,agulla,nál
476,Faden::N,fil,þráður
477,Knopf::N,botó,tala
478,Knopf::N,botó,hnappur
479,Knoten::N,nus,hnútur
480,Farbe::N,pintura,málning
481,Kleidung::N,roba,búningur
482,Kleidung::N,roba,klæðnaður
483,Kleidung::N,vestits,búningur
484,Kleidung::N,vestits,klæðnaður
485,Hemd::N,camisa,skyrta
486,Kragen::N,coll,kragi
487,Kragen::N,coll,flibbi
488,Ärmel::N,màniga,ermi
489,Hose::N,pantalōns,buxur
490,Gürtel::N,cinturó,belti
491,Mütze::N,gorra,húfa
492,Schuh::N,sabata,skór
493,Stiefel::N,bota,stígvél
494,Ring::N,anell,hringur
495,Band::N,veta,band
496,Band::N,cinta,band
497,Kamm::N,pinta,greiða
498,Spiegel::N,mirāll,spegill
499,Riemen::N,corretja,ól
500,Riemen::N,corretja,reim
501,Schnur::N,corda,snúra
502,Leine::N,corretja,band
503,Decke::N,manta,teppi
504,Decke::N,flassada,teppi
505,Kissen::N,coixí,koddi
506,Tuch::N,mocador,klútur
507,Handtuch::N,tovallola,þurrka
508,Handtuch::N,tovallola,handklæði
509,Kraft::N,força,afl
510,Kraft::N,força,kraftur
511,Stärke::N,vigor,styrkur
512,Gesundheit::N,salut,heilsa
513,Gesundheit::N,salut,heilbrigði
514,Krankheit::N,malaltia,sjúkdómur
515,Schmerz::N,dolor,sársauki
516,Wunde::N,ferida,sár
517,Fieber::N,febre,hitasótt
518,Arznei::N,medicament,lyf
519,Brücke::N,pont,brú
520,Brunnen::N,pou,brunnur
521,Weide::N,pastura,hagi
522,Pfad::N,senda,stígur
523,Pfad::N,sender,stígur
524,Weg::N,camí,vegur
525,Straße::N,carretera,gata
526,Straße::N,carretera,stræti
527,Dorf::N,poble,þorp
528,Stadt::N,ciutāt,borg
529,Brief::N,carta,bréf
530,Buch::N,llibre,bók
531,Buchstabe::N,lletra,bókstafur
532,Zeitung::N,diāri,dagblað
533,Leben::N,vida,líf
534,Tod::N,mort,dauði
535,Grab::N,tomba,gröf
536,Kirche::N,església,kirkja
537,Sünde::N,pecat,synd
538,Gott::N,déu,guð
539,Arbeiter::N,obrer,verkamaður
540,Chef::N,cap,yfirmaður
541,Meister::N,mestre,meistari
542,Arzt::N,metge,læknir
543,Lehrer::N,mestre,kennari
544,Geld::N,dinērs,peningar
545,Geschäft::N,negoci,viðskipti
546,Laden::N,tenda,búð
547,Laden::N,tenda,verslun
548,Laden::N,botiga,búð
549,Laden::N,botiga,verslun
550,Preis::N,preu,verð
551,Ware::N,mercaderia,vara
552,Nutzen::N,profit,gagn
553,Reichtum::N,riquesa,auður
554,Welt::N,món,veröld
555,Land::N,país,land
556,Staat::N,estat,ríki
557,König::N,rei,konungur
558,Macht::N,poder,vald
559,Macht::N,potència,vald
560,Grenze::N,frontera,landamæri
561,Krieg::N,guerra,stríð
562,Feind::N,enemic,fjandmaður
563,Gewalt::N,violència,ofbeldi
564,Kampf::N,lluita,bardagi
565,Bogen[Waffe]::N,arc,bogi
566,Pfeil::N,fletxa,ör
567,Gewehr::N,fusell,byssa
568,Gewehr::N,escopeta,byssa
569,Fehler::N,falta,villa
570,Lüge::N,mentida,lygi
571,Schaden::N,dany,skemmd
572,Unglück::N,desgràcia,óhamingja
573,Schuld::N,culpa,sök
574,Alter::N,edat,aldur
575,Schluss::N,fi,lok
576,Schluss::N,fi,endir
577,Schluss::N,final,lok
578,Schluss::N,final,endir
579,Zeit::N,temps,tími
580,Tag::N,dia,dagur
581,Morgen::N,matí,morgunn
582,Mittag::N,migdia,hádegi
583,Abend::N,vespre,kvöld
584,Nacht::N,nit,nótt
585,Woche::N,setmana,vika
586,Monat::N,mes,mánuður
587,Jahr::N,any,ár
588,Frühling::N,primavera,vor
589,Sommer::N,estīu,sumar
590,Herbst::N,tardor,haust
591,Winter::N,hivērn,vetur
592,Januar::N,gener,janúar
593,Februar::N,febrer,február
594,März::N,març,mars
595,April::N,abril,apríl
596,Mai::N,maig,maí
597,Juni::N,juny,júní
598,Juli::N,juliol,júlí
599,August::N,agost,ágúst
600,September::N,setembre,september
601,Oktober::N,octubre,október
602,November::N,novembre,nóvember
603,Dezember::N,desembre,desember
604,Montag::N,dilluns,mánudagur
605,Dienstag::N,dimarts,þriðjudagur
606,Mittwoch::N,dimecres,miðvikudagur
607,Donnerstag::N,dijous,fimmtudagur
608,Freitag::N,divendres,föstudagur
609,Samstag::N,dissabte,laugardagur
610,Sonntag::N,diumenge,sunnudagur
611,groß::A,gros,stór
612,klein::A,petīt,lítill
613,lang::A,llarg,langur
614,kurz::A,curt,stuttur
615,breit::A,ample,breiður
616,schmal::A,estret,mjór
617,dicht::A,dens,þéttur
618,dick[Gegenstand]::A,gruixūt,þykkur
619,dünn::A,prim,þunnur
620,fein::A,fi,fíngerður
621,fest::A,ferm,fastur
622,fest::A,sòlid,fastur
623,flach::A,pla,flatur
624,glatt::A,llis,háll
625,glatt::A,llis,sléttur
626,hart::A,dur,harður
627,weich::A,tou,mjúkur
628,rund::A,rodó,kringlóttur
629,spitz::A,punxegut,oddhvass
630,scharf::A,agut,beittur
631,stumpf::A,rom,bitlaus
632,stumpf::A,esmussat,bitlaus
633,schwer::A,pesāt,þungur
634,schön::A,bonīc,fagur
635,schön::A,bonīc,fallegur
636,heiß::A,calēnt,heitur
637,warm::A,càlid,hlýr
638,warm::A,càlid,heitur
639,kalt::A,fred,kaldur
640,kühl::A,fresc,svalur
641,frisch::A,fresc,frískur
642,feucht::A,humit,rakur
643,feucht::A,humit,þvalur
644,nass::A,mullat,votur
645,nass::A,mullat,blautur
646,trocken::A,sec,þurr
647,voll::A,ple,fullur
648,leer::A,buit,tómur
649,offen::A,obert,opinn
650,geschlossen::A,tancat,lokaður
651,sauber::A,net,þrifinn
652,schmutzig::A,brut,óhreinn
653,schmutzig::A,brut,sóðalegur
654,roh::A,cru,hrár
655,reif::A,madur,þroskaður
656,lecker::A,deliciós,ljúffengur
657,süß::A,dolç,sætur
658,bitter::A,amarg,beiskur
659,sauer::A,agre,súr
660,hell::A,clar,bjartur
661,dunkel::A,fosc,dimmur
662,schwarz::A,negre,svartur
663,weiß::A,blanc,hvítur
664,rot::A,vermēll,rauður
665,gelb::A,groc,gulur
666,blau::A,blau,blár
667,grün::A,verd,grænn
668,grau::A,gris,grár
669,bunt::A,multicolor,marglitur
670,billig::A,barat,ódýr
671,teuer::A,car,dýr
672,wertvoll::A,preciós,verðmætur
673,blind::A,cec,blindur
674,taub::A,sord,heyrnarlaus
675,kräftig::A,fort,öflugur
676,kräftig::A,vigorós,öflugur
677,stark::A,fort,sterkur
678,schwach::A,feble,veill
679,fett::A,gras,feitur
680,schlank::A,esvelt,grannur
681,schlank::A,esvelt,spengilegur
682,hübsch::A,maco,snotur
683,hübsch::A,maco,laglegur
684,böse::A,dolent,illur
685,böse::A,dolent,vondur
686,dumm::A,ximple,heimskur
687,dumm::A,estúpid,heimskur
688,faul::A,gandūl,latur
689,faul::A,mandrós,latur
690,fleißig::A,diligēnt,iðinn
691,geizig::A,avar,nískur
692,klug::A,intel·ligent,hygginn
693,geschickt::A,hàbil,fimur
694,geschickt::A,hàbil,laginn
695,lieb::A,amat,kær
696,lieb::A,amat,ljúfur
697,lieb::A,estimat,kær
698,lieb::A,estimat,ljúfur
699,lustig::A,alegre,kátur
700,sanft::A,suau,blíður
701,hungrig::A,afamat,soltinn
702,hungrig::A,afamat,hungraður
703,krank::A,malālt,sjúkur
704,nackt::A,nu,nakinn
705,traurig::A,trist,dapur
706,traurig::A,trist,hryggur
707,lebendig::A,viu,lifandi
708,gut::A,bo,góður
709,schlecht::A,dolēnt,slæmur
710,schlecht::A,dolēnt,lélegur
711,richtig::A,just,réttur
712,richtig::A,correcte,réttur
713,schlimm::A,greu,slæmur
714,wahr::A,vertader,sannur
715,wahr::A,veritable,sannur
716,alt::A,vell,gamall
717,neu::A,nou,nýr
718,ehemalig::A,antic,fyrrverandi
719,alt[Lebewesen]::A,vell,gamall
720,jung::A,jove,ungur
721,arm::A,pobre,vesall
722,arm::A,pobre,fátækur
723,reich::A,ric,ríkur
724,reich::A,ric,auðugur
725,bekannt::A,conegut,kunnugur
726,berühmt::A,famós,frægur
727,fremd::A,estrany,framandi
728,fremd::A,estrany,ókunnugur
729,verschieden::A,diferent,ýmis
730,nah::A,pròxim,nálægur
731,fern::A,llunyà,fjarri
732,fern::A,llunyà,fjarlægur
733,fern::A,distant,fjarri
734,fern::A,distant,fjarlægur
735,linker::A,esquerre,vinstri
736,rechter::A,dret,hægri
737,anderer::A,altre,annar
738,erster::A,primer,fyrsti
739,zweiter::A,segon,annar
740,dritter::A,tercer,þriðji
741,letzter::A,últim,síðasti
742,allein::ADV,sol,einn
743,allein::ADV,sol,aleinn
744,auf einmal::ADV,d'una vegada,allt í einu
745,zusammen::ADV,junt,saman
746,lange::ADV,molt de temps,lengi
747,plötzlich::ADV,de cop,skyndilega
748,plötzlich::ADV,de sobte,skyndilega
749,sofort::ADV,de seguida,strax
750,sofort::ADV,de seguida,þegar í stað
751,später::ADV,més tard,seinna
752,jetzt::ADV,ara,nú
753,jetzt::ADV,ara,núna
754,heute::ADV,avūi,í dag
755,morgen::ADV,demà,á morgun
756,bald::ADV,aviāt,brátt
757,bald::ADV,aviāt,bráðum
758,dann::ADV,després,svo
759,dann::ADV,després,síðan
760,gestern::ADV,ahir,í gær
761,einst::ADV,anteriorment,forðum
762,damals::ADV,llavōrs,þá
763,damals::ADV,llavōrs,á þeim tímum
764,damals::ADV,aleshores,þá
765,damals::ADV,aleshores,á þeim tímum
766,danach::ADV,després,á eftir því
767,vorher::ADV,abāns,áður
768,zuerst::ADV,primer,fyrst
769,einmal::ADV,una vegada,einu sinni
770,manchmal::ADV,de vegades,stundum
771,oft::ADV,sovint,oft
772,immer::ADV,sempre,alltaf
773,immer::ADV,sempre,sífellt
774,niemals::ADV,no ... mai,aldrei
775,hier::ADV,aquí,hér
776,hierhin::ADV,per aquí,hingað
777,von hier::ADV,des d'aquí,héðan
778,dort::ADV,allí,þar
779,dort::ADV,allí,þarna
780,dorthin::ADV,hi,þangað
781,geradeaus::ADV,tot dret,beint áfram
782,vorwärts::ADV,endavānt,áfram
783,rückwärts::ADV,endarrera,aftur á bak
784,zurück::ADV,darrere,aftur
785,zurück::ADV,darrere,til baka
786,unten::ADV,a baix,niðri
787,unten::ADV,a baix,fyrir neðan
788,hinab::ADV,cap avall,niður
789,hinab::ADV,cap avall,niður eftir
790,oben::ADV,dalt,uppi
791,hinauf::ADV,cap amunt,upp
792,hinauf::ADV,cap amunt,upp eftir
793,überall::ADV,pertot,alls staðar
794,überall::ADV,per tot arreu,alls staðar
795,nicht::ADV,no,ekki
796,ein wenig::ADV,una mica,dálítið
797,kaum::ADV,a penes,varla
798,kaum::ADV,a penes,tæplega
799,sehr::ADV,molt,mjög
800,so::ADV,així,svo
801,so::ADV,així,þannig
802,noch::ADV,encara,enn
803,noch::ADV,encara,ennþá
804,nur::ADV,només,bara
805,nur::ADV,només,aðeins
806,schon::ADV,ja,nú þegar
807,wieder::ADV,de nou,aftur
808,wieder::ADV,de nou,að nýju
809,vergebens::ADV,en va,árangurslaust
810,vor::PRP,davānt,fyrir
811,vor::PRP,enfront de,fyrir
812,hinter::PRP,darrera,bak við
813,hinter::PRP,darrera,aftur fyrir
814,unter::PRP,sota,undir
815,durch::PRP,per,gegnum
816,neben::PRP,al costāt de,hjá
817,neben::PRP,al costāt de,við hliðina á
818,zwischen::PRP,entre,milli
819,zwischen::PRP,entre,á milli
820,wegen::PRP,a causa de,vegna
821,dies::PRN,aquest,þetta
822,das::PRN,això,það
823,alles::PRN,tot,allt
824,ich::PRN,jo,ég
825,du::PRN,tu,þú
826,er::PRN,ell,hann
827,wir::PRN,nosaltres,við
828,ihr::PRN,vosaltres,þið
829,sie::PRN,ells,þær
830,sie::PRN,ells,þeir
831,sie::PRN,elles,þær
832,sie::PRN,elles,þeir
833,was::FPRN,què,hvað
834,wer::FPRN,qui,hver
835,wo::FADV,on,hvar
836,wohin::FADV,cap a on,hvert
837,wie::FADV,com,hvernig
838,warum::FADV,per què,hvers vegna
839,wieviel::FNUM,quant,hve mikill
840,eins::NUM,u,einn
841,zwei::NUM,dos,tveir
