,Concept_ID,ja,sah
791,und::CNJ,そして,итиэннэ
792,oder::CNJ,或いは,эбэтэр
793,stehen::V,立っている,тур
794,sitzen::V,座っている,олор
795,liegen::V,横になっている,сыт
796,hängen::V,掛かっている,санньылый
797,werden::V,なる,буол
798,passieren::V,起こる,буол
799,beginnen::V,始まる,саҕалан
800,enden::V,終わる,бүт
801,wechseln::V,変わる,уларый
802,aufgehen[Sonne]::V,出る,ой
803,untergehen[Sonne]::V,沈む,киир
804,scheinen[Sonne]::V,輝く,сырдат
805,donnern::V,雷が鳴る,эт
806,wehen::V,吹く,үр
807,strömen::V,流れる,кутулун
808,fließen::V,流れる,сүүр
809,sich drehen::V,回転する,эргий
810,schwanken::V,揺れる,биэтэҥнээ
811,schwingen::V,振動する,эйэҥнээ
812,fallen::V,落ちる,оҕут
813,brennen::V,燃える,умай
814,rauchen::V,煙を出す,буруолаа
815,regnen::V,雨が降る,самыырдаа
816,gefrieren::V,凍る,тоҥ
817,tauen::V,溶ける,ир
818,schmelzen::V,溶ける,уулун
819,trocknen::V,乾く,куур
820,sieden::V,沸く,оргуй
821,faulen::V,腐る,сытый
822,verfaulen::V,朽ちる,сытыйан_хаал
823,reißen::V,切れる,хайыт
824,reißen::V,切れる,быһытталан
825,versinken::V,沈む,тимир
826,versinken::V,沈む,батылын
827,vergehen::V,経つ,дьай
828,erscheinen::V,現れる,көһүн
829,verschwinden::V,消える,сүт
830,sinken::V,下がる,намтаа
831,abnehmen::V,減る,аччаа
832,zunehmen::V,増える,элбээ
833,steigen::V,上がる,үрдээ
834,wachsen::V,伸びる,үүн
835,glänzen::V,輝く,кылбай
836,funkeln::V,ぴかぴか光る,күлүмнээ
837,funkeln::V,ぴかぴか光る,күлүмүрдээ
838,lärmen::V,騒ぐ,тыаһаа
839,läuten::V,鳴る,собуоннаа
840,klingeln::V,鳴る,линкинээ
841,klirren::V,がらんがらんと鳴る,айгырат
842,brausen::V,逆巻く,сирилээ
843,rauschen::V,戦ぐ,суугунаа
844,klingen::V,鳴る,доргуй
845,bellen::V,吠える,үр
846,heulen::V,きゃんきゃん鳴く,улуй
847,blasen::V,吹く,үр
848,pfeifen::V,口笛を吹く,иһиир
849,schreien::V,叫ぶ,кылан
850,schreien::V,叫ぶ,хаһыытаа
851,stöhnen::V,うめく,ынчыктаа
852,zittern::V,震える,титирээ
853,zittern::V,震える,дьигиһий
854,leben::V,生きている,олор
855,geboren werden::V,生まれる,төрөө
856,atmen::V,呼吸する,тыын
857,trinken::V,飲む,ис
858,essen::V,食べる,аһаа
859,schlucken::V,飲み込む,ыйыһын
860,müde werden::V,眠くなる,сылай
861,einschlafen::V,寝付く,утуйан хаал
862,schlafen::V,眠る,утуй
863,schlafen::V,眠る,утуйа сыт
864,aufwachen::V,目が覚める,уһугун
865,aufstehen::V,起きる,тур
866,sich erholen::V,休養する,сынньан
867,krank werden::V,病気になる,ыарый
868,krank sein::V,病気である,ыарый
869,krank sein::V,病気である,ыарыт
870,schmerzen::V,痛む,ыарыт
871,husten::V,咳をする,сөтөлүн
872,genesen::V,元気になる,көн
873,sterben::V,死ぬ,өл
874,sterben::V,亡くなる,өл
875,umkommen::V,死亡する,өл
876,umkommen::V,死亡する,оҕут
877,sich bewegen::V,移動する,хамсаа
878,sich rühren::V,動く,хамсаа
879,sich erheben::V,立ち上がる,тур
880,sich setzen::V,座る,олор
881,hinfallen::V,転ぶ,оҕут
882,laufen::V,歩く,хаам
883,schreiten::V,跨ぐ,атыллаа
884,spazierengehen::V,散歩する,дьаарбай
885,eilen::V,急ぐ,тиэтэй
886,sich beeilen::V,焦る,ыксаа
887,sausen::V,疾駆する,элээр
888,rennen::V,走る,сүүрэкэлээ
889,springen::V,跳ぶ,ой
890,springen::V,跳ぶ,ыстан
891,klettern::V,よじ登る,ытын
892,schaukeln::V,ぶらんこに乗る,эйэҥнээ
893,schaukeln::V,ぶらんこに乗る,биэрэҥнээ
894,kriechen::V,這う,сыыл
895,schwimmen::V,泳ぐ,уһун
896,schwimmen::V,泳ぐ,харбаа
897,tauchen::V,潜る,умус
898,rudern::V,漕ぐ,эрт
899,fahren::V,行く,айаннаа
900,fahren::V,乗車する,айаннаа
901,fliegen::V,飛ぶ,көт
902,gehen::V,行く,бар
903,weggehen::V,立ち去る,бар
904,abfahren::V,出発する,бар
905,anhalten::V,止まる,тохтоо
906,hineingehen::V,入る,киир
907,eintreten::V,中に入る,киир
908,kommen::V,来る,кэл
909,ankommen::V,着く,кэл
910,ankommen::V,着く,тиий
911,ankommen::V,到着する,кэл
912,ankommen::V,到着する,тиий
913,zurückkommen::V,帰る,төнүн
914,bleiben::V,留まる,хаал
915,warten::V,待つ,көһүт
916,erwarten::V,期待する,күүт
917,erwarten::V,期待する,көһүт
918,suchen::V,探る,ирдээ
919,suchen::V,探る,көрдөө
920,finden::V,見つける,бул
921,versuchen::V,試す,сорун
922,vorbereiten::V,準備する,бэлэмнээ
923,lieben::V,愛する,таптаа
924,mögen::V,好きである,сөбүл
925,lachen::V,笑う,күл
926,rühren::V,感情を動かす,долгут
927,weinen::V,泣く,ытаа
928,schimpfen::V,叱る,үөҕүс
929,sich ärgern::V,怒る,кыыһыр
930,sich ärgern::V,怒る,кыйахан
931,sich ärgern::V,腹を立てる,кыыһыр
932,sich ärgern::V,腹を立てる,кыйахан
933,sich fürchten::V,怖がる,куттан
934,sich fürchten::V,怖がる,дьиксин
935,fürchten::V,恐れる,дьиксин
936,fürchten::V,恐れる,куттан
937,fliehen::V,逃げる,күрээ
938,flüchten::V,逃亡する,күрээ
939,sehen::V,見る,көр
940,anschauen::V,眺める,көр
941,ansehen::V,見る,көр
942,hören::V,聞く,бил
943,hören::V,聞く,иһит
944,zuhören::V,聴く,иһит
945,probieren::V,食べてみる,боруобалаан көр
946,probieren::V,食べてみる,амсайан көр
947,riechen::V,気取る,сытырҕаа
948,fühlen::V,感じる,бил
949,scheinen::V,ように見える,көһүн
950,zu sehen sein::V,見える,көһүн
951,vernehmen::V,承る,иһит
952,frieren::V,寒気がする,тоҥ
953,frieren::V,寒気がする,үлүй
954,tun::V,する,гын
955,können::V,出来る,кыай
956,wollen::V,-たい,баҕар
957,anfangen::V,始める,саҕалаа
958,beenden::V,終える,бүтэр
959,aufhören::V,止める,уурай
960,gelingen::V,成功する,сатан
961,geraten::V,当たる,баар буолан биэр
962,geraten::V,当たる,баар буола тус
963,geraten::V,当たる,буолан таҕыс
964,öffnen::V,開く,ас
965,öffnen::V,開ける,ас
966,schließen::V,閉める,сап
967,schließen::V,閉める,хатаа
968,stellen::V,置く,уур
969,stellen::V,置く,туруор
970,stellen::V,据える,уур
971,stellen::V,据える,туруор
972,setzen::V,座らせる,туруор
973,setzen::V,座らせる,уур
974,legen::V,置く,уур
975,berühren::V,触る,тыыт
976,berühren::V,触る,таарый
977,berühren::V,触れる,тыыт
978,berühren::V,触れる,таарый
979,verbinden::V,結びつける,кэлгий
980,bedecken::V,覆う,бүрүй
981,aufhängen::V,掛ける,ыйаа
982,anzünden::V,燃やす,умат
983,anzünden::V,火をつける,умат
984,aufheben::V,拾う,өрө тарт
985,zurücklassen::V,残す,бырах
986,verlieren::V,無くす,сүтэр
987,fallen lassen::V,落とす,түһэр
988,fallen lassen::V,落とす,мүлчү тут
989,machen::V,作る,оҥор
990,machen::V,作る,оҥоһун
991,herstellen::V,製造する,оҥор
992,bauen::V,建設する,тут
993,reparieren::V,直す,абырахтаа
994,reparieren::V,修理する,абырахтаа
995,verbessern::V,改良する,тупсар
996,ändern::V,変える,уларыт
997,graben::V,掘る,хас
998,beugen::V,折る,бокут
999,beugen::V,折る,токурут
1000,beugen::V,折る,бүк баттаа
1001,biegen::V,曲げる,иэх
1002,biegen::V,曲げる,өҕүлүннэр
1003,drehen::V,回す,эргит
1004,drehen::V,回す,эргичит
1005,wenden::V,裏返す,эргилин
1006,umdrehen::V,裏返す,түҥнэр
1007,heben::V,挙げる,көтөх
1008,hochheben::V,持ち上げる,таһаар
1009,ergreifen::V,取り上げる,тут
1010,halten::V,持つ,тут
1011,drücken::V,押す,ык
1012,schieben::V,ずらす,ас
1013,kratzen::V,引っ掻く,кыһыы
1014,lecken::V,なめる,салаа
1015,beißen::V,噛む,ытыр
1016,abreißen::V,剝ぎ取る,быһа тарт
1017,abreißen::V,剝ぎ取る,туура тарт
1018,abschneiden::V,切り取る,быс
1019,abschneiden::V,切り取る,быһан ыл
1020,abschneiden::V,切り取る,быһа баттаа
1021,binden::V,縛る,кэлгий
1022,stecken::V,差し込む,батары ас
1023,brechen::V,破る,тоһут
1024,klopfen::V,とんとん叩く,тоҥсуй
1025,hauen::V,叩く,оҕус
1026,kleben::V,貼る,силимнээ
1027,kleben::V,くっ付ける,силимнээ
1028,reiben::V,擦る,аал
1029,streichen::V,塗る,сыбаа
1030,schleifen::V,研ぐ,чочуй
1031,schneiden::V,切る,быс
1032,rütteln::V,揺さぶる,иэҕэҥнэт
1033,schütteln::V,振る,сахсый
1034,schütteln::V,揺さぶる,сахсый
1035,schwenken::V,振る,дайбаа
1036,schütten::V,注ぐ,кут
1037,füllen::V,いっぱいにする,толор
1038,einwickeln::V,包む,суулаа
1039,tragen::V,運ぶ,ит
1040,schleppen::V,引きずる,сос
1041,ziehen::V,引く,тарт
1042,aufbewahren::V,預かる,уур
1043,aufbewahren::V,預かる,харай
1044,werfen::V,投げる,бырах
1045,fangen::V,受ける,хап
1046,packen::V,掴む,тут
1047,verstecken::V,隠す,саһыар
1048,teilen::V,分ける,үллэр
1049,schicken::V,送る,ыыт
1050,bringen::V,持って行く,аҕал
1051,hinzufügen::V,加える,эп
1052,bekommen::V,得る,ыл
1053,bekommen::V,得る,булун
1054,erhalten::V,受ける,ыл
1055,nehmen::V,取る,ыл
1056,wählen::V,選ぶ,быыбардаа
1057,auswählen::V,選ぶ,тал
1058,bewahren::V,保存する,харай
1059,behindern::V,妨害する,мэһэйдээ
1060,verderben::V,台無しにする,буорту гын
1061,beschädigen::V,損傷する,алдьат
1062,zerbrechen::V,割る,үлтүрүт
1063,zerreißen::V,引き裂く,хайыта тарт
1064,zerstören::V,破壊する,алдьат
1065,verbrennen::V,焼く,уоттаа
1066,geben::V,上げる,биэр
1067,reichen::V,渡す,аҕал
1068,schenken::V,贈る,бэлэхтээ
1069,versprechen::V,約束する,эрэннэр
1070,wünschen::V,望む,баҕар
1071,loben::V,褒める,хайҕаа
1072,küssen::V,キスする,уураа
1073,wiegen::V,揺する,бигээ
1074,zudecken::V,覆う,сап
1075,zudecken::V,覆う,бүрүй
1076,wecken::V,起こす,уһугуннар
1077,zeigen::V,見せる,көрдөр
1078,führen::V,案内する,салай
1079,lehren::V,教える,үөрэт
1080,unterrichten::V,通知する,үөрэт
1081,aufziehen::V,育てる,иит
1082,leiten::V,導く,салай
1083,antreiben::V,励ます,кыһай
1084,lassen::V,～させる,күһэй
1085,einladen::V,誘う,ыҥыр
1086,einladen::V,招待する,ыҥыр
1087,vereinigen::V,一つにする,холбоо
1088,vereinigen::V,一つにする,түм
1089,besuchen::V,訪ねる,сырыт
1090,besuchen::V,訪ねる,билсэ сырыт
1091,treffen::V,出会う,көрүс
1092,sich versammeln::V,集まる,мүһүн
1093,sich versammeln::V,集まる,түмүс
1094,spielen::V,遊ぶ,оонньоо
1095,singen::V,歌う,ыллаа
1096,tanzen::V,踊る,үҥкүүлээ
1097,sich trennen::V,別れる,араҕыс
1098,verlassen::V,別れる,хааллар
1099,retten::V,救う,өрүһүй
1100,retten::V,助ける,өрүһүй
1101,bewachen::V,見張る,араҥаччылаа
1102,bewachen::V,軽微する,араҥаччылаа
1103,schützen::V,保護する,көмүскээ
1104,verteidigen::V,守る,көмүскээ
1105,sich schlagen::V,殴る,охсус
1106,schießen::V,撃つ,ытыалаа
1107,siegen::V,勝つ,хот
1108,siegen::V,勝つ,кыай
1109,ärgern::V,怒らせる,кыыһырт
1110,schlagen::V,殴る,оҕус
1111,treten::V,蹴る,тэп
1112,stechen::V,突く,кэй
1113,stoßen::V,突く,кэп
1114,stoßen::V,突く,үтүрүй
1115,stehlen::V,盗る,уор
1116,stören::V,構う,мэһэйдээ
1117,belästigen::V,邪魔する,батар
1118,verbergen::V,隠す,кистээ
1119,täuschen::V,だます,албыннаа
1120,betrügen::V,だます,албыннаа
1121,töten::V,殺す,өлөр
1122,wohnen::V,住む,олор
1123,arbeiten::V,働く,үлэлээ
1124,sammeln::V,集める,мус
1125,sammeln::V,集める,хомуй
1126,sammeln::V,収集する,мус
1127,sammeln::V,収集する,хомуй
1128,pflücken::V,摘む,үргээ
1129,jagen::V,狩りをする,бултаа
1130,fischen::V,釣る,балыктаа
1131,fassen::V,捕る,тут
1132,hüten::V,放牧する,манаа
1133,treiben::V,追う,үүр
1134,anbinden::V,繋ぐ,баай
1135,füttern::V,餌をやる,аһат
1136,melken::V,搾乳する,ыа
1137,hacken::V,刻む,кэрт
1138,gießen::V,水をやる,сиигирт
1139,reifen::V,熟す,бус
1140,zubereiten::V,調理する,бэлэмнээ
1141,kochen::V,煮る,буһар
1142,backen::V,焼く,буһар
1143,braten::V,焼く,хооруй
1144,braten::V,焼く,ыһаарылаа
1145,braten::V,焼く,соркуойдаа
1146,braten::V,炒める,хооруй
1147,braten::V,炒める,ыһаарылаа
1148,braten::V,炒める,соркуойдаа
1149,umrühren::V,混ぜる,былаа
1150,stricken::V,編む,өр
1151,nähen::V,縫う,иистэн
1152,färben::V,染める,кырааскалаа
1153,reinigen::V,掃除する,ыраастаа
1154,waschen::V,洗う,сууй
1155,waschen::V,洗濯する,сууй
1156,abwischen::V,拭く,сот
1157,spülen::V,洗う,сайҕаа
1158,spülen::V,すすぐ,сайҕаа
1159,fegen::V,掃除する,сиппий
1160,kehren::V,掃く,харбаа
1161,baden::V,入浴する,сөтүөлээ
1162,sich waschen::V,洗う,суун
1163,ausziehen::V,脱ぐ,уһул
1164,anziehen::V,着る,кэтэрт
1165,sich anziehen::V,着る,таҥын
1166,kämmen::V,梳く,тараа
1167,schmücken::V,飾る,симээ
1168,sagen::V,言う,диэ
1169,sprechen::V,話す,эт
1170,sprechen::V,話す,саҥар
1171,reden::V,話す,кэпсэт
1172,sich unterhalten::V,話をする,кэпсэт
1173,fragen::V,聞く,ыйыт
1174,bitten::V,頼む,көрдөс
1175,bitten::V,お願いする,көрдөс
1176,erzählen::V,物語る,кэпсээ
1177,erzählen::V,物語る,сэһэргээ
1178,mitteilen::V,伝える,биллэр
1179,nennen::V,名づける,ааттаа
1180,rufen::V,呼ぶ,ыҥыр
1181,prahlen::V,自慢する,чабылан
1182,prahlen::V,自慢する,киһиргээ
1183,übersetzen::V,訳す,тылбаастаа
1184,denken::V,考える,санаа
1185,denken::V,考える,толкуйдаа
1186,glauben::V,信じる,итэҕэй
1187,bemerken::V,気が付く,бэлиэтээ
1188,erkennen::V,認識する,бил
1189,begreifen::V,分かる,өйдөө
1190,verstehen::V,聞き取る,өйдөө
1191,lernen::V,学ぶ,үөрэн
1192,lernen::V,勉強する,үөрэн
1193,wissen::V,知っている,бил
1194,sich erinnern an::V,思い出す,аҕын
1195,vergessen::V,忘れる,умун
1196,messen::V,計る,кэмнээ
1197,messen::V,計る,кээмэйдээ
1198,messen::V,測定する,кэмнээ
1199,messen::V,測定する,кээмэйдээ
1200,zählen::V,数える,аах
1201,rechnen::V,計算する,аах
1202,lesen::V,読む,аах
1203,malen::V,描く,уруһуйдаа
1204,zeichnen::V,写生する,уруһуйдаа
1205,schreiben::V,書く,суруй
1206,besitzen::V,所持する,баһылаа
1207,kaufen::V,買う,атыылас
1208,verkaufen::V,売る,атыылаа
1209,bezahlen::V,払う,төлөө
1210,zahlen::V,支払う,төлөө
1211,beherrschen::V,支配する,баһылаа
1212,ertragen::V,耐える,тулуй
