,Concept_ID,udm,ka
92,Eis::N,йӧ,თოში
93,Eis::N,йӧ,ყინული
94,Frost::N,кезьыт,ყინვა
95,Kälte::N,кезьыт,სიცივე
96,Hitze::N,пӧсь,სიცხე
97,Raureif::N,гӧр,ჭირხლი
98,Raureif::N,гӧр,თრთვილი
99,Regenbogen::N,вуюись,ცისარტყელა
100,Donner::N,гудыри,ქუხილი
101,Strömung::N,бызён,დინება
102,Tropfen::N,шапык,წვეთი
103,Schaum::N,шукы,ქაფი
104,Schaum::N,шукы,დორბლი
105,Schmutz::N,нӧд,ჭუჭყი
106,Schmutz::N,нӧд,ტალახი
107,Schmutz::N,дэри,ჭუჭყი
108,Schmutz::N,дэри,ტალახი
109,See::N,ты,ტბა
110,Sumpf::N,нюр,ჭაობი
111,Moor::N,нюр,ტორფნარი
112,Wiese::N,возь,ველი
113,Wiese::N,возь,მდელო
114,Wiese::N,возьвыл,ველი
115,Wiese::N,возьвыл,მდელო
116,Wald::N,сик,ტყე
117,Wald::N,нюлэс,ტყე
118,Hügel::N,выр,ბორცვი
119,Hügel::N,вырйыл,ბორცვი
120,Anhöhe::N,выр,მაღლობი
121,Anhöhe::N,вырйыл,მაღლობი
122,Berg::N,гурезь,მთა
123,Gipfel::N,йыл,მწვერვალი
124,Höhle::N,гу,მღვიმე
125,Höhle::N,гу,გამოქვებული
126,Abhang::N,бам,ფერდობი
127,Quelle::N,ошмес,წყარო
128,Quelle::N,ошмес,სათავე
129,Bach::N,пичи шур,რუ
130,Bach::N,пичи шур,ნაკადული
131,Fluss::N,шур,მდინარე
132,Ufer::N,ярдур,კიდე
133,Ufer::N,ярдур,ნაპირი
134,Küste::N,вудур,ნაპირი
135,Festland::N,мувыр,ხმელეთი
136,Meer::N,зарезь,ზღვა
137,Bucht::N,вукож,ყურე
138,Insel::N,вумуӵ,კუნძული
139,Insel::N,шормуӵ,კუნძული
140,Blume::N,сяська,ყვავილი
141,Gras::N,турын,ბალახი
142,Wurzel::N,выжы,ძირი
143,Wurzel::N,выжы,ფესვი
144,Baum::N,пу,ხე
145,Stamm::N,модос,ტანი
146,Rinde::N,сул,ქერქი
147,Ast::N,ул,ტოტი
148,Zweig::N,вай,შტო
149,Blatt::N,куар,ფოთოლი
150,Birke::N,кызьпу,არყი
151,Kiefer[Baum]::N,пужым,ფიჭვი
152,Weide[Baum]::N,бадьпу,ტირიფი
153,Tanne::N,кыз,ნაძვი
154,Horn::N,сюр,რქა
155,Feder::N,тылы,ფრთა
156,Fell::N,ку,ტყავი
157,Flügel::N,бурд,ფრთა
158,Klaue::N,гижы,კლანჭი
159,Kralle::N,пыд,ტორი
160,Schwanz::N,быж,კუდი
161,Ei::N,пуз,კვერცხი
162,Ei::N,кукей,კვერცხი
163,Nest::N,кар,ბუდე
164,Nest::N,пузкар,ბუდე
165,Bau::N,кар,სორო
166,Bau::N,гу,სორო
167,Tier::N,пӧйшур,ნადირი
168,Tier::N,пӧйшур,ცხოველი
169,Herde::N,уллё,ფარა
170,Kuh::N,скал,ფური
171,Kuh::N,скал,ძროხა
172,Bulle::N,ош,ხარი
173,Bulle::N,пороз,ხარი
174,Pferd::N,вал,რაში
175,Pferd::N,вал,ცხენი
176,Schaf::N,ыж,ცხვარი
177,Schwein::N,парсь,ღორი
178,Hund::N,пуны,ძაღლი
179,Katze::N,коӵыш,კატა
180,Bär::N,гондыр,დათვი
181,Eichhörnchen::N,коньы,ციყვი
182,Elch::N,койык,ცხენ-ირემი
183,Fuchs::N,ӟичы,მელა
184,Hase::N,кеч,კურდღელი
185,Maus::N,шыр,თაგვი
186,Wolf::N,кион,მგელი
187,Vogel::N,тылобурдо,ჩიტი
188,Vogel::N,тылобурдо,ფრინველი
189,Schwarm::N,уллё,გუნდი
190,Huhn::N,курег,დედალი
191,Hahn::N,атас,მამალი
192,Gans::N,ӟазег,ბატი
193,Adler::N,ӧрзи,არწივი
194,Ente::N,ӵӧж,იხვი
195,Eule::N,кучыран,ბუ
196,Kranich::N,тури,წერო
197,Krähe::N,куака,ყვავი
198,Kuckuck::N,кикы,გუგული
199,Schwan::N,юсь,გედი
200,Fisch::N,чорыг,თევზი
201,Barsch::N,юш,ქორჭილა
202,Hecht::N,чипей,ქარიყლაპია
203,Schlange[Tier]::N,кый,გველი
204,Wurm::N,нумыр,ჭია
205,Spinne::N,чонари,ობობა
206,Ameise::N,кузьыли,ჭიანჭველა
207,Laus::N,тэй,ტილი
208,Laus::N,тэй,მკბენარი
209,Mücke::N,нымы,კოღო
210,Mücke::N,чибинь,კოღო
211,Fliege::N,кут,ბუზი
212,Schmetterling::N,бубыли,პეპელა
213,Beere::N,узы-боры,კენკრა
214,Apfel::N,яблок,ვაშლი
215,Pilz::N,губи,სოკო
216,Zwiebel::N,сугон,ხახვი
217,Saat::N,кидыс,თესლი
218,Korn::N,тысь,მარცვალი
219,Heu::N,турын,თივა
220,Schale::N,кыд,ჩენჩო
221,Grube::N,гу,ორმო
222,Grube::N,гоп,ორმო
223,Falle::N,налик,ხაფანგი
224,Schlinge::N,гиӟ,მახე
225,Schlinge::N,герд,მახე
226,Spur::N,пытьы,კვალი
227,Spur::N,бервыл,კვალი
228,Asche::N,пень,ფერფლი
229,Dreck::N,дэри,ტალახი
230,Dreck::N,дэри,სიბინძურე
231,Eisen::N,корт,რკინა
232,Gold::N,зарни,ოქრო
233,Silber::N,азвесь,ვერცხლი
234,Kohle::N,эгыр,ნახშირი
235,Glas::N,стекло,მინა
236,Glas::N,пияла,მინა
237,Lehm::N,сюй,თიხა
238,Sand::N,луо,ქვიშა
239,Mensch::N,мурт,ადამიანი
240,Mensch::N,адями,ადამიანი
241,Mann::N,воргорон,კაცი
242,Frau::N,кышномурт,ქალი
243,Kind::N,нуны,ბავშვი
244,Kind::N,пинал,ბავშვი
245,Junge::N,пи,ვაჟი
246,Mädchen::N,ныл,გოგო
247,Familie::N,семья,ოჯახი
248,Großvater::N,песятай,პაპა
249,Großvater::N,песятай,ბაბუა
250,Großvater::N,пересь атай,პაპა
251,Großvater::N,пересь атай,ბაბუა
252,Großmutter::N,песянай,ბებია
253,Großmutter::N,песянай,დიდედა
254,Großmutter::N,пересь анай,ბებია
255,Großmutter::N,пересь анай,დიდედა
256,Eltern::N,атай-анай,მშობლები
257,Eltern::N,бубы-мумы,მშობლები
258,Vater::N,айы,მამა
259,Vater::N,атай,მამა
260,Mutter::N,мумы,დედა
261,Sohn::N,пи,ვაჟიშვილი
262,Tochter::N,ныл,ქალიშვილი
263,Bruder::N,агай,ძმა
264,Schwester::N,апа,და
265,Schwester::N,сузэр,და
266,Onkel::N,агай,ბიძა
267,Tante::N,апа,დეიდა
268,Tante::N,апа,მამიდა
269,Tante::N,кенак,დეიდა
270,Tante::N,кенак,მამიდა
271,Ehemann::N,карт,ქმარი
272,Ehefrau::N,кышно,ცოლი
273,Freude::N,шумпотон,სიხარული
274,Gelächter::N,горем,სიცილი
275,Glück::N,шуд,ბედნიერება
276,Kummer::N,кайгу,მწუხარება
277,Kummer::N,куректон,მწუხარება
278,Wunsch::N,мылпотон,წადილი
279,Wunsch::N,мылпотон,სურვილი
280,Lust::N,потон,წადილი
281,Geist::N,лул,სული
282,Gedanke::N,малпан,ფიქრი
283,Gedächtnis::N,йырсазь,მეხსიერება
284,Gedächtnis::N,тодэваён,მეხსიერება
285,Verstand::N,йырвизь,ჭკუა
286,Verstand::N,йырвизь,გონება
287,Sinn::N,смысл,მნიშვნელობა
288,Grund::N,муг,მიზეზი
289,Grund::N,ньӧм,მიზეზი
290,Wahrheit::N,зэм,სიმართლე
291,Wahrheit::N,зэм,ჭეშმარიტება
292,Wahrheit::N,шонер,სიმართლე
293,Wahrheit::N,шонер,ჭეშმარიტება
294,Gespräch::N,вераськон,ბაასი
295,Gespräch::N,вераськон,საუბარი
296,Märchen::N,выжыкыл,არაკი
297,Märchen::N,выжыкыл,ზღაპარი
298,Erzählung::N,верос,თქმულება
299,Nachricht::N,ивор,ცნობა
300,Nachricht::N,ивор,ამბავი
301,Neuigkeit::N,выльивор,სიახლე
302,Name::N,ним,სახელი
303,Rätsel::N,мадькыл,გამოცანა
304,Rede::N,верам,სიტყვა
305,Sprache::N,кыл,ენა
306,Stimme::N,куара,ხმა
307,Wort::N,кыл,სიტყვა
308,Zeichen::N,пус,ნიშანი
309,Zeichen::N,тодмет,ნიშანი
310,Ruf::N,ӧтён,ძახილი
311,Ruf::N,чортон,ძახილი
312,Lärm::N,ӵашетон,ხმაური
313,Laut::N,куара,ხმა
314,Laut::N,куара,ბგერა
315,Ton::N,куара,ტონი
316,Lied::N,кырӟан,სიმღერა
317,Ruhe::N,чалмыт улон,სიწყნარე
318,Leute::N,адямиос,ადამიანები
319,Volk::N,калык,ერი
320,Volk::N,калык,ხალხი
321,Arbeit::N,уж,მუშაობა
322,Gast::N,куно,სტუმარი
323,Geschenk::N,салам,საჩუქარი
324,Geschenk::N,кузьым,საჩუქარი
325,Spiel::N,шудон,თამაში
326,Gesellschaft::N,калык,საზოგადოება
327,Hilfe::N,юрттон,შველა
328,Hilfe::N,юрттон,დახმარება
329,Freund::N,эш,მეგობარი
330,Freund::N,юлтош,მეგობარი
331,Kamerad::N,тодмо,ამხანაგი
332,Angelegenheit::N,уж,საქმე
333,Anzahl::N,лыд,ოდენობა
334,Art::N,тус,სახეობა
335,Stück::N,юдэс,ნატეხი
336,Teil::N,люкет,წილი
337,Hälfte::N,ӝыны,ნახევარი
338,Kreis::N,котырес,წრე
339,Kreuz::N,крест,ჯვარი
340,Linie::N,гож,ხაზი
341,Strich::N,гож,შტრიხი
342,Abstand::N,вис,მანძილი
343,Abstand::N,кусып,მანძილი
344,Entfernung::N,кусып,სიშორე
345,Gegend::N,инты,არე
346,Gegend::N,инты,მხარე
347,Platz::N,инты,ფართობი
348,Ort::N,инты,ადგილი
349,Ort::N,места,ადგილი
350,Seite::N,пал,მხარე
351,Mitte::N,шор,შუა
352,Gegenstand::N,арбери,საგანი
353,Sache::N,котыр,ნივთი
354,Rand::N,дур,კიდე
355,Rand::N,шаер,კიდე
356,Kante::N,дур,ნაწიბული
357,Ecke::N,сэрег,კუთხე
358,Spitze::N,йыл,წვეტი
359,Ende::N,пум,ბოლო
360,Loch::N,пась,ხვრელი
361,Winkel::N,сэрег,კუთხე
362,Muster::N,пужы,მოხატულობა
363,Größe::N,быдӟала,ზომა
364,Größe::N,быдӟала,სიდიდე
365,Länge::N,кузьдала,სიგრძე
366,Höhe::N,ӝуждала,სიმაღლე
367,Gewicht::N,сектала,წონა
368,Gewicht::N,секытлык,წონა
369,Menge::N,лыд,რაოდენობა
370,Menge::N,лыдпус,რაოდენობა
371,Haufen::N,люк,გროვა
372,Reihe::N,чур,რიგი
373,Reihe::N,чур,წყება
374,Boot::N,пыж,გემი
375,Boot::N,лодка,გემი
376,Ruder::N,полыс,ხოფი
377,Ruder::N,полыс,ნიჩაბი
378,Schlitten::N,додьы,მარხილი
379,Ski::N,куас,თხილამური
380,Lagerfeuer::N,тылскем,კოცონი
381,Last::N,секыт,ტვირთი
382,Gang::N,ветлон,სვლა
383,Schritt::N,вамыш,ბიჯი
384,Norden::N,уйпал,ჩრდილოეთი
385,Süden::N,лымшор,სამხრეთი
386,Westen::N,шунды пуксён,დასავლეთი
387,Osten::N,шунды ӝужан,აღმოსავლეთი
388,Holz::N,пу,ხე
389,Brett::N,пул,დაფა
390,Brett::N,пул,ფიცარი
391,Platte::N,плита,თლილი ქვა
392,Stütze::N,пыкет,საყრდენი
393,Stange::N,пуӵ,ჭოკი
394,Stock::N,боды,კეტი
395,Stab::N,пуӵ,ლატანი
396,Stab::N,боды,ლატანი
397,Rohr::N,труба,მილაკი
398,Haus::N,юрт,სახლი
399,Heim::N,корка,ოჯახის კერა
400,Ofen::N,гур,ღუმელი
401,Fußboden::N,выж,იატაკი
402,Tisch::N,ӝӧк,სუფრა
403,Tisch::N,ӝӧк,მაგიდა
404,Stuhl::N,пукон,სკამი
405,Wiege::N,кӧкы,აკვანი
406,Wiege::N,зыбка,აკვანი
407,Bett::N,валес,საწოლი
408,Bett::N,валес,სარეცელი
409,Regal::N,ӝажы,თაროები
410,Kiste::N,ящик,ყუთი
411,Kiste::N,ящик,სკივრი
412,Fenster::N,укно,ფანჯარა
413,Fenster::N,укно,სარკმელი
414,Fenster::N,косяк,ფანჯარა
415,Fenster::N,косяк,სარკმელი
416,Tür::N,ӧс,ბჭე
417,Tür::N,ӧс,კარი
418,Tor::N,ӟезьы,ჭიშკარი
419,Zaun::N,забор,ღობე
420,Zaun::N,забор,გალავანი
421,Dach::N,липет,სახურავი
422,Leiter::N,падӟа,კიბე
423,Besen::N,ӵужон,ცოცხი
424,Besen::N,исьнер,ცოცხი
425,Spaten::N,лопатка,ნიჩაბი
426,Schaufel::N,ютырон,ბარი
427,Gabel::N,тэчы,ჩანგალი
428,Gabel::N,вилка,ჩანგალი
429,Löffel::N,пуньы,კოვზი
430,Messer::N,пурт,დანა
431,Nagel::N,кортӵог,ლურსმანი
432,Netz::N,сеть,ბადე
433,Haken::N,курик,კავი
434,Haken::N,курик,კაუჭი
435,Griff::N,ныд,ტარი
436,Schloss::N,тунгон,კლიტე
437,Schloss::N,тунгон,საკეტი
438,Bild::N,суред,სურათი
439,Figur::N,фигура,ფიგურა
440,Puppe::N,мунё,თოჯინა
441,Beutel::N,пуйы,პარკი
442,Bündel::N,керттэт,გალა
443,Bündel::N,керттэт,ასხმა
444,Tasche::N,пуйы,ჩანთა
445,Tasche::N,сумка,ჩანთა
446,Eimer::N,ведра,ჩამჩა
447,Deckel::N,ӵоксэт,ხუფი
448,Deckel::N,ӵоксэт,სარქველი
449,Geschirr::N,тусьты-пуньы,ჭურჭელი
450,Sack::N,пуйы,ტომარა
451,Tasse::N,ӵаша,ფინჯანი
452,Topf::N,миска,ქოთანი
453,Kessel::N,пурты,ქვაბი
454,Essen::N,сиськон,ჭამა
455,Nahrung::N,сион,საზრდო
456,Nahrung::N,сион,საკვები
457,Speise::N,сиён,საჭმელი
458,Fleisch::N,сӥль,ხორცი
459,Getreide::N,ю тысь,მარცვლოვანი
460,Brei::N,ӝук,ფაფა
461,Brot::N,нянь,პური
462,Scheibe::N,шорем,ნაჭერი
463,Fett::N,кӧй,ქონი
464,Fett::N,кӧй,ცხიმი
465,Butter::N,вӧй,კარაქი
466,Öl::N,вӧй,ზეთი
467,Salz::N,сылал,მარილი
468,Suppe::N,шыд,სუფი
469,Honig::N,чечы,თაფლი
470,Milch::N,йӧл,რძე
471,Tee::N,чай,ჩაი
472,Leder::N,сурон,ტყავი
473,Wolle::N,гон,მატყლი
474,Wolle::N,ыжгон,მატყლი
475,Stoff::N,куэм,ქსოვილი
476,Nadel::N,вень,ნემსი
477,Faden::N,сӥньыс,ძაფი
478,Faden::N,сӥньыс,მკედი
479,Knopf::N,бирды,ღილი
480,Knoten::N,герд,ნასკვი
481,Farbe::N,буёл,საღებავი
482,Kleidung::N,дӥсь,ტანსაცმელი
483,Hemd::N,дэрем,ხალათი
484,Hemd::N,дэрем,პერანგი
485,Kragen::N,сирес,საყელო
486,Ärmel::N,саес,სახელო
487,Hose::N,брюки,შარვალი
488,Hose::N,штань,შარვალი
489,Gürtel::N,кускерттон,ქამარი
490,Mütze::N,ызьы,ქუდი
491,Schuh::N,ботинка,ფეხსაცმელი
492,Stiefel::N,сапег,ჩექმა
493,Ring::N,зундэс,ბეჭედი
494,Band::N,лента,ბაფთი
495,Kamm::N,сын,სავარცხელი
496,Spiegel::N,синучкон,სარკე
497,Riemen::N,е,ღვედი
498,Schnur::N,гозы,ლარი
499,Leine::N,думет,ჯაჭვი
500,Decke::N,шобрет,საბანი
501,Kissen::N,миндэр,ბალიში
502,Tuch::N,кышет,მაუდი
503,Tuch::N,кышет,თავშალი
504,Handtuch::N,ӵушкон,ხელსახოცი
505,Kraft::N,кать,ძალა
506,Kraft::N,ӟигар,ძალა
507,Stärke::N,юнлык,ღონე
508,Gesundheit::N,тазалык,ჯანმრთელობა
509,Krankheit::N,висён,სენი
510,Krankheit::N,висён,ავადმყოფობა
511,Schmerz::N,висён,ტკივილი
512,Wunde::N,яра,იარი
513,Wunde::N,яра,ჭრილობა
514,Fieber::N,кезег,ციება
515,Arznei::N,эмъюм,წამალი
516,Brücke::N,выж,ხიდი
517,Brunnen::N,колдэч,ჭა
518,Weide::N,возь,საძოვარი
519,Pfad::N,сюрес,ბილიკი
520,Weg::N,сюрес,გზა
521,Straße::N,сюрес,შარაგზა
522,Dorf::N,гурт,დაბა
523,Dorf::N,гурт,სოფელი
524,Stadt::N,кар,ქალაქი
525,Stadt::N,город,ქალაქი
526,Brief::N,гожтэт,წერილი
527,Buch::N,книга,წიგნი
528,Buchstabe::N,буква,ასო
529,Zeitung::N,газет,გაზეთი
530,Leben::N,улон,სიცოცხლე
531,Tod::N,кулон,სიკვდილი
532,Grab::N,шайгу,სამარე
533,Grab::N,шайгу,საფლავი
534,Kirche::N,черк,ეკლესია
535,Sünde::N,сьӧлык,ცოდვა
536,Gott::N,ӥнмар,ღმერთი
537,Arbeiter::N,рабочий,მუშა
538,Chef::N,начальник,გამგე
539,Meister::N,кибашлы,ოსტატი
540,Arzt::N,врач,ექიმი
541,Arzt::N,врач,მკურნალი
542,Lehrer::N,дышетӥсь,მასწავლებელი
543,Geld::N,уксё,ფული
544,Geld::N,коньдон,ფული
545,Geschäft::N,уж,საქმე
546,Geschäft::N,уж,ბიზნესი
547,Laden::N,магазин,დუქანი
548,Laden::N,магазин,მაღაზია
549,Preis::N,дун,ფასი
550,Ware::N,вуз,საქონელი
551,Nutzen::N,пайда,ხეირი
552,Reichtum::N,узырлык,სიმდიდრე
553,Welt::N,дунне,მსოფლიო
554,Land::N,шаер,მხარე
555,Land::N,шаер,ქვეყანა
556,Staat::N,кун,სახელმწიფო
557,König::N,эксэй,მეფე
558,Macht::N,власть,ძლიერება
559,Grenze::N,кунгож,ზღვარი
560,Krieg::N,ож,ომი
561,Feind::N,тушмон,მტერი
562,Gewalt::N,эриктэман,სისასტიკე
563,Kampf::N,нюръяськон,ბრძოლა
564,Bogen[Waffe]::N,пукыӵ,მშვილდი
565,Pfeil::N,пукыӵ вень,ისარი
566,Pfeil::N,пукыӵ вень,მახვილი
567,Gewehr::N,пыӵал,თოფი
568,Gewehr::N,пыӵал,შაშხანა
569,Fehler::N,янгыш,შეცდომა
570,Lüge::N,пӧян,სიცრუე
571,Lüge::N,алдан,სიცრუე
572,Lüge::N,ӧрекчан,სიცრუე
573,Schaden::N,изъян,ვნება
574,Unglück::N,куректон,ხიფათი
575,Unglück::N,куректон,უბედურება
576,Unglück::N,шудтэме усён,ხიფათი
577,Unglück::N,шудтэме усён,უბედურება
578,Schuld::N,янгыш,ბრალი
579,Alter::N,арлыд,ასაკი
580,Schluss::N,пум,ბოლო
581,Schluss::N,пум,დასასრული
582,Zeit::N,дыр,დრო
583,Tag::N,нунал,დღე
584,Morgen::N,ӵукна,დილა
585,Mittag::N,лымшор,შუადღე
586,Abend::N,ӝыт,საღამო
587,Abend::N,акшан,საღამო
588,Nacht::N,уй,ღამე
589,Woche::N,арня,კვირა
590,Monat::N,толэзь,თვე
591,Jahr::N,ар,წელი
592,Frühling::N,тулыс,გაზაფხული
593,Sommer::N,гужем,ზაფხული
594,Herbst::N,сӥзьыл,შემოდგომა
595,Winter::N,тол,ზამთარი
596,Januar::N,выльартолэзь,იანვარი
597,Februar::N,тулыспал,თებერვალი
598,März::N,южтолэзь,მარტი
599,April::N,оштолэзь,აპრილი
600,Mai::N,куартолэзь,მაისი
601,Juni::N,вожотолэзь,ივნისი
602,Juli::N,пӧсьтолэзь,ივლისი
603,August::N,гудырикошкон,აგვისტო
604,September::N,куарусён,სექტემბერი
605,Oktober::N,выльӝуктолэзь,ოქტომბერი
606,November::N,шуркынмон,ნოემბერი
607,Dezember::N,толсур,დეკემბერი
608,Montag::N,вордӥськон,ორშაბათი
609,Dienstag::N,вторник,სამშაბათი
610,Mittwoch::N,вирнунал,ოთხშაბათი
611,Donnerstag::N,покчиарня,ხუთშაბათი
612,Freitag::N,удмуртарня,პარასკევი
613,Samstag::N,кӧснунал,შაბათი
614,Sonntag::N,арня,კვირა
615,groß::A,бадӟым,დიდი
616,klein::A,пичи,მცირე
617,klein::A,пичи,პატარა
618,lang::A,кузь,გრძელი
619,kurz::A,вакчи,მოკლე
620,breit::A,паськыт,ფართო
621,breit::A,паськыт,განიერი
622,schmal::A,сюлэг,ვიწრო
623,schmal::A,сюлэг,წვრილი
624,dicht::A,ӵем,მჭიდრო
625,dick[Gegenstand]::A,зӧк,სქელი
626,dünn::A,векчи,წვრილი
627,fein::A,векчи,თხელი
628,fest::A,юн,მყარი
629,fest::A,чурыт,მყარი
630,flach::A,ӵошкыт,ბრტყელი
631,glatt::A,гылыт,გლუ
632,glatt::A,вольыт,გლუ
633,hart::A,чурыт,მაგარი
634,weich::A,небыт,რბილი
635,rund::A,котырес,მრგვალი
636,spitz::A,йылсо,წვეტიანი
637,scharf::A,лэчыт,მჭრელი
638,stumpf::A,ныж,ბლაგვი
639,schwer::A,секыт,მძიმე
640,schön::A,чебер,ლამაზი
641,heiß::A,пӧсь,ცხელი
642,warm::A,шуныт,თბილი
643,kalt::A,кезьыт,ცივი
644,kühl::A,юзмыт,გრილი
645,kühl::A,салкым,გრილი
646,frisch::A,выль,სუფთა
647,feucht::A,мускыт,ნოტიო
648,nass::A,котмем,სველი
649,trocken::A,кӧс,მშრალი
650,voll::A,тыр,სავსე
651,leer::A,буш,ცარიელი
652,leer::A,тырттэм,ცარიელი
653,offen::A,усьтэм,ღია
654,offen::A,усьтэм,გაშლილი
655,geschlossen::A,ӵогам,დახურული
656,geschlossen::A,пунням,დახურული
657,sauber::A,ӝикыт,სუფთა
658,sauber::A,ӝикыт,წმინდა
659,sauber::A,чылкыт,სუფთა
660,sauber::A,чылкыт,წმინდა
661,schmutzig::A,нӧд,ტალახიანი
662,roh::A,ыль,უმი
663,reif::A,вуэм,მწიფე
664,lecker::A,ческыт,გემრიელი
665,süß::A,ческыт,ტკბილი
666,bitter::A,курыт,მწარე
667,sauer::A,чырс,მჟავე
668,hell::A,югыт,ნათელი
669,dunkel::A,пеймыт,ბნელი
670,schwarz::A,сьӧд,შავი
671,weiß::A,тӧдьы,თეთრი
672,rot::A,горд,წითელი
673,gelb::A,ӵуж,ყვითელი
674,blau::A,лыз,ლურჯი
675,blau::A,лыз,ცისფერი
676,grün::A,вож,მწვანე
677,grau::A,пурысь,რუხი
678,grau::A,пурысь,ნაცრისფერი
679,bunt::A,куӵо,ჭრელი
680,bunt::A,куӵо,ფერადი
681,billig::A,дунтэм,იაფი
682,teuer::A,дуно,ძვირი
683,wertvoll::A,дуно,ღირსიანი
684,blind::A,сукыр,ბრმა
685,blind::A,синтэм,ბრმა
686,taub::A,пельтэм,ყრუ
687,kräftig::A,кужмо,ძალავანი
688,stark::A,юн,ძლიერი
689,stark::A,юн,ღონიერი
690,stark::A,кужмо,ძლიერი
691,stark::A,кужмо,ღონიერი
692,schwach::A,ляб,სუსტი
693,schwach::A,начар,სუსტი
694,fett::A,кӧй,სქელი
695,schlank::A,веськыт,გამხდარი
696,schlank::A,веськрес,გამხდარი
697,hübsch::A,чебер,ეშხიანი
698,hübsch::A,чебер,მშვენიერი
699,hübsch::A,синмаськымон,ეშხიანი
700,hübsch::A,синмаськымон,მშვენიერი
701,böse::A,лек,ავი
702,böse::A,лек,ბოროტი
703,dumm::A,шузи,ბოთე
704,dumm::A,шузи,სულელი
705,dumm::A,визьтэм,ბოთე
706,dumm::A,визьтэм,სულელი
707,faul::A,азьтэм,ზანტი
708,faul::A,азьтэм,ზარმაცი
709,fleißig::A,сюлмо,ბეჯითი
710,fleißig::A,сюлмо,მუყაითი
711,geizig::A,сук,ძუნწი
712,klug::A,визьмо,ჭკვიანი
713,geschickt::A,усто,მარჯვე
714,geschickt::A,усто,გაწაფული
715,geschickt::A,быгатӥсь,მარჯვე
716,geschickt::A,быгатӥсь,გაწაფული
717,lieb::A,мусо,სატრფიალო
718,lustig::A,шулдыр,მხიარული
