,Concept_ID,mdf,da
817,passieren::V,эвондамс,ske
818,passieren::V,эвондамс,hænde
819,beginnen::V,ушедомс,begynde
820,enden::V,лоткамс,ende
821,wechseln::V,по́лафнемс,veksle
822,aufgehen[Sonne]::V,стямс,gå op
823,aufgehen[Sonne]::V,стямс,stå op
824,aufgehen[Sonne]::V,лисемс,gå op
825,aufgehen[Sonne]::V,лисемс,stå op
826,untergehen[Sonne]::V,валгомс,gå ned
827,scheinen[Sonne]::V,ва́лдоптомс,skinne
828,donnern::V,торамс,tordne
829,wehen::V,уфа́мс,blæse
830,strömen::V,шудемс,strømme
831,fließen::V,шудемс,flyde
832,sich drehen::V,шаромс,dreje sig
833,schwanken::V,якамс,vakle
834,schwingen::V,люксемс,svinge
835,schwingen::V,нюрьсемс,svinge
836,fallen::V,прамс,falde
837,fallen::V,прашендомс,falde
838,brennen::V,паломс,brænde
839,rauchen::V,качадомс,ryge
840,regnen::V,пиземс,regne
841,gefrieren::V,эйндамс,fryse
842,gefrieren::V,кельмомс,fryse
843,tauen::V,соламс,tø
844,schmelzen::V,соламс,smelte
845,trocknen::V,коськомс,tørre
846,sieden::V,лакамс,koge
847,faulen::V,наксадомс,rådne
848,verfaulen::V,наксадомс,rådne
849,reißen::V,сязевомс,briste
850,versinken::V,ваямс,synke
851,versinken::V,ваямс,synke ned
852,vergehen::V,ётамс,forløbe
853,erscheinen::V,эвондамс,vise sig
854,verschwinden::V,юма́мс,forsvinde
855,sinken::V,валгомс,synke
856,abnehmen::V,киремс,aftage
857,zunehmen::V,ламокстомс,tiltage
858,zunehmen::V,рашнемс,tiltage
859,steigen::V,кеподемс,stige
860,wachsen::V,касомс,gro
861,wachsen::V,касомс,vokse
862,glänzen::V,цинзелдомс,glinse
863,glänzen::V,цифордомс,glinse
864,funkeln::V,ци́фтордомс,tindre
865,lärmen::V,жалнамс,larme
866,läuten::V,гайфтемс,ringe
867,klingeln::V,гайфтемс,ringe
868,klirren::V,ка́нзеркшнемс,klirre
869,brausen::V,жоледемс,bruse
870,rauschen::V,вжнамс,suse
871,rauschen::V,гамнамс,suse
872,klingen::V,кайгомс,lyde
873,klingen::V,кайгомс,klinge
874,bellen::V,ува́мс,gø
875,heulen::V,сувомс,hyle
876,heulen::V,урнамс,hyle
877,blasen::V,уфа́мс,blæse
878,pfeifen::V,вяшкомс,fløjte
879,schreien::V,пешкодомс,skrige
880,stöhnen::V,куфцемс,stønne
881,zittern::V,таромс,dirre
882,zittern::V,таромс,skælve
883,leben::V,эрямс,leve
884,geboren werden::V,шачемс,fødes
885,atmen::V,ажнамс,ånde
886,trinken::V,симомс,drikke
887,essen::V,ярхцамс,spise
888,schlucken::V,нилемс,synke
889,müde werden::V,сиземс,blive træt
890,einschlafen::V,матодовомс,falde i søvn
891,schlafen::V,удомс,sove
892,aufwachen::V,съргоземс,vågne
893,aufstehen::V,стямс,stå op
894,sich erholen::V,ваймосемс,komme sig
895,krank werden::V,сярядькстомс,blive syg
896,krank sein::V,сярядемс,være syg
897,schmerzen::V,сярядемс,smerte
898,husten::V,козомс,hoste
899,genesen::V,пъ́чкамс,komme sig
900,sterben::V,куломс,dø
901,umkommen::V,юма́мс,omkomme
902,sich bewegen::V,шаштомс,bevæge sig
903,sich rühren::V,сърхка́мс,røre på sig
904,sich erheben::V,стямс,rejse sig
905,sich setzen::V,озамс,sætte sig
906,hinfallen::V,прамс,
907,hinfallen::V,сяворемс,
908,laufen::V,якамс,løbe
909,schreiten::V,молемс,skride
910,schreiten::V,аськолямс,skride
911,spazierengehen::V,якамс,gå en tur
912,eilen::V,эряскодомс,ile
913,sich beeilen::V,эряскодомс,skynde sig
914,sausen::V,лиемс,suse
915,rennen::V,арнемс,løbe
916,rennen::V,арнемс,rende
917,springen::V,комотнемс,hoppe
918,springen::V,комотнемс,springe
919,klettern::V,ку́цемс,klatre
920,schaukeln::V,нюрямс,gynge
921,kriechen::V,шаштомс комада,krybe
922,schwimmen::V,уемс,svømme
923,tauchen::V,юпиемс,dykke
924,tauchen::V,чёпафнемс,dykke
925,rudern::V,па́немс ве́неж,ro
926,fahren::V,ардомс,køre
927,fliegen::V,лиемс,flyve
928,gehen::V,молемс,gå
929,weggehen::V,тумс,gå bort
930,abfahren::V,тумс,køre bort
931,anhalten::V,лоткамс,standse
932,hineingehen::V,сува́мс,gå ind
933,eintreten::V,сува́мс,træde ind
934,kommen::V,самс,komme
935,ankommen::V,самс,ankomme
936,ankommen::V,пачкодемс,ankomme
937,zurückkommen::V,мърдамс,komme tilbage
938,bleiben::V,иля́домс,blive
939,bleiben::V,иля́домс,forblive
940,warten::V,учемс,vente
941,erwarten::V,учемс,vente
942,erwarten::V,учемс,afvente
943,suchen::V,вешемс,søge
944,finden::V,мумс,finde
945,versuchen::V,варчсемс,forsøge
946,vorbereiten::V,анокламс,forberede
947,lieben::V,кельгомс,elske
948,mögen::V,кельгомс,holde af
949,mögen::V,кельгомс,kunne lide
950,lachen::V,рахамс,le
951,lachen::V,рахсемс,le
952,rühren::V,токамс седи,røre
953,weinen::V,авардемс,græde
954,schimpfen::V,сюцемс,skænde
955,sich ärgern::V,кяжиямс,ærgre sig
956,sich fürchten::V,пелемс,være bange
957,fürchten::V,пелемс,være bange for
958,fliehen::V,ворьгодемс,flygte
959,flüchten::V,ша́домс,flygte
960,flüchten::V,во́рьгодемс,flygte
961,sehen::V,няемс,se
962,anschauen::V,ваномс,se på
963,anschauen::V,ваномс,betragte
964,ansehen::V,ваномс,anse
965,hören::V,марямс,høre
966,zuhören::V,ку́лхдоньомс,høre til
967,probieren::V,варжамс,smage
968,probieren::V,варжамс,smage på
969,riechen::V,никса́мс,lugte
970,fühlen::V,марямс,føle
971,scheinen::V,ня́евомс,synes
972,zu sehen sein::V,ня́евомс,synes
973,vernehmen::V,марямс,erfare
974,frieren::V,паломс,fryse
975,frieren::V,кельмомс,fryse
976,tun::V,тиемс,gøre
977,können::V,маштомс,kunne
978,wollen::V,-не-,ville
979,anfangen::V,ушедомс,begynde
980,beenden::V,аде́ламс,afslutte
981,aufhören::V,лоткамс,ophøre
982,aufhören::V,лоткамс,holde op
983,gelingen::V,удалакшнемс,lykkes
984,geraten::V,лисемс,blive
985,öffnen::V,панжемс,åbne
986,schließen::V,сёлгомс,lukke
987,stellen::V,путомс,stille
988,setzen::V,озафнемс,sætte
989,setzen::V,озавтнемс,sætte
990,legen::V,путомс,lægge
991,berühren::V,токамс,berøre
992,verbinden::V,сотомс,forbinde
993,bedecken::V,комачамс,dække
994,bedecken::V,комачамс,bedække
995,bedecken::V,вельхтямс,dække
996,bedecken::V,вельхтямс,bedække
997,aufhängen::V,повфтамс,hænge
998,aufhängen::V,повфтамс,hænge op
999,anzünden::V,крьвя́стемс,tænde
1000,anzünden::V,крьвя́стемс,antænde
1001,aufheben::V,кеподемс,løfte
1002,aufheben::V,кеподемс,tage op
1003,aufheben::V,касфтомс,løfte
1004,aufheben::V,касфтомс,tage op
1005,zurücklassen::V,ка́домс,lade tilbage
1006,verlieren::V,юма́фтомс,miste
1007,fallen lassen::V,прафтомс,tabe
1008,fallen lassen::V,прафтомс,droppe
1009,machen::V,тиемс,gøre
1010,herstellen::V,анокламс,fremstille
1011,bauen::V,путомс,bygge
1012,reparieren::V,петемс,reparere
1013,verbessern::V,цебярьгофтомс,rette
1014,verbessern::V,цебярьгофтомс,forbedre
1015,ändern::V,полафтомс,ændre
1016,graben::V,шу́вомс,grave
1017,graben::V,та́ргамс,grave
1018,beugen::V,мяндемс,bøje
1019,biegen::V,комафтомс,bøje
1020,drehen::V,шо́вамс,dreje
1021,drehen::V,ша́рфнемс,dreje
1022,wenden::V,ша́рфтомс,vende
1023,umdrehen::V,шарфтомс,dreje om
1024,heben::V,ке́подемс,hæve
1025,hochheben::V,ке́подемс,løfte
1026,hochheben::V,ка́сфтомс,løfte
1027,ergreifen::V,фатямс,gribe fat i
1028,halten::V,кирдемс,holde
1029,drücken::V,люпшта́мс,trykke
1030,schieben::V,шашфтомс,skyde
1031,schieben::V,шашфтомс,skubbe
1032,kratzen::V,а́нгорямс,klø
1033,kratzen::V,а́нгорямс,kradse
1034,kratzen::V,киськоря́мс,klø
1035,kratzen::V,киськоря́мс,kradse
1036,lecken::V,нолсемс,slikke
1037,beißen::V,сускомс,bide
1038,abreißen::V,сяземс,rive af
1039,abschneiden::V,керомс,skære af
1040,binden::V,сотомс,binde
1041,stecken::V,сялгомс,stikke
1042,brechen::V,си́ннемс,brække
1043,brechen::V,ка́лафтомс,brække
1044,klopfen::V,чакамс,banke
1045,klopfen::V,чакиемс,banke
1046,hauen::V,шавомс,hugge
1047,hauen::V,пиксомс,hugge
1048,kleben::V,пе́тфнемс,klistre
1049,reiben::V,шо́вамс,gnide
1050,streichen::V,вадемс,smøre
1051,schleifen::V,шо́вамс,slibe
1052,schneiden::V,керомс,skære
1053,schneiden::V,керомс,klippe
1054,rütteln::V,та́рфтомс,ruske
1055,schütteln::V,шука́демс,ryste
1056,schwenken::V,яфодемс,svinge
1057,schütten::V,каямс,hælde
1058,schütten::V,нюрьхтя́мс,hælde
1059,füllen::V,пяшкодемс,fylde
1060,einwickeln::V,тапардамс,pakke ind
1061,tragen::V,кандомс,bære
1062,schleppen::V,ускомс,slæbe
1063,ziehen::V,ускомс,trække
1064,aufbewahren::V,ванфтомс,opbevare
1065,werfen::V,ёрямс,kaste
1066,fangen::V,кунда́мс,fange
1067,packen::V,фатямс,gribe
1068,verstecken::V,кяшемс,gemme
1069,teilen::V,явомс,dele
1070,schicken::V,кучемс,sende
1071,bringen::V,кандомс,bringe
1072,bringen::V,пачфтемс,bringe
1073,hinzufügen::V,пу́томс та́га,tilføje
1074,hinzufügen::V,ма́ксомс та́га,tilføje
1075,bekommen::V,сявомс,få
1076,erhalten::V,сявомс,få
1077,nehmen::V,сявомс,tage
1078,wählen::V,ко́чкамс,vælge
1079,auswählen::V,кочкамс,udvælge
1080,bewahren::V,ванфтомс,bevare
1081,behindern::V,шорямс,hindre
1082,behindern::V,шорямс,forhindre
1083,verderben::V,коламс,ødelægge
1084,verderben::V,гастямс,ødelægge
1085,beschädigen::V,тиендемс зиян,beskadige
1086,zerbrechen::V,тапамс,brække itu
1087,zerreißen::V,сяземс,rive itu
1088,zerstören::V,ка́лафтомс,ødelægge
1089,verbrennen::V,пълхта́мс,brænde
1090,geben::V,ма́ксомс,give
1091,reichen::V,максомс,række
1092,schenken::V,каземс,forære
1093,versprechen::V,ма́ксомс вал,love
1094,wünschen::V,арьсемс,ønske
1095,loben::V,шна́мс,rose
1096,küssen::V,палсемс,kysse
1097,wiegen::V,нюря́фтомс,vugge
1098,zudecken::V,вельхтямс,dække til
1099,wecken::V,стя́фтомс,vække
1100,wecken::V,съ́ргозьфтемс,vække
1101,zeigen::V,няфтемс,vise
1102,führen::V,вятемс,føre
1103,lehren::V,тонафтомс,lære
1104,unterrichten::V,тонафтомс,undervise
1105,aufziehen::V,касфтомс,opdrage
1106,leiten::V,вятемс,lede
1107,antreiben::V,вятемс,skynde på
1108,lassen::V,кошардомс,få til at
1109,einladen::V,тердемс,indbyde
1110,einladen::V,тердемс,invitere
1111,einladen::V,серьгядемс,indbyde
1112,einladen::V,серьгядемс,invitere
1113,vereinigen::V,пуроптомс,forene
1114,vereinigen::V,кочкамс марса,forene
1115,besuchen::V,варжамс,besøge
1116,treffen::V,васьфтомс,møde
1117,sich versammeln::V,кочкавомс,forsamles
1118,spielen::V,налхксемс,lege
1119,spielen::V,налхксемс,spille
1120,singen::V,морамс,synge
1121,tanzen::V,кштимс,danse
1122,sich trennen::V,явомс,skilles
1123,verlassen::V,кадондомс,forlade
1124,retten::V,идемс,redde
1125,retten::V,араламс,redde
1126,bewachen::V,ваномс,bevogte
1127,schützen::V,а́раламс,skærme
1128,schützen::V,а́раламс,beskytte
1129,verteidigen::V,а́раламс,forsvare
1130,sich schlagen::V,тюремс,slås
1131,schießen::V,ляцемс,skyde
1132,siegen::V,сяськомс,sejre
1133,ärgern::V,кяжияфтомс,ærgre
1134,schlagen::V,токамс,slå
1135,treten::V,тапамс,sparke
1136,stechen::V,пупамс,stikke
1137,stechen::V,сялгомс,stikke
1138,stoßen::V,тостядемс,støde
1139,stehlen::V,саламс,stjæle
1140,stören::V,шорсемс,forstyrre
1141,belästigen::V,токсамс,genere
1142,belästigen::V,токсамс,ulejlige
1143,belästigen::V,аф кадомс ваймама,genere
1144,belästigen::V,аф кадомс ваймама,ulejlige
1145,verbergen::V,кяшемс,skjule
1146,täuschen::V,васькафтомс,villede
1147,täuschen::V,кяльготнемс,villede
1148,betrügen::V,васькафнемс,bedrage
1149,töten::V,шавомс,dræbe
1150,töten::V,аде́ламс,dræbe
1151,wohnen::V,эрямс,bo
1152,arbeiten::V,покодемс,arbejde
1153,sammeln::V,кочкамс,samle
1154,sammeln::V,пу́роптомс,samle
1155,pflücken::V,фатнемс,plukke
1156,pflücken::V,нотфнемс,plukke
1157,jagen::V,кунда́мс,jage
1158,fischen::V,калонь кунда́мс,fiske
1159,fassen::V,кунда́мс,fange
1160,hüten::V,ваномс,vogte
1161,treiben::V,панемс,drive
1162,anbinden::V,сотомс,binde fast
1163,füttern::V,трямс,fodre
1164,füttern::V,а́ндомс,fodre
1165,melken::V,потямс,malke
1166,hacken::V,лазондомс,hakke
1167,gießen::V,валомс,hælde
1168,reifen::V,кенеремс,modne
1169,zubereiten::V,анокламс,tilberede
1170,kochen::V,пидемс,koge
1171,backen::V,пидемс,bage
1172,braten::V,пуштомс,stege
1173,umrühren::V,шорямс,røre om
1174,stricken::V,кодамс,strikke
1175,nähen::V,стамс,sy
1176,färben::V,а́рхтомс,farve
1177,reinigen::V,ва́ткамс,rense
1178,reinigen::V,ва́ткамс,gøre ren
1179,reinigen::V,а́роптомс,rense
1180,reinigen::V,а́роптомс,gøre ren
1181,waschen::V,муськомс,vaske
1182,abwischen::V,нардамс,tørre af
1183,spülen::V,оргалдомс,skylle
1184,fegen::V,тяемс,feje
1185,kehren::V,тяемс,feje
1186,baden::V,э́шелямс,bade
1187,sich waschen::V,штамс,vaske sig
1188,ausziehen::V,кайсефтемс,tage af
1189,anziehen::V,ща́фтомс,tage på
1190,sich anziehen::V,щамс,klæde sig på
1191,kämmen::V,се́ендемс,rede
1192,kämmen::V,се́ендемс,frisere
1193,schmücken::V,на́ряжамс,pynte
1194,schmücken::V,на́ряжамс,smykke
1195,schmücken::V,ма́зоптомс,pynte
1196,schmücken::V,ма́зоптомс,smykke
1197,sagen::V,азомс,sige
1198,sagen::V,мярьгомс,sige
1199,sprechen::V,корхтамс,snakke
1200,reden::V,корхнемс,tale
1201,reden::V,корхнемс,snakke
1202,sich unterhalten::V,корхнемс,snakke sammen
1203,fragen::V,ки́зефтемс,spørge
1204,bitten::V,а́намс,bede
1205,bitten::V,ве́шемс,bede
1206,erzählen::V,а́зондомс,berette
1207,erzählen::V,а́зондомс,fortælle
1208,mitteilen::V,азомс,meddele
1209,nennen::V,лемдемс,nævne
1210,nennen::V,путомс лем,nævne
1211,rufen::V,серьгядемс,råbe
1212,prahlen::V,шна́фтомс пря́,prale
1213,übersetzen::V,ётафтомс,oversætte
1214,denken::V,арьсемс,tænke
1215,glauben::V,кемамс,tro
1216,bemerken::V,ня́емс,bemærke
1217,bemerken::V,ня́емс,lægge mærke til
1218,erkennen::V,содамс,genkende
1219,begreifen::V,сатомс,begribe
1220,verstehen::V,шарьхкодемс,forstå
1221,lernen::V,тонафнемс,lære
1222,wissen::V,со́дамс,vide
1223,sich erinnern an::V,лятфтамс,mindes
1224,sich erinnern an::V,лятфтамс,huske på
1225,vergessen::V,юкстамс,glemme
1226,messen::V,ункснемс,måle
1227,zählen::V,лу́вомс,tælle
1228,zählen::V,а́рьсемс,tælle
1229,rechnen::V,лувомс,regne
1230,lesen::V,лувомс,læse
1231,lesen::V,морафтомс,læse
1232,malen::V,рисова́ндамс,male
1233,zeichnen::V,рисова́ндамс,tegne
1234,schreiben::V,сёрмадомс,skrive
1235,besitzen::V,улемс азоркс,eje
1236,besitzen::V,улемс азоркс,besidde
1237,kaufen::V,рамамс,købe
1238,verkaufen::V,мимс,sælge
1239,bezahlen::V,пандомс,betale
1240,zahlen::V,па́ндомс,betale
1241,beherrschen::V,азорондамс,beherske
1242,ertragen::V,кирдемс,tåle
1243,ertragen::V,кирдемс,udholde
1244,Netz::N,,net
