,Concept_ID,et,pt
851,so::ADV,nii,tão
852,so::ADV,nii,assim
853,noch::ADV,veel,ainda
854,nur::ADV,ainult,só
855,nur::ADV,ainult,apenas
856,nur::ADV,ainult,somente
857,schon::ADV,juba,já
858,wieder::ADV,jälle,outra vez
859,vergebens::ADV,asjata,em vão
860,vor::PRP,ees,diante de
861,hinter::PRP,taha,atrás de
862,unter::PRP,all,sob
863,unter::PRP,all,debaixo de
864,durch::PRP,läbi,por
865,durch::PRP,läbi,através de
866,durch::PRP,kaudu,por
867,durch::PRP,kaudu,através de
868,neben::PRP,kõrval,junto de
869,neben::PRP,kõrval,ao lado de
870,zwischen::PRP,vahel,entre
871,wegen::PRP,tõttu,por
872,wegen::PRP,tõttu,por causa de
873,wegen::PRP,pärast,por
874,wegen::PRP,pärast,por causa de
875,dies::PRN,see,isto
876,das::PRN,see,isso
877,das::PRN,see,aquilo
878,alles::PRN,kõik,todo
879,ich::PRN,mina,eu
880,du::PRN,sina,tu
881,er::PRN,tema,ele
882,wir::PRN,me,nós
883,ihr::PRN,te,vós
884,ihr::PRN,te,vocês
885,sie::PRN,nad,eles
886,was::FPRN,mis,quê
887,wer::FPRN,kes,quem
888,wo::FADV,kus,onde
889,wohin::FADV,kuhu,aonde
890,wohin::FADV,kuhu,para onde
891,wie::FADV,kuidas,como
892,warum::FADV,miks,porquê
893,warum::FADV,miks,por que
894,wieviel::FNUM,mitu,quanto
895,wieviel::FNUM,kui palju,quanto
896,eins::NUM,üks,um
897,zwei::NUM,kaks,dois
898,drei::NUM,kolm,três
899,vier::NUM,neli,quatro
900,fünf::NUM,viis,cinco
901,sechs::NUM,kuus,seis
902,sieben::NUM,seitse,sete
903,acht::NUM,kaheksa,oito
904,neun::NUM,üheksa,nove
905,zehn::NUM,kümme,dez
906,elf::NUM,üksteist,onze
907,zwölf::NUM,kaksteist,doze
908,zwanzig::NUM,kakskümmend,vinte
909,dreißig::NUM,kolmkümmend,trinta
910,vierzig::NUM,nelikümmend,quarenta
911,fünfzig::NUM,viiskümmend,cinquenta
912,sechzig::NUM,kuuskümmend,sessenta
913,siebzig::NUM,seitsekümmend,setenta
914,achtzig::NUM,kaheksakümmend,oitenta
915,neunzig::NUM,üheksakümmend,noventa
916,hundert::NUM,sada,cem
917,hundert::NUM,sada,cento
918,tausend::NUM,tuhat,mil
919,und::CNJ,ja,e
920,oder::CNJ,või,ou
921,stehen::V,seisma,estar em pé
922,sitzen::V,istuma,estar sentado
923,liegen::V,lamama,jazer
924,liegen::V,lamama,estar deitado
925,hängen::V,rippuma,pender
926,hängen::V,rippuma,estar pendurado
927,werden::V,saama,tornar-se
928,werden::V,hakkama,tornar-se
929,passieren::V,juhtuma,acontecer
930,beginnen::V,algama,começar
931,beginnen::V,hakkama,começar
932,enden::V,lõppema,acabar
933,enden::V,lõppema,terminar
934,wechseln::V,vahelduma,variar
935,wechseln::V,vahelduma,alternar
936,aufgehen[Sonne]::V,tõusma,nascer
937,untergehen[Sonne]::V,loojuma,pôr-se
938,scheinen[Sonne]::V,paistma,brilhar
939,donnern::V,kõmisema,trovejar
940,wehen::V,puhuma,soprar
941,strömen::V,voolama,correr
942,fließen::V,voolama,fluir
943,sich drehen::V,pöörduma,girar
944,schwanken::V,kõikuma,oscilar
945,schwingen::V,võnkuma,vibrar
946,fallen::V,langema,cair
947,brennen::V,põlema,arder
948,rauchen::V,suitsema,fumegar
949,regnen::V,sadama,chover
950,gefrieren::V,kinni külmuma,gelar
951,gefrieren::V,kinni külmuma,congelar
952,tauen::V,sulama,derreter
953,tauen::V,sulama,descongelar
954,schmelzen::V,sulama,fundir-se
955,trocknen::V,kuivama,secar
956,sieden::V,keema,ferver
957,faulen::V,mädanema,estragar-se
958,verfaulen::V,mädanema,apodrecer
959,reißen::V,rebenema,romper-se
960,versinken::V,uppuma,afundar-se
961,vergehen::V,mööduma,passar
962,erscheinen::V,ilmuma,aparecer
963,verschwinden::V,kaduma,desaparecer
964,sinken::V,vajuma,descer
965,sinken::V,langema,descer
966,abnehmen::V,vähenema,diminuir
967,abnehmen::V,vähenema,decrescer
968,abnehmen::V,kahenema,diminuir
969,abnehmen::V,kahenema,decrescer
970,zunehmen::V,kasvama,crescer
971,zunehmen::V,kasvama,aumentar
972,steigen::V,tõusma,subir
973,steigen::V,üles minema,subir
974,wachsen::V,kasvama,crescer
975,glänzen::V,läikimä,brilhar
976,funkeln::V,sädelema,cintilar
977,lärmen::V,lärmama,fazer barulho
978,läuten::V,helisema,chocalhar
979,klingeln::V,helisema,tocar
980,klirren::V,kõlisema,tinir
981,brausen::V,kohisema,bramar
982,rauschen::V,kohisema,murmurar
983,rauschen::V,kohisema,rumorejar
984,klingen::V,kõlama,soar
985,bellen::V,haukuma,ladrar
986,heulen::V,uluma,uivar
987,blasen::V,puhuma,soprar
988,pfeifen::V,vilistama,assobiar
989,schreien::V,karjuma,gritar
990,stöhnen::V,oigama,gemer
991,zittern::V,värisema,tremer
992,leben::V,elama,viver
993,leben::V,elus olema,viver
994,geboren werden::V,sündima,nascer
995,atmen::V,hingama,respirar
996,trinken::V,jooma,beber
997,essen::V,sööma,comer
998,schlucken::V,neelama,engolir
999,müde werden::V,väsima,cansar-se
1000,einschlafen::V,uinuma,adormecer
1001,schlafen::V,magama,dormir
1002,aufwachen::V,ärkama,acordar
1003,aufstehen::V,ärkama,levantar-se
1004,aufstehen::V,üles tõusma,levantar-se
1005,sich erholen::V,puhkama,descansar
1006,krank werden::V,haigestuma,adoecer
1007,krank werden::V,haigestuma,ficar doente
1008,krank werden::V,haigeks jääma,adoecer
1009,krank werden::V,haigeks jääma,ficar doente
1010,krank sein::V,haige olema,estar doente
1011,schmerzen::V,valutama,doer
1012,husten::V,köhima,tossir
1013,genesen::V,toibuma,convalescer
1014,sterben::V,surema,morrer
1015,umkommen::V,surma saama,perecer
1016,sich bewegen::V,liikuma,mover-se
1017,sich rühren::V,liikuma,mexer-se
1018,sich erheben::V,kerkima,levantar-se
1019,sich setzen::V,istet võtma,sentar-se
1020,hinfallen::V,kukkuma,cair
1021,hinfallen::V,maha kukkuma,cair
1022,laufen::V,kõndima,andar
1023,laufen::V,kõndima,caminhar
1024,schreiten::V,astuma,andar
1025,schreiten::V,astuma,caminhar
1026,spazierengehen::V,jalutama,passear
1027,eilen::V,ruttama,apressar-se
1028,eilen::V,kiirustama,apressar-se
1029,sich beeilen::V,ruttama,apressar-se
1030,sich beeilen::V,ruttama,despachar-se
1031,sich beeilen::V,kiirustama,apressar-se
1032,sich beeilen::V,kiirustama,despachar-se
1033,sausen::V,kihutama,correr
1034,sausen::V,tormama,correr
1035,rennen::V,jooksma,correr
1036,rennen::V,kihutama,correr
1037,springen::V,hüppama,saltar
1038,klettern::V,ronima,trepar
1039,schaukeln::V,kiikuma,baloiçar
1040,kriechen::V,roomama,rastejar
1041,kriechen::V,roomama,arrastar-se
1042,schwimmen::V,ujuma,nadar
1043,tauchen::V,sukelduma,mergulhar
1044,rudern::V,sõudma,remar
1045,fahren::V,sõitma,ir
1046,fliegen::V,lendama,voar
1047,gehen::V,käima,ir
1048,gehen::V,käima,andar
1049,gehen::V,minema,ir
1050,gehen::V,minema,andar
1051,weggehen::V,ära minema,partir
1052,weggehen::V,ära minema,ir-se embora
1053,weggehen::V,välja minema,partir
1054,weggehen::V,välja minema,ir-se embora
1055,abfahren::V,väljuma,sair
1056,abfahren::V,väljuma,partir
1057,abfahren::V,ära sõitma,sair
1058,abfahren::V,ära sõitma,partir
1059,anhalten::V,peatuma,parar
1060,hineingehen::V,sisenema,entrar
1061,hineingehen::V,sisse minema,entrar
1062,eintreten::V,sisenema,entrar
1063,eintreten::V,sisse astuma,entrar
1064,kommen::V,tulema,vir
1065,ankommen::V,saabuma,chegar
1066,zurückkommen::V,tagasi tulema,voltar
1067,zurückkommen::V,tagasi tulema,regressar
1068,bleiben::V,jääma,ficar
1069,bleiben::V,jääma,permanecer
1070,warten::V,ootama,esperar
1071,erwarten::V,ootama,esperar
1072,erwarten::V,ootama,aguardar
1073,erwarten::V,lootma,esperar
1074,erwarten::V,lootma,aguardar
1075,suchen::V,otsima,buscar
1076,suchen::V,otsima,procurar
1077,finden::V,leidma,achar
1078,finden::V,leidma,encontrar
1079,versuchen::V,püüdma,tentar
1080,versuchen::V,üritama,tentar
1081,versuchen::V,katsetama,tentar
1082,vorbereiten::V,valmistama,preparar
1083,lieben::V,armastama,amar
1084,lieben::V,armastama,querer
1085,mögen::V,sallima,gostar de
1086,mögen::V,meeldima,gostar de
1087,lachen::V,naerma,rir
1088,lachen::V,naerma,rir-se
1089,rühren::V,liigutama,comover
1090,rühren::V,heldima panema,comover
1091,weinen::V,nutma,chorar
1092,schimpfen::V,sõimama,ralhar
1093,sich ärgern::V,ärrituma,zangar-se
1094,sich ärgern::V,vihastuma,zangar-se
1095,sich fürchten::V,kartma,ter medo de
1096,sich fürchten::V,kartma,ter receio de
1097,sich fürchten::V,hirmu tundma,ter medo de
1098,sich fürchten::V,hirmu tundma,ter receio de
1099,fürchten::V,kartma,temer
1100,fürchten::V,kartma,recear
1101,fliehen::V,põgenema,fugir
1102,flüchten::V,põgenema,refugiar-se
1103,sehen::V,nägema,ver
1104,anschauen::V,vaatama,olhar
1105,ansehen::V,vaatama,mirar
1106,hören::V,kuulma,ouvir
1107,zuhören::V,kuulama,escutar
1108,probieren::V,proovima,provar
1109,probieren::V,proovima,saborear
1110,riechen::V,nuusutama,cheirar
1111,fühlen::V,tundma,sentir
1112,scheinen::V,näida,parecer
1113,scheinen::V,ilmuda,parecer
1114,zu sehen sein::V,ilmuma,estar à vista
1115,vernehmen::V,üle kuulama,ouvir
1116,frieren::V,külmetada,ter frio
1117,tun::V,tegema,fazer
1118,können::V,võima,saber
1119,können::V,oskama,saber
1120,wollen::V,tahtma,querer
1121,anfangen::V,hakkama,iniciar
1122,anfangen::V,alustama,iniciar
1123,beenden::V,lõpetama,acabar
1124,beenden::V,lõpetama,terminar
1125,aufhören::V,lakkama,cessar
1126,aufhören::V,lakkama,desistir
1127,gelingen::V,õnnestuma,sair bem
1128,gelingen::V,õnnestuma,dar bom resultado
1129,geraten::V,jõudma,sair
1130,geraten::V,jõudma,dar resultado
1131,öffnen::V,avama,abrir
1132,schließen::V,sulgema,fechar
1133,stellen::V,panema,pôr
1134,stellen::V,panema,colocar
1135,stellen::V,asetama,pôr
1136,stellen::V,asetama,colocar
1137,setzen::V,panema,pôr
1138,setzen::V,panema,meter
1139,legen::V,panema,pôr
1140,legen::V,panema,meter
1141,legen::V,asetama,pôr
1142,legen::V,asetama,meter
1143,berühren::V,riivama,tocar
1144,berühren::V,puudutama,tocar
1145,verbinden::V,ühendama,unir
1146,verbinden::V,ühendama,ligar
1147,bedecken::V,katma,cobrir
1148,aufhängen::V,riputama,pendurar
1149,anzünden::V,süütama,acender
1150,aufheben::V,üles tõstma,apanhar
1151,aufheben::V,üles tõstma,levantar
1152,zurücklassen::V,jätma,deixar
1153,verlieren::V,kaotama,perder
1154,fallen lassen::V,maha pillama,deixar cair
1155,fallen lassen::V,kukkuda laskma,deixar cair
1156,machen::V,tegema,fazer
1157,herstellen::V,valmistama,produzir
1158,bauen::V,ehitama,edificar
1159,bauen::V,ehitama,construir
1160,reparieren::V,parandama,reparar
1161,reparieren::V,parandama,consertar
1162,verbessern::V,parandama,melhorar
1163,ändern::V,muutma,mudar
1164,ändern::V,muutma,alterar
1165,ändern::V,ümber tegema,mudar
1166,ändern::V,ümber tegema,alterar
1167,graben::V,kaevama,cavar
1168,beugen::V,painutama,curvar
1169,biegen::V,painutama,vergar
1170,drehen::V,keerama,girar
1171,wenden::V,ümber pöörama,virar
1172,wenden::V,ümber pöörama,voltar
1173,umdrehen::V,ümber keerama,virar
1174,umdrehen::V,ümber keerama,revolver
1175,heben::V,tõstma,levantar
1176,hochheben::V,üles tõstma,erguer
1177,hochheben::V,üles tõstma,levantar
1178,hochheben::V,kõrgele tõstma,erguer
1179,hochheben::V,kõrgele tõstma,levantar
1180,ergreifen::V,haarama,apanhar
1181,halten::V,hoidma,segurar
1182,drücken::V,pigistama,apertar
1183,schieben::V,lükkama,empurrar
1184,kratzen::V,kraapima,raspar
1185,lecken::V,lakkuma,lamber
1186,beißen::V,purema,morder
1187,beißen::V,hammustama,morder
1188,abreißen::V,rebima,arrancar
1189,abreißen::V,ära rebima,arrancar
1190,abschneiden::V,ära lõikama,talhar
1191,binden::V,siduma,ligar
1192,stecken::V,pistma,meter
1193,stecken::V,pistma,enfiar
1194,brechen::V,murdma,romper
1195,brechen::V,murdma,quebrar
1196,klopfen::V,koputama,bater
1197,hauen::V,lööma,bater
1198,kleben::V,kleepima,colar
1199,reiben::V,hõõruma,esfregar
1200,streichen::V,silitama,barrar
1201,schleifen::V,lihvima,afiar
1202,schleifen::V,teritama,afiar
1203,schneiden::V,lõikama,cortar
1204,rütteln::V,raputama,sacudir
1205,schütteln::V,raputama,abanar
1206,schütteln::V,raputama,sacudir
1207,schütteln::V,loksutama,abanar
1208,schütteln::V,loksutama,sacudir
1209,schwenken::V,vehkima,agitar
1210,schwenken::V,lehvitama,agitar
1211,schütten::V,kallama,deitar
1212,füllen::V,täitma,encher
1213,einwickeln::V,sisse mähkima,envolver
1214,einwickeln::V,sisse mähkima,embrulhar
1215,tragen::V,kandma,levar
1216,tragen::V,kandma,trazer
1217,schleppen::V,tassima,arrastar
1218,schleppen::V,lohistama,arrastar
1219,ziehen::V,vedama,puxar
1220,ziehen::V,tõmbama,puxar
1221,aufbewahren::V,säilitama,guardar
1222,aufbewahren::V,säilitama,conservar
1223,aufbewahren::V,alal hoidma,guardar
1224,aufbewahren::V,alal hoidma,conservar
1225,werfen::V,viskama,lançar
1226,fangen::V,püüdma,apanhar
1227,packen::V,kinni haarama,agarrar
1228,packen::V,kinni võtma,agarrar
1229,verstecken::V,peitma,esconder
1230,teilen::V,jagama,partir
1231,teilen::V,jagama,dividir
1232,teilen::V,jaotama,partir
1233,teilen::V,jaotama,dividir
1234,schicken::V,saatma,enviar
1235,bringen::V,viima,trazer
1236,hinzufügen::V,lisama,acrescentar
1237,bekommen::V,saama,obter
1238,erhalten::V,saama,receber
1239,nehmen::V,võtma,tomar
1240,wählen::V,valima,eleger
1241,wählen::V,valima,escolher
1242,auswählen::V,valima,escolher
1243,auswählen::V,valima,seleccionar
1244,bewahren::V,hoidma,guardar
1245,bewahren::V,hoidma,conservar
1246,behindern::V,takistama,impedir
1247,verderben::V,rikkuma,estragar
1248,verderben::V,rikkuma,corromper
1249,beschädigen::V,rikkuma,danificar
1250,zerbrechen::V,katki tegema,romper
1251,zerbrechen::V,katki tegema,quebrar
1252,zerreißen::V,katki rebima,rasgar
1253,zerstören::V,purustama,destruir
1254,verbrennen::V,põletama,queimar
1255,geben::V,andma,dar
1256,reichen::V,andma,passar
1257,reichen::V,ulatama,passar
1258,schenken::V,kinkima,oferecer
1259,versprechen::V,lubama,prometer
1260,versprechen::V,tõotama,prometer
1261,wünschen::V,soovima,desejar
1262,loben::V,kiitma,louvar
1263,küssen::V,suudlema,beijar
1264,wiegen::V,hällitama,embalar
1265,zudecken::V,kaanetama,tapar
1266,zudecken::V,kaanetama,cobrir
1267,zudecken::V,kinni katma,tapar
1268,zudecken::V,kinni katma,cobrir
1269,wecken::V,äratama,acordar
1270,wecken::V,äratama,despertar
1271,zeigen::V,näitama,mostrar
1272,führen::V,juhatama,guiar
1273,führen::V,juhatama,conduzir
1274,lehren::V,õpetama,ensinar
1275,unterrichten::V,õpetama,instruir
1276,aufziehen::V,üles kasvatama,criar
1277,leiten::V,juhtima,dirigir
1278,leiten::V,juhtima,conduzir
1279,antreiben::V,ergutama,impelir
1280,lassen::V,laskma,fazer
1281,einladen::V,kutsuma,convidar
1282,vereinigen::V,ühendama,unir
1283,vereinigen::V,ühendama,reunir
1284,besuchen::V,külastama,ir ver
1285,besuchen::V,külastama,visitar
1286,treffen::V,kohtama,encontrar
1287,sich versammeln::V,kogunema,reunir-se
1288,spielen::V,mängima,jogar
1289,spielen::V,mängima,brincar
1290,singen::V,laulma,cantar
1291,tanzen::V,tantsima,bailar
1292,sich trennen::V,lahku minema,apartar-se
1293,verlassen::V,maha jätma,deixar
1294,verlassen::V,maha jätma,abandonar
1295,retten::V,päästma,salvar
1296,bewachen::V,valvama,vigiar
1297,bewachen::V,valvama,guardar
1298,schützen::V,kaitsma,proteger
1299,verteidigen::V,kaitsma,defender
1300,sich schlagen::V,kaklema,brigar
1301,sich schlagen::V,kaklema,bater-se
1302,schießen::V,tulistama,disparar
1303,siegen::V,võitma,vencer
1304,ärgern::V,ärritama,irritar
1305,ärgern::V,ärritama,aborrecer
1306,ärgern::V,vihastama,irritar
1307,ärgern::V,vihastama,aborrecer
1308,schlagen::V,lööma,bater
1309,treten::V,sõtkuma,pisar
1310,stechen::V,pistma,picar
1311,stechen::V,torkama,picar
1312,stoßen::V,tõukama,empurrar
1313,stehlen::V,varastama,furtar
1314,stören::V,segama,perturbar
1315,stören::V,häirima,perturbar
1316,belästigen::V,ahistama,incomodar
1317,belästigen::V,ahistama,importunar
1318,verbergen::V,peitma,ocultar
1319,verbergen::V,peitma,esconder
1320,verbergen::V,varjama,ocultar
1321,verbergen::V,varjama,esconder
1322,täuschen::V,petma,iludir
1323,täuschen::V,petma,enganar
1324,täuschen::V,tüssama,iludir
1325,täuschen::V,tüssama,enganar
1326,betrügen::V,petma,burlar
1327,betrügen::V,petma,enganar
1328,betrügen::V,tüssama,burlar
1329,betrügen::V,tüssama,enganar
1330,betrügen::V,truudust murtma,burlar
1331,betrügen::V,truudust murtma,enganar
1332,töten::V,tapma,matar
1333,töten::V,surmama,matar
1334,wohnen::V,elama,morar
1335,arbeiten::V,töötama,trabalhar
1336,sammeln::V,koguma,recolher
1337,sammeln::V,koguma,coleccionar
1338,sammeln::V,korjama,recolher
1339,sammeln::V,korjama,coleccionar
1340,pflücken::V,noppima,colher
1341,jagen::V,jahtima,caçar
1342,fischen::V,kalastama,pescar
1343,fischen::V,kala püüdma,pescar
1344,fassen::V,püüdma,apanhar
1345,hüten::V,karjatama,guardar
1346,treiben::V,ajama,conduzir
1347,anbinden::V,kinni siduma,atar
1348,füttern::V,söötma,dar de comer a
1349,melken::V,lüpsma,ordenhar
1350,hacken::V,raiuma,rachar
1351,hacken::V,lõhkuma,rachar
1352,gießen::V,kastma,regar
1353,reifen::V,valmima,amadurecer
1354,zubereiten::V,valmistama,preparar
1355,kochen::V,keetma,cozer
1356,backen::V,küpsetama,cozer
1357,braten::V,praadima,assar
1358,braten::V,praadima,fritar
1359,umrühren::V,segama,remexer
1360,stricken::V,kuduma,tricotar
1361,stricken::V,kuduma,fazer malha
1362,nähen::V,õmblema,coser
1363,nähen::V,õmblema,costurar
1364,färben::V,värvima,tingir
1365,färben::V,värvima,colorir
1366,reinigen::V,puhastama,limpar
1367,reinigen::V,puhastama,purificar
1368,waschen::V,pesema,lavar
1369,abwischen::V,puhtaks pühkima,limpar
1370,abwischen::V,puhtaks pühkima,esfregar
1371,spülen::V,uhtma,lavar
1372,spülen::V,uhtma,enxaguar
1373,fegen::V,pühkima,varrer
1374,kehren::V,pühkima,varrer
1375,baden::V,suplema,banhar
1376,baden::V,suplema,tomar banho
1377,baden::V,kümblema,banhar
1378,baden::V,kümblema,tomar banho
1379,sich waschen::V,end pesema,lavar-se
1380,ausziehen::V,käest võtma,despir
1381,ausziehen::V,jalast võtma,despir
1382,ausziehen::V,seljast võtma,despir
1383,anziehen::V,jalga panema,vestir
1384,sich anziehen::V,riietuma,vestir-se
1385,kämmen::V,kammima,pentear
1386,schmücken::V,kaunistama,adornar
1387,sagen::V,ütlema,dizer
1388,sprechen::V,rääkima,falar
1389,sprechen::V,kõnelema,falar
1390,reden::V,kõnelema,falar
1391,sich unterhalten::V,vestlema,conversar
1392,fragen::V,küsima,perguntar
1393,bitten::V,paluma,pedir
1394,erzählen::V,jutustama,contar
1395,mitteilen::V,teatama,comunicar
1396,mitteilen::V,teatama,participar
1397,mitteilen::V,teada andma,comunicar
1398,mitteilen::V,teada andma,participar
1399,nennen::V,nimetama,nomear
1400,nennen::V,nimetama,apelidar
1401,rufen::V,kutsuma,chamar
1402,prahlen::V,hooplema,gabar-se
1403,prahlen::V,hooplema,vangloriar-se
1404,übersetzen::V,tõlkima,traduzir
1405,denken::V,mõtlema,pensar
1406,glauben::V,uskuma,crer
1407,bemerken::V,märkama,notar
1408,bemerken::V,märkama,observar
1409,erkennen::V,ära tundma,reconhecer
1410,begreifen::V,aru saama,apreender
1411,begreifen::V,aru saama,compreender
1412,verstehen::V,mõistma,entender
1413,verstehen::V,mõistma,compreender
1414,lernen::V,õppima,aprender
1415,wissen::V,teadma,saber
1416,sich erinnern an::V,mäletama,lembrar-se de
1417,sich erinnern an::V,mäletama,recordar-se de
1418,vergessen::V,unustama,esquecer
1419,messen::V,mõõtma,medir
1420,zählen::V,loendama,contar
1421,rechnen::V,arvutama,calcular
1422,lesen::V,lugema,ler
1423,malen::V,maalima,pintar
1424,zeichnen::V,joonistama,desenhar
1425,schreiben::V,kirjutama,escrever
1426,besitzen::V,omama,possuir
1427,kaufen::V,ostma,comprar
1428,verkaufen::V,müüma,vender
1429,bezahlen::V,tasuma,pagar
1430,zahlen::V,maksma,pagar
1431,beherrschen::V,valitsema,imperar
1432,ertragen::V,taluma,suportar
