,Concept_ID,mhr,lv
158,Wasser::N,вӱд,ва
159,Wasser::N,вӱд,ūdens
160,Stein::N,кӱ,из
161,Stein::N,кӱ,akmens
162,Boden::N,рок,му
163,Boden::N,рок,augsne
164,Erde::N,мла́нде,му
165,Erde::N,мла́нде,му-ва
166,Erde::N,мла́нде,zeme
167,Staub::N,пура́к,бус
168,Staub::N,пура́к,putekļi
169,Rauch::N,шикш,тшын
170,Rauch::N,шикш,dūmi
171,Funke::N,сеске́м,кинь
172,Funke::N,сеске́м,би кинь
173,Funke::N,сеске́м,dzirkstele
174,Funke::N,тулйы́п,кинь
175,Funke::N,тулйы́п,би кинь
176,Funke::N,тулйы́п,dzirkstele
177,Feuer::N,тул,би
178,Feuer::N,тул,uguns
179,Licht::N,со́то,югӧр
180,Licht::N,со́то,gaisma
181,Schatten::N,ӱ́мыл,вуджӧр
182,Schatten::N,ӱ́мыл,ēna
183,Wetter::N,иге́че,поводдя
184,Wetter::N,иге́че,laiks
185,Nebel::N,тӱтыра́,ру
186,Nebel::N,тӱтыра́,онь
187,Nebel::N,тӱтыра́,migla
188,Wolke::N,пыл,кымӧр
189,Wolke::N,пыл,mākonis
190,Regen::N,йӱр,зэр
191,Regen::N,йӱр,lietus
192,Schnee::N,лум,лым
193,Schnee::N,лум,sniegs
194,Eis::N,ий,йи
195,Eis::N,ий,ledus
196,Frost::N,чатлама́,кӧдзыд
197,Frost::N,чатлама́,sals
198,Kälte::N,йӱ́штӧ,кӧдзыд
199,Kälte::N,йӱ́штӧ,saltums
200,Kälte::N,йӱ́штӧ,aukstums
201,Hitze::N,шо́кшо,пӧсь
202,Hitze::N,шо́кшо,гожӧд
203,Hitze::N,шо́кшо,karstums
204,Raureif::N,пӧрш,пуж
205,Raureif::N,пӧрш,гыӧр
206,Raureif::N,пӧрш,sarma
207,Raureif::N,по́кшым,пуж
208,Raureif::N,по́кшым,гыӧр
209,Raureif::N,по́кшым,sarma
210,Regenbogen::N,шонанпы́л,ӧшкамӧшка
211,Regenbogen::N,шонанпы́л,varavīksne
212,Donner::N,кӱ́дырчӧ,гым
213,Donner::N,кӱ́дырчӧ,pērkons
214,Strömung::N,йо́гын,ва ныр
215,Strömung::N,йо́гын,визувтӧм
216,Strömung::N,йо́гын,straume
217,Strömung::N,йо́гын,strāvojums
218,Tropfen::N,чӱча́лтыш,войт
219,Tropfen::N,чӱча́лтыш,lāse
220,Schaum::N,шоҥ,быг
221,Schaum::N,шоҥ,быгзьӧм
222,Schaum::N,шоҥ,putas
223,Schmutz::N,лавыра́,няйт
224,Schmutz::N,лавыра́,dubļi
225,See::N,ер,ты
226,See::N,ер,ezers
227,Sumpf::N,лӱ́кӧ,гыбад
228,Sumpf::N,лӱ́кӧ,кад
229,Sumpf::N,лӱ́кӧ,dumbrājs
230,Sumpf::N,лӱ́кӧ,staignājs
231,Moor::N,куп,нюр
232,Moor::N,куп,purvs
233,Moor::N,куп,muklājs
234,Wiese::N,о́лык,видз
235,Wiese::N,о́лык,pļava
236,Wald::N,чодыра́,вӧр
237,Wald::N,чодыра́,mežs
238,Hügel::N,арка́,дзиб
239,Hügel::N,арка́,мыльк
240,Hügel::N,арка́,нӧрыс
241,Hügel::N,арка́,paugurs
242,Anhöhe::N,тӧва́,мыльк
243,Anhöhe::N,тӧва́,нӧрыс
244,Anhöhe::N,тӧва́,paugurs
245,Anhöhe::N,кӱкшака́,мыльк
246,Anhöhe::N,кӱкшака́,нӧрыс
247,Anhöhe::N,кӱкшака́,paugurs
248,Berg::N,ку́рык,чой
249,Berg::N,ку́рык,керӧс
250,Berg::N,ку́рык,kalns
251,Gipfel::N,чаҥга́,чук
252,Gipfel::N,чаҥга́,virsotne
253,Gipfel::N,курыкву́й,чук
254,Gipfel::N,курыкву́й,virsotne
255,Höhle::N,пеще́р,рудӧг
256,Höhle::N,пеще́р,ala
257,Höhle::N,курыкпо́мыш,рудӧг
258,Höhle::N,курыкпо́мыш,ala
259,Abhang::N,та́йыл,ньывк
260,Abhang::N,та́йыл,бокша
261,Abhang::N,та́йыл,nogāze
262,Quelle::N,важ,ӧшмӧс
263,Quelle::N,важ,avots
264,Quelle::N,вӱдшинча́,ӧшмӧс
265,Quelle::N,вӱдшинча́,avots
266,Bach::N,изэҥе́р,шор
267,Bach::N,изэҥе́р,urga
268,Bach::N,изэҥе́р,strauts
269,Fluss::N,эҥе́р,ю
270,Fluss::N,эҥе́р,upe
271,Ufer::N,сер,вадор
272,Ufer::N,сер,krasts
273,Küste::N,вӱдтӱ́р,вадор
274,Küste::N,вӱдтӱ́р,piekraste
275,Festland::N,мла́нде,му
276,Festland::N,мла́нде,sauszeme
277,Meer::N,те́ҥыз,саридз
278,Meer::N,те́ҥыз,jūra
279,Bucht::N,икса́,куръя
280,Bucht::N,икса́,līcis
281,Insel::N,отро́,ді
282,Insel::N,отро́,sala
283,Blume::N,пеле́дыш,дзоридз
284,Blume::N,пеле́дыш,puķe
285,Blume::N,пеле́дыш,zieds
286,Gras::N,шу́до,турун
287,Gras::N,шу́до,zāle
288,Wurzel::N,вож,вуж
289,Wurzel::N,вож,sakne
290,Baum::N,пуше́ҥге,пу
291,Baum::N,пуше́ҥге,koks
292,Stamm::N,йы́тыр,пучер
293,Stamm::N,йы́тыр,stumbrs
294,Rinde::N,шӱм,кырсь
295,Rinde::N,шӱм,miza
296,Ast::N,укш,ув
297,Ast::N,укш,zars
298,Zweig::N,торма́к,вож
299,Zweig::N,торма́к,nozare
300,Blatt::N,лышта́ш,кор
301,Blatt::N,лышта́ш,lapa
302,Birke::N,куэ́,кыдз
303,Birke::N,куэ́,bērzs
304,Kiefer[Baum]::N,пӱ́нчӧ,пожӧм
305,Kiefer[Baum]::N,пӱ́нчӧ,priede
306,Weide[Baum]::N,уа́,бадь
307,Weide[Baum]::N,уа́,kārkls
308,Tanne::N,кож,коз
309,Tanne::N,кож,egle
310,Horn::N,шур,сюр
311,Horn::N,шур,rags
312,Feder::N,пы́стыл,гӧн
313,Feder::N,пы́стыл,тывборд
314,Feder::N,пы́стыл,spalva
315,Fell::N,кова́ште,ку
316,Fell::N,кова́ште,āda
317,Flügel::N,шу́лдыр,борд
318,Flügel::N,шу́лдыр,spārns
319,Klaue::N,кӱч,гыж
320,Klaue::N,кӱч,nags
321,Kralle::N,ла́па,гыж
322,Kralle::N,ла́па,nags
323,Kralle::N,копа́,гыж
324,Kralle::N,копа́,nags
325,Schwanz::N,поч,бӧж
326,Schwanz::N,поч,ļipa
327,Ei::N,му́но,кольк
328,Ei::N,му́но,ola
329,Nest::N,пыжа́ш,поз
330,Nest::N,пыжа́ш,ligzda
331,Bau::N,пыжа́ш,горс
332,Bau::N,пыжа́ш,пырмӧс
333,Bau::N,пыжа́ш,гу
334,Bau::N,пыжа́ш,ala
335,Tier::N,я́нлык,пемӧс
336,Tier::N,я́нлык,dzīvnieks
337,Tier::N,живо́тный,пемӧс
338,Tier::N,живо́тный,dzīvnieks
339,Herde::N,кӱ́тӱ,стада
340,Herde::N,кӱ́тӱ,кельӧб
341,Herde::N,кӱ́тӱ,ganāmpulks
342,Herde::N,тӱшка́,стада
343,Herde::N,тӱшка́,кельӧб
344,Herde::N,тӱшка́,ganāmpulks
345,Kuh::N,ушка́л,мӧс
346,Kuh::N,ушка́л,govs
347,Bulle::N,ӱ́шкыж,ӧш
348,Bulle::N,ӱ́шкыж,bullis
349,Pferd::N,и́мне,вӧв
350,Pferd::N,и́мне,zirgs
351,Schaf::N,шо́рык,ыж
352,Schaf::N,шо́рык,aita
353,Schwein::N,сӧсна́,порсь
354,Schwein::N,сӧсна́,cūka
355,Hund::N,пий,пон
356,Hund::N,пий,suns
357,Katze::N,пы́рыс,кань
358,Katze::N,пы́рыс,kaķis
359,Bär::N,маска́,ош
360,Bär::N,маска́,lācis
361,Eichhörnchen::N,ур,ур
362,Eichhörnchen::N,ур,vāvere
363,Elch::N,шо́рдо,йӧра
364,Elch::N,шо́рдо,alnis
365,Fuchs::N,ры́выж,руч
366,Fuchs::N,ры́выж,lapsa
367,Hase::N,мера́ҥ,кӧч
368,Hase::N,мера́ҥ,zaķis
369,Maus::N,коля́,шыр
370,Maus::N,коля́,pele
371,Wolf::N,пи́ре,кӧин
372,Wolf::N,пи́ре,vilks
373,Vogel::N,ка́йык,кай
374,Vogel::N,ка́йык,лэбач
375,Vogel::N,ка́йык,putns
376,Schwarm::N,каша́к,чукӧр
377,Schwarm::N,каша́к,spiets
378,Huhn::N,чы́ве,курӧг
379,Huhn::N,чы́ве,vista
380,Hahn::N,агыта́н,петук
381,Hahn::N,агыта́н,gailis
382,Gans::N,ко́мбо,дзодзӧг
383,Gans::N,ко́мбо,zoss
384,Adler::N,карагу́ш,кутш
385,Adler::N,карагу́ш,ērglis
386,Ente::N,лу́до,утка
387,Ente::N,лу́до,pīle
388,Eule::N,тумна́,сюзь
389,Eule::N,тумна́,pūce
390,Kranich::N,турня́,тури
391,Kranich::N,турня́,dzērve
392,Krähe::N,кора́к,рака
393,Krähe::N,кора́к,vārna
394,Kuckuck::N,куку́,кӧк
395,Kuckuck::N,куку́,dzeguze
396,Schwan::N,йӱ́ксӧ,юсь
397,Schwan::N,йӱ́ксӧ,gulbis
398,Fisch::N,кол,чери
399,Fisch::N,кол,zivs
400,Barsch::N,ола́ҥге,ёкыш
401,Barsch::N,ола́ҥге,asaris
402,Hecht::N,нуж,сир
403,Hecht::N,нуж,līdaka
404,Hecht::N,чорта́н,сир
405,Hecht::N,чорта́н,līdaka
406,Schlange[Tier]::N,ки́шке,кый
407,Schlange[Tier]::N,ки́шке,čūska
408,Wurm::N,шукш,номыр
409,Wurm::N,шукш,tārps
410,Spinne::N,эҥыре́мыш,черань
411,Spinne::N,эҥыре́мыш,zirneklis
412,Ameise::N,ку́тко,кодзувкот
413,Ameise::N,ку́тко,skudra
414,Laus::N,тий,той
415,Laus::N,тий,uts
416,Mücke::N,шыҥа́,ном
417,Mücke::N,шыҥа́,ods
418,Fliege::N,ка́рме,гут
419,Fliege::N,ка́рме,muša
420,Schmetterling::N,лы́ве,бобув
421,Schmetterling::N,лы́ве,tauriņš
422,Beere::N,мӧр,тусь
423,Beere::N,мӧр,вотӧс
424,Beere::N,мӧр,oga
425,Apfel::N,олма́,яблӧг
426,Apfel::N,олма́,ābols
427,Pilz::N,по́ҥго,тшак
428,Pilz::N,по́ҥго,sēne
429,Zwiebel::N,шога́н,луккок
430,Zwiebel::N,шога́н,йӧнгыль
431,Zwiebel::N,шога́н,sīpols
432,Saat::N,нӧ́шмӧ,тусь
433,Saat::N,нӧ́шмӧ,кӧйдыс
434,Saat::N,нӧ́шмӧ,sēkla
435,Saat::N,туш,тусь
436,Saat::N,туш,кӧйдыс
437,Saat::N,туш,sēkla
438,Korn::N,шу́рно,тусь
439,Korn::N,шу́рно,grauds
440,Heu::N,шу́до,турун
441,Heu::N,шу́до,siens
442,Schale::N,шӱм,кор
443,Schale::N,шӱм,čaula
444,Schale::N,шӱм,čaumala
445,Grube::N,выне́м,гу
446,Grube::N,выне́м,bedre
447,Falle::N,лӧ́дӧ,лэч
448,Falle::N,лӧ́дӧ,slazds
449,Falle::N,лӧ́дӧ,lamatas
450,Schlinge::N,о́птыш,лэч
451,Schlinge::N,о́птыш,cilpa
452,Schlinge::N,шӧрга́лтыш,лэч
453,Schlinge::N,шӧрга́лтыш,cilpa
454,Spur::N,кыша́,туй
455,Spur::N,кыша́,pēda
456,Asche::N,ло́мыж,пӧм
457,Asche::N,ло́мыж,pelni
458,Dreck::N,лавыра́,няйт
459,Dreck::N,лавыра́,dubļi
460,Eisen::N,кӱ́ртньӧ,кӧрт
461,Eisen::N,кӱ́ртньӧ,dzelzs
462,Gold::N,шӧ́ртньӧ,зарни
463,Gold::N,шӧ́ртньӧ,zelts
464,Silber::N,ший,эзысь
465,Silber::N,ший,sudrabs
466,Kohle::N,мландышӱ́й,шом
467,Kohle::N,мландышӱ́й,ogle
468,Glas::N,янда́,стеклӧ
469,Glas::N,янда́,stikls
470,Lehm::N,шун,сёй
471,Lehm::N,шун,māls
472,Sand::N,ошма́,лыа
473,Sand::N,ошма́,smiltis
474,Mensch::N,еҥ,морт
475,Mensch::N,еҥ,cilvēks
476,Mensch::N,айде́ме,морт
477,Mensch::N,айде́ме,cilvēks
478,Mann::N,пӧръе́ҥ,аймӧрт
479,Mann::N,пӧръе́ҥ,мужичӧй
480,Mann::N,пӧръе́ҥ,vīrietis
481,Frau::N,ӱдырама́ш,ань
482,Frau::N,ӱдырама́ш,нывбаба
483,Frau::N,ӱдырама́ш,sieviete
484,Kind::N,аза́,кага
485,Kind::N,аза́,bērns
486,Junge::N,рве́зе,пи
487,Junge::N,рве́зе,zēns
488,Junge::N,рве́зе,puika
489,Junge::N,рве́зе,puisis
490,Mädchen::N,ӱдыра́ш,ныв
491,Mädchen::N,ӱдыра́ш,meiča
492,Mädchen::N,ӱдыра́ш,skuķis
493,Mädchen::N,ӱдыра́ш,meitene
494,Familie::N,еш,семья
495,Familie::N,еш,ģimene
496,Großvater::N,коча́,пӧль
497,Großvater::N,коча́,vecaistēvs
498,Großmutter::N,кова́,баб
499,Großmutter::N,кова́,vecāmāte
500,Eltern::N,ача́-ава́,ай-мам
501,Eltern::N,ача́-ава́,бать-мам
502,Eltern::N,ача́-ава́,vecāki
503,Vater::N,ача́,бать
504,Vater::N,ача́,ай
505,Vater::N,ача́,tēvs
506,Mutter::N,ава́,мам
507,Mutter::N,ава́,māte
508,Sohn::N,э́рге,пи
509,Sohn::N,э́рге,dēls
510,Tochter::N,ӱ́дыр,ныв
511,Tochter::N,ӱ́дыр,meita
512,Bruder::N,иза́,вок
513,Bruder::N,иза́,brālis
514,Bruder::N,шо́льо,вок
515,Bruder::N,шо́льо,brālis
516,Schwester::N,ака́,чой
517,Schwester::N,ака́,māsa
518,Onkel::N,иза́,дядь
519,Onkel::N,иза́,tēvocis
520,Tante::N,кока́,тьӧт
521,Tante::N,кока́,tante
522,Ehemann::N,мари́й,верӧс
523,Ehemann::N,мари́й,vīrs
524,Ehefrau::N,ва́те,гӧтыр
525,Ehefrau::N,ва́те,sieva
526,Freude::N,куа́н,радлун
527,Freude::N,куа́н,prieks
528,Freude::N,куаныма́ш,радлун
529,Freude::N,куаныма́ш,prieks
530,Gelächter::N,во́штылтыш,серам
531,Gelächter::N,во́штылтыш,smiekli
532,Glück::N,пиа́л,шуд
533,Glück::N,пиа́л,laime
534,Kummer::N,о́йго,шог
535,Kummer::N,о́йго,bēdas
536,Kummer::N,о́йго,raizes
537,Wunsch::N,ку́мыл,кӧсйӧм
538,Wunsch::N,ку́мыл,vēlme
539,Wunsch::N,ку́мыл,vēlējums
540,Lust::N,ку́мыл,кыскӧм
541,Lust::N,ку́мыл,радейтӧм
542,Lust::N,ку́мыл,kāre
543,Geist::N,ӧрт,лов
544,Geist::N,ӧрт,gars
545,Geist::N,чон,лов
546,Geist::N,чон,gars
547,Gedanke::N,ой,мӧвп
548,Gedanke::N,ой,doma
549,Gedanke::N,шоныма́ш,мӧвп
550,Gedanke::N,шоныма́ш,doma
551,Gedächtnis::N,шарныма́ш,паметь
552,Gedächtnis::N,шарныма́ш,atmiņa
553,Verstand::N,уш,вежӧр
554,Verstand::N,уш,prāts
555,Sinn::N,смысл,мог
556,Sinn::N,смысл,вежӧртас
557,Sinn::N,смысл,nozīme
558,Grund::N,ама́л,помка
559,Grund::N,ама́л,pamats
560,Grund::N,ама́л,iemesls
561,Wahrheit::N,чын,збыль
562,Wahrheit::N,чын,збыльтор
563,Wahrheit::N,чын,taisnība
564,Wahrheit::N,чын,patiesība
565,Gespräch::N,мутланыма́ш,сёрни
566,Gespräch::N,мутланыма́ш,saruna
567,Märchen::N,йома́к,мойд
568,Märchen::N,йома́к,pasaka
569,Erzählung::N,ойлыма́ш,висьт
570,Erzählung::N,ойлыма́ш,stāsts
571,Erzählung::N,ойлыма́ш,nostāsts
572,Nachricht::N,увертарыма́ш,юӧртӧм
573,Nachricht::N,увертарыма́ш,ziņa
574,Neuigkeit::N,уве́р,выльтор
575,Neuigkeit::N,уве́р,jaunums
576,Name::N,лӱм,ним
577,Name::N,лӱм,vārds
578,Rätsel::N,ту́што,нӧдкыв
579,Rätsel::N,ту́што,mīkla
580,Rede::N,ойлыма́ш,сёрни
581,Rede::N,ойлыма́ш,runa
582,Sprache::N,йы́лме,кыв
583,Sprache::N,йы́лме,valoda
584,Stimme::N,йӱк,гӧлӧс
585,Stimme::N,йӱк,вом шы
586,Stimme::N,йӱк,balss
587,Wort::N,ой,кыв
588,Wort::N,ой,vārds
589,Wort::N,мут,кыв
590,Wort::N,мут,vārds
591,Zeichen::N,ти́ште,пас
592,Zeichen::N,ти́ште,zīme
593,Zeichen::N,знак,пас
594,Zeichen::N,знак,zīme
595,Ruf::N,ӱжма́ш,чукӧстчӧм
596,Ruf::N,ӱжма́ш,корӧм
597,Ruf::N,ӱжма́ш,sauciens
598,Lärm::N,лӱшкыма́ш,шы
599,Lärm::N,лӱшкыма́ш,зык
600,Lärm::N,лӱшкыма́ш,зычитӧм
601,Lärm::N,лӱшкыма́ш,troksnis
602,Lärm::N,йӱк-йӱа́н,шы
603,Lärm::N,йӱк-йӱа́н,зык
604,Lärm::N,йӱк-йӱа́н,зычитӧм
605,Lärm::N,йӱк-йӱа́н,troksnis
606,Laut::N,йӱк,шы
607,Laut::N,йӱк,skaņa
608,Ton::N,йӱксе́м,шы
609,Ton::N,йӱксе́м,tonis
610,Lied::N,му́ро,сьылан
611,Lied::N,му́ро,сьыланкыв
612,Lied::N,му́ро,dziesma
613,Ruhe::N,ты́мык,чӧв
614,Ruhe::N,ты́мык,miers
615,Leute::N,еҥ-влак,йӧз
616,Leute::N,еҥ-влак,войтыр
617,Leute::N,еҥ-влак,ļaudis
618,Leute::N,еҥ-влак,cilvēki
619,Volk::N,ка́лык,йӧз
620,Volk::N,ка́лык,войтыр
621,Volk::N,ка́лык,tauta
622,Arbeit::N,паша́,удж
623,Arbeit::N,паша́,darbs
624,Gast::N,уна́,гӧсть
625,Gast::N,уна́,viešņa
626,Gast::N,уна́,ciemiņš
627,Geschenk::N,пӧле́к,козин
628,Geschenk::N,пӧле́к,dāvana
629,Spiel::N,мо́дыш,ворсан
630,Spiel::N,мо́дыш,rotaļa
631,Spiel::N,модма́ш,ворсан
632,Spiel::N,модма́ш,rotaļa
633,Gesellschaft::N,тӱшка́,котыр
634,Gesellschaft::N,тӱшка́,biedrība
635,Gesellschaft::N,тӱшка́,kompānija
636,Hilfe::N,по́лыш,отсӧг
637,Hilfe::N,по́лыш,palīdzība
638,Freund::N,таҥ,ёрт
639,Freund::N,таҥ,draugs
640,Freund::N,йолта́ш,ёрт
641,Freund::N,йолта́ш,draugs
642,Kamerad::N,таҥ,ёрт
643,Kamerad::N,таҥ,biedrs
644,Angelegenheit::N,паша́,мог
645,Angelegenheit::N,паша́,делӧ
646,Angelegenheit::N,паша́,darīšana
647,Anzahl::N,чот,лыд
648,Anzahl::N,чот,тшӧт
649,Anzahl::N,чот,skaits
650,Anzahl::N,чот,daudzums
651,Art::N,вид,сикас
652,Art::N,вид,suga
653,Art::N,вид,šķira
654,Stück::N,ка́тыш,тор
655,Stück::N,ка́тыш,gabals
656,Stück::N,ла́стык,тор
657,Stück::N,ла́стык,gabals
658,Teil::N,ужа́ш,юкӧн
659,Teil::N,ужа́ш,daļa
660,Hälfte::N,пел,пӧв
661,Hälfte::N,пел,джын
662,Hälfte::N,пел,puse
663,Hälfte::N,пе́ле,пӧв
664,Hälfte::N,пе́ле,джын
665,Hälfte::N,пе́ле,puse
666,Kreis::N,ты́ртыш,кытш
667,Kreis::N,ты́ртыш,aplis
668,Kreis::N,ты́ртыш,riņķis
669,Kreuz::N,ыре́с,перна
670,Kreuz::N,ыре́с,крест
671,Kreuz::N,ыре́с,krusts
672,Linie::N,ли́ний,визь
673,Linie::N,ли́ний,līnija
674,Strich::N,коре́ш,визь
675,Strich::N,коре́ш,svītra
676,Abstand::N,кокла́,кост
677,Abstand::N,кокла́,коласт
678,Abstand::N,кокла́,atstarpe
679,Entfernung::N,тора́,ылна
680,Entfernung::N,тора́,attālums
681,Entfernung::N,тора́,atstatums
682,Entfernung::N,ку́жыт,ылна
683,Entfernung::N,ку́жыт,attālums
684,Entfernung::N,ку́жыт,atstatums
685,Gegend::N,кунде́м,му-ва
686,Gegend::N,кунде́м,apvidus
687,Gegend::N,кунде́м,apgabals
688,Platz::N,ку́мдык,ылдӧс
689,Platz::N,ку́мдык,йир
690,Platz::N,ку́мдык,гӧгӧртас
691,Platz::N,ку́мдык,vieta
692,Ort::N,вер,ин
693,Ort::N,вер,места
694,Ort::N,вер,vieta
695,Ort::N,о́лмо,ин
696,Ort::N,о́лмо,места
697,Ort::N,о́лмо,vieta
698,Seite::N,ӧ́рдыж,бок
699,Seite::N,ӧ́рдыж,ӧтарладор
700,Seite::N,ӧ́рдыж,sāns
701,Mitte::N,покше́л,шӧр
702,Mitte::N,покше́л,vidus
703,Gegenstand::N,наста́,кӧлуй
704,Gegenstand::N,наста́,priekšmets
705,Sache::N,наста́,добра
706,Sache::N,наста́,lieta
707,Rand::N,тӱр,дор
708,Rand::N,тӱр,mala
709,Rand::N,тӱр,apmale
710,Kante::N,тӱр,дор
711,Kante::N,тӱр,šķautne
712,Ecke::N,лук,пельӧс
713,Ecke::N,лук,kakts
714,Ecke::N,лук,stūris
715,Spitze::N,вуй,йыв
716,Spitze::N,вуй,smaile
