,Concept_ID,az,av
747,dann::ADV,onda,цинги
748,gestern::ADV,dünən,сон
749,einst::ADV,əvvəllər,цин
750,damals::ADV,o vaxt,гьебмехалъ
751,damals::ADV,o vaxt,гьебмехалда
752,danach::ADV,sonra,цинги
753,danach::ADV,sonra,хадуса
754,vorher::ADV,qabaqcadan,цебе
755,zuerst::ADV,əvvəl,тӏоцебе
756,einmal::ADV,bir dəfə,цинцӏул
757,einmal::ADV,bir dəfə,цихӏин
758,einmal::ADV,bir dəfə,цоцӏул
759,manchmal::ADV,hərdənbir,олоцӏул
760,oft::ADV,tez-tez,гӏемерго
761,oft::ADV,çox vaxt,гӏемерго
762,immer::ADV,daimi,кидаго
763,immer::ADV,həmişə,кидаго
764,niemals::ADV,əsla,киданиги
765,niemals::ADV,heç bir zaman,киданиги
766,hier::ADV,bura,аниб
767,hier::ADV,burada,аниб
768,hierhin::ADV,buraya,анибехун
769,von hier::ADV,buradan,гьаниса
770,dort::ADV,ora,гьениб
771,dort::ADV,orada,гьениб
772,dorthin::ADV,oraya,гьадаба
773,geradeaus::ADV,düz,битӏутӏа
774,vorwärts::ADV,irəli,цебехун
775,rückwärts::ADV,geri,нахъ-нахъ
776,zurück::ADV,geriyə,нахъе
777,unten::ADV,aşağıda,ахакь
778,unten::ADV,aşağıda,гъоркь
779,hinab::ADV,aşağı,эхебе
780,oben::ADV,yuxarıda,тӏад
781,oben::ADV,yuxarıda,тӏадехун
782,hinauf::ADV,yuxarı,эхеде
783,überall::ADV,hər yerdə,кибго
784,nicht::ADV,-ma-,
785,ein wenig::ADV,bir az,дагьабго
786,kaum::ADV,güclə,хӏалалъ
787,sehr::ADV,çox,кутакалда
788,so::ADV,belə,гьедин
789,noch::ADV,hələ,жеги
790,nur::ADV,yalnız,гӏӣцӏго
791,schon::ADV,artıq,
792,wieder::ADV,yenə,на́хъеги
793,vergebens::ADV,boş yerə,чӏалгӏаде
794,vor::PRP,önündə,цебе
795,hinter::PRP,arxasında,хадуса
796,unter::PRP,altında,ахакь
797,unter::PRP,altında,гъоркь
798,durch::PRP,içindən,
799,neben::PRP,yanında,аскӏо
800,zwischen::PRP,arasında,гьоркьоб
801,wegen::PRP,üçün,гьелда
802,wegen::PRP,ötəri,гьелда
803,dies::PRN,bu,гьаб
804,dies::PRN,bu,гьеб
805,das::PRN,o,доб
806,alles::PRN,hər şey,
807,ich::PRN,mən,дун
808,du::PRN,sən,дуца
809,er::PRN,o,доб
810,wir::PRN,biz,ниж
811,ihr::PRN,siz,нуж
812,sie::PRN,onlar,дол
813,sie::PRN,onlar,эл
814,was::FPRN,nə,щиб
815,wer::FPRN,kim,щиб
816,wo::FADV,harada,киб
817,wo::FADV,harada,кибехун
818,wohin::FADV,haraya,кибехун
819,wie::FADV,necə,кин
820,warum::FADV,niyə,щай
821,warum::FADV,nə üçün,щай
822,wieviel::FNUM,neçə,кигӏан
823,wieviel::FNUM,nə qədər,кигӏан
824,eins::NUM,bir,цо
825,zwei::NUM,iki,кӏиго
826,drei::NUM,üç,лъабго
827,vier::NUM,dörd,ункъо
828,fünf::NUM,beş,щуго
829,sechs::NUM,altı,анлъго
830,sieben::NUM,yeddi,анкьго
831,acht::NUM,səkkiz,микьго
832,neun::NUM,doqquz,ичӏго
833,zehn::NUM,on,анцӏго
834,elf::NUM,on bir,анцӏила цо
835,zwölf::NUM,on iki,кӏиго-анцӏила
836,zwanzig::NUM,iyirmi,къого
837,dreißig::NUM,otuz,лъеберго
838,vierzig::NUM,qırx,кӏикъого
839,fünfzig::NUM,əlli,кӏикъо́ялда анцӏго
840,sechzig::NUM,altmış,лъабкъого
841,siebzig::NUM,yetmiş,лъабкъо́ялда анцӏго
842,achtzig::NUM,səksən,ункъого
843,neunzig::NUM,doxsan,ункъоялда а́нцӏила
844,hundert::NUM,yüz,нусго
845,tausend::NUM,min,азарго
846,und::CNJ,və,ва
847,und::CNJ,və,-ги
848,oder::CNJ,ya,ялъуни
849,stehen::V,durmaq,бахъунчӏезе
850,sitzen::V,oturmaq,гӏодов чӏезе
851,liegen::V,uzanmaq,бегизе
852,hängen::V,asılmaq,базе
853,werden::V,olmaq,бахъине
854,passieren::V,olmaq,лъугьине
855,passieren::V,olmaq,лъугьа-бахъине
856,passieren::V,baş vermək,лъугьине
857,passieren::V,baş vermək,лъугьа-бахъине
858,beginnen::V,başlamaq,байбихьизе
859,enden::V,bitmək,лъугӏизе
860,wechseln::V,dəyişmək,хиса-басизе
861,wechseln::V,dəyişmək,хисизе
862,aufgehen[Sonne]::V,doğmaq,баккизе
863,untergehen[Sonne]::V,batmaq,щинкӏизе
864,scheinen[Sonne]::V,parlamaq,къалъ-къалъизе
865,donnern::V,guruldamaq,гъугъазе
866,wehen::V,əsmək,пуйзе
867,strömen::V,axmaq,чвахизе
868,fließen::V,axmaq,чвахизе
869,sich drehen::V,dönmək,сверизе
870,schwanken::V,yellənmək,хьвагӏезе
871,schwanken::V,yellənmək,багъа-бачаризе
872,schwingen::V,yellənmək,щвартӏезе
873,fallen::V,düşmek,бортизе
874,brennen::V,yanmaq,рекӏине
875,rauchen::V,tüstüləmək,кӏкӏуй буризе
876,regnen::V,yağmaq,базе
877,gefrieren::V,donmaq,гӏу́низе
878,tauen::V,ərimək,биаризе
879,schmelzen::V,ərimək,биине
880,trocknen::V,qurumaq,бакъвазе
881,sieden::V,qaynamaq,гьалдезе
882,faulen::V,çürümək,махӏцине
883,verfaulen::V,çürümək,туризе
884,reißen::V,yırtılmaq,бихъизе
885,versinken::V,batmaq,гъанкъизе
886,vergehen::V,ötmək,базе
887,vergehen::V,ötmək,бахъизе
888,vergehen::V,ötmək,ине
889,erscheinen::V,görünmək,баккизе
890,verschwinden::V,yox olmaq,къине
891,verschwinden::V,yox olmaq,билизе
892,sinken::V,enmək,гӏодо́бе ккезе
893,abnehmen::V,azalmaq,тӏаса камизе
894,zunehmen::V,artmaq,гӏемерлъизе
895,steigen::V,yüksəlmək,бахине
896,wachsen::V,böyümək,кӏодолъизе
897,glänzen::V,parlamaq,цӏвакизе
898,funkeln::V,parıldamaq,паркъезе
899,lärmen::V,səs-küy etmək,хъудизе
900,lärmen::V,səs-küy etmək,чӏиргъдизе
901,läuten::V,çalmaq,кьабизе
902,klingeln::V,zəng etmək,кьабизе
903,klirren::V,cingildəmək,зваргъизе
904,brausen::V,gurlamaq,гьалаглъизе
905,rauschen::V,xışıldamaq,шуршудизе
906,klingen::V,səslənmək,бахъине
907,bellen::V,hürmək,гъанчдезе
908,heulen::V,ulamaq,рурудизе
909,blasen::V,üfləmək,гьохьизе
910,pfeifen::V,fit vermek,гьещтӏезе
911,schreien::V,bağırmaq,ахӏизе
912,schreien::V,bağırmaq,ахӏдезе
913,schreien::V,qışqırmaq,ахӏизе
914,schreien::V,qışqırmaq,ахӏдезе
915,stöhnen::V,inləmək,зигардизе
916,zittern::V,titrəmək,дарран
917,zittern::V,titrəmək,гьаргьадизе
918,leben::V,yaşamaq,бетӏербахъизе
919,geboren werden::V,doğmaq,лъугьине
920,atmen::V,nəfəs almaq,хӏухьел биччазе
921,trinken::V,içmek,гьекъезе
922,essen::V,yemək,квине
923,essen::V,yemək,кваназе
924,schlucken::V,udmaq,кӏкӏвине
925,schlucken::V,udmaq,къулчӏизе
926,müde werden::V,yorulmaq,сваказе
927,einschlafen::V,yuxuya getmək,кьижизе
928,einschlafen::V,yuxuya getmək,гъапуллъизе
929,schlafen::V,uyumaq,кьижизе
930,aufwachen::V,oyanmaq,бигьине
931,aufstehen::V,yuxudan durmaq,бахъине
932,aufstehen::V,yuxudan durmaq,тӏадебахъине
933,sich erholen::V,dincəlmək,хьи бахъизе
934,sich erholen::V,dincəlmək,хӏалхьи гьабизе
935,krank werden::V,xəstə olmaq,унтизе
936,krank sein::V,azarlanmaq,унтизе
937,krank sein::V,xəstələnmək,унтизе
938,schmerzen::V,ağrimaq,унтизе
939,husten::V,öksürmək,хъегӏизе
940,genesen::V,sağalmaq,лъилъизе
941,sterben::V,ölmək,хвезе
942,sterben::V,vəfat etmək,хвезе
943,umkommen::V,həlak olmaq,гьалаглъизе
944,sich bewegen::V,hərəkət etmək,багъаризе
945,sich bewegen::V,hərəkət etmək,багъаргъизе
946,sich rühren::V,tərpənmək,багъаризе
947,sich erheben::V,qalxmaq,тӏадебахъине
948,sich erheben::V,qalxmaq,бахъине
949,sich setzen::V,oturmaq,гӏодов чӏезе
950,hinfallen::V,yıxılmaq,щапизе
951,laufen::V,yerimək,хьвадизе
952,schreiten::V,addım atmaq,чӏезе
953,spazierengehen::V,gəzmək,тира-сверизе
954,eilen::V,atılmaq,ракӏхӏалакине
955,eilen::V,atılmaq,дуризе
956,sich beeilen::V,tələsmək,дуризе
957,sich beeilen::V,tələsmək,гӏедегӏизе
958,sausen::V,çırpmaq,тӏуризе
959,rennen::V,qaçmaq,бекеризе
960,springen::V,sıçramaq,кӏанцӏизе
961,klettern::V,dırmanmaq,хархадизе
962,schaukeln::V,sallanmaq,гьерщезе
963,kriechen::V,sürünmək,хъурщизе
964,schwimmen::V,üzmek,лъедезе
965,tauchen::V,dalmaq,букъардизе
966,rudern::V,avarlamaq,хазе
967,fahren::V,sürmək,ине
968,fliegen::V,uçmaq,боржине
969,gehen::V,getmək,ине
970,weggehen::V,getmək,ине
971,abfahren::V,yola düşmək,къокъине
972,anhalten::V,saxlamaq,чӏезе
973,anhalten::V,saxlamaq,тархъизе
974,anhalten::V,saxlamaq,лъалхъизе
975,hineingehen::V,girmək,тӏаделъугьине
976,eintreten::V,girmək,лъугьине
977,eintreten::V,daxil olmaq,лъугьине
978,kommen::V,gəlmək,бачӏине
979,ankommen::V,gəlib çatmaq,щвезе
980,ankommen::V,gəlib çatmaq,тӏадебачӏине
981,zurückkommen::V,qayıtmaq,тадбуссине
982,zurückkommen::V,qayıtmaq,тӏадбуссине
983,bleiben::V,qalmaq,чӏезе
984,bleiben::V,qalmaq,хутӏизе
985,warten::V,gözləmək,чӏезе
986,erwarten::V,bəkləmək,балагьизе
987,suchen::V,aramaq,балагьизе
988,suchen::V,axtarmaq,балагьизе
989,finden::V,tapmaq,батизе
990,versuchen::V,çalışmaq,хӏалбихьизе
991,vorbereiten::V,hazırlamaq,хӏадурлъизабизе
992,lieben::V,sevmək,балай бегьизе
993,mögen::V,xoşlamaq,бокьизе
994,lachen::V,gülmək,белъизе
995,rühren::V,həyəcanlandırmaq,
996,weinen::V,ağlamaq,гӏодизе
997,schimpfen::V,küfr etmək,гъанчдезе
998,sich ärgern::V,acıqlanmaq,вагъизе
999,sich ärgern::V,acıqlanmaq,ццида́хине
1000,sich fürchten::V,qorxmaq,хӏинкъизе
1001,fürchten::V,qorxmaq,беркъазе
1002,fürchten::V,qorxmaq,хӏинкъа-къазе
1003,fliehen::V,qaçmaq,лъутизе
1004,flüchten::V,qaçmaq,лъутизе
1005,sehen::V,görmək,бихьизе
1006,anschauen::V,baxmaq,бертӏамизе
1007,anschauen::V,baxmaq,балагьизе
1008,ansehen::V,baxmaq,бала-гъалагьизе
1009,hören::V,duymaq,рагӏизе
1010,hören::V,eşitmək,рагӏизе
1011,zuhören::V,dinləmək,гӏенеккизе
1012,probieren::V,dadına baxmaq,кӏалдиб хъва́зе
1013,probieren::V,dadına baxmaq,чӏамизе
1014,riechen::V,qoxlamaq,су́нтӏизе
1015,fühlen::V,duymaq,чӏвазе
1016,scheinen::V,görünmək,
1017,zu sehen sein::V,görünmək,бихьизе
1018,vernehmen::V,eşitmək,рагӏизе
1019,frieren::V,üşümək,цӏорозе
1020,tun::V,etmək,гьабизе
1021,können::V,bilmək,кӏвезе
1022,können::V,bilmək,лъазе
1023,können::V,bacarmaq,кӏвезе
1024,können::V,bacarmaq,лъазе
1025,wollen::V,istəmək,бокьизе
1026,anfangen::V,başlamaq,байбихьизе
1027,beenden::V,bitirmək,тӏубазабизе
1028,beenden::V,bitirmək,лъугӏизабизе
1029,aufhören::V,bitmək,бахъизе
1030,aufhören::V,qurtarmaq,бахъизе
1031,gelingen::V,müvəffəq olmaq,бахъизе
1032,geraten::V,düşmək,бахъизе
1033,öffnen::V,açmaq,рагьизе
1034,schließen::V,qapamaq,къазе
1035,stellen::V,qoymaq,чӏвазе
1036,setzen::V,oturtmaq,рекӏинабизе
1037,setzen::V,oturtmaq,гӏодор чӏезаризе
1038,legen::V,qoymaq,лъезе
1039,berühren::V,toxunmaq,хъвазе
1040,verbinden::V,bağlamaq,хьухьине
1041,verbinden::V,bağlamaq,бухьине
1042,bedecken::V,örtmək,кквезе
1043,aufhängen::V,asmaq,базе
1044,anzünden::V,yandırmaq,бакизе
1045,anzünden::V,yandırmaq,рекӏинабизе
1046,aufheben::V,qaldırmaq,
1047,zurücklassen::V,buraxmaq,тезе
1048,verlieren::V,itirmək,билизабизе
1049,fallen lassen::V,düşürmək,бортизабизе
1050,machen::V,etmək,гьабизе
1051,herstellen::V,istehsal etmək,гьабизе
1052,herstellen::V,istehsal etmək,хӏадурлъизабизе
1053,bauen::V,tikmək,базе
1054,bauen::V,tikmək,гьабизе
1055,reparieren::V,təmir etmək,къачӏазе
1056,verbessern::V,düzəltmək,лъикӏлъизабизе
1057,ändern::V,dəyişdirmək,хисизабизе
1058,graben::V,qazımaq,бухъизе
1059,beugen::V,əymək,хьетӏизабизе
1060,biegen::V,bükmək,гьетӏизабизе
1061,drehen::V,döndərmək,тиризабизе
1062,drehen::V,döndərmək,свердизабизе
1063,wenden::V,çevirmək,бегизе
1064,umdrehen::V,çevirmək,бегизе
1065,umdrehen::V,çevirmək,бега-битӏизе
1066,heben::V,qaldırmaq,борхизе
1067,hochheben::V,qaldırmaq,борхалъизабизе
1068,hochheben::V,qaldırmaq,борхизе
1069,ergreifen::V,tutmaq,кквезе
1070,halten::V,saxlamaq,кквезе
1071,drücken::V,sıxmaq,къазе
1072,drücken::V,sıxmaq,къанцӏу́зе
1073,drücken::V,sıxmaq,къвал ба́зе
1074,schieben::V,sürmək,хъилдизе
1075,kratzen::V,qaşımaq,хачазе
1076,lecken::V,yalamaq,чӏикӏизе
1077,beißen::V,dişləmək,хӏанчӏизе
1078,beißen::V,dişləmək,хӏанчӏизабизе
1079,abreißen::V,qoparmaq,тӏезе
1080,abreißen::V,qoparmaq,тӏезабизе
1081,abschneiden::V,ayırmaq,къотӏизе
1082,binden::V,bağlamaq,бухьине
1083,stecken::V,soxmaq,къазабизе
1084,brechen::V,qırmaq,бекизе
1085,klopfen::V,sındırmaq,дванкезе
1086,hauen::V,vurmaq,базе
1087,kleben::V,apışdırmaq,бацӏцӏине
1088,reiben::V,ovmaq,хачазе
1089,streichen::V,sürtmək,бахине
1090,streichen::V,sürtmək,жужазе
1091,schleifen::V,bülövləmək,лъухьизе
1092,schneiden::V,kəsmək,къотӏизе
1093,rütteln::V,sirkələmək,багъа-бачаризабизе
1094,schütteln::V,çalxalamaq,кӏобокӏизе
1095,schwenken::V,yelləmək,гьесадизе
1096,schwenken::V,yelləmək,хьвагӏезабизе
1097,schütten::V,tökmək,тӏезе
1098,füllen::V,doldurmaq,цӏезабизе
1099,einwickeln::V,sarımaq,жемизе
1100,tragen::V,daşımaq,баччизе
1101,schleppen::V,sürükləmək,бехъерхъизе
1102,ziehen::V,çəkmək,цӏазе
1103,aufbewahren::V,gizlətmək,цӏунизе
1104,werfen::V,atmaq,рехизе
1105,fangen::V,tutmaq,кквезе
1106,packen::V,yaxalamaq,кквезе
1107,verstecken::V,gizlətmək,бахчизе
1108,teilen::V,bölmək,бикьизе
1109,schicken::V,yollamaq,битӏизе
1110,schicken::V,göndərmək,битӏизе
1111,bringen::V,gətirmək,баччизе
1112,hinzufügen::V,əlavə etmək,жубазе
1113,bekommen::V,almaq,щвезе
1114,bekommen::V,əldə etmək,щвезе
1115,erhalten::V,almaq,щвезе
1116,erhalten::V,almaq,босизе
1117,nehmen::V,almaq,босизе
1118,wählen::V,seçmək,бищизе
1119,auswählen::V,arımaq,тӏасабищизе
1120,bewahren::V,qorumaq,цӏунизе
1121,behindern::V,mane olmaq,квекӏен гьабизе
1122,verderben::V,pozmaq,хвезабизе
1123,beschädigen::V,zədələmək,галгъазабизе
1124,zerbrechen::V,qırmaq,щущазабизе
1125,zerbrechen::V,sındırmaq,щущазабизе
1126,zerreißen::V,yırtmaq,бихъизе
1127,zerstören::V,dağıtmaq,биххизабизе
1128,verbrennen::V,yandırmaq,бухӏизе
1129,geben::V,vermək,кьезе
1130,reichen::V,uzatmaq,кьезе
1131,schenken::V,vermək,кьезе
1132,versprechen::V,vəd vermək,назру гьабизе
1133,wünschen::V,arzulamaq,бокьизе
1134,loben::V,tərifləmək,беццизе
1135,loben::V,tərifləmək,бецца-бекъизе
1136,küssen::V,öpmək,баизе
1137,wiegen::V,tərpətmək,чӏучӏадизабизе
1138,zudecken::V,örtmək,тӏадбигъине
1139,wecken::V,oyatmaq,бигьинабизе
1140,zeigen::V,göstərmək,бихьизабизе
1141,führen::V,rəhbərlik etmək,бачине
1142,lehren::V,öyrətmək,малъизе
1143,lehren::V,öyrətmək,цӏализабизе
1144,unterrichten::V,öyrətmək,цӏализабизе
1145,unterrichten::V,dərs vermək,цӏализабизе
1146,aufziehen::V,tərbiyə etmək,гӏезабизе
1147,leiten::V,idarə etmək,нухмалъи гьабизе
1148,antreiben::V,bizləmək,гӏедегӏизабизе
1149,lassen::V,-tırmaq,
1150,einladen::V,dəvət etmək,ахӏизе
1151,einladen::V,dəvət etmək,тӏадеахӏизе
1152,vereinigen::V,birləşdirmək,цолъизабизе
1153,besuchen::V,baş çəkmək,баккизе
1154,besuchen::V,baş çəkmək,хьвадизе
1155,besuchen::V,ziyarət etmək,баккизе
1156,besuchen::V,ziyarət etmək,хьвадизе
1157,treffen::V,rastlaşmaq,дандчӏвазе
1158,treffen::V,rast gəlmək,дандчӏвазе
1159,sich versammeln::V,toplanmaq,данделъизе
1160,sich versammeln::V,toplanmaq,бакӏаризе
1161,spielen::V,oynamaq,басандизе
1162,singen::V,oxumaq,ахӏизе
1163,tanzen::V,oynamaq,кьурдизе
1164,tanzen::V,rəqs etmək,кьурдизе
1165,sich trennen::V,ayrılmaq,батӏалъизе
1166,verlassen::V,tərk etmək,тезе
1167,verlassen::V,tərk etmək,рехунтезе
1168,retten::V,xilas etmək,хвасар гьабизе
1169,retten::V,xilas etmək,хвасарлъизабизе
1170,bewachen::V,gözətmək,цӏунизе
1171,schützen::V,qorumaq,цӏунизе
1172,verteidigen::V,qorumaq,цӏунизе
1173,sich schlagen::V,döyüşmək,багъизе
1174,schießen::V,atmaq,речӏчӏизе
1175,schießen::V,atəş açmaq,речӏчӏизе
1176,siegen::V,yenmək,бергьине
1177,ärgern::V,acışdırmaq,вагъизавизе
1178,schlagen::V,döymək,кьабизе
1179,treten::V,təpmək,мал тункизе
1180,stechen::V,soxmaq,къазабизе
1181,stoßen::V,itələmək,тункизе
1182,stoßen::V,itələmək,хъилдизе
1183,stehlen::V,çalmaq,щинкӏизабизе
1184,stehlen::V,oğurlamaq,щинкӏизабизе
1185,stören::V,pozmaq,квекӏен гьабизе
1186,stören::V,pozmaq,татубахъи гьабизе
1187,belästigen::V,narahat etmək,рахӏатхвезабизе
1188,verbergen::V,gizləmək,бахчизе
1189,verbergen::V,gizləmək,балъго тезе
1190,täuschen::V,aldatmaq,божуда рекӏкӏ гьабизе
1191,täuschen::V,aldatmaq,гуккизе
1192,betrügen::V,aldatmaq,хӏилла гьабизе
1193,betrügen::V,aldatmaq,сандирахълъи гьабизе
1194,töten::V,öldürmək,чӏвазе
1195,wohnen::V,yaşamaq,яшав гьабизе
1196,arbeiten::V,işləmək,хӏалтӏизе
1197,arbeiten::V,çalışmaq,хӏалтӏизе
1198,sammeln::V,yığmaq,бакӏаризе
1199,sammeln::V,toplamaq,бакӏаризе
1200,pflücken::V,qoparmaq,бетӏизе
1201,jagen::V,ovlamaq,чан гьабизе
1202,fischen::V,balıq tutmaq,ччугӏа кквезе
1203,fassen::V,tutmaq,кквезе
1204,hüten::V,güdmək,кваназабизе
1205,treiben::V,haylamaq,гъезе
1206,anbinden::V,bağlamaq,бухьине
1207,füttern::V,bəsləmək,кваназабизе
1208,melken::V,sağmaq,бечӏчӏизе
1209,hacken::V,yarmaq,чӏвазе
1210,gießen::V,sulamaq,лъалъазе
1211,reifen::V,dəymək,барщизе
1212,zubereiten::V,bişirmək,бежа-белъине
1213,kochen::V,qaynatmaq,белъине
1214,backen::V,bişirmək,базе
1215,braten::V,qızartmaq,бежизе
1216,umrühren::V,qarışdırmaq,багъаризе
1217,stricken::V,hörmək,хьухьине
1218,nähen::V,tikmək,букъизе
1219,färben::V,boyamaq,кьер гьабизе
1220,reinigen::V,təmizləmək,бацӏцӏине
1221,waschen::V,yumaq,чуризе
1222,abwischen::V,silmək,бацӏцӏине
1223,spülen::V,çalxamaq,хулизе
1224,fegen::V,süpürmək,лъухьизе
1225,kehren::V,süpürmək,лъухьизе
1226,baden::V,çimmək,чордезе
1227,sich waschen::V,yuyunmaq,
1228,ausziehen::V,soyunmaq,бахъизе
1229,anziehen::V,geymək,ретӏине
1230,sich anziehen::V,geyinmək,ретӏине
1231,kämmen::V,daramaq,хазе
1232,schmücken::V,bəzəmək,чӏухӏизабизе
1233,sagen::V,demək,бицине
1234,sagen::V,söymek,бицине
1235,sprechen::V,danışmaq,бицине
1236,reden::V,danışmaq,гаргадизе
1237,sich unterhalten::V,söhbət etmək,гаргадизе
1238,fragen::V,soruşmaq,цӏехезе
1239,fragen::V,soruşmaq,гьикъизе
1240,bitten::V,diləmək,гьаризе
1241,bitten::V,xahiş etmək,гьаризе
1242,erzählen::V,bəhs etmək,бицине
1243,mitteilen::V,bildirmək,лъазабизе
1244,nennen::V,adlandırmaq,цӏар лъезе
1245,rufen::V,çağırmaq,ахӏизе
1246,prahlen::V,öyünmək,беццаризе
1247,übersetzen::V,tərcümə etmək,буссинабизе
1248,denken::V,düşünmək,ургъизе
1249,denken::V,fikirləşmək,ургъизе
1250,glauben::V,inanmaq,божизе
1251,bemerken::V,qeyd etmək,берречӏчӏизе
1252,erkennen::V,tanımaq,лъазе
1253,erkennen::V,tanımaq,батӏаго бахъизе
1254,begreifen::V,anlamaq,бичӏчӏизе
1255,verstehen::V,duymaq,
1256,lernen::V,öyrənmək,цӏализе
1257,wissen::V,bilmək,лъазе
1258,sich erinnern an::V,xatırlamaq,ракӏалде щвезе
1259,vergessen::V,unutmaq,кӏочене
1260,messen::V,ölçmək,борцине
1261,zählen::V,saymaq,рикӏкӏине
1262,rechnen::V,hesablamaq,рикӏкӏине
1263,lesen::V,oxumaq,цӏализе
1264,malen::V,şəkil çəkmək,бахъизе
1265,zeichnen::V,cızmaq,бахъизе
1266,schreiben::V,yazmaq,хъвазе
1267,besitzen::V,yiyələnmək,щвезе
1268,besitzen::V,yiyələnmək,бу́кӏине
1269,besitzen::V,malik olmaq,щвезе
1270,besitzen::V,malik olmaq,бу́кӏине
1271,kaufen::V,satın almaq,босизе
1272,verkaufen::V,satmaq,бичизе
1273,bezahlen::V,ödəmək,кьезе
1274,zahlen::V,ödəmək,кьезе
1275,beherrschen::V,idarə etmək,
1276,ertragen::V,dözmək,баччизе
