,Concept_ID,vep,hu
372,Gewicht::N,vedäduz,súly
373,Menge::N,äjüz',sokaság
374,Menge::N,äjüz',mennyiség
375,Haufen::N,kogo,halom
376,Reihe::N,rivi,sor
377,Boot::N,veneh,csónak
378,Ruder::N,air,evező
379,Schlitten::N,regi,szánkó
380,Schlitten::N,regut,szánkó
381,Ski::N,suks',sí
382,Lagerfeuer::N,nodj,tábortűz
383,Lagerfeuer::N,pažag,tábortűz
384,Last::N,jüguz,teher
385,Gang::N,astund,járás
386,Schritt::N,hašk,lépés
387,Norden::N,pohjoine,észak
388,Süden::N,suvi,dél
389,Westen::N,päivlaskm,nyugat
390,Osten::N,päivnouzm,kelet
391,Holz::N,pu,fa
392,Brett::N,laud,deszka
393,Platte::N,keitim,lap
394,Platte::N,keitim,lemez
395,Stütze::N,tugi,támasz
396,Stütze::N,tugi,támaszték
397,Stange::N,arz',rúd
398,Stange::N,arz',pózna
399,Stock::N,kalu,pálca
400,Stab::N,seibaz,bot
401,Rohr::N,torv,cső
402,Haus::N,pert',ház
403,Heim::N,kodi,otthon
404,Ofen::N,päč,kályha
405,Fußboden::N,lava,padló
406,Tisch::N,laud,asztal
407,Tisch::N,stal'c,asztal
408,Stuhl::N,ištim,szék
409,Wiege::N,kätte,bölcső
410,Bett::N,sija,ágy
411,Bett::N,magaduzsija,ágy
412,Regal::N,palič,polc
413,Regal::N,palič,állvány
414,Kiste::N,mülütim,láda
415,Fenster::N,ikun,ablak
416,Tür::N,uks',ajtó
417,Tor::N,verai,kapu
418,Zaun::N,aid,kerítés
419,Dach::N,katuz,tető
420,Leiter::N,pordhad,létra
421,Besen::N,lud,seprű
422,Besen::N,vast,seprű
423,Spaten::N,labid,ásó
424,Schaufel::N,labid,lapát
425,Gabel::N,hangoine,villa
426,Löffel::N,luzik,kanál
427,Messer::N,veič,kés
428,Nagel::N,nagl,szeg
429,Netz::N,verk,háló
430,Haken::N,kouk,kampó
431,Griff::N,kägä,nyél
432,Griff::N,kägä,fogantyú
433,Griff::N,varz',nyél
434,Griff::N,varz',fogantyú
435,Schloss::N,lukkol,zár
436,Bild::N,kuva,kép
437,Figur::N,figur,alak
438,Puppe::N,tätüine,bábu
439,Beutel::N,havad,zacskó
440,Bündel::N,toppaz,köteg
441,Bündel::N,käč,köteg
442,Tasche::N,sumk,táska
443,Eimer::N,vädr,vödör
444,Deckel::N,katuz,fedő
445,Deckel::N,katuz,fedél
446,Geschirr::N,astii,edény
447,Sack::N,havad,zsák
448,Tasse::N,čašk,csésze
449,Topf::N,pada,fazék
450,Kessel::N,katil,üst
451,Kessel::N,katil,bogrács
452,Essen::N,sönd,evés
453,Essen::N,sönd,étkezés
454,Nahrung::N,söm,ennivaló
455,Speise::N,sömine,étel
456,Fleisch::N,liha,hús
457,Getreide::N,vill',gabona
458,Brei::N,pudr,pép
459,Brei::N,pudr,kása
460,Brot::N,leib,kenyér
461,Scheibe::N,bibaleh,szelet
462,Scheibe::N,šlik,szelet
463,Fett::N,razv,háj
464,Fett::N,razv,zsír
465,Butter::N,voi,vaj
466,Öl::N,voi,olaj
467,Salz::N,sol,só
468,Suppe::N,lem',leves
469,Suppe::N,keitoz,leves
470,Honig::N,mezi,méz
471,Milch::N,maid,tej
472,Tee::N,čai,tea
473,Leder::N,nahk,bőr
474,Wolle::N,vill,gyapjú
475,Stoff::N,kangaz,szövet
476,Nadel::N,negl,tű
477,Faden::N,nit',fonál
478,Knopf::N,nübl',gomb
479,Knoten::N,sol'm,csomó
480,Farbe::N,muju,szín
481,Farbe::N,muju,festék
482,Kleidung::N,sobad,ruha
483,Kleidung::N,sobad,ruházat
484,Hemd::N,paid,ing
485,Kragen::N,kagluz,gallér
486,Ärmel::N,hijam,ujj
487,Hose::N,štanad,gatya
488,Hose::N,štanad,nadrág
489,Gürtel::N,vö,öv
490,Mütze::N,šapuk,sapka
491,Schuh::N,keng',cipő
492,Stiefel::N,sapug,csizma
493,Ring::N,rengaz,gyűrű
494,Band::N,lentaine,szalag
495,Kamm::N,suga,fésű
496,Spiegel::N,zerkol,tükör
497,Riemen::N,vö,szíj
498,Schnur::N,nor,zsinór
499,Leine::N,talutimnor,póráz
500,Decke::N,sijakatuz,takaró
501,Kissen::N,pöluz,párna
502,Tuch::N,paik,kendő
503,Handtuch::N,käzipaik,törülköző
504,Kraft::N,vägi,erő
505,Stärke::N,vahvuz',erő
506,Stärke::N,vahvuz',erősség
507,Gesundheit::N,tervhuz,egészség
508,Krankheit::N,läžund,kór
509,Krankheit::N,läžund,betegség
510,Schmerz::N,kibu,fájdalom
511,Wunde::N,čapatez,seb
512,Fieber::N,säru,láz
513,Arznei::N,zel'l',orvosság
514,Arznei::N,zel'l',gyógyszer
515,Brücke::N,sild,híd
516,Brunnen::N,kaiv,kút
517,Weide::N,omaluine,legelő
518,Pfad::N,tehut,ösvény
519,Weg::N,te,út
520,Straße::N,te,út
521,Dorf::N,külä,falu
522,Stadt::N,lidn,város
523,Brief::N,kirjeine,levél
524,Buch::N,kirj,könyv
525,Buchstabe::N,kirjam,betű
526,Zeitung::N,lehtez,újság
527,Zeitung::N,lehtez,hírlap
528,Leben::N,elo,élet
529,Tod::N,surm,halál
530,Grab::N,kaum,sír
531,Kirche::N,jumalanpert',templom
532,Sünde::N,grähk,bűn
533,Sünde::N,grähk,vétek
534,Gott::N,jumal,isten
535,Arbeiter::N,radnik,munkás
536,Chef::N,pämez',főnök
537,Meister::N,mastar,mester
538,Arzt::N,lekar',orvos
539,Lehrer::N,opendai,tanár
540,Lehrer::N,opendai,tanító
541,Geld::N,rahad,pénz
542,Geschäft::N,biznes,üzlet
543,Laden::N,lauk,bolt
544,Preis::N,arv,ár
545,Ware::N,tavar,áru
546,Nutzen::N,liža,haszon
547,Reichtum::N,kodielo,gazdagság
548,Reichtum::N,kal'huz',gazdagság
549,Welt::N,mail'm,világ
550,Land::N,ma,ország
551,Staat::N,valdkund,állam
552,König::N,kunigaz,király
553,Macht::N,vald,hatalom
554,Grenze::N,röun,határ
555,Krieg::N,soda,háború
556,Feind::N,vihanik,ellenség
557,Feind::N,vastustai,ellenség
558,Gewalt::N,vägivald,erőszak
559,Kampf::N,tora,harc
560,Bogen[Waffe]::N,taug,íj
561,Pfeil::N,nol,nyíl
562,Gewehr::N,oružj,puska
563,Gewehr::N,oružj,fegyver
564,Fehler::N,viga,hiba
565,Lüge::N,kelastuz,hazugság
566,Schaden::N,pahuz',kár
567,Unglück::N,bed,csapás
568,Unglück::N,bed,balszerencse
569,Unglück::N,gor'a,csapás
570,Unglück::N,gor'a,balszerencse
571,Schuld::N,värhuz',bűn
572,Alter::N,igä,kor
573,Schluss::N,lop,vég
574,Schluss::N,lop,befejezés
575,Zeit::N,aig,idő
576,Tag::N,päiv,nap
577,Morgen::N,homendez,reggel
578,Mittag::N,keskpäiv,dél
579,Abend::N,eht,este
580,Nacht::N,ö,éj
581,Nacht::N,ö,éjszaka
582,Woche::N,nedal',hét
583,Monat::N,ku,hó
584,Monat::N,ku,hónap
585,Jahr::N,voz',év
586,Frühling::N,keväz',tavasz
587,Sommer::N,keza,nyár
588,Herbst::N,sügüz',ősz
589,Winter::N,tal'v,tél
590,Januar::N,viluku,január
591,Februar::N,uhoku,február
592,März::N,keväz'ku,március
593,April::N,sulaku,április
594,Mai::N,semendku,május
595,Juni::N,kezaku,június
596,Juli::N,heinku,július
597,August::N,eloku,augusztus
598,September::N,sügüz'ku,szeptember
599,Oktober::N,reduku,október
600,November::N,kül'mku,november
601,Dezember::N,tal'vku,december
602,Montag::N,ezmärg,hétfő
603,Dienstag::N,tožnarg,kedd
604,Mittwoch::N,koumanz'päiv,szerda
605,Donnerstag::N,nellänz'päiv,csütörtök
606,Freitag::N,pätnič,péntek
607,Freitag::N,videnz'päiv,péntek
608,Samstag::N,sobat,szombat
609,Sonntag::N,pühäpäiv,vasárnap
610,groß::A,sur',nagy
611,groß::A,järed,nagy
612,klein::A,pen',pici
613,klein::A,pen',kicsi
614,klein::A,pičuine,pici
615,klein::A,pičuine,kicsi
616,lang::A,pit'k,hosszú
617,kurz::A,lühüd,rövid
618,breit::A,leved,széles
619,schmal::A,kaid,keskeny
620,dicht::A,tihed,sűrű
621,dick[Gegenstand]::A,paks,vastag
622,dünn::A,hoik,vékony
623,fein::A,hen,vékony
624,fest::A,luja,szilárd
625,fest::A,ninev,szilárd
626,flach::A,lapak,sík
627,flach::A,lapak,lapos
628,glatt::A,siled,sima
629,hart::A,kova,kemény
630,weich::A,pehmed,puha
631,rund::A,kehker,kerek
632,spitz::A,nügu,hegyes
633,spitz::A,terav,hegyes
634,scharf::A,terav,éles
635,stumpf::A,tül'c,tompa
636,stumpf::A,tül'c,életlen
637,schwer::A,jüged,nehéz
638,schwer::A,jüged,súlyos
639,schön::A,čoma,szép
640,heiß::A,räk,forró
641,warm::A,läm',meleg
642,kalt::A,vilu,hideg
643,kühl::A,raibak,hűs
644,kühl::A,raibak,hűvös
645,kühl::A,viluhk,hűs
646,kühl::A,viluhk,hűvös
647,frisch::A,lahed,üde
648,frisch::A,lahed,friss
649,feucht::A,neps,nedves
650,feucht::A,toreh,nedves
651,nass::A,märg,vizes
652,trocken::A,kuiv,száraz
653,voll::A,täuz',telt
654,leer::A,joudai,üres
655,offen::A,avoin,nyílt
656,offen::A,avoin,nyitott
657,offen::A,avol'jaine,nyílt
658,offen::A,avol'jaine,nyitott
659,geschlossen::A,saubaline,zárt
660,geschlossen::A,saubaline,csukott
661,sauber::A,puhtaz,tiszta
662,schmutzig::A,redukaz,piszkos
663,schmutzig::A,redukaz,szennyes
664,roh::A,rohk,nyers
665,roh::A,toreh,nyers
666,reif::A,küps,érett
667,lecker::A,magukaz,finom
668,süß::A,maged,édes
669,bitter::A,karged,keserű
670,sauer::A,muiged,savanyú
671,hell::A,kirkas,világos
672,hell::A,valgei,világos
673,dunkel::A,pimed,sötét
674,schwarz::A,must,fekete
675,weiß::A,vauged,fehér
676,rot::A,rusked,vörös
677,gelb::A,pakuine,sárga
678,blau::A,sinine,kék
679,grün::A,vihand,zöld
680,grau::A,hahk,ősz
681,grau::A,hahk,szürke
682,bunt::A,kirjav,tarka
683,bunt::A,kirjav,színes
684,billig::A,odav,olcsó
685,teuer::A,kalliž,drága
686,wertvoll::A,arvokas,értékes
687,blind::A,soged,vak
688,taub::A,kurdiž,süket
689,kräftig::A,vägev,erős
690,stark::A,vahv,erős
691,stark::A,vägekaz,erős
692,schwach::A,väll',gyenge
693,schwach::A,väll',erőtlen
694,fett::A,razvakaz,hájas
695,schlank::A,kapos,karcsú
696,hübsch::A,čoma,csinos
697,böse::A,äred,rossz
698,böse::A,äred,gonosz
699,böse::A,käred,rossz
700,böse::A,käred,gonosz
701,dumm::A,el'getoi,buta
702,dumm::A,el'getoi,ostoba
703,faul::A,lašk,lusta
704,fleißig::A,radonnavedii,szorgalmas
705,geizig::A,ažlak,fukar
706,geizig::A,ažlak,fösvény
707,klug::A,melev,okos
708,klug::A,melev,eszes
709,klug::A,melekaz,okos
710,klug::A,melekaz,eszes
711,geschickt::A,mahtokaz,ügyes
712,lieb::A,izo,drága
713,lieb::A,izo,kedves
714,lieb::A,sula,drága
715,lieb::A,sula,kedves
716,lustig::A,ilokaz,víg
717,lustig::A,ilokaz,vidám
718,sanft::A,laskav,enyhe
719,hungrig::A,näl'ghine,éhes
720,krank::A,läžui,beteg
721,nackt::A,alastoi,csupasz
722,nackt::A,alastoi,meztelen
723,traurig::A,opalahine,bús
724,traurig::A,opalahine,szomorú
725,lebendig::A,eläb,élő
726,gut::A,hüvä,jó
727,schlecht::A,huba,rossz
728,richtig::A,oiged,helyes
729,schlimm::A,paha,rossz
730,wahr::A,todesine,igaz
731,alt::A,vanh,ó
732,alt::A,vanh,régi
733,neu::A,uz',új
734,ehemalig::A,edeline,volt
735,ehemalig::A,edeline,egykori
736,alt[Lebewesen]::A,ravaz,öreg
737,jung::A,nor',fiatal
738,arm::A,gol'l',szegény
739,reich::A,elokaz,gazdag
740,bekannt::A,tutab,ismert
741,bekannt::A,tutab,ismeretes
742,berühmt::A,tetab,híres
743,fremd::A,veraz,idegen
744,verschieden::A,erazvuitte,különböző
745,nah::A,läheline,közeli
746,fern::A,edahaine,távoli
747,linker::A,hura,bal
748,rechter::A,oiged,jobb
749,anderer::A,toine,más
750,anderer::A,toine,másik
751,erster::A,ezmäine,első
752,zweiter::A,toine,második
753,dritter::A,koumanz',harmadik
754,letzter::A,jäl'gmäine,utolsó
755,allein::ADV,üksnäze,egyedül
756,auf einmal::ADV,ühten aigan,egyszerre
757,zusammen::ADV,ühtes,együtt
758,zusammen::ADV,ühtes,összesen
759,lange::ADV,hätken,sokáig
760,lange::ADV,hätken,hosszan
761,plötzlich::ADV,äkkid,hirtelen
762,plötzlich::ADV,äkkid,egyszerre
763,sofort::ADV,kerdalaz,rögtön
764,sofort::ADV,kerdalaz,tüstént
765,später::ADV,möhemba,későn
766,jetzt::ADV,nügüd',most
767,heute::ADV,tämbei,ma
768,morgen::ADV,homen,holnap
769,bald::ADV,pigai,majd
770,bald::ADV,pigai,nemsokára
771,dann::ADV,sid',akkor
772,gestern::ADV,eglai,tegnap
773,einst::ADV,ende,hajdan
774,einst::ADV,kerdan,hajdan
775,damals::ADV,siloi,akkor
776,damals::ADV,siloi,akkoriban
777,danach::ADV,sid',azután
778,vorher::ADV,ende,előbb
779,zuerst::ADV,ezmäi,először
780,einmal::ADV,kerdan,egyszer
781,manchmal::ADV,erašti,néha
782,manchmal::ADV,erašti,olykor
783,oft::ADV,paksus,sokszor
784,immer::ADV,kaiken,mindig
785,niemals::ADV,ei nikonz,sohasem
786,hier::ADV,täs,itt
787,hier::ADV,tägä,itt
788,hierhin::ADV,tänna,erre
789,von hier::ADV,täspäi,innen
790,von hier::ADV,sid'päi,innen
791,dort::ADV,sigä,ott
792,dorthin::ADV,sinna,oda
793,dorthin::ADV,nakkale,oda
794,geradeaus::ADV,kohtha,egyenesen
795,vorwärts::ADV,edehe,előre
796,rückwärts::ADV,sel'gin,hátrafelé
797,zurück::ADV,tagaze,hátra
798,zurück::ADV,tagaze,vissza
799,unten::ADV,alahan,alul
800,hinab::ADV,alaz,le
801,hinab::ADV,alaz,lefelé
802,hinab::ADV,alahaks,le
803,hinab::ADV,alahaks,lefelé
804,oben::ADV,ülähän,fenn
805,oben::ADV,ülähän,felül
806,hinauf::ADV,ülez,fel
807,hinauf::ADV,ülez,felfelé
808,hinauf::ADV,ülähäks,fel
809,hinauf::ADV,ülähäks,felfelé
810,überall::ADV,kaikjal,mindenütt
811,nicht::ADV,ei,nem
812,ein wenig::ADV,vähän,egy kicsit
813,kaum::ADV,habi,alig
814,sehr::ADV,lujas,nagyon
815,so::ADV,muga,úgy
816,so::ADV,ninga,úgy
817,noch::ADV,völ,még
818,nur::ADV,järg,csak
819,nur::ADV,järg,csupán
820,nur::ADV,vaiše,csak
821,nur::ADV,vaiše,csupán
822,schon::ADV,jo,már
823,wieder::ADV,möst,ismét
824,wieder::ADV,möst,megint
825,vergebens::ADV,uhtei,hiába
826,vor::PRP,edes,előtt
827,hinter::PRP,taga,mögött
828,unter::PRP,al,alatt
829,durch::PRP,läbi,át
830,durch::PRP,läbi,keresztül
831,durch::PRP,kal't,át
832,durch::PRP,kal't,keresztül
833,neben::PRP,rindal,mellett
834,zwischen::PRP,keskes,között
835,wegen::PRP,tagut,miatt
836,wegen::PRP,tagut,végett
837,dies::PRN,nece,ez
