,Concept_ID,av,ca
768,wieder::ADV,на́хъеги,de nou
769,vergebens::ADV,чӏалгӏаде,en va
770,vor::PRP,цебе,davānt
771,vor::PRP,цебе,enfront de
772,hinter::PRP,хадуса,darrera
773,unter::PRP,ахакь,sota
774,unter::PRP,гъоркь,sota
775,neben::PRP,аскӏо,al costāt de
776,zwischen::PRP,гьоркьоб,entre
777,wegen::PRP,гьелда,a causa de
778,dies::PRN,гьаб,aquest
779,dies::PRN,гьеб,aquest
780,das::PRN,доб,això
781,ich::PRN,дун,jo
782,du::PRN,дуца,tu
783,er::PRN,доб,ell
784,wir::PRN,ниж,nosaltres
785,ihr::PRN,нуж,vosaltres
786,sie::PRN,дол,ells
787,sie::PRN,дол,elles
788,sie::PRN,эл,ells
789,sie::PRN,эл,elles
790,was::FPRN,щиб,què
791,wer::FPRN,щиб,qui
792,wo::FADV,киб,on
793,wo::FADV,кибехун,on
794,wohin::FADV,кибехун,cap a on
795,wie::FADV,кин,com
796,warum::FADV,щай,per què
797,wieviel::FNUM,кигӏан,quant
798,eins::NUM,цо,u
799,zwei::NUM,кӏиго,dos
800,drei::NUM,лъабго,tres
801,vier::NUM,ункъо,quatre
802,fünf::NUM,щуго,cinc
803,sechs::NUM,анлъго,sis
804,sieben::NUM,анкьго,set
805,acht::NUM,микьго,vuit
806,neun::NUM,ичӏго,nou
807,zehn::NUM,анцӏго,deu
808,elf::NUM,анцӏила цо,onze
809,zwölf::NUM,кӏиго-анцӏила,dotze
810,zwanzig::NUM,къого,vint
811,dreißig::NUM,лъеберго,trenta
812,vierzig::NUM,кӏикъого,quaranta
813,fünfzig::NUM,кӏикъо́ялда анцӏго,cinquanta
814,sechzig::NUM,лъабкъого,seixanta
815,siebzig::NUM,лъабкъо́ялда анцӏго,setanta
816,achtzig::NUM,ункъого,vuitanta
817,neunzig::NUM,ункъоялда а́нцӏила,noranta
818,hundert::NUM,нусго,cent
819,tausend::NUM,азарго,mil
820,und::CNJ,ва,i
821,und::CNJ,-ги,i
822,oder::CNJ,ялъуни,o
823,stehen::V,бахъунчӏезе,estar de peu
824,sitzen::V,гӏодов чӏезе,seure
825,liegen::V,бегизе,jeure
826,hängen::V,базе,penjar
827,werden::V,бахъине,fer-se
828,werden::V,бахъине,posar-se
829,passieren::V,лъугьине,succeir
830,passieren::V,лъугьа-бахъине,succeir
831,beginnen::V,байбихьизе,iniciar-se
832,enden::V,лъугӏизе,acabar-se
833,enden::V,лъугӏизе,terminar-se
834,wechseln::V,хиса-басизе,canviar
835,wechseln::V,хисизе,canviar
836,aufgehen[Sonne]::V,баккизе,sortir
837,untergehen[Sonne]::V,щинкӏизе,posar-se
838,scheinen[Sonne]::V,къалъ-къалъизе,brillar
839,donnern::V,гъугъазе,tronar
840,wehen::V,пуйзе,bufar
841,strömen::V,чвахизе,afluir
842,fließen::V,чвахизе,fluir
843,sich drehen::V,сверизе,girar
844,schwanken::V,хьвагӏезе,vacil·lar
845,schwanken::V,багъа-бачаризе,vacil·lar
846,schwingen::V,щвартӏезе,oscil·lar
847,fallen::V,бортизе,caure
848,fallen::V,бортизе,tombar
849,brennen::V,рекӏине,cremar
850,rauchen::V,кӏкӏуй буризе,fumejar
851,regnen::V,базе,ploure
852,gefrieren::V,гӏу́низе,gelar-se
853,tauen::V,биаризе,fondre's
854,schmelzen::V,биине,fondre's
855,trocknen::V,бакъвазе,assecar-se
856,sieden::V,гьалдезе,bullir
857,faulen::V,махӏцине,podrir-se
858,verfaulen::V,туризе,podrir-se
859,reißen::V,бихъизе,trencar-se
860,versinken::V,гъанкъизе,enfonsar-se
861,vergehen::V,базе,passar
862,vergehen::V,бахъизе,passar
863,vergehen::V,ине,passar
864,erscheinen::V,баккизе,aparèixer
865,verschwinden::V,къине,desaparèixer
866,verschwinden::V,билизе,desaparèixer
867,sinken::V,гӏодо́бе ккезе,baixar
868,sinken::V,гӏодо́бе ккезе,descendir
869,abnehmen::V,тӏаса камизе,decréixer
870,zunehmen::V,гӏемерлъизе,augmentar
871,steigen::V,бахине,pujar
872,wachsen::V,кӏодолъизе,créixer
873,glänzen::V,цӏвакизе,brillar
874,glänzen::V,цӏвакизе,resplendir
875,funkeln::V,паркъезе,espurnejar
876,lärmen::V,хъудизе,fer soroll
877,lärmen::V,чӏиргъдизе,fer soroll
878,läuten::V,кьабизе,sonar
879,klingeln::V,кьабизе,trucar
880,klirren::V,зваргъизе,dringar
881,brausen::V,гьалаглъизе,rugir
882,rauschen::V,шуршудизе,murmurar
883,klingen::V,бахъине,sonar
884,bellen::V,гъанчдезе,lladrar
885,heulen::V,рурудизе,udolar
886,blasen::V,гьохьизе,bufar
887,pfeifen::V,гьещтӏезе,xiular
888,schreien::V,ахӏизе,cridar
889,schreien::V,ахӏдезе,cridar
890,stöhnen::V,зигардизе,gemegar
891,zittern::V,дарран,tremolar
892,zittern::V,гьаргьадизе,tremolar
893,leben::V,бетӏербахъизе,vīure
894,geboren werden::V,лъугьине,néixer
895,atmen::V,хӏухьел биччазе,respirar
896,trinken::V,гьекъезе,beure
897,essen::V,квине,menjar
898,essen::V,кваназе,menjar
899,schlucken::V,кӏкӏвине,empassar-se
900,schlucken::V,къулчӏизе,empassar-se
901,müde werden::V,сваказе,cansar-se
902,einschlafen::V,кьижизе,adormir-se
903,einschlafen::V,гъапуллъизе,adormir-se
904,schlafen::V,кьижизе,dormir
905,aufwachen::V,бигьине,despertar-se
906,aufstehen::V,бахъине,llevar-se
907,aufstehen::V,тӏадебахъине,llevar-se
908,sich erholen::V,хьи бахъизе,descansar
909,sich erholen::V,хӏалхьи гьабизе,descansar
910,krank werden::V,унтизе,posar-se malalt
911,krank sein::V,унтизе,estar malalt
912,schmerzen::V,унтизе,doldre
913,husten::V,хъегӏизе,tossir
914,genesen::V,лъилъизе,recuperar-se
915,sterben::V,хвезе,morir
916,umkommen::V,гьалаглъизе,perir
917,sich bewegen::V,багъаризе,moure's
918,sich bewegen::V,багъаргъизе,moure's
919,sich rühren::V,багъаризе,moure's
920,sich erheben::V,тӏадебахъине,aixecar-se
921,sich erheben::V,бахъине,aixecar-se
922,sich setzen::V,гӏодов чӏезе,asseure's
923,hinfallen::V,щапизе,caure's
924,laufen::V,хьвадизе,caminar
925,schreiten::V,чӏезе,procedir
926,spazierengehen::V,тира-сверизе,passejar
927,eilen::V,ракӏхӏалакине,anar corrent
928,eilen::V,дуризе,anar corrent
929,sich beeilen::V,дуризе,afanyar-se
930,sich beeilen::V,гӏедегӏизе,afanyar-se
931,sausen::V,тӏуризе,córrer
932,rennen::V,бекеризе,córrer
933,springen::V,кӏанцӏизе,saltar
934,klettern::V,хархадизе,escalar
935,schaukeln::V,гьерщезе,gronxar-se
936,schaukeln::V,гьерщезе,balancejar-se
937,kriechen::V,хъурщизе,reptar
938,kriechen::V,хъурщизе,arrossegar-se
939,schwimmen::V,лъедезе,nadar
940,tauchen::V,букъардизе,bussejar
941,tauchen::V,букъардизе,submergir-se
942,rudern::V,хазе,remar
943,fahren::V,ине,anar
944,fliegen::V,боржине,volar
945,gehen::V,ине,caminar
946,weggehen::V,ине,anar-se'n
947,abfahren::V,къокъине,partir
948,anhalten::V,чӏезе,aturar-se
949,anhalten::V,тархъизе,aturar-se
950,anhalten::V,лъалхъизе,aturar-se
951,hineingehen::V,тӏаделъугьине,entrar
952,eintreten::V,лъугьине,entrar
953,kommen::V,бачӏине,venir
954,ankommen::V,щвезе,arribar
955,ankommen::V,тӏадебачӏине,arribar
956,zurückkommen::V,тадбуссине,tornar
957,zurückkommen::V,тӏадбуссине,tornar
958,bleiben::V,чӏезе,quedar-se
959,bleiben::V,хутӏизе,quedar-se
960,warten::V,чӏезе,esperar
961,erwarten::V,балагьизе,esperar
962,suchen::V,балагьизе,buscar
963,finden::V,батизе,trobar
964,versuchen::V,хӏалбихьизе,intentar
965,vorbereiten::V,хӏадурлъизабизе,preparar
966,lieben::V,балай бегьизе,estimar
967,mögen::V,бокьизе,agradar a
968,lachen::V,белъизе,riure
969,weinen::V,гӏодизе,plorar
970,schimpfen::V,гъанчдезе,renyar
971,sich ärgern::V,вагъизе,enfadar-se
972,sich ärgern::V,ццида́хине,enfadar-se
973,sich fürchten::V,хӏинкъизе,tenir por
974,fürchten::V,беркъазе,témer
975,fürchten::V,хӏинкъа-къазе,témer
976,fliehen::V,лъутизе,fugir
977,flüchten::V,лъутизе,refugiar-se
978,sehen::V,бихьизе,veure
979,anschauen::V,бертӏамизе,mirar
980,anschauen::V,балагьизе,mirar
981,ansehen::V,бала-гъалагьизе,mirar
982,hören::V,рагӏизе,oir
983,zuhören::V,гӏенеккизе,escoltar
984,probieren::V,кӏалдиб хъва́зе,provar
985,probieren::V,чӏамизе,provar
986,riechen::V,су́нтӏизе,olorar
987,fühlen::V,чӏвазе,sentīr
988,zu sehen sein::V,бихьизе,poder-se veure
989,vernehmen::V,рагӏизе,percebre
990,frieren::V,цӏорозе,tenir fred
991,tun::V,гьабизе,fer
992,können::V,кӏвезе,poder
993,können::V,лъазе,poder
994,wollen::V,бокьизе,voler
995,anfangen::V,байбихьизе,iniciar
996,beenden::V,тӏубазабизе,acabar
997,beenden::V,лъугӏизабизе,acabar
998,aufhören::V,бахъизе,deixar
999,gelingen::V,бахъизе,sortir bé
1000,geraten::V,бахъизе,sortir
1001,öffnen::V,рагьизе,obrir
1002,schließen::V,къазе,tancar
1003,stellen::V,чӏвазе,posar
1004,stellen::V,чӏвазе,col·locar
1005,setzen::V,рекӏинабизе,assentar
1006,setzen::V,гӏодор чӏезаризе,assentar
1007,legen::V,лъезе,posar
1008,berühren::V,хъвазе,tocar
1009,verbinden::V,хьухьине,unir
1010,verbinden::V,хьухьине,connectar
1011,verbinden::V,бухьине,unir
1012,verbinden::V,бухьине,connectar
1013,bedecken::V,кквезе,tapar
1014,bedecken::V,кквезе,cobrir
1015,aufhängen::V,базе,penjar
1016,anzünden::V,бакизе,encendre
1017,anzünden::V,рекӏинабизе,encendre
1018,zurücklassen::V,тезе,deixar
1019,verlieren::V,билизабизе,pērdre
1020,fallen lassen::V,бортизабизе,deixar caure
1021,machen::V,гьабизе,fer
1022,herstellen::V,гьабизе,producir
1023,herstellen::V,хӏадурлъизабизе,producir
1024,bauen::V,базе,construir
1025,bauen::V,гьабизе,construir
1026,reparieren::V,къачӏазе,reparar
1027,verbessern::V,лъикӏлъизабизе,millorar
1028,ändern::V,хисизабизе,canviar
1029,graben::V,бухъизе,cavar
1030,beugen::V,хьетӏизабизе,doblegar
1031,biegen::V,гьетӏизабизе,corbar
1032,biegen::V,гьетӏизабизе,arquejar
1033,drehen::V,тиризабизе,girar
1034,drehen::V,свердизабизе,girar
1035,wenden::V,бегизе,girar
1036,umdrehen::V,бегизе,voltar
1037,umdrehen::V,бега-битӏизе,voltar
1038,heben::V,борхизе,pujar
1039,heben::V,борхизе,aixecar
1040,hochheben::V,борхалъизабизе,aixecar
1041,hochheben::V,борхизе,aixecar
1042,ergreifen::V,кквезе,agafar
1043,halten::V,кквезе,mantenir
1044,drücken::V,къазе,prémer
1045,drücken::V,къазе,estrènyer
1046,drücken::V,къанцӏу́зе,prémer
1047,drücken::V,къанцӏу́зе,estrènyer
1048,drücken::V,къвал ба́зе,prémer
1049,drücken::V,къвал ба́зе,estrènyer
1050,schieben::V,хъилдизе,empènyer
1051,kratzen::V,хачазе,raspar
1052,lecken::V,чӏикӏизе,llepar
1053,beißen::V,хӏанчӏизе,mossegar
1054,beißen::V,хӏанчӏизабизе,mossegar
1055,abreißen::V,тӏезе,arrencar
1056,abreißen::V,тӏезабизе,arrencar
1057,abschneiden::V,къотӏизе,tallar
1058,binden::V,бухьине,lligar
1059,stecken::V,къазабизе,ficar
1060,brechen::V,бекизе,trencar
1061,klopfen::V,дванкезе,trucar
1062,hauen::V,базе,picar
1063,hauen::V,базе,colpejar
1064,kleben::V,бацӏцӏине,enganxar
1065,reiben::V,хачазе,fregar
1066,streichen::V,бахине,untar
1067,streichen::V,жужазе,untar
1068,schleifen::V,лъухьизе,afilar
1069,schleifen::V,лъухьизе,esmolar
1070,schneiden::V,къотӏизе,tallar
1071,rütteln::V,багъа-бачаризабизе,sacsejar
1072,schütteln::V,кӏобокӏизе,agitar
1073,schütteln::V,кӏобокӏизе,sacsejar
1074,schwenken::V,гьесадизе,agitar
1075,schwenken::V,хьвагӏезабизе,agitar
1076,schütten::V,тӏезе,abocar
1077,füllen::V,цӏезабизе,omplir
1078,einwickeln::V,жемизе,embolicar
1079,tragen::V,баччизе,dur
1080,tragen::V,баччизе,portar
1081,schleppen::V,бехъерхъизе,arrossegar
1082,ziehen::V,цӏазе,tirar
1083,ziehen::V,цӏазе,estirar
1084,aufbewahren::V,цӏунизе,conservar
1085,werfen::V,рехизе,llançar
1086,fangen::V,кквезе,agafar
1087,fangen::V,кквезе,atrapar
1088,packen::V,кквезе,engrapar
1089,verstecken::V,бахчизе,amagar
1090,teilen::V,бикьизе,dividir
1091,schicken::V,битӏизе,enviar
1092,bringen::V,баччизе,portar
1093,hinzufügen::V,жубазе,afegir
1094,bekommen::V,щвезе,obtenir
1095,erhalten::V,щвезе,rebre
1096,erhalten::V,босизе,rebre
1097,nehmen::V,босизе,prendre
1098,wählen::V,бищизе,triar
1099,wählen::V,бищизе,elegir
1100,auswählen::V,тӏасабищизе,escollir
1101,auswählen::V,тӏасабищизе,seleccionar
1102,bewahren::V,цӏунизе,conservar
1103,behindern::V,квекӏен гьабизе,impedir
1104,behindern::V,квекӏен гьабизе,obstaculitzar
1105,verderben::V,хвезабизе,espatllar
1106,beschädigen::V,галгъазабизе,danyar
1107,beschädigen::V,галгъазабизе,destrossar
1108,zerbrechen::V,щущазабизе,trencar
1109,zerreißen::V,бихъизе,estripar
1110,zerstören::V,биххизабизе,destruir
1111,verbrennen::V,бухӏизе,cremar
1112,geben::V,кьезе,donar
1113,reichen::V,кьезе,passar
1114,schenken::V,кьезе,regalar
1115,versprechen::V,назру гьабизе,prometre
1116,wünschen::V,бокьизе,desitjar
1117,loben::V,беццизе,elogiar
1118,loben::V,бецца-бекъизе,elogiar
1119,küssen::V,баизе,fer un petó a
1120,wiegen::V,чӏучӏадизабизе,bressolar
1121,zudecken::V,тӏадбигъине,tapar
1122,zudecken::V,тӏадбигъине,cobrir
1123,wecken::V,бигьинабизе,despertar
1124,zeigen::V,бихьизабизе,mostrar
1125,zeigen::V,бихьизабизе,ensenyar
1126,führen::V,бачине,guiar
1127,führen::V,бачине,conduir
1128,lehren::V,малъизе,ensenyar
1129,lehren::V,цӏализабизе,ensenyar
1130,unterrichten::V,цӏализабизе,ensenyar
1131,aufziehen::V,гӏезабизе,criar
1132,leiten::V,нухмалъи гьабизе,dirigir
1133,antreiben::V,гӏедегӏизабизе,impel·lir
1134,einladen::V,ахӏизе,invitar
1135,einladen::V,ахӏизе,convidar
1136,einladen::V,тӏадеахӏизе,invitar
1137,einladen::V,тӏадеахӏизе,convidar
1138,vereinigen::V,цолъизабизе,unir
1139,besuchen::V,баккизе,visitar
1140,besuchen::V,баккизе,anar a veure
1141,besuchen::V,хьвадизе,visitar
1142,besuchen::V,хьвадизе,anar a veure
1143,treffen::V,дандчӏвазе,trobar
1144,sich versammeln::V,данделъизе,reunir-se
1145,sich versammeln::V,бакӏаризе,reunir-se
1146,spielen::V,басандизе,jugar
1147,singen::V,ахӏизе,cantār
1148,tanzen::V,кьурдизе,ballar
1149,sich trennen::V,батӏалъизе,separar-se
1150,verlassen::V,тезе,deixar
1151,verlassen::V,тезе,abandonar
1152,verlassen::V,рехунтезе,deixar
1153,verlassen::V,рехунтезе,abandonar
1154,retten::V,хвасар гьабизе,salvar
1155,retten::V,хвасарлъизабизе,salvar
1156,bewachen::V,цӏунизе,vigilar
1157,schützen::V,цӏунизе,protegir
1158,verteidigen::V,цӏунизе,defensar
1159,sich schlagen::V,багъизе,barallar-se
1160,schießen::V,речӏчӏизе,tirar
1161,schießen::V,речӏчӏизе,disparar
1162,siegen::V,бергьине,vèncer
1163,ärgern::V,вагъизавизе,enfadar
1164,schlagen::V,кьабизе,pegar
1165,schlagen::V,кьабизе,colpejar
1166,treten::V,мал тункизе,donar un cop de peu a
1167,stechen::V,къазабизе,punxar
1168,stechen::V,къазабизе,apunyalar
1169,stoßen::V,тункизе,empènyer
1170,stoßen::V,хъилдизе,empènyer
1171,stehlen::V,щинкӏизабизе,robar
1172,stören::V,квекӏен гьабизе,molestar
1173,stören::V,татубахъи гьабизе,molestar
1174,belästigen::V,рахӏатхвезабизе,importunar
1175,verbergen::V,бахчизе,amagar
1176,verbergen::V,бахчизе,ocultar
1177,verbergen::V,балъго тезе,amagar
1178,verbergen::V,балъго тезе,ocultar
1179,täuschen::V,божуда рекӏкӏ гьабизе,enganyar
1180,täuschen::V,гуккизе,enganyar
1181,betrügen::V,хӏилла гьабизе,estafar
1182,betrügen::V,сандирахълъи гьабизе,estafar
1183,töten::V,чӏвазе,matar
1184,wohnen::V,яшав гьабизе,vīure
1185,wohnen::V,яшав гьабизе,habitar
1186,arbeiten::V,хӏалтӏизе,treballar
1187,sammeln::V,бакӏаризе,col·leccionar
1188,pflücken::V,бетӏизе,collir
1189,jagen::V,чан гьабизе,caçar
1190,fischen::V,ччугӏа кквезе,pescar
1191,fassen::V,кквезе,atrapar
1192,hüten::V,кваназабизе,pasturar
1193,treiben::V,гъезе,arriar
1194,anbinden::V,бухьине,lligar
1195,füttern::V,кваназабизе,donar menjar a
1196,melken::V,бечӏчӏизе,munyir
1197,hacken::V,чӏвазе,picar
1198,hacken::V,чӏвазе,tallar
1199,gießen::V,лъалъазе,regar
1200,reifen::V,барщизе,madurar
1201,zubereiten::V,бежа-белъине,preparar
1202,kochen::V,белъине,coure
1203,backen::V,базе,coure al forn
1204,braten::V,бежизе,rostir
1205,umrühren::V,багъаризе,remenar
1206,stricken::V,хьухьине,tricotar
1207,stricken::V,хьухьине,fer punt de mitja
1208,nähen::V,букъизе,cosir
1209,färben::V,кьер гьабизе,tenyir
1210,reinigen::V,бацӏцӏине,netejar
1211,waschen::V,чуризе,rentār
1212,abwischen::V,бацӏцӏине,eixugar
1213,spülen::V,хулизе,esbandir
1214,fegen::V,лъухьизе,escombrar
1215,kehren::V,лъухьизе,escombrar
1216,baden::V,чордезе,banyar-se
1217,ausziehen::V,бахъизе,treure's
1218,anziehen::V,ретӏине,posar-se
1219,sich anziehen::V,ретӏине,vestir-se
1220,kämmen::V,хазе,pentinar
1221,schmücken::V,чӏухӏизабизе,adornar
1222,sagen::V,бицине,dir
1223,sprechen::V,бицине,parlar
1224,reden::V,гаргадизе,parlar
1225,sich unterhalten::V,гаргадизе,conversar
1226,fragen::V,цӏехезе,preguntar
1227,fragen::V,гьикъизе,preguntar
1228,bitten::V,гьаризе,demanar
1229,erzählen::V,бицине,contar
1230,erzählen::V,бицине,explicar
1231,mitteilen::V,лъазабизе,comunicar
1232,nennen::V,цӏар лъезе,nomenar
1233,rufen::V,ахӏизе,cridar
1234,prahlen::V,беццаризе,lloar-se
1235,prahlen::V,беццаризе,jactar-se
1236,übersetzen::V,буссинабизе,traduir
1237,denken::V,ургъизе,pensar
1238,glauben::V,божизе,creure
1239,bemerken::V,берречӏчӏизе,notar
1240,erkennen::V,лъазе,reconèixer
1241,erkennen::V,батӏаго бахъизе,reconèixer
1242,begreifen::V,бичӏчӏизе,comprendre
1243,lernen::V,цӏализе,aprendre
1244,wissen::V,лъазе,saber
1245,sich erinnern an::V,ракӏалде щвезе,recordar
1246,vergessen::V,кӏочене,oblidar
1247,messen::V,борцине,mesurar
1248,zählen::V,рикӏкӏине,comptar
1249,rechnen::V,рикӏкӏине,calcular
1250,lesen::V,цӏализе,llegir
1251,malen::V,бахъизе,pintar
1252,zeichnen::V,бахъизе,dibuixar
1253,schreiben::V,хъвазе,escrīure
1254,besitzen::V,щвезе,posseir
1255,besitzen::V,бу́кӏине,posseir
1256,kaufen::V,босизе,comprar
1257,verkaufen::V,бичизе,vendre
1258,bezahlen::V,кьезе,pagar
1259,zahlen::V,кьезе,pagar per
1260,ertragen::V,баччизе,aguantar
1261,Auge::N,,ull
1262,Sehne::N,,tendó
1263,Funke::N,,guspira
1264,Funke::N,,centella
1265,Moor::N,,pantà
1266,Elch::N,,ant
1267,Beere::N,,baia
1268,Gedächtnis::N,,memòria
1269,Ton::N,,to
1270,Winkel::N,,racó
1271,Menge::N,,quantitat
1272,Stütze::N,,suport
1273,Figur::N,,figura
1274,Schuh::N,,sabata
1275,Schnur::N,,corda
1276,Leine::N,,corretja
1277,Geschäft::N,,negoci
1278,voll::A,,ple
1279,lange::ADV,,molt de temps
1280,später::ADV,,més tard
1281,nicht::ADV,,no
1282,schon::ADV,,ja
1283,durch::PRP,,per
1284,alles::PRN,,tot
1285,rühren::V,,commoure
1286,rühren::V,,emocionar
1287,scheinen::V,,semblar
1288,aufheben::V,,aixecar
1289,lassen::V,,fer
1290,sich waschen::V,,rentār-se
1291,verstehen::V,,entendre
1292,beherrschen::V,,dominar
