,Concept_ID,pl,pt
415,Stange::N,żerdź,vara
416,Stange::N,żerdź,barra
417,Stock::N,kij,pau
418,Stock::N,kij,bengala
419,Stock::N,laska,pau
420,Stock::N,laska,bengala
421,Stab::N,pręt,bastão
422,Rohr::N,rura,cano
423,Haus::N,dom,casa
424,Heim::N,dom,lar
425,Heim::N,dom,casa
426,Ofen::N,piec,estufa
427,Ofen::N,piec,aquecedor
428,Fußboden::N,podłoga,piso
429,Tisch::N,stół,mesa
430,Stuhl::N,krzesło,cadeira
431,Wiege::N,kołyska,berço
432,Bett::N,łóżko,cama
433,Bett::N,pościel,cama
434,Regal::N,regał,estante
435,Regal::N,regał,prateleira
436,Kiste::N,skrzynia,caixa
437,Fenster::N,okno,janela
438,Tür::N,drzwi,porta
439,Tor::N,brama,portão
440,Zaun::N,płot,cerca
441,Zaun::N,płot,vedação
442,Zaun::N,parkan,cerca
443,Zaun::N,parkan,vedação
444,Dach::N,dach,telhado
445,Leiter::N,drabina,escada
446,Leiter::N,drabina,escada móvel
447,Besen::N,miotła,vassoura
448,Spaten::N,rydel,pá
449,Schaufel::N,łopata,pá
450,Gabel::N,widelec,garfo
451,Löffel::N,łyżka,colher
452,Messer::N,nóż,faca
453,Nagel::N,gwóźdź,cravo
454,Netz::N,sieć,rede
455,Haken::N,hak,gancho
456,Griff::N,chwyt,asa
457,Griff::N,chwyt,cabo
458,Schloss::N,zamek,fechadura
459,Bild::N,obraz,imagem
460,Figur::N,figura,figura
461,Puppe::N,lalka,boneca
462,Beutel::N,torba,saco
463,Beutel::N,torba,bolsa
464,Bündel::N,wiązka,fardo
465,Tasche::N,torba,saco
466,Tasche::N,torba,bolso
467,Eimer::N,kubeł,balde
468,Eimer::N,wiadro,balde
469,Deckel::N,przykrywka,tampa
470,Geschirr::N,statki,louça
471,Geschirr::N,naczynia,louça
472,Sack::N,worek,saca
473,Tasse::N,filiżanka,chávena
474,Topf::N,garnek,tacho
475,Topf::N,garnek,panela
476,Kessel::N,kocioł,caldeira
477,Essen::N,jedzenie,refeição
478,Nahrung::N,pokarm,comida
479,Nahrung::N,pokarm,alimento
480,Nahrung::N,pożywienie,comida
481,Nahrung::N,pożywienie,alimento
482,Speise::N,potrawa,prato
483,Speise::N,jedzenie,prato
484,Fleisch::N,mięso,carne
485,Getreide::N,zboże,cereais
486,Brei::N,kasza,puré
487,Brot::N,chleb,pão
488,Scheibe::N,kromka,fatia
489,Fett::N,tłuszcz,banha
490,Fett::N,tłuszcz,gordura
491,Butter::N,masło,manteiga
492,Öl::N,olej,azeite
493,Salz::N,sól,sal
494,Suppe::N,zupa,sopa
495,Suppe::N,zupa,caldo
496,Honig::N,miód,mel
497,Milch::N,mleko,leite
498,Tee::N,herbata,chá
499,Leder::N,skóra,couro
500,Wolle::N,wełna,lã
501,Stoff::N,tkanina,pano
502,Stoff::N,tkanina,tecido
503,Stoff::N,materiał,pano
504,Stoff::N,materiał,tecido
505,Nadel::N,igła,agulha
506,Faden::N,nić,fio
507,Faden::N,nitka,fio
508,Knopf::N,guzik,botão
509,Knoten::N,węzeł,nó
510,Farbe::N,farba,corante
511,Kleidung::N,odzież,roupa
512,Kleidung::N,odzież,vestuário
513,Hemd::N,koszula,camisa
514,Kragen::N,kołnierz,gola
515,Ärmel::N,rękaw,manga
516,Hose::N,spodnie,calça
517,Gürtel::N,pasek,cinto
518,Mütze::N,czapka,boné
519,Mütze::N,czapka,barrete
520,Schuh::N,but,sapato
521,Schuh::N,bucik,sapato
522,Stiefel::N,but,bota
523,Stiefel::N,kozak,bota
524,Ring::N,pierścień,anel
525,Band::N,wstęga,fita
526,Band::N,wstęga,faixa
527,Kamm::N,grzebień,pente
528,Spiegel::N,lustro,espelho
529,Riemen::N,rzemień,correia
530,Schnur::N,sznur,corda
531,Schnur::N,sznur,cordel
532,Leine::N,smycz,trela
533,Decke::N,kołdra,cobertor
534,Kissen::N,poduszka,almofada
535,Tuch::N,chustka,pano
536,Handtuch::N,ręcznik,toalha
537,Kraft::N,moc,força
538,Kraft::N,siła,força
539,Stärke::N,moc,força
540,Stärke::N,siła,força
541,Gesundheit::N,zdrowie,saúde
542,Krankheit::N,choroba,doença
543,Krankheit::N,choroba,enfermidade
544,Schmerz::N,ból,dor
545,Wunde::N,rana,chaga
546,Wunde::N,rana,ferida
547,Fieber::N,gorączka,febre
548,Arznei::N,lekarstwo,remédio
549,Brücke::N,most,ponte
550,Brunnen::N,studnia,poço
551,Weide::N,pastwisko,pastagem
552,Pfad::N,ścieżka,senda
553,Pfad::N,ścieżka,trilho
554,Weg::N,droga,caminho
555,Straße::N,ulica,via
556,Straße::N,ulica,estrada
557,Dorf::N,wieś,aldeia
558,Stadt::N,miasto,cidade
559,Brief::N,list,carta
560,Buch::N,książka,livro
561,Buchstabe::N,litera,letra
562,Zeitung::N,gazeta,jornal
563,Zeitung::N,dziennik,jornal
564,Leben::N,życie,vida
565,Tod::N,śmierć,morte
566,Grab::N,grób,túmulo
567,Grab::N,grób,sepultura
568,Kirche::N,kościół,igreja
569,Sünde::N,grzech,pecado
570,Gott::N,bóg,deus
571,Arbeiter::N,robotnik,operário
572,Arbeiter::N,robotnik,trabalhador
573,Chef::N,szef,chefe
574,Chef::N,szef,patrão
575,Meister::N,mistrz,mestre
576,Meister::N,majster,mestre
577,Arzt::N,lekarz,médico
578,Lehrer::N,nauczyciel,professor
579,Geld::N,pieniądze,dinheiro
580,Geschäft::N,sprawa,negócio
581,Geschäft::N,interes,negócio
582,Laden::N,sklep,loja
583,Preis::N,cena,preço
584,Ware::N,towar,mercadoria
585,Nutzen::N,pożytek,proveito
586,Reichtum::N,bogactwo,riqueza
587,Welt::N,świat,mundo
588,Land::N,kraj,país
589,Staat::N,państwo,Estado
590,König::N,król,rei
591,Macht::N,władza,poder
592,Macht::N,władza,potência
593,Grenze::N,granica,fronteira
594,Krieg::N,wojna,guerra
595,Feind::N,wróg,inimigo
596,Gewalt::N,władza,violência
597,Kampf::N,bój,luta
598,Kampf::N,bój,combate
599,Kampf::N,walka,luta
600,Kampf::N,walka,combate
601,Bogen[Waffe]::N,łuk,arco
602,Pfeil::N,strzała,seta
603,Pfeil::N,strzała,flecha
604,Gewehr::N,karabin,espingarda
605,Fehler::N,błąd,erro
606,Fehler::N,błąd,falha
607,Lüge::N,kłamstwo,mentira
608,Schaden::N,szkoda,dano
609,Schaden::N,szkoda,estrago
610,Unglück::N,nieszczęście,desgraça
611,Schuld::N,wina,culpa
612,Alter::N,wiek,idade
613,Schluss::N,koniec,fim
614,Schluss::N,zakończenie,fim
615,Zeit::N,czas,tempo
616,Tag::N,dzień,dia
617,Morgen::N,ranek,manhã
618,Morgen::N,poranek,manhã
619,Mittag::N,południe,meio-dia
620,Abend::N,wieczór,noite
621,Abend::N,wieczór,tardinha
622,Nacht::N,noc,noite
623,Woche::N,tydzień,semana
624,Monat::N,miesiąc,mês
625,Jahr::N,rok,ano
626,Frühling::N,wiosna,primavera
627,Sommer::N,lato,verão
628,Herbst::N,jesień,outono
629,Winter::N,zima,inverno
630,Januar::N,styczeń,Janeiro
631,Februar::N,luty,Fevereiro
632,März::N,marzec,Março
633,April::N,kwiecień,Abril
634,Mai::N,maj,Maio
635,Juni::N,czerwiec,Junho
636,Juli::N,lipiec,Julho
637,August::N,sierpień,Agosto
638,September::N,wrzesień,Setembro
639,Oktober::N,październik,Outubro
640,November::N,listopad,Novembro
641,Dezember::N,grudzień,Dezembro
642,Montag::N,poniedziałek,segunda-feira
643,Dienstag::N,wtorek,terça-feira
644,Mittwoch::N,środa,quarta-feira
645,Donnerstag::N,czwartek,quinta-feira
646,Freitag::N,piątek,sexta-feira
647,Samstag::N,sobota,sábado
648,Sonntag::N,niedziela,domingo
649,groß::A,duży,grande
650,groß::A,wielki,grande
651,klein::A,mały,pequeno
652,lang::A,długi,comprido
653,kurz::A,krótki,curto
654,breit::A,szeroki,largo
655,schmal::A,wąski,estreito
656,dicht::A,gęsty,denso
657,dick[Gegenstand]::A,gruby,grosso
658,dünn::A,cienki,delgado
659,fein::A,drobny,fino
660,fein::A,drobny,subtil
661,fest::A,mocny,firme
662,fest::A,mocny,sólido
663,fest::A,twardy,firme
664,fest::A,twardy,sólido
665,flach::A,płaski,plano
666,glatt::A,gładki,liso
667,hart::A,twardy,duro
668,weich::A,miękki,mole
669,rund::A,okrągły,redondo
670,spitz::A,spiczasty,agudo
671,scharf::A,ostry,afiado
672,stumpf::A,tępy,rombo
673,schwer::A,ciężki,pesado
674,schön::A,ładny,belo
675,schön::A,ładny,bonito
676,schön::A,piękny,belo
677,schön::A,piękny,bonito
678,heiß::A,gorący,quente
679,warm::A,ciepły,quente
680,kalt::A,zimny,frio
681,kühl::A,chłodny,fresco
682,frisch::A,świeży,fresco
683,feucht::A,wilgotny,húmido
684,nass::A,mokry,molhado
685,trocken::A,suchy,seco
686,voll::A,pełny,cheio
687,leer::A,pusty,vazio
688,leer::A,próżny,vazio
689,offen::A,otwarty,aberto
690,geschlossen::A,zamknięty,fechado
691,sauber::A,czysty,limpo
692,schmutzig::A,brudny,sujo
693,roh::A,surowy,cru
694,reif::A,dojrzały,maduro
695,lecker::A,smaczny,delicioso
696,süß::A,słodki,doce
697,bitter::A,gorzki,amargo
698,sauer::A,kwaśny,azedo
699,hell::A,jasny,claro
700,dunkel::A,ciemny,escuro
701,dunkel::A,ciemny,sombrio
702,schwarz::A,czarny,preto
703,weiß::A,biały,branco
704,rot::A,czerwony,vermelho
705,gelb::A,żółty,amarelo
706,blau::A,błękitny,azul
707,blau::A,niebieski,azul
708,grün::A,zielony,verde
709,grau::A,szary,cinzento
710,bunt::A,barwny,colorido
711,billig::A,tani,barato
712,teuer::A,drogi,caro
713,wertvoll::A,cenny,valioso
714,wertvoll::A,cenny,precioso
715,blind::A,ślepy,cego
716,taub::A,głuchy,surdo
717,kräftig::A,mocny,forte
718,kräftig::A,mocny,poderoso
719,stark::A,silny,forte
720,stark::A,silny,robusto
721,schwach::A,słaby,débil
722,fett::A,tłusty,gordo
723,schlank::A,smukły,esbelto
724,hübsch::A,ładny,giro
725,hübsch::A,ładny,bonito
726,böse::A,zły,mau
727,dumm::A,głupi,parvo
728,dumm::A,głupi,estúpido
729,faul::A,leniwy,preguiçoso
730,fleißig::A,pilny,aplicado
731,fleißig::A,pilny,diligente
732,geizig::A,skąpy,avarento
733,klug::A,mądry,prudente
734,klug::A,mądry,inteligente
735,geschickt::A,zręczny,hábil
736,lieb::A,miły,caro
737,lieb::A,miły,querido
738,lustig::A,wesoły,alegre
739,sanft::A,łagodny,suave
740,sanft::A,łagodny,brando
741,hungrig::A,głodny,faminto
742,krank::A,chory,doente
743,krank::A,chory,enfermo
744,nackt::A,nagi,nu
745,nackt::A,nagi,despido
746,traurig::A,smutny,triste
747,lebendig::A,żywy,vivo
748,gut::A,dobry,bom
749,schlecht::A,zły,mau
750,schlecht::A,zły,ruim
751,richtig::A,słuszny,justo
752,richtig::A,słuszny,correcto
753,richtig::A,właściwy,justo
754,richtig::A,właściwy,correcto
755,schlimm::A,zły,mau
756,schlimm::A,zły,grave
757,wahr::A,prawdziwy,verdadeiro
758,alt::A,stary,velho
759,alt::A,stary,antigo
760,neu::A,nowy,novo
761,ehemalig::A,były,antigo
762,alt[Lebewesen]::A,stary,velho
763,jung::A,młody,jovem
764,arm::A,ubogi,pobre
765,arm::A,biedny,pobre
766,reich::A,bogaty,rico
767,bekannt::A,znany,conhecido
768,berühmt::A,słynny,famoso
769,berühmt::A,słynny,célebre
770,fremd::A,obcy,alheio
771,fremd::A,obcy,estranho
772,fremd::A,cudzy,alheio
773,fremd::A,cudzy,estranho
774,verschieden::A,różny,diverso
775,verschieden::A,różny,diferente
776,nah::A,bliski,próximo
777,fern::A,daleki,remoto
778,fern::A,daleki,distante
779,linker::A,lewy,esquerdo
780,rechter::A,prawy,direito
781,anderer::A,inny,outro
782,erster::A,pierwszy,primeiro
783,zweiter::A,drugi,segundo
784,dritter::A,trzeci,terceiro
785,letzter::A,ostatni,final
786,letzter::A,ostatni,último
787,allein::ADV,sam,só
788,auf einmal::ADV,naraz,de vez
789,zusammen::ADV,razem,juntos
790,lange::ADV,długo,muito tempo
791,plötzlich::ADV,nagle,de repente
792,sofort::ADV,natychmiast,imediatamente
793,später::ADV,później,mais tarde
794,jetzt::ADV,teraz,agora
795,jetzt::ADV,obecnie,agora
796,heute::ADV,dziś,hoje
797,heute::ADV,dzisiaj,hoje
798,morgen::ADV,jutro,amanhã
799,bald::ADV,wkrótce,logo
800,bald::ADV,wkrótce,breve
801,dann::ADV,potem,então
802,dann::ADV,potem,depois
803,gestern::ADV,wczoraj,ontem
804,einst::ADV,kiedyś,antigamente
805,einst::ADV,niegdyś,antigamente
806,damals::ADV,wtedy,então
807,damals::ADV,wówczas,então
808,danach::ADV,następnie,logo
809,danach::ADV,następnie,depois
810,vorher::ADV,przedtem,antes
811,zuerst::ADV,naprzód,primeiro
812,zuerst::ADV,najpierw,primeiro
813,einmal::ADV,raz,uma vez
814,manchmal::ADV,czasem,às vezes
815,oft::ADV,często,muitas vezes
816,immer::ADV,zawsze,sempre
817,niemals::ADV,nigdy,nunca
818,hier::ADV,tu,cá
819,hier::ADV,tu,aqui
820,hier::ADV,tutaj,cá
821,hier::ADV,tutaj,aqui
822,hierhin::ADV,tu,para cá
823,von hier::ADV,stąd,daqui
824,dort::ADV,tam,lá
825,dort::ADV,tam,ali
826,dorthin::ADV,tam,lá
827,dorthin::ADV,tam,para lá
828,geradeaus::ADV,prosto,em frente
829,vorwärts::ADV,naprzód,avante
830,rückwärts::ADV,wstecz,para trás
831,zurück::ADV,z powrotem,atrás
832,unten::ADV,u dołu,debaixo
833,unten::ADV,u dołu,em baixo
834,unten::ADV,na dole,debaixo
835,unten::ADV,na dole,em baixo
836,hinab::ADV,na_dół,para baixo
