,Concept_ID,fr,be
842,er::PRN,il,ён
843,er::PRN,lui,ён
844,wir::PRN,nous,мы
845,ihr::PRN,vous,вы
846,sie::PRN,ils,яны
847,sie::PRN,elles,яны
848,was::FPRN,que,што
849,was::FPRN,quoi,што
850,wer::FPRN,qui,хто
851,wo::FADV,où,дзе
852,wohin::FADV,où,куды
853,wie::FADV,comment,як
854,warum::FADV,pourquoi,чаму
855,wieviel::FNUM,combien,колькі
856,eins::NUM,un,адзін
857,zwei::NUM,deux,два
858,drei::NUM,trois,тры
859,vier::NUM,quatre,чатыры
860,fünf::NUM,cinq,пяць
861,sechs::NUM,six,шесць
862,sieben::NUM,sept,сем
863,acht::NUM,huit,восем
864,neun::NUM,neuf,дзевяць
865,zehn::NUM,dix,дзесяць
866,elf::NUM,onze,адзінаццаць
867,zwölf::NUM,douze,дванаццаць
868,zwanzig::NUM,vingt,дваццаць
869,dreißig::NUM,trente,трыццаць
870,vierzig::NUM,quarante,сорак
871,fünfzig::NUM,cinquante,пядзесят
872,sechzig::NUM,soixante,шесдзесят
873,siebzig::NUM,soixante-dix,семдзесят
874,achtzig::NUM,quatre-vingt,восемдзесят
875,neunzig::NUM,quatre-vingt-dix,дзевяноста
876,hundert::NUM,cent,сто
877,tausend::NUM,mille,тысяча
878,und::CNJ,et,і
879,und::CNJ,et,ды
880,oder::CNJ,ou,або
881,stehen::V,être debout,стаяць
882,sitzen::V,être assis,сядзець
883,liegen::V,être couché,ляжаць
884,hängen::V,pendre,вісець
885,werden::V,devenir,стаць
886,werden::V,devenir,зрабіцца
887,passieren::V,se passer,трапіцца
888,beginnen::V,commencer,пачацца
889,enden::V,finir,кончыцца
890,enden::V,se terminer,кончыцца
891,wechseln::V,changer,мяняцца
892,wechseln::V,alterner,мяняцца
893,aufgehen[Sonne]::V,se lever,узысці
894,untergehen[Sonne]::V,se coucher,зайсці
895,scheinen[Sonne]::V,briller,свяціць
896,donnern::V,tonner,грымець
897,wehen::V,souffler,дзьмуць
898,strömen::V,affluer,ліцца
899,fließen::V,couler,цячы
900,sich drehen::V,tourner,круціцца
901,sich drehen::V,tourner,варочацца
902,schwanken::V,osciller,хістацца
903,schwanken::V,chanceler,хістацца
904,schwingen::V,vibrer,гайдацца
905,schwingen::V,vibrer,калыхацца
906,schwingen::V,osciller,гайдацца
907,schwingen::V,osciller,калыхацца
908,fallen::V,tomber,падаць
909,brennen::V,brûler,гарэць
910,brennen::V,flamber,гарэць
911,rauchen::V,fumer,дымець
912,regnen::V,pleuvoir,дажджыць
913,gefrieren::V,geler,замерзнуць
914,tauen::V,dégeler,раставаць
915,schmelzen::V,fondre,плавіцца
916,trocknen::V,sécher,сохнуць
917,sieden::V,bouillir,кіпець
918,faulen::V,pourrir,гнісці
919,faulen::V,se putréfier,гнісці
920,verfaulen::V,pourrir,згнісці
921,reißen::V,rompre,ірвацца
922,reißen::V,se déchirer,ірвацца
923,versinken::V,s'enfoncer,тануць
924,vergehen::V,passer,праходзіць
925,erscheinen::V,apparaître,зʼявіцца
926,verschwinden::V,disparaître,знікнуць
927,sinken::V,descendre,спадаць
928,sinken::V,s'abaisser,спадаць
929,abnehmen::V,diminuer,паменшыцца
930,zunehmen::V,augmenter,павялічвацца
931,steigen::V,monter,паднімацца
932,wachsen::V,croître,расці
933,glänzen::V,briller,блішчаць
934,funkeln::V,étinceler,бліскаць
935,lärmen::V,faire du bruit,шумець
936,läuten::V,sonner,званіць
937,klingeln::V,sonner,званіць
938,klirren::V,cliqueter,бразгаць
939,brausen::V,mugir,бушаваць
940,rauschen::V,bruire,шастаць
941,klingen::V,sonner,гучаць
942,bellen::V,aboyer,брахаць
943,heulen::V,hurler,выць
944,blasen::V,souffler,дзьмухнуць
945,pfeifen::V,siffler,свістаць
946,schreien::V,crier,крычаць
947,stöhnen::V,gémir,стагнаць
948,zittern::V,trembler,дрыжаць
949,leben::V,vivre,жыць
950,geboren werden::V,naître,нарадзіцца
951,atmen::V,respirer,дыхаць
952,trinken::V,boire,піць
953,essen::V,manger,есці
954,schlucken::V,avaler,глытаць
955,müde werden::V,se lasser,стаміцца
956,müde werden::V,se fatiguer,стаміцца
957,einschlafen::V,s'endormir,заснуць
958,schlafen::V,dormir,спаць
959,aufwachen::V,se réveiller,рассыпацца
960,aufstehen::V,se lever,устаць
961,sich erholen::V,se reposer,адпачываць
962,sich erholen::V,se détendre,адпачываць
963,krank werden::V,tomber malade,захварэць
964,krank sein::V,être malade,хварэць
965,schmerzen::V,faire mal,балець
966,husten::V,tousser,кашляць
967,genesen::V,guérir,паправіцца
968,genesen::V,guérir,паздаравець
969,genesen::V,se remettre,паправіцца
970,genesen::V,se remettre,паздаравець
971,sterben::V,mourir,памерці
972,umkommen::V,périr,загінуць
973,sich bewegen::V,bouger,рухацца
974,sich rühren::V,broncher,варушыцца
975,sich erheben::V,se lever,устаць
976,sich setzen::V,s'asseoir,сесці
977,hinfallen::V,tomber,упасці
978,laufen::V,marcher,хадзіць
979,laufen::V,aller à pied,хадзіць
980,schreiten::V,marcher,шагаць
981,schreiten::V,marcher,крочыць
982,spazierengehen::V,se promener,гуляць
983,eilen::V,courir,спяшацца
984,sich beeilen::V,se hâter,спяшацца
985,sich beeilen::V,se dépêcher,спяшацца
986,sausen::V,filer,імчацца
987,rennen::V,courir,бегаць
988,springen::V,sauter,скакаць
989,klettern::V,grimper,лазіць
990,schaukeln::V,se balancer,гайдацца
991,kriechen::V,ramper,поўзаць
992,schwimmen::V,nager,плаваць
993,tauchen::V,plonger,ныраць
994,rudern::V,ramer,веславаць
995,fahren::V,aller,ехаць
996,fahren::V,rouler,ехаць
997,fliegen::V,voler,лятаць
998,gehen::V,aller,ісці
999,weggehen::V,s'en aller,пайсці
1000,abfahren::V,partir,адʼяжджаць
1001,anhalten::V,s'arrêter,спыніцца
1002,anhalten::V,s'arrêter,затрымацца
1003,hineingehen::V,entrer,уваходзіць
1004,eintreten::V,entrer,увайсці
1005,kommen::V,venir,прыйсці
1006,ankommen::V,arriver,прыбыць
1007,zurückkommen::V,revenir,вярнуцца
1008,bleiben::V,rester,застацца
1009,bleiben::V,demeurer,застацца
1010,warten::V,attendre,чакаць
1011,erwarten::V,attendre,чакаць
1012,suchen::V,chercher,шукаць
1013,finden::V,trouver,знайсці
1014,versuchen::V,essayer,прабаваць
1015,vorbereiten::V,préparer,падрыхтаваць
1016,lieben::V,aimer,кахаць
1017,mögen::V,aimer,любіць
1018,mögen::V,vouloir,любіць
1019,lachen::V,rire,смяяцца
1020,rühren::V,toucher,расчуліць
1021,rühren::V,attendrir,расчуліць
1022,weinen::V,pleurer,плакаць
1023,schimpfen::V,gronder,лаяцца
1024,sich ärgern::V,se fâcher,сердаваць
1025,sich fürchten::V,avoir peur,баяцца
1026,fürchten::V,craindre,баяцца
1027,fürchten::V,avoir peur de,баяцца
1028,fliehen::V,fuir,уцякаць
1029,flüchten::V,s'enfuir,уцячы
1030,sehen::V,voir,бачыць
1031,anschauen::V,regarder,паглядзець
1032,ansehen::V,regarder,глядзець
1033,hören::V,entendre,чуць
1034,zuhören::V,écouter,слухаць
1035,probieren::V,goûter,каштаваць
1036,riechen::V,sentir,нюхаць
1037,fühlen::V,sentir,адчуваць
1038,scheinen::V,sembler,здавацца
1039,scheinen::V,paraître,здавацца
1040,zu sehen sein::V,se voir,віднецца
1041,zu sehen sein::V,être visible,віднецца
1042,vernehmen::V,entendre,пачуць
1043,vernehmen::V,percevoir,пачуць
1044,frieren::V,avoir froid,мёрзнуць
1045,tun::V,faire,рабіць
1046,können::V,savoir,умець
1047,können::V,pouvoir,умець
1048,wollen::V,vouloir,хацець
1049,anfangen::V,commencer,пачаць
1050,beenden::V,finir,закончыць
1051,beenden::V,terminer,закончыць
1052,aufhören::V,cesser,перастаць
1053,aufhören::V,arrêter,перастаць
1054,gelingen::V,réussir,удацца
1055,geraten::V,réussir,аказацца
1056,öffnen::V,ouvrir,адчыніць
1057,schließen::V,fermer,зачыніць
1058,stellen::V,poser,паставіць
1059,stellen::V,mettre,паставіць
1060,setzen::V,placer,пасадзіць
1061,legen::V,placer,класці
1062,berühren::V,toucher,чапаць
1063,verbinden::V,lier,звязаць
1064,bedecken::V,couvrir,накрыць
1065,aufhängen::V,accrocher,павесіць
1066,anzünden::V,allumer,запаліць
1067,aufheben::V,ramasser,падняць
1068,zurücklassen::V,laisser,пакінуць
1069,verlieren::V,perdre,згубіць
1070,fallen lassen::V,lâcher,упусціць
1071,fallen lassen::V,laisser tomber,упусціць
1072,machen::V,faire,зрабіць
1073,herstellen::V,produire,вырабіць
1074,herstellen::V,fabriquer,вырабіць
1075,bauen::V,bâtir,будаваць
1076,bauen::V,construire,будаваць
1077,reparieren::V,réparer,правіць
1078,verbessern::V,améliorer,палепшыць
1079,ändern::V,changer,змяніць
1080,ändern::V,modifier,змяніць
1081,graben::V,creuser,капаць
1082,beugen::V,plier,сагнуць
1083,beugen::V,ployer,сагнуць
1084,biegen::V,courber,пагнуць
1085,drehen::V,tordre,вярцець
1086,drehen::V,tourner,вярцець
1087,wenden::V,retourner,павярнуць
1088,umdrehen::V,tourner,перавярнуць
1089,heben::V,soulever,падымаць
1090,hochheben::V,lever,падняць
1091,ergreifen::V,saisir,схапіць
1092,ergreifen::V,saisir,схваціць
1093,ergreifen::V,prendre,схапіць
1094,ergreifen::V,prendre,схваціць
1095,halten::V,tenir,трымаць
1096,drücken::V,presser,націскаць
1097,schieben::V,pousser,пхаць
1098,schieben::V,pousser,штурхаць
1099,kratzen::V,gratter,скрэбці
1100,kratzen::V,égratigner,скрэбці
1101,lecken::V,lécher,лізаць
1102,beißen::V,mordre,кусаць
1103,abreißen::V,arracher,адарваць
1104,abschneiden::V,couper,адрэзаць
1105,binden::V,lier,вязаць
1106,binden::V,attacher,вязаць
1107,stecken::V,enfoncer,уваткнуць
1108,brechen::V,rompre,зламаць
1109,klopfen::V,frapper,стукаць
1110,hauen::V,frapper,біць
1111,kleben::V,coller,клеіць
1112,reiben::V,frotter,церці
1113,streichen::V,empâter,намазаць
1114,schleifen::V,affiler,тачыць
1115,schleifen::V,aiguiser,тачыць
1116,schneiden::V,couper,рэзаць
1117,schneiden::V,trancher,рэзаць
1118,rütteln::V,cahoter,хістаць
1119,schütteln::V,secouer,трэсці
1120,schwenken::V,agiter,махаць
1121,schütten::V,verser,наліць
1122,füllen::V,remplir,напоўніць
1123,einwickeln::V,envelopper,загарнуць
1124,tragen::V,porter,несці
1125,schleppen::V,traîner,цягнуць
1126,ziehen::V,tirer,цягнуць
1127,aufbewahren::V,garder,захоўваць
1128,aufbewahren::V,conserver,захоўваць
1129,werfen::V,jeter,кідаць
1130,werfen::V,lancer,кідаць
1131,fangen::V,attraper,лавіць
1132,packen::V,agripper,схапіць
1133,packen::V,agripper,схваціць
1134,verstecken::V,cacher,схаваць
1135,teilen::V,diviser,раздзяліць
1136,schicken::V,envoyer,пасылаць
1137,bringen::V,apporter,прынесці
1138,hinzufügen::V,ajouter,дабавіць
1139,bekommen::V,obtenir,дастаць
1140,erhalten::V,recevoir,атрымаць
1141,nehmen::V,prendre,ўзяць
1142,wählen::V,choisir,выбраць
1143,auswählen::V,choisir,адабраць
1144,auswählen::V,sélectionner,адабраць
1145,bewahren::V,préserver,захаваць
1146,behindern::V,gêner,перашкаджаць
1147,verderben::V,gâter,сапсаваць
1148,verderben::V,corrompre,сапсаваць
1149,beschädigen::V,endommager,пашкодзіць
1150,zerbrechen::V,casser,разбіць
1151,zerreißen::V,déchirer,разадраць
1152,zerstören::V,détruire,разбурыць
1153,verbrennen::V,brûler,спаліць
1154,geben::V,donner,даць
1155,reichen::V,tendre,перадаць
1156,schenken::V,offrir,дарыць
1157,versprechen::V,promettre,абяцаць
1158,wünschen::V,souhaiter,жадаць
1159,loben::V,louer,хваліць
1160,küssen::V,embrasser,цалаваць
1161,wiegen::V,bercer,гушкаць
1162,wiegen::V,bercer,калыхаць
1163,zudecken::V,couvrir,накрыць
1164,wecken::V,éveiller,пабудзіць
1165,wecken::V,réveiller,пабудзіць
1166,zeigen::V,montrer,паказаць
1167,zeigen::V,faire voir,паказаць
1168,führen::V,guider,весці
1169,lehren::V,apprendre,вучыць
1170,unterrichten::V,instruire,выкладаць
1171,aufziehen::V,élever,выхаваць
1172,leiten::V,diriger,кіраваць
1173,leiten::V,conduire,кіраваць
1174,antreiben::V,pousser,падганяць
1175,lassen::V,faire,прымусіць
1176,einladen::V,inviter,запрасіць
1177,vereinigen::V,unir,абʼяднаць
1178,vereinigen::V,réunir,абʼяднаць
1179,besuchen::V,visiter,наведаць
1180,besuchen::V,aller voir,наведаць
1181,treffen::V,rencontrer,сустрэць
1182,sich versammeln::V,s'assembler,сабрацца
1183,spielen::V,jouer,гуляць
1184,singen::V,chanter,пець
1185,singen::V,chanter,спяваць
1186,tanzen::V,danser,танцаваць
1187,sich trennen::V,se séparer,расстацца
1188,verlassen::V,quitter,пакінуць
1189,retten::V,sauver,выратаваць
1190,bewachen::V,garder,ахоўваць
1191,schützen::V,protéger,уберагаць
1192,verteidigen::V,défendre,абараніць
1193,sich schlagen::V,se taper,біцца
1194,sich schlagen::V,se taper,драцца
1195,schießen::V,tirer,страляць
1196,siegen::V,vaincre,перамагчы
1197,ärgern::V,agacer,злаваць
1198,schlagen::V,battre,ударыць
1199,schlagen::V,frapper,ударыць
1200,treten::V,botter,штурхаць
1201,treten::V,donner un coup de pied à,штурхаць
1202,stechen::V,piquer,укалоць
1203,stoßen::V,heurter,папхнуць
1204,stehlen::V,voler,украсці
1205,stören::V,gêner,перашкодзіць
1206,stören::V,déranger,перашкодзіць
1207,belästigen::V,molester,дакучаць
1208,belästigen::V,importuner,дакучаць
1209,verbergen::V,cacher,скрыць
1210,verbergen::V,cacher,схаваць
1211,verbergen::V,dissimuler,скрыць
1212,verbergen::V,dissimuler,схаваць
1213,täuschen::V,abuser,падмануць
1214,täuschen::V,tromper,падмануць
1215,betrügen::V,duper,змахляваць
1216,betrügen::V,frauder,змахляваць
1217,töten::V,tuer,забіць
1218,wohnen::V,habiter,жыць
1219,wohnen::V,demeurer,жыць
1220,arbeiten::V,travailler,працаваць
1221,sammeln::V,collectionner,сабраць
1222,pflücken::V,cueillir,зрываць
1223,jagen::V,chasser,паляваць
1224,fischen::V,pêcher,рыбачыць
1225,fassen::V,capturer,злавіць
1226,hüten::V,garder,пасвіць
1227,treiben::V,mener,гнаць
1228,anbinden::V,attacher,прывязаць
1229,füttern::V,faire manger,карміць
1230,melken::V,traire,даіць
1231,hacken::V,fendre,сячы
1232,gießen::V,arroser,паліць
1233,reifen::V,mûrir,паспець
1234,zubereiten::V,préparer,зварыць
1235,zubereiten::V,préparer,згатаваць
1236,kochen::V,cuire,варыць
1237,backen::V,cuire,пячы
1238,braten::V,rôtir,смажыць
1239,umrühren::V,remuer,перамяшаць
1240,stricken::V,tricoter,вязаць
1241,nähen::V,coudre,шыць
1242,färben::V,teindre,пафарбаваць
1243,reinigen::V,nettoyer,ачысціць
1244,waschen::V,laver,мыць
1245,abwischen::V,essuyer,выцерці
1246,spülen::V,rincer,паласкаць
1247,fegen::V,balayer,падмятаць
1248,kehren::V,balayer,месці
1249,baden::V,se baigner,купацца
1250,sich waschen::V,se laver,мыцца
1251,ausziehen::V,ôter,зняць
1252,ausziehen::V,enlever,зняць
1253,anziehen::V,mettre,надзець
1254,sich anziehen::V,s'habiller,адзецца
1255,kämmen::V,peigner,прычасаць
1256,schmücken::V,orner,аздобіць
1257,schmücken::V,décorer,аздобіць
1258,sagen::V,dire,сказаць
1259,sprechen::V,parler,гаварыць
1260,reden::V,parler,размаўляць
1261,sich unterhalten::V,bavarder,гутарыць
1262,sich unterhalten::V,s'entretenir,гутарыць
1263,fragen::V,demander,спытаць
1264,bitten::V,prier,прасіць
1265,erzählen::V,raconter,расказаць
1266,mitteilen::V,communiquer,паведаміць
1267,nennen::V,nommer,назваць
1268,nennen::V,appeler,назваць
1269,rufen::V,appeler,зваць
1270,prahlen::V,se vanter,хваліцца
1271,übersetzen::V,traduire,перакласці
1272,denken::V,penser,думаць
1273,glauben::V,croire,верыць
1274,bemerken::V,remarquer,заўважыць
1275,bemerken::V,apercevoir,заўважыць
1276,erkennen::V,reconnaître,пазнаць
1277,begreifen::V,concevoir,спасцігнуць
1278,verstehen::V,entendre,пачуць
1279,verstehen::V,comprendre,пачуць
1280,lernen::V,apprendre,вучыцца
1281,wissen::V,savoir,знаць
1282,sich erinnern an::V,se souvenir de,памятаць
1283,vergessen::V,oublier,забыць
1284,messen::V,mesurer,мераць
1285,zählen::V,compter,лічыць
1286,rechnen::V,calculer,лічыць
1287,lesen::V,lire,чытаць
1288,malen::V,peindre,маляваць
1289,zeichnen::V,dessiner,рысаваць
1290,schreiben::V,écrire,пісаць
1291,besitzen::V,posséder,мець
1292,kaufen::V,acheter,купіць
1293,verkaufen::V,vendre,прадаць
1294,bezahlen::V,payer,заплаціць
1295,zahlen::V,payer,плаціць
1296,beherrschen::V,dominer,уладаць
1297,beherrschen::V,dominer,валодаць
1298,beherrschen::V,maîtriser,уладаць
1299,beherrschen::V,maîtriser,валодаць
1300,ertragen::V,tolérer,выцерпець
1301,ertragen::V,supporter,выцерпець
