,Concept_ID,el,sah
94,Nebel::N,ομίχλη,туман
95,Wolke::N,σύννεφο,былыт
96,Regen::N,βροχή,самыыр
97,Schnee::N,χιόνι,хаар
98,Eis::N,πάγος,муус
99,Frost::N,παγωνία,тымныы
100,Kälte::N,κρύο,тымныы
101,Kälte::N,ψύχος,тымныы
102,Hitze::N,ζέστη,куйаас
103,Raureif::N,πάχνη,кырыа
104,Regenbogen::N,ουράνιο τόξο,кустук
105,Donner::N,βροντή,этиҥ
106,Strömung::N,ρεύμα,сүүрүк
107,Tropfen::N,στάλα,таммах
108,Tropfen::N,στάλα,хааппыла
109,Schaum::N,αφρός,күүгэн
110,Schmutz::N,βρωμιά,кир
111,See::N,λίμνη,күөл
112,Sumpf::N,βάλτος,бадараан
113,Moor::N,έλος,дьэбэрэ
114,Wiese::N,λιβάδι,ходуһа
115,Wald::N,δάσος,ойуур
116,Hügel::N,λόφος,булгунньах
117,Anhöhe::N,ύψωμα,үрдэл
118,Berg::N,όρος,хайа
119,Berg::N,βουνό,хайа
120,Gipfel::N,κορυφή,чыпчаал
121,Höhle::N,σπηλιά,хайа_хаспаҕа
122,Höhle::N,σπηλιά,көҥүс
123,Abhang::N,πλαγιά,эниэ
124,Quelle::N,πηγή,дьүүктэ
125,Quelle::N,βρύση,дьүүктэ
126,Bach::N,ρυάκι,үрүйэ
127,Fluss::N,ποτάμι,өрүс
128,Fluss::N,ποταμός,өрүс
129,Ufer::N,όχθη,биэрэк
130,Küste::N,ακτή,кытыл
131,Küste::N,ακρογιαλιά,кытыл
132,Festland::N,στεριά,кураанах сир
133,Meer::N,θάλασσα,муора
134,Bucht::N,κόλπος,хомо
135,Bucht::N,κόλπος,бухта
136,Insel::N,νησί,арыы
137,Insel::N,νήσος,арыы
138,Blume::N,άνθος,сибэкки
139,Blume::N,λουλούδι,сибэкки
140,Gras::N,χόρτο,от
141,Gras::N,χορτάρι,от
142,Wurzel::N,ρίζα,силис
143,Baum::N,δέντρο,мас
144,Stamm::N,κορμός,умнас
145,Rinde::N,φλούδα,хатырык
146,Ast::N,κλαδί,мутук
147,Zweig::N,κλαδί,лабаа
148,Zweig::N,κλάδος,лабаа
149,Blatt::N,φύλλο,сэбирдэх
150,Birke::N,σημύδα,хатыҥ
151,Kiefer[Baum]::N,πεύκο,бэс
152,Weide[Baum]::N,ιτιά,үөт
153,Weide[Baum]::N,ιτιά,талах
154,Tanne::N,έλατο,харыйа
155,Horn::N,κέρας,муос
156,Horn::N,κέρατο,муос
157,Feder::N,φτερό,куорсун
158,Fell::N,δέρμα,тирии
159,Fell::N,τομάρι,тирии
160,Flügel::N,πτερύγιο,кынат
161,Klaue::N,κουλό,тыҥырах
162,Kralle::N,νύχι,баппаҕай
163,Schwanz::N,ουρά,кутурук
164,Ei::N,αβγό,сымыыт
165,Nest::N,φωλιά,уйа
166,Bau::N,φωλιά,хороон
167,Tier::N,ζώο,кыыл
168,Tier::N,ζώο,харамай
169,Herde::N,κοπάδι,үөр
170,Kuh::N,αγελάδα,ынах
171,Bulle::N,ταύρος,оҕус
172,Pferd::N,άλογο,сылгы
173,Schaf::N,πρόβατο,овца
174,Schwein::N,γουρούνι,сибиинньэ
175,Hund::N,σκυλί,ыт
176,Hund::N,σκύλος,ыт
177,Katze::N,γάτα,куоска
178,Bär::N,άρκτος,эһэ
179,Bär::N,αρκούδα,эһэ
180,Eichhörnchen::N,βερβερίτσα,тииҥ
181,Elch::N,άλκη,тайах
182,Fuchs::N,αλεπού,саһыл
183,Hase::N,λαγός,куобах
184,Maus::N,ποντικός,кутуйах
185,Wolf::N,λύκος,бөрө
186,Vogel::N,πουλί,көтөр
187,Schwarm::N,σμήνος,бөлөх
188,Huhn::N,κότα,куурусса
189,Huhn::N,όρνιθα,куурусса
190,Hahn::N,πετεινός,бөтүүк
191,Gans::N,χήνα,хаас
192,Adler::N,αετός,хотой
193,Ente::N,πάπια,кус
194,Eule::N,κουκουβάγια,мэкчиргэ
195,Kranich::N,γερανός,туруйа
196,Krähe::N,καρακάξα,тураах
197,Kuckuck::N,κούκος,кэҕэ
198,Schwan::N,κύκνος,куба
199,Fisch::N,ψάρι,балык
200,Barsch::N,πέρκα,алыһар
201,Hecht::N,λούτσος,сордон
202,Schlange[Tier]::N,φίδι,моҕой
203,Schlange[Tier]::N,φίδι,эриэн үөн
204,Wurm::N,σκουλήκι,үөн
205,Spinne::N,αράχνη,ооҕуй
206,Ameise::N,μυρμήγκι,кымырдаҕас
207,Laus::N,ψείρα,быт
208,Mücke::N,κουνούπι,кумаар
209,Fliege::N,μύγα,сахсырҕа
210,Schmetterling::N,πεταλούδα,лыах
211,Schmetterling::N,πεταλούδα,үрүмэччи
212,Beere::N,ρόγα,отон
213,Apfel::N,μήλο,яблоко
214,Pilz::N,μανιτάρι,тэллэй
215,Zwiebel::N,κρεμμύδι,луук
216,Saat::N,σπόρος,сиэмэ
217,Korn::N,σπυρί,сиэмэ
218,Heu::N,σανός,от
219,Schale::N,τσόφλι,хах
220,Grube::N,λάκκος,дьаама
221,Falle::N,παγίδα,сохсо
222,Schlinge::N,θηλειά,уктаа
223,Spur::N,ίχνος,суол
224,Asche::N,στάχτη,күл
225,Dreck::N,βρωμιά,бадараан
226,Eisen::N,σίδερο,тимир
227,Gold::N,μάλαμα,көмүс
228,Gold::N,μάλαμα,кыһыл көмүс
229,Gold::N,χρυσάφι,көмүс
230,Gold::N,χρυσάφι,кыһыл көмүс
231,Silber::N,ασήμι,көмүс
232,Silber::N,ασήμι,үрүҥ көмүс
233,Silber::N,άργυρος,көмүс
234,Silber::N,άργυρος,үрүҥ көмүс
235,Kohle::N,κάρβουνο,чох
236,Glas::N,γυαλί,өстүөкүлэ
237,Lehm::N,πηλός,туой
238,Sand::N,άμμος,кумах
239,Mensch::N,άνθρωπος,киһи
240,Mann::N,άνδρας,эр
241,Frau::N,γυναίκα,дьахтар
242,Kind::N,παιδί,оҕо
243,Junge::N,αγόρι,уол
244,Mädchen::N,κοπέλα,кыыс оҕо
245,Mädchen::N,κορίτσι,кыыс оҕо
246,Familie::N,οικογένεια,кэргэн
247,Großvater::N,παππούς,эһэ
248,Großmutter::N,γιαγιά,эбэ
249,Eltern::N,γονείς,аҕа-ийэ
250,Vater::N,πατέρας,аҕа
251,Mutter::N,μητέρα,ийэ
252,Sohn::N,γιος,уол
253,Tochter::N,κόρη,кыыс
254,Bruder::N,αδελφός,убай
255,Bruder::N,αδελφός,быраат
256,Schwester::N,αδελφή,аҕас
257,Schwester::N,αδελφή,балыс
258,Onkel::N,θείος,таай
259,Onkel::N,θείος,абаҕа
260,Tante::N,θεία,эдьиий
261,Ehemann::N,σύζυγος,эр
262,Ehefrau::N,σύζυγος,ойох
263,Freude::N,χαρά,үөрүү
264,Gelächter::N,γέλια,күлүү
265,Glück::N,ευτυχία,дьол
266,Glück::N,ευτυχία,соргу
267,Kummer::N,έγνοια,кутурҕан
268,Wunsch::N,επιθυμία,баҕарыы
269,Lust::N,όρεξη,баҕа
270,Geist::N,πνέυμα,тыын
271,Gedanke::N,σκέψη,санаа
272,Gedächtnis::N,μνήμη,өй
273,Verstand::N,νους,өй
274,Sinn::N,νόημα,суолта
275,Grund::N,λόγος,төрүөт
276,Wahrheit::N,αλήθεια,кырдьык
277,Gespräch::N,συνομιλία,бэсиэдэ
278,Gespräch::N,συνομιλία,кэпсэтии
279,Märchen::N,παραμύθι,остуоруйа
280,Erzählung::N,διήγημα,кэпсээн
281,Nachricht::N,είδηση,биллэриллии
282,Neuigkeit::N,νέο,сонун
283,Name::N,όνομα,аат
284,Rätsel::N,αίνιγμα,таабырын
285,Rede::N,λόγος,этии
286,Rede::N,ομιλία,этии
287,Sprache::N,γλώσσα,тыл
288,Stimme::N,φωνή,куолас
289,Wort::N,λέξη,тыл
290,Zeichen::N,σημείο,бэлиэ
291,Ruf::N,κραυγή,ыҥырыы
292,Lärm::N,θόρυβος,айдаан
293,Laut::N,ήχος,тыас
294,Ton::N,ήχος,дорҕоон
295,Ton::N,τόνος,дорҕоон
296,Lied::N,τραγούδι,ырыа
297,Ruhe::N,ησυχία,уу чуумпу
298,Leute::N,κόσμος,дьон
299,Leute::N,άνθρωποι,дьон
300,Volk::N,λαός,дьон
301,Volk::N,λαός,норуот
302,Arbeit::N,εργασία,үлэ
303,Gast::N,επισκέπτης,ыалдьыт
304,Geschenk::N,δώρο,бэлэх
305,Spiel::N,παιχνίδι,оонньуу
306,Gesellschaft::N,κοινωνία,общество
307,Hilfe::N,βοήθεια,көмө
308,Freund::N,φίλος,доҕор
309,Kamerad::N,σύντροφος,атас
310,Angelegenheit::N,υπόθεση,дьыала
311,Anzahl::N,αριθμός,ахсаан
312,Art::N,είδος,биис
313,Stück::N,κομμάτι,кырбас
314,Teil::N,μέρος,ирээт
315,Hälfte::N,μισό,аҥар
316,Kreis::N,κύκλος,төгүрүк
317,Kreis::N,κύκλος,төгүрүмтэ
318,Kreuz::N,σταυρός,кириэс
319,Linie::N,γραμμή,сурааһын
320,Strich::N,γραμμή,сурааһын
321,Abstand::N,απόσταση,арыт
322,Entfernung::N,απόσταση,ыраах
323,Gegend::N,περιοχή,сир
324,Gegend::N,τοποθεσία,сир
325,Platz::N,χώρος,арыт
326,Ort::N,τόπος,сир
327,Seite::N,πλευρά,өрүт
328,Seite::N,πλευρά,сирэй
329,Mitte::N,μέση,орто
330,Gegenstand::N,αντικείμενο,предмет
331,Sache::N,πράγμα,мал
332,Rand::N,άκρη,кытыы
333,Rand::N,άκρη,ойоҕос
334,Rand::N,χείλος,кытыы
335,Rand::N,χείλος,ойоҕос
336,Kante::N,άκρη,кырыы
337,Ecke::N,γωνιά,муннук
338,Spitze::N,μύτη,чыпчаал
339,Ende::N,άκρη,төбө
340,Loch::N,τρύπα,тэһэҕэс
341,Loch::N,τρύπα,дьөлөҕөс
342,Winkel::N,γωνία,муннук
343,Muster::N,σχέδιο,оһуор
344,Größe::N,μέγεθος,кээмэй
345,Länge::N,μήκος,уста
346,Höhe::N,ύψος,үрдүк
347,Gewicht::N,βάρος,ыйааһын
348,Menge::N,ποσότητα,ахсаан
349,Haufen::N,σωρός,чөмчөх
350,Reihe::N,αράδα,кэккэ
351,Boot::N,βάρκα,оҥочо
352,Ruder::N,κουπί,эрдии
353,Schlitten::N,έλκηθρο,сыарҕа
354,Ski::N,σκι,хайыһар
355,Lagerfeuer::N,φωτιά,кутаа
356,Last::N,φορτίο,ыарахан
357,Gang::N,δρόμος,хаамыы
358,Schritt::N,βήμα,хардыы
359,Norden::N,βορράς,хоту
360,Süden::N,νότος,соҕуруу
361,Westen::N,δύση,арҕаа
362,Osten::N,ανατολή,илин
363,Holz::N,ξύλο,мас
364,Brett::N,σανίδι,дуоска
365,Brett::N,σανίδι,хаптаһын
366,Platte::N,πλάκα,билиитэ
367,Stütze::N,στήριγμα,тулааһын
368,Stange::N,ραβδί,ураҕас
369,Stange::N,κοντός,ураҕас
370,Stock::N,ξύλο,мас
371,Stock::N,ξύλο,баалкы
372,Stock::N,μπαστούνι,мас
373,Stock::N,μπαστούνι,баалкы
374,Stab::N,ραβδί,ураҕас
375,Rohr::N,σωλήνας,турба
376,Haus::N,σπίτι,дьиэ
377,Heim::N,σπίτι,дьиэ
378,Ofen::N,σόμπα,оһох
379,Ofen::N,θερμάστρα,оһох
380,Fußboden::N,πάτωμα,муоста
381,Tisch::N,τραπέζι,остуол
382,Stuhl::N,καρέκλα,устуул
383,Wiege::N,κούνια,биһик
384,Bett::N,κρεβάτι,кырабаат
385,Regal::N,ράφι,долбуур
386,Kiste::N,κιβώτιο,дьааһык
387,Fenster::N,παράθυρο,түннүк
388,Tür::N,πόρτα,аан
389,Tor::N,πύλη,аан
390,Zaun::N,φράχτης,соппулуот
391,Dach::N,στέγη,кырыыса
392,Leiter::N,σκάλα,кирилиэс
393,Leiter::N,κλίμακα,кирилиэс
394,Besen::N,σκούπα,миинньик
395,Spaten::N,φτυάρι,күрдьэх
396,Schaufel::N,φτυάρι,күрдьэх
397,Gabel::N,πιρούνι,биилкэ
398,Löffel::N,κουτάλι,луоска
399,Messer::N,μαχαίρι,быһах
400,Nagel::N,καρφί,тоһоҕо
401,Netz::N,δίχτυ,илим
402,Haken::N,γάντζος,көхө
403,Haken::N,αγκίστρι,көхө
404,Griff::N,λαβή,ук
405,Griff::N,λαβή,тутаах
406,Schloss::N,κλειδαριά,күлүүс
407,Bild::N,εικόνα,хартыына
408,Figur::N,ανάστημα,фигура
409,Puppe::N,κούκλα,куукула
410,Beutel::N,πουγγί,мөһөөччук
411,Bündel::N,δεμάτι,баайыы
412,Tasche::N,τσάντα,суумка
413,Eimer::N,κουβάς,биэдэрэ
414,Deckel::N,καπάκι,хаппах
415,Geschirr::N,σκεύη,иһит
416,Sack::N,σάκος,куул
417,Tasse::N,φλιτζάνι,сэлиэнэй
418,Topf::N,χύτρα,көстүрүүҥкэ
419,Kessel::N,καζάνι,хочуол
420,Essen::N,φαγητό,аһылык
421,Nahrung::N,τροφή,ас
422,Speise::N,φαγητό,аһылык
423,Fleisch::N,κρέας,эт
424,Getreide::N,σιτάρι,злактар
425,Brei::N,χυλός,хааһы
426,Brot::N,ψωμί,килиэп
427,Brot::N,άρτος,килиэп
428,Scheibe::N,φέτα,куһуок
429,Fett::N,πάχος,сыа
430,Butter::N,βούτυρο,арыы
431,Öl::N,λάδι,арыы
432,Salz::N,αλάτι,туус
433,Suppe::N,σούπα,мин
434,Honig::N,μέλι,мүөт
435,Milch::N,γάλα,үүт
436,Tee::N,τσάι,чэй
437,Leder::N,πετσί,тирии
438,Wolle::N,μαλλί,түү
439,Stoff::N,ύφασμα,таҥас
440,Nadel::N,βελόνα,иннэ
441,Faden::N,κλωστή,сап
442,Knopf::N,κουμπί,тимэх
443,Knoten::N,κόμπος,түмүк
444,Farbe::N,μπογιά,кырааска
445,Kleidung::N,ρούχα,таҥас
446,Kleidung::N,ενδυμασία,таҥас
447,Hemd::N,πουκάμισο,ырбаахы
448,Kragen::N,κολάρο,саҕа
449,Ärmel::N,μανίκι,сиэх
450,Hose::N,πανταλόνι,ыстаан
451,Hose::N,πανταλόνι,бүрүүкэ
452,Gürtel::N,ζώνη,кур
453,Mütze::N,σκούφος,бэргэһэ
454,Schuh::N,παπούτσι,бачыыҥка
455,Stiefel::N,μπότα,саппыкы
456,Ring::N,δαχτυλίδι,биһилэх
457,Band::N,κορδέλα,лиэнтэ
458,Kamm::N,χτένα,тараах
459,Spiegel::N,καθρέφτης,сиэркилэ
460,Riemen::N,λουρί,кур
461,Schnur::N,κορδόνι,быа
462,Leine::N,σχοινί,тэһиин
463,Decke::N,κουβέρτα,суорҕан
464,Kissen::N,μαξιλάρι,сыттык
465,Tuch::N,πανί,былаат
466,Tuch::N,μαντήλι,былаат
467,Handtuch::N,πετσέτα,соттор
468,Kraft::N,δύναμη,сыра
469,Stärke::N,ισχύς,күүс
470,Stärke::N,δύναμη,күүс
471,Gesundheit::N,υγεία,доруобуйа
472,Krankheit::N,αρρώστια,ыарыы
473,Schmerz::N,πόνος,ыарыы
474,Wunde::N,πληγή,баас
475,Fieber::N,πυρετός,түрүлгэн
476,Fieber::N,πυρετός,лихорадка
477,Fieber::N,πυρετός,температура
478,Arznei::N,φάρμακο,эмп
479,Brücke::N,γέφυρα,күргэ
480,Brunnen::N,πηγάδι,холуодьас
481,Weide::N,βοσκή,мэччирэҥ
482,Pfad::N,μονοπάτι,ыллык
483,Weg::N,δρόμος,суол
484,Straße::N,οδός,суол
485,Straße::N,δρόμος,суол
486,Dorf::N,χωριό,дэриэбинэ
487,Stadt::N,πόλη,куорат
488,Brief::N,γράμμα,сурук
489,Brief::N,επιστολή,сурук
490,Buch::N,βιβλίο,кинигэ
491,Buchstabe::N,γράμμα,буква
492,Zeitung::N,εφημερίδα,хаһыат
493,Leben::N,ζωή,тыын
494,Leben::N,βίος,тыын
495,Tod::N,θάνατος,өлүү
496,Grab::N,τάφος,иин
497,Kirche::N,εκκλησία,таҥара дьиэтэ
498,Sünde::N,αμαρτία,айыы
499,Gott::N,θεός,тангара
500,Arbeiter::N,εργάτης,үлэһит
501,Chef::N,προϊστάμενος,баһылык
502,Chef::N,προϊστάμενος,начальник
503,Meister::N,μάστορας,уус
504,Meister::N,μάστορας,маастар
505,Meister::N,αρχιτεχνίτης,уус
506,Meister::N,αρχιτεχνίτης,маастар
507,Arzt::N,γιατρός,врач
508,Lehrer::N,δάσκαλος,учуутал
509,Geld::N,λεφτά,харчы
510,Geld::N,χρήματα,харчы
511,Geschäft::N,συναλλαγή,идэ
512,Laden::N,μαγαζί,маҕаһыын
513,Laden::N,κατάστημα,маҕаһыын
514,Preis::N,τιμή,сыана
515,Ware::N,εμπόρευμα,табаар
516,Nutzen::N,όφελος,туһа
517,Reichtum::N,πλούτος,баай
518,Welt::N,κόσμος,аан дойду
519,Land::N,χώρα,дойду
520,Staat::N,κράτος,государство
521,Staat::N,πολιτεία,государство
522,König::N,βασιλιάς,король
523,Macht::N,εξουσία,былаас
524,Grenze::N,σύνορα,кыраныысса
525,Krieg::N,πόλεμος,сэрии
526,Feind::N,εχθρός,өстөөх
527,Gewalt::N,βία,күүһүлээһин
528,Kampf::N,αγώνας,охсуһуу
529,Bogen[Waffe]::N,τόξο,ох
530,Pfeil::N,σαΐτα,ох
531,Gewehr::N,τουφέκι,саа
532,Fehler::N,λάθος,сыыһа
533,Fehler::N,σφάλμα,сыыһа
534,Lüge::N,ψέμα,сымыйа
535,Lüge::N,ψεύδος,сымыйа
536,Schaden::N,ζημία,хоромньу
537,Unglück::N,δυστυχία,алдьархай
538,Schuld::N,ενοχή,буруй
539,Schuld::N,φταίξιμο,буруй
540,Alter::N,ηλικία,саас
541,Schluss::N,τέλος,тиһэх
542,Zeit::N,χρόνος,бириэмэ
543,Tag::N,μέρα,күн
544,Tag::N,ημέρα,күн
545,Morgen::N,πρωί,сарсыарда
546,Mittag::N,μεσημέρι,күн ортото
547,Abend::N,βράδυ,киэһэ
548,Nacht::N,νύχτα,түүн
549,Woche::N,εβδομάδα,нэдиэлэ
550,Monat::N,μήνας,ый
551,Jahr::N,έτος,сыл
552,Jahr::N,έτος,дьыл
553,Jahr::N,χρόνος,сыл
554,Jahr::N,χρόνος,дьыл
555,Frühling::N,άνοιξη,саас
556,Sommer::N,καλοκαίρι,сайын
557,Herbst::N,φθινόπωρο,күһүн
558,Winter::N,χειμώνας,кыһын
559,Januar::N,Ιανουάριος,тохсунньу
560,Februar::N,Φεβρουάριος,олунньу
561,März::N,Μάρτιος,кулун тутар
562,April::N,Απρίλιος,муус устар ый
563,Mai::N,Μάιος,ыам ыйа
564,Juni::N,Ιούνιος,бэс ыйа
565,Juli::N,Ιούλιος,от ыйа
566,August::N,Αύγουστος,атырдьах ыйа
567,September::N,Σεπτέμβριος,балаҕан ыйа
568,Oktober::N,Οκτώβριος,алтынньы
569,November::N,Νοέμβριος,сэтинньи
570,Dezember::N,Δεκέμβριος,ахсынньы
571,Montag::N,Δευτέρα,бэнидиэнньик
572,Dienstag::N,Τρίτη,оптуорунньук
573,Mittwoch::N,Τετάρτη,сэрэдэ
574,Donnerstag::N,Πέμπτη,чэппиэр
575,Freitag::N,Παρασκευή,бээтинсэ
576,Samstag::N,Σάββατο,субуота
577,Sonntag::N,Κυριακή,баскыһыанньа
578,groß::A,μεγάλος,бөдөҥ
579,groß::A,μεγάλος,улахан
580,klein::A,μικρός,кыр
581,lang::A,μακρύς,уһун
582,kurz::A,κοντός,кылгас
583,breit::A,φαρδύς,кэтит
584,schmal::A,στενός,кыараҕас
585,dicht::A,πυκνός,хойуу
586,dick[Gegenstand]::A,παχύς,суон
587,dick[Gegenstand]::A,παχύς,хойуу
588,dick[Gegenstand]::A,χοντρός,суон
589,dick[Gegenstand]::A,χοντρός,хойуу
590,dünn::A,ψιλός,чараас
591,dünn::A,λεπτός,чараас
592,fein::A,ψιλός,бытархай
593,fein::A,ψιλός,синньигес
594,fest::A,στερεός,бөҕө
595,fest::A,στερεός,кытаанах
596,flach::A,επίπεδος,хаптаҕай
597,glatt::A,λείος,кылааккай
598,glatt::A,ομαλός,кылааккай
599,hart::A,σκληρός,хатан
600,hart::A,σκληρός,кытаанах
601,weich::A,μαλακός,сымнаҕас
602,rund::A,στρογγυλός,төгүрүк
603,spitz::A,μυτερός,сытыы
604,spitz::A,μυτερός,уһуктаах
605,scharf::A,κοφτερός,сытыы
606,stumpf::A,αμβλύς,сыппах
607,schwer::A,βαρύς,ыарахан
608,schön::A,ωραίος,кыраһыабай
609,schön::A,όμορφος,кыраһыабай
610,heiß::A,ζεστός,итии
611,warm::A,θερμός,ичигэс
612,kalt::A,κρύος,тымныы
613,kalt::A,ψυχρός,тымныы
614,kühl::A,δροσερός,сөрүүн
615,frisch::A,νωπός,ыраас
616,frisch::A,νωπός,сөрүүн
617,frisch::A,νωπός,тымныы
618,frisch::A,φρέσκος,ыраас
619,frisch::A,φρέσκος,сөрүүн
620,frisch::A,φρέσκος,тымныы
621,feucht::A,υγρός,сииктээх
622,nass::A,βρεγμένος,инчэҕэй
623,trocken::A,ξηρός,кураан
624,trocken::A,στεγνός,кураан
625,voll::A,γεμάτος,толору
626,leer::A,άδειος,иччитэх
627,offen::A,ανοιχτός,аһаҕас
628,geschlossen::A,κλειστός,бүтэй
629,sauber::A,καθαρός,сэбэр
630,schmutzig::A,βρώμικος,кирдээх
631,schmutzig::A,λερωμένος,кирдээх
632,roh::A,ωμός,сиикэй
633,reif::A,ώριμος,буспут
634,reif::A,ώριμος,сиппит-хоппут
635,lecker::A,νόστιμος,минньигэс
636,süß::A,γλυκός,минньигэс
637,bitter::A,πικρός,аһыы
638,sauer::A,ξινός,аһыы
639,hell::A,φωτεινός,сырдык
640,dunkel::A,σκοτεινός,хараҥа
641,schwarz::A,μαύρος,хара
642,schwarz::A,μελανός,хара
643,weiß::A,άσπρος,үрүҥ
644,weiß::A,άσπρος,маҥан
645,rot::A,κόκκινος,кыһыл
646,gelb::A,κίτρινος,саһархай
647,blau::A,μπλε,күөх
648,blau::A,γαλανός,күөх
649,grün::A,πράσινος,күөх
650,grün::A,πράσινος,от күөҕэ
651,grau::A,γκρίζος,сиэрэй
652,bunt::A,ποικιλόχρωπος,эриэн
653,billig::A,φτηνός,чэпчэки
654,teuer::A,ακριβός,сыаналаах
655,wertvoll::A,πολύτιμος,сыаналаах
656,blind::A,τυφλός,хараҕа суох
657,taub::A,κουφός,дьүлэй
658,kräftig::A,δυνατός,модун
659,stark::A,γερός,күүстээх
660,schwach::A,αδύνατος,мөлтөх
661,fett::A,παχύς,эмис
662,schlank::A,λεπτός,дьылҕан
663,schlank::A,λεπτός,дьыпсаҕай
664,schlank::A,λυγερός,дьылҕан
665,schlank::A,λυγερός,дьыпсаҕай
666,hübsch::A,όμορφος,олус кэрэ
667,hübsch::A,όμορφος,көрүөхтэн үчүгэй
668,hübsch::A,χαριτωμένος,олус кэрэ
669,hübsch::A,χαριτωμένος,көрүөхтэн үчүгэй
670,böse::A,κακός,өһүөннээх
671,dumm::A,κουτός,акаары
672,dumm::A,ανόητος,акаары
673,faul::A,τεμπέλης,нэс
674,fleißig::A,εργατικός,кыһамньылаах
675,geizig::A,τσιγγούνης,иҥсэлээх
676,klug::A,έξυπνος,өйдөөх
677,geschickt::A,επιδέξιος,наһаа дьоҕурдаах
678,lieb::A,φίλος,тапталлаах
679,lieb::A,αγαπητός,тапталлаах
680,lustig::A,εύθυμος,көрдөөх
681,lustig::A,χαρούμενος,көрдөөх
682,sanft::A,ήπιος,намчы
683,sanft::A,ήπιος,сымнаҕас
684,hungrig::A,πεινασμένος,аччык
685,krank::A,άρρωστος,ыалдьар
686,nackt::A,γυμνός,сыгынньах
687,traurig::A,λυπημένος,санаарҕабыллаах
688,lebendig::A,ζωντανός,тыыннаах
689,gut::A,καλός,үтүө
690,gut::A,καλός,үчүгэй
691,schlecht::A,κακός,куһаҕан
692,richtig::A,σωστός,сөп
693,schlimm::A,άσχημος,сидьиҥ
