,Concept_ID,sv,kv
826,untergehen[Sonne]::V,gå ned,пуксьыны
827,scheinen[Sonne]::V,skina,югьявны
828,donnern::V,dundra,гымавны
829,wehen::V,blåsa,пӧлявны
830,strömen::V,forsa,киссьыны
831,strömen::V,strömma,киссьыны
832,fließen::V,flyta,визывтны
833,sich drehen::V,snurra,бергавны
834,schwanken::V,vackla,кӧвьясьны
835,schwingen::V,svinga,дюттясьны
836,fallen::V,falla,усьны
837,brennen::V,brinna,сотчыны
838,rauchen::V,ryka,тшынасьны
839,regnen::V,regna,зэрны
840,gefrieren::V,frysa,гегдыны
841,tauen::V,töa,сывны
842,schmelzen::V,smälta,сывны
843,trocknen::V,torka,косьмыны
844,sieden::V,koka,пизьны
845,sieden::V,sjuda,пизьны
846,faulen::V,ruttna,нёльзьыны
847,verfaulen::V,ruttna,тӧрмыны
848,verfaulen::V,ruttna,сiсьмыны
849,reißen::V,brista,косясьны
850,versinken::V,sjunka,вӧйны
851,vergehen::V,förgå,мунны
852,erscheinen::V,synas,мыччисьны
853,erscheinen::V,visa sig,мыччисьны
854,verschwinden::V,försvinna,ӧшны
855,sinken::V,sjunka,ямны
856,abnehmen::V,avta,ямны
857,abnehmen::V,minskas,ямны
858,zunehmen::V,tilltaga,паськавны
859,steigen::V,stiga,лэбтiсьны
860,wachsen::V,växa,быдмыны
861,glänzen::V,glimma,свиттявны
862,funkeln::V,tindra,югйовтлыны
863,funkeln::V,tindra,югйӧв-керны
864,funkeln::V,gnistra,югйовтлыны
865,funkeln::V,gnistra,югйӧв-керны
866,lärmen::V,bråka,чавзыны
867,lärmen::V,väsnas,чавзыны
868,läuten::V,ringa,диньгыны
869,klingeln::V,ringa,силькӧтны
870,klirren::V,klirra,жольӧтны
871,brausen::V,brusa,гуасьны
872,rauschen::V,susa,кышӧтны
873,klingen::V,låta,горавны
874,klingen::V,klinga,горавны
875,bellen::V,skälla,увтны
876,bellen::V,skälla,вувтны
877,heulen::V,yla,уннявны
878,heulen::V,tjuta,уннявны
879,blasen::V,blåsa,пӧлявны
880,pfeifen::V,vissla,пиксыны
881,schreien::V,skrika,айзыны
882,stöhnen::V,stöna,ойзыны
883,stöhnen::V,stöna,ружтыны
884,zittern::V,darra,легьявны
885,zittern::V,skälva,легьявны
886,leben::V,leva,овны
887,geboren werden::V,födas,шогмыны
888,atmen::V,andas,лолавны
889,trinken::V,dricka,юны
890,essen::V,äta,сёйны
891,schlucken::V,svälja,ньылавны
892,müde werden::V,tröttna,мыдзны
893,einschlafen::V,somna,ланьтны
894,schlafen::V,sova,узьны
895,aufwachen::V,vakna,саймыны
896,aufwachen::V,vakna,пальмыны
897,aufstehen::V,stiga upp,сувтны
898,sich erholen::V,repa sig,шоччисьлыны
899,sich erholen::V,hämta sig,шоччисьлыны
900,krank werden::V,insjukna,моржитны
901,krank sein::V,vara sjuk,шогавны
902,krank sein::V,vara sjuk,визьӧтны
903,schmerzen::V,smärta,висьны
904,schmerzen::V,göra ont,висьны
905,husten::V,hosta,кашляйтны
906,genesen::V,tillfriskna,бурдны
907,sterben::V,dö,кувны
908,umkommen::V,omkomma,вийсьыны
909,sich bewegen::V,röra sig,локны
910,sich bewegen::V,röra sig,ветлӧтны
911,sich rühren::V,röra på sig,вӧрзьӧтчыны
912,sich erheben::V,resa sig,сувтны
913,sich setzen::V,sätta sig,пуксьыны
914,hinfallen::V,falla omkull,пӧрласьны
915,laufen::V,löpa,мунны
916,schreiten::V,skrida,тальччавны
917,spazierengehen::V,promenera,котрасьны
918,eilen::V,ila,тэрмасьны
919,sich beeilen::V,skynda sig,тэрмасьны
920,sausen::V,susa,вирдавны-котӧртны
921,rennen::V,löpa,
922,rennen::V,springa,
923,springen::V,hoppa,чеччавны
924,klettern::V,klättra,кышасьны
925,schaukeln::V,gunga,чурликасьны
926,kriechen::V,kräla,кыскасьны-мунны
927,schwimmen::V,simma,вартчыны
928,tauchen::V,dyka,сунгисьны ваӧ
929,rudern::V,ro,сынны
930,fahren::V,köra,мунны
931,fliegen::V,flyga,лэбавны
932,gehen::V,gå,мунны
933,weggehen::V,gå bort,мунны
934,abfahren::V,resa,иньдӧтчыны
935,abfahren::V,resa,мунны
936,abfahren::V,avresa,иньдӧтчыны
937,abfahren::V,avresa,мунны
938,anhalten::V,stanna,сувтны
939,hineingehen::V,gå in,пырны
940,eintreten::V,träda in,пырны
941,kommen::V,komma,локны
942,ankommen::V,ankomma,локны
943,zurückkommen::V,återkomma,бертны
944,zurückkommen::V,återkomma,панӧвтсьыны
945,bleiben::V,bli,кольччыны
946,bleiben::V,förbli,кольччыны
947,warten::V,vänta,видзчисьны
948,erwarten::V,vänta,видзчисьны
949,suchen::V,leta,кошшыны
950,finden::V,finna,адззыны
951,versuchen::V,försöka,пондыны
952,versuchen::V,försöka,пондӧтны
953,vorbereiten::V,förbereda,лӧсьӧтны
954,lieben::V,älska,милуйтны
955,mögen::V,tycka om,радейтны
956,lachen::V,skratta,серавны
957,rühren::V,röra,сьӧлӧм вӧрзьӧтны
958,weinen::V,gråta,горзыны
959,schimpfen::V,skälla,видчыны
960,sich ärgern::V,förargas,лёкавны
961,sich fürchten::V,vara rädd,повны
962,fürchten::V,frukta,повны
963,fliehen::V,fly,пышшыны
964,fliehen::V,rymma,пышшыны
965,flüchten::V,fly,пышшыны
966,sehen::V,se,адззыны
967,anschauen::V,se på,видзӧтны
968,anschauen::V,betrakta,видзӧтны
969,ansehen::V,åse,видзӧтны
970,hören::V,höra,кывны
971,zuhören::V,höra på,кывзыны
972,zuhören::V,lyssna till,кывзыны
973,probieren::V,smaka,пешлыны
974,probieren::V,smaka på,пешлыны
975,riechen::V,lukta,дукавны
976,fühlen::V,känna,кывны
977,scheinen::V,verka,декуйтчыны
978,scheinen::V,tyckas,декуйтчыны
979,zu sehen sein::V,synas,тыдавны
980,zu sehen sein::V,kunna ses,тыдавны
981,vernehmen::V,få veta,тӧдмавны
982,vernehmen::V,förnimma,тӧдмавны
983,frieren::V,frysa,гегдыны
984,tun::V,göra,керны
985,können::V,kunna,вермыны
986,wollen::V,vilja,мӧдны
987,anfangen::V,börja,петны
988,beenden::V,avsluta,ештӧтны
989,beenden::V,avsluta,керыштны
990,aufhören::V,sluta,дугдыны
991,aufhören::V,upphöra,дугдыны
992,gelingen::V,lyckas,шогмыны
993,geraten::V,bli,мыччисьны
994,öffnen::V,öppna,осьтны
995,schließen::V,låsa,пӧднавны
996,schließen::V,stänga,пӧднавны
997,stellen::V,ställa,сувтӧтны
998,setzen::V,sätta,пуксьӧтны
999,legen::V,lägga,пуктыны
1000,berühren::V,beröra,вӧрзьӧтны
1001,verbinden::V,förbinda,йитны
1002,bedecken::V,täcka,вевттьыны
1003,bedecken::V,betäcka,вевттьыны
1004,aufhängen::V,hänga,ӧшӧтны
1005,aufhängen::V,hänga upp,ӧшӧтны
1006,anzünden::V,tända,ӧзтыны
1007,anzünden::V,antända,ӧзтыны
1008,anzünden::V,tända på,ӧзтыны
1009,aufheben::V,lyfta,лэбтыны
1010,zurücklassen::V,lämna,кольны
1011,zurücklassen::V,efterlämna,кольны
1012,verlieren::V,mista,ӧштыны
1013,verlieren::V,förlora,ӧштыны
1014,fallen lassen::V,tappa,уськӧтны
1015,fallen lassen::V,släppa,уськӧтны
1016,machen::V,göra,керны
1017,herstellen::V,tillverka,вӧчны
1018,herstellen::V,framställa,вӧчны
1019,bauen::V,bygga,строитны
1020,reparieren::V,reparera,вочны
1021,verbessern::V,rätta,бурсьӧтны
1022,verbessern::V,förbättra,бурсьӧтны
1023,ändern::V,ändra,вежны
1024,ändern::V,förändra,вежны
1025,graben::V,gräva,гарйыны
1026,beugen::V,böja,кусіньтны
1027,biegen::V,böja,чукыльтыштны
1028,biegen::V,kröka,чукыльтыштны
1029,drehen::V,vrida,бергӧтны
1030,wenden::V,vända,бергӧтны
1031,umdrehen::V,vrida om,бергӧтны
1032,heben::V,häva,лэбтыны
1033,hochheben::V,lyfta,лэбтыны
1034,ergreifen::V,gripa,кватитны
1035,halten::V,hålla,видзны
1036,drücken::V,trycka,личкыны
1037,schieben::V,skjuta,тойлавны
1038,kratzen::V,riva,шаркӧтны
1039,kratzen::V,skrapa,шаркӧтны
1040,lecken::V,slicka,нювны
1041,beißen::V,bita,йирны
1042,abreißen::V,slita_av,орӧтны
1043,abreißen::V,riva_av,орӧтны
1044,abschneiden::V,skära av,шӧрыштны
1045,abschneiden::V,skära av,вундыштны
1046,binden::V,binda,гӧрдззыны
1047,stecken::V,sticka,мӧртны
1048,brechen::V,bryta,жугдыны
1049,brechen::V,brista,жугдыны
1050,klopfen::V,banka,зукӧтны
1051,klopfen::V,klappa,зукӧтны
1052,hauen::V,hugga,желльыны
1053,kleben::V,klistra,лякӧтны
1054,reiben::V,gnida,зыртны
1055,streichen::V,smörja,мавтны
1056,schleifen::V,slipa,кыскыны
1057,schneiden::V,skära,вундавны
1058,schneiden::V,klippa,вундавны
1059,rütteln::V,skaka,шатлавны
1060,schütteln::V,rista,зыбӧтны
1061,schwenken::V,svänga,ӧвтны
1062,schwenken::V,svänga,макайтны
1063,schütten::V,hälla,кисьтны
1064,füllen::V,fylla,тыртны
1065,füllen::V,fylla,тырсьӧтны
1066,einwickeln::V,slå in,тубны
1067,einwickeln::V,veckla in,тубны
1068,tragen::V,bära,новйӧтны
1069,schleppen::V,släpa,кыскыны
1070,ziehen::V,dra,кыскыны
1071,aufbewahren::V,förvara,видзны
1072,aufbewahren::V,ta vara på,видзны
1073,werfen::V,kasta,шентывлыны
1074,fangen::V,fånga,кутны
1075,packen::V,gripa,кутасьны
1076,packen::V,gripa,кватитны
1077,packen::V,gripa tag,кутасьны
1078,packen::V,gripa tag,кватитны
1079,verstecken::V,gömma,дзебны
1080,teilen::V,dela,торйӧтны
1081,schicken::V,skicka,иньдыны
1082,bringen::V,bringa,вайны
1083,hinzufügen::V,tillägga,содтыны
1084,bekommen::V,få,получитны
1085,bekommen::V,erhålla,получитны
1086,erhalten::V,få,получитны
1087,erhalten::V,erhålla,получитны
1088,nehmen::V,ta,босьтны
1089,nehmen::V,taga,босьтны
1090,wählen::V,välja,бӧрйыны
1091,auswählen::V,utvälja,бӧрйыны
1092,bewahren::V,bevara,видзны
1093,behindern::V,hindra,падтыны
1094,behindern::V,förhindra,падтыны
1095,verderben::V,förstöra,изводавны
1096,beschädigen::V,skada,паздыны
1097,zerbrechen::V,bryta isär,паздыны
1098,zerbrechen::V,bryta sönder,паздыны
1099,zerreißen::V,riva sönder,косявны
1100,zerreißen::V,slita sönder,косявны
1101,zerstören::V,förstöra,паздыны
1102,verbrennen::V,bränna,сотны
1103,verbrennen::V,bränna upp,сотны
1104,geben::V,ge,сетны
1105,reichen::V,räcka,сетны
1106,schenken::V,skänka,козьнавны
1107,versprechen::V,lova,кӧсйыны
1108,wünschen::V,önska,бурсьыны
1109,loben::V,lova,ошкыны
1110,loben::V,beröma,ошкыны
1111,küssen::V,pussa,окавны
1112,wiegen::V,vagga,тюттьӧтны
1113,zudecken::V,täcka,вевттьыны
1114,wecken::V,väcka,саймӧтны
1115,zeigen::V,visa,мыччавны
1116,führen::V,föra,нуӧтны
1117,lehren::V,lära,велӧтны
1118,unterrichten::V,undervisa,велӧтны
1119,aufziehen::V,uppfostra,быдтыны
1120,leiten::V,leda,юравны
1121,leiten::V,leda,веськӧтлыны
1122,antreiben::V,driva på,тэрмӧтны
1123,lassen::V,få att,-ӧтыны
1124,einladen::V,bjuda,корны
1125,einladen::V,inbjuda,корны
1126,vereinigen::V,förena,ӧтувтны
1127,vereinigen::V,förena,ӧтлаавны
1128,besuchen::V,besöka,пыравлыны
1129,treffen::V,möta,пантавны
1130,treffen::V,träffa,пантавны
1131,sich versammeln::V,församla sig,ӧксьыны
1132,spielen::V,leka,орсны
1133,spielen::V,spela,орсны
1134,singen::V,sjunga,сьывны
1135,tanzen::V,dansa,йӧктыны
1136,sich trennen::V,skiljas,торьясьны
1137,verlassen::V,lämna,кольны
1138,verlassen::V,överge,кольны
1139,retten::V,rädda,мынтны
1140,bewachen::V,bevaka,смекайтны
1141,schützen::V,skydda,дорйыны
1142,schützen::V,beskydda,дорйыны
1143,verteidigen::V,försvara,дорйыны
1144,sich schlagen::V,slåss,тышкасьны
1145,schießen::V,skjuta,лыйны
1146,siegen::V,segra,вермыны
1147,ärgern::V,förarga,лӧгӧтны
1148,schlagen::V,slå,базнитны
1149,treten::V,sparka,чужьявны
1150,stechen::V,sticka,бытшкыны
1151,stoßen::V,stöta,тапкыны
1152,stoßen::V,stöta,тойыштны
1153,stehlen::V,stjäla,гусявны
1154,stören::V,störa,костіавны
1155,belästigen::V,genera,назыляйтны
1156,belästigen::V,besvära,назыляйтны
1157,verbergen::V,dölja,дзебны
1158,täuschen::V,vilseleda,бӧбӧтны
1159,täuschen::V,vilseleda,пӧрьявны
1160,betrügen::V,bedra,муклачитны
1161,töten::V,döda,вийны
1162,wohnen::V,bo,овны
1163,arbeiten::V,arbeta,уджавны
1164,sammeln::V,samla,ӧктыны
1165,pflücken::V,plocka,судзлавны
1166,jagen::V,jaga,вӧравны
1167,fischen::V,fiska,чериавны
1168,fassen::V,fånga,кутны
1169,hüten::V,vakta,вердны
1170,hüten::V,vakta,йирсьӧтны
1171,treiben::V,driva,вашӧтны
1172,anbinden::V,binda fast,кӧртавны
1173,füttern::V,fodra,вердны
1174,melken::V,mjölka,высьтыны
1175,melken::V,mjölka,чилькӧтны
1176,hacken::V,hacka,керавны
1177,gießen::V,hälla,киськавны
1178,gießen::V,vattna,киськавны
1179,reifen::V,mogna,кисьмыны
1180,zubereiten::V,tillaga,лӧсьӧтны
1181,zubereiten::V,tillreda,лӧсьӧтны
1182,kochen::V,koka,пуны
1183,backen::V,baka,пӧжавны
1184,braten::V,steka,жаритны
1185,umrühren::V,röra om,соравны
1186,stricken::V,sticka,домавны
1187,nähen::V,sy,вурны
1188,färben::V,färga,краситны
1189,reinigen::V,rensa,весӧтны
1190,reinigen::V,rengöra,весӧтны
1191,waschen::V,tvätta,пеславны
1192,abwischen::V,torka av,чышкыны
1193,spülen::V,spola,гывьявны
1194,spülen::V,skölja,гывьявны
1195,fegen::V,feja,чышкыны
1196,kehren::V,sopa,чышкыны
1197,baden::V,bada,купайтчыны 
1198,sich waschen::V,tvätta sig,миссьыны
1199,ausziehen::V,ta av,гыжтӧтны
1200,ausziehen::V,ta av,пӧрччавны
1201,anziehen::V,ta på,пасьтавны
1202,sich anziehen::V,klä på sig,пасьтасьны
1203,kämmen::V,kamma,сынавны
1204,schmücken::V,pynta,баситны
1205,schmücken::V,smycka,баситны
1206,sagen::V,säga,висьтавны
1207,sprechen::V,tala,шуны
1208,reden::V,tala,баитны
1209,reden::V,prata,баитны
1210,sich unterhalten::V,prata,сёрнитны
1211,fragen::V,fråga,юавны
1212,fragen::V,spörja,юавны
1213,bitten::V,be,корны
1214,erzählen::V,berätta,висьтавны
1215,mitteilen::V,meddela,висьтавны
1216,nennen::V,kalla,нимтны
1217,rufen::V,ropa,китсавны
1218,rufen::V,ropa,корны
1219,rufen::V,ropa,чукӧстны
1220,prahlen::V,pråla,ошшасьны
1221,prahlen::V,skryta,ошшасьны
1222,übersetzen::V,tolka,вуджӧтны
1223,übersetzen::V,översätta,вуджӧтны
1224,denken::V,tänka,чайтны
1225,glauben::V,tro,веритны
1226,bemerken::V,uppmärksamma,казявны
1227,bemerken::V,lägga märke till,казявны
1228,erkennen::V,känna igen,тӧдсавны
1229,begreifen::V,begripa,вежӧртны
1230,verstehen::V,förstå,кывны
1231,lernen::V,lära sig,велӧтчыны
1232,wissen::V,veta,тӧдны
1233,sich erinnern an::V,minnas,касьтывны
1234,sich erinnern an::V,komma ihåg,касьтывны
1235,vergessen::V,glömma,вунӧтны
1236,messen::V,mäta,меряйтны
1237,zählen::V,räkna,лыддьыны
1238,rechnen::V,räkna,лыддьыны
1239,lesen::V,läsa,лыддьӧтны
1240,malen::V,måla,
1241,zeichnen::V,teckna,гижмавны
1242,schreiben::V,skriva,гижны
1243,besitzen::V,äga,лоны
1244,besitzen::V,besitta,лоны
1245,kaufen::V,köpa,небны
1246,verkaufen::V,sälja,вузавны
1247,bezahlen::V,betala,вештыны
1248,zahlen::V,betala,вештыны
1249,beherrschen::V,behärska,
1250,ertragen::V,tåla,терпитны
1251,ertragen::V,uthärda,терпитны
