,Concept_ID,vep,ro
156,Zweig::N,barb,creangă
157,Blatt::N,lehtez,frunză
158,Birke::N,koiv,mesteacăn
159,Kiefer[Baum]::N,pedai,pin
160,Weide[Baum]::N,raid,salcie
161,Weide[Baum]::N,raid,răchită
162,Tanne::N,kuz',brad
163,Horn::N,sar'v,corn
164,Feder::N,höuneh,pană
165,Fell::N,nahk,piele
166,Flügel::N,suug,aripă
167,Klaue::N,künz',gheară
168,Kralle::N,künz',labă
169,Kralle::N,künz',gheară
170,Schwanz::N,händ,coadă
171,Ei::N,muna,ou
172,Nest::N,peza,cuib
173,Bau::N,uru,bârlog
174,Bau::N,uru,vizuină
175,Tier::N,živat,animal
176,Herde::N,kogo,turmă
177,Herde::N,kogo,cireadă
178,Kuh::N,lehm,vacă
179,Bulle::N,härg,taur
180,Pferd::N,hebo,cal
181,Schaf::N,lambaz,oaie
182,Schwein::N,siga,porc
183,Hund::N,koir,câine
184,Katze::N,kaži,pisică
185,Bär::N,kondi,urs
186,Eichhörnchen::N,orav,veveriță
187,Elch::N,hirb',elan
188,Fuchs::N,reboi,vulpe
189,Hase::N,jäniš,iepure
190,Maus::N,hir',șoarece
191,Wolf::N,händikaz,lup
192,Vogel::N,lind,pasăre
193,Schwarm::N,parveh,cârd
194,Huhn::N,kana,găină
195,Hahn::N,kukoi,cocoș
196,Gans::N,hanh',gâscă
197,Adler::N,orl,vultur
198,Ente::N,sorz,rață
199,Eule::N,hir'pulo,bufniță
200,Kranich::N,kurg,cocor
201,Krähe::N,variš,cioară
202,Kuckuck::N,kägi,cuc
203,Schwan::N,joucen,lebădă
204,Fisch::N,kala,pește
205,Barsch::N,ahven,biban
206,Hecht::N,haug',știucă
207,Schlange[Tier]::N,kü,șarpe
208,Schlange[Tier]::N,mado,șarpe
209,Wurm::N,mado,vierme
210,Spinne::N,hämähouk,păianjen
211,Ameise::N,murahaine,furnică
212,Laus::N,täi,păduche
213,Mücke::N,säs'k,țânțar
214,Fliege::N,kärbhaine,muscă
215,Schmetterling::N,lipkaine,fluture
216,Beere::N,marj,boabă
217,Apfel::N,jablok,măr
218,Pilz::N,sen',burete
219,Pilz::N,sen',ciupercă
220,Pilz::N,babuk,burete
221,Pilz::N,babuk,ciupercă
222,Zwiebel::N,lauk,ceapă
223,Saat::N,semned,semănătură
224,Korn::N,jüvä,grâu
225,Korn::N,vill',grâu
226,Heu::N,hein,fân
227,Schale::N,kor',coajă
228,Grube::N,kop,groapă
229,Falle::N,rida,cursă
230,Falle::N,rida,capcană
231,Schlinge::N,rihm,laț
232,Spur::N,jäl'g,dâră
233,Asche::N,tuhk,cenușă
234,Dreck::N,redu,noroi
235,Dreck::N,redu,murdărie
236,Dreck::N,pačak,noroi
237,Dreck::N,pačak,murdărie
238,Eisen::N,raud,fier
239,Gold::N,kuld,aur
240,Silber::N,hobed,argint
241,Kohle::N,hil',cărbune
242,Glas::N,stökol,sticlă
243,Lehm::N,savi,lut
244,Lehm::N,savi,humă
245,Sand::N,lete,nisip
246,Mensch::N,mez',om
247,Mensch::N,mez',persoană
248,Mensch::N,ristit,om
249,Mensch::N,ristit,persoană
250,Mann::N,mez',om
251,Mann::N,mez',bărbat
252,Frau::N,naine,femeie
253,Kind::N,laps',copil
254,Junge::N,poig,băiat
255,Junge::N,poig,flăcău
256,Junge::N,prihaine,băiat
257,Junge::N,prihaine,flăcău
258,Mädchen::N,neičukaine,fată
259,Familie::N,kanz,familie
260,Familie::N,pereh,familie
261,Großvater::N,ded,bunic
262,Großvater::N,ded,tată mare
263,Großmutter::N,bab,bunică
264,Großmutter::N,bab,mamă mare
265,Eltern::N,vanhembad,părinți
266,Eltern::N,kazvatajad,părinți
267,Vater::N,tat,tată
268,Vater::N,tat,părinte
269,Mutter::N,mam,mamă
270,Sohn::N,poig,fiu
271,Sohn::N,poig,fecior
272,Tochter::N,tütär,fiică
273,Bruder::N,veik,frate
274,Bruder::N,vell',frate
275,Schwester::N,čiža,soră
276,Schwester::N,sizar,soră
277,Onkel::N,däd',unchi
278,Tante::N,tädi,mătușă
279,Ehemann::N,mužik,soț
280,Ehemann::N,mužik,bărbat
281,Ehefrau::N,ak,soție
282,Freude::N,ilo,bucurie
283,Freude::N,ihastuz,bucurie
284,Gelächter::N,nagr,râset
285,Glück::N,oza,fericire
286,Kummer::N,gor'a,mâhnire
287,Wunsch::N,taht,dorință
288,Wunsch::N,taht,deziderat
289,Lust::N,himo,poftă
290,Lust::N,himo,înclinare
291,Geist::N,heng,duh
292,Geist::N,heng,minte
293,Geist::N,heng,suflet
294,Gedanke::N,meletuz,gând
295,Gedanke::N,meletuz,cuget
296,Gedächtnis::N,mušt,memorie
297,Verstand::N,mel',minte
298,Verstand::N,mel',intelect
299,Sinn::N,jüvä,sens
300,Sinn::N,jüvä,înțeles
301,Grund::N,sü,cauză
302,Grund::N,sü,pricină
303,Wahrheit::N,tozi,adevăr
304,Gespräch::N,lodu,convorbire
305,Gespräch::N,lodu,conversație
306,Gespräch::N,pagin,convorbire
307,Gespräch::N,pagin,conversație
308,Märchen::N,sarn,basm
309,Märchen::N,sarn,poveste
310,Erzählung::N,sanutez,poveste
311,Nachricht::N,tedotuz,veste
312,Neuigkeit::N,uzištuz,noutate
313,Neuigkeit::N,uzištuz,actualitate
314,Name::N,nimi,nume
315,Rätsel::N,ozoitez,ghicitoare
316,Rede::N,pagin,discurs
317,Rede::N,sanad,discurs
318,Sprache::N,kel',limbă
319,Sprache::N,kel',limbaj
320,Stimme::N,än',glas
321,Wort::N,sana,cuvânt
322,Zeichen::N,znam,semn
323,Zeichen::N,znam,semnal
324,Ruf::N,kida,chemare
325,Ruf::N,kucund,chemare
326,Lärm::N,judu,zgomot
327,Lärm::N,judu,tărăboi
328,Laut::N,kulund,sunet
329,Ton::N,kulund,ton
330,Lied::N,pajo,cântec
331,Ruhe::N,lebu,odihnă
332,Ruhe::N,lebu,liniște
333,Leute::N,rahvaz,lume
334,Leute::N,rahvaz,oameni
335,Volk::N,rahvaz,popor
336,Volk::N,rahvaz,națiune
337,Arbeit::N,tö,lucru
338,Arbeit::N,rad,lucru
339,Gast::N,adiv,musafir
340,Geschenk::N,lahj,dar
341,Geschenk::N,lahj,cadou
342,Spiel::N,vänd,joc
343,Gesellschaft::N,sebr,societate
344,Hilfe::N,abu,ajutor
345,Freund::N,sebranik,amic
346,Freund::N,sebranik,prieten
347,Kamerad::N,sebranik,tovarăș
348,Angelegenheit::N,azj,afacere
349,Anzahl::N,lugu,număr
350,Anzahl::N,lugu,cantitate
351,Art::N,rod,fel
352,Art::N,rod,specie
353,Art::N,rodsugu,fel
354,Art::N,rodsugu,specie
355,Stück::N,pala,bucată
356,Stück::N,supal,bucată
357,Teil::N,pala,parte
358,Teil::N,pala,porție
359,Hälfte::N,pol',jumătate
360,Kreis::N,ümbruz,cerc
361,Kreis::N,kehkruz,cerc
362,Kreuz::N,rist,cruce
363,Linie::N,pird,linie
364,Strich::N,pird,linie
365,Strich::N,pird,trăsătură
366,Abstand::N,keskust,distanță
367,Abstand::N,keskust,depărtare
368,Entfernung::N,matk,distanță
369,Entfernung::N,matk,depărtare
370,Gegend::N,taho,regiune
371,Platz::N,avaruz',loc
372,Ort::N,koht,loc
373,Seite::N,pol',latură
374,Seite::N,kül'g,latură
375,Mitte::N,kesk,centru
376,Gegenstand::N,kalu,obiect
377,Sache::N,azj,lucru
378,Sache::N,azj,chestie
379,Rand::N,röun,bordură
380,Kante::N,röun,muchie
381,Kante::N,röun,bordură
382,Ecke::N,saum,colț
383,Spitze::N,agjaine,vârf
384,Spitze::N,agjaine,creștet
385,Ende::N,agj,capăt
386,Loch::N,reig,gaură
387,Winkel::N,čoga,colț
388,Winkel::N,saum,colț
389,Muster::N,kirjam,desen
390,Größe::N,suruz',mărime
391,Länge::N,piduz,lungime
392,Höhe::N,korktuz',înălțime
393,Gewicht::N,jügu,greutate
394,Gewicht::N,vedäduz,greutate
395,Menge::N,äjüz',cantitate
396,Haufen::N,kogo,grămadă
397,Reihe::N,rivi,șir
398,Reihe::N,rivi,rând
399,Boot::N,veneh,barcă
400,Boot::N,veneh,luntre
401,Ruder::N,air,vâslă
402,Ruder::N,air,lopată
403,Schlitten::N,regi,sanie
404,Schlitten::N,regut,sanie
405,Ski::N,suks',schi
406,Lagerfeuer::N,nodj,foc de tabără
407,Lagerfeuer::N,pažag,foc de tabără
408,Last::N,jüguz,povară
409,Last::N,jüguz,sarcină
410,Gang::N,astund,mers
411,Gang::N,astund,umblet
412,Schritt::N,hašk,pas
413,Norden::N,pohjoine,nord
414,Norden::N,pohjoine,miazănoapte
415,Süden::N,suvi,sud
416,Süden::N,suvi,miazăzi
417,Westen::N,päivlaskm,apus
418,Osten::N,päivnouzm,est
419,Osten::N,päivnouzm,răsărit
420,Holz::N,pu,lemn
421,Brett::N,laud,scândură
422,Platte::N,keitim,placă
423,Stütze::N,tugi,proptea
424,Stange::N,arz',bară
425,Stange::N,arz',prăjină
426,Stock::N,kalu,băț
427,Stock::N,kalu,baston
428,Stab::N,seibaz,baston
429,Stab::N,seibaz,prăjină
430,Rohr::N,torv,tub
431,Rohr::N,torv,țeavă
432,Haus::N,pert',casă
433,Heim::N,kodi,casă
434,Heim::N,kodi,cămin
435,Ofen::N,päč,sobă
436,Fußboden::N,lava,podea
437,Fußboden::N,lava,dușumea
438,Tisch::N,laud,masă
439,Tisch::N,stal'c,masă
440,Stuhl::N,ištim,scaun
441,Wiege::N,kätte,leagăn
442,Bett::N,sija,pat
443,Bett::N,magaduzsija,pat
444,Regal::N,palič,rafturi
445,Kiste::N,mülütim,ladă
446,Kiste::N,mülütim,cutie
447,Fenster::N,ikun,fereastră
448,Tür::N,uks',ușă
449,Tor::N,verai,poartă
450,Zaun::N,aid,gard
451,Dach::N,katuz,acoperiș
452,Leiter::N,pordhad,scară
453,Besen::N,lud,mătură
454,Besen::N,vast,mătură
455,Spaten::N,labid,cazma
456,Spaten::N,labid,hârleț
457,Schaufel::N,labid,lopată
458,Gabel::N,hangoine,furculiță
459,Löffel::N,luzik,lingură
460,Messer::N,veič,cuțit
461,Nagel::N,nagl,cui
462,Netz::N,verk,plasă
463,Haken::N,kouk,cârlig
464,Griff::N,kägä,mâner
465,Griff::N,varz',mâner
466,Schloss::N,lukkol,lacăt
467,Bild::N,kuva,tablou
468,Bild::N,kuva,imagine
469,Figur::N,figur,chip
470,Figur::N,figur,figură
471,Puppe::N,tätüine,păpușă
472,Beutel::N,havad,pungă
473,Beutel::N,havad,săculeț
474,Bündel::N,toppaz,mănunchi
475,Bündel::N,käč,mănunchi
476,Tasche::N,sumk,geantă
477,Eimer::N,vädr,găleată
478,Deckel::N,katuz,capac
479,Geschirr::N,astii,vase
480,Geschirr::N,astii,tacâmuri
481,Sack::N,havad,sac
482,Tasse::N,čašk,ceașcă
483,Topf::N,pada,oală
484,Kessel::N,katil,cazan
485,Kessel::N,katil,căldare
486,Essen::N,sönd,mâncare
487,Nahrung::N,söm,hrană
488,Nahrung::N,söm,aliment
489,Speise::N,sömine,bucate
490,Speise::N,sömine,fel de bucate
491,Fleisch::N,liha,carne
492,Getreide::N,vill',cereale
493,Brei::N,pudr,pireu
494,Brot::N,leib,pâine
495,Scheibe::N,bibaleh,felie
496,Scheibe::N,bibaleh,bucată
497,Scheibe::N,šlik,felie
498,Scheibe::N,šlik,bucată
499,Fett::N,razv,untură
500,Fett::N,razv,grăsime
501,Butter::N,voi,unt
502,Öl::N,voi,ulei
503,Salz::N,sol,sare
504,Suppe::N,lem',supă
505,Suppe::N,lem',ciorbă
506,Suppe::N,keitoz,supă
507,Suppe::N,keitoz,ciorbă
508,Honig::N,mezi,miere
509,Milch::N,maid,lapte
510,Tee::N,čai,ceai
511,Leder::N,nahk,piele
512,Wolle::N,vill,lână
513,Stoff::N,kangaz,stofă
514,Nadel::N,negl,ac
515,Faden::N,nit',ață
516,Knopf::N,nübl',buton
517,Knoten::N,sol'm,nod
518,Farbe::N,muju,vopsea
519,Kleidung::N,sobad,haine
520,Kleidung::N,sobad,îmbrăcăminte
521,Hemd::N,paid,cămașă
522,Kragen::N,kagluz,guler
523,Ärmel::N,hijam,mânecă
524,Hose::N,štanad,pantaloni
525,Gürtel::N,vö,cordon
526,Mütze::N,šapuk,șapcă
527,Schuh::N,keng',gheată
528,Stiefel::N,sapug,cizmă
529,Ring::N,rengaz,inel
530,Ring::N,rengaz,verigă
531,Band::N,lentaine,panglică
532,Band::N,lentaine,șiret
533,Kamm::N,suga,pieptene
534,Spiegel::N,zerkol,oglindă
535,Riemen::N,vö,curea
536,Schnur::N,nor,funie
537,Schnur::N,nor,sfoară
538,Leine::N,talutimnor,lesă
539,Leine::N,talutimnor,curea
540,Decke::N,sijakatuz,pătură
541,Kissen::N,pöluz,pernă
542,Tuch::N,paik,batic
543,Handtuch::N,käzipaik,prosop
544,Handtuch::N,käzipaik,ștergar
545,Kraft::N,vägi,forță
546,Kraft::N,vägi,putere
547,Stärke::N,vahvuz',tărie
548,Stärke::N,vahvuz',vigoare
549,Gesundheit::N,tervhuz,sănătate
550,Krankheit::N,läžund,boală
551,Krankheit::N,läžund,maladie
552,Schmerz::N,kibu,durere
553,Wunde::N,čapatez,rană
554,Fieber::N,säru,febră
555,Arznei::N,zel'l',leac
556,Arznei::N,zel'l',medicament
557,Brücke::N,sild,pod
558,Brücke::N,sild,punte
559,Brunnen::N,kaiv,puț
560,Weide::N,omaluine,izlaz
561,Weide::N,omaluine,pășune
562,Pfad::N,tehut,cărare
563,Weg::N,te,drum
564,Straße::N,te,cale
565,Straße::N,te,stradă
566,Dorf::N,külä,sat
567,Stadt::N,lidn,oraș
568,Brief::N,kirjeine,scrisoare
569,Buch::N,kirj,carte
570,Buchstabe::N,kirjam,literă
571,Buchstabe::N,kirjam,caracter
572,Zeitung::N,lehtez,ziar
573,Zeitung::N,lehtez,gazetă
574,Leben::N,elo,viață
575,Tod::N,surm,moarte
576,Grab::N,kaum,groapă
577,Grab::N,kaum,mormânt
578,Kirche::N,jumalanpert',biserică
579,Sünde::N,grähk,păcat
580,Gott::N,jumal,zeu
581,Arbeiter::N,radnik,muncitor
582,Chef::N,pämez',șef
583,Meister::N,mastar,meșter
584,Meister::N,mastar,maestru
585,Arzt::N,lekar',medic
586,Arzt::N,lekar',doctor
587,Lehrer::N,opendai,profesor
588,Lehrer::N,opendai,învățător
589,Geld::N,rahad,bani
590,Geld::N,rahad,parale
591,Geschäft::N,biznes,treabă
592,Geschäft::N,biznes,afacere
593,Laden::N,lauk,magazin
594,Laden::N,lauk,prăvălie
595,Preis::N,arv,preț
596,Ware::N,tavar,marfă
597,Nutzen::N,liža,folos
598,Nutzen::N,liža,profit
599,Reichtum::N,kodielo,avuție
600,Reichtum::N,kodielo,bogăție
601,Reichtum::N,kal'huz',avuție
602,Reichtum::N,kal'huz',bogăție
603,Welt::N,mail'm,lume
604,Land::N,ma,țară
605,Staat::N,valdkund,stat
606,König::N,kunigaz,rege
607,Macht::N,vald,putere
608,Macht::N,vald,putință
609,Grenze::N,röun,hotar
610,Grenze::N,röun,graniță
611,Grenze::N,röun,frontieră
612,Krieg::N,soda,război
613,Feind::N,vihanik,dușman
614,Feind::N,vastustai,dușman
615,Gewalt::N,vägivald,violență
616,Kampf::N,tora,luptă
617,Bogen[Waffe]::N,taug,arc
618,Pfeil::N,nol,săgeată
619,Gewehr::N,oružj,armă
620,Gewehr::N,oružj,pușcă
621,Fehler::N,viga,eroare
622,Fehler::N,viga,greșeală
623,Lüge::N,kelastuz,minciună
624,Schaden::N,pahuz',daună
625,Schaden::N,pahuz',pagubă
626,Unglück::N,bed,nenorocire
627,Unglück::N,gor'a,nenorocire
628,Schuld::N,värhuz',vină
629,Alter::N,igä,etate
630,Alter::N,igä,vârstă
631,Schluss::N,lop,sfârșit
632,Zeit::N,aig,timp
633,Zeit::N,aig,vreme
634,Tag::N,päiv,zi
635,Morgen::N,homendez,dimineață
636,Mittag::N,keskpäiv,prânz
637,Mittag::N,keskpäiv,amiază
638,Abend::N,eht,seară
639,Nacht::N,ö,noapte
640,Woche::N,nedal',săptămână
641,Monat::N,ku,lună
642,Jahr::N,voz',an
643,Frühling::N,keväz',primăvară
644,Sommer::N,keza,vară
645,Herbst::N,sügüz',toamnă
646,Winter::N,tal'v,iarnă
647,Januar::N,viluku,ianuarie
648,Februar::N,uhoku,februarie
649,März::N,keväz'ku,martie
650,April::N,sulaku,aprilie
651,Mai::N,semendku,mai
652,Juni::N,kezaku,iunie
653,Juli::N,heinku,iulie
654,August::N,eloku,august
655,September::N,sügüz'ku,septembrie
656,Oktober::N,reduku,octombrie
657,November::N,kül'mku,noiembrie
658,Dezember::N,tal'vku,decembrie
659,Montag::N,ezmärg,luni
660,Dienstag::N,tožnarg,marți
661,Mittwoch::N,koumanz'päiv,miercuri
662,Donnerstag::N,nellänz'päiv,joi
663,Freitag::N,pätnič,vineri
664,Freitag::N,videnz'päiv,vineri
665,Samstag::N,sobat,sâmbătă
666,Sonntag::N,pühäpäiv,duminică
667,groß::A,sur',mare
668,groß::A,järed,mare
669,klein::A,pen',mic
670,klein::A,pičuine,mic
671,lang::A,pit'k,lung
672,kurz::A,lühüd,scurt
673,breit::A,leved,lat
674,breit::A,leved,larg
675,schmal::A,kaid,strâmt
676,dicht::A,tihed,des
677,dick[Gegenstand]::A,paks,gros
678,dünn::A,hoik,subțire
679,fein::A,hen,fin
680,fein::A,hen,subțire
681,fest::A,luja,tare
682,fest::A,luja,solid
683,fest::A,ninev,tare
684,fest::A,ninev,solid
685,flach::A,lapak,șes
686,flach::A,lapak,plan
687,glatt::A,siled,lins
688,hart::A,kova,dur
689,weich::A,pehmed,moale
690,rund::A,kehker,rotund
691,rund::A,kehker,circular
692,spitz::A,nügu,ascuțit
693,spitz::A,terav,ascuțit
694,scharf::A,terav,tăios
695,scharf::A,terav,ascuțit
696,stumpf::A,tül'c,tocit
697,schwer::A,jüged,greu
698,schön::A,čoma,frumos
699,heiß::A,räk,cald
700,heiß::A,räk,fierbinte
701,warm::A,läm',cald
702,warm::A,läm',fierbinte
703,kalt::A,vilu,rece
704,kühl::A,raibak,rece
705,kühl::A,raibak,răcoros
706,kühl::A,viluhk,rece
707,kühl::A,viluhk,răcoros
708,frisch::A,lahed,răcoros
709,frisch::A,lahed,proaspăt
710,feucht::A,neps,umed
711,feucht::A,neps,jilav
712,feucht::A,toreh,umed
713,feucht::A,toreh,jilav
714,nass::A,märg,ud
715,trocken::A,kuiv,sec
716,trocken::A,kuiv,uscat
717,voll::A,täuz',plin
718,leer::A,joudai,gol
719,offen::A,avoin,deschis
720,offen::A,avol'jaine,deschis
721,geschlossen::A,saubaline,închis
722,sauber::A,puhtaz,curat
723,schmutzig::A,redukaz,murdar
724,roh::A,rohk,crud
725,roh::A,toreh,crud
726,reif::A,küps,copt
727,lecker::A,magukaz,gustos
728,süß::A,maged,dulce
729,bitter::A,karged,amar
730,sauer::A,muiged,acru
731,hell::A,kirkas,clar
732,hell::A,kirkas,luminos
733,hell::A,valgei,clar
734,hell::A,valgei,luminos
735,dunkel::A,pimed,obscur
736,dunkel::A,pimed,întunecos
737,schwarz::A,must,negru
738,weiß::A,vauged,alb
739,rot::A,rusked,roșu
740,gelb::A,pakuine,galben
741,blau::A,sinine,albastru
742,grün::A,vihand,verde
743,grau::A,hahk,gri
744,grau::A,hahk,cenușiu
745,bunt::A,kirjav,colorat
746,billig::A,odav,ieftin
747,teuer::A,kalliž,scump
748,wertvoll::A,arvokas,prețios
749,blind::A,soged,orb
750,taub::A,kurdiž,surd
751,kräftig::A,vägev,tare
752,kräftig::A,vägev,forte
753,kräftig::A,vägev,robust
754,stark::A,vahv,viguros
755,stark::A,vahv,puternic
756,stark::A,vägekaz,viguros
757,stark::A,vägekaz,puternic
758,schwach::A,väll',slab
759,schwach::A,väll',debil
760,fett::A,razvakaz,gras
761,schlank::A,kapos,zvelt
762,hübsch::A,čoma,drăguț
763,böse::A,äred,rău
764,böse::A,äred,răutăcios
765,böse::A,käred,rău
766,böse::A,käred,răutăcios
767,dumm::A,el'getoi,nerod
768,dumm::A,el'getoi,tâmpit
769,faul::A,lašk,leneș
770,fleißig::A,radonnavedii,harnic
771,fleißig::A,radonnavedii,sârguincios
772,geizig::A,ažlak,calic
773,geizig::A,ažlak,zgârcit
774,klug::A,melev,isteț
775,klug::A,melev,deștept
776,klug::A,melekaz,isteț
777,klug::A,melekaz,deștept
778,geschickt::A,mahtokaz,dibaci
779,lieb::A,izo,drag
780,lieb::A,izo,iubit
781,lieb::A,sula,drag
782,lieb::A,sula,iubit
783,lustig::A,ilokaz,vesel
784,sanft::A,laskav,blând
785,sanft::A,laskav,blajin
786,hungrig::A,näl'ghine,flămând
787,krank::A,läžui,bolnav
788,nackt::A,alastoi,gol
789,traurig::A,opalahine,trist
790,traurig::A,opalahine,mâhnit
791,lebendig::A,eläb,viu
792,gut::A,hüvä,bun
793,schlecht::A,huba,rău
794,schlecht::A,huba,prost
795,richtig::A,oiged,drept
796,richtig::A,oiged,corect
797,schlimm::A,paha,rău
798,wahr::A,todesine,adevărat
799,alt::A,vanh,uzat
800,alt::A,vanh,vechi
801,neu::A,uz',nou
802,ehemalig::A,edeline,fost
803,ehemalig::A,edeline,anterior
804,alt[Lebewesen]::A,ravaz,bătrîn
805,jung::A,nor',tânăr
806,arm::A,gol'l',sărac
807,arm::A,gol'l',sărman
808,reich::A,elokaz,avut
809,reich::A,elokaz,bogat
810,bekannt::A,tutab,cunoscut
811,berühmt::A,tetab,renumit
812,fremd::A,veraz,străin
813,verschieden::A,erazvuitte,diferit
814,verschieden::A,erazvuitte,deosebit
815,nah::A,läheline,apropiat
816,fern::A,edahaine,departe
817,linker::A,hura,stâng
818,rechter::A,oiged,drept
819,anderer::A,toine,alt
820,erster::A,ezmäine,prim
821,zweiter::A,toine,al doilea
822,dritter::A,koumanz',treilea
823,letzter::A,jäl'gmäine,final
824,allein::ADV,üksnäze,singur
825,auf einmal::ADV,ühten aigan,dintrodată
826,zusammen::ADV,ühtes,împreună
827,lange::ADV,hätken,îndelung
828,lange::ADV,hätken,mult timp
829,plötzlich::ADV,äkkid,deodată
830,plötzlich::ADV,äkkid,pe neașteptate
831,sofort::ADV,kerdalaz,imediat
832,sofort::ADV,kerdalaz,numaidecît
833,später::ADV,möhemba,mai apoi
834,später::ADV,möhemba,mai târziu
835,jetzt::ADV,nügüd',acum
836,heute::ADV,tämbei,azi
837,heute::ADV,tämbei,astăzi
838,morgen::ADV,homen,mâine
839,bald::ADV,pigai,curând
