,Concept_ID,ru,sl
456,Arznei::N,лекарство,zdravílo
457,Brücke::N,мост,móst
458,Brunnen::N,колодец,vodnják
459,Weide::N,пастбище,páša
460,Pfad::N,тропа,stezà
461,Weg::N,путь,pót
462,Weg::N,дорога,pót
463,Straße::N,улица,césta
464,Straße::N,дорога,césta
465,Dorf::N,деревня,vás
466,Stadt::N,город,mésto
467,Brief::N,письмо,písmo
468,Buch::N,книга,knjíga
469,Buchstabe::N,буква,čŕka
470,Zeitung::N,газета,čásnik
471,Leben::N,жизнь,življênje
472,Tod::N,смерть,smŕt
473,Grab::N,могила,gròb
474,Kirche::N,церковь,cérkev
475,Sünde::N,грех,gréh
476,Gott::N,бог,bóg
477,Arbeiter::N,рабочий,délavec
478,Chef::N,начальник,šéf
479,Meister::N,мастер,mójster
480,Arzt::N,врач,zdravník
481,Lehrer::N,учитель,učítelj
482,Geld::N,деньги,denár
483,Geschäft::N,занятие,kupčíja
484,Laden::N,магазин,trgovína
485,Preis::N,цена,céna
486,Ware::N,товар,róba
487,Nutzen::N,выгода,príd
488,Reichtum::N,богатство,bogástvo
489,Welt::N,мир,svét
490,Land::N,страна,dežêla
491,Staat::N,государство,držáva
492,König::N,король,králj
493,Macht::N,власть,oblást
494,Grenze::N,граница,mêja
495,Krieg::N,война,vôjna
496,Feind::N,враг,sovrážnik
497,Gewalt::N,насилие,nasílje
498,Kampf::N,борьба,bòj
499,Kampf::N,борьба,bórba
500,Bogen[Waffe]::N,лук,lók
501,Pfeil::N,стрела,puščíca
502,Gewehr::N,ружье,púška
503,Fehler::N,ошибка,zmóta
504,Lüge::N,ложь,láž
505,Schaden::N,вред,okvára
506,Unglück::N,беда,nesréča
507,Schuld::N,вина,krívda
508,Alter::N,возраст,dôba
509,Schluss::N,окончание,kônec
510,Zeit::N,время,čàs
511,Tag::N,день,dán
512,Morgen::N,утро,jútro
513,Mittag::N,полдень,póldan
514,Abend::N,вечер,večér
515,Nacht::N,ночь,nóč
516,Woche::N,неделя,téden
517,Monat::N,месяц,mésec
518,Jahr::N,год,léto
519,Frühling::N,весна,pomlád
520,Sommer::N,лето,polétje
521,Herbst::N,осень,jesén
522,Winter::N,зима,zíma
523,Januar::N,январь,jánuar
524,Februar::N,февраль,fébruar
525,März::N,март,márec
526,April::N,апрель,apríl
527,Mai::N,май,máj
528,Juni::N,июнь,júnij
529,Juli::N,июль,júlij
530,August::N,август,avgúst
531,September::N,сентябрь,septêmber
532,Oktober::N,октябрь,október
533,November::N,ноябрь,novêmber
534,Dezember::N,декабрь,decémber
535,Montag::N,понедельник,ponedéljek
536,Dienstag::N,вторник,tôrek
537,Mittwoch::N,среда,sréda
538,Donnerstag::N,четверг,četŕtek
539,Freitag::N,пятница,pétek
540,Samstag::N,суббота,sobóta
541,Sonntag::N,воскресенье,nedélja
542,groß::A,большой,vêlik
543,klein::A,маленький,májhen
544,lang::A,длинный,dólg
545,kurz::A,короткий,krátek
546,breit::A,широкий,širòk
547,schmal::A,узкий,ózek
548,dicht::A,густой,góst
549,dick[Gegenstand]::A,толстый,dêbel
550,dünn::A,тонкий,tánek
551,fein::A,тонкий,drôben
552,fest::A,крепкий,tŕden
553,flach::A,плоский,plán
554,flach::A,плоский,plòsk
555,glatt::A,гладкий,gládek
556,hart::A,твердый,tŕd
557,weich::A,мягкий,mehák
558,rund::A,круглый,okrógel
559,spitz::A,остроконечный,šílast
560,scharf::A,острый,óster
561,stumpf::A,тупой,tóp
562,stumpf::A,тупой,skŕhan
563,schwer::A,тяжелый,têžek
564,schön::A,красивый,lép
565,schön::A,красивый,krásen
566,heiß::A,жаркий,vròč
567,warm::A,теплый,tôpel
568,kalt::A,холодный,mŕzel
569,kalt::A,холодный,hláden
570,kühl::A,прохладный,hláden
571,frisch::A,свежий,svéž
572,feucht::A,влажный,vlážen
573,nass::A,мокрый,móker
574,trocken::A,сухой,súh
575,voll::A,полный,póln
576,voll::A,наполненный,póln
577,leer::A,пустой,prázen
578,offen::A,открытый,odpŕt
579,geschlossen::A,закрытый,zapŕt
580,sauber::A,чистый,číst
581,sauber::A,чистый,líčen
582,schmutzig::A,грязный,umázan
583,roh::A,сырой,suròv
584,reif::A,зрелый,zrèl
585,lecker::A,вкусный,okúsen
586,süß::A,сладкий,sládek
587,bitter::A,горький,grenák
588,sauer::A,кислый,kísel
589,hell::A,светлый,svetèl
590,dunkel::A,темный,temèn
591,schwarz::A,черный,čŕn
592,weiß::A,белый,bél
593,rot::A,красный,rdèč
594,gelb::A,желтый,žólt
595,gelb::A,желтый,rumèn
596,blau::A,синий,móder
597,grün::A,зеленый,zelèn
598,grau::A,серый,sív
599,bunt::A,пестрый,písan
600,billig::A,дешевый,pocéni
601,teuer::A,дорогой,drág
602,wertvoll::A,ценный,dragocén
603,blind::A,слепой,slép
604,taub::A,глухой,glúh
605,kräftig::A,могучий,močán
606,stark::A,сильный,ják
607,schwach::A,слабый,šíbek
608,fett::A,жирный,dêbel
609,schlank::A,стройный,vítek
610,hübsch::A,прелестный,lép
611,böse::A,злой,zèl
612,böse::A,злой,hudôben
613,dumm::A,глупый,glúp
614,dumm::A,глупый,bédast
615,faul::A,ленивый,lén
616,fleißig::A,прилежный,marljív
617,geizig::A,жадный,škŕt
618,klug::A,умный,pámeten
619,geschickt::A,искусный,spréten
620,lieb::A,милый,míl
621,lieb::A,милый,ljúb
622,lustig::A,веселый,vesél
623,sanft::A,нежный,láhek
624,hungrig::A,голодный,láčen
625,krank::A,больной,bolán
626,nackt::A,голый,nág
627,traurig::A,грустный,túžen
628,lebendig::A,живой,žív
629,gut::A,хороший,dóber
630,schlecht::A,плохой,malopríden
631,richtig::A,правильный,pravílen
632,schlimm::A,отвратительный,húd
633,schlimm::A,мерзкий,húd
634,wahr::A,настоящий,resníčen
635,alt::A,старый,stàr
636,neu::A,новый,nòv
637,ehemalig::A,бывший,nekdánji
638,alt[Lebewesen]::A,пожилой,stàr
639,jung::A,молодой,mlád
640,arm::A,бедный,ubóg
641,arm::A,бедный,réven
642,reich::A,богатый,bogàt
643,bekannt::A,знакомый,znán
644,berühmt::A,знаменитый,sláven
645,berühmt::A,знаменитый,znamenít
646,fremd::A,чужой,túj
647,verschieden::A,разный,razlíčen
648,nah::A,близкий,blížnji
649,fern::A,далекий,dáleč
650,linker::A,левый,lévi
651,rechter::A,правый,désni
652,anderer::A,другой,drúgi
653,erster::A,первый,pŕvi
654,zweiter::A,второй,drúgi
655,dritter::A,третий,trétji
656,letzter::A,последний,poslédnji
657,allein::ADV,один,sám
658,auf einmal::ADV,сразу,obênem
659,zusammen::ADV,вместе,skúpaj
660,lange::ADV,долго,dólgo
661,plötzlich::ADV,вдруг,náglo
662,plötzlich::ADV,вдруг,nenádoma
663,sofort::ADV,тотчас,prècej
664,später::ADV,позже,poznêje
665,jetzt::ADV,сейчас,zdàj
666,heute::ADV,сегодня,dánes
667,morgen::ADV,завтра,jútri
668,bald::ADV,скоро,kmálu
669,dann::ADV,потом,nató
670,gestern::ADV,вчера,včéraj
671,einst::ADV,однажды,nékdaj
672,damals::ADV,тогда,tedàj
673,damals::ADV,тогда,takràt
674,danach::ADV,затем,potèm
675,vorher::ADV,раньше,poprèj
676,zuerst::ADV,сперва,spŕva
677,einmal::ADV,раз,ênkrat
678,manchmal::ADV,иногда,včásih
679,oft::ADV,часто,pogósto
680,immer::ADV,всегда,védno
681,immer::ADV,всегда,zméraj
682,niemals::ADV,никогда,nikdàr
683,hier::ADV,здесь,tù
684,hier::ADV,здесь,túkaj
685,hierhin::ADV,сюда,sèmkaj
686,von hier::ADV,отсюда,od tú
687,dort::ADV,там,tàm
688,dorthin::ADV,туда,tjà
689,geradeaus::ADV,прямо,rávno napréj
690,vorwärts::ADV,вперед,napréj
691,rückwärts::ADV,назад,zádaj
692,zurück::ADV,обратно,nazáj
693,unten::ADV,внизу,dôli
694,unten::ADV,внизу,spôdaj
695,hinab::ADV,вниз,dôl
696,oben::ADV,наверху,gôri
697,oben::ADV,наверху,zgôraj
698,hinauf::ADV,вверх,gôr
699,überall::ADV,везде,povsód
700,nicht::ADV,не,ne
701,ein wenig::ADV,немного,málo
702,kaum::ADV,едва,kómaj
703,sehr::ADV,очень,zeló
704,so::ADV,так,takó
705,noch::ADV,еще,še
706,nur::ADV,только,samó
707,schon::ADV,уже,žè
708,wieder::ADV,опять,spét
709,vergebens::ADV,напрасно,zamàn
710,vergebens::ADV,напрасно,zastónj
711,vor::PRP,перед,pred
712,hinter::PRP,за,za
713,hinter::PRP,позади,za
714,unter::PRP,под,pod
715,durch::PRP,сквозь,skózi
716,neben::PRP,возле,kràj
717,neben::PRP,возле,póleg
718,zwischen::PRP,между,med
719,zwischen::PRP,между,izmed
720,wegen::PRP,из-за,zarádi
721,dies::PRN,это,tó
722,das::PRN,то,tó
723,alles::PRN,все,vsè
724,ich::PRN,я,jàz
725,du::PRN,ты,tí
726,er::PRN,он,òn
727,wir::PRN,мы,mí
728,ihr::PRN,вы,ví
729,sie::PRN,они,ôni
730,was::FPRN,что,káj
731,wer::FPRN,кто,kdó
732,wo::FADV,где,kjé
733,wohin::FADV,куда,kám
734,wie::FADV,как,kakó
735,warum::FADV,почему,zakáj
736,wieviel::FNUM,сколько,kóliko
737,eins::NUM,один,êden
738,zwei::NUM,два,dvá
739,drei::NUM,три,trí
740,vier::NUM,четыре,štíri
741,fünf::NUM,пять,pét
742,sechs::NUM,шесть,šést
743,sieben::NUM,семь,sédem
744,acht::NUM,восемь,ósem
745,neun::NUM,девять,devét
746,zehn::NUM,десять,desét
747,elf::NUM,одиннадцать,enájst
748,zwölf::NUM,двенадцать,dvánajst
749,zwanzig::NUM,двадцать,dvájset
750,dreißig::NUM,тридцать,trídeset
751,vierzig::NUM,сорок,štírideset
752,fünfzig::NUM,пятьдесят,pétdeset
753,sechzig::NUM,шестьдесят,šéstdeset
754,siebzig::NUM,семьдесят,sédemdeset
755,achtzig::NUM,восемьдесят,ósemdeset
756,neunzig::NUM,девяносто,devétdeset
757,hundert::NUM,сто,stó
758,tausend::NUM,тысяча,tísoč
759,und::CNJ,и,in
760,oder::CNJ,или,áli
761,oder::CNJ,либо,áli
762,stehen::V,стоять,státi
763,sitzen::V,сидеть,sedéti
764,liegen::V,лежать,ležáti
765,hängen::V,висеть,viséti
766,werden::V,стать,postáti
767,passieren::V,случиться,zgodíti se
768,beginnen::V,начаться,začéti se
769,enden::V,кончиться,končáti se
770,wechseln::V,меняться,ménjati se
771,aufgehen[Sonne]::V,взойти,vzíti
772,untergehen[Sonne]::V,зайти,zaíti
773,scheinen[Sonne]::V,светить,sijáti
774,donnern::V,греметь,grméti
775,wehen::V,дуть,píhati
776,strömen::V,литься,líti
777,fließen::V,течь,têči
778,sich drehen::V,вращаться,vrtéti se
779,schwanken::V,колебаться,kolébati
780,schwingen::V,качаться,níhati
781,fallen::V,падать,pádati
782,brennen::V,гореть,goréti
783,rauchen::V,дымить,kadíti se
784,regnen::V,дождить,deževáti
785,gefrieren::V,замерзнуть,zmŕzniti
786,tauen::V,таять,tájati
787,schmelzen::V,плавиться,kopnéti
788,trocknen::V,сохнуть,sušíti se
789,sieden::V,кипеть,kipéti
790,faulen::V,гнить,gníti
791,verfaulen::V,сгнить,zgníti
792,reißen::V,рваться,tŕgati se
793,versinken::V,тонуть,pogrézniti se
794,vergehen::V,проходить,miníti
795,erscheinen::V,появиться,pojáviti se
796,verschwinden::V,исчезнуть,izgíniti
797,sinken::V,спадать,péšati
798,abnehmen::V,уменьшиться,pojémati
799,zunehmen::V,увеличиваться,véčati se
800,zunehmen::V,увеличиваться,množíti se
801,steigen::V,подниматься,dvígati se
802,wachsen::V,расти,rásti
803,glänzen::V,блестеть,sijáti
804,funkeln::V,сверкать,ískriti se
805,lärmen::V,шуметь,ropotáti
806,lärmen::V,шуметь,razgrájati
807,läuten::V,звонить,zvoníti
808,klingeln::V,звонить,zvončkljáti
809,klirren::V,звякать,žvenketáti
810,brausen::V,бушевать,šuméti
811,rauschen::V,шелестеть,šuštéti
812,rauschen::V,шелестеть,šelestéti
813,klingen::V,звучать,zvenéti
814,bellen::V,лаять,lájati
815,heulen::V,выть,zavíjati
816,blasen::V,дунуть,píhniti
817,pfeifen::V,свистеть,pískati
818,pfeifen::V,свистеть,žvížgati
819,schreien::V,кричать,kričáti
820,stöhnen::V,стонать,stókati
821,zittern::V,дрожать,drgetáti
822,leben::V,жить,živéti
823,geboren werden::V,родиться,rodíti se
824,atmen::V,дышать,díhati
825,trinken::V,пить,píti
826,essen::V,есть,jésti
827,essen::V,кушать,jésti
