,Concept_ID,xal,vep
302,Art::N,зүүл,rodsugu
303,Stück::N,хусг,pala
304,Stück::N,хусг,supal
305,Teil::N,хүв,pala
306,Hälfte::N,өрәл,pol'
307,Kreis::N,төгрг,ümbruz
308,Kreis::N,төгрг,kehkruz
309,Kreuz::N,кирс,rist
310,Linie::N,зурасн,pird
311,Strich::N,татасн,pird
312,Abstand::N,зә,keskust
313,Entfernung::N,һазр,matk
314,Gegend::N,һазр,taho
315,Platz::N,зә,avaruz'
316,Ort::N,бәәрн,koht
317,Seite::N,тал,pol'
318,Seite::N,тал,kül'g
319,Seite::N,хаҗу,pol'
320,Seite::N,хаҗу,kül'g
321,Seite::N,хәврһ,pol'
322,Seite::N,хәврһ,kül'g
323,Mitte::N,дунд,kesk
324,Gegenstand::N,юмн,kalu
325,Sache::N,юмн,azj
326,Rand::N,зах,röun
327,Kante::N,ирмәг,röun
328,Ecke::N,өнцг,saum
329,Spitze::N,үзүр,agjaine
330,Ende::N,үзүр,agj
331,Loch::N,хаһрха,reig
332,Winkel::N,булң,čoga
333,Winkel::N,булң,saum
334,Muster::N,намч,kirjam
335,Größe::N,кемҗән,suruz'
336,Länge::N,ут,piduz
337,Höhe::N,өндр,korktuz'
338,Gewicht::N,күнд,jügu
339,Gewicht::N,күнд,vedäduz
340,Gewicht::N,чиңнүр,jügu
341,Gewicht::N,чиңнүр,vedäduz
342,Menge::N,ик,äjüz'
343,Haufen::N,ова,kogo
344,Reihe::N,зерг,rivi
345,Reihe::N,зерглән,rivi
346,Boot::N,оңһц,veneh
347,Ruder::N,хәәв,air
348,Schlitten::N,цан,regi
349,Schlitten::N,цан,regut
350,Ski::N,лыҗ,suks'
351,Lagerfeuer::N,костёр,nodj
352,Lagerfeuer::N,костёр,pažag
353,Last::N,күнд,jüguz
354,Gang::N,йовлһн,astund
355,Schritt::N,ишкм,hašk
356,Norden::N,ар үзг,pohjoine
357,Süden::N,өмн,suvi
358,Süden::N,өмн үзг,suvi
359,Westen::N,барун,päivlaskm
360,Westen::N,барун үзг,päivlaskm
361,Osten::N,зүн,päivnouzm
362,Osten::N,зүн үзг,päivnouzm
363,Holz::N,модн,pu
364,Brett::N,харһа,laud
365,Platte::N,хавтха чолун,keitim
366,Stütze::N,тулг,tugi
367,Stange::N,уньн,arz'
368,Stock::N,модн,kalu
369,Stab::N,шуург,seibaz
370,Rohr::N,турва,torv
371,Haus::N,гер,pert'
372,Heim::N,гер-бул,kodi
373,Ofen::N,беш,päč
374,Fußboden::N,девскр,lava
375,Tisch::N,ширә,laud
376,Tisch::N,ширә,stal'c
377,Stuhl::N,стул,ištim
378,Wiege::N,өлгә,kätte
379,Wiege::N,дүүҗң,kätte
380,Bett::N,орн,sija
381,Bett::N,орн,magaduzsija
382,Bett::N,орндг,sija
383,Bett::N,орндг,magaduzsija
384,Regal::N,таг,palič
385,Regal::N,тәвц,palič
386,Kiste::N,яршг,mülütim
387,Fenster::N,терз,ikun
388,Tür::N,үүдн,uks'
389,Tor::N,үүдн,verai
390,Tor::N,өргн үүдн,verai
391,Tor::N,хашан үүдн,verai
392,Zaun::N,хаша,aid
393,Dach::N,деевр,katuz
394,Leiter::N,шат,pordhad
395,Leiter::N,давшур,pordhad
396,Besen::N,сәвүр,lud
397,Besen::N,сәвүр,vast
398,Spaten::N,күрз,labid
399,Schaufel::N,совг,labid
400,Gabel::N,серә,hangoine
401,Löffel::N,ухр,luzik
402,Messer::N,утх,veič
403,Nagel::N,хадасн,nagl
404,Netz::N,гөлм,verk
405,Haken::N,дегә,kouk
406,Griff::N,иш,kägä
407,Griff::N,иш,varz'
408,Griff::N,бәрүл,kägä
409,Griff::N,бәрүл,varz'
410,Schloss::N,оньс,lukkol
411,Bild::N,зург,kuva
412,Figur::N,фигур,figur
413,Puppe::N,наадһа,tätüine
414,Beutel::N,мишг,havad
415,Bündel::N,багла,toppaz
416,Bündel::N,багла,käč
417,Bündel::N,боодһа,toppaz
418,Bündel::N,боодһа,käč
419,Tasche::N,сумк,sumk
420,Eimer::N,суулһ,vädr
421,Deckel::N,бүркәсн,katuz
422,Geschirr::N,сав,astii
423,Geschirr::N,сав-сарх,astii
424,Sack::N,мишг,havad
425,Tasse::N,ааһ,čašk
426,Topf::N,кастрюль,pada
427,Kessel::N,хәәсн,katil
428,Essen::N,зоогллһн,sönd
429,Nahrung::N,теҗәл,söm
430,Speise::N,хот,sömine
431,Fleisch::N,махн,liha
432,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,vill'
433,Brei::N,хаш,pudr
434,Brot::N,өдмг,leib
435,Scheibe::N,зүсм,bibaleh
436,Scheibe::N,зүсм,šlik
437,Fett::N,өөкн,razv
438,Butter::N,тосн,voi
439,Öl::N,тосн,voi
440,Salz::N,давсн,sol
441,Suppe::N,шөлн,lem'
442,Suppe::N,шөлн,keitoz
443,Honig::N,бал,mezi
444,Milch::N,үсн,maid
445,Tee::N,цә,čai
446,Leder::N,арсн,nahk
447,Wolle::N,утцн,vill
448,Wolle::N,эд,vill
449,Stoff::N,эд,kangaz
450,Nadel::N,зүн,negl
451,Faden::N,утцн,nit'
452,Knopf::N,товч,nübl'
453,Knoten::N,зәңгдә,sol'm
454,Farbe::N,будг,muju
455,Kleidung::N,хувцн,sobad
456,Kleidung::N,хувц-хунр,sobad
457,Hemd::N,киилг,paid
458,Kragen::N,зах,kagluz
459,Ärmel::N,ханцн,hijam
460,Hose::N,шалвур,štanad
461,Gürtel::N,бүс,vö
462,Mütze::N,махла,šapuk
463,Schuh::N,башмгуд,keng'
464,Stiefel::N,һосн,sapug
465,Ring::N,билцг,rengaz
466,Band::N,лент,lentaine
467,Kamm::N,сам,suga
468,Spiegel::N,толь,zerkol
469,Riemen::N,бүс,vö
470,Schnur::N,деесн,nor
471,Leine::N,бурнтг,talutimnor
472,Leine::N,нохан көтлвр,talutimnor
473,Decke::N,көнҗл,sijakatuz
474,Kissen::N,дер,pöluz
475,Tuch::N,альчур,paik
476,Handtuch::N,полотенц,käzipaik
477,Handtuch::N,һар-нүүрин альчур,käzipaik
478,Kraft::N,күчн,vägi
479,Stärke::N,чидл,vahvuz'
480,Gesundheit::N,эрүл-менд,tervhuz
481,Krankheit::N,өвчн,läžund
482,Schmerz::N,өвдлһн,kibu
483,Wunde::N,шав,čapatez
484,Fieber::N,безг,säru
485,Arznei::N,эм,zel'l'
486,Brücke::N,тагт,sild
487,Brunnen::N,худг,kaiv
488,Weide::N,малын идг,omaluine
489,Pfad::N,цувг,tehut
490,Weg::N,хаалһ,te
491,Straße::N,зам,te
492,Dorf::N,хотн,külä
493,Stadt::N,балһсн,lidn
494,Brief::N,бичг,kirjeine
495,Buch::N,дегтр,kirj
496,Buchstabe::N,үзг,kirjam
497,Zeitung::N,газет,lehtez
498,Leben::N,җирһл,elo
499,Tod::N,үкл,surm
500,Tod::N,өңгрлһн,surm
501,Grab::N,оршалһна нүкн,kaum
502,Kirche::N,чонҗ,jumalanpert'
503,Sünde::N,нүл,grähk
504,Sünde::N,килнц,grähk
505,Gott::N,бурхн,jumal
506,Arbeiter::N,көдлмшч,radnik
507,Chef::N,толһач,pämez'
508,Meister::N,урн,mastar
509,Arzt::N,эмч,lekar'
510,Lehrer::N,багш,opendai
511,Geld::N,мөңгн,rahad
512,Geschäft::N,көдлмш,biznes
513,Laden::N,лавк,lauk
514,Preis::N,үн,arv
515,Ware::N,эд-тавр,tavar
516,Nutzen::N,олз,liža
517,Reichtum::N,зөөр,kodielo
518,Reichtum::N,зөөр,kal'huz'
519,Welt::N,орчлң,mail'm
520,Welt::N,делкә,mail'm
521,Land::N,орн-нутг,ma
522,Staat::N,государств,valdkund
523,König::N,хан,kunigaz
524,Macht::N,йосн,vald
525,Grenze::N,меҗә,röun
526,Krieg::N,дән,soda
527,Feind::N,дәәсн,vihanik
528,Feind::N,дәәсн,vastustai
529,Gewalt::N,күч һарһлһн,vägivald
530,Kampf::N,ноолдан,tora
531,Kampf::N,бәрлдлһн,tora
532,Bogen[Waffe]::N,саадг,taug
533,Pfeil::N,сумн,nol
534,Gewehr::N,бу,oružj
535,Fehler::N,алдг,viga
536,Lüge::N,худл,kelastuz
537,Schaden::N,хорлт,pahuz'
538,Unglück::N,гүрм,bed
539,Unglück::N,гүрм,gor'a
540,Schuld::N,гем,värhuz'
541,Schuld::N,буру,värhuz'
542,Alter::N,насн,igä
543,Schluss::N,чилгч,lop
544,Zeit::N,цаг,aig
545,Tag::N,өдр,päiv
546,Morgen::N,өрүн,homendez
547,Mittag::N,үд,keskpäiv
548,Abend::N,асхн,eht
549,Nacht::N,сө,ö
550,Woche::N,долан хонг,nedal'
551,Monat::N,сар,ku
552,Jahr::N,җил,voz'
553,Frühling::N,хавр,keväz'
554,Sommer::N,зун,keza
555,Herbst::N,намр,sügüz'
556,Winter::N,үвл,tal'v
557,Januar::N,январь,viluku
558,Februar::N,февраль,uhoku
559,März::N,март,keväz'ku
560,März::N,моһа сар,keväz'ku
561,April::N,апрель,sulaku
562,Mai::N,май,semendku
563,Juni::N,июнь,kezaku
564,Juni::N,мөчн сар,kezaku
565,Juli::N,июль,heinku
566,August::N,август,eloku
567,September::N,һаха сар,sügüz'ku
568,Oktober::N,октябрь,reduku
569,November::N,ноябрь,kül'mku
570,November::N,үкр сар,kül'mku
571,Dezember::N,бар сар,tal'vku
572,Montag::N,понедельник,ezmärg
573,Dienstag::N,вторник,tožnarg
574,Mittwoch::N,среда,koumanz'päiv
575,Mittwoch::N,үлмҗ өдр,koumanz'päiv
576,Donnerstag::N,четверг,nellänz'päiv
577,Donnerstag::N,пүрвә өдр,nellänz'päiv
578,Freitag::N,пятниц,pätnič
579,Freitag::N,пятниц,videnz'päiv
580,Samstag::N,суббот,sobat
581,Sonntag::N,нарн өдр,pühäpäiv
582,Sonntag::N,воскресень,pühäpäiv
583,groß::A,ик,sur'
584,groß::A,ик,järed
585,klein::A,бичкн,pen'
586,klein::A,бичкн,pičuine
587,lang::A,ут,pit'k
588,kurz::A,оһтр,lühüd
589,breit::A,өргн,leved
590,schmal::A,уутьхн,kaid
591,dicht::A,нигт,tihed
592,dick[Gegenstand]::A,зузан,paks
593,dünn::A,нимгн,hoik
594,fein::A,нәрхн,hen
595,fest::A,бат,luja
596,fest::A,бат,ninev
597,flach::A,хавтха,lapak
598,glatt::A,тегш,siled
599,glatt::A,тиньгр,siled
600,hart::A,хату,kova
601,weich::A,җөөлн,pehmed
602,weich::A,җөөлкн,pehmed
603,rund::A,төгрг,kehker
604,spitz::A,шовһр,nügu
605,spitz::A,шовһр,terav
606,scharf::A,хурц,terav
607,stumpf::A,мука,tül'c
608,schwer::A,күнд,jüged
609,schön::A,сәәхн,čoma
610,heiß::A,халун,räk
611,warm::A,дулан,läm'
612,kalt::A,киитн,vilu
613,kühl::A,серүн,raibak
614,kühl::A,серүн,viluhk
615,frisch::A,серүн,lahed
616,feucht::A,чиигтә,neps
617,feucht::A,чиигтә,toreh
618,nass::A,чиигтә,märg
619,trocken::A,хагсу,kuiv
620,voll::A,дүүрң,täuz'
621,leer::A,сул,joudai
622,leer::A,хоосн,joudai
623,offen::A,секәтә,avoin
624,offen::A,секәтә,avol'jaine
625,geschlossen::A,хаалһата,saubaline
626,sauber::A,цевр,puhtaz
627,schmutzig::A,киртә,redukaz
628,roh::A,түүкә,rohk
629,roh::A,түүкә,toreh
630,reif::A,болсн,küps
631,lecker::A,әмтәхн,magukaz
632,süß::A,әмтәхн,maged
633,bitter::A,һашун,karged
634,bitter::A,һашута,karged
635,sauer::A,ишклң,muiged
636,hell::A,герлтә,kirkas
637,hell::A,герлтә,valgei
638,dunkel::A,харңһу,pimed
639,schwarz::A,хар,must
640,weiß::A,цаһан,vauged
641,rot::A,улан,rusked
642,gelb::A,шар,pakuine
643,blau::A,көк,sinine
644,grün::A,көк,vihand
645,grau::A,бор,hahk
646,bunt::A,алг,kirjav
647,bunt::A,эрәтә,kirjav
648,billig::A,кимд,odav
649,teuer::A,үнтә,kalliž
650,wertvoll::A,үнтә,arvokas
651,wertvoll::A,эрднь,arvokas
652,blind::A,сохр,soged
653,taub::A,дүлә,kurdiž
654,kräftig::A,күчтә,vägev
655,stark::A,чаңһ,vahv
656,stark::A,чаңһ,vägekaz
657,schwach::A,күчн тату,väll'
658,fett::A,тарһн,razvakaz
659,schlank::A,эццн,kapos
660,hübsch::A,көркхн,čoma
661,böse::A,уурта,äred
662,böse::A,уурта,käred
663,dumm::A,тенг,el'getoi
664,faul::A,залху,lašk
665,fleißig::A,кинән,radonnavedii
666,fleißig::A,кинмһә,radonnavedii
667,geizig::A,ховдг,ažlak
668,klug::A,ухата,melev
669,klug::A,ухата,melekaz
670,geschickt::A,чадмг,mahtokaz
671,lieb::A,эңкр,izo
672,lieb::A,эңкр,sula
673,lustig::A,сергмҗтә,ilokaz
674,lustig::A,җирһлтә,ilokaz
675,sanft::A,номһн,laskav
676,hungrig::A,өлн,näl'ghine
677,hungrig::A,харһнсн,näl'ghine
678,krank::A,өвчтә,läžui
679,krank::A,шалтгта,läžui
680,nackt::A,нүцкн,alastoi
681,traurig::A,һундлта,opalahine
682,lebendig::A,әмд,eläb
683,gut::A,сән,hüvä
684,schlecht::A,му,huba
685,richtig::A,зөвтә,oiged
686,schlimm::A,җигшүртә,paha
687,wahr::A,үнн,todesine
688,wahr::A,мөн,todesine
689,alt::A,хуучн,vanh
690,neu::A,шин,uz'
691,ehemalig::A,хуучн,edeline
692,alt[Lebewesen]::A,көгшн,ravaz
693,jung::A,баһ,nor'
694,arm::A,угатя,gol'l'
695,reich::A,байн,elokaz
696,bekannt::A,таньл,tutab
697,bekannt::A,таньдг,tutab
698,berühmt::A,туурсн,tetab
699,fremd::A,күүнә,veraz
700,verschieden::A,әдл биш,erazvuitte
701,verschieden::A,йилһәтә,erazvuitte
702,nah::A,өөрхн,läheline
703,fern::A,хол,edahaine
704,linker::A,зүн,hura
705,rechter::A,барун,oiged
706,anderer::A,талдан,toine
707,erster::A,негдгч,ezmäine
708,zweiter::A,хойрдгч,toine
709,dritter::A,һурвдгч,koumanz'
710,letzter::A,отхн,jäl'gmäine
711,allein::ADV,һанцарн,üksnäze
712,auf einmal::ADV,нег дәкҗ,ühten aigan
713,zusammen::ADV,хамдан,ühtes
714,lange::ADV,удан,hätken
715,plötzlich::ADV,генткн,äkkid
716,sofort::ADV,дарунь,kerdalaz
717,später::ADV,сүүлд,möhemba
718,jetzt::ADV,ода,nügüd'
719,heute::ADV,эндр,tämbei
720,morgen::ADV,маңһдур,homen
721,bald::ADV,дарунь,pigai
722,dann::ADV,дәкәд,sid'
723,gestern::ADV,өцклдүр,eglai
724,einst::ADV,нег саамд,ende
725,einst::ADV,нег саамд,kerdan
726,damals::ADV,тиигхд,siloi
727,danach::ADV,тегәд,sid'
728,vorher::ADV,урд,ende
729,zuerst::ADV,түрүләд,ezmäi
730,einmal::ADV,нег дәкҗ,kerdan
731,manchmal::ADV,зәрмдән,erašti
732,oft::ADV,хара биш,paksus
733,oft::ADV,хатяр биш,paksus
734,oft::ADV,дару-дарунь,paksus
735,immer::ADV,оньдинд,kaiken
736,niemals::ADV,кезә чмгн биш,ei nikonz
737,hier::ADV,энд,täs
738,hier::ADV,энд,tägä
739,hier::ADV,энүнд,täs
740,hier::ADV,энүнд,tägä
741,hierhin::ADV,нааран,tänna
742,von hier::ADV,эндәс,täspäi
743,von hier::ADV,эндәс,sid'päi
744,dort::ADV,тенд,sigä
745,dorthin::ADV,тиигән,sinna
746,dorthin::ADV,тиигән,nakkale
747,geradeaus::ADV,шуд,kohtha
748,vorwärts::ADV,уралан,edehe
749,rückwärts::ADV,гедргән,sel'gin
750,zurück::ADV,хәрү,tagaze
751,unten::ADV,дор,alahan
752,hinab::ADV,дор,alaz
753,hinab::ADV,дор,alahaks
754,hinab::ADV,доракшан,alaz
755,hinab::ADV,доракшан,alahaks
756,oben::ADV,деер,ülähän
757,hinauf::ADV,өөдән,ülez
758,hinauf::ADV,өөдән,ülähäks
759,hinauf::ADV,деер,ülez
760,hinauf::ADV,деер,ülähäks
761,überall::ADV,альд болв чигн,kaikjal
762,nicht::ADV,эс,ei
763,nicht::ADV,биш,ei
764,nicht::ADV,бичә,ei
765,ein wenig::ADV,баахн,vähän
766,ein wenig::ADV,баахнар,vähän
767,kaum::ADV,әрә,habi
768,sehr::ADV,йир,lujas
769,so::ADV,иигҗ,muga
770,so::ADV,иигҗ,ninga
771,noch::ADV,ода чигн,völ
772,nur::ADV,һанцхн,järg
773,nur::ADV,һанцхн,vaiše
774,schon::ADV,одх,jo
775,wieder::ADV,бас,möst
776,vergebens::ADV,киидән,uhtei
777,vor::PRP,урд,edes
778,hinter::PRP,ца,taga
779,unter::PRP,дор,al
780,durch::PRP,ивт,läbi
781,durch::PRP,ивт,kal't
782,durch::PRP,дундаһур,läbi
783,durch::PRP,дундаһур,kal't
784,neben::PRP,хаҗуд,rindal
785,zwischen::PRP,хоорнд,keskes
786,wegen::PRP,көлтә,tagut
787,wegen::PRP,деерәс,tagut
788,dies::PRN,эн,nece
789,das::PRN,тер,se
