,Concept_ID,en,hy
801,tauen::V,thaw,լկիլ
802,schmelzen::V,melt,հալիլ
803,trocknen::V,dry,չորանալ
804,sieden::V,boil,եռալ
805,faulen::V,rot,փտել
806,verfaulen::V,decay,նեխել
807,reißen::V,snap,պատռվել
808,reißen::V,snap,ճղվել
809,versinken::V,sink,սուզվել
810,vergehen::V,pass,անցնել 
811,erscheinen::V,appear,հայտնվել
812,erscheinen::V,appear,երեւալ
813,verschwinden::V,disappear,անհետանալ
814,sinken::V,drop,ընկնել
815,abnehmen::V,decrease,փոքրանալ
816,zunehmen::V,increase,մեծանալ
817,steigen::V,rise,բարձրանալ
818,wachsen::V,grow,աճել
819,glänzen::V,shine,նշուլել
820,glänzen::V,shine,փայլիլ
821,funkeln::V,sparkle,փայլատակել
822,lärmen::V,be noisy,աղմուկ հանել
823,läuten::V,chime,զնգալ
824,klingeln::V,ring,զնգալ
825,klirren::V,tinkle,զնգզնգալ
826,brausen::V,roar,մոլեգնել
827,rauschen::V,rustle,սոսափել
828,klingen::V,sound,հնչել
829,bellen::V,bark,հաչել
830,heulen::V,howl,ոռնալ 
831,blasen::V,blow,փչել 
832,pfeifen::V,whistle,սուլել
833,schreien::V,shout,գոռալ 
834,stöhnen::V,groan,տնքալ
835,zittern::V,tremble,դողալ
836,leben::V,be alive,ապրել
837,geboren werden::V,be born,ծնվել
838,atmen::V,breathe,շնչել
839,trinken::V,drink,խմել
840,essen::V,eat,ուտել
841,schlucken::V,swallow,կլանել
842,schlucken::V,swallow,կուլ տալ
843,müde werden::V,get tired,հոգնել
844,einschlafen::V,fall asleep,քուն մտնել
845,schlafen::V,sleep,քնել
846,aufwachen::V,wake up,արթննալ
847,aufstehen::V,get up,ելլել
848,sich erholen::V,relax,հանգստանալ
849,krank werden::V,fall ill,հիւանդանալ
850,krank sein::V,be ill,հիվանդ լինել
851,schmerzen::V,ache,ցավել
852,husten::V,cough,հազալ
853,genesen::V,recover,ապաքինվել
854,sterben::V,die,մեռնել
855,sterben::V,die,վախճանվել
856,umkommen::V,perish,կործանվել
857,sich bewegen::V,move,ընթանալ
858,sich rühren::V,budge,շարժվել
859,sich erheben::V,stand up,կանգնել
860,sich erheben::V,stand up,վեր կենալ
861,sich setzen::V,sit down,նստել
862,hinfallen::V,tumble,ընկնել
863,laufen::V,walk,քայլել
864,schreiten::V,pace,ճեմել
865,spazierengehen::V,go for a walk,շրջագայել
866,eilen::V,rush,շտապել
867,sich beeilen::V,hurry,շտապել 
868,sausen::V,dash,սլանալ
869,rennen::V,run,վազել
870,springen::V,jump,ցատկել
871,klettern::V,climb,մագլցել
872,schaukeln::V,seesaw,ճոճվել
873,schaukeln::V,seesaw,օրորվել
874,kriechen::V,creep,սողալ
875,schwimmen::V,swim,լողալ
876,tauchen::V,dive,սուզվել
877,rudern::V,row,թիավարել
878,fahren::V,drive,ընթանալ
879,fliegen::V,fly,թռչել
880,gehen::V,go,գնալ
881,weggehen::V,go away,հեռանալ
882,abfahren::V,depart,ճանապարհվել
883,anhalten::V,stop,կանգնել
884,hineingehen::V,go in,մտնել
885,eintreten::V,enter,մտնել
886,kommen::V,come,գալ
887,ankommen::V,arrive,ժամանել
888,zurückkommen::V,come back,վերադառնալ
889,bleiben::V,stay,մնալ
890,warten::V,wait,սպասել
891,erwarten::V,wait for,սպասել
892,suchen::V,seek,որոնել
893,suchen::V,look for,որոնել
894,finden::V,find,գտնել
895,versuchen::V,try,փորձել
896,vorbereiten::V,prepare,պատրաստել
897,lieben::V,love,սիրել
898,mögen::V,like,հավանել
899,mögen::V,like,սիրել
900,lachen::V,laugh,ծիծաղել
901,rühren::V,move,հուզել
902,weinen::V,weep,լալ
903,schimpfen::V,grumble,տրտնջալ
904,schimpfen::V,grumble,քրթմնջել
905,sich ärgern::V,be annoyed,զայրանալ
906,sich fürchten::V,be afraid,վախնալ
907,fürchten::V,be afraid of,վախենալ
908,fliehen::V,flee,փախչել
909,flüchten::V,escape,փախչել
910,sehen::V,see,տեսնել
911,anschauen::V,look at,դիտել
912,ansehen::V,watch,նայել
913,hören::V,hear,լսել
914,zuhören::V,listen,ունկնդրել
915,probieren::V,taste,համը տեսել
916,riechen::V,smell,հոտ առնել
917,fühlen::V,feel,զգալ
918,scheinen::V,seem,երեւալ
919,zu sehen sein::V,show,երեւալ
920,vernehmen::V,hear,իմանալ 
921,frieren::V,be cold,մրսել
922,tun::V,do,անել
923,können::V,can,կարողանալ
924,wollen::V,want,ուզել
925,wollen::V,want,ցանկանալ
926,anfangen::V,start,սկսել
927,beenden::V,finish,վերջացնել
928,aufhören::V,stop,դադարել
929,gelingen::V,succeed,հաջողվել
930,gelingen::V,succeed,գլուխ գալ
931,geraten::V,turn out,ստացվել
932,öffnen::V,open,բաց անել
933,schließen::V,close,փակել 
934,stellen::V,put,դնել
935,setzen::V,place,նստեցնել
936,legen::V,lay,դնել
937,berühren::V,touch,դիպչել
938,berühren::V,touch,շոշափել
939,verbinden::V,connect,շաղկապել
940,bedecken::V,cover,ծածկել
941,aufhängen::V,hang up,կախել
942,anzünden::V,light,վառել
943,aufheben::V,pick up,վերցնել
944,zurücklassen::V,leave,թողնել
945,verlieren::V,lose,կորցնել
946,fallen lassen::V,drop,գցել
947,machen::V,make,անել
948,herstellen::V,produce,արտադրել
949,bauen::V,build,կառուցել
950,reparieren::V,mend,նորոգել
951,verbessern::V,improve,բարելավել
952,ändern::V,alter,փոխել
953,graben::V,dig,փորել
954,beugen::V,bow,ծռել
955,biegen::V,bend,թեքել
956,drehen::V,spin,ոլորել
957,wenden::V,turn,պտտել
958,umdrehen::V,turn around,շրջել
959,heben::V,raise,բարձրացնել
960,hochheben::V,lift,բարձրացնել
961,ergreifen::V,seize,վարակվել
962,halten::V,hold,բռնել
963,drücken::V,press,ճնշել
964,schieben::V,push,հրել
965,kratzen::V,scrape,քերել
966,lecken::V,lick,լիզել
967,beißen::V,bite,կծել
968,abreißen::V,tear off,պոկել
969,abschneiden::V,cut off,կտրել 
970,binden::V,tie,կապել
971,stecken::V,stick,խրել
972,brechen::V,break,կոտրել 
973,klopfen::V,knock,թակել
974,hauen::V,hit,ծեծել
975,kleben::V,glue,կպցնել
976,reiben::V,rub,շփել
977,streichen::V,spread,վրան քսել
978,schleifen::V,grind,սրել 
979,schneiden::V,cut,կտրել
980,rütteln::V,jolt,ցնցել
981,schütteln::V,shake,թափահարել
982,schwenken::V,swing,ճոճել
983,schütten::V,pour,լցնել
984,füllen::V,fill,լիքը լցնել
985,einwickeln::V,wrap,փաթաթել
986,tragen::V,carry,կրել
987,tragen::V,carry,տանել
988,schleppen::V,drag,քաշել
989,ziehen::V,pull,ձգել
990,ziehen::V,pull,քաշել
991,aufbewahren::V,keep,պահել 
992,werfen::V,throw,նետել
993,fangen::V,catch,
994,packen::V,grab,հափշտակել
995,verstecken::V,hide,ծածկել
996,teilen::V,divide,բաժանել
997,schicken::V,send,ուղարկել
998,bringen::V,bring,բերել
999,hinzufügen::V,add,ավելացնել
1000,bekommen::V,get,հայթայթել
1001,erhalten::V,receive,ստանալ
1002,nehmen::V,take,վերցնել
1003,wählen::V,choose,ընտրել
1004,auswählen::V,select,գերադասել
1005,bewahren::V,preserve,պահպանել
1006,behindern::V,hinder,խոչընդոտել
1007,verderben::V,spoil,փչացնել
1008,beschädigen::V,damage,վնասել
1009,zerbrechen::V,break,ջարդել
1010,zerbrechen::V,break,կոտրել
1011,zerreißen::V,tear,պատռել
1012,zerstören::V,destroy,քանդել
1013,verbrennen::V,burn,այրել
1014,geben::V,give,տալ
1015,reichen::V,hand,հանձնել
1016,schenken::V,give,նվիրել
1017,versprechen::V,promise,խոստանալ
1018,wünschen::V,wish,մաղթել
1019,loben::V,praise,գովել
1020,küssen::V,kiss,համբուրել
1021,wiegen::V,rock,օրորել
1022,zudecken::V,cover,վրան գցել
1023,wecken::V,wake,զարթնեցնել
1024,zeigen::V,show,ցույց տալ
1025,führen::V,guide,ուղեկցել
1026,lehren::V,teach,սովորեցնել
1027,unterrichten::V,instruct,ավանդել
1028,aufziehen::V,bring up,դաստիարակել
1029,leiten::V,lead,ղեկավարել
1030,leiten::V,lead,կառավարել
1031,antreiben::V,urge,շտապեցնել
1032,lassen::V,let,ստիպել
1033,einladen::V,invite,հրավիրել
1034,vereinigen::V,unite,միացնել
1035,besuchen::V,visit,այցելել
1036,treffen::V,meet,հանդիպել
1037,sich versammeln::V,assemble,հավաքվել
1038,spielen::V,play,խաղալ
1039,singen::V,sing,երգել
1040,tanzen::V,dance,պարել
1041,sich trennen::V,separate,ցրվել
1042,verlassen::V,leave,լքել
1043,retten::V,rescue,փրկել
1044,bewachen::V,guard,պահել
1045,schützen::V,protect,պաշտպանել
1046,verteidigen::V,defend,պաշտպանել
1047,sich schlagen::V,brawl,կռվել
1048,schießen::V,shoot,կրակել
1049,siegen::V,win,հաղթել
1050,ärgern::V,annoy,ձանձրացնել
1051,schlagen::V,beat,խփել
1052,treten::V,kick,քացի տալ
1053,stechen::V,sting,խայթել
1054,stoßen::V,shove,մղել
1055,stehlen::V,steal,գողանալ
1056,stören::V,disturb,խանգարել
1057,belästigen::V,bother,անհանգստացնել
1058,verbergen::V,conceal,թաքցնել
1059,täuschen::V,deceive,խաբել
1060,betrügen::V,cheat,խաբել
1061,töten::V,kill,սպանել 
1062,wohnen::V,dwell,բնակվել
1063,arbeiten::V,work,աշխատել
1064,sammeln::V,gather,հավաքել
1065,pflücken::V,pick,քաղել
1066,jagen::V,hunt,որս անել
1067,fischen::V,fish,ձուկ բռնել
1068,fassen::V,catch,բռնել
1069,hüten::V,herd,արածեցնել
1070,treiben::V,drive,հովուել
1071,anbinden::V,tie up,չուանել
1072,füttern::V,feed,կերակրել
1073,melken::V,milk,կթել
1074,hacken::V,chop,կոտորել
1075,gießen::V,water,ջրել
1076,reifen::V,ripen,հասունանալ 
1077,zubereiten::V,cook,պատրաստել
1078,kochen::V,boil,եփել
1079,backen::V,bake,թխել
1080,braten::V,fry,տապակել
1081,umrühren::V,stir,խառնել
1082,stricken::V,knit,գործել
1083,nähen::V,sew,կարել
1084,färben::V,dye,ներկել
1085,reinigen::V,clean,մաքրել
1086,waschen::V,wash,լվանալ
1087,abwischen::V,wipe,սրբել
1088,spülen::V,rinse,ողողել
1089,spülen::V,rinse,պարզաջրել
1090,fegen::V,sweep,ավլել
1091,kehren::V,sweep,ավլել
1092,baden::V,bath,լողանալ
1093,sich waschen::V,wash,լվացվել
1094,ausziehen::V,take off,հանել
1095,anziehen::V,put on,հագնել
1096,sich anziehen::V,get dressed,հագնվել
1097,kämmen::V,comb,սանրել
1098,schmücken::V,decorate,զարդարել
1099,sagen::V,say,ասել
1100,sprechen::V,speak,խոսել
1101,reden::V,talk,զրուցել
1102,sich unterhalten::V,chat,խոսակցել
1103,fragen::V,ask,հարցնել
1104,bitten::V,request,խնդրել
1105,erzählen::V,tell,պատմել
1106,mitteilen::V,convey,հաղորդել
1107,nennen::V,name,անվանել
1108,rufen::V,call,կանչել
1109,prahlen::V,brag,պարծենալ
1110,übersetzen::V,translate,թարգմանել
1111,denken::V,think,մտածել
1112,glauben::V,believe,հավատալ
1113,bemerken::V,notice,նկատել
1114,erkennen::V,recognize,ճանաչել
1115,begreifen::V,grasp,հասկանալ
1116,verstehen::V,understand,ըմբռնել
1117,lernen::V,learn,սովորել
1118,wissen::V,know,իմանալ
1119,sich erinnern an::V,remember,հիշել
1120,sich erinnern an::V,remember,մտաբերել
1121,vergessen::V,forget,մոռանալ
1122,messen::V,measure,չափել
1123,zählen::V,count,թվել
1124,zählen::V,count,հաշվել
1125,rechnen::V,calculate,հաշվել
1126,rechnen::V,calculate,հաշվարկել
1127,lesen::V,read,կարդալ
1128,malen::V,paint,նկարել
1129,zeichnen::V,draw,գծել
1130,schreiben::V,write,գրել
1131,besitzen::V,own,ունենալ
1132,besitzen::V,own,տեր լինել
1133,kaufen::V,buy,գնել
1134,verkaufen::V,sell,վաճառել
1135,bezahlen::V,pay for,վճարել
1136,zahlen::V,pay,վճարել
1137,beherrschen::V,rule,ղեկավարել
1138,ertragen::V,endure,դիմանալ
