,Concept_ID,sv,la
858,erscheinen::V,synas,apparere
859,erscheinen::V,visa sig,apparere
860,verschwinden::V,försvinna,discedere
861,sinken::V,sjunka,labi
862,abnehmen::V,avta,deminui
863,abnehmen::V,minskas,deminui
864,zunehmen::V,tilltaga,augeri
865,steigen::V,stiga,augescere
866,wachsen::V,växa,crescere
867,glänzen::V,glimma,splendere
868,funkeln::V,tindra,micare
869,funkeln::V,gnistra,micare
870,lärmen::V,bråka,strepere
871,lärmen::V,väsnas,strepere
872,läuten::V,ringa,sonare
873,klingeln::V,ringa,tinnire
874,klirren::V,klirra,crepare
875,brausen::V,brusa,saevire
876,rauschen::V,susa,crepare
877,klingen::V,låta,sonare
878,klingen::V,klinga,sonare
879,bellen::V,skälla,latrare
880,heulen::V,yla,ululare
881,heulen::V,tjuta,ululare
882,blasen::V,blåsa,flare
883,pfeifen::V,vissla,sibilare
884,schreien::V,skrika,clamare
885,stöhnen::V,stöna,gemere
886,zittern::V,darra,tremere
887,zittern::V,darra,trepidare
888,zittern::V,skälva,tremere
889,zittern::V,skälva,trepidare
890,leben::V,leva,vivere
891,geboren werden::V,födas,nasci
892,atmen::V,andas,spirare
893,trinken::V,dricka,bibere
894,essen::V,äta,edere
895,schlucken::V,svälja,devorare
896,müde werden::V,tröttna,fatigari
897,einschlafen::V,somna,obdormiscere
898,schlafen::V,sova,dormire
899,aufwachen::V,vakna,expergisci
900,aufstehen::V,stiga upp,exsurgere
901,sich erholen::V,repa sig,se reficere
902,sich erholen::V,hämta sig,se reficere
903,krank werden::V,insjukna,aegrescere
904,krank sein::V,vara sjuk,aegrotare
905,schmerzen::V,smärta,dolere
906,schmerzen::V,göra ont,dolere
907,husten::V,hosta,tussire
908,genesen::V,tillfriskna,convalescere
909,sterben::V,dö,mori
910,umkommen::V,omkomma,perire
911,sich bewegen::V,röra sig,se movere
912,sich rühren::V,röra på sig,micare
913,sich erheben::V,resa sig,surgere
914,sich setzen::V,sätta sig,considere
915,hinfallen::V,falla omkull,cadere
916,laufen::V,löpa,vadere
917,schreiten::V,skrida,gradi
918,spazierengehen::V,promenera,ambulare
919,eilen::V,ila,properare
920,sich beeilen::V,skynda sig,festinare
921,sausen::V,susa,currere
922,rennen::V,löpa,currere
923,rennen::V,springa,currere
924,springen::V,hoppa,salire
925,klettern::V,klättra,niti
926,schaukeln::V,gunga,oscillare
927,kriechen::V,kräla,repere
928,kriechen::V,kräla,serpere
929,schwimmen::V,simma,nare
930,schwimmen::V,simma,natare
931,tauchen::V,dyka,mergere
932,rudern::V,ro,remigare
933,fahren::V,köra,vehi
934,fliegen::V,flyga,volare
935,gehen::V,gå,ire
936,gehen::V,gå,vadere
937,weggehen::V,gå bort,abire
938,weggehen::V,gå bort,discedere
939,abfahren::V,resa,proficisci
940,abfahren::V,avresa,proficisci
941,anhalten::V,stanna,consistere
942,hineingehen::V,gå in,inire
943,hineingehen::V,gå in,ingredi
944,eintreten::V,träda in,intrare
945,kommen::V,komma,venire
946,ankommen::V,ankomma,advenire
947,zurückkommen::V,återkomma,revenire
948,bleiben::V,bli,manere
949,bleiben::V,förbli,manere
950,warten::V,vänta,opperiri
951,erwarten::V,vänta,opperiri
952,erwarten::V,vänta,expectare
953,suchen::V,leta,quaerere
954,finden::V,finna,reperire
955,versuchen::V,försöka,conari
956,versuchen::V,försöka,temptare
957,vorbereiten::V,förbereda,parare
958,lieben::V,älska,amare
959,mögen::V,tycka om,amare
960,lachen::V,skratta,ridere
961,rühren::V,röra,commovere
962,weinen::V,gråta,flere
963,schimpfen::V,skälla,increpare
964,sich ärgern::V,förargas,indignari
965,sich fürchten::V,vara rädd,vereri
966,fürchten::V,frukta,timere
967,fliehen::V,fly,fugere
968,fliehen::V,rymma,fugere
969,flüchten::V,fly,effugere
970,sehen::V,se,videre
971,anschauen::V,se på,aspectare
972,anschauen::V,betrakta,aspectare
973,ansehen::V,åse,spectare
974,hören::V,höra,audire
975,zuhören::V,höra på,auscultare
976,zuhören::V,lyssna till,auscultare
977,probieren::V,smaka,gustare
978,probieren::V,smaka på,gustare
979,riechen::V,lukta,olfacere
980,fühlen::V,känna,sentire
981,scheinen::V,verka,videri
982,scheinen::V,tyckas,videri
983,zu sehen sein::V,synas,conspici
984,zu sehen sein::V,kunna ses,conspici
985,vernehmen::V,få veta,comperire
986,vernehmen::V,förnimma,comperire
987,frieren::V,frysa,algere
988,tun::V,göra,facere
989,können::V,kunna,posse
990,wollen::V,vilja,velle
991,anfangen::V,börja,incipere
992,beenden::V,avsluta,finire
993,aufhören::V,sluta,desistere
994,aufhören::V,upphöra,desistere
995,gelingen::V,lyckas,contingere
996,geraten::V,bli,evenire
997,öffnen::V,öppna,aperire
998,schließen::V,låsa,claudere
999,schließen::V,stänga,claudere
1000,stellen::V,ställa,sistere
1001,setzen::V,sätta,ponere
1002,legen::V,lägga,ponere
1003,berühren::V,beröra,tangere
1004,verbinden::V,förbinda,iungere
1005,bedecken::V,täcka,tegere
1006,bedecken::V,täcka,operire
1007,bedecken::V,betäcka,tegere
1008,bedecken::V,betäcka,operire
1009,aufhängen::V,hänga,suspendere
1010,aufhängen::V,hänga upp,suspendere
1011,anzünden::V,tända,accendere
1012,anzünden::V,tända,inflammare
1013,anzünden::V,antända,accendere
1014,anzünden::V,antända,inflammare
1015,anzünden::V,tända på,accendere
1016,anzünden::V,tända på,inflammare
1017,aufheben::V,lyfta,tollere
1018,zurücklassen::V,lämna,relinquere
1019,zurücklassen::V,efterlämna,relinquere
1020,verlieren::V,mista,perdere
1021,verlieren::V,mista,amittere
1022,verlieren::V,förlora,perdere
1023,verlieren::V,förlora,amittere
1024,fallen lassen::V,tappa,dimittere
1025,fallen lassen::V,släppa,dimittere
1026,machen::V,göra,facere
1027,herstellen::V,tillverka,fabricare
1028,herstellen::V,framställa,fabricare
1029,bauen::V,bygga,construere
1030,reparieren::V,reparera,reparare
1031,verbessern::V,rätta,emendare
1032,verbessern::V,förbättra,emendare
1033,ändern::V,ändra,mutare
1034,ändern::V,förändra,mutare
1035,graben::V,gräva,fodere
1036,beugen::V,böja,flectere
1037,biegen::V,böja,curvare
1038,biegen::V,kröka,curvare
1039,drehen::V,vrida,torquere
1040,wenden::V,vända,vertere
1041,umdrehen::V,vrida om,convertere
1042,heben::V,häva,tollere
1043,hochheben::V,lyfta,levare
1044,ergreifen::V,gripa,capessere
1045,halten::V,hålla,tenere
1046,drücken::V,trycka,premere
1047,schieben::V,skjuta,promovere
1048,kratzen::V,riva,radere
1049,kratzen::V,skrapa,radere
1050,lecken::V,slicka,lambere
1051,beißen::V,bita,mordere
1052,abreißen::V,slita_av,avellere
1053,abreißen::V,riva_av,avellere
1054,abschneiden::V,skära av,desecare
1055,binden::V,binda,ligare
1056,stecken::V,sticka,inserere
1057,brechen::V,bryta,rumpere
1058,brechen::V,brista,rumpere
1059,klopfen::V,banka,pultare
1060,klopfen::V,klappa,pultare
1061,hauen::V,hugga,ferire
1062,kleben::V,klistra,agglutinare
1063,reiben::V,gnida,terere
1064,streichen::V,smörja,oblinere
1065,schleifen::V,slipa,acuere
1066,schneiden::V,skära,secare
1067,schneiden::V,klippa,secare
1068,rütteln::V,skaka,quassare
1069,schütteln::V,rista,quatere
1070,schwenken::V,svänga,ventilare
1071,schütten::V,hälla,fundere
1072,füllen::V,fylla,complere
1073,einwickeln::V,slå in,involvere
1074,einwickeln::V,veckla in,involvere
1075,tragen::V,bära,ferre
1076,tragen::V,bära,portare
1077,schleppen::V,släpa,pertrahere
1078,ziehen::V,dra,trahere
1079,aufbewahren::V,förvara,asservare
1080,aufbewahren::V,ta vara på,asservare
1081,werfen::V,kasta,iacere
1082,fangen::V,fånga,capere
1083,packen::V,gripa,capessere
1084,packen::V,gripa tag,capessere
1085,verstecken::V,gömma,abdere
1086,teilen::V,dela,partiri
1087,teilen::V,dela,dividere
1088,schicken::V,skicka,mittere
1089,bringen::V,bringa,apportare
1090,hinzufügen::V,tillägga,addere
1091,bekommen::V,få,adipisci
1092,bekommen::V,erhålla,adipisci
1093,erhalten::V,få,accipere
1094,erhalten::V,erhålla,accipere
1095,nehmen::V,ta,sumere
1096,nehmen::V,taga,sumere
1097,wählen::V,välja,eligere
1098,auswählen::V,utvälja,deligere
1099,bewahren::V,bevara,conservare
1100,behindern::V,hindra,impedire
1101,behindern::V,förhindra,impedire
1102,verderben::V,förstöra,corrumpere
1103,beschädigen::V,skada,laedere
1104,zerbrechen::V,bryta isär,rumpere
1105,zerbrechen::V,bryta isär,frangere
1106,zerbrechen::V,bryta sönder,rumpere
1107,zerbrechen::V,bryta sönder,frangere
1108,zerreißen::V,riva sönder,discindere
1109,zerreißen::V,slita sönder,discindere
1110,zerstören::V,förstöra,delere
1111,verbrennen::V,bränna,urere
1112,verbrennen::V,bränna,cremare
1113,verbrennen::V,bränna upp,urere
1114,verbrennen::V,bränna upp,cremare
1115,geben::V,ge,dare
1116,reichen::V,räcka,praebere
1117,schenken::V,skänka,donare
1118,schenken::V,skänka,largiri
1119,versprechen::V,lova,polliceri
1120,versprechen::V,lova,promittere
1121,wünschen::V,önska,
1122,loben::V,lova,laudare
1123,loben::V,beröma,laudare
1124,küssen::V,pussa,osculari
1125,wiegen::V,vagga,
1126,zudecken::V,täcka,tegere
1127,wecken::V,väcka,excitare
1128,zeigen::V,visa,monstrare
1129,führen::V,föra,ducere
1130,lehren::V,lära,docere
1131,unterrichten::V,undervisa,instituere
1132,aufziehen::V,uppfostra,nutrire
1133,leiten::V,leda,ducere
1134,antreiben::V,driva på,incitare
1135,lassen::V,få att,iubere
1136,einladen::V,bjuda,invitare
1137,einladen::V,inbjuda,invitare
1138,vereinigen::V,förena,coniungere
1139,besuchen::V,besöka,visere
1140,treffen::V,möta,convenire
1141,treffen::V,träffa,convenire
1142,sich versammeln::V,församla sig,convenire
1143,spielen::V,leka,ludere
1144,spielen::V,spela,ludere
1145,singen::V,sjunga,cantare
1146,tanzen::V,dansa,saltare
1147,sich trennen::V,skiljas,digredi
1148,sich trennen::V,skiljas,discedere
1149,verlassen::V,lämna,deserere
1150,verlassen::V,lämna,relinquere
1151,verlassen::V,överge,deserere
1152,verlassen::V,överge,relinquere
1153,retten::V,rädda,servare
1154,bewachen::V,bevaka,custodire
1155,schützen::V,skydda,tueri
1156,schützen::V,skydda,tutari
1157,schützen::V,beskydda,tueri
1158,schützen::V,beskydda,tutari
1159,verteidigen::V,försvara,defendere
1160,sich schlagen::V,slåss,luctari
1161,schießen::V,skjuta,iaculari
1162,siegen::V,segra,vincere
1163,ärgern::V,förarga,irritare
1164,schlagen::V,slå,ferire
1165,treten::V,sparka,calcare
1166,stechen::V,sticka,pungere
1167,stoßen::V,stöta,tundere
1168,stehlen::V,stjäla,furari
1169,stören::V,störa,turbare
1170,belästigen::V,genera,obtundere
1171,belästigen::V,besvära,obtundere
1172,verbergen::V,dölja,celare
1173,verbergen::V,dölja,occultare
1174,täuschen::V,vilseleda,fallere
1175,betrügen::V,bedra,fraudare
1176,töten::V,döda,necare
1177,töten::V,döda,caedere
1178,wohnen::V,bo,habitare
1179,arbeiten::V,arbeta,laborare
1180,sammeln::V,samla,colligere
1181,pflücken::V,plocka,carpere
1182,jagen::V,jaga,venari
1183,fischen::V,fiska,piscari
1184,fassen::V,fånga,capere
1185,hüten::V,vakta,custodire
1186,treiben::V,driva,agere
1187,anbinden::V,binda fast,alligare
1188,füttern::V,fodra,nutrire
1189,melken::V,mjölka,mulgere
1190,hacken::V,hacka,findere
1191,gießen::V,hälla,rigare
1192,gießen::V,vattna,rigare
1193,reifen::V,mogna,maturescere
1194,zubereiten::V,tillaga,apparare
1195,zubereiten::V,tillreda,apparare
1196,kochen::V,koka,coquere
1197,backen::V,baka,coquere
1198,braten::V,steka,torrere
1199,umrühren::V,röra om,commovere
1200,stricken::V,sticka,texere
1201,nähen::V,sy,suere
1202,färben::V,färga,tingere
1203,reinigen::V,rensa,purgare
1204,reinigen::V,rengöra,purgare
1205,waschen::V,tvätta,lavare
1206,abwischen::V,torka av,abstergere
1207,spülen::V,spola,perluere
1208,spülen::V,skölja,perluere
1209,fegen::V,feja,verrere
1210,kehren::V,sopa,purgare
1211,baden::V,bada,lavari
1212,sich waschen::V,tvätta sig,lavari
1213,ausziehen::V,ta av,exuere
1214,anziehen::V,ta på,induere
1215,sich anziehen::V,klä på sig,vestiri
1216,kämmen::V,kamma,pectere
1217,schmücken::V,pynta,ornare
1218,schmücken::V,pynta,decorare
1219,schmücken::V,smycka,ornare
1220,schmücken::V,smycka,decorare
1221,sagen::V,säga,dicere
1222,sprechen::V,tala,fari
1223,reden::V,tala,loqui
1224,reden::V,prata,loqui
1225,sich unterhalten::V,prata,colloqui
1226,sich unterhalten::V,prata,disputare
1227,fragen::V,fråga,rogare
1228,fragen::V,fråga,quaerere
1229,fragen::V,spörja,rogare
1230,fragen::V,spörja,quaerere
1231,bitten::V,be,orare
1232,bitten::V,be,rogare
1233,erzählen::V,berätta,narrare
1234,mitteilen::V,meddela,communicare
1235,nennen::V,kalla,appellare
1236,rufen::V,ropa,vocare
1237,prahlen::V,pråla,gloriari
1238,prahlen::V,skryta,gloriari
1239,übersetzen::V,tolka,vertere
1240,übersetzen::V,översätta,vertere
1241,denken::V,tänka,cogitare
1242,glauben::V,tro,credere
1243,bemerken::V,uppmärksamma,animadvertere
1244,bemerken::V,lägga märke till,animadvertere
1245,erkennen::V,känna igen,cognoscere
1246,begreifen::V,begripa,comprehendere
1247,verstehen::V,förstå,intellegere
1248,lernen::V,lära sig,discere
1249,wissen::V,veta,scire
1250,sich erinnern an::V,minnas,meminisse
1251,sich erinnern an::V,komma ihåg,meminisse
1252,vergessen::V,glömma,oblivisci
1253,messen::V,mäta,metiri
1254,zählen::V,räkna,numerare
1255,rechnen::V,räkna,reri
1256,rechnen::V,räkna,calculare
1257,lesen::V,läsa,legere
1258,malen::V,måla,pingere
1259,zeichnen::V,teckna,scribere
1260,schreiben::V,skriva,scribere
1261,besitzen::V,äga,possidere
1262,besitzen::V,besitta,possidere
1263,kaufen::V,köpa,emere
1264,verkaufen::V,sälja,vendere
1265,bezahlen::V,betala,pendere
1266,zahlen::V,betala,solvere
1267,beherrschen::V,behärska,regere
1268,beherrschen::V,behärska,imperare
1269,ertragen::V,tåla,tolerare
1270,ertragen::V,tåla,sustinere
1271,ertragen::V,uthärda,tolerare
1272,ertragen::V,uthärda,sustinere
