,Concept_ID,es,sah
117,Abhang::N,declive,эниэ
118,Quelle::N,fuente,дьүүктэ
119,Quelle::N,manantial,дьүүктэ
120,Bach::N,arroyo,үрүйэ
121,Fluss::N,río,өрүс
122,Ufer::N,orilla,биэрэк
123,Küste::N,costa,кытыл
124,Festland::N,tierra firme,кураанах сир
125,Meer::N,mar,муора
126,Bucht::N,cala,хомо
127,Bucht::N,cala,бухта
128,Bucht::N,bahía,хомо
129,Bucht::N,bahía,бухта
130,Insel::N,isla,арыы
131,Blume::N,flor,сибэкки
132,Gras::N,hierba,от
133,Wurzel::N,raíz,силис
134,Baum::N,árbol,мас
135,Stamm::N,tronco,умнас
136,Rinde::N,corteza,хатырык
137,Ast::N,rama,мутук
138,Zweig::N,ramo,лабаа
139,Blatt::N,hoja,сэбирдэх
140,Birke::N,abedul,хатыҥ
141,Kiefer[Baum]::N,pino,бэс
142,Weide[Baum]::N,sauce,үөт
143,Weide[Baum]::N,sauce,талах
144,Tanne::N,abeto,харыйа
145,Horn::N,asta,муос
146,Horn::N,cuerno,муос
147,Feder::N,pluma,куорсун
148,Fell::N,piel,тирии
149,Flügel::N,ala,кынат
150,Klaue::N,garra,тыҥырах
151,Kralle::N,uña,баппаҕай
152,Kralle::N,garra,баппаҕай
153,Schwanz::N,cola,кутурук
154,Ei::N,huevo,сымыыт
155,Nest::N,nido,уйа
156,Bau::N,madriguera,хороон
157,Tier::N,animal,кыыл
158,Tier::N,animal,харамай
159,Herde::N,rebaño,үөр
160,Kuh::N,vaca,ынах
161,Bulle::N,toro,оҕус
162,Pferd::N,caballo,сылгы
163,Schaf::N,oveja,овца
164,Schwein::N,cerdo,сибиинньэ
165,Hund::N,perro,ыт
166,Katze::N,gato,куоска
167,Bär::N,oso,эһэ
168,Eichhörnchen::N,ardilla,тииҥ
169,Elch::N,alce,тайах
170,Fuchs::N,zorro,саһыл
171,Hase::N,liebre,куобах
172,Maus::N,ratón,кутуйах
173,Wolf::N,lobo,бөрө
174,Vogel::N,ave,көтөр
175,Vogel::N,pájaro,көтөр
176,Schwarm::N,bandada,бөлөх
177,Huhn::N,gallina,куурусса
178,Hahn::N,gallo,бөтүүк
179,Gans::N,oca,хаас
180,Gans::N,ganso,хаас
181,Adler::N,águila,хотой
182,Ente::N,pato,кус
183,Eule::N,lechuza,мэкчиргэ
184,Kranich::N,grulla,туруйа
185,Krähe::N,corneja,тураах
186,Kuckuck::N,cuco,кэҕэ
187,Schwan::N,cisne,куба
188,Fisch::N,pez,балык
189,Barsch::N,perca,алыһар
190,Hecht::N,lucio,сордон
191,Schlange[Tier]::N,serpiente,моҕой
192,Schlange[Tier]::N,serpiente,эриэн үөн
193,Wurm::N,gusano,үөн
194,Spinne::N,araña,ооҕуй
195,Ameise::N,hormiga,кымырдаҕас
196,Laus::N,piojo,быт
197,Mücke::N,mosquito,кумаар
198,Fliege::N,mosca,сахсырҕа
199,Schmetterling::N,mariposa,лыах
200,Schmetterling::N,mariposa,үрүмэччи
201,Beere::N,baya,отон
202,Apfel::N,manzana,яблоко
203,Pilz::N,seta,тэллэй
204,Pilz::N,hongo,тэллэй
205,Zwiebel::N,cebolla,луук
206,Saat::N,siembra,сиэмэ
207,Korn::N,grano,сиэмэ
208,Heu::N,heno,от
209,Schale::N,cáscara,хах
210,Grube::N,foso,дьаама
211,Falle::N,trampa,сохсо
212,Schlinge::N,lazo,уктаа
213,Spur::N,huella,суол
214,Asche::N,ceniza,күл
215,Dreck::N,suciedad,бадараан
216,Eisen::N,hierro,тимир
217,Gold::N,oro,көмүс
218,Gold::N,oro,кыһыл көмүс
219,Silber::N,plata,көмүс
220,Silber::N,plata,үрүҥ көмүс
221,Kohle::N,carbón,чох
222,Glas::N,vidrio,өстүөкүлэ
223,Glas::N,cristal,өстүөкүлэ
224,Lehm::N,barro,туой
225,Sand::N,arena,кумах
226,Mensch::N,hombre,киһи
227,Mensch::N,ser humano,киһи
228,Mann::N,hombre,эр
229,Frau::N,mujer,дьахтар
230,Kind::N,niño,оҕо
231,Junge::N,chico,уол
232,Junge::N,muchacho,уол
233,Mädchen::N,chica,кыыс оҕо
234,Mädchen::N,muchacha,кыыс оҕо
235,Familie::N,familia,кэргэн
236,Großvater::N,abuelo,эһэ
237,Großmutter::N,abuela,эбэ
238,Eltern::N,padres,аҕа-ийэ
239,Vater::N,padre,аҕа
240,Mutter::N,madre,ийэ
241,Sohn::N,hijo,уол
242,Tochter::N,hija,кыыс
243,Bruder::N,hermano,убай
244,Bruder::N,hermano,быраат
245,Schwester::N,hermana,аҕас
246,Schwester::N,hermana,балыс
247,Onkel::N,tío,таай
248,Onkel::N,tío,абаҕа
249,Tante::N,tía,эдьиий
250,Ehemann::N,esposo,эр
251,Ehefrau::N,esposa,ойох
252,Freude::N,placer,үөрүү
253,Freude::N,alegría,үөрүү
254,Gelächter::N,risa,күлүү
255,Gelächter::N,carcajada,күлүү
256,Glück::N,felicidad,дьол
257,Glück::N,felicidad,соргу
258,Kummer::N,pena,кутурҕан
259,Wunsch::N,deseo,баҕарыы
260,Lust::N,ganas,баҕа
261,Geist::N,mente,тыын
262,Geist::N,espíritu,тыын
263,Gedanke::N,idea,санаа
264,Gedanke::N,pensamiento,санаа
265,Gedächtnis::N,memoria,өй
266,Verstand::N,razón,өй
267,Verstand::N,entendimiento,өй
268,Sinn::N,sentido,суолта
269,Sinn::N,significado,суолта
270,Grund::N,causa,төрүөт
271,Wahrheit::N,verdad,кырдьык
272,Gespräch::N,conversación,бэсиэдэ
273,Gespräch::N,conversación,кэпсэтии
274,Märchen::N,cuento,остуоруйа
275,Erzählung::N,cuento,кэпсээн
276,Erzählung::N,narración,кэпсээн
277,Nachricht::N,mensaje,биллэриллии
278,Neuigkeit::N,noticia,сонун
279,Name::N,nombre,аат
280,Rätsel::N,acertijo,таабырын
281,Rätsel::N,adivinanza,таабырын
282,Rede::N,discurso,этии
283,Sprache::N,lengua,тыл
284,Stimme::N,voz,куолас
285,Wort::N,palabra,тыл
286,Zeichen::N,señal,бэлиэ
287,Ruf::N,llamada,ыҥырыы
288,Lärm::N,ruido,айдаан
289,Lärm::N,barullo,айдаан
290,Laut::N,sonido,тыас
291,Ton::N,tono,дорҕоон
292,Lied::N,canción,ырыа
293,Ruhe::N,calma,уу чуумпу
294,Ruhe::N,silencio,уу чуумпу
295,Leute::N,gente,дьон
296,Volk::N,pueblo,дьон
297,Volk::N,pueblo,норуот
298,Arbeit::N,trabajo,үлэ
299,Gast::N,huésped,ыалдьыт
300,Gast::N,invitado,ыалдьыт
301,Geschenk::N,regalo,бэлэх
302,Spiel::N,juego,оонньуу
303,Gesellschaft::N,compañía,общество
304,Hilfe::N,ayuda,көмө
305,Hilfe::N,socorro,көмө
306,Freund::N,amigo,доҕор
307,Kamerad::N,camarada,атас
308,Kamerad::N,compañero,атас
309,Angelegenheit::N,asunto,дьыала
310,Anzahl::N,cantidad,ахсаан
311,Art::N,tipo,биис
312,Art::N,clase,биис
313,Stück::N,pieza,кырбас
314,Teil::N,parte,ирээт
315,Hälfte::N,mitad,аҥар
316,Kreis::N,círculo,төгүрүк
317,Kreis::N,círculo,төгүрүмтэ
318,Kreuz::N,cruz,кириэс
319,Linie::N,línea,сурааһын
320,Strich::N,raya,сурааһын
321,Strich::N,trazo,сурааһын
322,Abstand::N,distancia,арыт
323,Entfernung::N,distancia,ыраах
324,Gegend::N,región,сир
325,Gegend::N,comarca,сир
326,Platz::N,espacio,арыт
327,Ort::N,sitio,сир
328,Seite::N,lado,өрүт
329,Seite::N,lado,сирэй
330,Seite::N,costado,өрүт
331,Seite::N,costado,сирэй
332,Mitte::N,medio,орто
333,Mitte::N,centro,орто
334,Gegenstand::N,objeto,предмет
335,Sache::N,cosa,мал
336,Rand::N,borde,кытыы
337,Rand::N,borde,ойоҕос
338,Kante::N,borde,кырыы
339,Ecke::N,esquina,муннук
340,Spitze::N,punta,чыпчаал
341,Ende::N,cabo,төбө
342,Ende::N,extremo,төбө
343,Loch::N,agujero,тэһэҕэс
344,Loch::N,agujero,дьөлөҕөс
345,Loch::N,abertura,тэһэҕэс
346,Loch::N,abertura,дьөлөҕөс
347,Winkel::N,ángulo,муннук
348,Muster::N,dibujo,оһуор
349,Größe::N,tamaño,кээмэй
350,Länge::N,longitud,уста
351,Höhe::N,altura,үрдүк
352,Höhe::N,altitud,үрдүк
353,Gewicht::N,peso,ыйааһын
354,Menge::N,cantidad,ахсаан
355,Haufen::N,montón,чөмчөх
356,Reihe::N,fila,кэккэ
357,Boot::N,bote,оҥочо
358,Boot::N,barca,оҥочо
359,Ruder::N,remo,эрдии
360,Schlitten::N,trineo,сыарҕа
361,Ski::N,esquí,хайыһар
362,Lagerfeuer::N,hoguera,кутаа
363,Last::N,carga,ыарахан
364,Gang::N,marcha,хаамыы
365,Schritt::N,paso,хардыы
366,Norden::N,norte,хоту
367,Süden::N,sur,соҕуруу
368,Westen::N,oeste,арҕаа
369,Osten::N,este,илин
370,Holz::N,madera,мас
371,Brett::N,tabla,дуоска
372,Brett::N,tabla,хаптаһын
373,Platte::N,placa,билиитэ
374,Platte::N,plancha,билиитэ
375,Stütze::N,sostén,тулааһын
376,Stütze::N,soporte,тулааһын
377,Stange::N,vara,ураҕас
378,Stange::N,percha,ураҕас
379,Stock::N,palo,мас
380,Stock::N,palo,баалкы
381,Stock::N,bastón,мас
382,Stock::N,bastón,баалкы
383,Stab::N,vara,ураҕас
384,Stab::N,bastón,ураҕас
385,Rohr::N,tubo,турба
386,Haus::N,casa,дьиэ
387,Heim::N,hogar,дьиэ
388,Ofen::N,estufa,оһох
389,Fußboden::N,suelo,муоста
390,Tisch::N,mesa,остуол
391,Stuhl::N,silla,устуул
392,Wiege::N,cuna,биһик
393,Bett::N,cama,кырабаат
394,Regal::N,estantería,долбуур
395,Kiste::N,caja,дьааһык
396,Fenster::N,ventana,түннүк
397,Tür::N,puerta,аан
398,Tor::N,puerta,аан
399,Zaun::N,valla,соппулуот
400,Zaun::N,cercado,соппулуот
401,Dach::N,techo,кырыыса
402,Dach::N,tejado,кырыыса
403,Leiter::N,escalera,кирилиэс
404,Besen::N,escoba,миинньик
405,Spaten::N,pala,күрдьэх
406,Schaufel::N,pala,күрдьэх
407,Schaufel::N,paleta,күрдьэх
408,Gabel::N,tenedor,биилкэ
409,Löffel::N,cuchara,луоска
410,Messer::N,cuchillo,быһах
411,Nagel::N,clavo,тоһоҕо
412,Netz::N,red,илим
413,Haken::N,gancho,көхө
414,Haken::N,corchete,көхө
415,Griff::N,asa,ук
416,Griff::N,asa,тутаах
417,Griff::N,mango,ук
418,Griff::N,mango,тутаах
419,Schloss::N,cerradura,күлүүс
420,Bild::N,imagen,хартыына
421,Figur::N,figura,фигура
422,Puppe::N,muñeca,куукула
423,Beutel::N,bolsa,мөһөөччук
424,Bündel::N,haz,баайыы
425,Tasche::N,bolso,суумка
426,Eimer::N,cubo,биэдэрэ
427,Deckel::N,tapa,хаппах
428,Deckel::N,tapadera,хаппах
429,Geschirr::N,vajilla,иһит
430,Sack::N,saco,куул
431,Tasse::N,taza,сэлиэнэй
432,Topf::N,olla,көстүрүүҥкэ
433,Topf::N,marmita,көстүрүүҥкэ
434,Kessel::N,caldera,хочуол
435,Essen::N,comida,аһылык
436,Nahrung::N,alimento,ас
437,Speise::N,plato,аһылык
438,Fleisch::N,carne,эт
439,Getreide::N,cereales,злактар
440,Brei::N,puré,хааһы
441,Brei::N,papilla,хааһы
442,Brot::N,pan,килиэп
443,Scheibe::N,lonja,куһуок
444,Scheibe::N,rebanada,куһуок
445,Fett::N,grasa,сыа
446,Butter::N,mantequilla,арыы
447,Öl::N,aceite,арыы
448,Salz::N,sal,туус
449,Suppe::N,sopa,мин
450,Honig::N,miel,мүөт
451,Milch::N,leche,үүт
452,Tee::N,té,чэй
453,Leder::N,cuero,тирии
454,Wolle::N,lana,түү
455,Stoff::N,tela,таҥас
456,Stoff::N,tejido,таҥас
457,Nadel::N,aguja,иннэ
458,Faden::N,hilo,сап
459,Knopf::N,botón,тимэх
460,Knoten::N,nudo,түмүк
461,Farbe::N,pintura,кырааска
462,Kleidung::N,ropa,таҥас
463,Kleidung::N,vestidos,таҥас
464,Hemd::N,camisa,ырбаахы
465,Kragen::N,cuello,саҕа
466,Ärmel::N,manga,сиэх
467,Hose::N,pantalón,ыстаан
468,Hose::N,pantalón,бүрүүкэ
469,Gürtel::N,cinturón,кур
470,Mütze::N,gorro,бэргэһэ
471,Schuh::N,zapato,бачыыҥка
472,Stiefel::N,bota,саппыкы
473,Ring::N,anillo,биһилэх
474,Band::N,cinta,лиэнтэ
475,Kamm::N,peine,тараах
476,Spiegel::N,espejo,сиэркилэ
477,Riemen::N,correa,кур
478,Schnur::N,cuerda,быа
479,Leine::N,correa,тэһиин
480,Decke::N,manta,суорҕан
481,Kissen::N,almohada,сыттык
482,Tuch::N,pañuelo,былаат
483,Handtuch::N,toalla,соттор
484,Kraft::N,fuerza,сыра
485,Stärke::N,fuerza,күүс
486,Gesundheit::N,salud,доруобуйа
487,Krankheit::N,enfermedad,ыарыы
488,Schmerz::N,dolor,ыарыы
489,Wunde::N,llaga,баас
490,Wunde::N,herida,баас
491,Fieber::N,fiebre,түрүлгэн
492,Fieber::N,fiebre,лихорадка
493,Fieber::N,fiebre,температура
494,Arznei::N,medicina,эмп
495,Arznei::N,medicamento,эмп
496,Brücke::N,puente,күргэ
497,Brunnen::N,pozo,холуодьас
498,Weide::N,pasto,мэччирэҥ
499,Pfad::N,sendero,ыллык
500,Weg::N,camino,суол
501,Straße::N,vía,суол
502,Straße::N,carretera,суол
503,Dorf::N,aldea,дэриэбинэ
504,Dorf::N,pueblo,дэриэбинэ
505,Stadt::N,ciudad,куорат
506,Brief::N,carta,сурук
507,Buch::N,libro,кинигэ
508,Buchstabe::N,letra,буква
509,Buchstabe::N,carácter,буква
510,Zeitung::N,diario,хаһыат
511,Zeitung::N,periódico,хаһыат
512,Leben::N,vida,тыын
513,Tod::N,muerte,өлүү
514,Grab::N,tumba,иин
515,Grab::N,sepulcro,иин
516,Kirche::N,iglesia,таҥара дьиэтэ
517,Sünde::N,pecado,айыы
518,Gott::N,dios,тангара
519,Arbeiter::N,obrero,үлэһит
520,Arbeiter::N,trabajador,үлэһит
521,Chef::N,jefe,баһылык
522,Chef::N,jefe,начальник
523,Meister::N,maestro,уус
524,Meister::N,maestro,маастар
525,Arzt::N,médico,врач
526,Lehrer::N,profesor,учуутал
527,Geld::N,dinero,харчы
528,Geschäft::N,negocio,идэ
529,Laden::N,tienda,маҕаһыын
530,Preis::N,precio,сыана
531,Ware::N,mercancía,табаар
532,Nutzen::N,provecho,туһа
533,Reichtum::N,riqueza,баай
534,Welt::N,mundo,аан дойду
535,Land::N,país,дойду
536,Staat::N,Estado,государство
537,König::N,rey,король
538,Macht::N,poder,былаас
539,Macht::N,potencia,былаас
540,Grenze::N,frontera,кыраныысса
541,Krieg::N,guerra,сэрии
542,Feind::N,enemigo,өстөөх
543,Gewalt::N,violencia,күүһүлээһин
544,Kampf::N,lucha,охсуһуу
545,Kampf::N,combate,охсуһуу
546,Bogen[Waffe]::N,arco,ох
547,Pfeil::N,flecha,ох
548,Gewehr::N,fusil,саа
549,Gewehr::N,escopeta,саа
550,Fehler::N,error,сыыһа
551,Lüge::N,mentira,сымыйа
552,Schaden::N,daño,хоромньу
553,Unglück::N,desgracia,алдьархай
554,Schuld::N,culpa,буруй
555,Alter::N,edad,саас
556,Schluss::N,fin,тиһэх
557,Schluss::N,final,тиһэх
558,Zeit::N,tiempo,бириэмэ
559,Tag::N,día,күн
560,Morgen::N,mañana,сарсыарда
561,Mittag::N,mediodía,күн ортото
562,Abend::N,noche,киэһэ
563,Nacht::N,noche,түүн
564,Woche::N,semana,нэдиэлэ
565,Monat::N,mes,ый
566,Jahr::N,año,сыл
567,Jahr::N,año,дьыл
568,Frühling::N,primavera,саас
569,Sommer::N,verano,сайын
570,Herbst::N,otoño,күһүн
571,Winter::N,invierno,кыһын
572,Januar::N,enero,тохсунньу
573,Februar::N,febrero,олунньу
574,März::N,marzo,кулун тутар
575,April::N,abril,муус устар ый
576,Mai::N,mayo,ыам ыйа
577,Juni::N,junio,бэс ыйа
578,Juli::N,julio,от ыйа
579,August::N,agosto,атырдьах ыйа
580,September::N,septiembre,балаҕан ыйа
581,Oktober::N,octubre,алтынньы
582,November::N,noviembre,сэтинньи
583,Dezember::N,diciembre,ахсынньы
584,Montag::N,lunes,бэнидиэнньик
585,Dienstag::N,martes,оптуорунньук
586,Mittwoch::N,miércoles,сэрэдэ
587,Donnerstag::N,jueves,чэппиэр
588,Freitag::N,viernes,бээтинсэ
589,Samstag::N,sábado,субуота
590,Sonntag::N,domingo,баскыһыанньа
591,groß::A,grande,бөдөҥ
592,groß::A,grande,улахан
593,klein::A,pequeño,кыр
594,lang::A,largo,уһун
595,kurz::A,corto,кылгас
596,breit::A,ancho,кэтит
597,schmal::A,estrecho,кыараҕас
598,dicht::A,denso,хойуу
599,dick[Gegenstand]::A,grueso,суон
600,dick[Gegenstand]::A,grueso,хойуу
601,dünn::A,fino,чараас
602,dünn::A,delgado,чараас
603,fein::A,fino,бытархай
604,fein::A,fino,синньигес
605,fein::A,delicado,бытархай
606,fein::A,delicado,синньигес
607,fest::A,firme,бөҕө
608,fest::A,firme,кытаанах
609,fest::A,sólido,бөҕө
610,fest::A,sólido,кытаанах
611,flach::A,plano,хаптаҕай
612,glatt::A,liso,кылааккай
613,hart::A,duro,хатан
614,hart::A,duro,кытаанах
615,weich::A,muelle,сымнаҕас
616,rund::A,redondo,төгүрүк
617,spitz::A,agudo,сытыы
618,spitz::A,agudo,уһуктаах
619,spitz::A,apuntado,сытыы
620,spitz::A,apuntado,уһуктаах
621,scharf::A,agudo,сытыы
622,scharf::A,afilado,сытыы
623,stumpf::A,sin filo,сыппах
624,schwer::A,pesado,ыарахан
625,schön::A,bello,кыраһыабай
626,schön::A,hermoso,кыраһыабай
627,heiß::A,caluroso,итии
628,warm::A,cálido,ичигэс
629,warm::A,caliente,ичигэс
630,kalt::A,frío,тымныы
631,kühl::A,fresco,сөрүүн
632,frisch::A,fresco,ыраас
633,frisch::A,fresco,сөрүүн
634,frisch::A,fresco,тымныы
635,feucht::A,húmedo,сииктээх
636,nass::A,mojado,инчэҕэй
637,trocken::A,seco,кураан
638,voll::A,lleno,толору
639,leer::A,vacío,иччитэх
640,offen::A,abierto,аһаҕас
641,geschlossen::A,cerrado,бүтэй
642,sauber::A,limpio,сэбэр
643,schmutzig::A,sucio,кирдээх
644,roh::A,crudo,сиикэй
645,reif::A,maduro,буспут
646,reif::A,maduro,сиппит-хоппут
647,lecker::A,rico,минньигэс
648,lecker::A,sabroso,минньигэс
649,süß::A,dulce,минньигэс
650,bitter::A,amargo,аһыы
651,sauer::A,agrio,аһыы
652,hell::A,claro,сырдык
653,dunkel::A,oscuro,хараҥа
654,schwarz::A,negro,хара
655,weiß::A,blanco,үрүҥ
656,weiß::A,blanco,маҥан
657,rot::A,rojo,кыһыл
658,gelb::A,amarillo,саһархай
659,blau::A,azul,күөх
660,grün::A,verde,күөх
661,grün::A,verde,от күөҕэ
662,grau::A,gris,сиэрэй
663,bunt::A,multicolor,эриэн
664,billig::A,barato,чэпчэки
665,teuer::A,caro,сыаналаах
666,wertvoll::A,valioso,сыаналаах
667,wertvoll::A,precioso,сыаналаах
668,blind::A,ciego,хараҕа суох
669,taub::A,sordo,дьүлэй
670,kräftig::A,fuerte,модун
671,stark::A,fuerte,күүстээх
672,stark::A,vigoroso,күүстээх
673,schwach::A,débil,мөлтөх
674,fett::A,obeso,эмис
675,schlank::A,esbelto,дьылҕан
676,schlank::A,esbelto,дьыпсаҕай
677,hübsch::A,mono,олус кэрэ
678,hübsch::A,mono,көрүөхтэн үчүгэй
679,hübsch::A,guapo,олус кэрэ
680,hübsch::A,guapo,көрүөхтэн үчүгэй
681,böse::A,malo,өһүөннээх
682,dumm::A,tonto,акаары
683,dumm::A,estúpido,акаары
684,faul::A,vago,нэс
685,faul::A,perezoso,нэс
686,fleißig::A,aplicado,кыһамньылаах
687,fleißig::A,diligente,кыһамньылаах
688,geizig::A,avaro,иҥсэлээх
689,klug::A,sensato,өйдөөх
690,klug::A,inteligente,өйдөөх
691,geschickt::A,hábil,наһаа дьоҕурдаах
692,lieb::A,querido,тапталлаах
693,lustig::A,alegre,көрдөөх
694,sanft::A,suave,намчы
695,sanft::A,suave,сымнаҕас
696,hungrig::A,hambriento,аччык
697,krank::A,enfermo,ыалдьар
698,nackt::A,desnudo,сыгынньах
699,traurig::A,triste,санаарҕабыллаах
700,lebendig::A,vivo,тыыннаах
701,lebendig::A,viviente,тыыннаах
702,gut::A,bueno,үтүө
703,gut::A,bueno,үчүгэй
704,schlecht::A,malo,куһаҕан
705,richtig::A,justo,сөп
706,richtig::A,correcto,сөп
707,schlimm::A,malo,сидьиҥ
708,schlimm::A,malo,быдьар
709,schlimm::A,grave,сидьиҥ
710,schlimm::A,grave,быдьар
711,wahr::A,verídico,кырдьык
712,wahr::A,verdadero,кырдьык
713,alt::A,viejo,былыргы
714,neu::A,nuevo,саҥа
715,ehemalig::A,antiguo,урукку
716,alt[Lebewesen]::A,viejo,кырдьаҕас
717,jung::A,joven,эдэр
718,arm::A,pobre,дьадаҥы
719,reich::A,rico,баай
720,bekannt::A,conocido,билэр
721,berühmt::A,famoso,аатырбыт
722,berühmt::A,célebre,аатырбыт
723,fremd::A,extraño,атын
724,verschieden::A,diverso,араас
725,verschieden::A,distinto,араас
726,verschieden::A,diferente,араас
727,nah::A,cercano,чугас
728,fern::A,lejano,ыраах
729,linker::A,izquierdo,хаҥас
730,rechter::A,derecho,уҥа
731,anderer::A,otro,атын
732,erster::A,primero,маҥнайгы
733,zweiter::A,segundo,иккис
734,dritter::A,tercero,үһүс
735,letzter::A,último,тиһэх
736,allein::ADV,a solo,соҕотох
737,auf einmal::ADV,de una vez,биирдэ
738,zusammen::ADV,juntos,холбуу
739,lange::ADV,mucho tiempo,уһуннук
740,plötzlich::ADV,de repente,эмискэ
741,sofort::ADV,en seguida,тута
742,später::ADV,más tarde,хойут
743,jetzt::ADV,ahora,билигин
744,heute::ADV,hoy,бүгүн
745,morgen::ADV,mañana,сарсын
746,bald::ADV,pronto,өтөр
747,bald::ADV,en breve,өтөр
748,dann::ADV,luego,кэнна
749,dann::ADV,entonces,кэнна
750,gestern::ADV,ayer,бэҕэһээ
751,einst::ADV,antaño,биир төгүл
752,einst::ADV,antaño,арай биирдэ
753,damals::ADV,entonces,оччоҕо
754,danach::ADV,después,аары
755,danach::ADV,después,ол кэнниттэн
756,vorher::ADV,antes,урут
757,zuerst::ADV,primero,маҥнай
758,einmal::ADV,una vez,биирдэ
759,manchmal::ADV,a veces,арыт
760,oft::ADV,a menudo,чаастатык
761,oft::ADV,con frecuencia,чаастатык
762,immer::ADV,siempre,мэлдьи
763,niemals::ADV,jamás,хаһан да
764,hier::ADV,aquí,маныаха
765,hierhin::ADV,acá,бэттэх
766,von hier::ADV,desde aquí,мантан
767,dort::ADV,ahí,онно
768,dort::ADV,allí,онно
769,dorthin::ADV,allí,онно
770,dorthin::ADV,hacia allí,онно
771,geradeaus::ADV,todo derecho,быһа
772,geradeaus::ADV,todo derecho,быһаччы
773,vorwärts::ADV,adelante,инники
774,rückwärts::ADV,hacia atrás,төттөру
775,zurück::ADV,atrás,төттөрү
776,unten::ADV,abajo,аллара
777,hinab::ADV,hacia abajo,аллара
778,oben::ADV,arriba,үөһэ
