,Concept_ID,da,os
769,oben::ADV,oppe,уӕле
770,oben::ADV,ovenpå,уӕле
771,hinauf::ADV,op,уӕлӕмӕ
772,hinauf::ADV,opad,уӕлӕмӕ
773,überall::ADV,overalt,алыран
774,überall::ADV,overalt,алкæм
775,überall::ADV,overalt,кæмдæриддæр
776,nicht::ADV,ikke,нӕ
777,ein wenig::ADV,lidt,чысыл
778,kaum::ADV,knap,цъус
779,kaum::ADV,næppe,цъус
780,sehr::ADV,meget,тынг
781,sehr::ADV,meget,иттӕг
782,so::ADV,så,афтӕ
783,noch::ADV,endnu,ма
784,nur::ADV,kun,канд
785,nur::ADV,kun,ӕрмӕст
786,nur::ADV,bare,канд
787,nur::ADV,bare,ӕрмӕст
788,schon::ADV,alt,нырид
789,schon::ADV,allerede,нырид
790,wieder::ADV,igen,ногӕй
791,vergebens::ADV,forgæves,дзæгъæлы
792,vergebens::ADV,forgæves,уæгъды
793,vergebens::ADV,forgæves,æнæхъуаджы
794,vor::PRP,foran,разы
795,vor::PRP,uden for,разы
796,hinter::PRP,bag,фӕстӕ
797,hinter::PRP,bagved,фӕстӕ
798,unter::PRP,under,бын
799,durch::PRP,gennem,æхсæнты
800,durch::PRP,igennem,æхсæнты
801,neben::PRP,ved siden af,цур
802,zwischen::PRP,mellem,астӕу
803,wegen::PRP,på grund af,тыххай
804,dies::PRN,dette,ай
805,das::PRN,det,уый
806,alles::PRN,alt,алцы
807,alles::PRN,alt,æппæтдæр
808,alles::PRN,alt,иууылдӕр
809,ich::PRN,jeg,æз
810,du::PRN,du,ды
811,er::PRN,han,уый
812,wir::PRN,vi,мах
813,ihr::PRN,I,сымах
814,sie::PRN,de,уыдон
815,was::FPRN,hvad,цы
816,wer::FPRN,hvem,чи
817,wo::FADV,hvor,кӕм
818,wohin::FADV,hvorhen,кӕдӕм
819,wie::FADV,hvordan,куыд
820,warum::FADV,hvorfor,цӕмӕн
821,wieviel::FNUM,hvor meget,цал
822,eins::NUM,én,иу
823,zwei::NUM,to,дыууӕ
824,drei::NUM,tre,ӕртӕ
825,vier::NUM,fire,цыппар
826,fünf::NUM,fem,фондз
827,sechs::NUM,seks,ӕхсӕз
828,sieben::NUM,syv,авд
829,acht::NUM,otte,аст
830,neun::NUM,ni,фараст
831,zehn::NUM,ti,дӕс
832,elf::NUM,elleve,иуæндæс
833,zwölf::NUM,tolv,дыууадæс
834,zwanzig::NUM,tyve,дыууын
835,dreißig::NUM,tredive,æртын
836,dreißig::NUM,tredive,дæсæмæссæдз
837,vierzig::NUM,fyrre,цыппор
838,vierzig::NUM,fyrre,цыппур
839,vierzig::NUM,fyrre,дыууиссæдзы
840,vierzig::NUM,fyrretyve,цыппор
841,vierzig::NUM,fyrretyve,цыппур
842,vierzig::NUM,fyrretyve,дыууиссæдзы
843,fünfzig::NUM,halvtreds,фӕндзай
844,sechzig::NUM,tres,æхсай
845,sechzig::NUM,tres,æртиссæдзы
846,siebzig::NUM,halvfjerds,æвдай
847,siebzig::NUM,halvfjerds,дæс æмæ æртиссæдзы
848,achtzig::NUM,firs,цыппарыссæдзы
849,achtzig::NUM,firs,æстай
850,neunzig::NUM,halvfems,нæуæдз
851,neunzig::NUM,halvfems,дæс æмæ цыппарыссæдзы
852,hundert::NUM,hundrede,сӕдӕ
853,tausend::NUM,tusind,мин
854,und::CNJ,og,ӕмӕ
855,oder::CNJ,eller,кӕнӕ
856,stehen::V,stå,лӕууын
857,sitzen::V,sidde,бадын
858,liegen::V,ligge,хуыссын
859,hängen::V,hænge,ауыгъд уын
860,werden::V,blive,суӕвын
861,passieren::V,ske,æрцæуын
862,passieren::V,hænde,æрцæуын
863,beginnen::V,begynde,райдайын
864,enden::V,ende,фæуын
865,wechseln::V,veksle,ивын
866,aufgehen[Sonne]::V,gå op,скæсын
867,aufgehen[Sonne]::V,stå op,скæсын
868,untergehen[Sonne]::V,gå ned, аныгуылын
869,scheinen[Sonne]::V,skinne,рухс кӕнын
870,donnern::V,tordne,нæрын
871,wehen::V,blæse,дымын
872,strömen::V,strømme,кӕлын
873,fließen::V,flyde,цæуын
874,fließen::V,flyde,уайын
875,fließen::V,flyde,кæлын
876,sich drehen::V,dreje sig,зилын
877,schwanken::V,vakle,æнкъуысын
878,schwingen::V,svinge,æнкъуысын
879,schwingen::V,svinge,змæлын
880,fallen::V,falde,хауын
881,brennen::V,brænde,судзын
882,rauchen::V,ryge,фæздæг кæнын
883,regnen::V,regne,уарын
884,gefrieren::V,fryse,сӕлын
885,tauen::V,tø,стайын
886,schmelzen::V,smelte,тайын
887,trocknen::V,tørre,хус кæнын
888,sieden::V,koge,фыцын
889,faulen::V,rådne,ӕмбийын
890,verfaulen::V,rådne,бамбийын
891,reißen::V,briste,скъуийын
892,versinken::V,synke,дӕлдон_кӕнын
893,versinken::V,synke ned,дӕлдон_кӕнын
894,vergehen::V,forløbe,аивгъуийын
895,erscheinen::V,vise sig,разынын
896,verschwinden::V,forsvinde,фæтары уын
897,verschwinden::V,forsvinde,фæдæлдзæх уын
898,verschwinden::V,forsvinde,фесæфын
899,verschwinden::V,forsvinde,æрбайсæфын
900,sinken::V,synke,дæлæмæ æрхауын
901,abnehmen::V,aftage,фæкъаддæр уын
902,abnehmen::V,aftage,фæцух уын
903,zunehmen::V,tiltage,фæфылдæр уын
904,zunehmen::V,tiltage,сбирæ уын
905,zunehmen::V,tiltage,сахадын
906,steigen::V,stige,сыстын
907,wachsen::V,gro,рӕзын
908,wachsen::V,vokse,рӕзын
909,glänzen::V,glinse,ӕрттивын
910,funkeln::V,tindre,тыбар-тыбур_кӕнын
911,lärmen::V,larme,хъæлæба кæнын
912,läuten::V,ringe,цæгъдын
913,klingeln::V,ringe,цæгъдын
914,klirren::V,klirre,дзыгъал-мыгъул кæнын
915,klirren::V,klirre,дзæгъ-дзæгъ кæнын
916,brausen::V,bruse,абухын
917,rauschen::V,suse,
918,klingen::V,lyde,зæлын
919,klingen::V,lyde,азæлын
920,klingen::V,lyde,хъуысын
921,klingen::V,klinge,зæлын
922,klingen::V,klinge,азæлын
923,klingen::V,klinge,хъуысын
924,bellen::V,gø,рæйын
925,heulen::V,hyle,ниуын
926,blasen::V,blæse,фу кӕнын
927,pfeifen::V,fløjte,æхситт кæнын
928,pfeifen::V,fløjte,къуыззитт кæнын
929,schreien::V,skrige,хъӕр кӕнын
930,stöhnen::V,stønne,хъæрзын
931,stöhnen::V,stønne,дзыназын
932,zittern::V,dirre,ризын
933,zittern::V,skælve,ризын
934,leben::V,leve,цӕрын
935,geboren werden::V,fødes,райгуырын
936,atmen::V,ånde,улӕфын
937,trinken::V,drikke,нуазын
938,essen::V,spise,хӕрын
939,schlucken::V,synke,ныхъуырын
940,müde werden::V,blive træt,бафæллайын
941,müde werden::V,blive træt,бафæлмæцын
942,müde werden::V,blive træt,сфæлмæцын
943,einschlafen::V,falde i søvn,бафынæй уын
944,schlafen::V,sove,хуыссын
945,schlafen::V,sove,фынӕй кӕнын
946,aufwachen::V,vågne,райхъал уын
947,aufstehen::V,stå op,стын
948,sich erholen::V,komme sig,фæллад уадзын
949,sich erholen::V,komme sig,улæфын
950,krank werden::V,blive syg,фӕрынчын уын
951,krank sein::V,være syg,сӕйын
952,schmerzen::V,smerte,риссын
953,husten::V,hoste,хуыфын
954,genesen::V,komme sig,сдзæбæх уын
955,genesen::V,komme sig,рандидзын
956,genesen::V,komme sig,сæндидзын
957,sterben::V,dø,мӕлын
958,umkommen::V,omkomme,фесæфын
959,umkommen::V,omkomme,байсæфын
960,umkommen::V,omkomme,бабын уын
961,umkommen::V,omkomme,мард фæуын
962,sich bewegen::V,bevæge sig,тæлфын
963,sich bewegen::V,bevæge sig,цæуын
964,sich rühren::V,røre på sig,змӕлын
965,sich erheben::V,rejse sig,стын
966,sich setzen::V,sætte sig,сбадын
967,laufen::V,løbe,цӕуын
968,laufen::V,løbe,рацу-бацу_кӕнын
969,schreiten::V,skride,къахдзæф кæнын
970,schreiten::V,skride,санчъех кæнын
971,schreiten::V,skride,цæуын
972,spazierengehen::V,gå en tur,озер кæнын
973,spazierengehen::V,gå en tur,тезгъо кæнын
974,eilen::V,ile,тагъд кæнын
975,eilen::V,ile,тындзын
976,sich beeilen::V,skynde sig,тагъд кæнын
977,sich beeilen::V,skynde sig,тындзын
978,sausen::V,suse,уайын
979,sausen::V,suse,тæхын
980,rennen::V,løbe,згъорын
981,rennen::V,rende,згъорын
982,springen::V,hoppe,гæпп кæнын
983,springen::V,hoppe,сæррæтт кæнын
984,springen::V,hoppe,лиуырын
985,springen::V,springe,гæпп кæнын
986,springen::V,springe,сæррæтт кæнын
987,springen::V,springe,лиуырын
988,klettern::V,klatre,хилын
989,schaukeln::V,gynge,хецъро кæнын
990,schaukeln::V,gynge,херыйыл бадын
991,kriechen::V,krybe,бырын
992,schwimmen::V,svømme,ленк кӕнын
993,tauchen::V,dykke,ныгъуылын
994,rudern::V,ro,бæлæгъ тæрын
995,rudern::V,ro,чема тæрын
996,fahren::V,køre,цӕуын
997,fliegen::V,flyve,тӕхын
998,gehen::V,gå,цӕуын
999,weggehen::V,gå bort,ацӕуын
1000,abfahren::V,køre bort,араст уын
1001,anhalten::V,standse,æрлæууын
1002,hineingehen::V,gå ind,мидæмæ цæуын
1003,eintreten::V,træde ind,бацӕуын
1004,kommen::V,komme,æрцæуын
1005,ankommen::V,ankomme,æрцæуын
1006,zurückkommen::V,komme tilbage,раздæхын
1007,zurückkommen::V,komme tilbage,фæстæмæ_раздæхын
1008,zurückkommen::V,komme tilbage,æрбаздæхын
1009,zurückkommen::V,komme tilbage,аздæхын
1010,bleiben::V,blive,лӕууын
1011,bleiben::V,forblive,лӕууын
1012,warten::V,vente,ӕнхъӕлмӕ кӕсын
1013,erwarten::V,vente,ӕнхъӕлмӕ кӕсын
1014,erwarten::V,afvente,ӕнхъӕлмӕ кӕсын
1015,suchen::V,søge,агурын
1016,finden::V,finde,ссарын
1017,versuchen::V,forsøge,фӕлварын
1018,vorbereiten::V,forberede,бацаттæ кæнын
1019,vorbereiten::V,forberede,æрæввонг кæнын
1020,lieben::V,elske,уарзын
1021,mögen::V,holde af,зæрдæмæ цæуын
1022,mögen::V,kunne lide,зæрдæмæ цæуын
1023,lachen::V,le,худын
1024,rühren::V,røre,зæрдæ суынгæг кæнын
1025,weinen::V,græde,кӕуын
1026,schimpfen::V,skænde,æлгъитын
1027,sich ärgern::V,ærgre sig,мæсты кæнын
1028,sich fürchten::V,være bange,тæрсын
1029,fürchten::V,være bange for,тæрсын
1030,fliehen::V,flygte,лидзын
1031,flüchten::V,flygte,алидзын
1032,sehen::V,se,уынын
1033,anschauen::V,se på,акӕсын
1034,anschauen::V,betragte,акӕсын
1035,ansehen::V,anse,кӕсын
1036,hören::V,høre,хъусын
1037,zuhören::V,høre til,хъусын
1038,probieren::V,smage,уынын
1039,probieren::V,smage,аходын
1040,probieren::V,smage på,уынын
1041,probieren::V,smage på,аходын
1042,riechen::V,lugte,смудын
1043,fühlen::V,føle,ӕнкъарын
1044,scheinen::V,synes,зынын
1045,zu sehen sein::V,synes,зынын
1046,vernehmen::V,erfare,фехъусын
1047,frieren::V,fryse,сийын
1048,tun::V,gøre,кӕнын
1049,können::V,kunne,фӕразын
1050,wollen::V,ville,фӕндын
1051,anfangen::V,begynde,райдайын
1052,beenden::V,afslutte,фӕуын
1053,aufhören::V,ophøre,банцайын
1054,aufhören::V,ophøre,фенцайын
1055,aufhören::V,holde op,банцайын
1056,aufhören::V,holde op,фенцайын
1057,gelingen::V,lykkes,бантысын
1058,geraten::V,blive,разынын
1059,öffnen::V,åbne,гом кӕнын
1060,schließen::V,lukke,ӕхгӕнын
1061,stellen::V,stille,ӕвӕрын
1062,setzen::V,sætte,сбадын кӕнын
1063,legen::V,lægge,ӕрӕвӕрын
1064,berühren::V,berøre,агайын
1065,verbinden::V,forbinde,бӕттын
1066,bedecken::V,dække,ӕмбӕрзын
1067,bedecken::V,bedække,ӕмбӕрзын
1068,aufhängen::V,hænge,ауындзын
1069,aufhängen::V,hænge op,ауындзын
1070,anzünden::V,tænde,ссудзын
1071,anzünden::V,antænde,ссудзын
1072,aufheben::V,løfte,сисын
1073,aufheben::V,tage op,сисын
1074,zurücklassen::V,lade tilbage,ныууадзын
1075,verlieren::V,miste,фесафын
1076,fallen lassen::V,tabe,ӕрӕппарын
1077,fallen lassen::V,tabe,къухтӕй феуӕгъд кӕнын
1078,fallen lassen::V,droppe,ӕрӕппарын
1079,fallen lassen::V,droppe,къухтӕй феуӕгъд кӕнын
1080,machen::V,gøre,саразын
1081,herstellen::V,fremstille,сцæттæ кæнын
1082,herstellen::V,fremstille,саразын
1083,bauen::V,bygge,амайын
1084,reparieren::V,reparere,æмпъузын
1085,reparieren::V,reparere,цалцæг кæнын
1086,verbessern::V,rette,фæхуыздæр кæнын
1087,verbessern::V,forbedre,фæхуыздæр кæнын
1088,ändern::V,ændre,аивын
1089,graben::V,grave,къахын
1090,beugen::V,bøje,æркъæдз кæнын
1091,beugen::V,bøje,æртасын кæнын
1092,biegen::V,bøje,тасын кӕнын
1093,drehen::V,dreje,здухын
1094,wenden::V,vende,афæлдахын
1095,wenden::V,vende,рафæлдахын
1096,umdrehen::V,dreje om,афæлдахын
1097,heben::V,hæve,сдарын
1098,heben::V,hæve,схæцын
1099,hochheben::V,løfte,уæлæмæ хæцын
1100,ergreifen::V,gribe fat i,фӕлӕбурын
1101,halten::V,holde,дарын
1102,drücken::V,trykke,æлхъивын
1103,drücken::V,trykke,хæцын
1104,schieben::V,skyde,схойын
1105,schieben::V,skubbe,схойын
1106,kratzen::V,klø,хафын
1107,kratzen::V,kradse,хафын
1108,lecken::V,slikke,сдæрын
1109,beißen::V,bide,хæцын
1110,abreißen::V,rive af,ратонын
1111,abschneiden::V,skære af,ралыг кӕнын
1112,binden::V,binde,бабӕттын
1113,stecken::V,stikke,ныссадзын
1114,brechen::V,brække,асæттын
1115,brechen::V,brække,басæттын
1116,brechen::V,brække,ныссæттын
1117,klopfen::V,banke,хойын
1118,klopfen::V,banke,гуыпп-гуыпп кæнын
1119,klopfen::V,banke,къуырцц-къуырцц кæнын
1120,hauen::V,hugge,цӕвын
1121,hauen::V,hugge,нӕмын
1122,kleben::V,klistre,ныхасын
1123,kleben::V,klistre,æндадзын
1124,reiben::V,gnide,сӕрфын
1125,reiben::V,gnide,хафын
1126,streichen::V,smøre,байсæрдын
1127,streichen::V,smøre,сахорын
1128,schleifen::V,slibe,ссын
1129,schleifen::V,slibe,цыргъ кӕнын
1130,schneiden::V,skære,кӕрдын
1131,schneiden::V,klippe,кӕрдын
1132,rütteln::V,ruske,æнкъусын
1133,schütteln::V,ryste,уигъын
1134,schwenken::V,svinge,тилын
1135,schwenken::V,svinge,уигъын
1136,schütten::V,hælde,ныккӕнын
1137,füllen::V,fylde,байдзаг кæнын
1138,einwickeln::V,pakke ind,батухын
1139,tragen::V,bære,хӕссын
1140,schleppen::V,slæbe,ласын
1141,ziehen::V,trække,ласын
1142,aufbewahren::V,opbevare,æвæрын
1143,werfen::V,kaste,зыввытт кӕнын
1144,fangen::V,fange,ӕрцахсын
1145,packen::V,gribe,рацахсын
1146,verstecken::V,gemme,æмбæхсын
1147,verstecken::V,gemme,нымæхсын
1148,teilen::V,dele,уарын
1149,schicken::V,sende,ӕрвитын
1150,bringen::V,bringe,æрхæссын
1151,bringen::V,bringe,æрбахæссын
1152,hinzufügen::V,tilføje,ӕфтауын
1153,bekommen::V,få,ссарын
1154,bekommen::V,få,сфæрæз кæнын
1155,bekommen::V,få,самал кæнын
1156,erhalten::V,få,райсын
1157,nehmen::V,tage,райсын
1158,wählen::V,vælge,равзарын
1159,auswählen::V,udvælge,авзарын
1160,bewahren::V,bevare,бавæрын
1161,bewahren::V,bevare,нывæрын
1162,behindern::V,hindre,цæлхдур æвæрын
1163,behindern::V,hindre,ныхдур æвæрын
1164,behindern::V,hindre,къуылымпы кæнын
1165,behindern::V,hindre,хъыг дарын
1166,behindern::V,forhindre,цæлхдур æвæрын
1167,behindern::V,forhindre,ныхдур æвæрын
1168,behindern::V,forhindre,къуылымпы кæнын
1169,behindern::V,forhindre,хъыг дарын
1170,verderben::V,ødelægge,фесафын
1171,beschädigen::V,beskadige,халын
1172,zerbrechen::V,brække itu,асӕттын
1173,zerreißen::V,rive itu,аскъуынын
1174,zerstören::V,ødelægge,фехалын
1175,verbrennen::V,brænde,басудзын
1176,geben::V,give,дӕттын
1177,reichen::V,række,адæттын
1178,schenken::V,forære,лæвар кæнын
1179,versprechen::V,love,дзырд раттын
1180,versprechen::V,love,зӕрдӕ бавӕрын
1181,wünschen::V,ønske,зæрдæ зæгъы
1182,loben::V,rose,раппӕлын
1183,küssen::V,kysse,пъа кæнын
1184,küssen::V,kysse,ба кæнын
1185,wiegen::V,vugge,узын
1186,zudecken::V,dække til,бамбӕрзын
1187,wecken::V,vække,райхъал кӕнын
1188,zeigen::V,vise,амонын
1189,führen::V,føre,кӕнын
1190,führen::V,føre,фæкæнын
1191,lehren::V,lære,ахуыр кæнын
1192,unterrichten::V,undervise,ахуыр кæнын
1193,aufziehen::V,opdrage,хъомыл кӕнын
1194,leiten::V,lede,разамынд дӕттын
1195,antreiben::V,skynde på,тагъд кæнын
1196,antreiben::V,skynde på,рог кæнын
1197,lassen::V,få til at,кæнын
1198,einladen::V,indbyde,ӕрхонын
1199,einladen::V,indbyde,ӕрбахонын
1200,einladen::V,invitere,ӕрхонын
1201,einladen::V,invitere,ӕрбахонын
1202,vereinigen::V,forene,баиу кӕнын
1203,besuchen::V,besøge,абæрæг кæнын
1204,besuchen::V,besøge,бабæрæг кæнын
1205,besuchen::V,besøge,бауайын
1206,treffen::V,møde,фембæлын
1207,sich versammeln::V,forsamles,æрæмбырд уын
1208,spielen::V,lege,хъазын
1209,spielen::V,spille,хъазын
1210,singen::V,synge,зарын
1211,tanzen::V,danse,кафын
1212,sich trennen::V,skilles,фæйнæрдæм фæцæуын айхæлын
1213,verlassen::V,forlade,ныууадзын
1214,retten::V,redde,фервӕзын кӕнын
1215,bewachen::V,bevogte,хъахъхъӕнын
1216,schützen::V,skærme,хъахъхъӕнын
1217,schützen::V,beskytte,хъахъхъӕнын
1218,verteidigen::V,forsvare,бахизын
1219,sich schlagen::V,slås,хыл кæнын
1220,schießen::V,skyde,ӕхсын
1221,siegen::V,sejre,басӕттын
1222,siegen::V,sejre,фӕуӕлахиз уӕвын
1223,ärgern::V,ærgre,мӕсты кӕнын
1224,schlagen::V,slå,ныццæвын
1225,treten::V,sparke,
1226,stechen::V,stikke,фæрæхойын
1227,stoßen::V,støde,риуыгъын
1228,stehlen::V,stjæle,давын
1229,stören::V,forstyrre,хъыгдарын
1230,belästigen::V,genere,хъыгдарын
1231,belästigen::V,ulejlige,хъыгдарын
1232,verbergen::V,skjule,бамбӕхсын
1233,verbergen::V,skjule,басусӕг кӕнын
1234,täuschen::V,villede,фӕливын
1235,täuschen::V,villede,асайын
1236,betrügen::V,bedrage,асайын
1237,töten::V,dræbe,амарын
1238,wohnen::V,bo,цӕрын
1239,arbeiten::V,arbejde,кусын
1240,sammeln::V,samle,æртонын
1241,pflücken::V,plukke,тонын
1242,jagen::V,jage,цуан кæнын
1243,fischen::V,fiske,кæсаг ахсын æнгуырæй
1244,fischen::V,fiske,æнгуыр дарын
1245,fassen::V,fange,ӕрцахсын
1246,hüten::V,vogte,хизын
1247,treiben::V,drive,скъӕрын
1248,anbinden::V,binde fast,бабæттын
1249,anbinden::V,binde fast,æрбæттын
1250,füttern::V,fodre,холлаг дæттын
1251,füttern::V,fodre,холлаг æвæрын
1252,füttern::V,fodre,дарын
1253,melken::V,malke,дуцын
1254,hacken::V,hakke,кæрдын
1255,hacken::V,hakke,лыгтæ кæнын
1256,gießen::V,hælde,бакалын
1257,reifen::V,modne,срæгъæд уын
1258,reifen::V,modne,сцæттæ уын
1259,zubereiten::V,tilberede,сцӕттӕ кӕнын
1260,kochen::V,koge,фыцын
1261,backen::V,bage,фыцын
1262,braten::V,stege,цурын
1263,umrühren::V,røre om,ахæццæ кæнын
1264,umrühren::V,røre om,азмæнтын
1265,umrühren::V,røre om,астауын
1266,stricken::V,strikke,кæнын
1267,stricken::V,strikke,бийын
1268,nähen::V,sy,хуыйын
1269,färben::V,farve,ахорын
1270,reinigen::V,rense,ссыгъдæг кæнын
1271,reinigen::V,rense,ныссыгъдæг кæнын
1272,reinigen::V,rense,ныссæрфын
1273,reinigen::V,gøre ren,ссыгъдæг кæнын
1274,reinigen::V,gøre ren,ныссыгъдæг кæнын
1275,reinigen::V,gøre ren,ныссæрфын
1276,waschen::V,vaske,ӕхсын
1277,abwischen::V,tørre af,сӕрфын
1278,spülen::V,skylle,æнхъæвзын
1279,fegen::V,feje,мӕрзын
1280,kehren::V,feje,мӕрзын
1281,baden::V,bade,хи найын
1282,sich waschen::V,vaske sig,хи æхсын
1283,ausziehen::V,tage af,ласын
1284,anziehen::V,tage på,скæнын
1285,sich anziehen::V,klæde sig på,дзаума скæнын
1286,sich anziehen::V,klæde sig på,дарæс скæнын
1287,kämmen::V,rede,ныффасын
1288,kämmen::V,rede,æрфасын
1289,kämmen::V,frisere,ныффасын
1290,kämmen::V,frisere,æрфасын
1291,schmücken::V,pynte,фӕлындын
1292,schmücken::V,smykke,фӕлындын
1293,sagen::V,sige,зæгъын
1294,sprechen::V,snakke,дзурын
1295,reden::V,tale,ныхас кӕнын
1296,reden::V,snakke,ныхас кӕнын
1297,sich unterhalten::V,snakke sammen,ныхас кæнын
1298,fragen::V,spørge,фӕрсын
1299,bitten::V,bede,курын
1300,erzählen::V,berette,радзурын
1301,erzählen::V,berette,ратаурæгъ кæнын
1302,erzählen::V,fortælle,радзурын
1303,erzählen::V,fortælle,ратаурæгъ кæнын
1304,mitteilen::V,meddele,фехъусын кæнын
1305,nennen::V,nævne,хонын
1306,rufen::V,råbe,сидын
1307,prahlen::V,prale,ӕппӕлын
1308,übersetzen::V,oversætte,ратæлмац кæнын
1309,denken::V,tænke,ӕнхъӕлын
1310,denken::V,tænke,хъуыды кӕнын
1311,glauben::V,tro,уырнын
1312,bemerken::V,bemærke,фенын
1313,bemerken::V,lægge mærke til,фенын
1314,erkennen::V,genkende,базонын
1315,begreifen::V,begribe,ӕмбарын
1316,begreifen::V,begribe,бамбарын
1317,verstehen::V,forstå,
1318,lernen::V,lære,ахуыр кӕнын
1319,wissen::V,vide,зонын
1320,sich erinnern an::V,mindes,зæрдыл æрлæууын
1321,sich erinnern an::V,mindes,æрымысын
1322,sich erinnern an::V,mindes,æрбаймысын
1323,sich erinnern an::V,mindes,æрхъуыды кæнын
1324,sich erinnern an::V,huske på,зæрдыл æрлæууын
1325,sich erinnern an::V,huske på,æрымысын
1326,sich erinnern an::V,huske på,æрбаймысын
1327,sich erinnern an::V,huske på,æрхъуыды кæнын
1328,vergessen::V,glemme,ферох кæнын
1329,vergessen::V,glemme,айрох кæнын
1330,messen::V,måle,барын
1331,zählen::V,tælle,нымайын
1332,rechnen::V,regne,хынцын
1333,lesen::V,læse,кӕсын
1334,lesen::V,læse,фӕрсын
1335,malen::V,male,ныв кӕнын
1336,zeichnen::V,tegne,ныв кӕнын
1337,schreiben::V,skrive,фыссын
1338,besitzen::V,eje,хицау уын
1339,besitzen::V,besidde,хицау уын
1340,kaufen::V,købe,балхӕнын
1341,verkaufen::V,sælge,уӕй кӕнын
1342,bezahlen::V,betale,бафидын
1343,zahlen::V,betale,фидын
1344,beherrschen::V,beherske,æлдариуæг кæнын
1345,ertragen::V,tåle,бавзарын
1346,ertragen::V,udholde,бавзарын
1347,hinfallen::V,,ӕрхауын
