,Concept_ID,is,az
151,Ei::N,egg,yumurta
152,Nest::N,hreiður,yuva
153,Bau::N,greni,yuva
154,Bau::N,bæli,yuva
155,Tier::N,dýr,heyvan
156,Herde::N,hjörð,sürü
157,Kuh::N,kýr,inək
158,Bulle::N,boli,öküz
159,Pferd::N,hestur,at
160,Schaf::N,kind,qoyun
161,Schwein::N,svín,donuz
162,Hund::N,hundur,it
163,Hund::N,hundur,köpək
164,Katze::N,köttur,pişik
165,Bär::N,björn,ayı
166,Eichhörnchen::N,íkorni,dələ
167,Elch::N,elgur,sığın
168,Fuchs::N,refur,tülkü
169,Hase::N,héri,dovşan
170,Maus::N,mús,siçan
171,Wolf::N,úlfur,qurd
172,Vogel::N,fugl,quş
173,Schwarm::N,sægur,sürü
174,Huhn::N,hæna,toyuq
175,Hahn::N,hani,xoruz
176,Gans::N,gæs,qaz
177,Adler::N,örn,qartal
178,Adler::N,örn,qaraquş
179,Ente::N,önd,ördək
180,Eule::N,uggla,bayquş
181,Kranich::N,trana,durna
182,Krähe::N,kráka,qarğa
183,Kuckuck::N,gaukur,ququ
184,Schwan::N,svanur,qu quşu
185,Fisch::N,fiskur,balıq
186,Barsch::N,aborri,tar
187,Hecht::N,gedda,durnabalığı
188,Schlange[Tier]::N,naðra,ilan
189,Wurm::N,ormur,qurd
190,Spinne::N,kónguló,hörümçək
191,Ameise::N,maur,qarışqa
192,Laus::N,lús,bit
193,Mücke::N,mý,ağcaqanad
194,Mücke::N,mýfluga,ağcaqanad
195,Fliege::N,fluga,milçək
196,Schmetterling::N,fiðrildi,kəpənək
197,Beere::N,ber,gilə
198,Apfel::N,epli,alma
199,Pilz::N,sveppur,göbələk
200,Zwiebel::N,laukur,soğan
201,Saat::N,fræ,əkin
202,Saat::N,útsæði,əkin
203,Korn::N,korn,taxıl
204,Heu::N,hey,quru ot
205,Schale::N,hýði,qabıq
206,Grube::N,gryfja,çuxur
207,Falle::N,gildra,tələ
208,Falle::N,gildra,duzaq
209,Schlinge::N,snara,ilmək
210,Spur::N,spor,iz
211,Asche::N,aska,kül
212,Dreck::N,óþverri,kir
213,Eisen::N,járn,dəmir
214,Gold::N,gull,altun
215,Silber::N,silfur,gümüş
216,Kohle::N,kol,kömür
217,Glas::N,gler,şüşə
218,Lehm::N,leir,gil
219,Lehm::N,leir,palçıq
220,Sand::N,sandur,qum
221,Mensch::N,maður,adam
222,Mensch::N,maður,insan
223,Mensch::N,manneskja,adam
224,Mensch::N,manneskja,insan
225,Mann::N,maður,kişi
226,Mann::N,karlmaður,kişi
227,Frau::N,kona,qadın
228,Kind::N,barn,uşaq
229,Kind::N,krakki,uşaq
230,Junge::N,drengur,oğlan
231,Mädchen::N,stelpa,qız
232,Familie::N,fjölskylda,ailə
233,Großvater::N,afi,baba
234,Großmutter::N,amma,nənə
235,Eltern::N,foreldrar,valideyn
236,Vater::N,faðir,ata
237,Mutter::N,móðir,ana
238,Sohn::N,sonur,oğul
239,Tochter::N,dóttir,qız
240,Bruder::N,bróðir,qardaş
241,Schwester::N,systir,bacı
242,Onkel::N,föðurbróðir,əmi
243,Onkel::N,föðurbróðir,dayı
244,Tante::N,frænka,bibi
245,Tante::N,móðursystir,bibi
246,Ehemann::N,eiginmaður,ər
247,Ehefrau::N,eiginkona,arvad
248,Freude::N,gleði,nəşə
249,Freude::N,gleði,sevinc
250,Gelächter::N,hlátur,gülüş
251,Gelächter::N,hlátur,qəhqəhə
252,Glück::N,gæfa,səadət
253,Glück::N,gæfa,xoşbəxtlik
254,Kummer::N,sorg,qəm
255,Kummer::N,sorg,kədər
256,Wunsch::N,ósk,arzu
257,Lust::N,fýsn,həvəs
258,Lust::N,löngun,həvəs
259,Geist::N,andi,ruh
260,Gedanke::N,hugsun,fikir
261,Gedanke::N,hugsun,düşüncə
262,Gedächtnis::N,minni,xatir
263,Gedächtnis::N,minni,hafizə
264,Verstand::N,vit,ağıl
265,Sinn::N,merking,məna
266,Grund::N,ástæða,səbəb
267,Wahrheit::N,sannleikur,haqq
268,Wahrheit::N,sannleikur,doğruluq
269,Gespräch::N,samtal,söhbət
270,Gespräch::N,samtal,qonuşma
271,Märchen::N,ævintýri,nağıl
272,Erzählung::N,saga,hekayə
273,Nachricht::N,frétt,xəbər
274,Neuigkeit::N,frétt,xəbər
275,Neuigkeit::N,frétt,yenilik
276,Name::N,nafn,ad
277,Rätsel::N,gáta,tapmaca
278,Rede::N,ræða,nitq
279,Sprache::N,mál,dil
280,Sprache::N,tungumál,dil
281,Stimme::N,rödd,səs
282,Wort::N,orð,söz
283,Wort::N,orð,kəlmə
284,Zeichen::N,tákn,nişan
285,Zeichen::N,merki,nişan
286,Ruf::N,kall,çığırtı
287,Lärm::N,hávaði,gurultu
288,Laut::N,hljóð,səs
289,Ton::N,tónn,ton
290,Lied::N,ljóð,mahnı
291,Lied::N,söngur,mahnı
292,Ruhe::N,ró,sakitlik
293,Ruhe::N,kyrrð,sakitlik
294,Leute::N,fólk,xalq
295,Volk::N,þjóð,millət
296,Arbeit::N,vinna,iş
297,Arbeit::N,vinna,əmək
298,Gast::N,gestur,qonaq
299,Gast::N,gestur,müsafir
300,Geschenk::N,gjöf,hədiyyə
301,Spiel::N,leikur,oyun
302,Spiel::N,leikur,tamaşa
303,Gesellschaft::N,selskapur,cəmiyyet
304,Hilfe::N,hjálp,kömək
305,Hilfe::N,hjálp,yardım
306,Freund::N,vinur,dost
307,Kamerad::N,félagi,yoldaş
308,Angelegenheit::N,mál,iş
309,Angelegenheit::N,málefni,iş
310,Anzahl::N,tala,say
311,Anzahl::N,fjöldi,say
312,Art::N,tegund,çeşid
313,Stück::N,biti,dənə
314,Stück::N,biti,parça
315,Stück::N,stykki,dənə
316,Stück::N,stykki,parça
317,Teil::N,hluti,qisim
318,Teil::N,partur,qisim
319,Hälfte::N,helmingur,yarım
320,Kreis::N,hringur,dairə
321,Kreuz::N,kross,xaç
322,Kreuz::N,krossmark,xaç
323,Linie::N,lína,xətt
324,Strich::N,strik,cızıq
325,Abstand::N,millibil,məsafə
326,Entfernung::N,fjarlægð,məsafə
327,Entfernung::N,fjarlægð,uzaqlıq
328,Gegend::N,hérað,bölgə
329,Platz::N,pláss,yer
330,Ort::N,staður,yer
331,Seite::N,hlið,yan
332,Seite::N,hlið,tərəf
333,Mitte::N,miðja,orta
334,Gegenstand::N,hlutur,şey
335,Sache::N,mál,şey
336,Rand::N,brún,kənar
337,Kante::N,rönd,tiyə
338,Kante::N,rönd,kənar
339,Ecke::N,horn,bucaq
340,Spitze::N,oddur,uc
341,Ende::N,endi,son
342,Ende::N,endi,axır
343,Loch::N,gat,deşik
344,Loch::N,hola,deşik
345,Winkel::N,skot,guşə
346,Winkel::N,krókur,guşə
347,Muster::N,munstur,ülgü
348,Größe::N,stærð,böyüklük
349,Länge::N,lengd,uzunluq
350,Höhe::N,hæð,yüksəklik
351,Gewicht::N,vigt,çəki
352,Gewicht::N,vigt,ağırlıq
353,Gewicht::N,þyngd,çəki
354,Gewicht::N,þyngd,ağırlıq
355,Menge::N,magn,miqdar
356,Haufen::N,hrúga,yığın
357,Haufen::N,haugur,yığın
358,Reihe::N,röð,səf
359,Reihe::N,röð,sıra
360,Boot::N,bátur,qayıq
361,Ruder::N,ár,kürək
362,Schlitten::N,sleði,kirşə
363,Ski::N,skíði,xizək
364,Lagerfeuer::N,varðeldur,düşərgə tonqalı
365,Last::N,byrði,yük
366,Last::N,farmur,yük
367,Gang::N,ganga,yeriş
368,Schritt::N,skref,addım
369,Norden::N,norður,şimal
370,Süden::N,suður,cənub
371,Westen::N,vestur,qərb
372,Osten::N,austur,şərq
373,Holz::N,viður,ağac
374,Holz::N,viður,taxta
375,Brett::N,fjöl,taxta
376,Platte::N,flötur,lövhə
377,Stütze::N,stoð,dayaq
378,Stütze::N,stoð,dəstək
379,Stange::N,stöng,şüvül
380,Stock::N,prik,dəyənək
381,Stock::N,stafur,dəyənək
382,Stab::N,prik,əsa
383,Stab::N,prik,şüvül
384,Stab::N,stafur,əsa
385,Stab::N,stafur,şüvül
386,Rohr::N,rör,boru
387,Rohr::N,rör,truba
388,Rohr::N,pípa,boru
389,Rohr::N,pípa,truba
390,Haus::N,hús,ev
391,Heim::N,heimili,ev
392,Ofen::N,ofn,peç
393,Ofen::N,ofn,soba
394,Fußboden::N,gólf,döşəmə
395,Tisch::N,borð,masa
396,Stuhl::N,stóll,stul
397,Wiege::N,vagga,beşik
398,Bett::N,rúm,yataq
399,Bett::N,hvíla,yataq
400,Regal::N,hilla,rəf
401,Kiste::N,kassi,yeşik
402,Kiste::N,kassi,sandıq
403,Fenster::N,gluggi,pəncərə
404,Tür::N,dyr,qapı
405,Tür::N,hurð,qapı
406,Tor::N,hlið,darvaza
407,Zaun::N,girðing,çəpər
408,Zaun::N,limgarður,çəpər
409,Dach::N,þak,dam
410,Leiter::N,stigi,nərdivan
411,Besen::N,sópur,süpürgə
412,Spaten::N,spaði,kürək
413,Schaufel::N,skófla,kürək
414,Gabel::N,gaffall,çəngəl
415,Löffel::N,skeið,qaşıq
416,Messer::N,hnífur,bıçaq
417,Nagel::N,nögl,mıx
418,Netz::N,net,tor
419,Haken::N,krókur,çəngəl
420,Griff::N,tak,qulp
421,Griff::N,tak,tutacaq
422,Schloss::N,lás,qıfıl
423,Bild::N,mynd,rəsm
424,Figur::N,stytta,şəkil
425,Figur::N,stytta,heykəl
426,Puppe::N,brúða,kukla
427,Puppe::N,brúða,gəlincik
428,Beutel::N,poki,kisə
429,Beutel::N,poki,torba
430,Beutel::N,baggi,kisə
431,Beutel::N,baggi,torba
432,Bündel::N,böggull,bağlama
433,Tasche::N,veski,çanta
434,Eimer::N,fata,vedrə
435,Eimer::N,fata,çəllək
436,Deckel::N,lok,qapaq
437,Geschirr::N,leirtau,qab-qazan
438,Sack::N,sekkur,çuval
439,Tasse::N,bolli,fincan
440,Topf::N,pottur,qazan
441,Kessel::N,ketill,qazan
442,Essen::N,matur,yemək
443,Nahrung::N,fæða,qida
444,Speise::N,réttur,xörək
445,Speise::N,matarréttur,xörək
446,Fleisch::N,kjöt,ət
447,Getreide::N,korn,taxıl
448,Brei::N,grautur,aş
449,Brei::N,grautur,sıyıq
450,Brot::N,brauð,çörək
451,Scheibe::N,sneið,dilim
452,Fett::N,fita,yağ
453,Butter::N,smjör,kərə yağı
454,Öl::N,olía,yağ
455,Salz::N,salt,duz
456,Suppe::N,súpa,şorba
457,Honig::N,hunang,bal
458,Milch::N,mjólk,süd
459,Tee::N,te,çay
460,Leder::N,skinn,dəri
461,Wolle::N,ull,yun
462,Stoff::N,dúkur,qumaş
463,Nadel::N,nál,iynə
464,Faden::N,þráður,sap
465,Knopf::N,tala,düymə
466,Knopf::N,hnappur,düymə
467,Knoten::N,hnútur,düyün
468,Farbe::N,málning,boya
469,Kleidung::N,búningur,geyim
470,Kleidung::N,klæðnaður,geyim
471,Hemd::N,skyrta,köynək
472,Kragen::N,kragi,yaxa
473,Kragen::N,flibbi,yaxa
474,Ärmel::N,ermi,qol
475,Hose::N,buxur,şalvar
476,Gürtel::N,belti,kəmər
477,Mütze::N,húfa,şapka
478,Schuh::N,skór,tufli
479,Schuh::N,skór,ayaqqabı
480,Stiefel::N,stígvél,çəkmə
481,Ring::N,hringur,üzük
482,Band::N,band,lent
483,Kamm::N,greiða,daraq
484,Spiegel::N,spegill,güzgü
485,Riemen::N,ól,qayış
486,Riemen::N,reim,qayış
487,Schnur::N,snúra,ip
488,Leine::N,band,kəmsik
489,Decke::N,teppi,ədyal
490,Decke::N,teppi,yorğan
491,Kissen::N,koddi,yastıq
492,Tuch::N,klútur,şarf
493,Tuch::N,klútur,kaşne
494,Handtuch::N,þurrka,dəsmal
495,Handtuch::N,handklæði,dəsmal
496,Kraft::N,afl,güc
497,Kraft::N,kraftur,güc
498,Stärke::N,styrkur,qüvvət
499,Gesundheit::N,heilsa,sağlamlıq
500,Gesundheit::N,heilbrigði,sağlamlıq
501,Krankheit::N,sjúkdómur,xəstəlik
502,Schmerz::N,sársauki,ağrı
503,Schmerz::N,sársauki,sancı
504,Wunde::N,sár,yara
505,Fieber::N,hitasótt,isitmə
506,Fieber::N,hitasótt,qızdırma
507,Arznei::N,lyf,ilaç
508,Arznei::N,lyf,dərman
509,Brücke::N,brú,körpü
510,Brunnen::N,brunnur,quyu
511,Weide::N,hagi,otlaq
512,Pfad::N,stígur,cığır
513,Weg::N,vegur,yol
514,Straße::N,gata,küçə
515,Straße::N,stræti,küçə
516,Dorf::N,þorp,kənd
517,Stadt::N,borg,şəhər
518,Brief::N,bréf,məktub
519,Buch::N,bók,kitab
520,Buchstabe::N,bókstafur,hərf
521,Zeitung::N,dagblað,qəzet
522,Leben::N,líf,həyat
523,Tod::N,dauði,ölüm
524,Grab::N,gröf,qəbir
525,Kirche::N,kirkja,kilsə
526,Sünde::N,synd,günah
527,Gott::N,guð,tanrı
528,Arbeiter::N,verkamaður,işçi
529,Chef::N,yfirmaður,şef
530,Chef::N,yfirmaður,rəis
531,Meister::N,meistari,usta
532,Arzt::N,læknir,həkim
533,Arzt::N,læknir,doktor
534,Lehrer::N,kennari,müəllim
535,Geld::N,peningar,pul
536,Geschäft::N,viðskipti,ticarət
537,Laden::N,búð,dükan
538,Laden::N,verslun,dükan
539,Preis::N,verð,qiymət
540,Ware::N,vara,mal
541,Nutzen::N,gagn,fayda
542,Reichtum::N,auður,zənginlik
543,Welt::N,veröld,aləm
544,Welt::N,veröld,dünya
545,Land::N,land,ölkə
546,Staat::N,ríki,dövlət
547,König::N,konungur,kral
548,König::N,konungur,məlik
549,Macht::N,vald,qüdrət
550,Grenze::N,landamæri,hüdud
551,Grenze::N,landamæri,sərhət
552,Krieg::N,stríð,hərb
553,Krieg::N,stríð,müharibə
554,Feind::N,fjandmaður,düşmən
555,Gewalt::N,ofbeldi,cəbr
556,Kampf::N,bardagi,savaş
557,Bogen[Waffe]::N,bogi,yay
558,Pfeil::N,ör,ox
559,Gewehr::N,byssa,tüfəng
560,Fehler::N,villa,xəta
561,Lüge::N,lygi,yalan
562,Schaden::N,skemmd,ziyan
563,Unglück::N,óhamingja,bəla
564,Schuld::N,sök,təqsir
565,Alter::N,aldur,yaş
566,Schluss::N,lok,son
567,Schluss::N,endir,son
568,Zeit::N,tími,vaxt
569,Zeit::N,tími,zaman
570,Tag::N,dagur,gün
571,Morgen::N,morgunn,sabah
572,Mittag::N,hádegi,günorta
573,Abend::N,kvöld,axşam
574,Nacht::N,nótt,gecə
575,Woche::N,vika,həftə
576,Monat::N,mánuður,ay
577,Jahr::N,ár,il
578,Frühling::N,vor,yaz
579,Frühling::N,vor,bahar
580,Sommer::N,sumar,yay
581,Herbst::N,haust,payız
582,Winter::N,vetur,qış
583,Januar::N,janúar,Janvar
584,Februar::N,február,Fevral
585,März::N,mars,Mart
586,April::N,apríl,Aprel
587,Mai::N,maí,May
588,Juni::N,júní,İyun
589,Juli::N,júlí,İyul
590,August::N,ágúst,Avqust
591,September::N,september,Sentyabr
592,Oktober::N,október,Oktyabr
593,November::N,nóvember,Noyabr
594,Dezember::N,desember,Dekabr
595,Montag::N,mánudagur,bazar ertəsi
596,Dienstag::N,þriðjudagur,çərşənbə axşamı
597,Mittwoch::N,miðvikudagur,çərşənbə
598,Donnerstag::N,fimmtudagur,cüme axşamı
599,Freitag::N,föstudagur,cüme
600,Samstag::N,laugardagur,şənbə
601,Sonntag::N,sunnudagur,bazar
602,groß::A,stór,böyük
603,klein::A,lítill,kiçik
604,lang::A,langur,uzun
605,kurz::A,stuttur,qısa
606,breit::A,breiður,enli
607,breit::A,breiður,geniş
608,schmal::A,mjór,dar
609,dicht::A,þéttur,sıx
610,dick[Gegenstand]::A,þykkur,qalın
611,dünn::A,þunnur,nazik
612,fein::A,fíngerður,incə
613,fest::A,fastur,bərk
614,fest::A,fastur,möhkəm
615,flach::A,flatur,düz
616,glatt::A,háll,hamar
617,glatt::A,sléttur,hamar
618,hart::A,harður,sərt
619,weich::A,mjúkur,yumşaq
620,rund::A,kringlóttur,yuvarlaq
621,spitz::A,oddhvass,uclu
622,spitz::A,oddhvass,sivri
623,scharf::A,beittur,kəskin
624,stumpf::A,bitlaus,küt
625,schwer::A,þungur,ağır
626,schön::A,fagur,gözəl
627,schön::A,fagur,gəşəng
628,schön::A,fallegur,gözəl
629,schön::A,fallegur,gəşəng
630,heiß::A,heitur,isti
631,warm::A,hlýr,ilıq
632,warm::A,heitur,ilıq
633,kalt::A,kaldur,soyuq
634,kühl::A,svalur,sərin
635,frisch::A,frískur,təzə
636,feucht::A,rakur,nəm
637,feucht::A,þvalur,nəm
638,nass::A,votur,yaş
639,nass::A,blautur,yaş
640,trocken::A,þurr,quru
641,voll::A,fullur,dolu
642,leer::A,tómur,boş
643,offen::A,opinn,açıq
644,geschlossen::A,lokaður,qapalı
645,sauber::A,þrifinn,təmiz
646,schmutzig::A,óhreinn,kirli
647,schmutzig::A,sóðalegur,kirli
648,roh::A,hrár,çiy
649,reif::A,þroskaður,yetişmiş
650,lecker::A,ljúffengur,dadlı
651,lecker::A,ljúffengur,ləzzətli
652,süß::A,sætur,şirin
653,bitter::A,beiskur,acı
654,sauer::A,súr,turş
655,hell::A,bjartur,aydın
656,dunkel::A,dimmur,qaranlıq
657,schwarz::A,svartur,qara
658,weiß::A,hvítur,ağ
659,rot::A,rauður,qırmızı
660,gelb::A,gulur,sarı
661,blau::A,blár,göy
662,blau::A,blár,mavi
663,grün::A,grænn,yaşıl
664,grau::A,grár,boz
665,bunt::A,marglitur,əlvan
666,bunt::A,marglitur,rəngli
667,billig::A,ódýr,ucuz
668,teuer::A,dýr,bahalı
669,wertvoll::A,verðmætur,qiymətli
670,blind::A,blindur,kor
671,taub::A,heyrnarlaus,kar
672,kräftig::A,öflugur,güclü
673,stark::A,sterkur,qüvvətli
674,schwach::A,veill,zəif
675,schwach::A,veill,gücsüz
676,fett::A,feitur,şişman
677,schlank::A,grannur,zərif
678,schlank::A,spengilegur,zərif
679,hübsch::A,snotur,göyçək
680,hübsch::A,laglegur,göyçək
681,böse::A,illur,fəna
682,böse::A,vondur,fəna
683,dumm::A,heimskur,axmaq
684,faul::A,latur,tənbəl
685,fleißig::A,iðinn,çalışqan
686,geizig::A,nískur,xəsis
687,klug::A,hygginn,ağıllı
688,geschickt::A,fimur,bacarıqlı
689,geschickt::A,laginn,bacarıqlı
690,lieb::A,kær,əziz
691,lieb::A,kær,sevimli
692,lieb::A,ljúfur,əziz
693,lieb::A,ljúfur,sevimli
694,lustig::A,kátur,məzəli
695,lustig::A,kátur,gülməli
696,sanft::A,blíður,mülayim
697,hungrig::A,soltinn,ac
698,hungrig::A,hungraður,ac
699,krank::A,sjúkur,xəstə
700,nackt::A,nakinn,çılpaq
701,traurig::A,dapur,qəmgin
702,traurig::A,dapur,kədərli
703,traurig::A,hryggur,qəmgin
704,traurig::A,hryggur,kədərli
705,lebendig::A,lifandi,canlı
706,gut::A,góður,yaxşı
707,schlecht::A,slæmur,pis
708,schlecht::A,lélegur,pis
709,richtig::A,réttur,doğru
710,schlimm::A,slæmur,fəna
711,wahr::A,sannur,gərçək
712,alt::A,gamall,əski
713,alt::A,gamall,köhnə
714,neu::A,nýr,yeni
715,ehemalig::A,fyrrverandi,əvvəlki
716,alt[Lebewesen]::A,gamall,qoca
717,jung::A,ungur,gənc
718,arm::A,vesall,kasıb
719,arm::A,vesall,yoxsul
720,arm::A,fátækur,kasıb
721,arm::A,fátækur,yoxsul
722,reich::A,ríkur,zəngin
723,reich::A,auðugur,zəngin
724,bekannt::A,kunnugur,tanış
725,berühmt::A,frægur,məşhur
726,fremd::A,framandi,yad
727,fremd::A,ókunnugur,yad
728,verschieden::A,ýmis,dürlü
729,nah::A,nálægur,yaxın
730,fern::A,fjarri,uzaq
731,fern::A,fjarlægur,uzaq
732,linker::A,vinstri,sol
733,rechter::A,hægri,sağ
734,anderer::A,annar,başqa
735,erster::A,fyrsti,birinci
736,zweiter::A,annar,ikinci
737,dritter::A,þriðji,üçüncü
738,letzter::A,síðasti,sonuncu
739,letzter::A,síðasti,axırıncı
740,allein::ADV,einn,tək
741,allein::ADV,einn,yalqız
742,allein::ADV,aleinn,tək
743,allein::ADV,aleinn,yalqız
744,auf einmal::ADV,allt í einu,birdən
745,zusammen::ADV,saman,birlikdə
746,lange::ADV,lengi,uzun
747,plötzlich::ADV,skyndilega,qəfildən
748,sofort::ADV,strax,həmən
749,sofort::ADV,strax,dərhal
750,sofort::ADV,þegar í stað,həmən
751,sofort::ADV,þegar í stað,dərhal
752,später::ADV,seinna,sonra
753,jetzt::ADV,nú,indi
754,jetzt::ADV,núna,indi
755,heute::ADV,í dag,bugün
756,morgen::ADV,á morgun,sabah
757,bald::ADV,brátt,yaxında
758,bald::ADV,brátt,tezliklə
759,bald::ADV,bráðum,yaxında
760,bald::ADV,bráðum,tezliklə
761,dann::ADV,svo,onda
762,dann::ADV,síðan,onda
763,gestern::ADV,í gær,dünən
764,einst::ADV,forðum,əvvəllər
765,damals::ADV,þá,o vaxt
766,damals::ADV,á þeim tímum,o vaxt
767,danach::ADV,á eftir því,sonra
768,vorher::ADV,áður,qabaqcadan
769,zuerst::ADV,fyrst,əvvəl
770,einmal::ADV,einu sinni,bir dəfə
771,manchmal::ADV,stundum,hərdənbir
772,oft::ADV,oft,tez-tez
773,oft::ADV,oft,çox vaxt
774,immer::ADV,alltaf,daimi
775,immer::ADV,alltaf,həmişə
776,immer::ADV,sífellt,daimi
777,immer::ADV,sífellt,həmişə
778,niemals::ADV,aldrei,əsla
779,niemals::ADV,aldrei,heç bir zaman
780,hier::ADV,hér,bura
781,hier::ADV,hér,burada
782,hierhin::ADV,hingað,buraya
783,von hier::ADV,héðan,buradan
784,dort::ADV,þar,ora
785,dort::ADV,þar,orada
786,dort::ADV,þarna,ora
787,dort::ADV,þarna,orada
788,dorthin::ADV,þangað,oraya
789,geradeaus::ADV,beint áfram,düz
790,vorwärts::ADV,áfram,irəli
791,rückwärts::ADV,aftur á bak,geri
792,zurück::ADV,aftur,geriyə
793,zurück::ADV,til baka,geriyə
794,unten::ADV,niðri,aşağıda
795,unten::ADV,fyrir neðan,aşağıda
796,hinab::ADV,niður,aşağı
797,hinab::ADV,niður eftir,aşağı
798,oben::ADV,uppi,yuxarıda
799,hinauf::ADV,upp,yuxarı
800,hinauf::ADV,upp eftir,yuxarı
801,überall::ADV,alls staðar,hər yerdə
802,nicht::ADV,ekki,-ma-
803,ein wenig::ADV,dálítið,bir az
