,Concept_ID,myv,mrj
89,Schnee::N,лов,лым
90,Eis::N,эй,и
91,Frost::N,кельме,ӱштӹ
92,Kälte::N,якшамо,ӱштӹ
93,Hitze::N,пси,шокшы
94,Raureif::N,лекш,пöрш
95,Regenbogen::N,пурьгинечирьке,шанавӹл
96,Regenbogen::N,пурьгинеёнкс,шанавӹл
97,Donner::N,пурьгине,хӹдӹртӹш
98,Strömung::N,чудема,йогы
99,Strömung::N,чудевкс,йогы
100,Tropfen::N,петнявкс,капльы
101,Tropfen::N,петнявкс,капльык
102,Schaum::N,чов,шонг
103,Schmutz::N,рудаз,лявӹрӓ
104,See::N,эрьке,йӓр
105,Sumpf::N,чей,лӱкӹ
106,Moor::N,чей,куп
107,Wiese::N,луга,алык
108,Wald::N,вирь,шӹргӹ
109,Hügel::N,губорь,пӱгӹрикӓ
110,Hügel::N,пандыне,пӱгӹрикӓ
111,Anhöhe::N,губорь,кӱкшикӓ
112,Anhöhe::N,пандыне,кӱкшикӓ
113,Berg::N,пандо,кырык
114,Gipfel::N,пря,неркӓ
115,Höhle::N,пещера,ы́раж
116,Abhang::N,пандочама,полом
117,Quelle::N,ушодкс,вӹдсӹнзӓ
118,Bach::N,чудикерькс,ӓнгӹр
119,Fluss::N,лей,вӹд
120,Ufer::N,чире,сир
121,Küste::N,лейчире,сир
122,Festland::N,мода,мӱлӓндӹ
123,Meer::N,моря,тангыж
124,Bucht::N,усия,вӹдъял
125,Insel::N,усия,острок
126,Blume::N,цеця,пеледӹш
127,Gras::N,тикше,шуды
128,Wurzel::N,юр,важ
129,Wurzel::N,ундокс,важ
130,Baum::N,чувто,пушӓнгӹ
131,Stamm::N,рунго,пушӓнгӹ тӹнг
132,Rinde::N,суд,каргыж
133,Rinde::N,керь,каргыж
134,Ast::N,морго,укш
135,Zweig::N,тарад,укш
136,Blatt::N,лопа,листӹ
137,Birke::N,килей,куги
138,Kiefer[Baum]::N,пиче,йӓктӹ
139,Weide[Baum]::N,каль,уа
140,Tanne::N,куз,кож
141,Horn::N,сюро,шур
142,Feder::N,толга,пын
143,Fell::N,пона,кавашты
144,Flügel::N,сёлмо,шылдыр
145,Klaue::N,кенже,кӹч
146,Kralle::N,кенже,лапа
147,Schwanz::N,пуло,пач
148,Ei::N,ал,мыны
149,Nest::N,пизэ,пӹжӓш
150,Bau::N,варя,ыраж
151,Bau::N,пизе,ыраж
152,Tier::N,ракша,во́льык
153,Herde::N,стада,кӹтö
154,Kuh::N,скал,ышкал
155,Bulle::N,бука,ӱшкӱж
156,Pferd::N,лишме,имни
157,Schaf::N,реве,шарык
158,Schwein::N,туво,сасна
159,Hund::N,пине,пи
160,Hund::N,киска,пи
161,Katze::N,псака,коти
162,Bär::N,овто,мöскӓ
163,Eichhörnchen::N,ур,ур
164,Elch::N,сярдо,шарды
165,Fuchs::N,ривезь,рӹвӹж
166,Hase::N,нумоло,морен
167,Maus::N,чеерь,каля
168,Wolf::N,верьгиз,пирӹ
169,Vogel::N,нармунь,кек
170,Schwarm::N,полк,цуца
171,Schwarm::N,стада,цуца
172,Huhn::N,сараз,цӹвӹ
173,Hahn::N,атякш,ӓптӓн
174,Gans::N,гала,комбы
175,Gans::N,мацей,комбы
176,Adler::N,куцькан,кучкыж
177,Adler::N,тумоатякш,кучкыж
178,Ente::N,яксярго,лыды
179,Eule::N,корж,тымана
180,Kranich::N,карго,тырня
181,Kranich::N,карго,тыртня
182,Krähe::N,варака,лудыгарак
183,Kuckuck::N,куко,куку
184,Schwan::N,локсей,йӱксӹ
185,Fisch::N,кал,кол
186,Barsch::N,окунь,алангы
187,Hecht::N,щука,нуж
188,Hecht::N,щука,нужгол
189,Schlange[Tier]::N,гуй,кӹшкы
190,Wurm::N,сукс,шукш
191,Spinne::N,шанжав,ӓнгӹремшӹ
192,Ameise::N,коткудав,кыткы
193,Laus::N,сий,ти
194,Mücke::N,сеське,кужнер
195,Mücke::N,сеське,кужынер
196,Fliege::N,карво,шӹнгӓ
197,Schmetterling::N,нимиляв,лӹпӹ
198,Beere::N,умарь,мöр
199,Apfel::N,умарь,олма
200,Pilz::N,панго,понгы
201,Zwiebel::N,чурька,охыра
202,Saat::N,видьметь,нӱшмӹ
203,Saat::N,видьметь,нӱшмӱ
204,Korn::N,сюро,пӹрцӹ
205,Heu::N,тикше,шуды
206,Schale::N,кедь,аваха
207,Schale::N,кедь,карлангы
208,Schale::N,ваткавкс,аваха
209,Schale::N,ваткавкс,карлангы
210,Grube::N,латко,йӓм
211,Falle::N,тувор,лӱдӹ
212,Falle::N,тувор,лӱдӹш
213,Falle::N,кундамка,лӱдӹ
214,Falle::N,кундамка,лӱдӹш
215,Schlinge::N,килькш,онгы
216,Spur::N,челькс,кишӓ
217,Spur::N,пильгеки,кишӓ
218,Asche::N,кулов,ломых
219,Asche::N,кулов,ломпыж
220,Dreck::N,рудаз,лявӹрӓ
221,Eisen::N,кшни,кӹртни
222,Gold::N,сырне,шöртни
223,Gold::N,сырне,шöртньӹ
224,Silber::N,сия,ши
225,Kohle::N,сэдь,шӱ
226,Kohle::N,уголия,шӱ
227,Glas::N,сулика,охоница
228,Lehm::N,сёвонь,шун
229,Sand::N,човар,ошма
230,Mensch::N,ломань,эдем
231,Mann::N,аля,пӱэргӹ
232,Mann::N,цёраломань,пӱэргӹ
233,Frau::N,ава,ӹдӹрӓмӓш
234,Kind::N,эйкакш,ӓзӓ
235,Kind::N,эйкакш,шачшы
236,Junge::N,цёрыне,рвезӹ
237,Junge::N,цёрыне,ӹрвезӹ
238,Mädchen::N,тейтерне,ӹдӹрӓш
239,Familie::N,семия,йиш
240,Familie::N,семия,семня
241,Großvater::N,покштя,тьоти
242,Großmutter::N,баба,папа
243,Eltern::N,тетят-ават,ӓтя-ӓвӓ
244,Vater::N,тетя,ӓтя
245,Mutter::N,ава,ӓвӓ
246,Sohn::N,цёра,эргӹ
247,Tochter::N,тейтерь,ӹдӹр
248,Bruder::N,леля,ӹза
249,Bruder::N,ялакс,ӹза
250,Schwester::N,сазор,ӓкӓ
251,Onkel::N,леля,кугуза
252,Tante::N,патя,куака
253,Ehemann::N,мирде,мары
254,Ehefrau::N,ни,вӓтӹ
255,Freude::N,кеняркс,ӹвӹртӹмӓш
256,Gelächter::N,ракамо,ваштылмаш
257,Gelächter::N,пейдема,ваштылмаш
258,Glück::N,уцяска,пиӓл
259,Kummer::N,рискс,ясы
260,Kummer::N,мелявкс,ясы
261,Wunsch::N,мель,охата
262,Wunsch::N,мель,шанымаш
263,Wunsch::N,бажамо,охата
264,Wunsch::N,бажамо,шанымаш
265,Lust::N,бажамо,шӓр
266,Lust::N,бажамо,охата
267,Lust::N,бажамо,шанымаш
268,Geist::N,ойме,тух
269,Gedanke::N,мель,шанымаш
270,Gedächtnis::N,мель,ӓш
271,Verstand::N,прев,ыш
272,Sinn::N,толк,кын
273,Sinn::N,смысла,кын
274,Grund::N,тувтал,вир
275,Wahrheit::N,видечи,тöр
276,Gespräch::N,кортнема,хытырымаш
277,Märchen::N,ёвкс,ямак
278,Erzählung::N,ёвтнема,шайыштмаш
279,Nachricht::N,куля,увертӓрӹмӓш
280,Neuigkeit::N,куля,увер
281,Name::N,лем,лӹм
282,Rätsel::N,содамоёвкс,тышты
283,Rede::N,кортамо,шая
284,Rede::N,кортамо,шамак
285,Sprache::N,кель,йӹлмӹ
286,Stimme::N,ваигель,юк
287,Wort::N,вал,шамак
288,Zeichen::N,теште,палӹ
289,Ruf::N,тердема,сӹгӹрӹмӓш
290,Lärm::N,шалнома,юкланымащ
291,Laut::N,вайгель,юк
292,Ton::N,гайнема,юк
293,Lied::N,моро,мыры
294,Ruhe::N,оймамо,тыр
295,Leute::N,ломанть,эдемвлӓ
296,Volk::N,народ,халык
297,Arbeit::N,тев,пӓшӓ
298,Gast::N,инже,хына
299,Geschenk::N,казне,подарка
300,Spiel::N,налксема,мадыш
301,Gesellschaft::N,община,йӓл
302,Gesellschaft::N,община,йӓлвлӓ
303,Hilfe::N,лездамо,палшык
304,Freund::N,оя,тӓнг
305,Freund::N,ялга,тӓнг
306,Kamerad::N,оя,тос
307,Kamerad::N,ялга,тос
308,Angelegenheit::N,тев,дела
309,Angelegenheit::N,тев,йела
310,Angelegenheit::N,тев,йыла
311,Angelegenheit::N,тев,пӓшӓ
312,Anzahl::N,ламоксчи,шот
313,Art::N,вид,цӹре
314,Stück::N,пакш,лаштык
315,Stück::N,пелькс,лаштык
316,Teil::N,часть,пай
317,Teil::N,часть,часть
318,Teil::N,пелькс,пай
319,Teil::N,пелькс,часть
320,Hälfte::N,пель,пел
321,Hälfte::N,пелькс,пел
322,Kreis::N,кирькс,тӹртӹш
323,Kreuz::N,крёст,крестӹ
324,Linie::N,кикс,
325,Strich::N,межа,
326,Abstand::N,ютко,ло
327,Entfernung::N,ютко,ло
328,Gegend::N,тарка,вӓр
329,Gegend::N,пертьпелькс,вӓр
330,Platz::N,васолкс,вӓр
331,Ort::N,тарка,вӓр
332,Seite::N,ён,öрдӹж
333,Seite::N,чире,öрдӹж
334,Mitte::N,куншка,ло
335,Gegenstand::N,предмет,хӓдӹр
336,Sache::N,тев,хӓдӹр
337,Sache::N,веща,хӓдӹр
338,Rand::N,пе,шöр
339,Rand::N,чире,шöр
340,Kante::N,ирдез,шöр
341,Ecke::N,ужо,лык
342,Spitze::N,пряне,вуй
343,Spitze::N,пе,вуй
344,Ende::N,пе,вуй
345,Ende::N,пе,мычаш
346,Loch::N,варя,ыраж
347,Winkel::N,ужо,лык
348,Muster::N,сёрма,тӹрлец
349,Größe::N,сэрь,кӱкшӹц
350,Größe::N,покшолма,кӱкшӹц
351,Länge::N,кувалмо,кыт
352,Höhe::N,сэрь,кӱкшӹц
353,Höhe::N,пандо,кӱкшӹц
354,Gewicht::N,сталмо,нелӹц
355,Menge::N,лововкс,шот
356,Haufen::N,мар,ара
357,Haufen::N,валявкс,ара
358,Reihe::N,ряд,ряд
359,Boot::N,венч,пыш
360,Ruder::N,милё,вешлӓ
361,Schlitten::N,нурдт,тир
362,Ski::N,сокс,ечӹ
363,Lagerfeuer::N,толбандя,тыл
364,Last::N,сталмо,нелӹц
365,Last::N,кандома,нелӹц
366,Gang::N,молема,ход
367,Gang::N,якамо,ход
368,Schritt::N,эскелькс,ашкыл
369,Norden::N,якшамо ёнкс,йыдпелвел
370,Süden::N,лембе ёнкс,кечӹвӓлвел
371,Westen::N,чивалгома,кечӹ шӹцмӹ
372,Osten::N,чилисема,ирвел
373,Osten::N,чилисема,кечӹ лӱлтмӹ
374,Holz::N,чувто,пушӓнгӹ
375,Brett::N,лаз,ханга
376,Platte::N,плита,плитӓ
377,Stütze::N,неже,цӓрӓк
378,Stange::N,олга,равы
379,Stange::N,олга,намаш
380,Stock::N,мандо,панды
381,Stab::N,олога,равы
382,Rohr::N,турба,пыч
383,Haus::N,кудо,пöрт
384,Heim::N,кудо,пöрт
385,Ofen::N,каштомо,камака
386,Fußboden::N,киякс,седӹрӓ
387,Tisch::N,столь,стöл
388,Stuhl::N,стул,пöкен
389,Wiege::N,лавсь,шипкӓ
390,Wiege::N,нурямот,шипкӓ
391,Bett::N,ацамо,койка
392,Bett::N,ацамо,кравать
393,Regal::N,лався,полицӓ
394,Regal::N,лавсяланго,полицӓ
395,Kiste::N,горобия,шӱ́ндӹк
396,Kiste::N,сундук,шӱ́ндӹк
397,Fenster::N,вальма,окня
398,Tür::N,кенкш,амаса
399,Tor::N,ортат,хапка
400,Zaun::N,пирявт,забор
401,Zaun::N,пирвякс,забор
402,Dach::N,кудопря,левӓш
403,Leiter::N,кузтема,ташкалтыш
404,Besen::N,тенсть,сало
405,Besen::N,тенсть,салко
406,Spaten::N,койме,кольмы
407,Schaufel::N,кече,лоток
408,Schaufel::N,келей койме,лоток
409,Gabel::N,сянгине,ви́лка
410,Löffel::N,пенч,савала
411,Messer::N,пеель,кӹзӹ
412,Nagel::N,эске,пыда
413,Netz::N,алтыма,вӓпш
414,Haken::N,кечказ,крӱк
415,Haken::N,кечказ,кагак
416,Griff::N,кедне,кычем
417,Schloss::N,замок,замок
418,Schloss::N,замок,сыравач
419,Schloss::N,панжома,замок
420,Schloss::N,панжома,сыравач
421,Bild::N,картина,картин
422,Figur::N,рунго,кӓн
423,Puppe::N,няка,поханя
424,Beutel::N,кескав,мешӓк
425,Bündel::N,керькс,топ
426,Bündel::N,керькс,пидӹш
427,Bündel::N,керькс,кӹлдӹш
428,Tasche::N,юдма,сумкы
429,Eimer::N,ведра,ведӹрӓ
430,Deckel::N,велькс,комдыш
431,Geschirr::N,кедьге,ӓтӹ
432,Sack::N,кескав,мешӓк
433,Tasse::N,чакш,цӓшкӓ
434,Topf::N,кастрюля,ми́ска
435,Kessel::N,котёл,пад
436,Essen::N,ярсамо,качкыш
437,Essen::N,ярсамо,качкыш-йӱш
438,Nahrung::N,ярсамопель,качкыш
439,Nahrung::N,ярсамопель,качкыш-йӱш
440,Speise::N,ярсамопель,няня
441,Fleisch::N,сывель,пай
442,Getreide::N,сюро,киндӹ
443,Brei::N,каша,шӹрӓш
444,Brot::N,кши,сыкыр
445,Scheibe::N,кочом,ламыт
446,Scheibe::N,кочом,лаштык
447,Scheibe::N,сускомо,ламыт
448,Scheibe::N,сускомо,лаштык
449,Fett::N,куя,кая
450,Butter::N,ой,ӱ
451,Öl::N,ой,ӱ
452,Salz::N,сал,санзал
453,Suppe::N,ям,лем
454,Honig::N,медь,мӱ
455,Milch::N,ловсо,шӹшер
456,Tee::N,чай,чӓй
457,Leder::N,киське,шарга
458,Leder::N,киське,кавашты
459,Wolle::N,пона,миж
460,Stoff::N,коцт,матер
461,Stoff::N,коцт,матери
462,Nadel::N,салмукс,им
463,Faden::N,суре,шӹртӹ
464,Knopf::N,пов,полдыш
465,Knoten::N,сюлмо,пӱкшем
466,Farbe::N,артомапель,чиӓ
467,Farbe::N,артомапель,крӓскӓ
468,Kleidung::N,оршамот,выргем
469,Hemd::N,панар,тыгыр
470,Kragen::N,сиве,шӱ
471,Ärmel::N,ожа,шокш
472,Hose::N,понкст,ялаш
473,Gürtel::N,каркс,ӹштӹ
474,Mütze::N,чапка,упш
475,Schuh::N,туфля,ту́фльы
476,Stiefel::N,кем,кем
477,Ring::N,суркс,шӓргӓш
478,Band::N,лента,лемтӓ
479,Kamm::N,сурсеме,шерге
480,Spiegel::N,чавачамо,тӹгӹр
481,Riemen::N,кшнань каркс,прӓжӓ
482,Schnur::N,пикс,кӓндӹра
483,Leine::N,ведьме,керем
484,Decke::N,вельтямо,одеял
485,Kissen::N,тодов,кӹпцӹк
486,Tuch::N,паця,савыц
487,Handtuch::N,нардамо,шӹргӹсавыц
488,Handtuch::N,нардамо,шӹргӹмсавыц
489,Kraft::N,вий,ви
490,Stärke::N,виевчи,ви
491,Gesundheit::N,шумбрачи,шу
492,Gesundheit::N,шумбрачи,шулык
493,Krankheit::N,орма,мыж
494,Krankheit::N,сэредема,мыж
495,Schmerz::N,сэредькс,карштыш
496,Wunde::N,керявкс,шушыр
497,Fieber::N,маштыкс,ӱштӹмыж
498,Arznei::N,ормаменькс,лекӓрцӹ
499,Brücke::N,сэдь,кӹвер
500,Brücke::N,мадамо,кӹвер
501,Brunnen::N,лисьма,вӹдсӹнзӓ
502,Weide::N,ракшань ванома тарка,ныр
503,Pfad::N,ян,ялгорны
504,Weg::N,ки,корны
505,Straße::N,ки,корны
506,Dorf::N,веле,сола
507,Stadt::N,ош,города
508,Brief::N,сёрма,сирмӓш
509,Buch::N,книга,книгӓ
510,Buchstabe::N,буква,буква́
511,Zeitung::N,газета,газет
512,Zeitung::N,газета,кайзет
513,Leben::N,эрямо,житя
514,Tod::N,кулома,смöрт
515,Grab::N,калмо,шӹгер
516,Grab::N,калмо,мыгилӓ
517,Grab::N,калмо,шӹгерлӓ
518,Kirche::N,церькова,церкӹ
519,Sünde::N,чумочи,сулык
520,Gott::N,паз,йымы
521,Arbeiter::N,робочей,пӓшӓзӹ
522,Chef::N,прявт,вуй
523,Meister::N,кол тевень тенця,мастар
524,Arzt::N,врач,доктор
525,Lehrer::N,учитель,тымдышы
526,Lehrer::N,тонавтыця,тымдышы
527,Geld::N,ярмак,окса
528,Geschäft::N,ладязь тев,торге́йӹмӓш
529,Laden::N,лавка,лапка
530,Laden::N,лавка,магазин
531,Preis::N,питне,ӓк
532,Ware::N,миевкс,товар
533,Ware::N,рамавкс,товар
534,Nutzen::N,паро,пайда
535,Nutzen::N,лезэ,пайда
536,Reichtum::N,сюпавчи,перке
537,Welt::N,мир,сӓндӓлӹк
538,Welt::N,мир,свет
539,Welt::N,мастор ланго,сӓндӓлӹк
540,Welt::N,мастор ланго,свет
541,Land::N,мастор,сӓндӓлӹк
542,Staat::N,государства,кугижӓншӹ
543,König::N,король,король
544,Macht::N,азорксчи,власть
545,Grenze::N,буен тешкс,пӹсмӓн
546,Krieg::N,война,вырсы
547,Feind::N,душман,тышман
548,Gewalt::N,нарьгамо,ви
549,Kampf::N,тюрема,кредӓлмӓш
550,Bogen[Waffe]::N,нал,янгеж
551,Pfeil::N,нал,пикш
552,Gewehr::N,ружия,пичӓл
553,Gewehr::N,винтовка,пичӓл
554,Fehler::N,ильведькс,самынь
555,Fehler::N,ильведевкс,самынь
556,Lüge::N,манчема,шая
557,Lüge::N,кенгелема,шая
558,Schaden::N,зыян,вре́дӓ
559,Unglück::N,зыян,пёда
560,Unglück::N,зыян,тымаша
561,Schuld::N,чумочи,вуйнамат
562,Alter::N,шка,иӓш
563,Alter::N,шка,игечӹ
564,Schluss::N,пе,пӹтӓртӹш
565,Zeit::N,шка,веремӓ
566,Zeit::N,пинге,веремӓ
567,Tag::N,чи,кечӹ
568,Morgen::N,валске,ир
569,Morgen::N,валске,ирок
570,Mittag::N,чикуншка,кечӹвӓл
571,Abend::N,чокшнэ,вады
572,Nacht::N,ве,йыд
573,Woche::N,недля,ӓрня
574,Monat::N,ков,тӹ́лзӹ
575,Jahr::N,ие,год
576,Frühling::N,тундо,шошым
577,Sommer::N,кизэ,кӓнгӹж
578,Herbst::N,сёксь,шӹжӹ
579,Winter::N,теле,тел
580,Winter::N,теле,телӹ
581,Januar::N,якшамков,январ
582,Januar::N,якшамков,январь
583,Februar::N,февраль,февраль
584,März::N,март,март
585,April::N,апрель,апрель
586,Mai::N,май,май
587,Juni::N,июнь,июнь
588,Juli::N,июль,июль
589,August::N,август,август
590,September::N,сентября,сентябрь
591,Oktober::N,октября,октябрь
592,November::N,ноября,ноябрь
593,Dezember::N,декабря,декавыр
594,Montag::N,пондельник,шачмы
595,Dienstag::N,овторник,кышкыжмы
596,Mittwoch::N,серёда,вӹрчегӹ
597,Donnerstag::N,цетьверьг,изӓрня
598,Freitag::N,пеця,когарня
599,Samstag::N,субута,кукшыгечӹ
600,Samstag::N,шлямочи,кукшыгечӹ
601,Sonntag::N,недлячи,рушӓрня
602,groß::A,ине,кого
603,groß::A,покш,кого
604,klein::A,вишка,изи
605,lang::A,кувака,кужы
606,kurz::A,нурькине,кӹтӹк
607,breit::A,келей,кымда
608,schmal::A,теине,ӓнгӹсӹр
609,dicht::A,тусто,шӹре
610,dick[Gegenstand]::A,эчке,кӹжгӹ
611,dünn::A,човине,вӹцкӹж
612,fein::A,човине,пыльга
613,fest::A,кеме,цаткыды
614,flach::A,лапужа,тӓлякӓ
615,glatt::A,валаня,ягылгы
616,hart::A,калгодо,пингӹдӹ
617,weich::A,чевте,пышкыды
618,rund::A,кеверь,тӹртӹш
619,spitz::A,пшти,кашар
620,scharf::A,пшти,кашар
621,stumpf::A,ношка,нӹшкӹ
622,schwer::A,стака,нелӹ
623,schön::A,мазый,цевер
624,schön::A,мазый,олмыдшы
625,heiß::A,пси,шокшы
626,warm::A,лембе,шокшы
627,kalt::A,якшамо,ӱштӹ
628,kühl::A,экше,юалгы
629,kühl::A,экше,йонгата
630,frisch::A,свежа,йонгата
631,feucht::A,летьке,ӹлӹкшӹ
632,feucht::A,летьке,вӹдӹжгӹ
633,nass::A,начко,начкы
634,trocken::A,коське,кукшы
635,voll::A,пешксе,темшӹ
636,voll::A,пешксе,темыман
637,leer::A,чаво,йӓрӓ
638,offen::A,панжадо,виш
639,offen::A,виде,виш
640,geschlossen::A,пекстазь,чӱчмӹ
641,geschlossen::A,пекстазь,тӹкӹлӓлтшӹ
642,geschlossen::A,сёлгозь,чӱчмӹ
643,geschlossen::A,сёлгозь,тӹкӹлӓлтшӹ
644,sauber::A,ванькс,ире
645,schmutzig::A,ливезев,шоран
646,schmutzig::A,ливезев,лявӹрӓн
647,schmutzig::A,ливезев,шорангшы
648,roh::A,верек,пеле кӱшӹ
649,reif::A,кенерезь,кӱшӹ
650,lecker::A,тантей,тотан
651,süß::A,ламбамо,мӱӓн
652,bitter::A,сэпей,качы
653,sauer::A,чапамо,шапы
654,hell::A,валдо,соты
655,hell::A,валдо,валгыды
656,dunkel::A,чопода,пӹц
657,dunkel::A,чопода,пӹцкемӹш
658,schwarz::A,раужо,шим
659,weiß::A,ашо,ош
660,weiß::A,ашо,ошы
661,rot::A,якстере,якшаргы
662,gelb::A,ожо,сар
663,gelb::A,ожо,сары
664,blau::A,сэнь,симсӹ
665,grün::A,пиже,ыжар
666,grau::A,шержев,луды
667,bunt::A,сёрмав,ала
668,billig::A,аволь питней,шулдаш
669,teuer::A,питней,шергӹ
670,teuer::A,питней,шергӓкӓн
671,wertvoll::A,питней,ӓкӓн
672,blind::A,сокор,слöпöй
673,blind::A,сокор,сльöпöй
674,taub::A,амариця,тӱтӱк
675,kräftig::A,пек виев,виӓн
676,stark::A,виев,виӓн
677,schwach::A,лавшо,шава
678,schwach::A,лавшо,лӹпкӓ
679,schwach::A,лавшо,слабка
680,fett::A,куя,таза
681,schlank::A,виде ронга,яштака
682,hübsch::A,мазый,сӹлнӹ
683,hübsch::A,мазый,олмыдшы
684,böse::A,кежей,шӹдӓн
685,dumm::A,чавола,окмак
686,dumm::A,превтеме,окмак
687,faul::A,нузякс,ялахай
688,fleißig::A,мелень путыця,пӓшам яратышы
689,geizig::A,скупой,шык
690,klug::A,превей,ышан
691,geschickt::A,маштозь теезь,мастар
692,lieb::A,вадря,тыри
693,lustig::A,весёла,мындыр
694,lustig::A,весёла,сусу
695,sanft::A,сэтьме,йӹвӹжӓ
696,hungrig::A,вачо,шужышы
697,krank::A,сэредиця,церлӹ
698,krank::A,сэредиця,хворой
699,nackt::A,штапо,цӓрӓ
700,traurig::A,нусманя,сы́лыкан
701,traurig::A,нусманя,кымы́лдымы
702,lebendig::A,эриця,живой
703,gut::A,паро,яжо
704,schlecht::A,берянь,уда
705,schlecht::A,берянь,худа
706,richtig::A,виде,вургамла
707,schlimm::A,берянь,йӹрнык
708,wahr::A,алкуксонь,настоящий
709,wahr::A,алкуксонь,настояшый
710,alt::A,ташто,шонгы
711,neu::A,од,у
712,ehemalig::A,икелень,тошты
713,alt[Lebewesen]::A,сыре,ӹлалшӹ
714,jung::A,од,нöргӹ
715,jung::A,од,молода
716,arm::A,кажов,укеӓн
717,reich::A,сюпав,паян
718,reich::A,сюпав,пурлыкан
719,bekannt::A,содавикс,палӹмӹ
720,berühmt::A,содавикс,лӹмлы
721,fremd::A,лия,эдемӹн
722,fremd::A,асодавикс,эдемӹн
723,verschieden::A,эрьва,тӹрлӹ
724,nah::A,а васолонь,лишӹл
725,fern::A,умонь,мӹндӹр
726,fern::A,кезэрень,мӹндӹр
727,linker::A,керш,шалахай
728,rechter::A,вить,вургамла
729,anderer::A,лия,вес
730,anderer::A,лия,весӹ
731,erster::A,васень,икшӹ
732,erster::A,васень,икӹмшӹ
733,erster::A,васенце,икшӹ
734,erster::A,васенце,икӹмшӹ
735,zweiter::A,омбоце,кокшы
736,dritter::A,колмоце,кымшы
737,letzter::A,меельце,остатка
738,allein::ADV,башка,иктӹ
739,allein::ADV,башка,иктӹт
740,allein::ADV,ськамонзо,иктӹ
741,allein::ADV,ськамонзо,иктӹт
742,auf einmal::ADV,вейсэ,тöрöк
743,zusammen::ADV,вейс,икараш
744,zusammen::ADV,вейс,цымырын
745,zusammen::ADV,вейсэ,икараш
746,zusammen::ADV,вейсэ,цымырын
747,lange::ADV,кувать,кужын
748,plötzlich::ADV,апак учо,трӱк
749,sofort::ADV,курок,полт
750,sofort::ADV,курок,тöрöк
751,sofort::ADV,курок,тӹшӓкок
752,sofort::ADV,нейке,полт
