,Concept_ID,ro,cv
734,dünn::A,subțire,ҫинҫе
735,dünn::A,subțire,ҫӳхе
736,fein::A,fin,тарай
737,fein::A,fin,вӗлтӗрти
738,fein::A,subțire,тарай
739,fein::A,subțire,вӗлтӗрти
740,fest::A,tare,тӗреклӗ
741,fest::A,solid,тӗреклӗ
742,flach::A,șes,лаптак
743,flach::A,plan,лаптак
744,glatt::A,lins,такӑр
745,hart::A,dur,хытӑ
746,weich::A,moale,ҫемҫе
747,rund::A,rotund,ҫавра
748,rund::A,circular,ҫавра
749,spitz::A,ascuțit,шӗвӗр
750,scharf::A,tăios,ҫивӗч
751,scharf::A,ascuțit,ҫивӗч
752,stumpf::A,tocit,мӑка
753,stumpf::A,tocit,пуклак
754,stumpf::A,tocit,тӗрӗнчӗк
755,stumpf::A,tocit,ӑнкарусӑр
756,schwer::A,greu,йывӑр
757,schön::A,frumos,илемлӗ
758,heiß::A,cald,вӗри
759,heiß::A,fierbinte,вӗри
760,warm::A,cald,ӑшӑ
761,warm::A,fierbinte,ӑшӑ
762,kalt::A,rece,сивӗ
763,kühl::A,rece,уҫӑ
764,kühl::A,răcoros,уҫӑ
765,frisch::A,răcoros,уҫӑ
766,frisch::A,proaspăt,уҫӑ
767,feucht::A,umed,йӗпе
768,feucht::A,jilav,йӗпе
769,nass::A,ud,нӳрӗ
770,trocken::A,sec,типӗ
771,trocken::A,uscat,типӗ
772,voll::A,plin,тулли
773,leer::A,gol,пушӑ
774,offen::A,deschis,уҫӑ
775,geschlossen::A,închis,хупӑ
776,sauber::A,curat,таса
777,schmutzig::A,murdar,пылчӑклӑ
778,schmutzig::A,murdar,вараланчӑк
779,roh::A,crud,чӗрӗ
780,reif::A,copt,пулнӑ
781,reif::A,copt,пиҫӗхнӗ
782,reif::A,copt,аталаннӑ
783,reif::A,copt,пиҫсе ҫитнӗ
784,lecker::A,gustos,тутлӑ
785,lecker::A,gustos,техӗмлӗ
786,süß::A,dulce,пылак
787,bitter::A,amar,йӳҫӗ
788,sauer::A,acru,йӳҫӗ
789,sauer::A,acru,йӳҫек
790,sauer::A,acru,кӑвасак
791,hell::A,clar,ҫутӑ
792,hell::A,luminos,ҫутӑ
793,dunkel::A,obscur,тӗттӗм
794,dunkel::A,întunecos,тӗттӗм
795,schwarz::A,negru,хура
796,weiß::A,alb,шурӑ
797,rot::A,roșu,хӗрлӗ
798,gelb::A,galben,сарӑ
799,blau::A,albastru,кӑвак
800,grün::A,verde,симӗс
801,grün::A,verde,пиҫмен
802,grün::A,verde,ӑс пухман
803,grau::A,gri,кӑвак
804,grau::A,cenușiu,кӑвак
805,bunt::A,colorat,чӑпар
806,billig::A,ieftin,йӳнӗ
807,teuer::A,scump,хаклӑ
808,wertvoll::A,prețios,паха
809,blind::A,orb,суккӑр
810,taub::A,surd,хӑлхасӑр
811,kräftig::A,tare,хӑватлӑ
812,kräftig::A,forte,хӑватлӑ
813,kräftig::A,robust,хӑватлӑ
814,stark::A,viguros,вирлӗ
815,stark::A,puternic,вирлӗ
816,schwach::A,slab,халсӑр
817,schwach::A,debil,халсӑр
818,fett::A,gras,самӑр
819,fett::A,gras,мӑнтӑр
820,schlank::A,zvelt,йӑрӑс
821,schlank::A,zvelt,яштака
822,hübsch::A,drăguț,хитре
823,böse::A,rău,усал
824,böse::A,răutăcios,усал
825,dumm::A,nerod,ухмах
826,dumm::A,tâmpit,ухмах
827,faul::A,leneș,наян
828,faul::A,leneș,юлхав
829,faul::A,leneș,ӳркенчӗк
830,fleißig::A,harnic,хастар
831,fleißig::A,sârguincios,хастар
832,geizig::A,calic,хытӑ
833,geizig::A,zgârcit,хытӑ
834,klug::A,isteț,ӑслӑ
835,klug::A,deștept,ӑслӑ
836,geschickt::A,dibaci,ӑста
837,lieb::A,drag,савнӑ
838,lieb::A,iubit,савнӑ
839,lustig::A,vesel,хаваслӑ
840,sanft::A,blând,ачаш
841,sanft::A,blajin,ачаш
842,hungrig::A,flămând,выҫӑ
843,krank::A,bolnav,чирлӗ
844,nackt::A,gol,ҫара
845,traurig::A,trist,салхуллӑ
846,traurig::A,mâhnit,салхуллӑ
847,lebendig::A,viu,чӗрӗ
848,gut::A,bun,аван
849,gut::A,bun,лайӑх
850,schlecht::A,rău,япӑх
851,schlecht::A,rău,начар
852,schlecht::A,prost,япӑх
853,schlecht::A,prost,начар
854,richtig::A,drept,тӗрӗс
855,richtig::A,corect,тӗрӗс
856,schlimm::A,rău,йӗрӗнчӗк
857,wahr::A,adevărat,чӑн
858,alt::A,uzat,кивӗ
859,alt::A,vechi,кивӗ
860,neu::A,nou,ҫӗнӗ
861,ehemalig::A,fost,пулнӑ
862,ehemalig::A,anterior,пулнӑ
863,alt[Lebewesen]::A,bătrîn,ватӑ
864,jung::A,tânăr,яш
865,jung::A,tânăr,ҫамрӑк
866,arm::A,sărac,чухӑн
867,arm::A,sărman,чухӑн
868,reich::A,avut,пуян
869,reich::A,bogat,пуян
870,bekannt::A,cunoscut,пӗлӗш
871,berühmt::A,renumit,чаплӑ
872,fremd::A,străin,ют
873,verschieden::A,diferit,расна
874,verschieden::A,deosebit,расна
875,nah::A,apropiat,ҫывӑх
876,nah::A,apropiat,ҫывӑхри
877,fern::A,departe,инҫе
878,fern::A,departe,аякри
879,linker::A,stâng,сулахай
880,rechter::A,drept,сылтӑм
881,anderer::A,alt,урӑх
882,erster::A,prim,пӗрремӗш
883,zweiter::A,al doilea,иккӗмӗш
884,dritter::A,treilea,виҫҫӗмӗш
885,letzter::A,final,юлашки
886,allein::ADV,singur,пӗччен
887,auf einmal::ADV,dintrodată,кӗмӗрккен
888,zusammen::ADV,împreună,пӗрле
889,lange::ADV,îndelung,вӑрах
890,lange::ADV,mult timp,вӑрах
891,plötzlich::ADV,deodată,сасартӑк
892,plötzlich::ADV,pe neașteptate,сасартӑк
893,sofort::ADV,imediat,тӳрех
894,sofort::ADV,numaidecît,тӳрех
895,später::ADV,mai apoi,кайран
896,später::ADV,mai târziu,кайран
897,jetzt::ADV,acum,халь
898,jetzt::ADV,acum,халӗ
899,heute::ADV,azi,паян
900,heute::ADV,astăzi,паян
901,morgen::ADV,mâine,ыран
902,bald::ADV,curând,халех
903,bald::ADV,curând,кӗҫех
904,dann::ADV,apoi,унтан
905,gestern::ADV,ieri,ӗнер
906,einst::ADV,odată,пӗррехинче
907,einst::ADV,odinioară,пӗррехинче
908,damals::ADV,atunci,ун чухне
909,damals::ADV,atunci,апла пулсан
910,damals::ADV,pe atunci,ун чухне
911,damals::ADV,pe atunci,апла пулсан
912,danach::ADV,după aceasta,унтан
913,vorher::ADV,mai întâi,малтан
914,vorher::ADV,în prealabil,малтан
915,zuerst::ADV,întâi,пирвай
916,zuerst::ADV,în primul rând,пирвай
917,einmal::ADV,odată,пӗррехинче
918,manchmal::ADV,uneori,хӑш чухне
919,manchmal::ADV,câteodată,хӑш чухне
920,oft::ADV,des,тӑтӑш
921,oft::ADV,deseori,тӑтӑш
922,immer::ADV,mereu,ялан
923,immer::ADV,întotdeauna,ялан
924,niemals::ADV,niciodată,нихӑҫан та
925,hier::ADV,aci,кунта
926,hier::ADV,aici,кунта
927,hierhin::ADV,încoace,кунта
928,von hier::ADV,de aici,кунтан
929,dort::ADV,acolo,унта
930,dort::ADV,acolo,ҫавӑнта
931,dorthin::ADV,dincolo,унта
932,dorthin::ADV,dincolo,ҫавӑнта
933,geradeaus::ADV,drept înainte,тикӗс
934,vorwärts::ADV,înainte,малалла
935,rückwärts::ADV,îndărăt,хыҫала
936,zurück::ADV,înapoi,каялла
937,unten::ADV,jos,аялта
938,unten::ADV,dedesubt,аялта
939,hinab::ADV,în jos,аялта
940,hinab::ADV,de vale,аялта
941,oben::ADV,sus,ҫӳлте
942,oben::ADV,deasupra,ҫӳлте
943,hinauf::ADV,în sus,ҫӳле
944,überall::ADV,peste tot,таҫта та
945,überall::ADV,peste tot,пур ҫӗрте те
946,überall::ADV,peste tot,кирек ӑҫта та
947,überall::ADV,pretutindeni,таҫта та
948,überall::ADV,pretutindeni,пур ҫӗрте те
949,überall::ADV,pretutindeni,кирек ӑҫта та
950,nicht::ADV,nu,мар
951,ein wenig::ADV,puțin,пӑртак
952,kaum::ADV,cu greu,аран
953,kaum::ADV,cu anevoie,аран
954,sehr::ADV,mult,питӗ
955,sehr::ADV,foarte,питӗ
956,so::ADV,așa,апла
957,so::ADV,atât,апла
958,noch::ADV,încă,татах
959,nur::ADV,doar,ҫех
960,schon::ADV,și,ӗнтӗ
961,schon::ADV,deja,ӗнтӗ
962,wieder::ADV,iar,каллех
963,wieder::ADV,iarăși,каллех
964,vergebens::ADV,în zadar,харам
965,vor::PRP,înainte de,умӗнче
966,hinter::PRP,după,кайра
967,hinter::PRP,în spatele,кайра
968,unter::PRP,sub,айне
969,unter::PRP,sub,айӗпе
970,unter::PRP,sub,айӗнче
971,unter::PRP,sub,ҫитеспе
972,durch::PRP,prin,витӗр
973,neben::PRP,lângă,патӗнче
974,neben::PRP,alături de,патӗнче
975,zwischen::PRP,între,хушшинче
976,zwischen::PRP,dintre,хушшинче
977,wegen::PRP,pentru,пула
978,wegen::PRP,pentru,пирки
979,dies::PRN,acesta,ку
980,dies::PRN,acesta,ҫак
981,das::PRN,asta,ҫав
982,alles::PRN,tot,пурте
983,alles::PRN,tot,йӑлт
984,ich::PRN,eu,эп
985,du::PRN,tu,эс
986,er::PRN,el,вӑл
987,er::PRN,dânsul,вӑл
988,wir::PRN,noi,эпир
989,ihr::PRN,voi,эсир
990,sie::PRN,ei,вӗсем
991,sie::PRN,dânșii,вӗсем
992,was::FPRN,ce,мӗн
993,was::FPRN,ce,мӗскер
994,was::FPRN,ce,мӗн те пулин
995,wer::FPRN,cine,кам
996,wo::FADV,unde,ӑҫта
997,wohin::FADV,încotro,ӑҫта
998,wie::FADV,cum,епле
999,wie::FADV,cum,мӗнле
1000,warum::FADV,de ce,ма
1001,warum::FADV,de ce,мӗншӗн
1002,warum::FADV,pentru ce,ма
1003,warum::FADV,pentru ce,мӗншӗн
1004,wieviel::FNUM,cât,миҫе
1005,eins::NUM,unu,пӗр
1006,eins::NUM,unu,пӗрре
1007,zwei::NUM,doi,ик
1008,zwei::NUM,doi,икӗ
1009,zwei::NUM,doi,иккӗ
1010,drei::NUM,trei,виҫ
1011,drei::NUM,trei,виҫӗ
1012,drei::NUM,trei,виҫҫӗ
1013,vier::NUM,patru,тӑват
1014,fünf::NUM,cinci,пилӗк
1015,fünf::NUM,cinci,пиллӗк
1016,sechs::NUM,șase,улт
1017,sechs::NUM,șase,ултӑ
1018,sechs::NUM,șase,улттӑ
1019,sieben::NUM,șapte,ҫич
1020,sieben::NUM,șapte,ҫичӗ
1021,sieben::NUM,șapte,ҫиччӗ
1022,acht::NUM,opt,сакӑр
1023,acht::NUM,opt,саккӑр
1024,neun::NUM,nouă,тӑхӑр
1025,neun::NUM,nouă,тӑххӑр
1026,zehn::NUM,zece,вунӑ
1027,zehn::NUM,zece,вуннӑ
1028,elf::NUM,unsprezece,вун пӗр
1029,zwölf::NUM,douăsprezece,вун ик
1030,zwölf::NUM,douăsprezece,вун икӗ
1031,zwölf::NUM,douăsprezece,вун иккӗ
1032,zwanzig::NUM,douăzeci,ҫирӗм
1033,dreißig::NUM,treizeci,вӑтӑр
1034,vierzig::NUM,patruzeci,хӗрӗх
1035,fünfzig::NUM,cincizeci,аллӑ
1036,sechzig::NUM,șaizeci,утмӑл
1037,siebzig::NUM,șaptezeci,ҫитмӗл
1038,achtzig::NUM,optzeci,сакӑр вунӑ
1039,achtzig::NUM,optzeci,сакӑр вуннӑ
1040,neunzig::NUM,nouăzeci,тӑхӑр вун
1041,neunzig::NUM,nouăzeci,тӑхӑр вунӑ
1042,neunzig::NUM,nouăzeci,тӑхӑр вуннӑ
1043,hundert::NUM,sută,ҫӗр
1044,tausend::NUM,mie,пин
1045,und::CNJ,și,та
1046,oder::CNJ,ori,е
1047,stehen::V,sta,тӑр
1048,sitzen::V,ședea,лар
1049,liegen::V,zăcea,вырт
1050,liegen::V,fi culcat,вырт
1051,hängen::V,atârna,усӑнса тӑр
1052,hängen::V,atârna,ҫакӑнса тӑр
1053,werden::V,deveni,пул
1054,werden::V,se face,пул
1055,passieren::V,se întâmpla,пул
1056,beginnen::V,începe,пуҫлан
1057,enden::V,se sfârși,пӗт
1058,enden::V,se sfârși,вӗҫлен
1059,enden::V,se termina,пӗт
1060,enden::V,se termina,вӗҫлен
1061,wechseln::V,se schimba,улшӑн
1062,aufgehen[Sonne]::V,răsări,тух
1063,untergehen[Sonne]::V,apune,анса лар
1064,scheinen[Sonne]::V,străluci,пӑх
1065,donnern::V,tuna,кӗмсӗртет
1066,donnern::V,tuna,авӑт
1067,wehen::V,bate,варкӑш
1068,strömen::V,curge în șiroaie,тӑкӑн
1069,fließen::V,curge,юх
1070,sich drehen::V,se învârti,ҫаврӑн
1071,schwanken::V,se clătina,чӳхен
1072,schwingen::V,vibra,суллан
1073,schwingen::V,flutura,суллан
1074,fallen::V,cădea,кип
1075,fallen::V,cădea,тӳр кип
1076,fallen::V,cădea,татӑлса ан
1077,brennen::V,arde,ҫун
1078,rauchen::V,fuma,мӑкӑрлан
1079,rauchen::V,fuma,тӗтӗм кӑлар
1080,regnen::V,ploua,ҫумӑр ҫӑвать
1081,gefrieren::V,îngheța,шӑн
1082,tauen::V,se dezgheța,ирӗл
1083,schmelzen::V,se topi,ирӗл
1084,trocknen::V,se usca,тип
1085,sieden::V,fierbe,вӗре
1086,sieden::V,clocoti,вӗре
1087,faulen::V,se împuți,ҫӗр
1088,verfaulen::V,putrezi,ҫӗр
1089,reißen::V,se rupe,ҫурӑл
1090,reißen::V,se sfâșia,ҫурӑл
1091,versinken::V,se scufunda,пут
1092,vergehen::V,trece,ирт
1093,vergehen::V,se scurge,ирт
1094,erscheinen::V,apărea,курӑн
1095,erscheinen::V,apărea,курӑнса кай
1096,verschwinden::V,dispărea,ҫухал
1097,sinken::V,cădea,чак
1098,sinken::V,coborî,чак
1099,abnehmen::V,scădea,чак
1100,abnehmen::V,descrește,чак
1101,zunehmen::V,spori,пысӑклан
1102,zunehmen::V,crește,пысӑклан
1103,zunehmen::V,augmenta,пысӑклан
1104,steigen::V,urca,ҫӗклен
1105,wachsen::V,crește,ӳс
1106,glänzen::V,luci,ҫиҫ
1107,glänzen::V,străluci,ҫиҫ
1108,funkeln::V,scânteia,ялкӑш
1109,funkeln::V,scânteia,йӑлтӑртат
1110,lärmen::V,face larmă,шавла
1111,läuten::V,suna,шӑнкӑравла
1112,klingeln::V,suna,шӑнкӑравла
1113,klirren::V,zăngăni,калтлат
1114,klirren::V,zăngăni,шӑнкӑлтат
1115,brausen::V,vui,ахӑр
1116,rauschen::V,vâjâi,вашӑлтат
1117,rauschen::V,vâjâi,чашӑлтат
1118,klingen::V,suna,янӑра
1119,bellen::V,lătra,вӗр
1120,heulen::V,urla,ула
1121,blasen::V,sufla,вӗр
1122,pfeifen::V,fluiera,шӑхӑр
1123,schreien::V,țipa,кӑшкӑр
1124,stöhnen::V,geme,йынӑш
1125,zittern::V,tremura,чӗтре
1126,leben::V,trăi,пурӑн
1127,geboren werden::V,se naște,ҫурал
1128,atmen::V,respira,сывла
1129,trinken::V,bea,ӗҫ
1130,essen::V,mânca,ҫи
1131,schlucken::V,înghiți,ҫӑт
1132,müde werden::V,se obosi,ӗшен
1133,einschlafen::V,adormi,ыйха пут
1134,einschlafen::V,adormi,ҫывӑрса кай
1135,schlafen::V,dormi,ҫывӑр
1136,aufwachen::V,se deștepta,вӑран
1137,aufstehen::V,fi se scula,тӑр
1138,sich erholen::V,se relaxa,кан
1139,sich erholen::V,se destinde,кан
1140,krank werden::V,se îmbolnăvi,чирле
1141,krank sein::V,zăcea,чирле
1142,krank sein::V,fi bolnav,чирле
1143,schmerzen::V,durea,сур
1144,schmerzen::V,durea,ырат
1145,husten::V,tuși,ӳсӗр
1146,genesen::V,se însănătoși,сывал
1147,genesen::V,se însănătoși,тӳрлен
1148,sterben::V,muri,вил
1149,umkommen::V,pieri,вил
1150,sich bewegen::V,se mișca,куҫ
1151,sich rühren::V,se mișca,хускал
1152,sich erheben::V,se ridica,тӑр
1153,sich setzen::V,lua loc,лар
1154,sich setzen::V,se așeza,лар
1155,hinfallen::V,cădea jos,ӳк
1156,laufen::V,merge,ут
1157,laufen::V,merge pe jos,ут
1158,schreiten::V,păși,ут
1159,spazierengehen::V,se plimba,уҫӑлса ҫӳре
1160,spazierengehen::V,se plimba,уткаласа ҫӳре
1161,eilen::V,fi se grăbi,васка
1162,eilen::V,fi se grăbi,хыпалан
1163,sich beeilen::V,se grăbi,васка
1164,sich beeilen::V,se grăbi,хыпалан
1165,sausen::V,țâșni,ыткӑн
1166,sausen::V,țâșni,вӗҫтер
1167,rennen::V,fugi,чуп
1168,rennen::V,alerga,чуп
1169,springen::V,sări,сик
1170,klettern::V,urca,улӑх
1171,klettern::V,se cățăra,улӑх
1172,schaukeln::V,legăna,йӳрӗн
1173,kriechen::V,se târî,шу
1174,kriechen::V,se târî,упален
1175,schwimmen::V,înota,иш
1176,tauchen::V,se scufunda,чӑм
1177,rudern::V,vâsli,авӑс
1178,rudern::V,lopăta,авӑс
1179,fahren::V,merge,пыр
1180,fliegen::V,zbura,вӗҫ
1181,gehen::V,merge,кай
1182,weggehen::V,se duce,кай
1183,abfahren::V,pleca,тапран
1184,anhalten::V,se opri,чарӑн
1185,hineingehen::V,intra,кӗр
1186,eintreten::V,intra,кӗр
1187,kommen::V,veni,кил
1188,ankommen::V,sosi,ҫит
1189,ankommen::V,ajunge,ҫит
1190,zurückkommen::V,se întoarce,таврӑн
1191,zurückkommen::V,se întoarce,каялла кил
1192,bleiben::V,rămâne,юл
1193,warten::V,aștepta,кӗт
1194,erwarten::V,aștepta,кӗт
1195,suchen::V,căuta,шыра
1196,finden::V,găsi,туп
1197,versuchen::V,încerca,пикен
1198,vorbereiten::V,pregăti,хатӗрле
1199,lieben::V,iubi,юрат
1200,mögen::V,plăcea a,кӑмӑлла
1201,mögen::V,plăcea a,килӗштер
1202,lachen::V,râde,кул
1203,lachen::V,râde,ахӑлтат
1204,rühren::V,mișca,ҫулӑх
1205,rühren::V,înduioșa,ҫулӑх
1206,weinen::V,plânge,йӗр
1207,weinen::V,plânge,макӑр
1208,schimpfen::V,înjura,вӑрҫ
1209,schimpfen::V,înjura,ятлаҫ
1210,sich ärgern::V,se supăra,ҫиллен
1211,sich fürchten::V,se teme,шиклен
1212,sich fürchten::V,fi teamă a,шиклен
1213,fürchten::V,se teme de,хӑра
1214,fliehen::V,fugi,тар
1215,flüchten::V,evada,чупса тар
1216,sehen::V,vedea,кур
1217,anschauen::V,privi,пӑхса ил
1218,ansehen::V,privi,пӑх
1219,hören::V,auzi,илт
1220,zuhören::V,asculta,итле
1221,zuhören::V,asculta,тӑнла
1222,probieren::V,gusta,астив
1223,riechen::V,mirosi,шӑршла
1224,fühlen::V,simți,туй
1225,fühlen::V,simți,сис
1226,fühlen::V,resimți,туй
1227,fühlen::V,resimți,сис
1228,scheinen::V,părea,туйӑн
1229,zu sehen sein::V,se vedea,курӑн
1230,vernehmen::V,auzi,пӑл
1231,frieren::V,fi frig,йӳтен
1232,tun::V,face,ту
1233,können::V,ști,пултар
1234,können::V,putea,пултар
1235,wollen::V,dori,те
1236,anfangen::V,începe,пуҫла
1237,beenden::V,sfârși,пӗтер
1238,beenden::V,termina,пӗтер
1239,aufhören::V,înceta,пӑрах
1240,gelingen::V,reuși,ӑн
1241,gelingen::V,izbuti,ӑн
1242,geraten::V,reuși,пул
1243,öffnen::V,deschide,уҫ
1244,schließen::V,închide,хуп
1245,stellen::V,pune,ларт
1246,stellen::V,pune,тӑрат
1247,stellen::V,așeza,ларт
1248,stellen::V,așeza,тӑрат
1249,setzen::V,pune,ларт
1250,setzen::V,așeza,ларт
1251,legen::V,pune,хур
1252,berühren::V,atinge,перӗн
1253,verbinden::V,lega,сып
1254,bedecken::V,acoperi,вит
1255,aufhängen::V,atârna,ҫак
1256,aufhängen::V,spânzura,ҫак
1257,anzünden::V,aprinde,ҫут
1258,aufheben::V,ridica,ҫӗкле
1259,aufheben::V,lua de jos,ҫӗкле
1260,zurücklassen::V,lăsa,манса хӑвар
1261,zurücklassen::V,lăsa în urmă,манса хӑвар
1262,verlieren::V,pierde,ҫӗтер
1263,fallen lassen::V,scăpa,ӳкер
1264,fallen lassen::V,arunca,ӳкер
1265,machen::V,face,ту
1266,herstellen::V,fabrica,ӑстала
1267,herstellen::V,confecționa,ӑстала
1268,bauen::V,clădi,ту
1269,bauen::V,construi,ту
1270,reparieren::V,repara,юса
1271,verbessern::V,ameliora,лайӑхлат
1272,verbessern::V,îmbunătăți,лайӑхлат
1273,ändern::V,schimba,улӑштар
1274,ändern::V,modifica,улӑштар
1275,graben::V,săpa,чав
1276,graben::V,săpa,чакала
1277,beugen::V,curba,кукӑрт
1278,biegen::V,îndoi,ав
1279,biegen::V,îndoi,кукӑрт
1280,biegen::V,încovoia,ав
1281,biegen::V,încovoia,кукӑрт
1282,drehen::V,învârti,ҫавӑр
1283,wenden::V,întoarce,ӳпӗнтер
1284,umdrehen::V,învârti,ҫавӑр
1285,umdrehen::V,întoarce,ҫавӑр
1286,heben::V,ridica,хӑпарт
1287,hochheben::V,ridica,йӑт
1288,ergreifen::V,lua,тыт
1289,ergreifen::V,apuca,тыт
1290,halten::V,ține,тыт
1291,drücken::V,apăsa,пус
1292,drücken::V,strânge,пус
1293,schieben::V,împinge,тӗк
1294,schieben::V,împinge,тӗрт
1295,kratzen::V,zgâria,хыр
1296,lecken::V,linge,ҫула
1297,beißen::V,mușca,ҫырт
1298,beißen::V,mușca,хып
1299,abreißen::V,rupe,тат
1300,abreißen::V,smulge,тат
1301,abschneiden::V,scurta,кас
1302,binden::V,lega,ҫых
1303,stecken::V,pune,чик
1304,brechen::V,rupe,хуҫ
1305,brechen::V,frânge,хуҫ
1306,klopfen::V,ciocăni,такка
1307,hauen::V,lovi,шакка
1308,kleben::V,lipi,ҫыпӑҫтар
1309,reiben::V,freca,сӑтӑр
1310,reiben::V,fricționa,сӑтӑр
1311,streichen::V,unge,сӗр
1312,schleifen::V,ascuți,хӑйра
1313,schneiden::V,tăia,кас
1314,rütteln::V,zgâlțâi,лӑка
1315,rütteln::V,zgâlțâi,силлентер
1316,schütteln::V,scutura,лӑка
1317,schütteln::V,scutura,силлентер
1318,schwenken::V,agita,сулла
1319,schütten::V,vărsa,тултар
1320,füllen::V,umple,тултар
1321,einwickeln::V,înveli,чӗрке
1322,einwickeln::V,înfășura,чӗрке
1323,tragen::V,căra,ҫӗкле
1324,schleppen::V,târî,сӗтӗр
1325,ziehen::V,trage,тӑс
1326,aufbewahren::V,păstra,усра
1327,aufbewahren::V,conserva,усра
1328,werfen::V,arunca,пӑрах
1329,fangen::V,prinde,тыт
1330,packen::V,apuca,тыт
1331,verstecken::V,ascunde,пытарса хур
1332,teilen::V,împărți,уйӑр
1333,teilen::V,împărți,пайла
1334,schicken::V,trimite,яр
1335,bringen::V,aduce,кӳр
1336,hinzufügen::V,adăuga,хуш
1337,bekommen::V,obține,ил
1338,bekommen::V,obține,туян
1339,bekommen::V,dobândi,ил
1340,bekommen::V,dobândi,туян
1341,erhalten::V,primi,ил
1342,erhalten::V,primi,туян
1343,erhalten::V,căpăta,ил
1344,erhalten::V,căpăta,туян
1345,nehmen::V,lua,ил
1346,wählen::V,opta,суйла
1347,wählen::V,alege,суйла
1348,auswählen::V,selecta,суйла
1349,bewahren::V,păstra,упра
1350,behindern::V,stingheri,кансӗрле
1351,behindern::V,stingheri,чӑрмантар
1352,verderben::V,strica,пӑс
1353,beschädigen::V,strica,пӑс
1354,zerbrechen::V,rupe,ват
1355,zerbrechen::V,rupe,ҫӗмӗр
1356,zerbrechen::V,frânge,ват
1357,zerbrechen::V,frânge,ҫӗмӗр
1358,zerreißen::V,rupe,ҫур
1359,zerreißen::V,sfâșia,ҫур
1360,zerstören::V,distruge,иш
1361,verbrennen::V,arde,ҫунтар
1362,verbrennen::V,incendia,ҫунтар
1363,geben::V,da,пар
1364,reichen::V,întinde,пар
1365,schenken::V,dărui,парнеле
1366,versprechen::V,făgădui,тума пул
1367,versprechen::V,făgădui,сӑмах пар
1368,wünschen::V,ura,сун
1369,loben::V,lăuda,ырла
1370,küssen::V,săruta,чуп ту
1371,wiegen::V,legăna,сиктер
1372,wiegen::V,legăna,силле
1373,zudecken::V,acoperi,вит
1374,wecken::V,trezi,вӑрат
1375,wecken::V,deștepta,вӑрат
1376,zeigen::V,arăta,кӑтарт
1377,führen::V,călăuzi,илсе пыр
1378,führen::V,călăuzi,ҫавӑтса пыр
1379,lehren::V,preda,вёрент
1380,lehren::V,învăța,вёрент
1381,unterrichten::V,învăța,вёрент
1382,unterrichten::V,instrui,вёрент
1383,aufziehen::V,crește,вӗрент
1384,leiten::V,duce,тытса пыр
1385,leiten::V,conduce,тытса пыр
1386,antreiben::V,împinge,васкат
1387,antreiben::V,încuraja,васкат
1388,lassen::V,pune pe să,пусахла
1389,lassen::V,pune pe să,хуш
1390,einladen::V,invita,чӗн
1391,vereinigen::V,uni,пӗрлештер
1392,vereinigen::V,întruni,пӗрлештер
1393,besuchen::V,vizita,ҫит
1394,besuchen::V,vizita,кӗрсе кур
1395,besuchen::V,face o vizită,ҫит
1396,besuchen::V,face o vizită,кӗрсе кур
1397,treffen::V,întâlni,тӗл пул
1398,sich versammeln::V,se aduna,пуҫтарӑн
1399,spielen::V,se juca,выля
1400,singen::V,cânta,юрла
1401,tanzen::V,dansa,ташла
1402,sich trennen::V,se separa,уйрӑл
1403,sich trennen::V,se despărți,уйрӑл
1404,verlassen::V,părăsi,хӑвар
1405,verlassen::V,abandona,хӑвар
1406,retten::V,salva,ҫӑл
1407,bewachen::V,păzi,хуралла
1408,schützen::V,ocroti,сыхла
1409,schützen::V,proteja,сыхла
1410,verteidigen::V,apăra,хӳтӗле
1411,sich schlagen::V,se bate,ҫапӑҫ
1412,schießen::V,trage,пер
1413,siegen::V,birui,ҫӗн
1414,siegen::V,birui,ҫӗнтер
1415,siegen::V,învinge,ҫӗн
1416,siegen::V,învinge,ҫӗнтер
1417,ärgern::V,supăra,тарӑхтар
1418,ärgern::V,supăra,ҫиллентер
1419,schlagen::V,lovi,ҫап
1420,treten::V,călca,тап
1421,stechen::V,înțepa,чик
1422,stechen::V,împunge,чик
1423,stoßen::V,împinge,чыш
1424,stehlen::V,fura,вӑрла
1425,stören::V,deranja,кансӗрле
1426,belästigen::V,importuna,аптӑрат
1427,belästigen::V,importuna,хупла
1428,verbergen::V,ascunde,пытар
1429,täuschen::V,amăgi,суй
1430,betrügen::V,înșela,ултала
1431,töten::V,omorî,вӗлер
1432,wohnen::V,sta,чуна пар
1433,wohnen::V,sta,парӑнса тӑр
1434,wohnen::V,locui,чуна пар
1435,wohnen::V,locui,парӑнса тӑр
1436,arbeiten::V,lucra,ӗҫле
1437,sammeln::V,aduna,пух
1438,sammeln::V,colecționa,пух
1439,pflücken::V,culege,тат
1440,jagen::V,vâna,сунара ҫӳре
1441,fischen::V,pescui,пулӑ тыт
1442,fassen::V,prinde,тыт
1443,hüten::V,paște,кӗт
1444,treiben::V,mână,хӑвала
1445,anbinden::V,lega,кӑкар
1446,füttern::V,da de mâncare,ҫитер
1447,melken::V,mulge,су
1448,hacken::V,toca,вакла
1449,hacken::V,sparge,вакла
1450,gießen::V,uda,шӑвар
1451,reifen::V,pârgui,пиҫ
1452,zubereiten::V,găti,пӗҫер
1453,kochen::V,găti,пӗҫер
1454,backen::V,coace,пӗҫер
1455,braten::V,coace,ӑшала
