,Concept_ID,be,zh
842,versuchen::V,прабаваць,尝试
843,vorbereiten::V,падрыхтаваць,预备
844,lieben::V,кахаць,爱
845,mögen::V,любіць,喜欢
846,lachen::V,смяяцца,笑
847,rühren::V,расчуліць,
848,weinen::V,плакаць,哭
849,schimpfen::V,лаяцца,骂
850,sich ärgern::V,сердаваць,生气
851,sich fürchten::V,баяцца,害怕
852,fürchten::V,баяцца,害怕
853,fliehen::V,уцякаць,逃走
854,flüchten::V,уцячы,逃跑
855,sehen::V,бачыць,看
856,anschauen::V,паглядзець,注视
857,ansehen::V,глядзець,注视
858,hören::V,чуць,听
859,zuhören::V,слухаць,倾听
860,probieren::V,каштаваць,尝
861,riechen::V,нюхаць,闻
862,fühlen::V,адчуваць,感到
863,scheinen::V,здавацца,照耀
864,zu sehen sein::V,віднецца,可以看到
865,vernehmen::V,пачуць,审讯
866,frieren::V,мёрзнуць,觉得冷
867,tun::V,рабіць,作
868,können::V,умець,能
869,wollen::V,хацець,要
870,anfangen::V,пачаць,开始
871,beenden::V,закончыць,结束
872,aufhören::V,перастаць,停止
873,gelingen::V,удацца,成功
874,geraten::V,аказацца,陷于
875,öffnen::V,адчыніць,打开
876,schließen::V,зачыніць,关
877,stellen::V,паставіць,放
878,setzen::V,пасадзіць,放
879,legen::V,класці,摆
880,berühren::V,чапаць,触
881,verbinden::V,звязаць,联结
882,bedecken::V,накрыць,覆盖
883,aufhängen::V,павесіць,挂
884,anzünden::V,запаліць,点
885,aufheben::V,падняць,拾起
886,zurücklassen::V,пакінуць,遗留
887,verlieren::V,згубіць,丧失
888,fallen lassen::V,упусціць,让掉下
889,machen::V,зрабіць,做
890,herstellen::V,вырабіць,生产
891,bauen::V,будаваць,建造
892,reparieren::V,правіць,修理
893,verbessern::V,палепшыць,改进
894,ändern::V,змяніць,改变
895,graben::V,капаць,挖
896,beugen::V,сагнуць,弯下
897,biegen::V,пагнуць,弯
898,drehen::V,вярцець,转动
899,wenden::V,павярнуць,转动
900,umdrehen::V,перавярнуць,转动
901,heben::V,падымаць,举起
902,hochheben::V,падняць,抬高
903,ergreifen::V,схапіць,抓住
904,ergreifen::V,схваціць,抓住
905,halten::V,трымаць,拿着
906,drücken::V,націскаць,压
907,schieben::V,пхаць,推
908,schieben::V,штурхаць,推
909,kratzen::V,скрэбці,搔
910,lecken::V,лізаць,舔
911,beißen::V,кусаць,咬
912,abreißen::V,адарваць,撕下
913,abschneiden::V,адрэзаць,切断
914,binden::V,вязаць,捆
915,stecken::V,уваткнуць,插
916,brechen::V,зламаць,断裂
917,klopfen::V,стукаць,敲
918,hauen::V,біць,揍
919,kleben::V,клеіць,粘
920,reiben::V,церці,摩擦
921,streichen::V,намазаць,涂
922,schleifen::V,тачыць,拖曳
923,schneiden::V,рэзаць,切
924,rütteln::V,хістаць,颠簸
925,schütteln::V,трэсці,摇动
926,schwenken::V,махаць,摇动
927,schütten::V,наліць,倒
928,füllen::V,напоўніць,填满
929,einwickeln::V,загарнуць,包
930,tragen::V,несці,提
931,schleppen::V,цягнуць,扛
932,ziehen::V,цягнуць,拉
933,aufbewahren::V,захоўваць,保存
934,werfen::V,кідаць,扔
935,fangen::V,лавіць,捕捉
936,packen::V,схапіць,抓住
937,packen::V,схваціць,抓住
938,verstecken::V,схаваць,藏
939,teilen::V,раздзяліць,分
940,schicken::V,пасылаць,派遣
941,bringen::V,прынесці,带来
942,hinzufügen::V,дабавіць,添加
943,bekommen::V,дастаць,得到
944,erhalten::V,атрымаць,接到
945,nehmen::V,ўзяць,拿
946,wählen::V,выбраць,挑选
947,auswählen::V,адабраць,选择
948,bewahren::V,захаваць,保持
949,behindern::V,перашкаджаць,防碍
950,verderben::V,сапсаваць,败坏
951,beschädigen::V,пашкодзіць,损坏
952,zerbrechen::V,разбіць,破碎
953,zerreißen::V,разадраць,撕碎
954,zerstören::V,разбурыць,毁坏
955,verbrennen::V,спаліць,燃烧
956,geben::V,даць,给
957,reichen::V,перадаць,递给
958,schenken::V,дарыць,赠送
959,versprechen::V,абяцаць,许诺
960,wünschen::V,жадаць,祝
961,loben::V,хваліць,表扬
962,küssen::V,цалаваць,亲
963,wiegen::V,гушкаць,轻摇
964,wiegen::V,калыхаць,轻摇
965,zudecken::V,накрыць,盖上
966,wecken::V,пабудзіць,唤起
967,zeigen::V,паказаць,指
968,führen::V,весці,带领
969,lehren::V,вучыць,教
970,unterrichten::V,выкладаць,讲课
971,aufziehen::V,выхаваць,抚养
972,leiten::V,кіраваць,领导
973,antreiben::V,падганяць,催促
974,lassen::V,прымусіць,让
975,einladen::V,запрасіць,邀请
976,vereinigen::V,абʼяднаць,统一
977,besuchen::V,наведаць,参观
978,treffen::V,сустрэць,会面
979,sich versammeln::V,сабрацца,聚集
980,spielen::V,гуляць,玩
981,singen::V,пець,唱歌
982,singen::V,спяваць,唱歌
983,tanzen::V,танцаваць,跳舞
984,sich trennen::V,расстацца,分别
985,verlassen::V,пакінуць,离开
986,retten::V,выратаваць,救
987,bewachen::V,ахоўваць,守卫
988,schützen::V,уберагаць,保护
989,verteidigen::V,абараніць,保卫
990,sich schlagen::V,біцца,打架
991,sich schlagen::V,драцца,打架
992,schießen::V,страляць,射击
993,siegen::V,перамагчы,获胜
994,ärgern::V,злаваць,激怒
995,schlagen::V,ударыць,打
996,treten::V,штурхаць,踢
997,stechen::V,укалоць,刺
998,stoßen::V,папхнуць,撞
999,stehlen::V,украсці,盗窃
1000,stören::V,перашкодзіць,干扰
1001,belästigen::V,дакучаць,打搅
1002,verbergen::V,скрыць,隐藏
1003,verbergen::V,схаваць,隐藏
1004,täuschen::V,падмануць,欺骗
1005,betrügen::V,змахляваць,欺骗
1006,töten::V,забіць,杀
1007,wohnen::V,жыць,居住
1008,arbeiten::V,працаваць,工作
1009,sammeln::V,сабраць,收集
1010,pflücken::V,зрываць,采
1011,jagen::V,паляваць,打猎
1012,fischen::V,рыбачыць,捕鱼
1013,fassen::V,злавіць,捉住
1014,hüten::V,пасвіць,守护
1015,treiben::V,гнаць,漂
1016,anbinden::V,прывязаць,拴
1017,füttern::V,карміць,喂
1018,melken::V,даіць,挤奶
1019,hacken::V,сячы,剁细
1020,gießen::V,паліць,浇
1021,reifen::V,паспець,成熟
1022,zubereiten::V,зварыць,
1023,zubereiten::V,згатаваць,
1024,kochen::V,варыць,煮
1025,backen::V,пячы,烤
1026,braten::V,смажыць,煎
1027,umrühren::V,перамяшаць,搅拌
1028,stricken::V,вязаць,织
1029,nähen::V,шыць,缝
1030,färben::V,пафарбаваць,染色
1031,reinigen::V,ачысціць,清洁
1032,waschen::V,мыць,洗
1033,abwischen::V,выцерці,擦掉
1034,spülen::V,паласкаць,清洗
1035,fegen::V,падмятаць,扫
1036,kehren::V,месці,打扫
1037,baden::V,купацца,给...洗澡
1038,sich waschen::V,мыцца,洗澡
1039,ausziehen::V,зняць,脱
1040,anziehen::V,надзець,穿
1041,sich anziehen::V,адзецца,穿衣
1042,kämmen::V,прычасаць,梳
1043,schmücken::V,аздобіць,装饰
1044,sagen::V,сказаць,说
1045,sprechen::V,гаварыць,说
1046,reden::V,размаўляць,讲
1047,sich unterhalten::V,гутарыць,聊天
1048,fragen::V,спытаць,问
1049,bitten::V,прасіць,请
1050,erzählen::V,расказаць,叙述
1051,mitteilen::V,паведаміць,通知
1052,nennen::V,назваць,叫做
1053,rufen::V,зваць,叫
1054,prahlen::V,хваліцца,吹牛
1055,übersetzen::V,перакласці,翻译
1056,denken::V,думаць,想
1057,glauben::V,верыць,以为
1058,bemerken::V,заўважыць,发觉
1059,erkennen::V,пазнаць,识别
1060,begreifen::V,спасцігнуць,理解
1061,verstehen::V,пачуць,明白
1062,lernen::V,вучыцца,学
1063,wissen::V,знаць,知道
1064,sich erinnern an::V,памятаць,回忆
1065,vergessen::V,забыць,忘记
1066,messen::V,мераць,测量
1067,zählen::V,лічыць,数
1068,rechnen::V,лічыць,计算
1069,lesen::V,чытаць,读
1070,malen::V,маляваць,画
1071,zeichnen::V,рысаваць,绘制
1072,schreiben::V,пісаць,写
1073,besitzen::V,мець,占有
1074,kaufen::V,купіць,买
1075,verkaufen::V,прадаць,卖
1076,bezahlen::V,заплаціць,付钱
1077,zahlen::V,плаціць,支付
1078,beherrschen::V,уладаць,统治
1079,beherrschen::V,валодаць,统治
1080,ertragen::V,выцерпець,忍耐
