,Concept_ID,lt,hr
807,teuer::A,brangus,skup
808,wertvoll::A,vertingas,vrijedan
809,wertvoll::A,vertingas,dragocjen
810,blind::A,aklas,slijep
811,taub::A,kurčias,gluh
812,kräftig::A,stiprus,snažan
813,stark::A,stiprus,jak
814,stark::A,stiprus,snažan
815,schwach::A,silpnas,slab
816,fett::A,riebus,pretio
817,schlank::A,laibas,vitak
818,schlank::A,lieknas,vitak
819,hübsch::A,gražus,zgodan
820,böse::A,blogas,zao
821,böse::A,blogas,opak
822,dumm::A,paikas,glup
823,dumm::A,kvailas,glup
824,faul::A,tingus,lijen
825,fleißig::A,stropus,radin
826,fleißig::A,stropus,marljiv
827,fleißig::A,kruopštus,radin
828,fleißig::A,kruopštus,marljiv
829,geizig::A,šykštus,škrt
830,klug::A,sumanus,razborit
831,klug::A,protingas,razborit
832,geschickt::A,apsukrus,vješt
833,lieb::A,mielas,drag
834,lustig::A,smagus,veseo
835,lustig::A,linksmas,veseo
836,sanft::A,švelnus,blag
837,sanft::A,minkštas,blag
838,hungrig::A,alkanas,gladan
839,krank::A,ligotas,bolestan
840,krank::A,sergantis,bolestan
841,nackt::A,nuogas,nag
842,traurig::A,liūdnas,tužan
843,traurig::A,liūdnas,žalostan
844,lebendig::A,gyvas,živ
845,gut::A,geras,dobar
846,schlecht::A,blogas,loš
847,schlecht::A,blogas,rđav
848,schlecht::A,prastas,loš
849,schlecht::A,prastas,rđav
850,richtig::A,tikras,tačan
851,richtig::A,tikras,ispravan
852,richtig::A,teisingas,tačan
853,richtig::A,teisingas,ispravan
854,schlimm::A,blogas,zao
855,schlimm::A,blogas,zločest
856,schlimm::A,prastas,zao
857,schlimm::A,prastas,zločest
858,wahr::A,tikras,istinit
859,alt::A,senas,star
860,neu::A,naujas,nov
861,ehemalig::A,buvęs,bivši
862,alt[Lebewesen]::A,pagyvenęs,star
863,jung::A,jaunas,mlad
864,arm::A,neturtingas,ubog
865,arm::A,neturtingas,siromašan
866,reich::A,turtingas,bogat
867,bekannt::A,žinomas,poznat
868,bekannt::A,pažįstamas,poznat
869,berühmt::A,žymus,čuven
870,berühmt::A,žymus,slavan
871,berühmt::A,garsus,čuven
872,berühmt::A,garsus,slavan
873,fremd::A,svetimas,tuđ
874,fremd::A,svetimas,stran
875,verschieden::A,įvairus,razan
876,verschieden::A,įvairus,različan
877,nah::A,artimas,blizak
878,fern::A,tolimas,dalek
879,fern::A,tolimas,daljnji
880,linker::A,kairys,lijevi
881,rechter::A,dešinys,desni
882,anderer::A,kitas,drugi
883,anderer::A,kitas,drugačiji
884,erster::A,pirmas,prvi
885,zweiter::A,antras,drugi
886,dritter::A,trečias,treći
887,letzter::A,paskutinis,zadnji
888,allein::ADV,vienas,sam
889,auf einmal::ADV,iš karto,istodobno
890,zusammen::ADV,kartu,skupa
891,zusammen::ADV,kartu,zajedno
892,zusammen::ADV,drauge,skupa
893,zusammen::ADV,drauge,zajedno
894,lange::ADV,ilgai,dugo
895,plötzlich::ADV,staiga,naglo
896,plötzlich::ADV,staiga,iznenada
897,sofort::ADV,tuojau,odmah
898,später::ADV,vėliau,kasnije
899,später::ADV,paskiau,kasnije
900,jetzt::ADV,dabãr,sad
901,jetzt::ADV,dabãr,sada
902,heute::ADV,šiandien,danas
903,morgen::ADV,rytoj,sutra
904,bald::ADV,greitai,skoro
905,bald::ADV,greitai,doskora
906,bald::ADV,netrukus,skoro
907,bald::ADV,netrukus,doskora
908,dann::ADV,po to,zatim
909,gestern::ADV,vakar,juče
910,gestern::ADV,vakar,jučer
911,einst::ADV,kadaise,negda
912,einst::ADV,kadaise,nekada
913,einst::ADV,kitą kartą,negda
914,einst::ADV,kitą kartą,nekada
915,damals::ADV,anuomet,tada
916,damals::ADV,anuomet,onda
917,damals::ADV,anuokart,tada
918,damals::ADV,anuokart,onda
919,danach::ADV,po to,poslije
920,danach::ADV,po to,nakon toga
921,danach::ADV,paskui,poslije
922,danach::ADV,paskui,nakon toga
923,vorher::ADV,anksčiau,prije
924,vorher::ADV,anksčiau,prije toga
925,zuerst::ADV,pirma,prvo
926,zuerst::ADV,pirma,najprije
927,zuerst::ADV,iš pradžių̃,prvo
928,zuerst::ADV,iš pradžių̃,najprije
929,einmal::ADV,kartą,jednom
930,einmal::ADV,kartą,jedanput
931,einmal::ADV,vieną kartą,jednom
932,einmal::ADV,vieną kartą,jedanput
933,manchmal::ADV,kai kada,katkad
934,manchmal::ADV,kai kada,katkada
935,oft::ADV,dažnai,često
936,immer::ADV,visada,vazda
937,immer::ADV,visada,uvijek
938,immer::ADV,visuomet,vazda
939,immer::ADV,visuomet,uvijek
940,niemals::ADV,niekada,nikad
941,niemals::ADV,niekada,nikada
942,niemals::ADV,niekuomet,nikad
943,niemals::ADV,niekuomet,nikada
944,hier::ADV,čia,tu
945,hier::ADV,čia,ovdje
946,hierhin::ADV,šen,amo
947,hierhin::ADV,šen,ovamo
948,hierhin::ADV,čionai,amo
949,hierhin::ADV,čionai,ovamo
950,von hier::ADV,iš čia,odavde
951,dort::ADV,ten,ondje
952,dort::ADV,tenai,ondje
953,dorthin::ADV,ten,onamo
954,dorthin::ADV,ten link,onamo
955,geradeaus::ADV,tiesiai,ravno
956,vorwärts::ADV,pirmyn,naprijed
957,rückwärts::ADV,atbulai,natrag
958,zurück::ADV,atgal,nazad
959,zurück::ADV,atgal,natrag
960,unten::ADV,žemai,dolje
961,unten::ADV,apačioje,dolje
962,hinab::ADV,žemyn,nizbrdo
963,oben::ADV,viršuj,gore
964,hinauf::ADV,aukštyn,uzbrdo
965,hinauf::ADV,į viršų,uzbrdo
966,überall::ADV,visur,svuda
967,überall::ADV,visur,svagdje
968,nicht::ADV,ne,ne
969,ein wenig::ADV,truputį,malo
970,kaum::ADV,vos,tek
971,kaum::ADV,vos,jedva
972,sehr::ADV,labai,jako
973,sehr::ADV,labai,veoma
974,sehr::ADV,baisiai,jako
975,sehr::ADV,baisiai,veoma
976,so::ADV,taip,tako
977,so::ADV,taip,ovako
978,noch::ADV,dar,još
979,nur::ADV,tik,samo
980,nur::ADV,vien,samo
981,schon::ADV,jau,već
982,wieder::ADV,vėl,opet
983,wieder::ADV,vėl,ponovo
984,wieder::ADV,iš naujo,opet
985,wieder::ADV,iš naujo,ponovo
986,vergebens::ADV,veltui,uzalud
987,vergebens::ADV,veltui,zabadava
988,vergebens::ADV,bergždžiai,uzalud
989,vergebens::ADV,bergždžiai,zabadava
990,vor::PRP,prieš,pred
991,vor::PRP,prieš,ispred
992,hinter::PRP,už,za
993,hinter::PRP,už,iza
994,unter::PRP,po,pod
995,unter::PRP,po,ispod
996,durch::PRP,pro,po
997,durch::PRP,pro,kroz
998,durch::PRP,per,po
999,durch::PRP,per,kroz
1000,neben::PRP,prie,kraj
1001,neben::PRP,prie,pored
1002,neben::PRP,prie,pokraj
1003,neben::PRP,šalia,kraj
1004,neben::PRP,šalia,pored
1005,neben::PRP,šalia,pokraj
1006,zwischen::PRP,tarp,među
1007,zwischen::PRP,tarp,između
1008,wegen::PRP,dėl,radi
1009,wegen::PRP,dėl,zbog
1010,wegen::PRP,dėlei,radi
1011,wegen::PRP,dėlei,zbog
1012,dies::PRN,šis,ovo
1013,dies::PRN,šitas,ovo
1014,das::PRN,tat,to
1015,das::PRN,tat,ono
1016,alles::PRN,visas,sve
1017,ich::PRN,aš,ja
1018,du::PRN,tu,ti
1019,er::PRN,jis,on
1020,wir::PRN,mes,mi
1021,ihr::PRN,jūs,vi
1022,sie::PRN,ji,oni
1023,sie::PRN,jos,oni
1024,was::FPRN,kas,što
1025,wer::FPRN,kas,tko
1026,wo::FADV,kur,gdje
1027,wohin::FADV,kur,kuda
1028,wohin::FADV,kur,kamo
1029,wohin::FADV,kur link,kuda
1030,wohin::FADV,kur link,kamo
1031,wie::FADV,kaip,kako
1032,warum::FADV,kod̃ėl,zašto
1033,warum::FADV,dėl ko,zašto
1034,wieviel::FNUM,kiek,koliko
1035,eins::NUM,vienas,jedan
1036,zwei::NUM,du,dva
1037,drei::NUM,trys,tri
1038,vier::NUM,keturi,četiri
1039,fünf::NUM,penki,pet
1040,sechs::NUM,šeši,šest
1041,sieben::NUM,septyni,sedam
1042,acht::NUM,aštuoni,osam
1043,neun::NUM,devyni,devet
1044,zehn::NUM,dešimt,deset
1045,elf::NUM,vienuolika,jedanaest
1046,zwölf::NUM,dvylika,dvanaest
1047,zwanzig::NUM,dvidešimt,dvadeset
1048,dreißig::NUM,trisdešimt,trideset
1049,vierzig::NUM,keturiasdešimt,četrdeset
1050,fünfzig::NUM,penkiasdešimt,pedeset
1051,sechzig::NUM,šešiasdešimt,šezdeset
1052,siebzig::NUM,septyniasdešimt,sedamdeset
1053,achtzig::NUM,aštuoniasdešimt,osamdeset
1054,neunzig::NUM,devyniasdešimt,devetdeset
1055,hundert::NUM,šimtas,sto
1056,tausend::NUM,tūkstantis,tisuća
1057,und::CNJ,ĩr,i
1058,und::CNJ,ĩr,te
1059,oder::CNJ,ar,ili
1060,oder::CNJ,arba,ili
1061,stehen::V,stovėti,stajati
1062,sitzen::V,sėdėti,sjediti
1063,liegen::V,gulėti,ležati
1064,hängen::V,kyboti,visiti
1065,hängen::V,kabėti,visiti
1066,werden::V,taptis,postati
1067,werden::V,taptis,činiti se
1068,werden::V,darytis,postati
1069,werden::V,darytis,činiti se
1070,passieren::V,atsitikti,desiti se
1071,passieren::V,atsitikti,dogoditi se
1072,passieren::V,pasitaikyti,desiti se
1073,passieren::V,pasitaikyti,dogoditi se
1074,beginnen::V,prasid́ėti,početi
1075,enden::V,baigtis,prestati
1076,enden::V,baigtis,svršiti se
1077,wechseln::V,keistis,mijenjati se
1078,wechseln::V,pasikeisti,mijenjati se
1079,aufgehen[Sonne]::V,tekėti,izići
1080,aufgehen[Sonne]::V,patekėti,izići
1081,untergehen[Sonne]::V,leistis,zaći
1082,untergehen[Sonne]::V,nusileisti,zaći
1083,scheinen[Sonne]::V,šviesti,sijati
1084,donnern::V,griausti,grmjeti
1085,donnern::V,griaudėti,grmjeti
1086,wehen::V,pūsti,duhati
1087,strömen::V,lietis,strujati
1088,strömen::V,plūsti,strujati
1089,fließen::V,tekėti,teći
1090,sich drehen::V,suktis,obrtati se
1091,sich drehen::V,suktis,vrtjeti se
1092,sich drehen::V,pasisukti,obrtati se
1093,sich drehen::V,pasisukti,vrtjeti se
1094,schwanken::V,svyruoti,teturati
1095,schwanken::V,svyruoti,kolebati se
1096,schwingen::V,suptis,njihati
1097,schwingen::V,suptis,titrati
1098,fallen::V,pulti,padati
1099,fallen::V,kristi,padati
1100,brennen::V,degti,gorjeti
1101,rauchen::V,rūkyti,dimiti se
1102,regnen::V,lyti,kišiti
1103,regnen::V,lyti,daždjeti
1104,gefrieren::V,užšalti,smrznuti se
1105,tauen::V,tirpti,kopnjeti
1106,tauen::V,tirpti,kraviti se
1107,schmelzen::V,lydytis,topiti se
1108,trocknen::V,džiūti,sušiti se
1109,sieden::V,virti,kipjeti
1110,sieden::V,virti,ključati
1111,faulen::V,pūti,gnjiti
1112,verfaulen::V,švinkti,sagnjiti
1113,reißen::V,plyšti,otrgnuti se
1114,reißen::V,trūkti,otrgnuti se
1115,versinken::V,skę̃sti,tonuti
1116,versinken::V,skę̃sti,propasti
1117,versinken::V,grimzti,tonuti
1118,versinken::V,grimzti,propasti
1119,vergehen::V,praeiti,prolaziti
1120,erscheinen::V,pasirodyti,pojaviti se
1121,verschwinden::V,dingti,nestati
1122,verschwinden::V,dingti,izgubiti se
1123,verschwinden::V,išnykti,nestati
1124,verschwinden::V,išnykti,izgubiti se
1125,verschwinden::V,pranykti,nestati
1126,verschwinden::V,pranykti,izgubiti se
1127,sinken::V,kristi,trgnuti
1128,sinken::V,kristi,spustiti se
1129,abnehmen::V,mažėti,opasti
1130,abnehmen::V,silpnėti,opasti
1131,zunehmen::V,didėti,povećati se
1132,zunehmen::V,padaugėti,povećati se
1133,steigen::V,kilti,uzići
1134,steigen::V,kilti,nadoći
1135,wachsen::V,augti,rasti
1136,glänzen::V,blizgėti,blistati
1137,glänzen::V,blizgėti,sjati se
1138,funkeln::V,žibėti,svjetlucati
1139,lärmen::V,triukšmauti,bučati
1140,lärmen::V,triukšmauti,galamiti
1141,läuten::V,skambinti,zvoniti
1142,klingeln::V,skambinti,zvoniti
1143,klirren::V,žvangėti,zvečati
1144,brausen::V,šniokšti,hujati
1145,rauschen::V,ošti,šumiti
1146,rauschen::V,ošti,šuškati
1147,rauschen::V,šlamėti,šumiti
1148,rauschen::V,šlamėti,šuškati
1149,klingen::V,skardėti,zvučati
1150,bellen::V,loti,lajati
1151,heulen::V,kaukti,zavijati
1152,heulen::V,staugti,zavijati
1153,blasen::V,pūsti,puhati
1154,pfeifen::V,švilpti,fućkati
1155,pfeifen::V,švilpauti,fućkati
1156,schreien::V,šaukti,vikati
1157,schreien::V,šaukti,kričati
1158,stöhnen::V,dejuoti,stenjati
1159,stöhnen::V,aimanuoti,stenjati
1160,zittern::V,virpėti,drhtati
1161,zittern::V,virpėti,trepetati
1162,leben::V,gyventi,živjeti
1163,geboren werden::V,gimti,roditi se
1164,atmen::V,alsuoti,disati
1165,atmen::V,kvėpuoti,disati
1166,trinken::V,gerti,piti
1167,essen::V,valgyti,jesti
1168,schlucken::V,praryti,gutati
1169,müde werden::V,nuvargti,umoriti se
1170,müde werden::V,privargti,umoriti se
1171,einschlafen::V,užmigti,usnuti
1172,einschlafen::V,užmigti,zaspati
1173,schlafen::V,miegoti,spati
1174,aufwachen::V,pabusti,probuditi se
1175,aufstehen::V,keltis,ustati
1176,aufstehen::V,atsikelti,ustati
1177,sich erholen::V,pailsėti,odmoriti se
1178,sich erholen::V,poilsiauti,odmoriti se
1179,krank werden::V,susirgti,oboljeti se
1180,krank werden::V,susirgti,razboljeti se
1181,krank sein::V,sirgti,bolovati
1182,schmerzen::V,sopėti,boljeti
1183,schmerzen::V,skaudėti,boljeti
1184,husten::V,kosėti,kašljati
1185,genesen::V,sveikti,ozdraviti
1186,genesen::V,sveikti,oporaviti se
1187,genesen::V,taisytis,ozdraviti
1188,genesen::V,taisytis,oporaviti se
1189,sterben::V,mirti,umrijeti
1190,sterben::V,numirti,umrijeti
1191,umkommen::V,žūti,skapati
1192,sich bewegen::V,judėti,gibati se
1193,sich bewegen::V,judėti,kretati se
1194,sich bewegen::V,pasijudinti,gibati se
1195,sich bewegen::V,pasijudinti,kretati se
1196,sich rühren::V,krutėti,maknuti se
1197,sich erheben::V,pakilti,dići se
1198,sich erheben::V,atsikelti,dići se
1199,sich setzen::V,sėstis,sjesti
1200,sich setzen::V,atsisėsti,sjesti
1201,hinfallen::V,parkristi,pasti
1202,hinfallen::V,pargriūti,pasti
1203,laufen::V,eiti,hodati
1204,schreiten::V,žengti,stupati
1205,schreiten::V,žingsniuoti,stupati
1206,spazierengehen::V,pasivaikščioti,šetati se
1207,eilen::V,skubėti,hitati
1208,sich beeilen::V,paskub́ėti,požuriti se
1209,sich beeilen::V,pasiskubinti,požuriti se
1210,sausen::V,dumti,juriti
1211,sausen::V,lėkti,juriti
1212,rennen::V,bėgti,trčati
1213,springen::V,šokti,skakati
1214,klettern::V,kopti,popeti se
1215,klettern::V,kopti,penjati se
1216,schaukeln::V,supti,ljuljati se
1217,schaukeln::V,linguoti,ljuljati se
1218,kriechen::V,ropoti,puzati
1219,kriechen::V,ropoti,gmizati
1220,kriechen::V,šliaužti,puzati
1221,kriechen::V,šliaužti,gmizati
1222,schwimmen::V,plaukti,plivati
1223,tauchen::V,nerti,roniti
1224,tauchen::V,nerti,gnjuriti
1225,rudern::V,irtis,veslati
1226,rudern::V,irkluoti,veslati
1227,fahren::V,važiuoti,voziti se
1228,fahren::V,važinėti,voziti se
1229,fliegen::V,lėkti,letjeti
1230,fliegen::V,lėkti,lijetati
1231,fliegen::V,skristi,letjeti
1232,fliegen::V,skristi,lijetati
1233,gehen::V,eiti,ići
1234,weggehen::V,išeiti,otići
1235,abfahren::V,išvykti,krenuti
1236,abfahren::V,išvykti,otputovati
1237,abfahren::V,išvažiuoti,krenuti
1238,abfahren::V,išvažiuoti,otputovati
1239,anhalten::V,sustoti,stati
1240,anhalten::V,sustoti,zaustaviti
1241,hineingehen::V,įeiti,ulaziti
1242,eintreten::V,įžengti,ući
1243,kommen::V,ateiti,doći
1244,ankommen::V,ateiti,stići
1245,zurückkommen::V,grį̃žti,vratiti se
1246,zurückkommen::V,grį̃žti,povratiti se
1247,zurückkommen::V,sugrį̃žti,vratiti se
1248,zurückkommen::V,sugrį̃žti,povratiti se
1249,bleiben::V,likti,ostati
1250,bleiben::V,pasilikti,ostati
1251,warten::V,laukti,čekati
1252,erwarten::V,laukti,očekivati
1253,suchen::V,ieškoti,tražiti
1254,finden::V,rasti,naći
1255,finden::V,surasti,naći
1256,versuchen::V,mėginti,pokušati
1257,vorbereiten::V,rengti,spremiti
1258,vorbereiten::V,rengti,pripremiti
1259,lieben::V,myĺėti,voljeti
1260,mögen::V,ḿėgti,voljeti
1261,mögen::V,patikti,voljeti
1262,lachen::V,juoktis,smijati se
1263,rühren::V,jaudinti,taknuti
1264,rühren::V,graudinti,taknuti
1265,weinen::V,verkti,plakati
1266,schimpfen::V,bartis,psovati
1267,sich ärgern::V,pykti,ljutiti se
1268,sich ärgern::V,apmaudauti,ljutiti se
1269,sich fürchten::V,bijoti,bojati se
1270,sich fürchten::V,baimintis,bojati se
1271,fürchten::V,bijoti,bojati se
1272,fürchten::V,baimintis,bojati se
1273,fliehen::V,bėgti,pobjeći
1274,fliehen::V,sprukti,pobjeći
1275,flüchten::V,pabėgti,utjeći
1276,sehen::V,žiūŕėti,vidjeti
1277,anschauen::V,žiūŕėti,ogledati
1278,ansehen::V,žiūrėti į,gledati
1279,ansehen::V,pažiūrėti į,gledati
1280,hören::V,girdėti,čuti
1281,zuhören::V,klausytis,slušati
1282,probieren::V,ragauti,probati
1283,probieren::V,paragauti,probati
1284,riechen::V,uosti,osjećati miris
1285,riechen::V,užuosti,osjećati miris
1286,fühlen::V,justi,osjećati
1287,fühlen::V,jausti,osjećati
1288,fühlen::V,pajusti,osjećati
1289,scheinen::V,rodytis,činiti se
1290,scheinen::V,atrodyti,činiti se
1291,zu sehen sein::V,pasirodyti,biti vidljiv
1292,vernehmen::V,išgirsti,saznati
1293,frieren::V,šalti,zima je
1294,tun::V,daryti,raditi
1295,können::V,galėti,moći
1296,können::V,pajėgti,moći
1297,wollen::V,norėti,htjeti
1298,anfangen::V,pradėti,početi
1299,anfangen::V,prasid́ėti,početi
1300,beenden::V,baigti,svršiti
1301,beenden::V,baigti,dovršiti
1302,beenden::V,užbaigti,svršiti
1303,beenden::V,užbaigti,dovršiti
1304,aufhören::V,liautis,prestati
1305,gelingen::V,pavykti,uspjeti
1306,gelingen::V,pasisekti,uspjeti
1307,geraten::V,nusisekti,desiti se
1308,öffnen::V,atverti,otvoriti
1309,öffnen::V,atidaryti,otvoriti
1310,schließen::V,uždaryti,zatvoriti
1311,stellen::V,statyti,metnuti
1312,stellen::V,statyti,postaviti
1313,stellen::V,pastatyti,metnuti
1314,stellen::V,pastatyti,postaviti
1315,setzen::V,sodinti,posaditi
1316,setzen::V,pasodinti,posaditi
1317,legen::V,dėti,polagati
1318,legen::V,pad́ėti,polagati
1319,berühren::V,liesti,doticati
1320,berühren::V,liesti,dodirivati
1321,berühren::V,paliesti,doticati
1322,berühren::V,paliesti,dodirivati
1323,verbinden::V,jungti,spojiti
1324,verbinden::V,jungti,zavezati
1325,verbinden::V,surišti,spojiti
1326,verbinden::V,surišti,zavezati
1327,bedecken::V,uždengti,pokriti
1328,aufhängen::V,pakarti,objesiti
1329,aufhängen::V,pakabinti,objesiti
1330,anzünden::V,padegti,upaliti
1331,anzünden::V,padegti,zapaliti
1332,aufheben::V,pakelti,podići
1333,aufheben::V,pakelti,podignuti
1334,zurücklassen::V,palikti,ostaviti
1335,zurücklassen::V,palikti,pustiti natrag
1336,verlieren::V,pamesti,izgubiti
1337,fallen lassen::V,atsisakyti,ispustiti
1338,machen::V,dirbti,uraditi
1339,machen::V,dirbti,načiniti
1340,machen::V,dirbti,napraviti
1341,herstellen::V,gaminti,proizvesti
1342,bauen::V,statyti,graditi
1343,bauen::V,pastatyti,graditi
1344,reparieren::V,taisyti,popraviti
1345,reparieren::V,remontuoti,popraviti
1346,verbessern::V,gerinti,poboljšati
1347,verbessern::V,ištaisyti,poboljšati
1348,ändern::V,keisti,promijeniti
1349,ändern::V,pakeisti,promijeniti
1350,graben::V,kasti,kopati
1351,graben::V,kasti,kopkati
1352,beugen::V,lenkti,saviti
1353,beugen::V,palenkti,saviti
1354,biegen::V,lenkti,saviti
1355,biegen::V,lenkti,sagnuti
1356,biegen::V,palenkti,saviti
1357,biegen::V,palenkti,sagnuti
1358,drehen::V,sukti,vrtjeti
1359,wenden::V,kreipti,obrnuti
1360,wenden::V,pakreipti,obrnuti
1361,umdrehen::V,sukti,okrenuti
1362,umdrehen::V,sukti,prevŕnuti
1363,umdrehen::V,apversti,okrenuti
1364,umdrehen::V,apversti,prevŕnuti
1365,heben::V,kelti,dizati
1366,heben::V,pakelti,dizati
1367,hochheben::V,pakelti,dignuti
1368,ergreifen::V,čiupti,uhvatiti
1369,ergreifen::V,čiupti,prihvatiti
1370,ergreifen::V,griebti,uhvatiti
1371,ergreifen::V,griebti,prihvatiti
1372,halten::V,laikyti,držati
1373,halten::V,palaikyti,držati
1374,drücken::V,spausti,pritiskivati
1375,schieben::V,stumti,gurati
1376,kratzen::V,kasyti,česati
1377,kratzen::V,kasyti,grepsti
1378,kratzen::V,grandyti,česati
1379,kratzen::V,grandyti,grepsti
1380,lecken::V,laižyti,lizati
1381,beißen::V,kandžioti,ujesti
1382,beißen::V,kandžioti,gristi
1383,abreißen::V,nuplėšti,otkinuti
1384,abschneiden::V,atpjauti,odrezati
1385,abschneiden::V,atkirpti,odrezati
1386,binden::V,rišti,vezati
1387,binden::V,surišti,vezati
1388,stecken::V,kišti,turiti
1389,stecken::V,įkišti,turiti
1390,brechen::V,lūžti,slomiti
1391,brechen::V,laužyti,slomiti
1392,klopfen::V,belsti,lupati
1393,klopfen::V,belsti,kucati
1394,klopfen::V,barbenti,lupati
1395,klopfen::V,barbenti,kucati
1396,hauen::V,mušti,tući
1397,hauen::V,mušti,udarati
1398,kleben::V,lipdyti,lijepiti
1399,kleben::V,klijuoti,lijepiti
1400,reiben::V,trinti,trti
1401,reiben::V,tarkuoti,trti
1402,streichen::V,tepti,namazati
1403,streichen::V,užtepti,namazati
1404,schleifen::V,galą́sti,brusiti
1405,schneiden::V,pjauti,rezati
1406,schneiden::V,kirpti,rezati
1407,rütteln::V,purtyti,drmati
1408,schütteln::V,purtyti,tresti
1409,schwenken::V,mojuoti,mahati
1410,schütten::V,pilti,sipati
1411,schütten::V,pilti,lijevati
1412,schütten::V,berti,sipati
1413,schütten::V,berti,lijevati
1414,füllen::V,pildyti,napuniti
1415,füllen::V,pripildyti,napuniti
1416,einwickeln::V,įvynioti,umotati
1417,einwickeln::V,įvynioti,zamotati
1418,einwickeln::V,suvynioti,umotati
1419,einwickeln::V,suvynioti,zamotati
1420,tragen::V,nešti,nositi
1421,tragen::V,nešioti,nositi
1422,schleppen::V,vilkti,tegliti
1423,ziehen::V,tempti,vući
1424,aufbewahren::V,laikyti,čuvati
1425,werfen::V,mesti,bacati
1426,werfen::V,sviesti,bacati
1427,fangen::V,sugauti,loviti
1428,fangen::V,sugauti,hvatati
1429,packen::V,čiupti,ščepati
1430,packen::V,čiupti,zgrabiti
1431,packen::V,griebti,ščepati
1432,packen::V,griebti,zgrabiti
1433,verstecken::V,slėpti,sakriti
1434,verstecken::V,slapstyti,sakriti
1435,teilen::V,dalyti,podijeliti
1436,teilen::V,padalyti,podijeliti
1437,schicken::V,sių̃sti,slati
1438,schicken::V,pasių̃sti,slati
1439,bringen::V,atnešti,donijeti
1440,hinzufügen::V,pridėti,dodati
1441,hinzufügen::V,pridėti,pridati
1442,bekommen::V,gauti,dobiti
1443,erhalten::V,gauti,primiti
1444,nehmen::V,paimti,uzeti
1445,wählen::V,rinkti,izabrati
1446,wählen::V,išsirinkti,izabrati
1447,auswählen::V,išrinkti,odabrati
1448,bewahren::V,išsaugoti,sačuvati
1449,behindern::V,trukdyti,smetati
1450,verderben::V,sugadinti,pokvariti
1451,beschädigen::V,žaloti,oštetiti
1452,beschädigen::V,gadinti,oštetiti
1453,zerbrechen::V,sukulti,razbiti
1454,zerbrechen::V,sukulti,prelomiti
1455,zerbrechen::V,sudaužyti,razbiti
1456,zerbrechen::V,sudaužyti,prelomiti
1457,zerreißen::V,perplėšti,poderati
1458,zerreißen::V,perplėšti,rastrgnuti
1459,zerreißen::V,suplėšyti,poderati
1460,zerreißen::V,suplėšyti,rastrgnuti
1461,zerstören::V,suardyti,razoriti
1462,zerstören::V,suardyti,razrušiti
1463,zerstören::V,sugriauti,razoriti
1464,zerstören::V,sugriauti,razrušiti
1465,verbrennen::V,deginti,spaliti
1466,verbrennen::V,deginti,sagorjeti
1467,verbrennen::V,sudeginti,spaliti
1468,verbrennen::V,sudeginti,sagorjeti
1469,geben::V,duoti,dati
1470,geben::V,paduoti,dati
1471,reichen::V,paduoti,pružiti
1472,schenken::V,dovanoti,darivati
1473,versprechen::V,žadėti,obećati
1474,versprechen::V,pažadėti,obećati
1475,wünschen::V,norėti,željeti
1476,wünschen::V,linḱėti,željeti
1477,loben::V,girti,hvaliti
1478,loben::V,pagirti,hvaliti
1479,küssen::V,bučiuoti,ljubiti
1480,wiegen::V,supti,njihati
1481,wiegen::V,supti,ljuljati
1482,zudecken::V,užkloti,pokriti
1483,zudecken::V,uždengti,pokriti
1484,wecken::V,žadinti,probuditi
1485,zeigen::V,rodyti,pokazati
1486,führen::V,vesti,voditi
1487,führen::V,vadovauti,voditi
1488,lehren::V,mokyti,učiti
1489,lehren::V,išmokyti,učiti
1490,unterrichten::V,dėstyti,poučiti
1491,aufziehen::V,išauginti,uzgajati
1492,leiten::V,valdyti,upravljati
1493,leiten::V,vadovauti,upravljati
1494,antreiben::V,uiti,natjeravati
1495,antreiben::V,raginti,natjeravati
1496,antreiben::V,skubinti,natjeravati
1497,lassen::V,paliepti,dati
1498,einladen::V,kviesti,pozvati
1499,einladen::V,pakviesti,pozvati
1500,vereinigen::V,sujungti,ujediniti
1501,vereinigen::V,suvienyti,ujediniti
1502,besuchen::V,lankyti,posjetiti
1503,besuchen::V,aplankyti,posjetiti
1504,treffen::V,sutikti,sresti
1505,treffen::V,pasitikti,sresti
1506,sich versammeln::V,susirinkti,okupiti se
1507,spielen::V,groti,igrati se
1508,spielen::V,žaisti,igrati se
1509,singen::V,dainuoti,pjevati
1510,tanzen::V,šokti,plesati
1511,sich trennen::V,skirtis,razići se
1512,sich trennen::V,išsiskirti,razići se
1513,verlassen::V,palikti,ostaviti
1514,verlassen::V,palikti,napustiti
1515,retten::V,gelbėti,spasiti
1516,bewachen::V,sergėti,čuvati
1517,bewachen::V,sergėti,stražariti
1518,schützen::V,ginti,čuvati
1519,schützen::V,apginti,čuvati
1520,verteidigen::V,ginti,obraniti
1521,verteidigen::V,apginti,obraniti
1522,sich schlagen::V,muštis,biti se
1523,sich schlagen::V,muštis,udariti se
1524,schießen::V,šauti,pucati
1525,schießen::V,šauti,strijeljati
1526,schießen::V,šaudyti,pucati
1527,schießen::V,šaudyti,strijeljati
1528,siegen::V,nugalėti,pobijediti
1529,ärgern::V,pykinti,ljutiti
1530,schlagen::V,mušti,biti
1531,schlagen::V,mušti,udariti
1532,schlagen::V,smogti,biti
1533,schlagen::V,smogti,udariti
1534,schlagen::V,trenkti,biti
1535,schlagen::V,trenkti,udariti
