,Concept_ID,te,el
635,richtig::A,సరియైన,σωστός
636,schlimm::A,అసహ్యమైన,άσχημος
637,wahr::A,నిజమైన,αληθής
638,wahr::A,నిజమైన,αληθινός
639,alt::A,ముసలి,παλιός
640,neu::A,క్రొత్త,νέος
641,neu::A,క్రొత్త,καινούργιος
642,ehemalig::A,పూర్వపు,παλιός
643,alt[Lebewesen]::A,ముసలి,γέρος
644,jung::A,పసి,νέος
645,arm::A,బీద,φτωχός
646,reich::A,ధనవంతుడైన,πλούσιος
647,bekannt::A,తెలిసిన,γνωστός
648,berühmt::A,ప్రపిద్దికెక్కివ,περίφημος
649,berühmt::A,ప్రపిద్దికెక్కివ,ξακουσμένος
650,fremd::A,అన్యమైన,ξένος
651,verschieden::A,భేదమైన,διαφορετικός
652,nah::A,దగ్గఱనున్న,κοντινός
653,fern::A,దూరమందున్న,μακριά
654,linker::A,ఎడమప్రక్కగ,αριστερός
655,rechter::A,కుడి,δεξιός
656,anderer::A,వేఱ్తెన,άλλος
657,erster::A,మొదటి,πρώτος
658,zweiter::A,రెండన,δεύτερος
659,dritter::A,మూడో,τρίτος
660,letzter::A,కడపటి,τελευταίος
661,allein::ADV,ఒంటిగా,μόνος
662,auf einmal::ADV,హరాత్తుగ,εφάπαξ
663,zusammen::ADV,కలిసి,μαζί
664,lange::ADV,బహుకాలము,πολύν καιρό
665,plötzlich::ADV,హరాత్తుగ,έξαφνα
666,sofort::ADV,తక్షణము,αμέσως
667,später::ADV,ఇటీవలి,αργότερα
668,jetzt::ADV,ఇప్పుడు,τώρα
669,heute::ADV,నేడు,σήμερα
670,morgen::ADV,ఱేపు,αύριο
671,bald::ADV,శీఘ్రముగ,σε λίγο
672,bald::ADV,శీఘ్రముగ,εντός ολίγου
673,dann::ADV,అప్పుడు,ύστερα
674,gestern::ADV,నిన్నటి దినము,χτες
675,einst::ADV,పూర్వమొకప్పుడు,ποτέ
676,einst::ADV,పూర్వమొకప్పుడు,άλλοτε
677,damals::ADV,అప్పుడు,τότε
678,danach::ADV,అప్పుడు,μετά
679,danach::ADV,అప్పుడు,ύστερα
680,vorher::ADV,ఎదుట,πριν
681,vorher::ADV,ఎదుట,προηγουμένως
682,zuerst::ADV,మొదటిలో,πρώτα
683,einmal::ADV,ఒకసారి,μία φορά
684,manchmal::ADV,అప్పటప్పటికి,κάποτε
685,oft::ADV,తఱచుగా,συχνά
686,oft::ADV,తఱచుగా,πολλές φορές
687,immer::ADV,ఎల్లప్పుడు,πάντα
688,immer::ADV,ఎల్లప్పుడు,πάντοτε
689,niemals::ADV,ఎప్పుడునులేదు,ποτέ
690,hier::ADV,ఇక్కడ,εδώ
691,hierhin::ADV,ఇక్కడకు,εδώ
692,von hier::ADV,ఇక్కడనుండి,από δω
693,dort::ADV,అక్కడ,εκεί
694,dorthin::ADV,అక్కడికి,προς τα κει
695,geradeaus::ADV,సూటిగా,κατευθείαν
696,vorwärts::ADV,ముందుకు,εμπρός
697,rückwärts::ADV,వెనుకకు,πίσω
698,zurück::ADV,వెనుకభాగము,πίσω
699,unten::ADV,క్రింద,κάτω
700,hinab::ADV,కిందికి,προς τα κάτω
701,oben::ADV,మీద,πάνω
702,oben::ADV,మీద,επάνω
703,hinauf::ADV,పైకి,προς τα πάνω
704,überall::ADV,అంతటా,παντού
705,nicht::ADV,కాదు,δεν
706,ein wenig::ADV,కొంచెము,λιγάκι
707,kaum::ADV,చాలిచాలక,μόλις
708,sehr::ADV,చాల,πολύ
709,so::ADV,ఆలాగున,έτσι
710,noch::ADV,ఇప్పటికిని,ακόμα
711,nur::ADV,మాత్రము,μόνο
712,schon::ADV,ఇదివఱకే,ήδη
713,schon::ADV,ఇదివఱకే,κιόλας
714,wieder::ADV,తిరిగి,ξανά
715,vergebens::ADV,నిష్ఫలముగా,μάταια
716,vor::PRP,ముందు,μπροστά σε
717,vor::PRP,ముందు,μπροστά από
718,hinter::PRP,వెనుక,πίσω από 
719,unter::PRP,క్రింద,υπό
720,unter::PRP,క్రింద,κάτω από
721,durch::PRP,ద్వారా,διά
722,durch::PRP,ద్వారా,διά μέσου
723,neben::PRP,దగ్గెర,δίπλα σε
724,zwischen::PRP,మధ్య,μεταξύ
725,zwischen::PRP,మధ్య,ανάμεσα σε
726,wegen::PRP,కారణంగా,για
727,wegen::PRP,కారణంగా,λόγω
728,dies::PRN,ఇది,αυτό
729,das::PRN,అది,το
730,alles::PRN,సకలము,όλα
731,ich::PRN,నేను,εγώ
732,du::PRN,నీవు,σύ
733,du::PRN,నీవు,εσύ
734,er::PRN,అతడు,αυτός
735,wir::PRN,మనము,εμείς
736,ihr::PRN,మీరు,εσείς
737,sie::PRN,వారు,αυτοί
738,was::FPRN,ఏమి,τι
739,wer::FPRN,ఎవడు,ποιος
740,wo::FADV,ఎక్కడ,πού
741,wohin::FADV,ఎందుకు,πού
742,wohin::FADV,ఎందుకు,για πού
743,wie::FADV,ఎట్టు,πώς
744,warum::FADV,ఏల,γιατί
745,wieviel::FNUM,ఎంత,πόσος
746,eins::NUM,ఒకటి,ένα
747,zwei::NUM,రెండు,δύο
748,drei::NUM,మూడు,τρία
749,drei::NUM,మూడు,τρεις
750,vier::NUM,నాలుగు,τέσσερα
751,vier::NUM,నాలుగు,τέσσερις
752,fünf::NUM,అయిదు,πέντε
753,sechs::NUM,ఆఱు,έξι
754,sieben::NUM,ఏరు,εφτά
755,acht::NUM,ఎనిమదు,οχτώ
756,neun::NUM,తొమ్మిది,εννιά
757,zehn::NUM,పది,δέκα
758,elf::NUM,పదునొకొండు,έντεκα
759,zwölf::NUM,పండ్రండు,δώδεκα
760,zwanzig::NUM,ఇరుపది,είκοσι
761,dreißig::NUM,ముప్పది,τριάντα
762,vierzig::NUM,నలువది,σαράντα
763,fünfzig::NUM,ఏబది,πενήντα
764,sechzig::NUM,అరుపది,εξήντα
765,siebzig::NUM,డెబ్బది,εβδομήντα
766,achtzig::NUM,ఎనుబది,ογδόντα
767,neunzig::NUM,తొంబది,ενενήντα
768,hundert::NUM,నూఱు,εκατό
769,tausend::NUM,వేయి,χίλιοι
770,und::CNJ,మఱియు,και
771,oder::CNJ,లేక,ή
772,stehen::V,నిలుచు,στέκομαι
773,stehen::V,నిలుచు,είμαι όρθιος
774,sitzen::V,కూర్చుండు,κάθομαι
775,liegen::V,పండుకొనుట,είμαι ξαπλωμένος
776,hängen::V,వ్రేలాడదీయు,κρέμομαι
777,werden::V,అగు,γίνομαι
778,passieren::V,సంభవించు,συμβαίνω
779,beginnen::V,ఆరంభించు,αρχίζω
780,enden::V,తీరుట,τελειώνω
781,wechseln::V,మార్చు,αλλάζω
782,aufgehen[Sonne]::V,ఉదయించు,βγαίνω
783,aufgehen[Sonne]::V,ఉదయించు,ανατέλλω
784,untergehen[Sonne]::V,అస్తమించు,δύω
785,untergehen[Sonne]::V,అస్తమించు,βασιλεύω
786,scheinen[Sonne]::V,ప్రకాశించు,λάμπω
787,donnern::V,ఉరుముట,βροντώ
788,wehen::V,దురద్పప్టము,φυσώ
789,strömen::V,పారుట,ρέω
790,strömen::V,పారుట,τρέχω
791,fließen::V,ప్రవహించు,ρέω
792,sich drehen::V,తిరుగు,γυρίζω
793,sich drehen::V,తిరుగు,στρέφομαι
794,schwanken::V,ఆడించుట,ταλαντεύομαι
795,schwingen::V,ఊగుట,αιωρούμαι
796,schwingen::V,ఊగుట,ταλαντεύομαι
797,fallen::V,పడు,πέφτω
798,brennen::V,కాలుట,καίω
799,rauchen::V,పొగసుట,καπνίζω
800,regnen::V,కురిపించుట,βρέχω
801,gefrieren::V,గడ్డకట్టు,παγώνω
802,tauen::V,కరగు,λειώνω
803,schmelzen::V,కరగు,λειώνω
804,trocknen::V,యెండుట,στεγνώνω
805,sieden::V,ఉడుకు,βράζω
806,faulen::V,క్రుళ్లు,σαπίζω
807,verfaulen::V,క్షిణించు,σαπίζω
808,reißen::V,చించు,σχίζω
809,versinken::V,మునుగు,βουλιάζω
810,versinken::V,మునుగు,βυθίζομαι
811,vergehen::V,సంభవించు,περνώ
812,erscheinen::V,కనబడు,εμφανίζομαι
813,verschwinden::V,అదృశ్యమగు,χάνομαι
814,verschwinden::V,అదృశ్యమగు,εξαφανίζομαι
815,sinken::V,ముణుగుట,κατεβαίνω
816,abnehmen::V,తగ్గు,μειώνομαι 
817,zunehmen::V,పెరుగుట,αυξάνω
818,zunehmen::V,పెరుగుట,μεγαλώνω
819,steigen::V,లేచు,ανεβαίνω
820,wachsen::V,పెరుగు,μεγαλώνω
821,glänzen::V,ప్రకాశించు,γυαλίζω
822,funkeln::V,ప్రకాశించు,αστράφτω
823,funkeln::V,ప్రకాశించు,σπιθοβολώ
824,lärmen::V,అరుచుట,θορυβώ
825,läuten::V,మేళవించుట,χτυπώ 
826,klingeln::V,వాయించుట,κουδουνίζω
827,klirren::V,ఘంటానాదము,κουδουνίζω
828,brausen::V,గర్జించు,βουΐζω
829,rauschen::V,చటచటమనుట,βουΐζω
830,klingen::V,ధ్వనించుట,ηχώ
831,bellen::V,అఱచు,γαυγίζω
832,heulen::V,కూయు,ουρλιάζω
833,blasen::V,దురద్పప్టము,φυσώ
834,pfeifen::V,ఈలవేయు,σφυρίζω
835,schreien::V,అఱచు,κραυγάζω
836,stöhnen::V,మూలుగు,βογγώ
837,zittern::V,వణకు,τρέμω
838,leben::V,జీవించుట,ζω
839,geboren werden::V,పుట్టుట,γεννιέμαι
840,atmen::V,ఉపిరి తీయు,αναπνέω
841,trinken::V,త్రాగు,πίνω
842,essen::V,తిను,τρώω
843,schlucken::V,మ్రింగు,καταπίνω
844,müde werden::V,అలయు,κουράζομαι
845,einschlafen::V,నిద్రించు,αποκοιμιέμαι
846,schlafen::V,నిద్రురించు,κοιμάμαι
847,aufwachen::V,మేలుకొను,ξυπνώ
848,aufstehen::V,లేచు,σηκώνομαι
849,sich erholen::V,నడ్డి వాల్చు,ξεκουράζομαι
850,krank werden::V,జబ్బుపడు,αρρωσταίνω
851,krank sein::V,జబ్బు చేయు,ασθενώ
852,schmerzen::V,నొచ్చుట,πονώ
853,husten::V,దగ్గుట,βήχω
854,genesen::V,కుదురుట,θεραπεύομαι
855,sterben::V,మరణించు,πεθαίνω
856,umkommen::V,నశించు,πεθαίνω
857,sich bewegen::V,కదలు,κουνιέμαι
858,sich rühren::V,కదలు,σαλεύω
859,sich erheben::V,లేచు,επαναστατώ
860,sich setzen::V,కూర్చుణ్డు,κάθομαι
861,hinfallen::V,దొర్లు,πέφτω κάτω
862,laufen::V,నడచు,τρέχω
863,schreiten::V,అడుగుపెట్టుట,βαδίζω
864,spazierengehen::V,పచారు చేయు,κάνω βόλτα
865,spazierengehen::V,పచారు చేయు,πηγαίνω περίπατο
866,eilen::V,తొందరపడు,σπεύδω
867,sich beeilen::V,త్వరపెట్టు,βιάζομαι
868,sausen::V,విసరికొట్టు,τρέχω γρήγορα
869,rennen::V,పరుగెత్తు,τρέχω
870,springen::V,దుముకు,πηδώ
871,klettern::V,ఎక్కు,σκαρφαλώνω
872,schaukeln::V,ఉయ్యాల ఊగు ,κουνιέμαι
873,kriechen::V,ప్రాకు,έρπω
874,kriechen::V,ప్రాకు,σέρνομαι
875,schwimmen::V,ఈదు,κολυμπώ
876,tauchen::V,మునుగు,βουτώ
877,rudern::V,తెడ్లతోఁగడపు,κωπηλατώ
878,fahren::V,నడపు,πηγαίνω
879,fliegen::V,ఎగురు,πετώ
880,gehen::V,పోవు,βαδίζω
881,gehen::V,పోవు,πηγαίνω
882,weggehen::V,బయలుదేరు,φεύγω
883,abfahren::V,విడిచిపోవు,ξεκινώ
884,abfahren::V,విడిచిపోవు,αναχωρώ
885,anhalten::V,నిలుపు,σταματώ
886,hineingehen::V,ప్రవేశించు,μπαίνω
887,eintreten::V,ప్రవేశించు,μπαίνω
888,eintreten::V,ప్రవేశించు,εισέρχομαι
889,kommen::V,వచ్చు,έρχομαι
890,ankommen::V,వచ్చి చేరు,φτάνω
891,zurückkommen::V,తిరిగీవచ్చుట,επιστρέφω
892,bleiben::V,ఉండు,μένω
893,warten::V,కనిపెట్టు,περιμένω
894,erwarten::V,నిరిక్షించు,αναμένω
895,erwarten::V,నిరిక్షించు,περιμένω
896,suchen::V,వెదకు,ψάχνω
897,finden::V,కనుగొను,βρίσκω
898,versuchen::V,ప్రయత్నించు,προσπαθώ
899,vorbereiten::V,తయారుచేయు,προετοιμάζω
900,lieben::V,ప్రేమించు,αγαπώ
901,mögen::V,ఇష్టపడు,μου αρέσει
902,lachen::V,నవ్వు,γελώ
903,rühren::V,గుండె తాకు,συγκινώ
904,weinen::V,వీడ్చు,κλαίω
905,schimpfen::V,గొణుగు,βρίζω
906,sich ärgern::V,అలుగు,θυμώνω
907,sich fürchten::V,భయపడు,φοβάμαι
908,fürchten::V,భయపడు,φοβάμαι
909,fliehen::V,పాఱిపోపు,φεύγω
910,flüchten::V,తప్పించుకొను,δραπετεύω
911,sehen::V,చూచు,βλέπω
912,anschauen::V,చూచు,κοιτάζω
913,ansehen::V,కాచియుండు,βλέπω
914,hören::V,విను,ακούω
915,zuhören::V,విను,ακούω
916,probieren::V,చవిచూచుట,δοκιμάζω
917,riechen::V,వాసనచూచు,μυρίζω
918,riechen::V,వాసనచూచు,οσφραίνομαι
919,fühlen::V,స్పర్శించుట,αισθάνομαι
920,scheinen::V,కనబడు,φαίνομαι
921,zu sehen sein::V,చూవు,φαίνομαι
922,vernehmen::V,విను,ακούω
923,vernehmen::V,విను,μαθαίνω
924,frieren::V,చలికి వడకు,κρυώνω
925,tun::V,చేయు,κάνω
926,können::V,గల,ξέρω
927,können::V,గల,μπορώ
928,wollen::V,కోరు,θέλω
929,anfangen::V,ఆరంభించు,αρχίζω
930,beenden::V,ముగించు,τελειώνω
931,aufhören::V,నిలుపు,παύω
932,gelingen::V,గెలుపాందు,πετυχαίνω
933,geraten::V,వెలువడు,γίνομαι
934,öffnen::V,తెఱచు,ανοίγω
935,schließen::V,మూయు,κλείνω
936,stellen::V,ఉంచు,θέτω
937,setzen::V,ఉంచు,θέτω
938,legen::V,పెట్టు,θέτω
939,berühren::V,తాకు,εγγίζω
940,verbinden::V,చేర్చుట,συνδέω
941,bedecken::V,మూయు,σκεπάζω
942,aufhängen::V,వ్రేలాడదీయు,κρεμώ
943,anzünden::V,వెలిగించు,ανάβω
944,aufheben::V,సేకరించు,σηκώνω
945,zurücklassen::V,విడుచు,εγκαταλείπω
946,verlieren::V,పోగొట్టుకొను,χάνω
947,fallen lassen::V,జాఱవిడుచు,αφήνω να πέσει
948,machen::V,చేయు,κάνω
949,machen::V,చేయు,φτιάχνω
950,herstellen::V,ఉత్పత్తిచేయు,κατασκευάζω
951,bauen::V,నిర్మించు,χτίζω
952,bauen::V,నిర్మించు,οικοδομώ
953,reparieren::V,సరిచేయు,επισκευάζω
954,reparieren::V,సరిచేయు,επιδιορθώνω
955,verbessern::V,వృద్ధి చేయు,βελτιώνω
956,verbessern::V,వృద్ధి చేయు,καλυτερεύω
957,ändern::V,మార్చు,αλλάζω
958,graben::V,త్రవ్వు,σκάβω
959,beugen::V,వంచు,λυγίζω
960,biegen::V,వంచు,κάμπτω
961,drehen::V,నూలువడుకు,στρέφω
962,wenden::V,త్రిప్పు,γυρίζω
963,umdrehen::V,త్రిప్పు,γυρίζω
964,heben::V,ఎత్తు,υψώνω
965,heben::V,ఎత్తు,σηκώνω
966,hochheben::V,ఎత్తు,υψώνω
967,hochheben::V,ఎత్తు,σηκώνω
968,ergreifen::V,వశపఱచుకొను,πιάνω
969,ergreifen::V,వశపఱచుకొను,αρπάζω
970,halten::V,ఉంచు,βαστώ
971,drücken::V,అణచు,πιέζω
972,schieben::V,నొక్కు,σπρώχνω
973,kratzen::V,గోకు,γρατσουνίζω
974,lecken::V,నాకు,γλείφω
975,beißen::V,కఱచు,δαγκάνω
976,abreißen::V,తెగతెంచు,κόβω
977,abreißen::V,తెగతెంచు,σχίζω
978,abschneiden::V,తెగకొట్టు,αποκόπτω
979,binden::V,కట్టు,δένω
980,stecken::V,తగులుకొనివుండుట,χώνω
981,brechen::V,పగులగొట్టు,σπάζω
982,klopfen::V,కొట్టు,χτυπώ
983,klopfen::V,కొట్టు,τινάζω
984,hauen::V,కొట్టు,χτυπώ
985,kleben::V,అంటుకొను,κολλώ
986,reiben::V,రాచు,τρίβω
987,streichen::V,వ్యాపింపజేయు,αλείφω
988,schleifen::V,రాచు,ακονίζω
989,schneiden::V,కోయు,κόβω
990,rütteln::V,కుదిలించుట,σείω
991,rütteln::V,కుదిలించుట,τινάζω
992,schütteln::V,కదల్చు,σείω
993,schütteln::V,కదల్చు,κουνώ
994,schwenken::V,ఊచుట,κουνώ
995,schütten::V,పోయు,χύνω
996,füllen::V,నింపు,γεμίζω
997,einwickeln::V,చుట్టు,τυλίγω
998,tragen::V,మోయు,φέρνω
999,schleppen::V,ఈడ్చు,κουβαλώ
1000,ziehen::V,ఈడ్చు,τραβώ
1001,aufbewahren::V,కాపాడు,φυλάω
1002,werfen::V,విసరు,ρίχνω
1003,fangen::V,పట్టుకొను,πιάνω
1004,packen::V,పట్టుకొను,τσακώνω
1005,verstecken::V,దాచు,κρύβω
1006,teilen::V,భాగించు,μερίζω
1007,schicken::V,పంపు,στέλνω
1008,bringen::V,తెచ్చు,φέρνω
1009,hinzufügen::V,చేర్చు,προσθέτω
1010,bekommen::V,సంపాదించు,προσκομίζω
1011,erhalten::V,పుచ్చుకొను,παίρνω
1012,erhalten::V,పుచ్చుకొను,λαμβάνω
1013,nehmen::V,తీసికొను,πιάνω
1014,nehmen::V,తీసికొను,παίρνω
1015,wählen::V,ఇష్టపడు,εκλέγω
1016,auswählen::V,ఏరుకొను,διαλέγω
1017,bewahren::V,భద్రపఱుచు,διατηρώ
1018,behindern::V,అడ్డగించుట,εμποδίζω
1019,verderben::V,చెఱచు,χαλώ
1020,beschädigen::V,చెరుపుట,ζημιώνω
1021,zerbrechen::V,పగులగొట్టు,σπάζω
1022,zerreißen::V,చించు,σχίζω
1023,zerstören::V,వాశనము చేయు,καταστρέφω
1024,verbrennen::V,కాల్చు,καίω
1025,geben::V,ఇచ్చు,δίνω
1026,reichen::V,అందుకొనుట,δίνω
1027,schenken::V,అర్పించు,χαρίζω
1028,versprechen::V,వాగ్దత్తము చేయు,υπόσχομαι
1029,wünschen::V,కోరు,εύχομαι
1030,loben::V,స్తుతించు,επαινώ
1031,küssen::V,ముద్దుపెట్టుకొను,φιλώ
1032,wiegen::V,ఊచుట,κουνώ
1033,wiegen::V,ఊచుట,νανουρίζω
1034,zudecken::V,మూయు,σκεπάζω
1035,wecken::V,నిద్రపలేపుట,ξυπνώ
1036,zeigen::V,చూవు,δείχνω
1037,führen::V,దారిచూపు,οδηγώ
1038,lehren::V,బోధించు,διδάσκω
1039,unterrichten::V,నేర్పు,διδάσκω
1040,aufziehen::V,పెంచు,ανατρέφω
1041,leiten::V,తీసుకపోవుట,ηγούμαι
1042,leiten::V,తీసుకపోవుట,διευθύνω
1043,antreiben::V,ప్రేరేపించు,σπρώχνω
1044,antreiben::V,ప్రేరేపించు,παρακινώ
1045,lassen::V,అనుమతించు,αφήνω
1046,einladen::V,ఆహ్వానించు,προσκαλώ
1047,vereinigen::V,కూడుట,ενώνω
1048,besuchen::V,పోయి చూచు,επισκέπτομαι
1049,treffen::V,కలియు,συναντώ
1050,sich versammeln::V,కూర్చు,μαζεύομαι
1051,spielen::V,ఆట లాడు,παίζω
1052,singen::V,పాడు,τραγουδώ
1053,tanzen::V,నృత్యముచేయు,χορεύω
1054,sich trennen::V,ఎడబాయుట,αποχωρίζομαι
1055,verlassen::V,విడుచు,εγκαταλείπω
1056,retten::V,తప్పించుట,σώζω
1057,bewachen::V,కాపాడు,φρουρώ
1058,schützen::V,రక్షించు,προστατεύω
1059,verteidigen::V,రక్షించు,υπερασπίζω
1060,sich schlagen::V,జగడమాడు,χτυπιέμαι
1061,schießen::V,కాల్చు,πυροβολώ
1062,siegen::V,గెలుచు,νικώ
1063,ärgern::V,పీడించుట,τσαντίζω
1064,schlagen::V,కొట్టు,χτυπώ
1065,treten::V,తన్ను,κλοτσώ
1066,stechen::V,కుట్టు,τρυπώ
1067,stoßen::V,గెంటు,ωθώ
1068,stoßen::V,గెంటు,σπρώχνω
1069,stehlen::V,దొంగిలించు,κλέβω
1070,stören::V,కలతపఱచు,διαταράσσω
1071,belästigen::V,పీడించు,ενοχλώ
1072,verbergen::V,దాచు,κρύβω
1073,täuschen::V,మోసము చేయు,παραπλανώ
1074,betrügen::V,మోసపుచ్చు,απατώ
1075,töten::V,చంపు,σκοτώνω
1076,töten::V,చంపు,θανατώνω
1077,wohnen::V,నివసించు,μένω
1078,wohnen::V,నివసించు,κατοικώ
1079,arbeiten::V,పనిచేయు,δουλεύω
1080,arbeiten::V,పనిచేయు,εργάζομαι
1081,sammeln::V,ప్రోగుచేయు,μαζεύω
1082,sammeln::V,ప్రోగుచేయు,συλλέγω
1083,pflücken::V,యేరుట,κόβω
1084,jagen::V,వేటాడు,κυνηγώ
1085,fischen::V,వెదకు,ψαρεύω
1086,fassen::V,పట్టుకొమ,πιάνω
1087,hüten::V,మందచేరుట,φυλάγω
1088,hüten::V,మందచేరుట,προσέχω
1089,treiben::V,నడపు,οδηγώ
1090,anbinden::V,కట్టు,δένω
1091,füttern::V,భోజనము పెట్టు,ταΐζω
1092,melken::V,పాలు పితుకు,αρμέγω
1093,hacken::V,నఱకు,κόβω
1094,gießen::V,నీళ్ళుకట్టుట,ποτίζω
1095,reifen::V,పండుట,ωριμάζω
1096,zubereiten::V,వండు,ετοιμάζω
1097,kochen::V,వండు,βράζω
1098,backen::V,రొట్టెకాల్చు,ψήνω
1099,braten::V,వేపు,τηγανίζω
1100,umrühren::V,కదులుట,ανακατεύω
1101,stricken::V,అల్లు,πλέκω
1102,nähen::V,కుట్టు,ράβω
1103,färben::V,రంగు వేయు,βάφω
1104,färben::V,రంగు వేయు,χρωματίζω
1105,reinigen::V,శుభ్రము చేయు,καθαρίζω
1106,waschen::V,కడుగు,πλένω
1107,abwischen::V,తుడుచు,σφουγγίζω
1108,spülen::V,నీటిలో జడించు,ξεπλένω
1109,fegen::V,ఊడ్చు,σκουπίζω
1110,kehren::V,ఊడ్చు,σκουπίζω
1111,baden::V,స్నానము చేయు,κάνω μπάνιο
1112,sich waschen::V,కడుగు,πλένομαι
1113,ausziehen::V,విప్పు,βγάζω
1114,anziehen::V,ధరించు,φορώ
1115,sich anziehen::V,బట్టలు వేసుకొను,ντύνομαι
1116,sich anziehen::V,తొడుగుకొను,ντύνομαι
1117,kämmen::V,దువ్వుట,χτενίζω
1118,schmücken::V,అలంకరించు,στολίζω
1119,sagen::V,చెప్పు,λέω
1120,sprechen::V,చెప్పు,μιλώ
1121,reden::V,మాటలాడు,μιλώ
1122,reden::V,మాటలాడు,κουβεντιάζω
1123,sich unterhalten::V,ముచ్చటలాడు,συνομιλώ
1124,sich unterhalten::V,ముచ్చటలాడు,κουβεντιάζω
1125,fragen::V,ప్రశ్నించు,ρωτώ
1126,bitten::V,కోరు,ζητώ
1127,bitten::V,కోరు,παρακαλώ
1128,erzählen::V,చెప్పు,διηγούμαι
1129,mitteilen::V,తెలియజేయు,πληροφορώ
1130,nennen::V,పేరు వెట్టు,ονομάζω
1131,rufen::V,పిలుచు,φωνάζω
1132,prahlen::V,జల్లి,καυχιέμαι
1133,übersetzen::V,తర్జుమాచేయు,μεταφράζω
1134,denken::V,ఆలోచించు,σκέφτομαι
1135,glauben::V,నమ్ము,πιστεύω
1136,bemerken::V,గుర్తించు,παρατηρώ
1137,erkennen::V,గుర్తించు,αναγνωρίζω
1138,begreifen::V,గ్రహించు,καταλαβαίνω
1139,verstehen::V,గ్రహించు,ακούω
1140,lernen::V,నేర్చు కొను,μαθαίνω
1141,wissen::V,తెలిసికొను,ξέρω
1142,sich erinnern an::V,జ్ఞాపకముంచుకొను,θυμάμαι
1143,vergessen::V,మఱచిపోవు,ξεχνώ
1144,messen::V,కొలుచుట,μετρώ
1145,zählen::V,లెక్కపెట్టు,μετρώ
1146,rechnen::V,లెక్కపెట్టు,λογαριάζω
1147,lesen::V,చదువు,διαβάζω
1148,malen::V,పూనుట,ζωγραφίζω
1149,zeichnen::V,వ్రాసుట,σχεδιάζω
1150,schreiben::V,వ్రాయు,γράφω
1151,besitzen::V,కలిగియుండు,κατέχω
1152,kaufen::V,కొను,αγοράζω
1153,verkaufen::V,అమ్ము,πουλώ
1154,bezahlen::V,చెల్లించు,πληρώνω
1155,zahlen::V,చెల్లించు,πληρώνω
1156,beherrschen::V,ఏలు,κυριαρχώ
1157,ertragen::V,భరించు,βαστώ
1158,ertragen::V,భరించు,αντέχω
