,Concept_ID,sl,kn
564,nass::A,móker,ಒದ್ದೆಯಾದ
565,trocken::A,súh,ಶುಷ್ಕ
566,voll::A,póln,ತುಂಬಿದ
567,leer::A,prázen,ಖಾಲಿ
568,offen::A,odpŕt,ಮುಚ್ಚಲ್ಲದ
569,geschlossen::A,zapŕt,ಮುಚ್ಚಿದ
570,sauber::A,číst,ಶುದ್ಧ
571,sauber::A,líčen,ಶುದ್ಧ
572,schmutzig::A,umázan,ಅಶುದ್ಧ
573,roh::A,suròv,ಹಸಿ
574,reif::A,zrèl,ಹಣ್ಣಾದ
575,lecker::A,okúsen,ಗುಚಿಕರ
576,süß::A,sládek,ಸಿಹಿ
577,bitter::A,grenák,ಕಹಿ
578,sauer::A,kísel,ಹುಳಿಯಾದ
579,hell::A,svetèl,ಹೊಳೆಯುವ
580,dunkel::A,temèn,ಮಬ್ಬಾದ
581,schwarz::A,čŕn,ಕಪ್ಪು
582,weiß::A,bél,ಬಿಳಿಯ
583,rot::A,rdèč,ಕೆಂಪು
584,gelb::A,žólt,ಹಳದಯ
585,gelb::A,rumèn,ಹಳದಯ
586,blau::A,móder,ನೀಲ
587,grün::A,zelèn,ಕಾಯಾದ
588,grau::A,sív,ಬೂದುಬಣ್ಣದ
589,bunt::A,písan,ವರ್ಣರಂಜಿತ
590,billig::A,pocéni,ಅಗ್ಗ
591,teuer::A,drág,ದುಬಾರಿಯಾದ
592,wertvoll::A,dragocén,ಅಮೂಲ್ಯ
593,blind::A,slép,ಅಂಧ
594,taub::A,glúh,ಕಿವುಡಾದ
595,kräftig::A,močán,ಪ್ರಬಲ
596,stark::A,ják,ಶಕ್ತಿವಂತ
597,schwach::A,šíbek,ದುರ್ಬಲ
598,fett::A,dêbel,ಕೊಬ್ಬಿದ
599,schlank::A,vítek,ತೆಳ್ಳಗಿನ
600,hübsch::A,lép,ಅಂದವಾದ
601,böse::A,zèl,ಕೆಟ್ಟ
602,böse::A,hudôben,ಕೆಟ್ಟ
603,dumm::A,glúp,ಮಂದ
604,dumm::A,bédast,ಮಂದ
605,faul::A,lén,ಆಲಸ
606,fleißig::A,marljív,ಕಡಗುವ
607,geizig::A,škŕt,ಜುಗ್ಗ
608,klug::A,pámeten,ಚತುರ
609,geschickt::A,spréten,ದಕ್ಷ
610,lieb::A,míl,ಪ್ರಿಯ
611,lieb::A,ljúb,ಪ್ರಿಯ
612,lustig::A,vesél,ಖುಷಿಯಾದ
613,sanft::A,láhek,ಸೌಮ್ಯ
614,hungrig::A,láčen,ಹಸಿದ
615,krank::A,bolán,ಅಸ್ವಸ್ಥ
616,nackt::A,nág,ನಗ್ನ
617,traurig::A,túžen,ದುಃಖಿತ
618,lebendig::A,žív,ಜೀವಂತ
619,gut::A,dóber,ಒಳ್ಳೆಯ
620,schlecht::A,malopríden,ದುಷ್ಟ
621,richtig::A,pravílen,ಸರಿ
622,schlimm::A,húd,ಅಸಹ್ಯ
623,wahr::A,resníčen,ನಿಜ
624,alt::A,stàr,ಮುದಿ
625,neu::A,nòv,ಹೊಸ
626,ehemalig::A,nekdánji,ಮಾಜೀ
627,alt[Lebewesen]::A,stàr,ವೃದ್ಧ
628,jung::A,mlád,ಎಳ
629,arm::A,ubóg,ಬಡ
630,arm::A,réven,ಬಡ
631,reich::A,bogàt,ಶ್ರೀಮಂತ
632,bekannt::A,znán,ಅಪ್ತ
633,berühmt::A,sláven,ಪ್ರಸಿದ್ಧ
634,berühmt::A,znamenít,ಪ್ರಸಿದ್ಧ
635,fremd::A,túj,ಪರಕೀಯ
636,verschieden::A,razlíčen,ಬೇರೆ
637,nah::A,blížnji,ಹತ್ತಿರವಾದ
638,fern::A,dáleč,ದೂರದ
639,linker::A,lévi,ಎಡ
640,rechter::A,désni,ಬಲ
641,anderer::A,drúgi,ಇತರ
642,erster::A,pŕvi,ಪ್ರಥಮ
643,zweiter::A,drúgi,ದ್ವಿತೀಯ
644,dritter::A,trétji,ಮೂರನೆಯಜಗತ್ತು
645,letzter::A,poslédnji,ಅಂತ್ಯ
646,allein::ADV,sám,ಒಬ್ಬನೇ
647,auf einmal::ADV,obênem,ಒಡನೆ
648,zusammen::ADV,skúpaj,ಒಟ್ಟಿಗೆ
649,lange::ADV,dólgo,ದೀರ್ಘ
650,plötzlich::ADV,náglo,ಅನಾಮತ್ತು
651,plötzlich::ADV,nenádoma,ಅನಾಮತ್ತು
652,sofort::ADV,prècej,ಜಾಗ್ರತೆ
653,später::ADV,poznêje,ತರುವಾಯ
654,jetzt::ADV,zdàj,ಈಗ
655,heute::ADV,dánes,ಇಂದು
656,morgen::ADV,jútri,ನಾಳೆ
657,bald::ADV,kmálu,ಬೇಗ
658,dann::ADV,nató,ಆಗ
659,gestern::ADV,včéraj,ನಿನ್ನೆ
660,einst::ADV,nékdaj,ಪೂರ್ವದಲ್ಲಿ
661,damals::ADV,tedàj,ಆಗ
662,damals::ADV,takràt,ಆಗ
663,danach::ADV,potèm,ಆಮೇಲೆ
664,vorher::ADV,poprèj,ಮುಂಚೆ
665,zuerst::ADV,spŕva,ಮೊದಲಿಗೆ
666,einmal::ADV,ênkrat,ಒಮ್ಮೆ
667,manchmal::ADV,včásih,ಆಗಾಗ
668,oft::ADV,pogósto,ಅನೇಕಸಲ
669,immer::ADV,védno,ಯಾವಾಗಲೂ
670,immer::ADV,zméraj,ಯಾವಾಗಲೂ
671,niemals::ADV,nikdàr,ಯಾವಾಗಲೂ ಇಲ್ಲ
672,hier::ADV,tù,ಇಲ್ಲಿ
673,hier::ADV,túkaj,ಇಲ್ಲಿ
674,hierhin::ADV,sèmkaj,ಇತ್ತ
675,von hier::ADV,od tú,ಇಲ್ಲಿಂದ
676,dort::ADV,tàm,ಅಲ್ಲಿ
677,dorthin::ADV,tjà,ಅಲ್ಲಿಗೆ
678,geradeaus::ADV,rávno napréj,ಸೀದಾ
679,vorwärts::ADV,napréj,ಮುನ್ನೆಡೆವ
680,rückwärts::ADV,zádaj,ಹಿಂದುಗಡೆಗೆ
681,zurück::ADV,nazáj,ಹಿಂದಕ್ಕೆ
682,unten::ADV,dôli,ಕೆಳಗೆ
683,unten::ADV,spôdaj,ಕೆಳಗೆ
684,hinab::ADV,dôl,ಕೆಳಕ್ಕೆ
685,oben::ADV,gôri,ಮೇಲೆ
686,oben::ADV,zgôraj,ಮೇಲೆ
687,hinauf::ADV,gôr,ಮೇಲಕ್ಕೆ
688,überall::ADV,povsód,ಎಲ್ಲಸ್ಥಳಗಳು
689,nicht::ADV,ne,ಇಲ್ಲ
690,nicht::ADV,ne,ಅಲ್ಲ
691,ein wenig::ADV,málo,ತುಸು
692,kaum::ADV,kómaj,ಕಠಿನವಾಗಿ
693,sehr::ADV,zeló,ಬಹು
694,so::ADV,takó,ಅಷ್ಟು
695,noch::ADV,še,ಇನ್ನು
696,nur::ADV,samó,ಕೇವಲ
697,schon::ADV,žè,ಆಗಲೇ
698,wieder::ADV,spét,ಪುನಃ
699,vergebens::ADV,zamàn,ನಿಷ್ಫಲವಾಗಿ
700,vergebens::ADV,zastónj,ನಿಷ್ಫಲವಾಗಿ
701,vor::PRP,pred,ಮುಂದೆ
702,hinter::PRP,za,ಹಿಂದ
703,unter::PRP,pod,ಕೆಳ
704,durch::PRP,skózi,ನೇರವಾಗಿ
705,neben::PRP,kràj,ಅಧರ ಬಲಿಕ
706,neben::PRP,póleg,ಅಧರ ಬಲಿಕ
707,zwischen::PRP,med,ನಡುವೆ
708,zwischen::PRP,izmed,ನಡುವೆ
709,wegen::PRP,zarádi,ಅಧಕ್ಕಗಿ
710,dies::PRN,tó,ಈ
711,das::PRN,tó,ಅದು
712,alles::PRN,vsè,ಎಲ್ಲ
713,ich::PRN,jàz,ನಾನು
714,du::PRN,tí,ನೀನು
715,er::PRN,òn,ಅವನು
716,er::PRN,òn,ಇವನು
717,wir::PRN,mí,ನಾವು
718,ihr::PRN,ví,ನೀವು
719,sie::PRN,ôni,ಅವರು
720,was::FPRN,káj,ಏನು
721,wer::FPRN,kdó,ಯಾರಿಗೆ
722,wo::FADV,kjé,ಎಲ್ಲಿ
723,wohin::FADV,kám,ಎಲ್ಲಿಗೆ
724,wie::FADV,kakó,ಹೇಗೆ
725,warum::FADV,zakáj,ಏಕೆ
726,wieviel::FNUM,kóliko,ಎಷ್ಟು
727,eins::NUM,êden,ಒಂದು
728,zwei::NUM,dvá,ಎರಡು
729,drei::NUM,trí,ಮೂರು
730,vier::NUM,štíri,ನಾಲ್ಕು
731,fünf::NUM,pét,ಅಯ್ದು
732,sechs::NUM,šést,ಆರು
733,sieben::NUM,sédem,ಏಳು
734,acht::NUM,ósem,ಎಂಟು
735,neun::NUM,devét,ಒಂಭಬತ್ತು
736,zehn::NUM,desét,ಹತ್ತು
737,elf::NUM,enájst,ಹನ್ನೊಂದು
738,zwölf::NUM,dvánajst,ಹನ್ನೆರಡು
739,zwanzig::NUM,dvájset,ಇಪ್ಪತ್ತು
740,dreißig::NUM,trídeset,ಮೂವತ್ತು
741,vierzig::NUM,štírideset,ನಲವತ್ತು
742,fünfzig::NUM,pétdeset,ಐವತ್ತು
743,sechzig::NUM,šéstdeset,ಅರುವತ್ತು
744,siebzig::NUM,sédemdeset,ಎಪ್ಪತ್ತು
745,achtzig::NUM,ósemdeset,ಎಂಬತ್ತು
746,neunzig::NUM,devétdeset,ತೊಂಬತ್ತು
747,hundert::NUM,stó,ನೂರು
748,tausend::NUM,tísoč,ಸಾವಿರ
749,und::CNJ,in,ಮತ್ತು
750,oder::CNJ,áli,ಅಥವಾ
751,stehen::V,státi,ನಿಲ್ಲು
752,sitzen::V,sedéti,ಕುಳ್ಳಿರು
753,liegen::V,ležáti,ಮಲಗಿಕೊ
754,hängen::V,viséti,ಇಳಿಯಬಿಡು
755,werden::V,postáti,ಆಗು
756,passieren::V,zgodíti se,ಆಗು
757,beginnen::V,začéti se,ಆರಂಭಿಸು
758,enden::V,končáti se,ಕೊನೆಗಾಣು
759,wechseln::V,ménjati se,ಮಾರ್ಪಡಿಸು
760,aufgehen[Sonne]::V,vzíti,ಮೂಡು
761,untergehen[Sonne]::V,zaíti,ಮುಳುಗು
762,scheinen[Sonne]::V,sijáti,ಹೊಳೆ
763,donnern::V,grméti,ಗುಡುಗಾಗು
764,wehen::V,píhati,ತೀಡು
765,strömen::V,líti,ಹರಿ
766,fließen::V,têči,ಹರಿ
767,sich drehen::V,vrtéti se,ಸುತ್ತು
768,schwanken::V,kolébati,ಓಲಾಡು
769,schwingen::V,níhati,ತೂಗು
770,fallen::V,pádati,ಉದುರು
771,brennen::V,goréti,ಉರಿ
772,rauchen::V,kadíti se,ಹೊಗೆಬಿಡು
773,regnen::V,deževáti,ಸುರಿ
774,gefrieren::V,zmŕzniti,ಹೆಪ್ಪುಗಟ್ಟು
775,tauen::V,tájati,ಬೆಚ್ಚಗಾಗು
776,schmelzen::V,kopnéti,ಕರಗು
777,trocknen::V,sušíti se,ಒಣಗು
778,sieden::V,kipéti,ಕುದಿ
779,faulen::V,gníti,ಕೊಳೆ
780,verfaulen::V,zgníti,ನಶಿಸು
781,reißen::V,tŕgati se,ಒಡೆ
782,versinken::V,pogrézniti se,ಮುಳುಗು
783,vergehen::V,miníti,ಸಾಗು
784,erscheinen::V,pojáviti se,ತೋರು
785,verschwinden::V,izgíniti,ಮಾಯವಾಗು
786,sinken::V,péšati,ಕುಸಿ
787,abnehmen::V,pojémati,ತಗ್ಗು
788,zunehmen::V,véčati se,ಬೆಳೆ
789,zunehmen::V,množíti se,ಬೆಳೆ
790,steigen::V,dvígati se,ಉಬ್ಬು
791,wachsen::V,rásti,ಬೆಳೆ
792,glänzen::V,sijáti,ಮಿರುಗು
793,funkeln::V,ískriti se,ಮಿನುಗು
794,lärmen::V,ropotáti,ಶಬ್ದ ಮಾಡಲು
795,lärmen::V,razgrájati,ಶಬ್ದ ಮಾಡಲು
796,läuten::V,zvoníti,ಬಾರಿಸು
797,klingeln::V,zvončkljáti,ಅನುರಣಿಸು
798,klirren::V,žvenketáti,ಕಿಣಿಕಿಣಿಸು
799,brausen::V,šuméti,ಅಬ್ಬರಿಸು
800,rauschen::V,šuštéti,ಮರ್ಮರಗುಟ್ಟಿಸು
801,rauschen::V,šelestéti,ಮರ್ಮರಗುಟ್ಟಿಸು
802,klingen::V,zvenéti,ಉಸಿರು
803,bellen::V,lájati,ಬಗುಳು
804,heulen::V,zavíjati,ಅರಚು
805,blasen::V,píhniti,ಗಾಳಿ ಊದು
806,pfeifen::V,pískati,ಸಿಳ್ಳೆಯೂದು
807,pfeifen::V,žvížgati,ಸಿಳ್ಳೆಯೂದು
808,schreien::V,kričáti,ಕರೆ
809,stöhnen::V,stókati,ನರಳು
810,zittern::V,drgetáti,ನಡುಗು
811,leben::V,živéti,ಇರು
812,geboren werden::V,rodíti se,ಉಂಟಾಗು
813,atmen::V,díhati,ಉಸಿರು
814,trinken::V,píti,ಕುಡಿ
815,essen::V,jésti,ತಿನ್ನು
816,schlucken::V,požírati,ನುಂಗು
817,müde werden::V,péšati,ಬಳಲು
818,müde werden::V,utrúditi se,ಬಳಲು
819,einschlafen::V,zaspáti,ನಿದ್ಧೆಹೋಗು
820,schlafen::V,spáti,ನಿದ್ರಿಸು
821,aufwachen::V,zbudíti se,ಏಳು
822,aufstehen::V,vstáti,ಏಳು
823,sich erholen::V,oddahníti se,ಸುಧಾರಿಸು
824,krank werden::V,oboléti,ಬೇನೆಬೀಳು
825,krank sein::V,bíti bolán,ಕೆಟ್ಟ ಎಂದು
826,schmerzen::V,boléti,ಕಚ್ಚು
827,husten::V,kášljati,ಕೆಮ್ಮು
828,genesen::V,okrévati,ಮತ್ತೆಹೊದಿಸು
829,sterben::V,umréti,ಮೃತಪಡು
830,umkommen::V,pogíniti,ಹಾಳಾಗು
831,sich bewegen::V,zganíti se,ಚಲಿಸು
832,sich rühren::V,premakníti se,ಕದಲು
833,sich erheben::V,vstájati,ಏಳು
834,sich erheben::V,vzdígniti se,ಏಳು
835,sich setzen::V,sésti,ಕೂರು
836,hinfallen::V,pásti dôl,ಬೀಳು
837,laufen::V,hodíti,ನಡೆ
838,schreiten::V,stópati,ಮೆಲ್ಲಗೆ ನಡೆ
839,spazierengehen::V,na sprehòd íti,ವಿಹರಿಸು
840,eilen::V,drvéti,ಮುನ್ನುಗ್ಗು
841,sich beeilen::V,hitéti,ಆತುರಪಡು
842,sausen::V,dírkati,ಒಗೆ
843,rennen::V,dírjati,ಓಡು
844,springen::V,skákati,ಜಿಗಿ
845,klettern::V,plézati,ಏರು
846,schaukeln::V,kolébati,ತೂಗು
847,kriechen::V,pláziti se,ತೆವಳು
848,schwimmen::V,plávati,ಈಜು
849,tauchen::V,potápljati se,ಕೆಳಗಿಳಿ
850,rudern::V,vesláti,ಸಾಗಿಸು
851,fahren::V,vozíti se,ನಡೆಸು
852,fahren::V,peljáti se,ನಡೆಸು
853,fliegen::V,létati,ಹಾರು
854,gehen::V,íti,ಹೋಗು
855,weggehen::V,odíti,ಹೊರಡು
856,abfahren::V,odpeljáti se,ತೆರಳು
857,anhalten::V,ustáviti se,ನಿಲ್ಲು
858,hineingehen::V,íti nóter,ಒಳಹೊಗು
859,eintreten::V,vstopíti,ಒಳಹೊಗು
860,kommen::V,príti,ಬರು
861,ankommen::V,prispéti,ಬರು
862,ankommen::V,prihájati,ಬರು
863,zurückkommen::V,vrníti se,ಹಿಂದಿರುಗು
864,bleiben::V,ostáti,ಇರು
865,warten::V,čákati,ಇರು
866,erwarten::V,pričakováti,ನಿರೀಕ್ಷಿಸು
867,suchen::V,iskáti,ಹುಡುಕು
868,finden::V,nájti,ಕಂಡುಕೊ
869,versuchen::V,poskúšati,ಪ್ರಯತ್ನಿಸು
870,vorbereiten::V,pripráviti,ಸಿದ್ಧವಾಗು
871,lieben::V,ljubíti,ಪ್ರೀತಿಸು
872,mögen::V,márati,ಇಷ್ಟಪಡು
873,lachen::V,smejáti se,ನಗು
874,rühren::V,ganíti,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
875,weinen::V,jókati,ಅಳು
876,weinen::V,plákati,ಅಳು
877,schimpfen::V,psováti,ಗೊಣಗು
878,schimpfen::V,zmérjati,ಗೊಣಗು
879,sich ärgern::V,jezíti se,ಗಣಗಾಡು
880,sich fürchten::V,báti se,ನಡುಗು
881,fürchten::V,báti se,ಹೆದರು
882,fliehen::V,bežáti,ಓಡಿಹೋಗು
883,flüchten::V,pobégniti,ಪಾರಾಗು
884,sehen::V,vídeti,ಕಾಣು
885,anschauen::V,oglédati,ನೋಡು
886,ansehen::V,glédati,ನಿರೀಕ್ಷಿಸು
887,hören::V,slíšati,ಕೇಳು
888,zuhören::V,poslúšati,ಆಲಿಸು
889,probieren::V,poskúšati,ರುಚಿ ನೋಡು
890,riechen::V,dúhati,ಮೂಸು
891,fühlen::V,čutíti,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
892,scheinen::V,zdéti se,ತೋರು
893,zu sehen sein::V,vídeti se,ಕಾಣಿಸು
894,vernehmen::V,čúti,ಕೇಳು
895,frieren::V,zébsti,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
896,tun::V,délati,ಮಾಡು
897,können::V,môči,ಮಾಡಬಲ್ಲ
898,wollen::V,hotéti,ಬಯಸು
899,anfangen::V,začéti,ಪ್ರಾರಂಭಿಸು
900,beenden::V,dokončáti,ನಿಲ್ಲಿಸು
901,aufhören::V,prenéhati,ಮುಗಿಸು
902,gelingen::V,uspéti,ಯಶಸ್ವಿಯಾಗು
903,gelingen::V,posréčiti se,ಯಶಸ್ವಿಯಾಗು
904,geraten::V,obnêsti se,ಉತ್ಪತ್ತಿಮಾಡು
905,öffnen::V,odpréti,ತೆರೆ
906,schließen::V,zapréti,ಮುಚ್ಚು
907,stellen::V,postáviti,ಇಕ್ಕು
908,setzen::V,posadíti,ಇಡು
909,legen::V,položíti,ಇಡು
910,berühren::V,dotíkati se,ತಾಕು
911,verbinden::V,obvézati,ಕೂಡಿಸು
912,bedecken::V,pokríti,ಮುಚ್ಚು
913,aufhängen::V,obésiti,ತೂಗುಹಾಕು
914,anzünden::V,zažgáti,ಹತ್ತಿಸು
915,aufheben::V,vzdígniti,ಆಯಿ
916,zurücklassen::V,zapustíti,ಬಿಡು
917,verlieren::V,izgubíti,ಕಳೆ
918,fallen lassen::V,navréči,ಬೀಳಿಸು
919,machen::V,naredíti,ಮಾಡು
920,machen::V,napráviti,ಮಾಡು
921,herstellen::V,izdélati,ತಯಾರಿಸು
922,bauen::V,gradíti,ಕಟ್ಟು
923,reparieren::V,popráviti,ಸರಿಪಡಿಸು
924,verbessern::V,izbóljšati,ತಿದ್ದು
925,ändern::V,spremeníti,ಬದಲಾಯಿಸು
926,graben::V,kopáti,ಅಗೆ
927,graben::V,grêbsti,ಅಗೆ
928,beugen::V,upogníti,ಬಗ್ಗಿಸು
929,biegen::V,zavíjati,ಬಗ್ಗಿಸು
930,drehen::V,vrtéti,ತಿರುಗು
931,wenden::V,obrníti,ತಿರುಗು
932,umdrehen::V,zasúkati,ತಿರುಗಿಸು
933,heben::V,dvígati,ಎತ್ತು
934,hochheben::V,privzdígniti,ಎತ್ತು
935,ergreifen::V,zgrábiti,ಆಕ್ರಮಿಸು
936,halten::V,držáti,ಹಿಡಿ
937,drücken::V,tiščáti,ಒತ್ತು
938,schieben::V,ríniti,ನೂಕು
939,kratzen::V,práskati,ತರಚಿಕೊಳ್ಳು
940,lecken::V,lízati,ನೆಕ್ಕು
941,beißen::V,grísti,ಕಚ್ಚು
942,abreißen::V,odtŕgati,ಹರಿ
943,abschneiden::V,odrézati,ಕತ್ತರಿಸು
944,binden::V,vézati,ಕಟ್ಟು
945,stecken::V,vtakníti,ಸಿಕ್ಕಿಸು
946,brechen::V,lomíti,ಮುರಿ
947,klopfen::V,tólči,ತಟ್ಟು
948,hauen::V,séči,ಹೊಡೆ
949,kleben::V,lépiti,ಅಂಟಿಸು
950,reiben::V,tréti,ಉಜ್ಜು
951,reiben::V,dŕgniti,ಉಜ್ಜು
952,streichen::V,namázati,ಹರಡು
953,schleifen::V,brúsiti,ಮಸೆ
954,schneiden::V,rézati,ಕತ್ತರಿಸು
955,rütteln::V,strésti,ಕುಲುಕಿಸು
956,schütteln::V,majáti,ಅಲುಗಿಸು
957,schwenken::V,obrníti,ತೂಗಾಡು
958,schütten::V,sípati,ಎರೆ
959,füllen::V,napolníti,ತುಂಬಿಸು
960,einwickeln::V,zavíti,ಹೊದಿಸು
961,tragen::V,nêsti,ಹೊರು
962,schleppen::V,vláčiti,ಜಗ್ಗು
963,ziehen::V,vléči,ಎಳೆ
964,aufbewahren::V,shranjeváti,ಇಟ್ಟುಕೊ
965,werfen::V,lúčati,ಎಸೆ
966,fangen::V,ujéti,ಹಿಡಿ
967,packen::V,prijéti,ಸೆಳೆ
968,verstecken::V,skríti,ಮುಚ್ಚಿಡು
969,teilen::V,razdelíti,ವಿಭಜಿಸು
970,schicken::V,pošíljati,ಕಳುಹಿಸು
971,bringen::V,prinêsti,ತರು
972,hinzufügen::V,pristáviti,ಕೂಡಿಸು
973,bekommen::V,dobíti,ಸಂಪಾದಿಸು
974,erhalten::V,prejéti,ಪಡೆ
975,nehmen::V,vzéti,ಹಿಡಿ
976,wählen::V,izbírati,ಆರಿಸು
977,auswählen::V,izbráti,ಆಯಿ
978,bewahren::V,ohraníti,ರಕ್ಷಿಸಿಡು
979,behindern::V,ovírati,ಅಡ್ಡಿಮಾಡು
980,verderben::V,pokváriti,ಕೆಡಿಸು
981,beschädigen::V,poškodováti,ಹಾಳುಮಾಡು
982,zerbrechen::V,razlomíti,ಮುರಿ
983,zerreißen::V,raztŕgati,ಸೀಳು
984,zerstören::V,razrúšiti,ಅಳಿಸು
985,verbrennen::V,sežgáti,ಸುಡು
986,geben::V,dáti,ಕೊಡು
987,reichen::V,séči,ಕೊಡು
988,reichen::V,molíti,ಕೊಡು
989,schenken::V,podáriti,ಅರ್ಪಿಸು
990,versprechen::V,obljubíti,ವಾಗ್ದಾನಮಾಡು
991,wünschen::V,vóščiti,ಬಯಸು
992,loben::V,hváliti,ಹೊಗಳು
993,küssen::V,poljubováti,ಚುಂಬಿಸು
994,wiegen::V,zíbati,ತೂಗು
995,zudecken::V,pokríti,ಹಾಸು
996,wecken::V,zbudíti,ಎಬ್ಬಿಸು
997,zeigen::V,pokázati,ತೋರಿಸು
998,führen::V,vêsti,ದಾರಿತೋರಿಸು
999,lehren::V,učíti,ಕಲಿಸು
1000,unterrichten::V,poučeváti,ಬೋಧಿಸು
1001,aufziehen::V,vzgojíti,ಸಲಹು
1002,leiten::V,uprávljati,ಮುಂದಾಳಾಗಿರು 
1003,antreiben::V,goníti,ಓಡಿಸು
1004,lassen::V,povzročíti,ಮಾಡಲುಬಿಡು
1005,einladen::V,povábiti,ಆಹ್ವಾನಿಸು
1006,vereinigen::V,zdrúžiti,ಒಂದಾಗು
1007,besuchen::V,obiskáti,ಭೇಟಿಯಾಗು
1008,treffen::V,pogodíti,ಸಂಧಿಸು
1009,sich versammeln::V,zbráti se,ನೆರೆ
1010,spielen::V,igráti se,ಆಡು
1011,singen::V,péti,ಹಾಡು
1012,tanzen::V,plésati,ಕುಣಿ
1013,sich trennen::V,ločíti se,ಪ್ರತ್ಯೇಮಾಡು
1014,verlassen::V,zapustíti,ಕಳೆ
1015,retten::V,réšiti,ರಕ್ಷಿಸು
1016,bewachen::V,strážiti,ಕಾಪಾಡು
1017,schützen::V,sčítiti,ಸಂರಕ್ಷಿಸು
1018,verteidigen::V,braníti,ಕಾಪಿಡು
1019,sich schlagen::V,têpsti se,ಕಿತ್ತಾಟ
1020,schießen::V,stréljati,ಎಸೆ
1021,siegen::V,zmágati,ಗೆಲ್ಲು
1022,ärgern::V,jezíti,ರೇಗಿಸು
1023,ärgern::V,razbúriti,ರೇಗಿಸು
1024,schlagen::V,têpsti,ಹೊಡೆ
1025,schlagen::V,udáriti,ಹೊಡೆ
1026,treten::V,teptáti,ಒದೆ
1027,stechen::V,ubôsti,ಚುಚ್ಚು
1028,stoßen::V,peháti,ತಳ್ಳು
1029,stoßen::V,drégniti,ತಳ್ಳು
1030,stehlen::V,ukrásti,ಕದಿ
1031,stehlen::V,pokrásti,ಕದಿ
1032,stören::V,motíti,ಕತಕು
1033,belästigen::V,nadlegováti,ತೊಂದರೆ
1034,verbergen::V,skríti,ಮರೆಮಾಜು
1035,täuschen::V,slepíti,ಠಕ್ಕಿಸು
1036,betrügen::V,várati,ವಂಚಿಸು
1037,betrügen::V,ogoljufáti,ವಂಚಿಸು
1038,töten::V,ubíti,ಕೊಲ್ಲು
1039,wohnen::V,prebívati,ವಾಸಿಸು
1040,arbeiten::V,délati,ಕೆಲಸ ಮಾಡು
1041,sammeln::V,zbráti,ಸಂಚಯಿಸು
1042,pflücken::V,obráti,ಬಿಡಿಸು
1043,jagen::V,lovíti,ಬೇಟೆಯಾಡು
1044,fischen::V,ribáriti,ಮೀನು ಹಿಡಿ
1045,fassen::V,zajéti,ಹಿಡಿ
1046,hüten::V,pásti,ಗುಂಪುಸೇರಿಸು
1047,treiben::V,pogánjati,ದಬ್ಬು
1048,anbinden::V,privézati,ಬಿಗಿ
1049,füttern::V,kŕmiti,ಮೇಯಿಸು
1050,melken::V,mólsti,ಹಾಲು ಕರೆ
1051,hacken::V,sékati,ತುಂಡರಿಸು
1052,gießen::V,ulíti,ನೀರುಹಾಕು
1053,reifen::V,zoréti,ಕಳಿ
1054,zubereiten::V,pripráviti,ಅಡಿಗೆಮಾಡು
1055,kochen::V,kúhati,ಅಡು
1056,backen::V,cvréti,ಬೇಯಿಸು
1057,braten::V,pêči,ಕರಿ
1058,umrühren::V,preméšati,ಕಲಕು
1059,stricken::V,plêsti,ಹೆಣೆ
1060,nähen::V,šívati,ಹೊಲಿ
1061,färben::V,bárvati,ಬಣ್ಣ ಹತ್ತು
1062,reinigen::V,očístiti,ಸ್ವಚ್ಛಮಾಡು
1063,waschen::V,opráti,ತೊಳೆ
1064,abwischen::V,obrísati,ಒರಸು
1065,spülen::V,splakováti,ಗಲಬರಿಸು
1066,fegen::V,pométati,ಗುಡಿಸು
1067,kehren::V,mésti,ಗುಡಿಸು
1068,baden::V,kópati se,ಸ್ನಾನಮಾಡು
1069,sich waschen::V,umíti se,ತೊಳೆ
1070,ausziehen::V,izvléči,ಬಿಚ್ಚು
1071,anziehen::V,obléči,ಹಾಕು
1072,sich anziehen::V,obléči se,ಹಾಕು
1073,kämmen::V,česáti,ಬಾಚು
1074,schmücken::V,okrasíti,ಅಲಂಕರಿಸು
1075,sagen::V,dejáti,ಹೇಳು
1076,sprechen::V,govoríti,ನುಡಿ
1077,reden::V,rêči,ನುಡಿ
1078,sich unterhalten::V,razgovárjati se,ಹರಟೆ ಹೊಡಿ
1079,fragen::V,vprášati,ವಿಚಾರಿಸು
1080,bitten::V,prosíti,ಬೇಡು
1081,erzählen::V,práviti,ಹೇಳು
1082,mitteilen::V,naznániti,ತಿಳಿಸು
1083,nennen::V,imenováti,ಹೆಸರಿಡು
1084,rufen::V,klícati,ಕರೆ
1085,prahlen::V,baháti se,ಜಂಬ ಕೊಚ್ಚು
1086,übersetzen::V,prevêsti,ಭಾಷಾಂತರಿಸು
1087,denken::V,mísliti,ಯೋಚಿಸು
1088,glauben::V,verjéti,ನಂಬು
1089,bemerken::V,opáziti,ಗಮನಿಸು
1090,erkennen::V,spoznáti,ಗುರುತುಹಿಡಿ
1091,begreifen::V,pôjmiti,ಗ್ರಹಿಸು
1092,verstehen::V,razuméti,ಅರ್ಥಮಾಡಿಕೊ
1093,lernen::V,učíti se,ಕಲಿ
1094,wissen::V,znáti,ಅರಿ
