,Concept_ID,be,te
694,du::PRN,ты,నీవు
695,er::PRN,ён,అతడు
696,wir::PRN,мы,మనము
697,ihr::PRN,вы,మీరు
698,sie::PRN,яны,వారు
699,was::FPRN,што,ఏమి
700,wer::FPRN,хто,ఎవడు
701,wo::FADV,дзе,ఎక్కడ
702,wohin::FADV,куды,ఎందుకు
703,wie::FADV,як,ఎట్టు
704,warum::FADV,чаму,ఏల
705,wieviel::FNUM,колькі,ఎంత
706,eins::NUM,адзін,ఒకటి
707,zwei::NUM,два,రెండు
708,drei::NUM,тры,మూడు
709,vier::NUM,чатыры,నాలుగు
710,fünf::NUM,пяць,అయిదు
711,sechs::NUM,шесць,ఆఱు
712,sieben::NUM,сем,ఏరు
713,acht::NUM,восем,ఎనిమదు
714,neun::NUM,дзевяць,తొమ్మిది
715,zehn::NUM,дзесяць,పది
716,elf::NUM,адзінаццаць,పదునొకొండు
717,zwölf::NUM,дванаццаць,పండ్రండు
718,zwanzig::NUM,дваццаць,ఇరుపది
719,dreißig::NUM,трыццаць,ముప్పది
720,vierzig::NUM,сорак,నలువది
721,fünfzig::NUM,пядзесят,ఏబది
722,sechzig::NUM,шесдзесят,అరుపది
723,siebzig::NUM,семдзесят,డెబ్బది
724,achtzig::NUM,восемдзесят,ఎనుబది
725,neunzig::NUM,дзевяноста,తొంబది
726,hundert::NUM,сто,నూఱు
727,tausend::NUM,тысяча,వేయి
728,und::CNJ,і,మఱియు
729,und::CNJ,ды,మఱియు
730,oder::CNJ,або,లేక
731,stehen::V,стаяць,నిలుచు
732,sitzen::V,сядзець,కూర్చుండు
733,liegen::V,ляжаць,పండుకొనుట
734,hängen::V,вісець,వ్రేలాడదీయు
735,werden::V,стаць,అగు
736,werden::V,зрабіцца,అగు
737,passieren::V,трапіцца,సంభవించు
738,beginnen::V,пачацца,ఆరంభించు
739,enden::V,кончыцца,తీరుట
740,wechseln::V,мяняцца,మార్చు
741,aufgehen[Sonne]::V,узысці,ఉదయించు
742,untergehen[Sonne]::V,зайсці,అస్తమించు
743,scheinen[Sonne]::V,свяціць,ప్రకాశించు
744,donnern::V,грымець,ఉరుముట
745,wehen::V,дзьмуць,దురద్పప్టము
746,strömen::V,ліцца,పారుట
747,fließen::V,цячы,ప్రవహించు
748,sich drehen::V,круціцца,తిరుగు
749,sich drehen::V,варочацца,తిరుగు
750,schwanken::V,хістацца,ఆడించుట
751,schwingen::V,гайдацца,ఊగుట
752,schwingen::V,калыхацца,ఊగుట
753,fallen::V,падаць,పడు
754,brennen::V,гарэць,కాలుట
755,rauchen::V,дымець,పొగసుట
756,regnen::V,дажджыць,కురిపించుట
757,gefrieren::V,замерзнуць,గడ్డకట్టు
758,tauen::V,раставаць,కరగు
759,schmelzen::V,плавіцца,కరగు
760,trocknen::V,сохнуць,యెండుట
761,sieden::V,кіпець,ఉడుకు
762,faulen::V,гнісці,క్రుళ్లు
763,verfaulen::V,згнісці,క్షిణించు
764,reißen::V,ірвацца,చించు
765,versinken::V,тануць,మునుగు
766,vergehen::V,праходзіць,సంభవించు
767,erscheinen::V,зʼявіцца,కనబడు
768,verschwinden::V,знікнуць,అదృశ్యమగు
769,sinken::V,спадаць,ముణుగుట
770,abnehmen::V,паменшыцца,తగ్గు
771,zunehmen::V,павялічвацца,పెరుగుట
772,steigen::V,паднімацца,లేచు
773,wachsen::V,расці,పెరుగు
774,glänzen::V,блішчаць,ప్రకాశించు
775,funkeln::V,бліскаць,ప్రకాశించు
776,lärmen::V,шумець,అరుచుట
777,läuten::V,званіць,మేళవించుట
778,klingeln::V,званіць,వాయించుట
779,klirren::V,бразгаць,ఘంటానాదము
780,brausen::V,бушаваць,గర్జించు
781,rauschen::V,шастаць,చటచటమనుట
782,klingen::V,гучаць,ధ్వనించుట
783,bellen::V,брахаць,అఱచు
784,heulen::V,выць,కూయు
785,blasen::V,дзьмухнуць,దురద్పప్టము
786,pfeifen::V,свістаць,ఈలవేయు
787,schreien::V,крычаць,అఱచు
788,stöhnen::V,стагнаць,మూలుగు
789,zittern::V,дрыжаць,వణకు
790,leben::V,жыць,జీవించుట
791,geboren werden::V,нарадзіцца,పుట్టుట
792,atmen::V,дыхаць,ఉపిరి తీయు
793,trinken::V,піць,త్రాగు
794,essen::V,есці,తిను
795,schlucken::V,глытаць,మ్రింగు
796,müde werden::V,стаміцца,అలయు
797,einschlafen::V,заснуць,నిద్రించు
798,schlafen::V,спаць,నిద్రురించు
799,aufwachen::V,рассыпацца,మేలుకొను
800,aufstehen::V,устаць,లేచు
801,sich erholen::V,адпачываць,నడ్డి వాల్చు
802,krank werden::V,захварэць,జబ్బుపడు
803,krank sein::V,хварэць,జబ్బు చేయు
804,schmerzen::V,балець,నొచ్చుట
805,husten::V,кашляць,దగ్గుట
806,genesen::V,паправіцца,కుదురుట
807,genesen::V,паздаравець,కుదురుట
808,sterben::V,памерці,మరణించు
809,umkommen::V,загінуць,నశించు
810,sich bewegen::V,рухацца,కదలు
811,sich rühren::V,варушыцца,కదలు
812,sich erheben::V,устаць,లేచు
813,sich setzen::V,сесці,కూర్చుణ్డు
814,hinfallen::V,упасці,దొర్లు
815,laufen::V,хадзіць,నడచు
816,schreiten::V,шагаць,అడుగుపెట్టుట
817,schreiten::V,крочыць,అడుగుపెట్టుట
818,spazierengehen::V,гуляць,పచారు చేయు
819,eilen::V,спяшацца,తొందరపడు
820,sich beeilen::V,спяшацца,త్వరపెట్టు
821,sausen::V,імчацца,విసరికొట్టు
822,rennen::V,бегаць,పరుగెత్తు
823,springen::V,скакаць,దుముకు
824,klettern::V,лазіць,ఎక్కు
825,schaukeln::V,гайдацца,ఉయ్యాల ఊగు 
826,kriechen::V,поўзаць,ప్రాకు
827,schwimmen::V,плаваць,ఈదు
828,tauchen::V,ныраць,మునుగు
829,rudern::V,веславаць,తెడ్లతోఁగడపు
830,fahren::V,ехаць,నడపు
831,fliegen::V,лятаць,ఎగురు
832,gehen::V,ісці,పోవు
833,weggehen::V,пайсці,బయలుదేరు
834,abfahren::V,адʼяжджаць,విడిచిపోవు
835,anhalten::V,спыніцца,నిలుపు
836,anhalten::V,затрымацца,నిలుపు
837,hineingehen::V,уваходзіць,ప్రవేశించు
838,eintreten::V,увайсці,ప్రవేశించు
839,kommen::V,прыйсці,వచ్చు
840,ankommen::V,прыбыць,వచ్చి చేరు
841,zurückkommen::V,вярнуцца,తిరిగీవచ్చుట
842,bleiben::V,застацца,ఉండు
843,warten::V,чакаць,కనిపెట్టు
844,erwarten::V,чакаць,నిరిక్షించు
845,suchen::V,шукаць,వెదకు
846,finden::V,знайсці,కనుగొను
847,versuchen::V,прабаваць,ప్రయత్నించు
848,vorbereiten::V,падрыхтаваць,తయారుచేయు
849,lieben::V,кахаць,ప్రేమించు
850,mögen::V,любіць,ఇష్టపడు
851,lachen::V,смяяцца,నవ్వు
852,rühren::V,расчуліць,గుండె తాకు
853,weinen::V,плакаць,వీడ్చు
854,schimpfen::V,лаяцца,గొణుగు
855,sich ärgern::V,сердаваць,అలుగు
856,sich fürchten::V,баяцца,భయపడు
857,fürchten::V,баяцца,భయపడు
858,fliehen::V,уцякаць,పాఱిపోపు
859,flüchten::V,уцячы,తప్పించుకొను
860,sehen::V,бачыць,చూచు
861,anschauen::V,паглядзець,చూచు
862,ansehen::V,глядзець,కాచియుండు
863,hören::V,чуць,విను
864,zuhören::V,слухаць,విను
865,probieren::V,каштаваць,చవిచూచుట
866,riechen::V,нюхаць,వాసనచూచు
867,fühlen::V,адчуваць,స్పర్శించుట
868,scheinen::V,здавацца,కనబడు
869,zu sehen sein::V,віднецца,చూవు
870,vernehmen::V,пачуць,విను
871,frieren::V,мёрзнуць,చలికి వడకు
872,tun::V,рабіць,చేయు
873,können::V,умець,గల
874,wollen::V,хацець,కోరు
875,anfangen::V,пачаць,ఆరంభించు
876,beenden::V,закончыць,ముగించు
877,aufhören::V,перастаць,నిలుపు
878,gelingen::V,удацца,గెలుపాందు
879,geraten::V,аказацца,వెలువడు
880,öffnen::V,адчыніць,తెఱచు
881,schließen::V,зачыніць,మూయు
882,stellen::V,паставіць,ఉంచు
883,setzen::V,пасадзіць,ఉంచు
884,legen::V,класці,పెట్టు
885,berühren::V,чапаць,తాకు
886,verbinden::V,звязаць,చేర్చుట
887,bedecken::V,накрыць,మూయు
888,aufhängen::V,павесіць,వ్రేలాడదీయు
889,anzünden::V,запаліць,వెలిగించు
890,aufheben::V,падняць,సేకరించు
891,zurücklassen::V,пакінуць,విడుచు
892,verlieren::V,згубіць,పోగొట్టుకొను
893,fallen lassen::V,упусціць,జాఱవిడుచు
894,machen::V,зрабіць,చేయు
895,herstellen::V,вырабіць,ఉత్పత్తిచేయు
896,bauen::V,будаваць,నిర్మించు
897,reparieren::V,правіць,సరిచేయు
898,verbessern::V,палепшыць,వృద్ధి చేయు
899,ändern::V,змяніць,మార్చు
900,graben::V,капаць,త్రవ్వు
901,beugen::V,сагнуць,వంచు
902,biegen::V,пагнуць,వంచు
903,drehen::V,вярцець,నూలువడుకు
904,wenden::V,павярнуць,త్రిప్పు
905,umdrehen::V,перавярнуць,త్రిప్పు
906,heben::V,падымаць,ఎత్తు
907,hochheben::V,падняць,ఎత్తు
908,ergreifen::V,схапіць,వశపఱచుకొను
909,ergreifen::V,схваціць,వశపఱచుకొను
910,halten::V,трымаць,ఉంచు
911,drücken::V,націскаць,అణచు
912,schieben::V,пхаць,నొక్కు
913,schieben::V,штурхаць,నొక్కు
914,kratzen::V,скрэбці,గోకు
915,lecken::V,лізаць,నాకు
916,beißen::V,кусаць,కఱచు
917,abreißen::V,адарваць,తెగతెంచు
918,abschneiden::V,адрэзаць,తెగకొట్టు
919,binden::V,вязаць,కట్టు
920,stecken::V,уваткнуць,తగులుకొనివుండుట
921,brechen::V,зламаць,పగులగొట్టు
922,klopfen::V,стукаць,కొట్టు
923,hauen::V,біць,కొట్టు
924,kleben::V,клеіць,అంటుకొను
925,reiben::V,церці,రాచు
926,streichen::V,намазаць,వ్యాపింపజేయు
927,schleifen::V,тачыць,రాచు
928,schneiden::V,рэзаць,కోయు
929,rütteln::V,хістаць,కుదిలించుట
930,schütteln::V,трэсці,కదల్చు
931,schwenken::V,махаць,ఊచుట
932,schütten::V,наліць,పోయు
933,füllen::V,напоўніць,నింపు
934,einwickeln::V,загарнуць,చుట్టు
935,tragen::V,несці,మోయు
936,schleppen::V,цягнуць,ఈడ్చు
937,ziehen::V,цягнуць,ఈడ్చు
938,aufbewahren::V,захоўваць,కాపాడు
939,werfen::V,кідаць,విసరు
940,fangen::V,лавіць,పట్టుకొను
941,packen::V,схапіць,పట్టుకొను
942,packen::V,схваціць,పట్టుకొను
943,verstecken::V,схаваць,దాచు
944,teilen::V,раздзяліць,భాగించు
945,schicken::V,пасылаць,పంపు
946,bringen::V,прынесці,తెచ్చు
947,hinzufügen::V,дабавіць,చేర్చు
948,bekommen::V,дастаць,సంపాదించు
949,erhalten::V,атрымаць,పుచ్చుకొను
950,nehmen::V,ўзяць,తీసికొను
951,wählen::V,выбраць,ఇష్టపడు
952,auswählen::V,адабраць,ఏరుకొను
953,bewahren::V,захаваць,భద్రపఱుచు
954,behindern::V,перашкаджаць,అడ్డగించుట
955,verderben::V,сапсаваць,చెఱచు
956,beschädigen::V,пашкодзіць,చెరుపుట
957,zerbrechen::V,разбіць,పగులగొట్టు
958,zerreißen::V,разадраць,చించు
959,zerstören::V,разбурыць,వాశనము చేయు
960,verbrennen::V,спаліць,కాల్చు
961,geben::V,даць,ఇచ్చు
962,reichen::V,перадаць,అందుకొనుట
963,schenken::V,дарыць,అర్పించు
964,versprechen::V,абяцаць,వాగ్దత్తము చేయు
965,wünschen::V,жадаць,కోరు
966,loben::V,хваліць,స్తుతించు
967,küssen::V,цалаваць,ముద్దుపెట్టుకొను
968,wiegen::V,гушкаць,ఊచుట
969,wiegen::V,калыхаць,ఊచుట
970,zudecken::V,накрыць,మూయు
971,wecken::V,пабудзіць,నిద్రపలేపుట
972,zeigen::V,паказаць,చూవు
973,führen::V,весці,దారిచూపు
974,lehren::V,вучыць,బోధించు
975,unterrichten::V,выкладаць,నేర్పు
976,aufziehen::V,выхаваць,పెంచు
977,leiten::V,кіраваць,తీసుకపోవుట
978,antreiben::V,падганяць,ప్రేరేపించు
979,lassen::V,прымусіць,అనుమతించు
980,einladen::V,запрасіць,ఆహ్వానించు
981,vereinigen::V,абʼяднаць,కూడుట
982,besuchen::V,наведаць,పోయి చూచు
983,treffen::V,сустрэць,కలియు
984,sich versammeln::V,сабрацца,కూర్చు
985,spielen::V,гуляць,ఆట లాడు
986,singen::V,пець,పాడు
987,singen::V,спяваць,పాడు
988,tanzen::V,танцаваць,నృత్యముచేయు
989,sich trennen::V,расстацца,ఎడబాయుట
990,verlassen::V,пакінуць,విడుచు
991,retten::V,выратаваць,తప్పించుట
992,bewachen::V,ахоўваць,కాపాడు
993,schützen::V,уберагаць,రక్షించు
994,verteidigen::V,абараніць,రక్షించు
995,sich schlagen::V,біцца,జగడమాడు
996,sich schlagen::V,драцца,జగడమాడు
997,schießen::V,страляць,కాల్చు
998,siegen::V,перамагчы,గెలుచు
999,ärgern::V,злаваць,పీడించుట
1000,schlagen::V,ударыць,కొట్టు
1001,treten::V,штурхаць,తన్ను
1002,stechen::V,укалоць,కుట్టు
1003,stoßen::V,папхнуць,గెంటు
1004,stehlen::V,украсці,దొంగిలించు
1005,stören::V,перашкодзіць,కలతపఱచు
1006,belästigen::V,дакучаць,పీడించు
1007,verbergen::V,скрыць,దాచు
1008,verbergen::V,схаваць,దాచు
1009,täuschen::V,падмануць,మోసము చేయు
1010,betrügen::V,змахляваць,మోసపుచ్చు
1011,töten::V,забіць,చంపు
1012,wohnen::V,жыць,నివసించు
1013,arbeiten::V,працаваць,పనిచేయు
1014,sammeln::V,сабраць,ప్రోగుచేయు
1015,pflücken::V,зрываць,యేరుట
1016,jagen::V,паляваць,వేటాడు
1017,fischen::V,рыбачыць,వెదకు
1018,fassen::V,злавіць,పట్టుకొమ
1019,hüten::V,пасвіць,మందచేరుట
1020,treiben::V,гнаць,నడపు
1021,anbinden::V,прывязаць,కట్టు
1022,füttern::V,карміць,భోజనము పెట్టు
1023,melken::V,даіць,పాలు పితుకు
1024,hacken::V,сячы,నఱకు
1025,gießen::V,паліць,నీళ్ళుకట్టుట
1026,reifen::V,паспець,పండుట
1027,zubereiten::V,зварыць,వండు
1028,zubereiten::V,згатаваць,వండు
1029,kochen::V,варыць,వండు
1030,backen::V,пячы,రొట్టెకాల్చు
1031,braten::V,смажыць,వేపు
1032,umrühren::V,перамяшаць,కదులుట
1033,stricken::V,вязаць,అల్లు
1034,nähen::V,шыць,కుట్టు
1035,färben::V,пафарбаваць,రంగు వేయు
1036,reinigen::V,ачысціць,శుభ్రము చేయు
1037,waschen::V,мыць,కడుగు
1038,abwischen::V,выцерці,తుడుచు
1039,spülen::V,паласкаць,నీటిలో జడించు
1040,fegen::V,падмятаць,ఊడ్చు
1041,kehren::V,месці,ఊడ్చు
1042,baden::V,купацца,స్నానము చేయు
1043,sich waschen::V,мыцца,కడుగు
1044,ausziehen::V,зняць,విప్పు
1045,anziehen::V,надзець,ధరించు
1046,sich anziehen::V,адзецца,బట్టలు వేసుకొను
1047,sich anziehen::V,адзецца,తొడుగుకొను
1048,kämmen::V,прычасаць,దువ్వుట
1049,schmücken::V,аздобіць,అలంకరించు
1050,sagen::V,сказаць,చెప్పు
1051,sprechen::V,гаварыць,చెప్పు
1052,reden::V,размаўляць,మాటలాడు
1053,sich unterhalten::V,гутарыць,ముచ్చటలాడు
1054,fragen::V,спытаць,ప్రశ్నించు
1055,bitten::V,прасіць,కోరు
1056,erzählen::V,расказаць,చెప్పు
1057,mitteilen::V,паведаміць,తెలియజేయు
1058,nennen::V,назваць,పేరు వెట్టు
1059,rufen::V,зваць,పిలుచు
1060,prahlen::V,хваліцца,జల్లి
1061,übersetzen::V,перакласці,తర్జుమాచేయు
1062,denken::V,думаць,ఆలోచించు
1063,glauben::V,верыць,నమ్ము
1064,bemerken::V,заўважыць,గుర్తించు
1065,erkennen::V,пазнаць,గుర్తించు
1066,begreifen::V,спасцігнуць,గ్రహించు
1067,verstehen::V,пачуць,గ్రహించు
1068,lernen::V,вучыцца,నేర్చు కొను
1069,wissen::V,знаць,తెలిసికొను
1070,sich erinnern an::V,памятаць,జ్ఞాపకముంచుకొను
1071,vergessen::V,забыць,మఱచిపోవు
1072,messen::V,мераць,కొలుచుట
1073,zählen::V,лічыць,లెక్కపెట్టు
1074,rechnen::V,лічыць,లెక్కపెట్టు
1075,lesen::V,чытаць,చదువు
1076,malen::V,маляваць,పూనుట
1077,zeichnen::V,рысаваць,వ్రాసుట
1078,schreiben::V,пісаць,వ్రాయు
1079,besitzen::V,мець,కలిగియుండు
1080,kaufen::V,купіць,కొను
1081,verkaufen::V,прадаць,అమ్ము
1082,bezahlen::V,заплаціць,చెల్లించు
1083,zahlen::V,плаціць,చెల్లించు
1084,beherrschen::V,уладаць,ఏలు
1085,beherrschen::V,валодаць,ఏలు
1086,ertragen::V,выцерпець,భరించు
