,Concept_ID,ga,en
175,Bulle::N,tarbh,bull
176,Pferd::N,each,horse
177,Pferd::N,capall,horse
178,Schaf::N,caora,sheep
179,Schwein::N,muc,pig
180,Hund::N,madra,dog
181,Katze::N,cat,cat
182,Bär::N,béar,bear
183,Eichhörnchen::N,iora,squirrel
184,Elch::N,eilc,elk
185,Fuchs::N,sionnach,fox
186,Fuchs::N,madra rua,fox
187,Hase::N,giorria,hare
188,Maus::N,luch,mouse
189,Wolf::N,mac tíre,wolf
190,Vogel::N,éan,bird
191,Schwarm::N,saithe,swarm
192,Huhn::N,cearc,chicken
193,Hahn::N,coileach,cock
194,Gans::N,gé,goose
195,Adler::N,iolar,eagle
196,Ente::N,lacha,duck
197,Eule::N,ulchabhán,owl
198,Kranich::N,grús,crane
199,Krähe::N,caróg,crow
200,Krähe::N,préachán,crow
201,Kuckuck::N,cuach,cuckoo
202,Schwan::N,eala,swan
203,Fisch::N,iasc,fish
204,Barsch::N,péirse,perch
205,Hecht::N,liús,pike
206,Schlange[Tier]::N,nathair,snake
207,Wurm::N,péist,worm
208,Spinne::N,damhán alla,spider
209,Ameise::N,seangán,ant
210,Laus::N,míol,louse
211,Mücke::N,muiscít,midge
212,Mücke::N,corrmhíol,midge
213,Fliege::N,cuil,fly
214,Fliege::N,cuileog,fly
215,Schmetterling::N,féileacán,butterfly
216,Beere::N,caor,berry
217,Apfel::N,úll,apple
218,Pilz::N,beacán,mushroom
219,Pilz::N,muisiriún,mushroom
220,Zwiebel::N,oinniún,onion
221,Saat::N,síol,seed
222,Korn::N,gráinne,grain
223,Heu::N,féar,hay
224,Schale::N,scaimh,husk
225,Grube::N,poll,pit
226,Falle::N,gaiste,trap
227,Schlinge::N,sealán,noose
228,Spur::N,rian,track
229,Asche::N,luaith,ashes
230,Dreck::N,salachar,filth
231,Eisen::N,iarann,iron
232,Gold::N,ór,gold
233,Silber::N,airgead,silver
234,Kohle::N,gual,coal
235,Glas::N,gloine,glass
236,Lehm::N,cré,clay
237,Sand::N,gaineamh,sand
238,Mensch::N,duine,human
239,Mann::N,fear,man
240,Frau::N,bean,woman
241,Kind::N,gasúr,child
242,Kind::N,páiste,child
243,Junge::N,buachaill,boy
244,Mädchen::N,cailín,girl
245,Familie::N,teaghlach,family
246,Familie::N,comhluadar,family
247,Großvater::N,seanathair,grandfather
248,Großmutter::N,seanmháthair,grandmother
249,Eltern::N,tuismitheoirí,parents
250,Vater::N,athair,father
251,Mutter::N,máthair,mother
252,Sohn::N,mac,son
253,Tochter::N,iníon,daughter
254,Bruder::N,deartháir,brother
255,Schwester::N,deirfiúr,sister
256,Onkel::N,uncail,uncle
257,Tante::N,aintín,aunt
258,Ehemann::N,fear céile,husband
259,Ehefrau::N,bean chéile,wife
260,Freude::N,áthas,joy
261,Gelächter::N,gáire,laughter
262,Glück::N,séan,happiness
263,Glück::N,sonas,happiness
264,Kummer::N,brón,grief
265,Kummer::N,buairt,grief
266,Wunsch::N,guí,wish
267,Wunsch::N,achainí,wish
268,Lust::N,fonn,desire
269,Geist::N,meon,spirit
270,Geist::N,spiorad,spirit
271,Gedanke::N,smaoineamh,thought
272,Gedächtnis::N,cuimhne,memory
273,Verstand::N,ciall,mind
274,Verstand::N,intinn,mind
275,Sinn::N,brí,meaning
276,Sinn::N,ciall,meaning
277,Grund::N,fáth,reason
278,Wahrheit::N,fírinne,truth
279,Gespräch::N,comhrá,talk
280,Märchen::N,scéal,fairy tale
281,Erzählung::N,scéal,story
282,Nachricht::N,teachtaireacht,message
283,Neuigkeit::N,scéala,news
284,Name::N,ainm,name
285,Rätsel::N,tomhas,puzzle
286,Rede::N,óráid,speech
287,Rede::N,aitheasc,speech
288,Sprache::N,teanga,language
289,Stimme::N,guth,voice
290,Wort::N,focal,word
291,Zeichen::N,comhartha,sign
292,Ruf::N,glaoch,call
293,Lärm::N,torann,noise
294,Laut::N,fuaim,sound
295,Ton::N,ton,tone
296,Lied::N,amhrán,song
297,Ruhe::N,suaimhneas,calm
298,Leute::N,muintir,people
299,Volk::N,pobal,nation
300,Arbeit::N,obair,work
301,Gast::N,aoi,guest
302,Geschenk::N,féirín,gift
303,Geschenk::N,bronntanas,gift
304,Spiel::N,cluiche,game
305,Gesellschaft::N,comhluadar,company
306,Hilfe::N,cúnamh,help
307,Hilfe::N,cabhair,help
308,Freund::N,cara,friend
309,Kamerad::N,comrádaí,companion
310,Angelegenheit::N,ábhar,matter
311,Anzahl::N,líon,count
312,Art::N,sórt,sort
313,Art::N,saghas,sort
314,Stück::N,píosa,piece
315,Teil::N,cuid,part
316,Teil::N,páirt,part
317,Hälfte::N,leath,half
318,Kreis::N,ciorcal,circle
319,Kreuz::N,cros,cross
320,Linie::N,líne,line
321,Strich::N,stríoc,stroke
322,Abstand::N,achar,gap
323,Entfernung::N,fad,distance
324,Gegend::N,ceantar,area
325,Platz::N,áit,space
326,Platz::N,spás,space
327,Ort::N,áit,place
328,Seite::N,taobh,side
329,Mitte::N,lár,middle
330,Gegenstand::N,ball,item
331,Gegenstand::N,ábhar,item
332,Sache::N,ní,thing
333,Sache::N,rud,thing
334,Rand::N,imeall,fringe
335,Rand::N,ciumhais,fringe
336,Kante::N,corr,edge
337,Kante::N,colbha,edge
338,Ecke::N,coirnéal,corner
339,Spitze::N,gob,tip
340,Spitze::N,barr,tip
341,Ende::N,ceann,end
342,Ende::N,foirceann,end
343,Loch::N,poll,hole
344,Winkel::N,cúinne,angle
345,Winkel::N,uillinn,angle
346,Muster::N,patrún,pattern
347,Größe::N,méid,size
348,Größe::N,toise,size
349,Länge::N,fad,length
350,Höhe::N,airde,height
351,Gewicht::N,meáchan,weight
352,Menge::N,méid,amount
353,Haufen::N,cnap,heap
354,Reihe::N,líne,row
355,Reihe::N,sraith,row
356,Boot::N,bád,boat
357,Ruder::N,rámh,oar
358,Ruder::N,maide rámha,oar
359,Schlitten::N,carr sleamhnáin,sleigh
360,Ski::N,scí,ski
361,Lagerfeuer::N,tine champa,campfire
362,Last::N,ualach,load
363,Gang::N,siúlóid,walk
364,Schritt::N,céim,step
365,Schritt::N,coiscéim,step
366,Norden::N,tuaisceart,north
367,Süden::N,deisceart,south
368,Westen::N,iarthar,west
369,Osten::N,oirthear,east
370,Holz::N,adhmad,wood
371,Brett::N,clár,board
372,Platte::N,leac,slab
373,Stütze::N,taca,bracket
374,Stange::N,polla,pole
375,Stange::N,cuaille,pole
376,Stock::N,bata,stick
377,Stock::N,maide,stick
378,Stab::N,maide,staff
379,Stab::N,bachall,staff
380,Rohr::N,píopa,pipe
381,Haus::N,teach,house
382,Heim::N,baile,home
383,Ofen::N,sornóg,stove
384,Fußboden::N,urlár,floor
385,Tisch::N,bord,table
386,Tisch::N,tábla,table
387,Stuhl::N,cathaoir,chair
388,Wiege::N,cliabhán,cradle
389,Bett::N,leaba,bed
390,Regal::N,seilf,shelf
391,Kiste::N,bosca,box
392,Fenster::N,fuinneoig,window
393,Tür::N,doras,door
394,Tor::N,geata,gate
395,Zaun::N,fál,fence
396,Zaun::N,claí,fence
397,Dach::N,díon,roof
398,Leiter::N,dréimire,ladder
399,Besen::N,scuab,broom
400,Spaten::N,spád,spade
401,Spaten::N,rámhainn,spade
402,Schaufel::N,sluasaid,shovel
403,Gabel::N,forc,fork
404,Gabel::N,gabhlóg,fork
405,Löffel::N,spúnóg,spoon
406,Messer::N,scian,knife
407,Nagel::N,tairne,nail
408,Netz::N,líon,net
409,Netz::N,eangach,net
410,Haken::N,croch,hook
411,Griff::N,cos,handle
412,Griff::N,hanla,handle
413,Schloss::N,glas,lock
414,Bild::N,pictiúr,picture
415,Figur::N,fíor,figure
416,Puppe::N,bábóg,doll
417,Beutel::N,mála,pouch
418,Beutel::N,mealbhóg,pouch
419,Bündel::N,beart,bundle
420,Tasche::N,mála,bag
421,Eimer::N,buicéad,bucket
422,Deckel::N,clár,cover
423,Deckel::N,claibín,cover
424,Geschirr::N,soithí,dishes
425,Geschirr::N,gréithe,dishes
426,Sack::N,sac,sack
427,Sack::N,mála,sack
428,Tasse::N,cupán,cup
429,Topf::N,pota,pot
430,Kessel::N,citeal,kettle
431,Essen::N,béile,meal
432,Nahrung::N,bia,food
433,Speise::N,mias,dish
434,Fleisch::N,feoil,meat
435,Getreide::N,grán,corn
436,Getreide::N,arbhar,corn
437,Brei::N,brúitín,mush
438,Brot::N,arán,bread
439,Scheibe::N,píosa,slice
440,Scheibe::N,slisne,slice
441,Fett::N,saill,fat
442,Fett::N,méathras,fat
443,Butter::N,im,butter
444,Öl::N,ola,oil
445,Salz::N,salann,salt
446,Suppe::N,sú,soup
447,Suppe::N,anraith,soup
448,Honig::N,mil,honey
449,Milch::N,bainne,milk
450,Tee::N,tae,tea
451,Leder::N,leathar,leather
452,Wolle::N,olann,wool
453,Stoff::N,éadach,cloth
454,Nadel::N,snáthaid,needle
455,Faden::N,snáth,thread
456,Knopf::N,cnaipe,button
457,Knoten::N,snaidhm,knot
458,Farbe::N,péint,paint
459,Kleidung::N,éadaí,clothes
460,Hemd::N,léine,shirt
461,Kragen::N,bóna,collar
462,Ärmel::N,muinchille,sleeve
463,Hose::N,bríste,trousers
464,Hose::N,treabhsar,trousers
465,Gürtel::N,crios,belt
466,Mütze::N,caipín,cap
467,Schuh::N,bróg,shoe
468,Stiefel::N,buatais,boot
469,Ring::N,fáinne,ring
470,Band::N,ribín,ribbon
471,Kamm::N,cíor,comb
472,Spiegel::N,scáthán,mirror
473,Riemen::N,iall,strap
474,Riemen::N,strapa,strap
475,Schnur::N,téad,string
476,Schnur::N,sreangán,string
477,Leine::N,iall,leash
478,Decke::N,pluid,blanket
479,Decke::N,blaincéad,blanket
480,Kissen::N,piliúr,pillow
481,Kissen::N,adhartán,pillow
482,Tuch::N,scaif,scarf
483,Handtuch::N,tuáille,towel
484,Kraft::N,fórsa,force
485,Stärke::N,neart,strength
486,Gesundheit::N,sláinte,health
487,Krankheit::N,tinneas,illness
488,Krankheit::N,breoiteacht,illness
489,Schmerz::N,pian,pain
490,Wunde::N,goin,wound
491,Fieber::N,fiabhras,fever
492,Arznei::N,cógas,medicine
493,Brücke::N,droichead,bridge
494,Brunnen::N,tobar,well
495,Weide::N,féarach,pasture
496,Pfad::N,cosán,path
497,Pfad::N,conair,path
498,Weg::N,slí,way
499,Weg::N,bealach,way
500,Straße::N,bóthar,road
501,Dorf::N,sráidbhaile,village
502,Stadt::N,baile,town
503,Stadt::N,cathair,town
504,Brief::N,litir,letter
505,Buch::N,cín,book
506,Buch::N,leabhar,book
507,Buchstabe::N,litir,character
508,Zeitung::N,nuachtán,newspaper
509,Leben::N,saol,life
510,Leben::N,beatha,life
511,Tod::N,bás,death
512,Grab::N,uaigh,grave
513,Kirche::N,eaglais,church
514,Sünde::N,peaca,sin
515,Gott::N,dia,god
516,Arbeiter::N,oibrí,worker
517,Chef::N,saoiste,boss
518,Chef::N,ceannasaí,boss
519,Meister::N,máistir,master
520,Arzt::N,lia,doctor
521,Arzt::N,dochtúir,doctor
522,Lehrer::N,oide,teacher
523,Lehrer::N,múinteoir,teacher
524,Geld::N,airgead,money
525,Geschäft::N,gnó,business
526,Laden::N,siopa,shop
527,Preis::N,praghas,price
528,Ware::N,earra,ware
529,Nutzen::N,tairbhe,profit
530,Reichtum::N,rachmas,wealth
531,Reichtum::N,saibhreas,wealth
532,Welt::N,domhan,world
533,Land::N,tír,country
534,Staat::N,stát,state
535,König::N,rí,king
536,Macht::N,cumhacht,power
537,Grenze::N,críoch,border
538,Grenze::N,teorainn,border
539,Krieg::N,cogadh,war
540,Feind::N,namhaid,enemy
541,Gewalt::N,foréigean,violence
542,Kampf::N,troid,fight
543,Bogen[Waffe]::N,bogha,bow
544,Pfeil::N,saighead,arrow
545,Gewehr::N,gunna,gun
546,Fehler::N,botún,mistake
547,Fehler::N,meancóg,mistake
548,Lüge::N,bréag,lie
549,Lüge::N,éitheach,lie
550,Schaden::N,dochar,damage
551,Schaden::N,damáiste,damage
552,Unglück::N,drochrath,misfortune
553,Schuld::N,locht,fault
554,Schuld::N,milleán,fault
555,Alter::N,aois,age
556,Schluss::N,deireadh,conclusion
557,Zeit::N,am,time
558,Zeit::N,aimsir,time
559,Tag::N,lá,day
560,Morgen::N,maidin,morning
561,Mittag::N,nóin,noon
562,Abend::N,tráthnóna,evening
563,Nacht::N,oíche,night
564,Woche::N,seachtain,week
565,Monat::N,mí,month
566,Jahr::N,bliain,year
567,Frühling::N,earrach,spring
568,Sommer::N,samhradh,summer
569,Herbst::N,fómhar,autumn
570,Winter::N,geimhreadh,winter
571,Januar::N,Eanáir,January
572,Februar::N,Feabhra,February
573,März::N,Márta,March
574,April::N,Aibreán,April
575,Mai::N,Bealtaine,May
576,Juni::N,Meitheamh,June
577,Juli::N,Iúil,July
578,August::N,Lúnasa,August
579,September::N,Meán Fómhair,September
580,Oktober::N,Deireadh Fómhair,October
581,November::N,Samhain,November
582,November::N,Mí na Samhna,November
583,Dezember::N,Mí na Nollag,December
584,Montag::N,Luan,Monday
585,Montag::N,Dé Luain,Monday
586,Dienstag::N,Máirt,Tuesday
587,Dienstag::N,Dé Máirt,Tuesday
588,Mittwoch::N,Céadaoin,Wednesday
589,Mittwoch::N,Dé Céadaoin,Wednesday
590,Donnerstag::N,Déardaoin,Thursday
591,Freitag::N,Aoine,Friday
592,Freitag::N,Dé hAoine,Friday
593,Samstag::N,Satharn,Saturday
594,Samstag::N,Dé Sathairn,Saturday
595,Sonntag::N,Domhnach,Sunday
596,Sonntag::N,Dé Domhnaigh,Sunday
597,groß::A,mór,big
598,klein::A,beag,little
599,lang::A,fada,long
600,kurz::A,gearr,short
601,kurz::A,gairid,short
602,breit::A,leathan,wide
603,breit::A,fairsing,wide
604,schmal::A,cúng,narrow
605,dicht::A,dlúth,dense
606,dick[Gegenstand]::A,tiubh,thick
607,dünn::A,caol,thin
608,dünn::A,tanaí,thin
609,fein::A,scáinte,delicate
610,fein::A,fíneálta,delicate
611,fest::A,daingean,firm
612,flach::A,cothrom,flat
613,glatt::A,mín,smooth
614,glatt::A,sleamhain,smooth
615,hart::A,crua,hard
616,weich::A,bog,soft
617,rund::A,cruinn,round
618,spitz::A,gobach,pointed
619,spitz::A,biorach,pointed
620,scharf::A,géar,sharp
621,scharf::A,faobhrach,sharp
622,stumpf::A,maol,blunt
623,schwer::A,trom,heavy
624,schön::A,álainn,beautiful
625,heiß::A,te,hot
626,warm::A,te,warm
627,kalt::A,fuar,cold
628,kühl::A,fionnuar,cool
629,frisch::A,úr,fresh
630,frisch::A,friseáilte,fresh
631,feucht::A,tais,damp
632,nass::A,fliuch,wet
633,trocken::A,tirim,dry
634,voll::A,lán,full
635,leer::A,folamh,empty
636,offen::A,oscailte,open
637,geschlossen::A,dúnta,closed
638,geschlossen::A,druidte,closed
639,sauber::A,glan,clean
640,schmutzig::A,salach,dirty
641,roh::A,amh,raw
642,reif::A,aibí,ripe
643,lecker::A,blasta,delicious
644,süß::A,milis,sweet
645,bitter::A,searbh,bitter
646,sauer::A,géar,sour
647,sauer::A,searbh,sour
648,hell::A,geal,bright
649,hell::A,soilseach,bright
650,dunkel::A,dorcha,dark
651,schwarz::A,dubh,black
652,weiß::A,bán,white
653,rot::A,dearg,red
654,gelb::A,buí,yellow
655,blau::A,gorm,blue
656,grün::A,glas,green
657,grün::A,uaine,green
658,grau::A,liath,grey
659,bunt::A,ildathach,colourful
660,bunt::A,ildathach,colorful
661,bunt::A,dathannach,colourful
662,bunt::A,dathannach,colorful
663,billig::A,saor,cheap
664,teuer::A,daor,dear
665,teuer::A,costasach,dear
666,wertvoll::A,luachmhar,precious
667,blind::A,dall,blind
668,blind::A,caoch,blind
669,taub::A,bodhar,deaf
670,kräftig::A,cumhachtach,powerful
671,stark::A,tréan,strong
672,stark::A,láidir,strong
673,schwach::A,lag,weak
674,schwach::A,fann,weak
675,fett::A,ramhar,fat
676,schlank::A,caol,slim
677,schlank::A,seang,slim
678,hübsch::A,álainn,pretty
679,hübsch::A,dathúil,pretty
680,böse::A,olc,evil
681,dumm::A,dúr,stupid
682,dumm::A,amaideach,stupid
683,faul::A,falsa,lazy
684,faul::A,leisciúil,lazy
685,fleißig::A,dícheallach,diligent
686,geizig::A,barainneach,stingy
687,geizig::A,sprionlaithe,stingy
688,klug::A,cliste,clever
689,geschickt::A,oilte,skilful
690,geschickt::A,oilte,skillful
691,geschickt::A,ealaíonta,skilful
692,geschickt::A,ealaíonta,skillful
693,lieb::A,dil,dear
694,lieb::A,dílis,dear
695,lustig::A,aerach,merry
696,lustig::A,meidhreach,merry
697,sanft::A,bog,gentle
698,sanft::A,séimh,gentle
699,hungrig::A,ocrach,hungry
700,krank::A,tinn,sick
701,krank::A,breoite,sick
702,nackt::A,nocht,naked
703,traurig::A,brónach,sad
704,lebendig::A,beo,living
705,gut::A,maith,good
706,schlecht::A,dona,bad
707,schlecht::A,droch-,bad
708,richtig::A,ceart,correct
709,schlimm::A,gránna,nasty
710,schlimm::A,tubaisteach,nasty
711,wahr::A,fíor,true
712,alt::A,sean,old
713,neu::A,úr,new
714,neu::A,nua,new
715,ehemalig::A,iar-,former
716,ehemalig::A,sean-,former
717,alt[Lebewesen]::A,sean,aged
718,alt[Lebewesen]::A,aosta,aged
719,jung::A,óg,young
720,arm::A,bocht,poor
721,reich::A,saibhir,rich
722,reich::A,rachmasach,rich
723,bekannt::A,atá eolas air,familiar
724,berühmt::A,cailiúil,famous
725,berühmt::A,clúiteach,famous
726,fremd::A,coimhthíoch,foreign
727,verschieden::A,éagsúil,different
728,verschieden::A,difriúil,different
729,nah::A,gar,near
730,nah::A,deas,near
731,fern::A,i bhfad uainn,far
732,fern::A,i bhfad i gcéin,far
733,linker::A,clé,left
734,rechter::A,deas,right
735,anderer::A,eile,other
736,erster::A,céad,first
737,zweiter::A,dóú,second
738,zweiter::A,dara,second
739,dritter::A,tríú,third
740,dritter::A,treas,third
741,letzter::A,déanach,last
742,letzter::A,deireanach,last
743,allein::ADV,i d'aonar,alone
744,auf einmal::ADV,ag an am céanna,at once
745,zusammen::ADV,le chéile,together
746,zusammen::ADV,in eineacht,together
747,lange::ADV,fada,long
748,plötzlich::ADV,go tobann,suddenly
749,plötzlich::ADV,i dtobainne,suddenly
750,sofort::ADV,ar an toirt,instantly
751,sofort::ADV,ar an bpointe,instantly
752,später::ADV,níos déanaí,later
753,jetzt::ADV,anois,now
754,heute::ADV,inniu,today
755,morgen::ADV,amárach,tomorrow
756,bald::ADV,go luath,soon
757,bald::ADV,gan mhoill,soon
758,dann::ADV,ansin,then
759,gestern::ADV,inné,yesterday
760,einst::ADV,tráth,once
761,einst::ADV,uair amháin,once
762,damals::ADV,ag an am,at that time
763,damals::ADV,an t-am sin,at that time
764,danach::ADV,ina dhiaidh sin,afterwards
765,vorher::ADV,cheana,before
766,vorher::ADV,roimhe sin,before
767,zuerst::ADV,ar dtús,at first
768,einmal::ADV,uair amháin,once
769,manchmal::ADV,uaireanta,sometimes
770,oft::ADV,minic,often
771,immer::ADV,i gcónaí,always
772,niemals::ADV,riamh,never
773,hier::ADV,anseo,here
774,hierhin::ADV,anseo,hither
775,hierhin::ADV,anseo,to here
776,hierhin::ADV,anseo,here
777,von hier::ADV,an áit seo,hence
778,dort::ADV,ann,there
779,dort::ADV,ansin,there
780,dorthin::ADV,ann,thither
781,dorthin::ADV,ann,there
782,dorthin::ADV,ann,to there
783,dorthin::ADV,ansin,thither
784,dorthin::ADV,ansin,there
785,dorthin::ADV,ansin,to there
786,geradeaus::ADV,ar aghaidh,ahead
787,rückwärts::ADV,siar,backward
788,zurück::ADV,ar ais,back
789,unten::ADV,thíos,below
790,hinab::ADV,síos,down
791,oben::ADV,thuas,above
792,hinauf::ADV,suas,up
793,überall::ADV,i ngach áit,everywhere
794,überall::ADV,ar fud na háite,everywhere
795,nicht::ADV,ní,not
796,nicht::ADV,cha,not
797,ein wenig::ADV,beagán,a little
798,kaum::ADV,ar éigean,hardly
799,sehr::ADV,an-,very
800,so::ADV,chomh,so
801,so::ADV,mar sin,so
802,noch::ADV,fós,still
803,noch::ADV,go fóill,still
804,nur::ADV,amháin,only
805,nur::ADV,níl ach,only
806,schon::ADV,cheana,already
807,schon::ADV,cheana féin,already
808,wieder::ADV,arís,again
809,wieder::ADV,athuair,again
810,vergebens::ADV,amú,in vain
811,vergebens::ADV,in aisce,in vain
812,vor::PRP,ar thosach,in front of
813,hinter::PRP,laistiar de,behind
814,hinter::PRP,taobh thiar de,behind
815,unter::PRP,faoi,under
816,durch::PRP,trí,through
817,neben::PRP,taobh le,next to
818,neben::PRP,in aice le,next to
819,zwischen::PRP,idir,between
820,wegen::PRP,de bharr,because of
821,wegen::PRP,mar gheall ar,because of
822,dies::PRN,seo,this
823,das::PRN,sin,that
824,alles::PRN,gach rud,everything
825,ich::PRN,mé,I
826,ich::PRN,mise,I
827,du::PRN,tú,you
828,du::PRN,tú,thou
829,du::PRN,tusa,you
830,du::PRN,tusa,thou
831,er::PRN,sé,he
832,er::PRN,seisean,he
833,wir::PRN,sinn,we
834,ihr::PRN,sibh,you
835,ihr::PRN,sibhse,you
836,sie::PRN,siad,they
837,sie::PRN,siadsan,they
838,was::FPRN,cad,what
839,was::FPRN,céard,what
840,wer::FPRN,cé,who
841,wo::FADV,cá,where
842,wo::FADV,cén áit,where
843,wohin::FADV,cá,where ... to
844,wohin::FADV,cá,where to
845,wohin::FADV,cá,where
846,wohin::FADV,cén áit,where ... to
847,wohin::FADV,cén áit,where to
848,wohin::FADV,cén áit,where
849,wie::FADV,conas,how
850,wie::FADV,cén chaoi,how
851,warum::FADV,cén fáth,why
852,warum::FADV,cad chuige,why
853,wieviel::FNUM,cá mhéad,how much
854,eins::NUM,aon,one
855,zwei::NUM,dhá,two
856,drei::NUM,trí,three
857,vier::NUM,ceathair,four
858,fünf::NUM,cúig,five
859,sechs::NUM,sé,six
860,sieben::NUM,seacht,seven
861,acht::NUM,ocht,eight
862,neun::NUM,naoi,nine
863,zehn::NUM,deich,ten
864,elf::NUM,aon déag,eleven
865,zwölf::NUM,dó dhéag,twelve
