,Concept_ID,sl,az
801,wegen::PRP,zarádi,üçün
802,wegen::PRP,zarádi,ötəri
803,dies::PRN,tó,bu
804,das::PRN,tó,o
805,alles::PRN,vsè,hər şey
806,ich::PRN,jàz,mən
807,du::PRN,tí,sən
808,er::PRN,òn,o
809,wir::PRN,mí,biz
810,ihr::PRN,ví,siz
811,sie::PRN,ôni,onlar
812,was::FPRN,káj,nə
813,wer::FPRN,kdó,kim
814,wo::FADV,kjé,harada
815,wohin::FADV,kám,haraya
816,wie::FADV,kakó,necə
817,warum::FADV,zakáj,niyə
818,warum::FADV,zakáj,nə üçün
819,wieviel::FNUM,kóliko,neçə
820,wieviel::FNUM,kóliko,nə qədər
821,eins::NUM,êden,bir
822,zwei::NUM,dvá,iki
823,drei::NUM,trí,üç
824,vier::NUM,štíri,dörd
825,fünf::NUM,pét,beş
826,sechs::NUM,šést,altı
827,sieben::NUM,sédem,yeddi
828,acht::NUM,ósem,səkkiz
829,neun::NUM,devét,doqquz
830,zehn::NUM,desét,on
831,elf::NUM,enájst,on bir
832,zwölf::NUM,dvánajst,on iki
833,zwanzig::NUM,dvájset,iyirmi
834,dreißig::NUM,trídeset,otuz
835,vierzig::NUM,štírideset,qırx
836,fünfzig::NUM,pétdeset,əlli
837,sechzig::NUM,šéstdeset,altmış
838,siebzig::NUM,sédemdeset,yetmiş
839,achtzig::NUM,ósemdeset,səksən
840,neunzig::NUM,devétdeset,doxsan
841,hundert::NUM,stó,yüz
842,tausend::NUM,tísoč,min
843,und::CNJ,in,və
844,oder::CNJ,áli,ya
845,stehen::V,státi,durmaq
846,sitzen::V,sedéti,oturmaq
847,liegen::V,ležáti,uzanmaq
848,hängen::V,viséti,asılmaq
849,werden::V,postáti,olmaq
850,passieren::V,zgodíti se,olmaq
851,passieren::V,zgodíti se,baş vermək
852,beginnen::V,začéti se,başlamaq
853,enden::V,končáti se,bitmək
854,wechseln::V,ménjati se,dəyişmək
855,aufgehen[Sonne]::V,vzíti,doğmaq
856,untergehen[Sonne]::V,zaíti,batmaq
857,scheinen[Sonne]::V,sijáti,parlamaq
858,donnern::V,grméti,guruldamaq
859,wehen::V,píhati,əsmək
860,strömen::V,líti,axmaq
861,fließen::V,têči,axmaq
862,sich drehen::V,vrtéti se,dönmək
863,schwanken::V,kolébati,yellənmək
864,schwingen::V,níhati,yellənmək
865,fallen::V,pádati,düşmek
866,brennen::V,goréti,yanmaq
867,rauchen::V,kadíti se,tüstüləmək
868,regnen::V,deževáti,yağmaq
869,gefrieren::V,zmŕzniti,donmaq
870,tauen::V,tájati,ərimək
871,schmelzen::V,kopnéti,ərimək
872,trocknen::V,sušíti se,qurumaq
873,sieden::V,kipéti,qaynamaq
874,faulen::V,gníti,çürümək
875,verfaulen::V,zgníti,çürümək
876,reißen::V,tŕgati se,yırtılmaq
877,versinken::V,pogrézniti se,batmaq
878,vergehen::V,miníti,ötmək
879,erscheinen::V,pojáviti se,görünmək
880,verschwinden::V,izgíniti,yox olmaq
881,sinken::V,péšati,enmək
882,abnehmen::V,pojémati,azalmaq
883,zunehmen::V,véčati se,artmaq
884,zunehmen::V,množíti se,artmaq
885,steigen::V,dvígati se,yüksəlmək
886,wachsen::V,rásti,böyümək
887,glänzen::V,sijáti,parlamaq
888,funkeln::V,ískriti se,parıldamaq
889,lärmen::V,ropotáti,səs-küy etmək
890,lärmen::V,razgrájati,səs-küy etmək
891,läuten::V,zvoníti,çalmaq
892,klingeln::V,zvončkljáti,zəng etmək
893,klirren::V,žvenketáti,cingildəmək
894,brausen::V,šuméti,gurlamaq
895,rauschen::V,šuštéti,xışıldamaq
896,rauschen::V,šelestéti,xışıldamaq
897,klingen::V,zvenéti,səslənmək
898,bellen::V,lájati,hürmək
899,heulen::V,zavíjati,ulamaq
900,blasen::V,píhniti,üfləmək
901,pfeifen::V,pískati,fit vermek
902,pfeifen::V,žvížgati,fit vermek
903,schreien::V,kričáti,bağırmaq
904,schreien::V,kričáti,qışqırmaq
905,stöhnen::V,stókati,inləmək
906,zittern::V,drgetáti,titrəmək
907,leben::V,živéti,yaşamaq
908,geboren werden::V,rodíti se,doğmaq
909,atmen::V,díhati,nəfəs almaq
910,trinken::V,píti,içmek
911,essen::V,jésti,yemək
912,schlucken::V,požírati,udmaq
913,müde werden::V,péšati,yorulmaq
914,müde werden::V,utrúditi se,yorulmaq
915,einschlafen::V,zaspáti,yuxuya getmək
916,schlafen::V,spáti,uyumaq
917,aufwachen::V,zbudíti se,oyanmaq
918,aufstehen::V,vstáti,yuxudan durmaq
919,sich erholen::V,oddahníti se,dincəlmək
920,krank werden::V,oboléti,xəstə olmaq
921,krank sein::V,bíti bolán,azarlanmaq
922,krank sein::V,bíti bolán,xəstələnmək
923,schmerzen::V,boléti,ağrimaq
924,husten::V,kášljati,öksürmək
925,genesen::V,okrévati,sağalmaq
926,sterben::V,umréti,ölmək
927,sterben::V,umréti,vəfat etmək
928,umkommen::V,pogíniti,həlak olmaq
929,sich bewegen::V,zganíti se,hərəkət etmək
930,sich rühren::V,premakníti se,tərpənmək
931,sich erheben::V,vstájati,qalxmaq
932,sich erheben::V,vzdígniti se,qalxmaq
933,sich setzen::V,sésti,oturmaq
934,hinfallen::V,pásti dôl,yıxılmaq
935,laufen::V,hodíti,yerimək
936,schreiten::V,stópati,addım atmaq
937,spazierengehen::V,na sprehòd íti,gəzmək
938,eilen::V,drvéti,atılmaq
939,sich beeilen::V,hitéti,tələsmək
940,sausen::V,dírkati,çırpmaq
941,rennen::V,dírjati,qaçmaq
942,springen::V,skákati,sıçramaq
943,klettern::V,plézati,dırmanmaq
944,schaukeln::V,kolébati,sallanmaq
945,kriechen::V,pláziti se,sürünmək
946,schwimmen::V,plávati,üzmek
947,tauchen::V,potápljati se,dalmaq
948,rudern::V,vesláti,avarlamaq
949,fahren::V,vozíti se,sürmək
950,fahren::V,peljáti se,sürmək
951,fliegen::V,létati,uçmaq
952,gehen::V,íti,getmək
953,weggehen::V,odíti,getmək
954,abfahren::V,odpeljáti se,yola düşmək
955,anhalten::V,ustáviti se,saxlamaq
956,hineingehen::V,íti nóter,girmək
957,eintreten::V,vstopíti,girmək
958,eintreten::V,vstopíti,daxil olmaq
959,kommen::V,príti,gəlmək
960,ankommen::V,prispéti,gəlib çatmaq
961,ankommen::V,prihájati,gəlib çatmaq
962,zurückkommen::V,vrníti se,qayıtmaq
963,bleiben::V,ostáti,qalmaq
964,warten::V,čákati,gözləmək
965,erwarten::V,pričakováti,bəkləmək
966,suchen::V,iskáti,aramaq
967,suchen::V,iskáti,axtarmaq
968,finden::V,nájti,tapmaq
969,versuchen::V,poskúšati,çalışmaq
970,vorbereiten::V,pripráviti,hazırlamaq
971,lieben::V,ljubíti,sevmək
972,mögen::V,márati,xoşlamaq
973,lachen::V,smejáti se,gülmək
974,rühren::V,ganíti,həyəcanlandırmaq
975,weinen::V,jókati,ağlamaq
976,weinen::V,plákati,ağlamaq
977,schimpfen::V,psováti,küfr etmək
978,schimpfen::V,zmérjati,küfr etmək
979,sich ärgern::V,jezíti se,acıqlanmaq
980,sich fürchten::V,báti se,qorxmaq
981,fürchten::V,báti se,qorxmaq
982,fliehen::V,bežáti,qaçmaq
983,flüchten::V,pobégniti,qaçmaq
984,sehen::V,vídeti,görmək
985,anschauen::V,oglédati,baxmaq
986,ansehen::V,glédati,baxmaq
987,hören::V,slíšati,duymaq
988,hören::V,slíšati,eşitmək
989,zuhören::V,poslúšati,dinləmək
990,probieren::V,poskúšati,dadına baxmaq
991,riechen::V,dúhati,qoxlamaq
992,fühlen::V,čutíti,duymaq
993,scheinen::V,zdéti se,görünmək
994,zu sehen sein::V,vídeti se,görünmək
995,vernehmen::V,čúti,eşitmək
996,frieren::V,zébsti,üşümək
997,tun::V,délati,etmək
998,können::V,môči,bilmək
999,können::V,môči,bacarmaq
1000,wollen::V,hotéti,istəmək
1001,anfangen::V,začéti,başlamaq
1002,beenden::V,dokončáti,bitirmək
1003,aufhören::V,prenéhati,bitmək
1004,aufhören::V,prenéhati,qurtarmaq
1005,gelingen::V,uspéti,müvəffəq olmaq
1006,gelingen::V,posréčiti se,müvəffəq olmaq
1007,geraten::V,obnêsti se,düşmək
1008,öffnen::V,odpréti,açmaq
1009,schließen::V,zapréti,qapamaq
1010,stellen::V,postáviti,qoymaq
1011,setzen::V,posadíti,oturtmaq
1012,legen::V,položíti,qoymaq
1013,berühren::V,dotíkati se,toxunmaq
1014,verbinden::V,obvézati,bağlamaq
1015,bedecken::V,pokríti,örtmək
1016,aufhängen::V,obésiti,asmaq
1017,anzünden::V,zažgáti,yandırmaq
1018,aufheben::V,vzdígniti,qaldırmaq
1019,zurücklassen::V,zapustíti,buraxmaq
1020,verlieren::V,izgubíti,itirmək
1021,fallen lassen::V,navréči,düşürmək
1022,machen::V,naredíti,etmək
1023,machen::V,napráviti,etmək
1024,herstellen::V,izdélati,istehsal etmək
1025,bauen::V,gradíti,tikmək
1026,reparieren::V,popráviti,təmir etmək
1027,verbessern::V,izbóljšati,düzəltmək
1028,ändern::V,spremeníti,dəyişdirmək
1029,graben::V,kopáti,qazımaq
1030,graben::V,grêbsti,qazımaq
1031,beugen::V,upogníti,əymək
1032,biegen::V,zavíjati,bükmək
1033,drehen::V,vrtéti,döndərmək
1034,wenden::V,obrníti,çevirmək
1035,umdrehen::V,zasúkati,çevirmək
1036,heben::V,dvígati,qaldırmaq
1037,hochheben::V,privzdígniti,qaldırmaq
1038,ergreifen::V,zgrábiti,tutmaq
1039,halten::V,držáti,saxlamaq
1040,drücken::V,tiščáti,sıxmaq
1041,schieben::V,ríniti,sürmək
1042,kratzen::V,práskati,qaşımaq
1043,lecken::V,lízati,yalamaq
1044,beißen::V,grísti,dişləmək
1045,abreißen::V,odtŕgati,qoparmaq
1046,abschneiden::V,odrézati,ayırmaq
1047,binden::V,vézati,bağlamaq
1048,stecken::V,vtakníti,soxmaq
1049,brechen::V,lomíti,qırmaq
1050,klopfen::V,tólči,sındırmaq
1051,hauen::V,séči,vurmaq
1052,kleben::V,lépiti,apışdırmaq
1053,reiben::V,tréti,ovmaq
1054,reiben::V,dŕgniti,ovmaq
1055,streichen::V,namázati,sürtmək
1056,schleifen::V,brúsiti,bülövləmək
1057,schneiden::V,rézati,kəsmək
1058,rütteln::V,strésti,sirkələmək
1059,schütteln::V,majáti,çalxalamaq
1060,schwenken::V,obrníti,yelləmək
1061,schütten::V,sípati,tökmək
1062,füllen::V,napolníti,doldurmaq
1063,einwickeln::V,zavíti,sarımaq
1064,tragen::V,nêsti,daşımaq
1065,schleppen::V,vláčiti,sürükləmək
1066,ziehen::V,vléči,çəkmək
1067,aufbewahren::V,shranjeváti,gizlətmək
1068,werfen::V,lúčati,atmaq
1069,fangen::V,ujéti,tutmaq
1070,packen::V,prijéti,yaxalamaq
1071,verstecken::V,skríti,gizlətmək
1072,teilen::V,razdelíti,bölmək
1073,schicken::V,pošíljati,yollamaq
1074,schicken::V,pošíljati,göndərmək
1075,bringen::V,prinêsti,gətirmək
1076,hinzufügen::V,pristáviti,əlavə etmək
1077,bekommen::V,dobíti,almaq
1078,bekommen::V,dobíti,əldə etmək
1079,erhalten::V,prejéti,almaq
1080,nehmen::V,vzéti,almaq
1081,wählen::V,izbírati,seçmək
1082,auswählen::V,izbráti,arımaq
1083,bewahren::V,ohraníti,qorumaq
1084,behindern::V,ovírati,mane olmaq
1085,verderben::V,pokváriti,pozmaq
1086,beschädigen::V,poškodováti,zədələmək
1087,zerbrechen::V,razlomíti,qırmaq
1088,zerbrechen::V,razlomíti,sındırmaq
1089,zerreißen::V,raztŕgati,yırtmaq
1090,zerstören::V,razrúšiti,dağıtmaq
1091,verbrennen::V,sežgáti,yandırmaq
1092,geben::V,dáti,vermək
1093,reichen::V,séči,uzatmaq
1094,reichen::V,molíti,uzatmaq
1095,schenken::V,podáriti,vermək
1096,versprechen::V,obljubíti,vəd vermək
1097,wünschen::V,vóščiti,arzulamaq
1098,loben::V,hváliti,tərifləmək
1099,küssen::V,poljubováti,öpmək
1100,wiegen::V,zíbati,tərpətmək
1101,zudecken::V,pokríti,örtmək
1102,wecken::V,zbudíti,oyatmaq
1103,zeigen::V,pokázati,göstərmək
1104,führen::V,vêsti,rəhbərlik etmək
1105,lehren::V,učíti,öyrətmək
1106,unterrichten::V,poučeváti,öyrətmək
1107,unterrichten::V,poučeváti,dərs vermək
1108,aufziehen::V,vzgojíti,tərbiyə etmək
1109,leiten::V,uprávljati,idarə etmək
1110,antreiben::V,goníti,bizləmək
1111,lassen::V,povzročíti,-tırmaq
1112,einladen::V,povábiti,dəvət etmək
1113,vereinigen::V,zdrúžiti,birləşdirmək
1114,besuchen::V,obiskáti,baş çəkmək
1115,besuchen::V,obiskáti,ziyarət etmək
1116,treffen::V,pogodíti,rastlaşmaq
1117,treffen::V,pogodíti,rast gəlmək
1118,sich versammeln::V,zbráti se,toplanmaq
1119,spielen::V,igráti se,oynamaq
1120,singen::V,péti,oxumaq
1121,tanzen::V,plésati,oynamaq
1122,tanzen::V,plésati,rəqs etmək
1123,sich trennen::V,ločíti se,ayrılmaq
1124,verlassen::V,zapustíti,tərk etmək
1125,retten::V,réšiti,xilas etmək
1126,bewachen::V,strážiti,gözətmək
1127,schützen::V,sčítiti,qorumaq
1128,verteidigen::V,braníti,qorumaq
1129,sich schlagen::V,têpsti se,döyüşmək
1130,schießen::V,stréljati,atmaq
1131,schießen::V,stréljati,atəş açmaq
1132,siegen::V,zmágati,yenmək
1133,ärgern::V,jezíti,acışdırmaq
1134,ärgern::V,razbúriti,acışdırmaq
1135,schlagen::V,têpsti,döymək
1136,schlagen::V,udáriti,döymək
1137,treten::V,teptáti,təpmək
1138,stechen::V,ubôsti,soxmaq
1139,stoßen::V,peháti,itələmək
1140,stoßen::V,drégniti,itələmək
1141,stehlen::V,ukrásti,çalmaq
1142,stehlen::V,ukrásti,oğurlamaq
1143,stehlen::V,pokrásti,çalmaq
1144,stehlen::V,pokrásti,oğurlamaq
1145,stören::V,motíti,pozmaq
1146,belästigen::V,nadlegováti,narahat etmək
1147,verbergen::V,skríti,gizləmək
1148,täuschen::V,slepíti,aldatmaq
1149,betrügen::V,várati,aldatmaq
1150,betrügen::V,ogoljufáti,aldatmaq
1151,töten::V,ubíti,öldürmək
1152,wohnen::V,prebívati,yaşamaq
1153,arbeiten::V,délati,işləmək
1154,arbeiten::V,délati,çalışmaq
1155,sammeln::V,zbráti,yığmaq
1156,sammeln::V,zbráti,toplamaq
1157,pflücken::V,obráti,qoparmaq
1158,jagen::V,lovíti,ovlamaq
1159,fischen::V,ribáriti,balıq tutmaq
1160,fassen::V,zajéti,tutmaq
1161,hüten::V,pásti,güdmək
1162,treiben::V,pogánjati,haylamaq
1163,anbinden::V,privézati,bağlamaq
1164,füttern::V,kŕmiti,bəsləmək
1165,melken::V,mólsti,sağmaq
1166,hacken::V,sékati,yarmaq
1167,gießen::V,ulíti,sulamaq
1168,reifen::V,zoréti,dəymək
1169,zubereiten::V,pripráviti,bişirmək
1170,kochen::V,kúhati,qaynatmaq
1171,backen::V,cvréti,bişirmək
1172,braten::V,pêči,qızartmaq
1173,umrühren::V,preméšati,qarışdırmaq
1174,stricken::V,plêsti,hörmək
1175,nähen::V,šívati,tikmək
1176,färben::V,bárvati,boyamaq
1177,reinigen::V,očístiti,təmizləmək
1178,waschen::V,opráti,yumaq
1179,abwischen::V,obrísati,silmək
1180,spülen::V,splakováti,çalxamaq
1181,fegen::V,pométati,süpürmək
1182,kehren::V,mésti,süpürmək
1183,baden::V,kópati se,çimmək
1184,sich waschen::V,umíti se,yuyunmaq
1185,ausziehen::V,izvléči,soyunmaq
1186,anziehen::V,obléči,geymək
1187,sich anziehen::V,obléči se,geyinmək
1188,kämmen::V,česáti,daramaq
1189,schmücken::V,okrasíti,bəzəmək
1190,sagen::V,dejáti,demək
1191,sagen::V,dejáti,söymek
1192,sprechen::V,govoríti,danışmaq
1193,reden::V,rêči,danışmaq
1194,sich unterhalten::V,razgovárjati se,söhbət etmək
1195,fragen::V,vprášati,soruşmaq
1196,bitten::V,prosíti,diləmək
1197,bitten::V,prosíti,xahiş etmək
1198,erzählen::V,práviti,bəhs etmək
1199,mitteilen::V,naznániti,bildirmək
1200,nennen::V,imenováti,adlandırmaq
1201,rufen::V,klícati,çağırmaq
1202,prahlen::V,baháti se,öyünmək
1203,übersetzen::V,prevêsti,tərcümə etmək
1204,denken::V,mísliti,düşünmək
1205,denken::V,mísliti,fikirləşmək
1206,glauben::V,verjéti,inanmaq
1207,bemerken::V,opáziti,qeyd etmək
1208,erkennen::V,spoznáti,tanımaq
1209,begreifen::V,pôjmiti,anlamaq
1210,verstehen::V,razuméti,duymaq
1211,lernen::V,učíti se,öyrənmək
1212,wissen::V,znáti,bilmək
1213,wissen::V,védeti,bilmək
1214,sich erinnern an::V,spómniti se,xatırlamaq
1215,vergessen::V,pozábiti,unutmaq
1216,messen::V,mériti,ölçmək
1217,zählen::V,štéti,saymaq
1218,rechnen::V,račúnati,hesablamaq
1219,lesen::V,bráti,oxumaq
1220,lesen::V,čítati,oxumaq
1221,malen::V,slíkati,şəkil çəkmək
1222,zeichnen::V,rísati,cızmaq
1223,schreiben::V,písati,yazmaq
1224,besitzen::V,iméti,yiyələnmək
1225,besitzen::V,iméti,malik olmaq
1226,kaufen::V,kupíti,satın almaq
1227,verkaufen::V,prodáti,satmaq
1228,bezahlen::V,pláčati,ödəmək
1229,zahlen::V,plačeváti,ödəmək
1230,beherrschen::V,obvládati,idarə etmək
1231,ertragen::V,prenêsti,dözmək
1232,Verstand::N,,ağıl
