,Concept_ID,ja,el
0,Auge::N,目,μάτι
1,Auge::N,目,οφθαλμός
2,Ohr::N,耳,αυτί
3,Nase::N,鼻,μύτη
4,Mund::N,口,στόμα
5,Zahn::N,歯,δόντι
6,Zunge::N,舌,γλώσσα
7,Lippe::N,唇,χείλος
8,Wange::N,頬,παρειά
9,Wange::N,頬,μάγουλο
10,Gesicht::N,顔,πρόσωπο
11,Stirn::N,額,μέτωπο
12,Haar::N,髪,μαλλιά
13,Schnurrbart::N,口髭,μουστάκι
14,Bart::N,髭,γένια
15,Kinn::N,顎,πιγούνι
16,Kiefer[Anatomie]::N,顎,σαγόνι
17,Kehle::N,喉,λαρύγγι
18,Hals::N,首,λαιμός
19,Genick::N,首,σβέρκος
20,Kopf::N,頭,κεφάλι
21,Rücken::N,背中,ράχη
22,Bauch::N,腹,κοιλιά
23,Bauch::N,お腹,κοιλιά
24,Nabel::N,へそ,αφαλός
25,Busen::N,乳房,στήθος
26,Brust::N,胸,στήθος
27,Schulter::N,肩,ώμος
28,Arm::N,腕,χέρι
29,Arm::N,腕,μπράτςο
30,Ellenbogen::N,肘,αγκώνας
31,Hand::N,手,χέρι
32,Handfläche::N,手のひら,παλάμη
33,Finger::N,指,δάχτυλο
34,Fingernagel::N,爪,νύχι
35,Nagel[Anatomie]::N,爪,νύχι
36,Zeh::N,足の指,δάχτυλο του ποδιού
37,Fuß::N,足,πόδι
38,Ferse::N,かかと,φτέρνα
39,Knie::N,膝,γόνατο
40,Oberschenkel::N,上腿,μηρός
41,Bein::N,足,πόδι
42,Körper::N,体,σώμα
43,Körper::N,体,κορμί
44,Haut::N,皮膚,πετσί
45,Blut::N,血,αίμα
46,Ader::N,血管,φλέβα
47,Sehne::N,腱,νεύρο
48,Sehne::N,腱,τένοντας
49,Knochen::N,骨,οστό
50,Knochen::N,骨,κόκκαλο
51,Gehirn::N,脳,μυαλό
52,Gehirn::N,脳,εγκέφαλος
53,Herz::N,心,καρδιά
54,Herz::N,心臓,καρδιά
55,Magen::N,胃,στομάχι
56,Leber::N,肝臓,ήπαρ
57,Leber::N,肝臓,συκωτί
58,Atem::N,息,αναπνοή
59,Atem::N,呼吸,αναπνοή
60,Hunger::N,空腹,πείνα
61,Träne::N,涙,δάκρυ
62,Geschmack::N,味,γεύση
63,Geruch::N,匂い,οσμή
64,Geruch::N,匂い,μυρωδία
65,Schlaf::N,睡眠,ύπνος
66,Traum::N,夢,όνειρο
67,Himmel::N,空,ουρανός
68,Sonne::N,太陽,ήλιος
69,Mond::N,月,σελήνη
70,Mond::N,月,φεγγάρι
71,Stern::N,星,άστρο
72,Stern::N,星,αστέρι
73,Luft::N,空気,αέρας
74,Wind::N,風,αέρας
75,Wind::N,風,άνεμος
76,Welle::N,波,κύμα
77,Wasser::N,水,νερό
78,Stein::N,石,πέτρα
79,Boden::N,土地,χώμα
80,Erde::N,土,γη
81,Staub::N,埃,σκόνη
82,Rauch::N,煙,καπνός
83,Funke::N,火花,σπίθα
84,Funke::N,火花,σπινθήρας
85,Feuer::N,火,φωτιά
86,Licht::N,光,φως
87,Schatten::N,陰,σκιά
88,Schatten::N,陰,ίσκιος
89,Wetter::N,天気,καιρός
90,Nebel::N,霧,ομίχλη
91,Wolke::N,雲,σύννεφο
92,Regen::N,雨,βροχή
93,Schnee::N,雪,χιόνι
94,Eis::N,氷,πάγος
95,Frost::N,霜,παγωνία
96,Kälte::N,寒さ,κρύο
97,Kälte::N,寒さ,ψύχος
98,Hitze::N,暑さ,ζέστη
99,Raureif::N,霧氷,πάχνη
100,Regenbogen::N,虹,ουράνιο τόξο
101,Donner::N,雷,βροντή
102,Strömung::N,流れ,ρεύμα
103,Tropfen::N,滴,στάλα
104,Schaum::N,泡,αφρός
105,Schmutz::N,汚れ,βρωμιά
106,See::N,湖,λίμνη
107,Sumpf::N,沼,βάλτος
108,Moor::N,湿原,έλος
109,Wiese::N,草原,λιβάδι
110,Wald::N,森,δάσος
111,Hügel::N,丘,λόφος
112,Anhöhe::N,高み,ύψωμα
113,Berg::N,山,όρος
114,Berg::N,山,βουνό
115,Gipfel::N,頂上,κορυφή
116,Höhle::N,洞窟,σπηλιά
117,Abhang::N,斜面,πλαγιά
118,Quelle::N,泉,πηγή
119,Quelle::N,泉,βρύση
120,Bach::N,小川,ρυάκι
121,Fluss::N,川,ποτάμι
122,Fluss::N,川,ποταμός
123,Ufer::N,岸,όχθη
124,Küste::N,海岸,ακτή
125,Küste::N,海岸,ακρογιαλιά
126,Festland::N,陸,στεριά
127,Meer::N,海,θάλασσα
128,Bucht::N,湾,κόλπος
129,Insel::N,島,νησί
130,Insel::N,島,νήσος
131,Blume::N,花,άνθος
132,Blume::N,花,λουλούδι
133,Gras::N,草,χόρτο
134,Gras::N,草,χορτάρι
135,Wurzel::N,根,ρίζα
136,Baum::N,木,δέντρο
137,Stamm::N,幹,κορμός
138,Rinde::N,皮層,φλούδα
139,Ast::N,枝,κλαδί
140,Zweig::N,小枝,κλαδί
141,Zweig::N,小枝,κλάδος
142,Blatt::N,葉,φύλλο
143,Birke::N,樺,σημύδα
144,Kiefer[Baum]::N,松,πεύκο
145,Weide[Baum]::N,柳,ιτιά
146,Tanne::N,樅,έλατο
147,Horn::N,角,κέρας
148,Horn::N,角,κέρατο
149,Feder::N,羽根,φτερό
150,Fell::N,毛皮,δέρμα
151,Fell::N,毛皮,τομάρι
152,Flügel::N,羽,πτερύγιο
153,Klaue::N,鉤爪,κουλό
154,Kralle::N,爪,νύχι
155,Schwanz::N,尻尾,ουρά
156,Ei::N,卵,αβγό
157,Nest::N,巣,φωλιά
158,Bau::N,穴,φωλιά
159,Tier::N,動物,ζώο
160,Herde::N,群れ,κοπάδι
161,Kuh::N,牛,αγελάδα
162,Bulle::N,雄牛,ταύρος
163,Pferd::N,馬,άλογο
164,Schaf::N,羊,πρόβατο
165,Schwein::N,豚,γουρούνι
166,Hund::N,犬,σκυλί
167,Hund::N,犬,σκύλος
168,Katze::N,猫,γάτα
169,Bär::N,熊,άρκτος
170,Bär::N,熊,αρκούδα
171,Eichhörnchen::N,栗鼠,βερβερίτσα
172,Elch::N,ヘラジカ,άλκη
173,Fuchs::N,狐,αλεπού
174,Hase::N,兎,λαγός
175,Maus::N,鼠,ποντικός
176,Wolf::N,狼,λύκος
177,Vogel::N,鳥,πουλί
178,Schwarm::N,群れ,σμήνος
179,Huhn::N,鶏,κότα
180,Huhn::N,鶏,όρνιθα
181,Hahn::N,雄鶏,πετεινός
182,Gans::N,ガチョウ,χήνα
183,Adler::N,鷲,αετός
184,Ente::N,鴨,πάπια
185,Eule::N,フクロウ,κουκουβάγια
186,Kranich::N,鶴,γερανός
187,Krähe::N,烏,καρακάξα
188,Kuckuck::N,郭公,κούκος
189,Schwan::N,白鳥,κύκνος
190,Fisch::N,魚,ψάρι
191,Barsch::N,鱸,πέρκα
192,Hecht::N,川魳,λούτσος
193,Schlange[Tier]::N,蛇,φίδι
194,Wurm::N,虫,σκουλήκι
195,Spinne::N,蜘蛛,αράχνη
196,Ameise::N,蟻,μυρμήγκι
197,Laus::N,虱,ψείρα
198,Mücke::N,蚊,κουνούπι
199,Fliege::N,蝿,μύγα
200,Schmetterling::N,蝶,πεταλούδα
201,Beere::N,漿果,ρόγα
202,Apfel::N,林檎,μήλο
203,Pilz::N,茸,μανιτάρι
204,Zwiebel::N,玉葱,κρεμμύδι
205,Saat::N,種,σπόρος
206,Korn::N,粒,σπυρί
207,Heu::N,干し草,σανός
208,Schale::N,皮,τσόφλι
209,Grube::N,穴,λάκκος
210,Falle::N,わな,παγίδα
211,Schlinge::N,輪,θηλειά
212,Spur::N,跡,ίχνος
213,Asche::N,灰,στάχτη
214,Dreck::N,泥,βρωμιά
215,Eisen::N,鉄,σίδερο
216,Gold::N,金,μάλαμα
217,Gold::N,金,χρυσάφι
218,Silber::N,銀,ασήμι
219,Silber::N,銀,άργυρος
220,Kohle::N,炭,κάρβουνο
221,Glas::N,ガラス,γυαλί
222,Lehm::N,ローム,πηλός
223,Sand::N,砂,άμμος
224,Mensch::N,人,άνθρωπος
225,Mann::N,男,άνδρας
226,Mann::N,男性,άνδρας
227,Frau::N,女,γυναίκα
228,Frau::N,女性,γυναίκα
229,Kind::N,子,παιδί
230,Kind::N,子供,παιδί
231,Junge::N,男の子,αγόρι
232,Mädchen::N,女の子,κοπέλα
233,Mädchen::N,女の子,κορίτσι
234,Familie::N,家族,οικογένεια
235,Großvater::N,祖父,παππούς
236,Großvater::N,おじいさん,παππούς
237,Großmutter::N,祖母,γιαγιά
238,Großmutter::N,おばあさん,γιαγιά
239,Eltern::N,親,γονείς
240,Eltern::N,両親,γονείς
241,Vater::N,父,πατέρας
242,Vater::N,お父さん,πατέρας
243,Mutter::N,母,μητέρα
244,Mutter::N,お母さん,μητέρα
245,Sohn::N,息子,γιος
246,Sohn::N,息子さん,γιος
247,Tochter::N,娘,κόρη
248,Tochter::N,お嬢さん,κόρη
249,Bruder::N,弟,αδελφός
250,Schwester::N,妹,αδελφή
251,Onkel::N,伯父,θείος
252,Onkel::N,伯父さん,θείος
253,Tante::N,叔母,θεία
254,Tante::N,叔母さん,θεία
255,Ehemann::N,夫,σύζυγος
256,Ehemann::N,主人,σύζυγος
257,Ehefrau::N,妻,σύζυγος
258,Ehefrau::N,奥さん,σύζυγος
259,Freude::N,喜び,χαρά
260,Gelächter::N,笑い,γέλια
261,Glück::N,幸せ,ευτυχία
262,Kummer::N,悩み,έγνοια
263,Wunsch::N,希望,επιθυμία
264,Lust::N,気,όρεξη
265,Geist::N,精神,πνέυμα
266,Gedanke::N,考え,σκέψη
267,Gedächtnis::N,記憶,μνήμη
268,Verstand::N,理解力,νους
269,Sinn::N,意味,νόημα
270,Grund::N,理由,λόγος
271,Wahrheit::N,真実,αλήθεια
272,Gespräch::N,会話,συνομιλία
273,Märchen::N,童話,παραμύθι
274,Erzählung::N,物語,διήγημα
275,Nachricht::N,報告,είδηση
276,Neuigkeit::N,ニュース,νέο
277,Name::N,名前,όνομα
278,Rätsel::N,謎,αίνιγμα
279,Rede::N,演説,λόγος
280,Rede::N,演説,ομιλία
281,Sprache::N,言語,γλώσσα
282,Stimme::N,声,φωνή
283,Wort::N,言葉,λέξη
284,Zeichen::N,記号,σημείο
285,Ruf::N,呼び声,κραυγή
286,Lärm::N,騒音,θόρυβος
287,Laut::N,音,ήχος
288,Ton::N,音,ήχος
289,Ton::N,音,τόνος
290,Lied::N,歌,τραγούδι
291,Ruhe::N,静けさ,ησυχία
292,Leute::N,人々,κόσμος
293,Leute::N,人々,άνθρωποι
294,Volk::N,民族,λαός
295,Arbeit::N,仕事,εργασία
296,Gast::N,客,επισκέπτης
297,Geschenk::N,贈り物,δώρο
298,Spiel::N,遊び,παιχνίδι
299,Gesellschaft::N,社会,κοινωνία
300,Hilfe::N,援助,βοήθεια
301,Freund::N,友達,φίλος
302,Kamerad::N,同志,σύντροφος
303,Angelegenheit::N,件,υπόθεση
304,Anzahl::N,数,αριθμός
305,Art::N,種類,είδος
306,Stück::N,部分,κομμάτι
307,Teil::N,部分,μέρος
308,Hälfte::N,半分,μισό
309,Kreis::N,円,κύκλος
310,Kreuz::N,十字,σταυρός
311,Linie::N,線,γραμμή
312,Strich::N,線,γραμμή
313,Abstand::N,距離,απόσταση
314,Entfernung::N,距離,απόσταση
315,Gegend::N,辺,περιοχή
316,Gegend::N,辺,τοποθεσία
317,Gegend::N,地域,περιοχή
318,Gegend::N,地域,τοποθεσία
319,Platz::N,ゆとり,χώρος
320,Ort::N,所,τόπος
321,Ort::N,場所,τόπος
322,Seite::N,横,πλευρά
323,Mitte::N,真ん中,μέση
324,Gegenstand::N,物件,αντικείμενο
325,Sache::N,物,πράγμα
326,Rand::N,端,άκρη
327,Rand::N,端,χείλος
328,Kante::N,縁,άκρη
329,Ecke::N,角,γωνιά
330,Spitze::N,先頭,μύτη
331,Ende::N,端,άκρη
332,Loch::N,穴,τρύπα
333,Winkel::N,片隅,γωνία
334,Muster::N,模様,σχέδιο
335,Größe::N,大きさ,μέγεθος
336,Länge::N,長さ,μήκος
337,Höhe::N,高さ,ύψος
338,Gewicht::N,重さ,βάρος
339,Menge::N,量,ποσότητα
340,Haufen::N,堆積,σωρός
341,Reihe::N,並び,αράδα
342,Boot::N,ボート,βάρκα
343,Ruder::N,オール,κουπί
344,Schlitten::N,そり,έλκηθρο
345,Ski::N,スキー,σκι
346,Lagerfeuer::N,篝火,φωτιά
347,Last::N,荷物,φορτίο
348,Gang::N,歩み,δρόμος
349,Schritt::N,歩,βήμα
350,Norden::N,北,βορράς
351,Süden::N,南,νότος
352,Westen::N,西,δύση
353,Osten::N,東,ανατολή
354,Holz::N,木,ξύλο
355,Holz::N,木材,ξύλο
356,Brett::N,板,σανίδι
357,Platte::N,盤,πλάκα
358,Stütze::N,支柱,στήριγμα
359,Stange::N,棒,ραβδί
360,Stange::N,棒,κοντός
361,Stock::N,杖,ξύλο
362,Stock::N,杖,μπαστούνι
363,Stab::N,棒,ραβδί
364,Rohr::N,管,σωλήνας
365,Haus::N,家,σπίτι
366,Heim::N,家,σπίτι
367,Ofen::N,ストーブ,σόμπα
368,Ofen::N,ストーブ,θερμάστρα
369,Fußboden::N,床,πάτωμα
370,Tisch::N,机,τραπέζι
371,Stuhl::N,椅子,καρέκλα
372,Wiege::N,揺籃,κούνια
373,Bett::N,ベッド,κρεβάτι
374,Regal::N,棚,ράφι
375,Kiste::N,箱,κιβώτιο
376,Fenster::N,窓,παράθυρο
377,Tür::N,戸,πόρτα
378,Tür::N,ドア,πόρτα
379,Tor::N,門,πύλη
380,Zaun::N,垣根,φράχτης
381,Dach::N,屋根,στέγη
382,Leiter::N,梯子,σκάλα
383,Leiter::N,梯子,κλίμακα
384,Besen::N,ほうき,σκούπα
385,Spaten::N,スコップ,φτυάρι
386,Schaufel::N,シャベル,φτυάρι
387,Gabel::N,フォーク,πιρούνι
388,Löffel::N,スプーン,κουτάλι
389,Messer::N,ナイフ,μαχαίρι
390,Nagel::N,釘,καρφί
391,Netz::N,網,δίχτυ
392,Haken::N,鉤,γάντζος
393,Haken::N,鉤,αγκίστρι
394,Haken::N,フック,γάντζος
395,Haken::N,フック,αγκίστρι
396,Griff::N,取っ手,λαβή
397,Schloss::N,錠,κλειδαριά
398,Bild::N,絵,εικόνα
399,Figur::N,像,ανάστημα
400,Puppe::N,人形,κούκλα
401,Beutel::N,袋,πουγγί
402,Bündel::N,束,δεμάτι
403,Bündel::N,包み,δεμάτι
404,Tasche::N,かばん,τσάντα
405,Eimer::N,バケツ,κουβάς
406,Deckel::N,蓋,καπάκι
407,Geschirr::N,食器,σκεύη
408,Sack::N,袋,σάκος
409,Tasse::N,カップ,φλιτζάνι
410,Topf::N,鍋,χύτρα
411,Kessel::N,釜,καζάνι
412,Essen::N,食事,φαγητό
413,Nahrung::N,食物,τροφή
414,Speise::N,料理,φαγητό
415,Fleisch::N,肉,κρέας
416,Getreide::N,麦,σιτάρι
417,Getreide::N,穀物,σιτάρι
418,Brei::N,粥,χυλός
419,Brot::N,パン,ψωμί
420,Brot::N,パン,άρτος
421,Scheibe::N,枚,φέτα
422,Scheibe::N,切れ,φέτα
423,Fett::N,脂肪,πάχος
424,Butter::N,バター,βούτυρο
425,Öl::N,油,λάδι
426,Salz::N,塩,αλάτι
427,Suppe::N,スープ,σούπα
428,Honig::N,蜂蜜,μέλι
429,Milch::N,牛乳,γάλα
430,Tee::N,茶,τσάι
431,Tee::N,お茶,τσάι
432,Leder::N,革,πετσί
433,Wolle::N,毛糸,μαλλί
434,Stoff::N,布,ύφασμα
435,Nadel::N,針,βελόνα
436,Faden::N,糸,κλωστή
437,Knopf::N,ボタン,κουμπί
438,Knoten::N,結び目,κόμπος
439,Farbe::N,ペンキ,μπογιά
440,Kleidung::N,衣服,ρούχα
441,Kleidung::N,衣服,ενδυμασία
442,Hemd::N,シャツ,πουκάμισο
443,Kragen::N,襟,κολάρο
444,Ärmel::N,袖,μανίκι
445,Hose::N,ズボン,πανταλόνι
446,Gürtel::N,帯,ζώνη
447,Gürtel::N,ベルト,ζώνη
448,Mütze::N,帽子,σκούφος
449,Schuh::N,靴,παπούτσι
450,Stiefel::N,ブーツ,μπότα
451,Ring::N,輪,δαχτυλίδι
452,Band::N,リボン,κορδέλα
453,Kamm::N,櫛,χτένα
454,Spiegel::N,鏡,καθρέφτης
455,Riemen::N,緒,λουρί
456,Schnur::N,紐,κορδόνι
457,Leine::N,綱,σχοινί
458,Decke::N,掛け布団,κουβέρτα
459,Kissen::N,枕,μαξιλάρι
460,Tuch::N,スカーフ,πανί
461,Tuch::N,スカーフ,μαντήλι
462,Handtuch::N,タオル,πετσέτα
463,Kraft::N,力,δύναμη
464,Stärke::N,強さ,ισχύς
465,Stärke::N,強さ,δύναμη
466,Gesundheit::N,健康,υγεία
467,Krankheit::N,病気,αρρώστια
468,Schmerz::N,痛み,πόνος
469,Wunde::N,傷,πληγή
470,Fieber::N,熱,πυρετός
471,Arznei::N,薬,φάρμακο
472,Brücke::N,橋,γέφυρα
473,Brunnen::N,井戸,πηγάδι
474,Weide::N,牧場,βοσκή
475,Pfad::N,小路,μονοπάτι
476,Weg::N,道,δρόμος
477,Straße::N,街道,οδός
478,Straße::N,街道,δρόμος
479,Dorf::N,村,χωριό
480,Stadt::N,町,πόλη
481,Stadt::N,都市,πόλη
482,Brief::N,手紙,γράμμα
483,Brief::N,手紙,επιστολή
484,Buch::N,本,βιβλίο
485,Buchstabe::N,文字,γράμμα
486,Zeitung::N,新聞,εφημερίδα
487,Leben::N,生活,ζωή
488,Leben::N,生活,βίος
489,Tod::N,死,θάνατος
490,Grab::N,墓,τάφος
491,Kirche::N,教会,εκκλησία
492,Sünde::N,罪,αμαρτία
493,Gott::N,神,θεός
494,Arbeiter::N,労働者,εργάτης
495,Chef::N,上司,προϊστάμενος
496,Meister::N,達人,μάστορας
497,Meister::N,達人,αρχιτεχνίτης
498,Meister::N,マイスター,μάστορας
499,Meister::N,マイスター,αρχιτεχνίτης
500,Arzt::N,医者,γιατρός
501,Lehrer::N,先生,δάσκαλος
502,Geld::N,金,λεφτά
503,Geld::N,金,χρήματα
504,Geschäft::N,取り引き,συναλλαγή
505,Laden::N,店,μαγαζί
506,Laden::N,店,κατάστημα
507,Preis::N,値段,τιμή
508,Ware::N,商品,εμπόρευμα
509,Nutzen::N,利益,όφελος
510,Reichtum::N,豊かさ,πλούτος
511,Welt::N,世界,κόσμος
512,Land::N,国,χώρα
513,Staat::N,国家,κράτος
514,Staat::N,国家,πολιτεία
515,König::N,国王,βασιλιάς
516,Macht::N,権力,εξουσία
517,Grenze::N,国境,σύνορα
518,Krieg::N,戦争,πόλεμος
519,Feind::N,敵,εχθρός
520,Gewalt::N,暴力,βία
521,Kampf::N,戦い,αγώνας
522,Bogen[Waffe]::N,弓,τόξο
523,Pfeil::N,矢,σαΐτα
524,Gewehr::N,銃,τουφέκι
525,Fehler::N,間違い,λάθος
526,Fehler::N,間違い,σφάλμα
527,Lüge::N,嘘,ψέμα
528,Lüge::N,嘘,ψεύδος
529,Schaden::N,損害,ζημία
530,Unglück::N,不幸,δυστυχία
531,Schuld::N,罪,ενοχή
532,Schuld::N,罪,φταίξιμο
533,Alter::N,年,ηλικία
534,Alter::N,年齢,ηλικία
535,Schluss::N,終わり,τέλος
536,Zeit::N,時,χρόνος
537,Zeit::N,時間,χρόνος
538,Tag::N,日,μέρα
539,Tag::N,日,ημέρα
540,Morgen::N,朝,πρωί
541,Mittag::N,昼,μεσημέρι
542,Abend::N,晩,βράδυ
543,Abend::N,夕方,βράδυ
544,Nacht::N,夜,νύχτα
545,Woche::N,週,εβδομάδα
546,Monat::N,月,μήνας
547,Jahr::N,年,έτος
548,Jahr::N,年,χρόνος
549,Frühling::N,春,άνοιξη
550,Sommer::N,夏,καλοκαίρι
551,Herbst::N,秋,φθινόπωρο
552,Winter::N,冬,χειμώνας
553,Januar::N,一月,Ιανουάριος
554,Februar::N,二月,Φεβρουάριος
555,März::N,三月,Μάρτιος
556,April::N,四月,Απρίλιος
557,Mai::N,五月,Μάιος
558,Juni::N,六月,Ιούνιος
559,Juli::N,七月,Ιούλιος
560,August::N,八月,Αύγουστος
561,September::N,九月,Σεπτέμβριος
562,Oktober::N,十月,Οκτώβριος
563,November::N,十一月,Νοέμβριος
564,Dezember::N,十二月,Δεκέμβριος
565,Montag::N,月曜日,Δευτέρα
566,Dienstag::N,火曜日,Τρίτη
567,Mittwoch::N,水曜日,Τετάρτη
568,Donnerstag::N,木曜日,Πέμπτη
569,Freitag::N,金曜日,Παρασκευή
570,Samstag::N,土曜日,Σάββατο
571,Sonntag::N,日曜日,Κυριακή
572,groß::A,大きい,μεγάλος
573,klein::A,小さい,μικρός
574,lang::A,長い,μακρύς
575,kurz::A,短い,κοντός
576,breit::A,広い,φαρδύς
577,schmal::A,狭い,στενός
578,dicht::A,密な,πυκνός
579,dick[Gegenstand]::A,厚い,παχύς
580,dick[Gegenstand]::A,厚い,χοντρός
581,dünn::A,薄い,ψιλός
582,dünn::A,薄い,λεπτός
583,fein::A,細い,ψιλός
584,fest::A,硬い,στερεός
585,flach::A,平らな,επίπεδος
586,glatt::A,滑らかな,λείος
587,glatt::A,滑らかな,ομαλός
588,hart::A,堅い,σκληρός
589,weich::A,柔らかい,μαλακός
590,rund::A,丸い,στρογγυλός
591,spitz::A,尖った,μυτερός
592,scharf::A,鋭い,κοφτερός
593,stumpf::A,鈍い,αμβλύς
594,schwer::A,重い,βαρύς
595,schön::A,綺麗な,ωραίος
596,schön::A,綺麗な,όμορφος
597,heiß::A,熱い,ζεστός
598,warm::A,温かい,θερμός
599,kalt::A,寒い,κρύος
600,kalt::A,寒い,ψυχρός
601,kalt::A,冷たい,κρύος
602,kalt::A,冷たい,ψυχρός
603,kühl::A,涼しい,δροσερός
604,frisch::A,ひんやりした,νωπός
605,frisch::A,ひんやりした,φρέσκος
606,feucht::A,湿った,υγρός
607,nass::A,濡れた,βρεγμένος
608,trocken::A,乾いた,ξηρός
609,trocken::A,乾いた,στεγνός
610,voll::A,いっぱいの,γεμάτος
611,leer::A,空の,άδειος
612,offen::A,開いた,ανοιχτός
613,geschlossen::A,閉まった,κλειστός
614,sauber::A,清潔な,καθαρός
615,schmutzig::A,汚い,βρώμικος
616,schmutzig::A,汚い,λερωμένος
617,roh::A,生の,ωμός
618,reif::A,熟した,ώριμος
619,lecker::A,美味しい,νόστιμος
620,süß::A,甘い,γλυκός
621,bitter::A,苦い,πικρός
622,sauer::A,酸っぱい,ξινός
623,hell::A,明るい,φωτεινός
624,dunkel::A,暗い,σκοτεινός
625,schwarz::A,黒い,μαύρος
626,schwarz::A,黒い,μελανός
627,weiß::A,白い,άσπρος
628,rot::A,赤い,κόκκινος
629,gelb::A,黄色い,κίτρινος
630,blau::A,青い,μπλε
631,blau::A,青い,γαλανός
632,grün::A,緑の,πράσινος
633,grau::A,灰色の,γκρίζος
634,bunt::A,色取り取りの,ποικιλόχρωπος
635,billig::A,安い,φτηνός
636,teuer::A,高い,ακριβός
637,wertvoll::A,貴重な,πολύτιμος
638,blind::A,盲目の,τυφλός
639,taub::A,耳が聞こえない,κουφός
640,kräftig::A,強力な,δυνατός
641,stark::A,強い,γερός
642,schwach::A,弱い,αδύνατος
643,fett::A,太った,παχύς
644,schlank::A,ほっそりした,λεπτός
645,schlank::A,ほっそりした,λυγερός
646,hübsch::A,素敵な,όμορφος
647,hübsch::A,素敵な,χαριτωμένος
648,böse::A,悪い,κακός
649,dumm::A,馬鹿な,κουτός
650,dumm::A,馬鹿な,ανόητος
651,faul::A,怠惰な,τεμπέλης
652,fleißig::A,勤勉な,εργατικός
653,geizig::A,けちな,τσιγγούνης
654,klug::A,賢い,έξυπνος
655,klug::A,頭のいい,έξυπνος
656,geschickt::A,器用な,επιδέξιος
657,lieb::A,愛らしい,φίλος
658,lieb::A,愛らしい,αγαπητός
659,lustig::A,楽しい,εύθυμος
660,lustig::A,楽しい,χαρούμενος
661,sanft::A,温和な,ήπιος
662,hungrig::A,空腹の,πεινασμένος
663,krank::A,病気の,άρρωστος
664,nackt::A,裸の,γυμνός
665,traurig::A,悲しい,λυπημένος
666,lebendig::A,生きた,ζωντανός
667,gut::A,良い,καλός
668,schlecht::A,悪い,κακός
669,schlecht::A,駄目な,κακός
670,richtig::A,正しい,σωστός
671,schlimm::A,ひどい,άσχημος
672,wahr::A,本当の,αληθής
673,wahr::A,本当の,αληθινός
674,alt::A,古い,παλιός
675,neu::A,新しい,νέος
676,neu::A,新しい,καινούργιος
677,ehemalig::A,以前の,παλιός
