,Concept_ID,ja,el
678,alt[Lebewesen]::A,年を取った,γέρος
679,jung::A,若い,νέος
680,arm::A,貧乏な,φτωχός
681,reich::A,裕福な,πλούσιος
682,bekannt::A,有名な,γνωστός
683,berühmt::A,有名な,περίφημος
684,berühmt::A,有名な,ξακουσμένος
685,fremd::A,見知らぬ,ξένος
686,verschieden::A,色々な,διαφορετικός
687,nah::A,近い,κοντινός
688,fern::A,遠い,μακριά
689,linker::A,左の,αριστερός
690,rechter::A,右の,δεξιός
691,anderer::A,別の,άλλος
692,erster::A,一番目,πρώτος
693,zweiter::A,二番目,δεύτερος
694,dritter::A,三番目,τρίτος
695,letzter::A,最後の,τελευταίος
696,allein::ADV,一人で,μόνος
697,auf einmal::ADV,同時に,εφάπαξ
698,zusammen::ADV,一緒に,μαζί
699,lange::ADV,長い間,πολύν καιρό
700,plötzlich::ADV,急に,έξαφνα
701,sofort::ADV,すぐに,αμέσως
702,später::ADV,後で,αργότερα
703,jetzt::ADV,今,τώρα
704,heute::ADV,今日,σήμερα
705,morgen::ADV,明日,αύριο
706,bald::ADV,間もなく,σε λίγο
707,bald::ADV,間もなく,εντός ολίγου
708,dann::ADV,それから,ύστερα
709,gestern::ADV,昨日,χτες
710,einst::ADV,過去に,ποτέ
711,einst::ADV,過去に,άλλοτε
712,damals::ADV,あの時,τότε
713,danach::ADV,その後で,μετά
714,danach::ADV,その後で,ύστερα
715,vorher::ADV,以前に,πριν
716,vorher::ADV,以前に,προηγουμένως
717,zuerst::ADV,まず,πρώτα
718,zuerst::ADV,最初に,πρώτα
719,einmal::ADV,一回,μία φορά
720,manchmal::ADV,時々,κάποτε
721,oft::ADV,よく,συχνά
722,oft::ADV,よく,πολλές φορές
723,immer::ADV,いつも,πάντα
724,immer::ADV,いつも,πάντοτε
725,niemals::ADV,一度も...ない,ποτέ
726,hier::ADV,こちら,εδώ
727,hierhin::ADV,ここへ,εδώ
728,hierhin::ADV,こちらへ,εδώ
729,von hier::ADV,ここから,από δω
730,dort::ADV,そちら,εκεί
731,dorthin::ADV,そこへ,προς τα κει
732,dorthin::ADV,そちらへ,προς τα κει
733,geradeaus::ADV,真っ直ぐに,κατευθείαν
734,vorwärts::ADV,前へ,εμπρός
735,rückwärts::ADV,後ろへ,πίσω
736,zurück::ADV,後ろへ,πίσω
737,unten::ADV,下に,κάτω
738,hinab::ADV,下へ,προς τα κάτω
739,oben::ADV,上に,πάνω
740,oben::ADV,上に,επάνω
741,hinauf::ADV,上へ,προς τα πάνω
742,überall::ADV,どこでも,παντού
743,nicht::ADV,ない,δεν
744,ein wenig::ADV,少し,λιγάκι
745,ein wenig::ADV,ちょっと,λιγάκι
746,kaum::ADV,ほとんど～ない,μόλις
747,sehr::ADV,とても,πολύ
748,so::ADV,こう,έτσι
749,noch::ADV,まだ,ακόμα
750,nur::ADV,～だけ,μόνο
751,schon::ADV,もう,ήδη
752,schon::ADV,もう,κιόλας
753,wieder::ADV,再び,ξανά
754,vergebens::ADV,無駄に,μάταια
755,vor::PRP,前に,μπροστά σε
