,Concept_ID,it,pt
184,Bär::N,orso,urso
185,Eichhörnchen::N,scoiàttolo,esquilo
186,Elch::N,alce,alce
187,Fuchs::N,volpe,raposa
188,Hase::N,lepre,lebre
189,Maus::N,topo,rato
190,Maus::N,sorcio,rato
191,Wolf::N,lupo,lobo
192,Vogel::N,uccello,ave
193,Vogel::N,uccello,pássaro
194,Schwarm::N,stormo,bando
195,Schwarm::N,stormo,enxame
196,Huhn::N,gallina,galinha
197,Hahn::N,gallo,galo
198,Gans::N,oca,ganso
199,Adler::N,àquila,águia
200,Ente::N,ànatra,pata
201,Eule::N,gufo,mocho
202,Eule::N,gufo,coruja
203,Eule::N,civetta,mocho
204,Eule::N,civetta,coruja
205,Kranich::N,gru,grou
206,Krähe::N,cornacchia,gralha
207,Kuckuck::N,cuccù,cuco
208,Kuckuck::N,cùculo,cuco
209,Schwan::N,cigno,cisne
210,Fisch::N,pesce,peixe
211,Barsch::N,pèrsico,perca
212,Hecht::N,luccio,lúcio
213,Schlange[Tier]::N,serpente,serpente
214,Wurm::N,baco,verme
215,Wurm::N,verme,verme
216,Spinne::N,ragno,aranha
217,Ameise::N,formica,formiga
218,Laus::N,pidocchio,piolho
219,Mücke::N,zanzara,mosquito
220,Fliege::N,mosca,mosca
221,Schmetterling::N,farfalla,borboleta
222,Beere::N,bacca,bago
223,Apfel::N,mela,maçã
224,Pilz::N,fungo,fungo
225,Pilz::N,fungo,cogumelo
226,Zwiebel::N,cipolla,cebola
227,Saat::N,semente,sementeira
228,Korn::N,grano,grão
229,Heu::N,fieno,feno
230,Schale::N,buccia,casca
231,Grube::N,cava,cova
232,Grube::N,cava,fossa
233,Grube::N,fossa,cova
234,Grube::N,fossa,fossa
235,Falle::N,tràppola,armadilha
236,Schlinge::N,laccio,laço
237,Spur::N,traccia,pista
238,Spur::N,traccia,vestígio
239,Asche::N,cenere,cinza
240,Dreck::N,fango,sujidade
241,Eisen::N,ferro,ferro
242,Gold::N,oro,ouro
243,Silber::N,argento,prata
244,Kohle::N,carbone,carvão
245,Glas::N,vetro,vidro
246,Lehm::N,argilla,barro
247,Lehm::N,argilla,argila
248,Sand::N,arena,areia
249,Sand::N,sabbia,areia
250,Mensch::N,uomo,homem
251,Mensch::N,uomo,pessoa
252,Mensch::N,èssere umano,homem
253,Mensch::N,èssere umano,pessoa
254,Mann::N,uomo,homem
255,Frau::N,donna,mulher
256,Kind::N,bambino,filho
257,Kind::N,bambino,criança
258,Junge::N,ragazzo,rapaz
259,Junge::N,ragazzo,menino
260,Mädchen::N,ragazza,menina
261,Mädchen::N,ragazza,rapariga
262,Familie::N,famiglia,família
263,Großvater::N,nonno,avô
264,Großmutter::N,nonna,avó
265,Eltern::N,genitori,pais
266,Vater::N,padre,pai
267,Mutter::N,madre,mãe
268,Sohn::N,figlio,filho
269,Tochter::N,figlia,filha
270,Bruder::N,fratello,irmão
271,Schwester::N,sorella,irmã
272,Onkel::N,zio,tio
273,Tante::N,zia,tia
274,Ehemann::N,marito,esposo
275,Ehefrau::N,moglie,esposa
276,Freude::N,gioia,prazer
277,Freude::N,gioia,alegria
278,Freude::N,piacere,prazer
279,Freude::N,piacere,alegria
280,Gelächter::N,risata,risada
281,Gelächter::N,risata,gargalhada
282,Glück::N,felicità,felicidade
283,Kummer::N,afflizione,aflição
284,Kummer::N,afflizione,desgosto
285,Wunsch::N,desiderio,desejo
286,Lust::N,voglia,vontade
287,Geist::N,mente,mente
288,Geist::N,mente,espírito
289,Geist::N,spìrito,mente
290,Geist::N,spìrito,espírito
291,Gedanke::N,idea,ideia
292,Gedanke::N,idea,pensamento
293,Gedanke::N,pensiero,ideia
294,Gedanke::N,pensiero,pensamento
295,Gedächtnis::N,memoria,memória
296,Verstand::N,intelletto,razão
297,Verstand::N,intelletto,inteligência
298,Sinn::N,senso,sentido
299,Sinn::N,senso,significado
300,Sinn::N,significato,sentido
301,Sinn::N,significato,significado
302,Grund::N,causa,causa
303,Grund::N,causa,motivo
304,Grund::N,motivo,causa
305,Grund::N,motivo,motivo
306,Grund::N,ragione,causa
307,Grund::N,ragione,motivo
308,Wahrheit::N,verità,verdade
309,Gespräch::N,discorso,conversa
310,Gespräch::N,discorso,conversação
311,Gespräch::N,conversazione,conversa
312,Gespräch::N,conversazione,conversação
313,Märchen::N,fiaba,conto
314,Märchen::N,fàvola,conto
315,Erzählung::N,racconto,conto
316,Erzählung::N,racconto,narrativa
317,Erzählung::N,narrazione,conto
318,Erzählung::N,narrazione,narrativa
319,Nachricht::N,messaggio,mensagem
320,Neuigkeit::N,notizia,notícia
321,Neuigkeit::N,notizia,novidade
322,Name::N,nome,nome
323,Rätsel::N,indovinello,adivinha
324,Rede::N,discorso,oração
325,Rede::N,discorso,discurso
326,Sprache::N,lingua,língua
327,Sprache::N,linguaggio,língua
328,Stimme::N,voce,voz
329,Wort::N,parola,palavra
330,Zeichen::N,segno,marca
331,Zeichen::N,segnale,marca
332,Ruf::N,chiamata,grito
333,Ruf::N,chiamata,chamada
334,Lärm::N,chiasso,ruído
335,Lärm::N,chiasso,barulho
336,Lärm::N,strèpito,ruído
337,Lärm::N,strèpito,barulho
338,Laut::N,suono,som
339,Ton::N,tono,tom
340,Lied::N,canto,canção
341,Lied::N,canzone,canção
342,Ruhe::N,calma,calma
343,Ruhe::N,calma,silêncio
344,Ruhe::N,tranquillità,calma
345,Ruhe::N,tranquillità,silêncio
346,Leute::N,gente,gente
347,Leute::N,gente,pessoas
348,Volk::N,pòpolo,povo
349,Volk::N,pòpolo,nação
350,Arbeit::N,lavoro,trabalho
351,Gast::N,òspite,hóspede
352,Gast::N,òspite,convidado
353,Gast::N,invitato,hóspede
354,Gast::N,invitato,convidado
355,Geschenk::N,regalo,prenda
356,Geschenk::N,regalo,presente
357,Spiel::N,gioco,jogo
358,Gesellschaft::N,compagnìa,companhia
359,Hilfe::N,aiuto,ajuda
360,Hilfe::N,aiuto,socorro
361,Hilfe::N,soccorso,ajuda
362,Hilfe::N,soccorso,socorro
363,Freund::N,amico,amigo
364,Kamerad::N,camerata,camarada
365,Angelegenheit::N,affare,assunto
366,Angelegenheit::N,faccenda,assunto
367,Anzahl::N,nùmero,número
368,Anzahl::N,nùmero,quantidade
369,Anzahl::N,quantità,número
370,Anzahl::N,quantità,quantidade
371,Art::N,tipo,tipo
372,Art::N,tipo,espécie
373,Art::N,specie,tipo
374,Art::N,specie,espécie
375,Stück::N,pezzo,pedaço
376,Teil::N,parte,peça
377,Teil::N,parte,parte
378,Hälfte::N,metà,metade
379,Kreis::N,cìrcolo,círculo
380,Kreuz::N,croce,cruz
381,Linie::N,lìnea,linha
382,Strich::N,tratto,traço
383,Abstand::N,distanza,distância
384,Entfernung::N,distanza,distância
385,Entfernung::N,lontananza,distância
386,Gegend::N,regione,área
387,Gegend::N,regione,região
388,Platz::N,posto,lugar
389,Platz::N,spazio,lugar
390,Ort::N,luogo,sítio
391,Ort::N,località,sítio
392,Seite::N,lato,lado
393,Seite::N,parte,lado
394,Mitte::N,mezzo,meio
395,Mitte::N,centro,meio
396,Gegenstand::N,oggetto,objecto
397,Sache::N,cosa,coisa
398,Rand::N,orlo,bordo
399,Rand::N,orlo,margem
400,Rand::N,bordo,bordo
401,Rand::N,bordo,margem
402,Kante::N,spìgolo,borda
403,Kante::N,spìgolo,aresta
404,Ecke::N,canto,esquina
405,Spitze::N,punta,ponta
406,Ende::N,capo,cabo
407,Ende::N,capo,extremo
408,Ende::N,estremità,cabo
409,Ende::N,estremità,extremo
410,Loch::N,buco,furo
411,Loch::N,buco,buraco
412,Winkel::N,àngolo,canto
413,Winkel::N,àngolo,ângulo
414,Muster::N,disegno,padrão
415,Muster::N,disegno,desenho
416,Größe::N,taglia,tamanho
417,Größe::N,grandezza,tamanho
418,Länge::N,lunghezza,comprimento
419,Höhe::N,altezza,altura
420,Höhe::N,altezza,altitude
421,Gewicht::N,peso,peso
422,Menge::N,quantità,quantidade
423,Haufen::N,cùmulo,pilha
424,Haufen::N,mucchio,pilha
425,Reihe::N,fila,fila
426,Boot::N,barca,barco
427,Boot::N,battello,barco
428,Ruder::N,remo,remo
429,Schlitten::N,slitta,trenó
430,Ski::N,sci,esqui
431,Lagerfeuer::N,falò,fogueira
432,Lagerfeuer::N,fuoco di bivacco,fogueira
433,Last::N,càrico,carga
434,Gang::N,andata,curso
435,Gang::N,andata,caminhada
436,Schritt::N,passo,passo
437,Norden::N,nord,norte
438,Norden::N,settentrione,norte
439,Süden::N,sud,sul
440,Süden::N,meridione,sul
441,Westen::N,òvest,oeste
442,Westen::N,òvest,ocidente
443,Westen::N,occidente,oeste
444,Westen::N,occidente,ocidente
445,Osten::N,est,este
446,Osten::N,est,leste
447,Osten::N,est,oriente
448,Osten::N,oriente,este
449,Osten::N,oriente,leste
450,Osten::N,oriente,oriente
451,Holz::N,legno,madeira
452,Brett::N,asse,tábua
453,Brett::N,asse,prancha
454,Brett::N,tàvola,tábua
455,Brett::N,tàvola,prancha
456,Platte::N,lastra,laje
457,Platte::N,lastra,chapa
458,Platte::N,piastra,laje
459,Platte::N,piastra,chapa
460,Stütze::N,supporto,apoio
461,Stütze::N,supporto,suporte
462,Stange::N,sbarra,vara
463,Stange::N,sbarra,barra
464,Stange::N,pèrtica,vara
465,Stange::N,pèrtica,barra
466,Stock::N,verga,pau
467,Stock::N,verga,bengala
468,Stock::N,bastone,pau
469,Stock::N,bastone,bengala
470,Stock::N,bacchetta,pau
471,Stock::N,bacchetta,bengala
472,Stab::N,asta,bastão
473,Rohr::N,tubo,cano
474,Haus::N,casa,casa
475,Heim::N,casa,lar
476,Heim::N,casa,casa
477,Ofen::N,stufa,estufa
478,Ofen::N,stufa,aquecedor
479,Fußboden::N,pavimento,piso
480,Tisch::N,tàvolo,mesa
481,Stuhl::N,sedia,cadeira
482,Wiege::N,culla,berço
483,Bett::N,letto,cama
484,Regal::N,scaffale,estante
485,Regal::N,scaffale,prateleira
486,Kiste::N,cassa,caixa
487,Fenster::N,finestra,janela
488,Tür::N,porta,porta
489,Tor::N,portone,portão
490,Zaun::N,recinto,cerca
491,Zaun::N,recinto,vedação
492,Dach::N,tetto,telhado
493,Leiter::N,scala,escada
494,Leiter::N,scala,escada móvel
495,Leiter::N,scala a pioli,escada
496,Leiter::N,scala a pioli,escada móvel
497,Besen::N,scopa,vassoura
498,Spaten::N,vanga,pá
499,Schaufel::N,pala,pá
500,Gabel::N,forchetta,garfo
501,Löffel::N,cucchiaio,colher
502,Messer::N,coltello,faca
503,Nagel::N,chiodo,cravo
504,Netz::N,rete,rede
505,Haken::N,uncino,gancho
506,Griff::N,mànico,asa
507,Griff::N,mànico,cabo
508,Griff::N,maniglia,asa
509,Griff::N,maniglia,cabo
510,Schloss::N,serratura,fechadura
511,Bild::N,quadro,imagem
512,Bild::N,immàgine,imagem
513,Figur::N,figura,figura
514,Puppe::N,bàmbola,boneca
515,Beutel::N,borsa,saco
516,Beutel::N,borsa,bolsa
517,Beutel::N,sacchetto,saco
518,Beutel::N,sacchetto,bolsa
519,Bündel::N,fascio,fardo
520,Bündel::N,fagotto,fardo
521,Tasche::N,borsa,saco
522,Tasche::N,borsa,bolso
523,Eimer::N,secchio,balde
524,Deckel::N,coperchio,tampa
525,Geschirr::N,stoviglie,louça
526,Sack::N,sacco,saca
527,Tasse::N,tazza,chávena
528,Topf::N,pèntola,tacho
529,Topf::N,pèntola,panela
530,Kessel::N,paiolo,caldeira
531,Kessel::N,calderone,caldeira
532,Essen::N,pasto,refeição
533,Essen::N,mangiare,refeição
534,Nahrung::N,cibo,comida
535,Nahrung::N,cibo,alimento
536,Nahrung::N,alimento,comida
537,Nahrung::N,alimento,alimento
538,Speise::N,piatto,prato
539,Fleisch::N,carne,carne
540,Getreide::N,cereali,cereais
541,Brei::N,purè,puré
542,Brei::N,pappa,puré
543,Brot::N,pane,pão
544,Scheibe::N,fetta,fatia
545,Scheibe::N,trancia,fatia
546,Fett::N,grasso,banha
547,Fett::N,grasso,gordura
548,Butter::N,burro,manteiga
549,Öl::N,olio,azeite
550,Salz::N,sale,sal
551,Suppe::N,zuppa,sopa
552,Suppe::N,zuppa,caldo
553,Suppe::N,minestra,sopa
554,Suppe::N,minestra,caldo
555,Honig::N,miele,mel
556,Milch::N,latte,leite
557,Tee::N,tè,chá
558,Leder::N,pelle,couro
559,Wolle::N,lana,lã
560,Stoff::N,panno,pano
561,Stoff::N,panno,tecido
562,Stoff::N,tessuto,pano
563,Stoff::N,tessuto,tecido
564,Nadel::N,ago,agulha
565,Faden::N,filo,fio
566,Knopf::N,bottone,botão
567,Knoten::N,nodo,nó
568,Farbe::N,pittura,corante
569,Kleidung::N,vestiti,roupa
570,Kleidung::N,vestiti,vestuário
571,Kleidung::N,vestiario,roupa
572,Kleidung::N,vestiario,vestuário
573,Hemd::N,camicia,camisa
574,Kragen::N,bàvero,gola
575,Kragen::N,colletto,gola
576,Ärmel::N,mànica,manga
577,Hose::N,calzoni,calça
578,Gürtel::N,cintura,cinto
579,Mütze::N,berretto,boné
580,Mütze::N,berretto,barrete
581,Schuh::N,scarpa,sapato
582,Stiefel::N,stivale,bota
583,Ring::N,anello,anel
584,Band::N,nastro,fita
585,Band::N,nastro,faixa
586,Band::N,fettuccia,fita
587,Band::N,fettuccia,faixa
588,Kamm::N,pèttine,pente
589,Spiegel::N,specchio,espelho
590,Riemen::N,cinghia,correia
591,Schnur::N,corda,corda
592,Schnur::N,corda,cordel
593,Leine::N,guinzaglio,trela
594,Decke::N,coperta,cobertor
595,Kissen::N,cuscino,almofada
596,Kissen::N,guanciale,almofada
597,Tuch::N,fazzoletto,pano
598,Handtuch::N,asciugamano,toalha
599,Kraft::N,forza,força
600,Stärke::N,forza,força
601,Stärke::N,vigore,força
602,Stärke::N,fortezza,força
603,Gesundheit::N,salute,saúde
604,Krankheit::N,malattìa,doença
605,Krankheit::N,malattìa,enfermidade
606,Schmerz::N,dolore,dor
607,Wunde::N,piaga,chaga
608,Wunde::N,piaga,ferida
609,Wunde::N,ferita,chaga
610,Wunde::N,ferita,ferida
611,Fieber::N,febbre,febre
612,Arznei::N,fàrmaco,remédio
613,Arznei::N,medicina,remédio
614,Brücke::N,ponte,ponte
615,Brunnen::N,pozzo,poço
616,Weide::N,pàscolo,pastagem
617,Pfad::N,sentiero,senda
618,Pfad::N,sentiero,trilho
619,Weg::N,via,caminho
620,Weg::N,cammino,caminho
621,Straße::N,strada,via
622,Straße::N,strada,estrada
623,Dorf::N,paese,aldeia
624,Dorf::N,villaggio,aldeia
625,Stadt::N,città,cidade
626,Brief::N,lèttera,carta
627,Buch::N,libro,livro
628,Buchstabe::N,lèttera,letra
629,Zeitung::N,giornale,jornal
630,Leben::N,vita,vida
631,Tod::N,morte,morte
632,Grab::N,tomba,túmulo
633,Grab::N,tomba,sepultura
634,Grab::N,sepolcro,túmulo
635,Grab::N,sepolcro,sepultura
636,Kirche::N,chiesa,igreja
637,Sünde::N,peccato,pecado
638,Gott::N,dio,deus
639,Arbeiter::N,operaio,operário
640,Arbeiter::N,operaio,trabalhador
641,Arbeiter::N,lavoratore,operário
642,Arbeiter::N,lavoratore,trabalhador
643,Chef::N,capo,chefe
644,Chef::N,capo,patrão
645,Chef::N,padrone,chefe
646,Chef::N,padrone,patrão
647,Meister::N,mastro,mestre
648,Meister::N,maestro,mestre
649,Arzt::N,mèdico,médico
650,Arzt::N,dottore,médico
651,Lehrer::N,professore,professor
652,Geld::N,soldi,dinheiro
653,Geld::N,denaro,dinheiro
654,Geschäft::N,affare,negócio
655,Geschäft::N,negozio,negócio
656,Laden::N,negozio,loja
657,Preis::N,prezzo,preço
658,Ware::N,merce,mercadoria
659,Nutzen::N,ùtile,proveito
660,Nutzen::N,profitto,proveito
661,Reichtum::N,ricchezza,riqueza
662,Welt::N,mondo,mundo
663,Land::N,paese,país
664,Staat::N,Stato,Estado
665,König::N,re,rei
666,Macht::N,potere,poder
667,Macht::N,potere,potência
668,Grenze::N,confine,fronteira
669,Grenze::N,frontiera,fronteira
670,Krieg::N,guerra,guerra
671,Feind::N,nemico,inimigo
672,Gewalt::N,violenza,violência
673,Kampf::N,lotta,luta
674,Kampf::N,lotta,combate
675,Bogen[Waffe]::N,arco,arco
676,Pfeil::N,freccia,seta
677,Pfeil::N,freccia,flecha
678,Gewehr::N,fucile,espingarda
679,Fehler::N,errore,erro
680,Fehler::N,errore,falha
681,Fehler::N,sbaglio,erro
682,Fehler::N,sbaglio,falha
683,Lüge::N,bugìa,mentira
684,Lüge::N,menzogna,mentira
685,Schaden::N,danno,dano
686,Schaden::N,danno,estrago
687,Unglück::N,sfortuna,desgraça
688,Schuld::N,colpa,culpa
689,Alter::N,età,idade
690,Schluss::N,fine,fim
691,Zeit::N,tempo,tempo
692,Tag::N,giorno,dia
693,Tag::N,giornata,dia
694,Morgen::N,mattina,manhã
695,Mittag::N,mezzogiorno,meio-dia
696,Abend::N,sera,noite
697,Abend::N,sera,tardinha
698,Abend::N,serata,noite
699,Abend::N,serata,tardinha
700,Nacht::N,notte,noite
701,Woche::N,settimana,semana
702,Monat::N,mese,mês
703,Jahr::N,anno,ano
704,Frühling::N,primavera,primavera
705,Sommer::N,estate,verão
706,Herbst::N,autunno,outono
707,Winter::N,inverno,inverno
708,Januar::N,gennaio,Janeiro
709,Februar::N,febbraio,Fevereiro
710,März::N,marzo,Março
711,April::N,aprile,Abril
712,Mai::N,maggio,Maio
713,Juni::N,giugno,Junho
714,Juli::N,luglio,Julho
715,August::N,agosto,Agosto
716,September::N,settembre,Setembro
717,Oktober::N,ottobre,Outubro
718,November::N,novembre,Novembro
719,Dezember::N,dicembre,Dezembro
720,Montag::N,lunedì,segunda-feira
721,Dienstag::N,martedì,terça-feira
722,Mittwoch::N,mercoledì,quarta-feira
723,Donnerstag::N,giovedì,quinta-feira
724,Freitag::N,venerdì,sexta-feira
725,Samstag::N,sàbato,sábado
726,Sonntag::N,domenica,domingo
727,groß::A,grande,grande
728,klein::A,pìccolo,pequeno
729,lang::A,lungo,comprido
730,kurz::A,corto,curto
731,breit::A,largo,largo
732,schmal::A,stretto,estreito
733,dicht::A,denso,denso
734,dick[Gegenstand]::A,spesso,grosso
735,dünn::A,sottile,delgado
736,fein::A,fine,fino
737,fein::A,fine,subtil
738,fein::A,delicato,fino
739,fein::A,delicato,subtil
740,fest::A,sodo,firme
741,fest::A,sodo,sólido
742,fest::A,fisso,firme
743,fest::A,fisso,sólido
744,flach::A,piano,plano
745,flach::A,piatto,plano
746,glatt::A,liscio,liso
747,hart::A,duro,duro
748,weich::A,molle,mole
749,rund::A,rotondo,redondo
750,spitz::A,aguzzo,agudo
751,spitz::A,appuntito,agudo
752,scharf::A,affilato,afiado
753,scharf::A,tagliente,afiado
754,stumpf::A,smussato,rombo
755,schwer::A,pesante,pesado
756,schön::A,bello,belo
757,schön::A,bello,bonito
758,heiß::A,caldo,quente
759,heiß::A,bollente,quente
760,warm::A,caldo,quente
761,kalt::A,freddo,frio
762,kühl::A,fresco,fresco
763,frisch::A,fresco,fresco
764,feucht::A,ùmido,húmido
765,nass::A,bagnato,molhado
766,trocken::A,secco,seco
767,voll::A,pieno,cheio
768,leer::A,vuoto,vazio
769,offen::A,aperto,aberto
770,geschlossen::A,chiuso,fechado
771,sauber::A,netto,limpo
772,sauber::A,pulito,limpo
773,schmutzig::A,sporco,sujo
774,schmutzig::A,sùdicio,sujo
775,roh::A,crudo,cru
776,reif::A,maturo,maduro
777,lecker::A,ghiotto,delicioso
778,lecker::A,squisito,delicioso
779,süß::A,dolce,doce
780,bitter::A,amaro,amargo
781,sauer::A,aspro,azedo
782,sauer::A,acerbo,azedo
783,hell::A,chiaro,claro
784,dunkel::A,buio,escuro
785,dunkel::A,buio,sombrio
786,dunkel::A,oscuro,escuro
787,dunkel::A,oscuro,sombrio
788,schwarz::A,nero,preto
789,weiß::A,bianco,branco
790,rot::A,rosso,vermelho
791,gelb::A,giallo,amarelo
792,blau::A,blu,azul
793,blau::A,azzurro,azul
794,grün::A,verde,verde
795,grau::A,grigio,cinzento
796,bunt::A,variopinto,colorido
797,billig::A,a buon prezzo,barato
798,billig::A,a buon mercato,barato
799,teuer::A,caro,caro
800,wertvoll::A,prezioso,valioso
801,wertvoll::A,prezioso,precioso
802,blind::A,cieco,cego
803,taub::A,sordo,surdo
804,kräftig::A,forte,forte
805,kräftig::A,forte,poderoso
806,kräftig::A,robusto,forte
807,kräftig::A,robusto,poderoso
808,stark::A,forte,forte
809,stark::A,forte,robusto
810,stark::A,vigoroso,forte
811,stark::A,vigoroso,robusto
812,schwach::A,dèbole,débil
813,fett::A,grasso,gordo
814,schlank::A,snello,esbelto
815,schlank::A,slanciato,esbelto
816,hübsch::A,bello,giro
817,hübsch::A,bello,bonito
818,hübsch::A,carino,giro
819,hübsch::A,carino,bonito
820,böse::A,cattivo,mau
821,dumm::A,stùpido,parvo
822,dumm::A,stùpido,estúpido
823,faul::A,pigro,preguiçoso
824,fleißig::A,diligente,aplicado
825,fleißig::A,diligente,diligente
826,geizig::A,avaro,avarento
827,klug::A,intelligente,prudente
828,klug::A,intelligente,inteligente
829,geschickt::A,àbile,hábil
830,lieb::A,caro,caro
831,lieb::A,caro,querido
832,lustig::A,gaio,alegre
833,lustig::A,allegro,alegre
834,sanft::A,dolce,suave
835,sanft::A,dolce,brando
836,hungrig::A,affamato,faminto
837,krank::A,malato,doente
838,krank::A,malato,enfermo
839,krank::A,infermo,doente
840,krank::A,infermo,enfermo
841,nackt::A,nudo,nu
842,nackt::A,nudo,despido
843,traurig::A,triste,triste
844,lebendig::A,vivo,vivo
845,gut::A,buono,bom
