,Concept_ID,ko,en
79,Schatten::N,어스레함,shadow
80,Wetter::N,기상,weather
81,Nebel::N,안개,fog
82,Wolke::N,구름,cloud
83,Regen::N,비,rain
84,Schnee::N,눈,snow
85,Eis::N,얼음,ice
86,Frost::N,혹한,frost
87,Kälte::N,추위,chill
88,Kälte::N,차가움,chill
89,Hitze::N,고온,heat
90,Hitze::N,더위,heat
91,Regenbogen::N,무지개,rainbow
92,Donner::N,뇌명,thunder
93,Strömung::N,유동,current
94,Tropfen::N,물방울,drop
95,Schaum::N,포말,foam
96,Schmutz::N,때,dirt
97,See::N,호수,lake
98,Sumpf::N,습지,swamp
99,Moor::N,저습지,moor
100,Wiese::N,목초지,meadow
101,Wald::N,숲,forest
102,Hügel::N,언덕,hill
103,Anhöhe::N,언덕,elevation
104,Berg::N,산,mountain
105,Gipfel::N,졀졍,summit
106,Höhle::N,공동,cave
107,Abhang::N,몰매,slope
108,Quelle::N,근원,source
109,Bach::N,내,brook
110,Fluss::N,강,river
111,Ufer::N,강변,shore
112,Ufer::N,바닷가,shore
113,Küste::N,해변,coast
114,Küste::N,해변가,coast
115,Festland::N,본토,land
116,Meer::N,바다,sea
117,Bucht::N,협만,cove
118,Insel::N,섬,island
119,Blume::N,꽃,flower
120,Gras::N,풀,grass
121,Wurzel::N,뿌리,root
122,Baum::N,나무,tree
123,Stamm::N,대,trunk
124,Rinde::N,나무껍질,bark
125,Ast::N,가지,limb
126,Zweig::N,가지,branch
127,Blatt::N,잎,leaf
128,Birke::N,자작나무,birch
129,Kiefer[Baum]::N,소나무,pine
130,Weide[Baum]::N,쉬양버들,willow
131,Tanne::N,전나무,fir
132,Horn::N,뿔,horn
133,Feder::N,깃털,feather
134,Fell::N,피혁모피,fur
135,Flügel::N,날개,wing
136,Klaue::N,갈고리 발톺,claw
137,Kralle::N,발툭,claw
138,Schwanz::N,꼬리,tail
139,Ei::N,알,egg
140,Nest::N,보금자리,nest
141,Bau::N,굴,lair
142,Tier::N,짐승,animal
143,Herde::N,가축의떼,flock
144,Kuh::N,암소,cow
145,Bulle::N,황소,bull
146,Pferd::N,말,horse
147,Schaf::N,양,sheep
148,Schwein::N,돼지,pig
149,Hund::N,개,dog
150,Katze::N,고양이,cat
151,Bär::N,콤,bear
152,Eichhörnchen::N,다람쥐,squirrel
153,Elch::N,고라니,elk
154,Fuchs::N,여우,fox
155,Hase::N,토끼,hare
156,Maus::N,쥐,mouse
157,Wolf::N,늑대,wolf
158,Vogel::N,새,bird
159,Schwarm::N,뗴,swarm
160,Huhn::N,암탉,chicken
161,Hahn::N,수탉,cock
162,Gans::N,거위,goose
163,Adler::N,수리,eagle
164,Ente::N,오리,duck
165,Eule::N,부엉이,owl
166,Kranich::N,두루미,crane
167,Krähe::N,까마귀,crow
168,Kuckuck::N,뻐꾸기,cuckoo
169,Schwan::N,배조,swan
170,Fisch::N,물고기,fish
171,Barsch::N,농어,perch
172,Hecht::N,에속스,pike
173,Schlange[Tier]::N,뱀,snake
174,Wurm::N,벌레,worm
175,Spinne::N,거미,spider
176,Ameise::N,개미,ant
177,Laus::N,이,louse
178,Mücke::N,모기,midge
179,Fliege::N,날기,fly
180,Schmetterling::N,나비,butterfly
181,Beere::N,장과,berry
182,Apfel::N,사과,apple
183,Pilz::N,고방이,mushroom
184,Zwiebel::N,양파,onion
185,Saat::N,씨,seed
186,Korn::N,알맹이,grain
187,Heu::N,건초,hay
188,Schale::N,피상,husk
189,Falle::N,함정,trap
190,Schlinge::N,올가미,noose
191,Schlinge::N,멜빵붕대,noose
192,Spur::N,발지국,track
193,Asche::N,재,ashes
194,Dreck::N,똥,filth
195,Dreck::N,오물,filth
196,Eisen::N,쇠,iron
197,Eisen::N,철,iron
198,Gold::N,항금,gold
199,Silber::N,은,silver
200,Kohle::N,슻,coal
201,Glas::N,유리,glass
202,Lehm::N,찰흙,clay
203,Sand::N,모래,sand
204,Mensch::N,사람,human
205,Mann::N,남자,man
206,Frau::N,여자,woman
207,Kind::N,아이,child
208,Junge::N,소녁,boy
209,Mädchen::N,소녀,girl
210,Familie::N,가족,family
211,Großvater::N,할아버지,grandfather
212,Großmutter::N,할머니,grandmother
213,Eltern::N,어버오,parents
214,Vater::N,아버지,father
215,Mutter::N,어머니,mother
216,Sohn::N,아들,son
217,Tochter::N,딸기,daughter
218,Bruder::N,형제,brother
219,Schwester::N,누이,sister
220,Onkel::N,백부,uncle
221,Tante::N,아주머니,aunt
222,Ehemann::N,남편,husband
223,Ehefrau::N,아내,wife
224,Freude::N,기쁨,joy
225,Gelächter::N,웃음,laughter
226,Glück::N,즐거움,happiness
227,Kummer::N,슬픔,grief
228,Wunsch::N,소망,wish
229,Geist::N,할기,spirit
230,Gedanke::N,상념,thought
231,Gedächtnis::N,기억,memory
232,Verstand::N,분별,mind
233,Verstand::N,지능,mind
234,Sinn::N,센스,meaning
235,Grund::N,까닭,reason
236,Wahrheit::N,참,truth
237,Wahrheit::N,진실,truth
238,Gespräch::N,대화,talk
239,Märchen::N,동화,fairy tale
240,Erzählung::N,이야기,story
241,Neuigkeit::N,뉴스,news
242,Name::N,이름,name
243,Rätsel::N,수수께끼,puzzle
244,Rede::N,연설,speech
245,Sprache::N,말,language
246,Stimme::N,목소리,voice
247,Wort::N,낱말,word
248,Zeichen::N,신호,sign
249,Ruf::N,부름,call
250,Lärm::N,소동,noise
251,Laut::N,음성,sound
252,Ton::N,목소리,tone
253,Lied::N,노래,song
254,Ruhe::N,쉼,calm
255,Leute::N,사람들,people
256,Volk::N,국중,nation
257,Arbeit::N,근로,work
258,Arbeit::N,너무,work
259,Gast::N,손님,guest
260,Geschenk::N,행하,gift
261,Spiel::N,무리,game
262,Gesellschaft::N,교제,company
263,Hilfe::N,거들음,help
264,Hilfe::N,보좌,help
265,Freund::N,친구,friend
266,Kamerad::N,동실자,companion
267,Angelegenheit::N,용무,matter
268,Anzahl::N,어떤,count
269,Anzahl::N,수,count
270,Art::N,정류,sort
271,Stück::N,일부분,piece
272,Teil::N,몱,part
273,Teil::N,구훠,part
274,Hälfte::N,2분의,half
275,Kreis::N,고리,circle
276,Kreuz::N,열십자,cross
277,Linie::N,선,line
278,Strich::N,스침,stroke
279,Abstand::N,거리,gap
280,Entfernung::N,거리,distance
281,Gegend::N,곳,area
282,Gegend::N,부금,area
283,Platz::N,장소,space
284,Ort::N,장소,place
285,Seite::N,옆면,side
286,Mitte::N,궁간,middle
287,Gegenstand::N,항목,item
288,Sache::N,뭉에,thing
289,Rand::N,가,fringe
290,Kante::N,귀퉁,edge
291,Ecke::N,구석,corner
292,Spitze::N,끝,tip
293,Spitze::N,참단,tip
294,Ende::N,말당,end
295,Loch::N,빙옷,hole
296,Winkel::N,각도,angle
297,Muster::N,본,pattern
298,Muster::N,견복,pattern
299,Größe::N,신장,size
300,Länge::N,길이긺,length
301,Höhe::N,높이,height
302,Gewicht::N,추,weight
303,Menge::N,수양,amount
304,Haufen::N,퇴적,heap
305,Reihe::N,열,row
306,Boot::N,보트,boat
307,Ruder::N,노,oar
308,Schlitten::N,썰매,sleigh
309,Ski::N,스키,ski
310,Lagerfeuer::N,캠프의 모닥불,campfire
311,Last::N,무거운짐,load
312,Gang::N,걸음,walk
313,Schritt::N,보조,step
314,Norden::N,북쪽 ,north
315,Süden::N,남쪽,south
316,Westen::N,서쪽,west
317,Osten::N,동쪽,east
318,Holz::N,목재,wood
319,Brett::N,마루널,board
320,Platte::N,탤,slab
321,Platte::N,금속판,slab
322,Stütze::N,버팀목,bracket
323,Stange::N,장대,pole
324,Stock::N,막대기,stick
325,Stab::N,작대기,staff
326,Rohr::N,갈대,pipe
327,Haus::N,집,house
328,Heim::N,집,home
329,Ofen::N,아궁이,stove
330,Fußboden::N,마루,floor
331,Tisch::N,탁자,table
332,Stuhl::N,의자,chair
333,Wiege::N,발상지,cradle
334,Bett::N,침대,bed
335,Regal::N,서가,shelf
336,Kiste::N,짐궤,box
337,Fenster::N,눔,window
338,Tür::N,문,door
339,Tor::N,대문,gate
340,Zaun::N,담장,fence
341,Dach::N,지붕,roof
342,Leiter::N,사닥다리,ladder
343,Besen::N,비,broom
344,Spaten::N,가래,spade
345,Schaufel::N,삽,shovel
346,Gabel::N,갈래,fork
347,Löffel::N,숟가락,spoon
348,Messer::N,나이프,knife
349,Nagel::N,발툽,nail
350,Netz::N,그물,net
351,Haken::N,갈고리,hook
352,Griff::N,움켜쥠,handle
353,Schloss::N,자물쇠,lock
354,Bild::N,그림,picture
355,Figur::N,몸메,figure
356,Puppe::N,인형,doll
357,Beutel::N,클,pouch
358,Bündel::N,자근다발,bundle
359,Tasche::N,가방,bag
360,Eimer::N,동이,bucket
361,Deckel::N,뚜껑,cover
362,Geschirr::N,식시,dishes
363,Sack::N,조갑,sack
364,Tasse::N,차잔,cup
365,Topf::N,단지,pot
366,Kessel::N,주전자,kettle
367,Essen::N,먹기,meal
368,Nahrung::N,식료,food
369,Speise::N,음식물,dish
370,Fleisch::N,고기,meat
371,Getreide::N,곡물,corn
372,Brei::N,젤리,mush
373,Brot::N,빵,bread
374,Scheibe::N,원반,slice
375,Fett::N,기름,fat
376,Butter::N,버터,butter
377,Öl::N,올리브유,oil
378,Salz::N,소금,salt
379,Suppe::N,국,soup
380,Suppe::N,수프,soup
381,Honig::N,감미,honey
382,Milch::N,유즙,milk
383,Tee::N,차,tea
384,Leder::N,가죽,leather
385,Wolle::N,양털,wool
386,Stoff::N,패료,cloth
387,Nadel::N,바늘,needle
388,Faden::N,콘실,thread
389,Knopf::N,단추,button
390,Knoten::N,곁절,knot
391,Farbe::N,색,paint
392,Kleidung::N,옷입기,clothes
393,Hemd::N,속옷,shirt
394,Kragen::N,깃,collar
395,Ärmel::N,소매,sleeve
396,Hose::N,바지,trousers
397,Gürtel::N,밴드,belt
398,Mütze::N,모자,cap
399,Schuh::N,구두,shoe
400,Stiefel::N,장화,boot
401,Ring::N,고리,ring
402,Band::N,리본,ribbon
403,Kamm::N,빗,comb
404,Spiegel::N,거울,mirror
405,Riemen::N,가죽끈,strap
406,Schnur::N,밧줄,string
407,Leine::N,고삐줄,leash
408,Decke::N,이부자리,blanket
409,Kissen::N,깔개,pillow
410,Tuch::N,천,scarf
411,Handtuch::N,수건,towel
412,Kraft::N,세력,force
413,Stärke::N,힘,strength
414,Gesundheit::N,위생,health
415,Krankheit::N,병,illness
416,Schmerz::N,아픔고통,pain
417,Wunde::N,상처,wound
418,Fieber::N,열별,fever
419,Arznei::N,약,medicine
420,Brücke::N,교량,bridge
421,Brunnen::N,원천,well
422,Weide::N,목장,pasture
423,Pfad::N,좁은길,path
424,Weg::N,길,way
425,Straße::N,길,road
426,Dorf::N,촌,village
427,Dorf::N,촌락,village
428,Stadt::N,도시,town
429,Brief::N,서한,letter
430,Buch::N,책,book
431,Buchstabe::N,문자,character
432,Zeitung::N,신문,newspaper
433,Leben::N,삶,life
434,Tod::N,죽음,death
435,Grab::N,무덤,grave
436,Kirche::N,교회,church
437,Sünde::N,부정,sin
438,Gott::N,하느님,god
439,Arbeiter::N,일하는사람,worker
440,Chef::N,사장,boss
441,Meister::N,명인,master
442,Meister::N,대가,master
443,Arzt::N,의사,doctor
444,Lehrer::N,교사,teacher
445,Geld::N,돈,money
446,Geschäft::N,일,business
447,Laden::N,가게,shop
448,Preis::N,가격,price
449,Ware::N,상품,ware
450,Nutzen::N,이익,profit
451,Reichtum::N,많음,wealth
452,Welt::N,세상,world
453,Land::N,지방,country
454,Staat::N,국가,state
455,König::N,국왕,king
456,Macht::N,힘,power
457,Grenze::N,국경,border
458,Krieg::N,전쟁,war
459,Feind::N,적,enemy
460,Gewalt::N,권력,violence
461,Kampf::N,전투,fight
462,Bogen[Waffe]::N,활,bow
463,Pfeil::N,화살,arrow
464,Gewehr::N,무기,gun
465,Fehler::N,오류,mistake
466,Lüge::N,거짓말,lie
467,Schaden::N,손상,damage
468,Unglück::N,불행,misfortune
469,Schuld::N,부채,fault
470,Alter::N,연령,age
471,Schluss::N,마감,conclusion
472,Zeit::N,때,time
473,Zeit::N,시간,time
474,Tag::N,하루,day
475,Morgen::N,이침,morning
476,Mittag::N,대낮,noon
477,Abend::N,저녁,evening
478,Nacht::N,밤,night
479,Woche::N,근무일,week
480,Monat::N,달,month
481,Jahr::N,해,year
482,Frühling::N,봄,spring
483,Sommer::N,여름,summer
484,Herbst::N,가을,autumn
485,Winter::N,겨울,winter
486,Januar::N,일월,January
487,Februar::N,이월,February
488,März::N,삼월,March
489,April::N,사월,April
490,Mai::N,오월,May
491,Juni::N,유월,June
492,Juli::N,칠월,July
493,August::N,팔월,August
494,September::N,구월,September
495,Oktober::N,시월,October
496,November::N,십일월,November
497,Dezember::N,십이월,December
498,Montag::N,월요일,Monday
499,Dienstag::N,화요일,Tuesday
500,Mittwoch::N,수요일,Wednesday
501,Donnerstag::N,모교일,Thursday
502,Freitag::N,그묘일,Friday
503,Samstag::N,토요일,Saturday
504,Sonntag::N,일요일,Sunday
505,groß::A,큰,big
506,klein::A,자근,little
507,lang::A,긴,long
508,kurz::A,짧은,short
509,breit::A,넓은,wide
510,schmal::A,좁은,narrow
511,dicht::A,농밀한,dense
512,dick[Gegenstand]::A,두꺼운,thick
513,dünn::A,얇은,thin
514,fein::A,미세한,delicate
515,fest::A,굳은,firm
516,flach::A,얕은,flat
517,glatt::A,반들반들한,smooth
518,hart::A,굳은,hard
519,weich::A,연한,soft
520,rund::A,둥근,round
521,spitz::A,뾰족한,pointed
522,scharf::A,날카로운,sharp
523,stumpf::A,무딘,blunt
524,schwer::A,무거운,heavy
525,schön::A,멋진,beautiful
526,heiß::A,뜨거운,hot
527,warm::A,따뜻한,warm
528,kalt::A,찬,cold
529,kühl::A,서늘한,cool
530,frisch::A,신선한,fresh
531,feucht::A,축축한,damp
532,nass::A,젖은,wet
533,trocken::A,마른,dry
534,voll::A,완전한,full
535,leer::A,빈,empty
536,offen::A,열린,open
537,geschlossen::A,닫힌,closed
538,sauber::A,깨끗한,clean
539,schmutzig::A,더러운,dirty
540,roh::A,날게잇의,raw
541,reif::A,이근,ripe
542,lecker::A,맛있는,delicious
543,süß::A,단,sweet
544,bitter::A,찌르는듯한,bitter
545,sauer::A,산성의,sour
546,hell::A,밝은,bright
547,dunkel::A,어두운,dark
548,schwarz::A,검은,black
549,weiß::A,하얀,white
550,rot::A,붉은,red
551,gelb::A,황색,yellow
552,blau::A,푸른,blue
553,grün::A,녹색의,green
554,grau::A,회색의,grey
555,bunt::A,알록달록한,colourful
556,bunt::A,알록달록한,colorful
557,billig::A,싼,cheap
558,teuer::A,값비산,dear
559,wertvoll::A,가치가많은,precious
560,blind::A,눈먼,blind
561,taub::A,무감간한,deaf
562,kräftig::A,강장한,powerful
563,stark::A,강한,strong
564,schwach::A,약한,weak
565,fett::A,실찐,fat
566,schlank::A,호리호리한,slim
567,hübsch::A,예쁜,pretty
568,böse::A,나쁜,evil
569,dumm::A,어리석은,stupid
570,faul::A,너덜너덜한,lazy
571,fleißig::A,근면한,diligent
572,geizig::A,인색한,stingy
573,geschickt::A,교묘한,skilful
574,geschickt::A,교묘한,skillful
575,lieb::A,친애하는,dear
576,lustig::A,유쾌한,merry
577,sanft::A,온화한,gentle
578,hungrig::A,배고픈,hungry
579,krank::A,병든,sick
580,nackt::A,벌거벗은,naked
581,traurig::A,슬픈,sad
582,lebendig::A,살아있는,living
583,gut::A,좋은,good
584,schlecht::A,나쁜,bad
585,richtig::A,바른,correct
586,schlimm::A,못된,nasty
587,wahr::A,참된,true
588,alt::A,늙은,old
589,neu::A,새,new
590,ehemalig::A,전의,former
591,alt[Lebewesen]::A,낡은,aged
592,jung::A,젊은,young
593,arm::A,가난한,poor
594,reich::A,풍부한,rich
595,bekannt::A,저명한,familiar
596,berühmt::A,유명한,famous
597,fremd::A,타처이,foreign
598,verschieden::A,따른,different
599,nah::A,가까운,near
600,fern::A,먼,far
601,linker::A,왼쭉의,left
602,rechter::A,오른쪽의,right
603,anderer::A,다른,other
604,erster::A,첫째,first
605,zweiter::A,둘째,second
606,dritter::A,셋째,third
607,letzter::A,의후자의,last
608,allein::ADV,훌로,alone
609,auf einmal::ADV,갑자기,at once
610,zusammen::ADV,모아서,together
611,lange::ADV,오래,long
612,plötzlich::ADV,둘연한,suddenly
613,sofort::ADV,즉시,instantly
614,später::ADV,보다늦은,later
615,jetzt::ADV,목하,now
616,heute::ADV,오늘,today
617,morgen::ADV,내일,tomorrow
618,bald::ADV,곱,soon
619,dann::ADV,그경우에,then
620,gestern::ADV,어제,yesterday
621,einst::ADV,옛날에,once
622,damals::ADV,그때에,at that time
623,danach::ADV,그 뒤에,afterwards
624,vorher::ADV,미리,before
625,zuerst::ADV,최초로,at first
626,einmal::ADV,한번,once
627,manchmal::ADV,땓대로,sometimes
628,oft::ADV,땓대로,often
629,immer::ADV,늘,always
630,niemals::ADV,결코...(하지)않다,never
631,hier::ADV,여기,here
632,hierhin::ADV,여기로,hither
633,hierhin::ADV,여기로,to here
634,hierhin::ADV,여기로,here
635,dort::ADV,거기,there
636,dorthin::ADV,저기예,thither
637,dorthin::ADV,저기예,there
638,dorthin::ADV,저기예,to there
639,geradeaus::ADV,곧장,ahead
640,vorwärts::ADV,앞으로,forward
641,rückwärts::ADV,뒤로,backward
642,zurück::ADV,제자리로,back
643,unten::ADV,아래에,below
644,hinab::ADV,아래쪽으로,down
645,oben::ADV,위에,above
646,hinauf::ADV,위쪽으로,up
647,überall::ADV,도처에,everywhere
648,nicht::ADV,안,not
649,ein wenig::ADV,적음,a little
650,kaum::ADV,가의,hardly
651,sehr::ADV,자주,very
652,so::ADV,그와같이,so
653,noch::ADV,아직,still
654,nur::ADV,다만,only
655,schon::ADV,이미,already
656,wieder::ADV,다시,again
657,vergebens::ADV,헛되이,in vain
658,vor::PRP,앞에,in front of
659,hinter::PRP,뒤에,behind
660,unter::PRP,잍에,under
661,durch::PRP,통고하여,through
662,neben::PRP,와나란히,next to
663,zwischen::PRP,의사이로,between
664,wegen::PRP,때문에,because of
665,dies::PRN,이,this
666,das::PRN,저,that
667,alles::PRN,모든것,everything
668,ich::PRN,나,I
669,du::PRN,너,you
670,du::PRN,너,thou
671,er::PRN,그,he
672,wir::PRN,우리,we
673,ihr::PRN,너희들,you
674,sie::PRN,그들,they
675,was::FPRN,뭣,what
676,wer::FPRN,누구,who
677,wo::FADV,어디,where
678,wohin::FADV,어디로,where ... to
679,wohin::FADV,어디로,where to
680,wohin::FADV,어디로,where
681,wie::FADV,어떻게,how
682,warum::FADV,왜,why
683,wieviel::FNUM,얼마만큰,how much
684,eins::NUM,하나,one
685,zwei::NUM,둘,two
686,drei::NUM,셋,three
687,vier::NUM,넷,four
688,fünf::NUM,다섯,five
689,sechs::NUM,여섯,six
690,sieben::NUM,일곱,seven
691,acht::NUM,여덟,eight
692,neun::NUM,아홉,nine
693,zehn::NUM,열,ten
694,elf::NUM,열하나,eleven
695,zwölf::NUM,열둘,twelve
696,zwanzig::NUM,스물,twenty
697,dreißig::NUM,서름,thirty
698,vierzig::NUM,마흔,forty
699,fünfzig::NUM,숸,fifty
700,sechzig::NUM,에순,sixty
701,siebzig::NUM,일흔,seventy
702,achtzig::NUM,여든,eighty
703,neunzig::NUM,아흔,ninety
704,hundert::NUM,백,a hundred
705,tausend::NUM,천,a thousand
706,und::CNJ,와,and
707,oder::CNJ,아니면,or
708,stehen::V,서다,stand
709,sitzen::V,앉다,sit
710,liegen::V,눕다,lie
711,hängen::V,달다,hang
712,werden::V,되다,become
713,passieren::V,지장옶다,happen
714,beginnen::V,시작되다,begin
715,enden::V,큳내다,end
716,wechseln::V,병경하다,change
717,aufgehen[Sonne]::V,뜨다,rise
718,untergehen[Sonne]::V,지다,set
719,scheinen[Sonne]::V,빛나다,shine
720,donnern::V,천둥치다,thunder
721,wehen::V,풀다,blow
722,strömen::V,흐르다,stream
723,fließen::V,흐르다,flow
724,sich drehen::V,돌다,revolve
725,schwanken::V,동요하다,sway
726,schwingen::V,흔들다,swing
727,fallen::V,떨어지다,fall
728,brennen::V,타다,burn
729,rauchen::V,김이나다,smoke
730,regnen::V,비가오다,rain
731,gefrieren::V,얼다,freeze
732,tauen::V,녹다,thaw
733,schmelzen::V,녹다,melt
734,trocknen::V,홈치다,dry
735,sieden::V,끓다,boil
736,faulen::V,부패하다,rot
737,verfaulen::V,썩다,decay
738,reißen::V,지바찢다,snap
739,versinken::V,가라앉다,sink
740,vergehen::V,지나가다,pass
741,erscheinen::V,나타나다,appear
742,verschwinden::V,사라지다,disappear
743,sinken::V,가라앉다,drop
744,abnehmen::V,떼어내다,decrease
745,zunehmen::V,증가하다,increase
746,steigen::V,상승하다,rise
747,wachsen::V,생기하다,grow
748,glänzen::V,뛰오나다,shine
749,funkeln::V,불티가잍어나다,sparkle
750,lärmen::V,떠들다,be noisy
751,läuten::V,울시다,chime
752,klingeln::V,초닌총을울리다,ring
753,klirren::V,탁탁울리다,tinkle
754,brausen::V,쏴쏴소리내다,roar
755,rauschen::V,솨솨,rustle
756,klingen::V,반향하다,sound
757,bellen::V,짖다,bark
758,heulen::V,포효하다,howl
759,blasen::V,불다,blow
760,pfeifen::V,피리를불다,whistle
761,schreien::V,절규하다,shout
762,stöhnen::V,신음하다,groan
763,zittern::V,저뉼하다,tremble
764,leben::V,살다,be alive
765,geboren werden::V,태어난,be born
766,atmen::V,숨쉬다,breathe
767,trinken::V,마시다,drink
768,essen::V,먹다,eat
769,schlucken::V,들이켜다,swallow
770,einschlafen::V,잠들다,fall asleep
771,schlafen::V,자다,sleep
772,aufwachen::V,눈트다,wake up
773,aufstehen::V,서다,get up
774,sich erholen::V,회복하다,relax
775,schmerzen::V,아프다,ache
776,husten::V,잔기침하다,cough
777,genesen::V,낫다,recover
778,sterben::V,죽다,die
779,umkommen::V,못쓰게되다,perish
780,sich bewegen::V,움직이다,move
781,sich rühren::V,움직이다,budge
782,sich erheben::V,이러서다,stand up
783,sich setzen::V,앉히다,sit down
784,hinfallen::V,넘어지다,tumble
785,laufen::V,걷다,walk
786,schreiten::V,보행하다,pace
787,spazierengehen::V,산보하다,go for a walk
788,eilen::V,서둘다,rush
789,sich beeilen::V,서둘게하다,hurry
790,sausen::V,서들러 떠나다,dash
791,rennen::V,달리다,run
792,springen::V,도약하다,jump
793,klettern::V,갑겨오르다,climb
794,schaukeln::V,흔들리게하다,seesaw
795,kriechen::V,기다,creep
796,schwimmen::V,헤엄치다,swim
797,tauchen::V,잠기다,dive
798,rudern::V,물을헤치다,row
799,fahren::V,가다,drive
800,fahren::V,나르다,drive
801,fliegen::V,날다,fly
802,gehen::V,가다,go
803,weggehen::V,팔리다,go away
804,abfahren::V,출발하다,depart
805,anhalten::V,멈추다,stop
806,hineingehen::V,(그리로)가다,go in
807,eintreten::V,들러가다,enter
808,kommen::V,오다,come
809,ankommen::V,고챀하다,arrive
810,zurückkommen::V,보기,come back
811,bleiben::V,체류,stay
812,warten::V,기다리다,wait
813,erwarten::V,기대하다,wait for
814,suchen::V,찾다,seek
815,suchen::V,찾다,look for
816,suchen::V,구하다,seek
817,suchen::V,구하다,look for
818,finden::V,찾아내다,find
819,versuchen::V,시험하다,try
820,vorbereiten::V,재비하다,prepare
821,lieben::V,사랑하다,love
822,mögen::V,줗아하다,like
823,lachen::V,웃다,laugh
824,rühren::V,건드리다,move
825,weinen::V,울다,weep
826,schimpfen::V,꾸짖다,grumble
827,sich ärgern::V,화를내게 하다,be annoyed
828,sich fürchten::V,두려원하다,be afraid
829,fürchten::V,두려원하다,be afraid of
830,fliehen::V,도망치다,flee
831,flüchten::V,도주하다,escape
832,sehen::V,보다,see
833,anschauen::V,바라보다,look at
834,ansehen::V,바라보다,watch
835,hören::V,듣다,hear
836,zuhören::V,듣다,listen
837,probieren::V,시식하다,taste
838,riechen::V,내새를맡다,smell
839,fühlen::V,느끼다,feel
840,scheinen::V,...것같다,seem
841,zu sehen sein::V,보이는,show
842,vernehmen::V,듣다,hear
843,vernehmen::V,들어서일다,hear
844,frieren::V,춥다,be cold
845,tun::V,하다,do
846,können::V,할주릴다,can
847,wollen::V,바라다,want
848,anfangen::V,시작하다,start
849,beenden::V,다하다,finish
850,aufhören::V,그만두다,stop
851,gelingen::V,성국하다,succeed
852,geraten::V,잘되어가다,turn out
853,öffnen::V,열다,open
854,schließen::V,추측하다,close
855,stellen::V,세우다,put
856,setzen::V,놓다,place
857,legen::V,눕히다,lay
858,berühren::V,대다,touch
859,verbinden::V,옝열하다,connect
860,bedecken::V,덮다,cover
861,aufhängen::V,매달다,hang up
862,anzünden::V,점화하다,light
863,aufheben::V,위로올리다,pick up
864,zurücklassen::V,튀에남기다,leave
865,verlieren::V,잃다,lose
866,fallen lassen::V,떨어뜨리다,drop
867,machen::V,하다,make
868,herstellen::V,제조하다,produce
869,bauen::V,짓다,build
870,reparieren::V,수셩자다,mend
871,verbessern::V,정정하다,improve
872,ändern::V,바꾸다,alter
873,graben::V,파다,dig
874,beugen::V,구부리다,bow
875,biegen::V,굽히다,bend
876,drehen::V,회전,spin
877,wenden::V,회전시키다,turn
878,umdrehen::V,회전시키다,turn around
879,heben::V,일으아키다,raise
880,hochheben::V,틀어올리다,lift
881,ergreifen::V,잡다,seize
882,halten::V,잡다,hold
