,Concept_ID,bg,kv
151,Ei::N,яйце,кольть
152,Nest::N,гнездо,поз
153,Bau::N,дупка,осьта
154,Bau::N,дупка,нора
155,Tier::N,животно,зверь
156,Herde::N,стадо,гурт
157,Kuh::N,крава,мӧс
158,Bulle::N,бик,ӧшка
159,Pferd::N,кон,вӧв
160,Schaf::N,овца,баля
161,Schwein::N,свиня,порсь
162,Hund::N,куче,пон
163,Katze::N,котка,кань
164,Bär::N,мечка,ош
165,Eichhörnchen::N,катерица,ур
166,Elch::N,лос,вӧр мӧс
167,Fuchs::N,лисица,руч
168,Hase::N,заек,кӧч
169,Maus::N,мишка,шыр
170,Wolf::N,вълк,кӧин
171,Vogel::N,птица,кай
172,Schwarm::N,рой,стая
173,Schwarm::N,рой,чукӧр
174,Schwarm::N,рояк,стая
175,Schwarm::N,рояк,чукӧр
176,Huhn::N,кокошка,курӧг
177,Hahn::N,петел,петух
178,Hahn::N,петел,ай курӧг
179,Gans::N,гъска,дзодзог
180,Adler::N,орел,куч
181,Adler::N,орел,кутш
182,Ente::N,патица,утка
183,Eule::N,сова,тупка
184,Kranich::N,жерав,тури
185,Krähe::N,врана,рака
186,Kuckuck::N,кукувица,кӧк
187,Schwan::N,лебед,юсь
188,Fisch::N,риба,чери
189,Barsch::N,костур,ёкыш
190,Hecht::N,щука,сирпинь
191,Schlange[Tier]::N,змия,змей
192,Wurm::N,червей,номыр
193,Spinne::N,паяк,черань
194,Ameise::N,мравка,кӧдзывкар
195,Laus::N,въшка,ляпа той
196,Mücke::N,комар,ном
197,Fliege::N,муха,гут
198,Schmetterling::N,пеперуда,бабыв
199,Beere::N,плод,ягӧд
200,Apfel::N,ябълка,яблоко
201,Pilz::N,гъба,тшак
202,Zwiebel::N,лук,грез
203,Zwiebel::N,кромид,грез
204,Saat::N,семе,кӧдзыс
205,Korn::N,зърно,сю
206,Heu::N,сено,турун
207,Schale::N,кора,кыш
208,Schale::N,кора,киль
209,Grube::N,яма,яма
210,Grube::N,дупка,яма
211,Falle::N,примка,нальк
212,Falle::N,примка,кляпча
213,Schlinge::N,клуп,лӧч
214,Spur::N,диря,туй
215,Spur::N,следа,туй
216,Asche::N,пепел,пӧим
217,Dreck::N,кал,нять
218,Eisen::N,желязо,кӧрт
219,Gold::N,злато,зарни
220,Silber::N,сребро,язісь
221,Kohle::N,въглища,шом
222,Kohle::N,въглища,уголь
223,Glas::N,стъкло,стекло
224,Lehm::N,глина,сёй
225,Sand::N,пясък,лыа
226,Mensch::N,човек,морт
227,Mann::N,мъж,мужик
228,Frau::N,жена,инька
229,Kind::N,дете,кага
230,Junge::N,момче,зонка
231,Mädchen::N,момиче,нывкаок
232,Familie::N,фамилия,семья
233,Familie::N,семейство,семья
234,Großvater::N,дядо,дед
235,Großmutter::N,баба,баб
236,Eltern::N,родители,ай-мам
237,Vater::N,баща,ай
238,Mutter::N,майка,мам
239,Sohn::N,син,зон
240,Tochter::N,дъщеря,ныв
241,Bruder::N,брат,вон
242,Schwester::N,сестра,сой
243,Onkel::N,чичо,дядь
244,Onkel::N,вуйчо,дядь
245,Tante::N,леля,айӧлӧн сой
246,Tante::N,леля,ичинь
247,Ehemann::N,съпруг,жӧник
248,Ehefrau::N,съпруга,инь
249,Freude::N,радост,гаж
250,Freude::N,радост,радъялӧм
251,Gelächter::N,смях,сералӧм
252,Glück::N,щастие,мичлун
253,Kummer::N,тъга,шог
254,Wunsch::N,желание,мӧдӧм
255,Wunsch::N,желание,охотитӧм
256,Lust::N,желание,охота
257,Geist::N,дух,лов
258,Gedanke::N,мисъл,дума
259,Gedächtnis::N,памет,тӧдвыв
260,Verstand::N,ум,вежӧр
261,Verstand::N,разум,вежӧр
262,Sinn::N,смисъл,ылӧс
263,Grund::N,причина,мог
264,Wahrheit::N,правда,правда
265,Gespräch::N,разговор,сёрни
266,Märchen::N,приказка,сказка
267,Erzählung::N,разказ,висьт
268,Nachricht::N,вест,юӧр
269,Nachricht::N,вест,висьталӧм
270,Nachricht::N,известие,юӧр
271,Nachricht::N,известие,висьталӧм
272,Neuigkeit::N,новина,новость
273,Name::N,име,ним
274,Rätsel::N,гатанка,загадка
275,Rede::N,реч,сёрни
276,Rede::N,слово,сёрни
277,Sprache::N,език,кыв
278,Stimme::N,глас,голос
279,Wort::N,дума,кыв
280,Zeichen::N,знак,пас
281,Ruf::N,зов,чуксӧм
282,Ruf::N,зов,чукӧстӧм
283,Lärm::N,шум,шум
284,Lärm::N,глъчка,шум
285,Laut::N,звук,шы
286,Ton::N,тон,гор
287,Lied::N,песен,сьыланкыв
288,Ruhe::N,тишина,спокой
289,Ruhe::N,спокойствие,спокой
290,Leute::N,хора,йӧз
291,Volk::N,народ,йӧз
292,Volk::N,народ,народ
293,Arbeit::N,труд,удж
294,Arbeit::N,работа,удж
295,Gast::N,гост,гӧсь
296,Geschenk::N,дар,гӧснеч
297,Geschenk::N,дар,подарок
298,Geschenk::N,подарък,гӧснеч
299,Geschenk::N,подарък,подарок
300,Spiel::N,игра,орсӧм
301,Gesellschaft::N,общество,компания
302,Hilfe::N,помощ,отсӧт
303,Freund::N,приятел,модз
304,Freund::N,приятел,дружок
305,Kamerad::N,другар,тӧдса
306,Angelegenheit::N,работа,дело
307,Anzahl::N,брой,лыд
308,Anzahl::N,количество,лыд
309,Art::N,вид,пӧлӧс
310,Stück::N,къс,тор
311,Stück::N,парче,тор
312,Teil::N,дял,юкӧм
313,Teil::N,част,юкӧм
314,Hälfte::N,половина,джын
315,Kreis::N,кръг,круг
316,Kreuz::N,кръст,перна
317,Linie::N,черта,визь
318,Strich::N,щрих,кырӧв
319,Strich::N,черта,кырӧв
320,Abstand::N,дистанция,колас
321,Abstand::N,разстояние,колас
322,Entfernung::N,разстояние,ылына
323,Gegend::N,местност,места
324,Platz::N,място,места
325,Ort::N,място,места
326,Seite::N,страна,ладор
327,Mitte::N,среда,шӧр
328,Gegenstand::N,предмет,тор
329,Sache::N,вещ,тор
330,Rand::N,ръб,дор
331,Kante::N,ръб,ордлы
332,Kante::N,кант,ордлы
333,Ecke::N,ъгъл,пельӧс
334,Spitze::N,връх,йыв
335,Spitze::N,острие,йыв
336,Ende::N,край,йыв
337,Loch::N,дупка,осьта
338,Winkel::N,кът,пельӧс
339,Winkel::N,ъгъл,пельӧс
340,Muster::N,десен,сер
341,Muster::N,образец,сер
342,Größe::N,големина,ыжда
343,Länge::N,дължина,кузя
344,Höhe::N,висота,сувда
345,Höhe::N,висота,вылына
346,Höhe::N,височина,сувда
347,Höhe::N,височина,вылына
348,Gewicht::N,тегло,сьӧкта
349,Gewicht::N,тежест,сьӧкта
350,Menge::N,количество,
351,Haufen::N,куп,куча
352,Haufen::N,грамада,куча
353,Reihe::N,ред,лёдз
354,Reihe::N,редица,лёдз
355,Boot::N,лодка,пыж
356,Ruder::N,весло,пелыс
357,Ruder::N,гребло,пелыс
358,Schlitten::N,шейна,додь
359,Ski::N,ски,лямпа
360,Lagerfeuer::N,огнище,бипур
361,Last::N,товар,тягота
362,Gang::N,ход,мунӧм
363,Gang::N,вървеж,мунӧм
364,Schritt::N,стъпка,вожмӧв
365,Norden::N,север,ой
366,Süden::N,юг,лун
367,Westen::N,запад,рытвыв
368,Osten::N,изток,асыв
369,Holz::N,дърво,пу
370,Brett::N,дъска,пӧв
371,Stange::N,прът,зор
372,Stange::N,прът,потш
373,Stange::N,върлина,зор
374,Stange::N,върлина,потш
375,Stock::N,прът,бедь
376,Stock::N,тояга,бедь
377,Stab::N,прът,шест
378,Rohr::N,цев,труба
379,Rohr::N,тръба,труба
380,Haus::N,къща,керку
381,Heim::N,дом,керку
382,Ofen::N,печка,пӧжавны
383,Fußboden::N,под,джодж
384,Tisch::N,маса,пызан
385,Stuhl::N,стол,стул
386,Wiege::N,люлка,зыбка
387,Bett::N,легло,кровать
388,Bett::N,креват,кровать
389,Regal::N,рафт,джадж
390,Regal::N,етажерка,джадж
391,Kiste::N,кутия,ящик
392,Kiste::N,сандък,ящик
393,Fenster::N,прозорец,ӧшын
394,Tür::N,врата,ыбӧс
395,Tor::N,врата,ворота
396,Zaun::N,ограда,забор
397,Dach::N,покрив,крыша
398,Leiter::N,стълба,лиснич
399,Besen::N,метла,рос
400,Spaten::N,лопата,зыр
401,Schaufel::N,лопата,зыр
402,Gabel::N,вилица,вила
403,Löffel::N,лъжица,пань
404,Messer::N,нож,пурт
405,Nagel::N,гвоздей,кӧрттув
406,Netz::N,мрежа,кыйӧт
407,Haken::N,кука,ем
408,Haken::N,закачалка,ем
409,Griff::N,ръчка,пу
410,Griff::N,дръжка,пу
411,Schloss::N,брава,замок
412,Schloss::N,ключалка,замок
413,Bild::N,картина,картина
414,Figur::N,фигура,мыгӧр
415,Puppe::N,кукла,акань
416,Beutel::N,кесия,мешӧк
417,Bündel::N,връзка,нин
418,Tasche::N,чанта,сумка
419,Eimer::N,кофа,ведра
420,Deckel::N,капак,вевт
421,Deckel::N,похлупак,вевт
422,Geschirr::N,съдове,доз
423,Geschirr::N,съдове,бекӧрпань
424,Sack::N,чувал,мешӧк
425,Tasse::N,чаша,бекӧр
426,Topf::N,гърне,кастрюля
427,Topf::N,тенджера,кастрюля
428,Kessel::N,котел,пӧрт
429,Essen::N,ядене,сёйӧм
430,Nahrung::N,храна,вердан
431,Speise::N,ястие,сёян
432,Fleisch::N,месо,яй
433,Getreide::N,зърнено храни,сю
434,Brei::N,каша,каша
435,Brot::N,хляб,нянь
436,Scheibe::N,резен,шӧрӧм
437,Fett::N,мазнина,гос
438,Butter::N,масло,ви
439,Öl::N,олио,ви
440,Öl::N,оливия,ви
441,Salz::N,сол,сов
442,Suppe::N,супа,шыд
443,Honig::N,мед,ма
444,Milch::N,мляко,йӧв
445,Tee::N,чай,чай
446,Leder::N,кожа,кучик
447,Wolle::N,вълна,гӧн
448,Stoff::N,плат,дӧра
449,Stoff::N,материал,дӧра
450,Nadel::N,игла,ем
451,Faden::N,конец,сунис
452,Knopf::N,копче,кизь
453,Knoten::N,възел,узӧв
454,Knoten::N,възел,гӧрӧд
455,Farbe::N,боя,краска
456,Kleidung::N,дрехи,паськӧм
457,Kleidung::N,облекло,паськӧм
458,Hemd::N,риза,йӧрнӧс
459,Kragen::N,яка,воротник
460,Ärmel::N,ръкав,сос
461,Hose::N,панталони,вешьян
462,Gürtel::N,пояс,йи
463,Gürtel::N,колан,йи
464,Mütze::N,каскет,шапка
465,Mütze::N,фуражка,шапка
466,Schuh::N,обувка,ботинки
467,Stiefel::N,ботуш,сапог
468,Ring::N,пръстен,чунькытш
469,Band::N,лента,ленточка
470,Band::N,връзка,ленточка
471,Kamm::N,гребен,сынан
472,Spiegel::N,огледало,зеркало
473,Riemen::N,каиш,ремень
474,Riemen::N,ремък,ремень
475,Schnur::N,връв,гез
476,Leine::N,връв,повод
477,Leine::N,въже,повод
478,Decke::N,покривка,одеяло
479,Kissen::N,възглавница,подушка
480,Tuch::N,сукно,чышьян
481,Handtuch::N,пешкир,чышкӧт
482,Handtuch::N,кърпа за лице,чышкӧт
483,Kraft::N,мощ,прак
484,Kraft::N,сила,прак
485,Stärke::N,сила,вын
486,Gesundheit::N,здраве,здоровье
487,Krankheit::N,болест,шог
488,Schmerz::N,болка,зубыт
489,Wunde::N,рана,рана
490,Fieber::N,треска,лёк тресся
491,Fieber::N,треска,кынтан шогӧт
492,Fieber::N,температура,лёк тресся
493,Fieber::N,температура,кынтан шогӧт
494,Arznei::N,лек,лекарство
495,Arznei::N,лекарство,лекарство
496,Brücke::N,мост,пос
497,Brunnen::N,чешма,колодец 
498,Brunnen::N,кладенец,колодец 
499,Weide::N,паша,пода йирсян
500,Weide::N,пасище,пода йирсян
501,Pfad::N,пътека,туй
502,Weg::N,път,туй
503,Straße::N,шосе,туй
504,Dorf::N,село,деревня
505,Stadt::N,град,город
506,Brief::N,писмо,гижӧт
507,Buch::N,книга,книга
508,Buchstabe::N,буква,буква
509,Zeitung::N,вестник,газета
510,Leben::N,живот,олан
511,Tod::N,смърт,кулӧм
512,Grab::N,гроб,гу
513,Kirche::N,църква,вичку
514,Sünde::N,грях,грек
515,Gott::N,бог,ен
516,Arbeiter::N,работник,уджалiсь
517,Chef::N,шеф,начальник
518,Chef::N,началник,начальник
519,Meister::N,майстор,мастер
520,Arzt::N,лекар,врач
521,Lehrer::N,учител,велӧтісь
522,Geld::N,пари,деньга
523,Geschäft::N,сделка,удж
524,Laden::N,дюкян,магазин
525,Laden::N,магазин,магазин
526,Preis::N,цена,дон
527,Ware::N,стока,товар
528,Nutzen::N,полза,путь
529,Nutzen::N,облага,путь
530,Reichtum::N,богатство,богатство
531,Welt::N,свят,му
532,Land::N,страна,страна
533,Staat::N,щат,государство
534,Staat::N,държава,государство
535,König::N,крал,кан
536,Macht::N,мощ,власть
537,Macht::N,власт,власть
538,Grenze::N,граница,граница
539,Krieg::N,война,война
540,Feind::N,враг,враг
541,Feind::N,неприятел,враг
542,Gewalt::N,сила,
543,Gewalt::N,насилие,
544,Kampf::N,борба,нярасьӧм
545,Kampf::N,борба,вермасьӧм
546,Kampf::N,сражение,нярасьӧм
547,Kampf::N,сражение,вермасьӧм
548,Bogen[Waffe]::N,лък,лук
549,Pfeil::N,стрела,ньӧв
550,Gewehr::N,пушка,ружьё
551,Fehler::N,грешка,ошибка
552,Lüge::N,лъжа,ылӧтӧм
553,Lüge::N,лъжа,пӧрьялӧм
554,Schaden::N,повреда,лёк
555,Unglück::N,нещастие,пик
556,Unglück::N,нещастие,оказзё
557,Schuld::N,вина,вина
558,Alter::N,възраст,
559,Schluss::N,край,ком
560,Zeit::N,време,кад
561,Tag::N,ден,лун
562,Morgen::N,утро,асыв
563,Morgen::N,сутрин,асыв
564,Mittag::N,обед,луншӧр кад
565,Mittag::N,пладне,луншӧр кад
566,Abend::N,вечер,рыт
567,Nacht::N,нощ,ой
568,Woche::N,седмица,неделя
569,Monat::N,месец,тӧлicь
570,Jahr::N,година,год
571,Frühling::N,пролет,тулыс
572,Sommer::N,лято,гожум
573,Herbst::N,есен,ар
574,Winter::N,зима,тӧв
575,Januar::N,януари,январ
576,Februar::N,февруари,февраль
577,März::N,март,март
578,April::N,април,апрель
579,Mai::N,май,май
580,Juni::N,юни,юнь
581,Juli::N,юли,юль
582,August::N,август,август
583,September::N,септември,сентяб
584,Oktober::N,октомври,октяб
585,November::N,ноември,нояб
586,Dezember::N,декември,декаб
587,Montag::N,понеделник,вильлун
588,Dienstag::N,вторник,мӧдӧдзлун
589,Mittwoch::N,сряда,шӧрлун
590,Donnerstag::N,четвъртък,нёльӧдзлун
591,Freitag::N,петък,витӧдзлун
592,Samstag::N,събота,пывсянлун
593,Sonntag::N,неделя,кресення
594,groß::A,едър,ыджыт
595,groß::A,голям,ыджыт
596,klein::A,малък,учӧтик
597,klein::A,дребен,учӧтик
598,lang::A,дълъг,кузь
599,kurz::A,къс,дженыт
600,breit::A,широк,ота
601,schmal::A,тесен,векнит
602,dicht::A,гъст,тшӧк
603,dick[Gegenstand]::A,дебел,кыз
604,dünn::A,тънък,вӧснит
605,fein::A,фин,вӧснит
606,fein::A,тънък,вӧснит
607,fest::A,твърд,крепыт
608,fest::A,плътен,крепыт
609,flach::A,равен,лапкӧса
610,flach::A,плосък,лапкӧса
611,glatt::A,гладък,волькыт
612,hart::A,твърд,чӧрыт
613,hart::A,корав,чӧрыт
614,weich::A,мек,небыт
615,rund::A,кръгъл,гӧгрӧса
616,spitz::A,островръх,ёся
617,scharf::A,остър,лэчыт
618,stumpf::A,тъп,ныж
619,schwer::A,тежък,сьӧкыт
620,schön::A,хубав,басӧк
621,schön::A,красив,басӧк
622,heiß::A,жарък,жар
623,warm::A,топъл,шоныт
624,kalt::A,студен,кӧдзыт
625,kühl::A,хладен,сайкыт
626,frisch::A,свеж,виль
627,feucht::A,влажен,вакодь
628,nass::A,мокър,ва
629,trocken::A,сух,кӧс
630,voll::A,пълен,тыра
631,leer::A,празен,тыртӧм
632,offen::A,откровен,оссьӧм
633,geschlossen::A,закрит,игана
634,geschlossen::A,закрит,пӧдана
635,geschlossen::A,затворен,игана
636,geschlossen::A,затворен,пӧдана
637,sauber::A,чист,сӧдз
638,sauber::A,чист,сӧстӧм
639,schmutzig::A,мръсен,нятьӧсь
640,roh::A,суров,путӧм
641,reif::A,зрял,кисьмалӧм
642,lecker::A,вкусен,кӧра 
643,süß::A,сладък,чӧскыт
644,bitter::A,горчив,курыт
645,sauer::A,кисел,шӧма 
646,hell::A,ясен,югыт
647,hell::A,светъл,югыт
648,dunkel::A,тъмен,пемыт
649,schwarz::A,черен,сьӧд
650,weiß::A,бял,чочком
651,rot::A,червен,гӧрд
652,gelb::A,жълт,веж
653,blau::A,син,лӧз
654,grün::A,зелен,веж
655,grau::A,сив,руд
656,grau::A,сив,бусӧй
657,bunt::A,шарен,быдрӧма
658,bunt::A,пъстър,быдрӧма
659,billig::A,евтин,донтӧм
660,teuer::A,скъп,дона
661,wertvoll::A,ценен,дона
662,blind::A,сляп,синтӧм
663,taub::A,глух,пельтӧм
664,kräftig::A,силен,вына
665,stark::A,здрав,вына
666,stark::A,силен,вына
667,schwach::A,слаб,некодя
668,fett::A,тлъст,госа
669,schlank::A,тънък,статя
670,schlank::A,строен,статя
671,hübsch::A,хубав,басӧк
672,böse::A,зъл,лёк
673,dumm::A,глупав,бӧбӧв
674,dumm::A,глупав,вежӧртӧм
675,faul::A,ленив,дыш
676,faul::A,мързелив,дыш
677,fleißig::A,прилежен,уджалicь
678,geizig::A,скъпернически,жикмӧра
679,geizig::A,скъпернически,горшаліcь
680,klug::A,умен,авья
681,klug::A,умен,вежӧра
682,klug::A,разумен,авья
683,klug::A,разумен,вежӧра
684,geschickt::A,умел,кипода
685,geschickt::A,сръчен,кипода
686,lieb::A,мил,муса
687,lieb::A,мил,дзулиньӧй
688,lieb::A,драг,муса
689,lieb::A,драг,дзулиньӧй
690,lustig::A,весел,гажа
691,sanft::A,нежен,лебезнӧй
692,sanft::A,кротък,лебезнӧй
693,hungrig::A,гладен,тшыг
694,krank::A,болен,шогалiсь
695,nackt::A,гол,куш
696,traurig::A,тъжен,жугыль
697,traurig::A,печален,жугыль
698,lebendig::A,жив,ловья
699,gut::A,добър,бур
700,schlecht::A,лош,умӧль
701,richtig::A,правилен,
702,schlimm::A,лош,нештӧм
703,wahr::A,верен,
704,wahr::A,истински,
705,alt::A,стар,важ
706,alt::A,древен,важ
707,neu::A,нов,виль
708,ehemalig::A,бивш,вӧвлӧм
709,alt[Lebewesen]::A,стар,года
710,alt[Lebewesen]::A,стар,годдэза
711,jung::A,млад,том
712,arm::A,беден,гов
713,arm::A,беден,беднӧй
714,reich::A,богат,эма
715,bekannt::A,познат,тӧдса
716,bekannt::A,известен,тӧдса
717,berühmt::A,почут,
718,berühmt::A,известен,
719,fremd::A,чужд,чужӧй
720,verschieden::A,разен,быдкодь
721,verschieden::A,различен,быдкодь
722,nah::A,близък,матiсь
723,fern::A,далечен,ылicь
724,linker::A,ляв,шульга
725,rechter::A,прав,веськытланись
726,anderer::A,друг,мукӧд
727,erster::A,пръв,медодзза
728,erster::A,първи,медодзза
729,zweiter::A,втори,кыкӧт
730,dritter::A,трети,куимӧт
731,dritter::A,трети,куимӧдз
732,letzter::A,последен,бӧрья
733,letzter::A,последен,мёдбӧрья
734,allein::ADV,само,
735,auf einmal::ADV,същевременно,тшӧтш
736,zusammen::ADV,заедно,ӧтлаын
737,lange::ADV,дълго,дыр
738,plötzlich::ADV,изведнъж,друг
739,sofort::ADV,веднага,тшӧтш
740,später::ADV,по-късно,медбӧрын
741,jetzt::ADV,сега,ӧні
742,heute::ADV,днес,талун
743,morgen::ADV,утре,ашын
744,bald::ADV,скоро,чожа
745,dann::ADV,после,сыбӧрын
746,dann::ADV,тогава,сыбӧрын
747,gestern::ADV,вчера,тӧн
748,einst::ADV,някога,ӧтпыр
749,damals::ADV,тогава,сэк
750,damals::ADV,тогава,сэки
751,danach::ADV,после,сэсся
752,danach::ADV,след това,сэсся
753,vorher::ADV,преди,одзжык
754,vorher::ADV,преди това,одзжык
755,zuerst::ADV,най-напред,наперво
756,einmal::ADV,веднъж,ӧтпыр
757,einmal::ADV,един път,ӧтпыр
758,manchmal::ADV,понякога,мукӧдпыр
759,oft::ADV,често,-лы-
760,immer::ADV,винаги,быдпыр
761,immer::ADV,винаги,быдпырся
762,niemals::ADV,никога,некӧр
763,hier::ADV,тук,татӧн
764,hier::ADV,тука,татӧн
765,hierhin::ADV,насам,татчӧ
766,von hier::ADV,оттук,тасянь
767,von hier::ADV,оттука,тасянь
768,dort::ADV,там,сэтӧн
769,dorthin::ADV,натам,сэтчин
770,dorthin::ADV,нататък,сэтчин
771,geradeaus::ADV,направо,веськыта
772,vorwärts::ADV,напред,одзӧ
773,rückwärts::ADV,назад,бӧр
774,zurück::ADV,обратно,бӧр
775,unten::ADV,долу,увтын
776,hinab::ADV,надолу,увтас
777,oben::ADV,горе,вевдӧрас
778,hinauf::ADV,нагоре,вывлань
779,hinauf::ADV,нагоре,вывланьӧ
780,überall::ADV,навсякъде,быдлан
781,nicht::ADV,не,ог
782,ein wenig::ADV,малко,-ышт
783,ein wenig::ADV,малко,невна
784,kaum::ADV,едва,ӧдва
785,kaum::ADV,едвам,ӧдва
786,sehr::ADV,много,вывтi
787,sehr::ADV,твърде,вывтi
788,so::ADV,тъй,сiдз
789,so::ADV,така,сiдз
790,noch::ADV,още,эшӧ
791,nur::ADV,само,только
792,schon::ADV,вече,ни
793,wieder::ADV,пак,бӧра
794,wieder::ADV,отново,бӧра
795,vergebens::ADV,напразно,весись
796,vor::PRP,пред,одзас
797,hinter::PRP,зад,бӧрӧ
798,unter::PRP,под,увтын
799,durch::PRP,през,пыр
800,neben::PRP,до,бокам
801,neben::PRP,до,боксиным
802,neben::PRP,при,бокам
803,neben::PRP,при,боксиным
804,zwischen::PRP,между,коласас
805,zwischen::PRP,помежду,коласас
806,wegen::PRP,заради,понда
807,dies::PRN,този,эта
808,das::PRN,туй,сiя
809,das::PRN,това,сiя
810,alles::PRN,всичко,быдӧс
811,ich::PRN,аз,ме
812,du::PRN,ти,тэ
813,er::PRN,той,сiя
814,wir::PRN,ние,мийӧ
815,ihr::PRN,вие,ті
816,sie::PRN,те,нія
817,was::FPRN,що,мый
818,was::FPRN,какво,мый
819,wer::FPRN,кой,кин
820,wo::FADV,къде,кытӧн
821,wohin::FADV,накъде,кытчӧ
822,wohin::FADV,накъдето,кытчӧ
823,wie::FADV,как,дзик
824,warum::FADV,защо,мыля
825,warum::FADV,защо,мыйсянь
826,wieviel::FNUM,колко,мымда
827,eins::NUM,един,ӧт
828,zwei::NUM,два,кык
