,Concept_ID,lbe,nl
761,zuerst::ADV,цӏу бутӏуй,eerst
762,zuerst::ADV,цӏу бутӏуй,het eerst
763,einmal::ADV,цал,eens
764,einmal::ADV,цал,eenmaal
765,manchmal::ADV,ваксса-таксса,soms
766,oft::ADV,чӏявуну,vaak
767,oft::ADV,чӏявуну,dikwijls
768,immer::ADV,мудан,altijd
769,immer::ADV,даиман,altijd
770,niemals::ADV,тачӏав,nooit
771,hier::ADV,шикку,hier
772,hierhin::ADV,шиккун,hierheen
773,von hier::ADV,шичча,van hier
774,von hier::ADV,шичча,hiervandaan
775,dort::ADV,гикку,daar
776,dort::ADV,гикку,ginds
777,dorthin::ADV,тиккун,daarheen
778,geradeaus::ADV,тӏайланм,rechtuit
779,geradeaus::ADV,тӏайланм,rechtdoor
780,vorwärts::ADV,хьхьичӏунмай,vooruit
781,vorwärts::ADV,хьхьичӏунмай,voorwaarts
782,rückwärts::ADV,махъа-хьхьичӏунмай,achteruit
783,rückwärts::ADV,махъа-хьхьичӏунмай,achterwaarts
784,zurück::ADV,махъунмай,terug
785,unten::ADV,лув,beneden
786,unten::ADV,лув,onderaan
787,hinab::ADV,бакӏ-ялавай,omlaag
788,hinab::ADV,бакӏ-ялавай,naar beneden
789,hinab::ADV,бакӏъялавай,omlaag
790,hinab::ADV,бакӏъялавай,naar beneden
791,oben::ADV,ялув,boven
792,hinauf::ADV,лавай,omhoog
793,hinauf::ADV,лавай,naar boven
794,überall::ADV,гьариий,alom
795,überall::ADV,гьариий,overal
796,überall::ADV,хьу-хьуний,alom
797,überall::ADV,хьу-хьуний,overal
798,überall::ADV,гьарца кӏанай,alom
799,überall::ADV,гьарца кӏанай,overal
800,nicht::ADV,къа-,niet
801,ein wenig::ADV,чанни,wat
802,ein wenig::ADV,ца чансса,wat
803,kaum::ADV,дахьа,amper
804,kaum::ADV,дахьа,nauwelijks
805,sehr::ADV,оьну,erg
806,sehr::ADV,оьну,zeer
807,sehr::ADV,гужну,erg
808,sehr::ADV,гужну,zeer
809,sehr::ADV,хъинну,erg
810,sehr::ADV,хъинну,zeer
811,so::ADV,укукн,zo
812,noch::ADV,гьала,nog
813,noch::ADV,уттигу,nog
814,noch::ADV,цакьинва,nog
815,noch::ADV,ттигу-шилагу,nog
816,nur::ADV,анжагь,maar
817,nur::ADV,анжагь,alleen
818,wieder::ADV,цӏуницӏа,weer
819,wieder::ADV,цӏуницӏа,terug
820,vergebens::ADV,аьдада,vergeefs
821,vergebens::ADV,аьдада,tevergeefs
822,vergebens::ADV,нахӏакь,vergeefs
823,vergebens::ADV,нахӏакь,tevergeefs
824,vor::PRP,хьхьичӏ,voor
825,hinter::PRP,махъ,achter
826,unter::PRP,лув,onder
827,unter::PRP,лув,beneden
828,durch::PRP,-х,door
829,neben::PRP,чӏарав,naast
830,zwischen::PRP,дянив,tussen
831,wegen::PRP,цӏаний,wegens
832,wegen::PRP,цӏаний,vanwege
833,dies::PRN,ва,dit
834,das::PRN,та,dat
835,das::PRN,кӏа,dat
836,das::PRN,га,dat
837,alles::PRN,щала,alles
838,ich::PRN,на,ik
839,du::PRN,ина,je
840,du::PRN,ина,jij
841,er::PRN,му,hij
842,wir::PRN,жу,we
843,wir::PRN,жу,wij
844,ihr::PRN,зу,jullie
845,was::FPRN,ци,wat
846,wer::FPRN,цу,wie
847,wo::FADV,чув,waar
848,wohin::FADV,чун,waarheen
849,wie::FADV,цукун,hoe
850,warum::FADV,цан,waarom
851,wieviel::FNUM,циксса,hoeveel
852,eins::NUM,ца,één
853,zwei::NUM,кӏива,twee
854,drei::NUM,шамма,drie
855,vier::NUM,мукьа,vier
856,vier::NUM,мукьва,vier
857,fünf::NUM,ххюва,vijf
858,sechs::NUM,ряхва,zes
859,sieben::NUM,арула,zeven
860,acht::NUM,мяйва,acht
861,neun::NUM,урчӏва,negen
862,zehn::NUM,ацӏва,tien
863,elf::NUM,ацӏния цава,elf
864,zwölf::NUM,ацӏиия кӏива,twaalf
865,zwanzig::NUM,кьува,twintig
866,dreißig::NUM,зувира,dertig
867,vierzig::NUM,мукьцӏала,veertig
868,fünfzig::NUM,ххюцӏала,vijftig
869,sechzig::NUM,ряхцӏала,zestig
870,achtzig::NUM,мяйцӏала,tachtig
871,neunzig::NUM,урчӏцӏала,negentig
872,hundert::NUM,ттурш,honderd
873,hundert::NUM,ттуршва,honderd
874,tausend::NUM,азарва,duizend
875,und::CNJ,-гу,en
876,oder::CNJ,я,of
877,oder::CNJ,ягу,of
878,stehen::V,ацӏан,staan
879,sitzen::V,щяивкӏун икӏан,zitten
880,liegen::V,утту нвхьуну икӏан,liggen
881,hängen::V,зурчӏай тӏун,hangen
882,werden::V,хьун,worden
883,passieren::V,хьун,gebeuren
884,beginnen::V,дайдишин,beginnen
885,beginnen::V,дайдирхьуну дикӏан,beginnen
886,enden::V,къуртал дан,eindigen
887,wechseln::V,даххана хьун,wijzigen
888,wechseln::V,даххана хьун,veranderen
889,wechseln::V,даххана дуллан,wijzigen
890,wechseln::V,даххана дуллан,veranderen
891,aufgehen[Sonne]::V,буклай бур,opgaan
892,untergehen[Sonne]::V,лаглай бур,ondergaan
893,scheinen[Sonne]::V,битан,schijnen
894,scheinen[Sonne]::V,чани буллан,schijnen
895,donnern::V,тӏий бур,donderen
896,wehen::V,бишлай бур,waaien
897,strömen::V,экьинан,stromen
898,fließen::V,экьинан,vloeien
899,sich drehen::V,гьанан,draaien
900,sich drehen::V,гьанан,zich draaien
901,schwanken::V,хъюлчу тӏун,wankelen
902,schwanken::V,хӏуркку тӏун,wankelen
903,schwingen::V,хъюлчай тӏун,zwieren
904,schwingen::V,хъюлчу тӏун,zwieren
905,fallen::V,багьлан,vallen
906,brennen::V,ччучлан,branden
907,rauchen::V,пуркӏу тӏун,roken
908,regnen::V,лачӏун,regenen
909,regnen::V,лачIлай дур,regenen
910,gefrieren::V,микӏ лачӏун,bevriezen
911,tauen::V,баслан,dooien
912,schmelzen::V,баслан,smelten
913,trocknen::V,кьакьан,drogen
914,sieden::V,щаран,koken
915,sieden::V,щаран,zieden
916,faulen::V,аьллан,rotten
917,verfaulen::V,аьллан,verrotten
918,verfaulen::V,аьян,verrotten
919,reißen::V,ххя дукан,scheuren
920,versinken::V,оькьлан,verzinken
921,versinken::V,оькьан,verzinken
922,vergehen::V,лялиян,vergaan
923,erscheinen::V,буккан,opdagen
924,erscheinen::V,буккан,verschijnen
925,erscheinen::V,загьир хьун,opdagen
926,erscheinen::V,загьир хьун,verschijnen
927,verschwinden::V,бат хьун,verdwijnen
928,verschwinden::V,акъа хьун,verdwijnen
929,sinken::V,чахь учин,zinken
930,abnehmen::V,чан хьун,afnemen
931,abnehmen::V,чан хьун,verminderen
932,abnehmen::V,ссуссукьу хьун,afnemen
933,abnehmen::V,ссуссукьу хьун,verminderen
934,zunehmen::V,гьарза хьун,toenemen
935,steigen::V,гьаз хьун,stijgen
936,steigen::V,гьаз хьун,omhooggaan
937,wachsen::V,ххяххан,groeien
938,glänzen::V,цӏай буккан,glanzen
939,glänzen::V,цӏай буккан,schitteren
940,funkeln::V,цӏай-цӏай тӏун,fonkelen
941,lärmen::V,чӏу буллан,lawaai maken
942,lärmen::V,аьлагъужа буллан,lawaai maken
943,läuten::V,занг ришлан,luiden
944,läuten::V,занг дуллан,luiden
945,klingeln::V,занг ришлан,bellen
946,klingeln::V,занг дуллан,bellen
947,brausen::V,никъащилан,bruisen
948,rauschen::V,щурщур тӏун,ruisen
949,klingen::V,чӏу буклан,klinken
950,bellen::V,хӏап тӏун,blaffen
951,blasen::V,уф тӏун,blazen
952,pfeifen::V,щютӏа тӏун,fluiten
953,schreien::V,чӏу бан,gillen
954,schreien::V,чӏу бан,schreeuwen
955,stöhnen::V,угь-къак тӏун,steunen
956,zittern::V,зурзу чин,beven
957,zittern::V,зурзу чин,sidderen
958,zittern::V,зурзу тӏун,beven
959,zittern::V,зурзу тӏун,sidderen
960,leben::V,ялапар хъанан,leven
961,geboren werden::V,ан,geboren worden
962,atmen::V,ссихӏ ласлан,ademen
963,atmen::V,ссихӏ бигьлан,ademen
964,trinken::V,хӏачӏан,drinken
965,trinken::V,хӏачӏлан,drinken
966,essen::V,канан,eten
967,schlucken::V,кьюлтӏа тӏун,slikken
968,müde werden::V,аьхчӏин,moe worden
969,einschlafen::V,шанан икӏан,inslapen
970,schlafen::V,шанан,slapen
971,aufwachen::V,чантӏ учин,ontwaken
972,aufwachen::V,чантӏ учин,wakker worden
973,aufstehen::V,бизан,opstaan
974,sich erholen::V,бигьалаган,zich ontspannen
975,krank werden::V,къашай хьун,ziek worden
976,krank sein::V,къашай хъанан,ziek zijn
977,krank sein::V,къашавай икӏан,ziek zijn
978,schmerzen::V,цӏун,pijn doen
979,husten::V,хъугьу чин,hoesten
980,husten::V,хъугьу тӏун,hoesten
981,genesen::V,хъин хьун,genezen
982,genesen::V,сагъ лаган,genezen
983,sterben::V,ивчӏан,sterven
984,sterben::V,ивчӏан,overlijden
985,umkommen::V,лиллан,omkomen
986,umkommen::V,литӏлан,omkomen
987,umkommen::V,ажал биян,omkomen
988,umkommen::V,личӏи хьун,omkomen
989,umkommen::V,иакьлу хьун,omkomen
990,umkommen::V,ахир жан хъанан,omkomen
991,umkommen::V,рухӏирачӏа икӏан,omkomen
992,sich bewegen::V,сукку хьун,zich bewegen
993,sich rühren::V,сукку хьун,zich verroeren
994,sich erheben::V,бизан,oprijzen
995,sich erheben::V,бизан,verrijzen
996,sich setzen::V,щяикӏан,gaan zitten
997,sich setzen::V,щябикӏан,gaan zitten
998,hinfallen::V,багьан,vallen
999,hinfallen::V,багьан,neervallen
1000,laufen::V,занан,lopen
1001,schreiten::V,ша ласлан,stappen
1002,schreiten::V,ша ласлан,schrijden
1003,spazierengehen::V,сайр буллан,gaan wandelen
1004,eilen::V,анавар буккан,ijlen
1005,eilen::V,анавар буккан,haasten
1006,sich beeilen::V,анавар буккан,zich haasten
1007,sausen::V,никъа щилан,stuiven
1008,sausen::V,никъа щун,stuiven
1009,rennen::V,лечлан,rennen
1010,springen::V,тӏанкӏ дан,springen
1011,klettern::V,лахълан,klimmen
1012,klettern::V,лахълан,klauteren
1013,schaukeln::V,гьайжак бигьлан,schommelen
1014,kriechen::V,ххярк тӏун,kruipen
1015,schwimmen::V,гьузун,zwemmen
1016,tauchen::V,лултту уккан,duiken
1017,rudern::V,бяхлан,roeien
1018,rudern::V,батӏлан,roeien
1019,rudern::V,ххялаххи дуклан,roeien
1020,fahren::V,гьан,rijden
1021,fliegen::V,лехлан,vliegen
1022,gehen::V,нан,gaan
1023,weggehen::V,ялагьан,weggaan
1024,abfahren::V,гьан,vertrekken
1025,anhalten::V,бацӏан,stoppen
1026,anhalten::V,бацӏан,stilhouden
1027,hineingehen::V,буххан,ingaan
1028,hineingehen::V,буххан,binnengaan
1029,eintreten::V,буххан,binnenkomen
1030,kommen::V,учӏан,komen
1031,ankommen::V,биян,aankomen
1032,ankommen::V,бучӏан,aankomen
1033,zurückkommen::V,зана хъун,terugkomen
1034,zurückkommen::V,зана бикӏан,terugkomen
1035,bleiben::V,личӏан,blijven
1036,warten::V,ялугьлан,wachten
1037,erwarten::V,ялугьлан,verwachten
1038,suchen::V,луглан,zoeken
1039,finden::V,лякъин,vinden
1040,versuchen::V,ххал буллан,proberen
1041,versuchen::V,ххал буллан,beproeven
1042,vorbereiten::V,хӏадур бан,voorbereiden
1043,lieben::V,эшкьи хьуиу бикӏан,houden van
1044,mögen::V,ххиран бикӏан,lusten
1045,mögen::V,ххиран бикӏан,houden van
1046,lachen::V,хъян,lachen
1047,weinen::V,аьтӏун,huilen
1048,weinen::V,аьтӏун,schreien
1049,schimpfen::V,дяъван,kijven
1050,schimpfen::V,дяъван,schelden
1051,schimpfen::V,ссугайи агьан,kijven
1052,schimpfen::V,ссугайи агьан,schelden
1053,sich ärgern::V,ссибизлан,zich ergeren
1054,sich fürchten::V,ингъауслан,bang zijn
1055,fürchten::V,хӏучӏ тӏун,vrezen
1056,fliehen::V,ака бан,vluchten
1057,flüchten::V,лихъан,ontsnappen
1058,flüchten::V,лихъан,ontkomen
1059,sehen::V,чӏалан,zien
1060,anschauen::V,урган,aankijken
1061,ansehen::V,буруглан,aanzien
1062,ansehen::V,буруглан,bekijken
1063,hören::V,баллан,horen
1064,zuhören::V,вичӏи дихьлан,luisteren
1065,probieren::V,тӏин ххал буллан,proeven
1066,riechen::V,ссунтӏа тӏун,ruiken
1067,fühlen::V,дакӏнил буслан,voelen
1068,scheinen::V,ххан,lijken
1069,scheinen::V,бизан,lijken
1070,scheinen::V,ххан бикӏлай бикӏан,lijken
1071,vernehmen::V,баян,vernemen
1072,frieren::V,лигьулул хъанан,het koud hebben
1073,tun::V,бан,doen
1074,können::V,хьун,kunnen
1075,anfangen::V,дайдишин,beginnen
1076,anfangen::V,дайдишин,aanvangen
1077,beenden::V,къуртал бан,beëindigen
1078,aufhören::V,кьабагьан,ophouden
1079,gelingen::V,бюхъан,lukken
1080,gelingen::V,бюхъан,gelukken
1081,öffnen::V,тӏитӏин,openen
1082,öffnen::V,тӏитӏин,opendoen
1083,schließen::V,лакьин,sluiten
1084,schließen::V,лакьин,dichtdoen
1085,stellen::V,дацӏан дан,stellen
1086,stellen::V,дацӏан дан,plaatsen
1087,stellen::V,бишин,stellen
1088,stellen::V,бишин,plaatsen
1089,setzen::V,щяитан,zetten
1090,setzen::V,щяитан,plaatsen
1091,legen::V,бишин,leggen
1092,berühren::V,ка щун,aanraken
1093,verbinden::V,бахӏин,verbinden
1094,verbinden::V,дахӏин,verbinden
1095,bedecken::V,ялтту бущин,bedekken
1096,bedecken::V,ялтту бакьин,bedekken
1097,aufhängen::V,лахъан,ophangen
1098,anzünden::V,лахъан,aansteken
1099,aufheben::V,гьаз бан,oprapen
1100,zurücklassen::V,кьаитан,achterlaten
1101,zurücklassen::V,битан,achterlaten
1102,verlieren::V,дакъа дан,verliezen
1103,fallen lassen::V,рутан,laten vallen
1104,machen::V,дан,maken
1105,herstellen::V,яраг ишла бувиу бан,produceren
1106,herstellen::V,яраг ишла бувиу бан,voortbrengen
1107,bauen::V,дан,bouwen
1108,reparieren::V,дакьин дан,repareren
1109,reparieren::V,дакьин дан,herstellen
1110,verbessern::V,ххуй дан,verbeteren
1111,ändern::V,баххана бан,wijzigen
1112,ändern::V,баххана бан,veranderen
1113,graben::V,дуклан,graven
1114,beugen::V,лахӏан бан,buigen
1115,beugen::V,кьус бикӏан,buigen
1116,biegen::V,баччин,buigen
1117,biegen::V,лахӏан бан,buigen
1118,drehen::V,гьанан,draaien
1119,wenden::V,кӏура баен бан,keren
1120,wenden::V,кӏура баен бан,wenden
1121,umdrehen::V,кӏура баен бан,omdraaien
1122,heben::V,гьаз бан,heffen
1123,heben::V,гьаз бан,optillen
1124,hochheben::V,гьаз бан,tillen
1125,ergreifen::V,хъап дан,pakken
1126,ergreifen::V,хъап дан,grijpen
1127,ergreifen::V,хъап увиу угьан,pakken
1128,ergreifen::V,хъап увиу угьан,grijpen
1129,halten::V,бугьлан,houden
1130,drücken::V,кьюч бигьлан,drukken
1131,schieben::V,щун,duwen
1132,schieben::V,щун,schuiven
1133,lecken::V,ланцӏа тӏун,likken
1134,beißen::V,хъапа тӏун,bijten
1135,beißen::V,кьацӏа тӏун,bijten
1136,abreißen::V,буцан,afrukken
1137,abreißen::V,буцан,afscheuren
1138,abschneiden::V,бухъан,afsnijden
1139,abschneiden::V,кьукьин,afsnijden
1140,binden::V,бахӏин,binden
1141,binden::V,дахӏин,binden
1142,brechen::V,гъагъан,breken
1143,klopfen::V,кьутӏа тӏун,kloppen
1144,hauen::V,рищун,houwen
1145,kleben::V,лачӏун буллан,plakken
1146,reiben::V,ссуку буллан,wrijven
1147,streichen::V,дугъан,smeren
1148,streichen::V,аьгъу дан,smeren
1149,schneiden::V,духълан,snijden
1150,schneiden::V,кьукьлан,snijden
1151,schütteln::V,хъюлчу буллан,schudden
1152,schwenken::V,палцӏ дуллан,wuiven
1153,schwenken::V,палцӏ дуллан,zwaaien
1154,schütten::V,рутӏин,gieten
1155,schütten::V,рутӏин,storten
1156,füllen::V,буцӏин бан,vullen
1157,einwickeln::V,кай-кай бан,inwikkelen
1158,tragen::V,ларсун занан,dragen
1159,tragen::V,ларсун ачин,dragen
1160,schleppen::V,ххилан,slepen
1161,aufbewahren::V,ядан,bewaren
1162,aufbewahren::V,ядуллан,bewaren
1163,werfen::V,личин,gooien
1164,fangen::V,бугьан,vangen
1165,fangen::V,бугьлан,vangen
1166,verstecken::V,ладитан,verstoppen
1167,verstecken::V,кьюлтӏ дан,verstoppen
1168,verstecken::V,дахьлаган дан,verstoppen
1169,teilen::V,бачӏин,delen
1170,teilen::V,бутӏа бан,delen
1171,schicken::V,тӏайла буккан,sturen
1172,bringen::V,диян дан,brengen
1173,hinzufügen::V,ххи бан,toevoegen
1174,bekommen::V,ласун,verkrijgen
1175,erhalten::V,ласун,krijgen
1176,nehmen::V,ласун,nemen
1177,wählen::V,бувчӏин,kiezen
1178,wählen::V,бувчӏин,verkiezen
1179,auswählen::V,бувчӏин,uitkiezen
1180,auswählen::V,язи бугьан,uitkiezen
1181,bewahren::V,ядан,bewaren
1182,behindern::V,дайщишруду дуллан,hinderen
1183,verderben::V,зия дан,bederven
1184,beschädigen::V,зарал буллан,beschadigen
1185,zerbrechen::V,гьагъан,breken
1186,zerbrechen::V,гьагъан,stukbreken
1187,zerbrechen::V,гьагъан бан,breken
1188,zerbrechen::V,гьагъан бан,stukbreken
1189,zerreißen::V,ххяхха дуккан,scheuren
1190,zerreißen::V,ххяхха дуккан,verscheuren
1191,zerstören::V,лекьан дан,vernielen
1192,verbrennen::V,ччуччин,branden
1193,verbrennen::V,ччуччин,verbranden
1194,geben::V,дулун,geven
1195,reichen::V,дулун,reiken
1196,reichen::V,дулун,aanreiken
1197,schenken::V,пишкаш дан,schenken
1198,schenken::V,багъишла дан,schenken
1199,schenken::V,ихӏсандалун дуллун,schenken
1200,versprechen::V,банна чин,beloven
1201,loben::V,цӏа дан,loven
1202,loben::V,цӏа дан,prijzen
1203,küssen::V,ппай тӏун,kussen
1204,wiegen::V,гьуркку тӏун,wiegen
1205,wiegen::V,гьуркку буллан,wiegen
1206,wiegen::V,гьуркку бан,wiegen
1207,wecken::V,чантӏ учин ан,wekken
1208,zeigen::V,ккаккан бан,tonen
1209,zeigen::V,ккаккан бан,wijzen
1210,führen::V,буцин,voeren
1211,lehren::V,лахьхьин бан,leren
1212,lehren::V,лахьхьин буллан,leren
1213,unterrichten::V,дарс дишаван,onderwijzen
1214,aufziehen::V,хъуна ан,grootbrengen
1215,aufziehen::V,тарбия ан,grootbrengen
1216,leiten::V,каялувшиву дан,leiden
1217,einladen::V,хъамалу оьвчин,uitnodigen
1218,vereinigen::V,ца бан,verenigen
1219,besuchen::V,ялун уххан,bezoeken
1220,treffen::V,хьуна бакьин,treffen
1221,treffen::V,хьуна бакьин,ontmoeten
1222,sich versammeln::V,батӏин,zich verzamelen
1223,spielen::V,тӏуркӏу тӏун,spelen
1224,singen::V,балай тӏун,zingen
1225,tanzen::V,къавтӏун,dansen
1226,sich trennen::V,ппив хьун,van elkaar gaan
1227,verlassen::V,увккун гьан,verlaten
1228,retten::V,ххассал бан,redden
1229,bewachen::V,къарал бан,bewaken
1230,schützen::V,ябан,beschermen
1231,verteidigen::V,буруччин,verdedigen
1232,sich schlagen::V,биян,knokken
1233,schießen::V,битлан,schieten
1234,siegen::V,ххув хьун,overwinnen
1235,siegen::V,ххувшаву ласун,overwinnen
1236,ärgern::V,ссибизан уллан,ergeren
1237,schlagen::V,рищун,slaan
1238,stechen::V,кьутӏин,steken
1239,stechen::V,кьутӏин,prikken
1240,stoßen::V,щун,stoten
1241,stehlen::V,дацин,stelen
1242,stören::V,кьючин,storen
1243,stören::V,кьючин,verstoren
1244,belästigen::V,бизар уллан,lastig vallen
1245,verbergen::V,лабитан,verbergen
1246,verbergen::V,кӏучӏ бан,verbergen
1247,täuschen::V,хъяврин ан,misleiden
1248,betrügen::V,аьикьин ан,bedriegen
1249,töten::V,ивчӏан,doden
1250,wohnen::V,оьрму бутлан,wonen
1251,arbeiten::V,зун,werken
1252,sammeln::V,ттихӏин,inzamelen
1253,sammeln::V,ттихӏин,verzamelen
1254,sammeln::V,вив дишин,inzamelen
1255,sammeln::V,вив дишин,verzamelen
1256,pflücken::V,риттун,plukken
1257,jagen::V,авли занан,jagen
1258,fischen::V,чавахъру бугьлан,vissen
1259,fassen::V,бугьан,vangen
1260,hüten::V,урттуйн бакьлан,hoeden
1261,treiben::V,дачин дуллан,drijven
1262,treiben::V,лихъан буллан,drijven
1263,anbinden::V,бахӏин,vastbinden
1264,füttern::V,канаки буллан,voeren
1265,melken::V,ттизин,melken
1266,hacken::V,мюрш буллан,hakken
1267,hacken::V,мюрш бан,hakken
1268,gießen::V,щин дишин,gieten
1269,reifen::V,диян,rijpen
1270,zubereiten::V,хӏадур дан,klaarmaken
1271,zubereiten::V,хӏадур дан,toebereiden
1272,zubereiten::V,хӏадур бан,klaarmaken
1273,zubereiten::V,хӏадур бан,toebereiden
1274,kochen::V,шашан,koken
1275,kochen::V,шашан дуллан,koken
1276,backen::V,бишлан,bakken
1277,backen::V,шахьлан,bakken
1278,braten::V,цӏарайх дуллан,braden
1279,umrühren::V,хӏала бан,omroeren
1280,stricken::V,щащлан,breien
1281,stricken::V,щащан,breien
1282,nähen::V,дуруххан,naaien
1283,färben::V,ранг щун,verven
1284,färben::V,ранг щун,kleuren
1285,reinigen::V,марцӏ бан,reinigen
1286,waschen::V,шюшин,wassen
1287,abwischen::V,лишин,afvegen
1288,spülen::V,вилаган,spoelen
1289,spülen::V,вилаган,afwassen
1290,fegen::V,башин,vegen
1291,kehren::V,бахьлан,vegen
1292,baden::V,щинавун учӏлан,baden
1293,sich waschen::V,диссун,zich wassen
1294,sich waschen::V,лажин диссун,zich wassen
1295,sich waschen::V,лажин дислан,zich wassen
1296,sich waschen::V,биссун,zich wassen
1297,sich waschen::V,чурх бислан,zich wassen
1298,ausziehen::V,ликкан,uittrekken
1299,anziehen::V,лаххан,aantrekken
1300,sich anziehen::V,янна лаххан,zich aankleden
1301,kämmen::V,ттарал дуккан,kammen
1302,schmücken::V,чӏюлу бан,tooien
1303,sagen::V,учин,zeggen
1304,sprechen::V,гъалгъа тӏун,spreken
1305,reden::V,гъалгъа тӏун,praten
1306,sich unterhalten::V,гъалгъа тӏун,zich onderhouden
1307,fragen::V,цӏуххин,vragen
1308,bitten::V,тавакъю буллан,vragen
1309,bitten::V,тавакъю буллан,verzoeken
1310,erzählen::V,хавар бусан,vertellen
1311,mitteilen::V,баян бан,meedelen
1312,mitteilen::V,хавар бан,meedelen
1313,nennen::V,цӏа дизан,noemen
1314,rufen::V,оьвтӏун,roepen
1315,prahlen::V,цӏа дуллан,pralen
1316,übersetzen::V,таржума бан,vertalen
1317,denken::V,пикри буллан,denken
1318,glauben::V,вих хьун,geloven
1319,bemerken::V,хӏисав хъун,bemerken
1320,erkennen::V,увчӏин,herkennen
1321,begreifen::V,бувчӏин,begrijpen
1322,lernen::V,лахьлан,leren
1323,lernen::V,лахьхьин,leren
1324,wissen::V,кӏулну бикӏан,weten
1325,wissen::V,хавар бикӏан,weten
1326,sich erinnern an::V,дакӏнин бутан,zich herinneren aan
1327,vergessen::V,хъама битан,vergeten
1328,messen::V,дуцин дуллан,meten
1329,messen::V,дуцин дан,meten
1330,zählen::V,дуккин,tellen
1331,rechnen::V,хӏисав дан,rekenen
1332,lesen::V,ккалан,lezen
1333,malen::V,сурат дуллан,schilderen
1334,zeichnen::V,сурат дуллан,tekenen
1335,schreiben::V,чичин,schrijven
1336,schreiben::V,чичлан,schrijven
1337,besitzen::V,дуну икӏан,bezitten
1338,besitzen::V,дуну дикӏан,bezitten
1339,besitzen::V,заллуну икӏан,bezitten
1340,kaufen::V,машан ласун,kopen
1341,verkaufen::V,баххан,verkopen
1342,bezahlen::V,арцу дулун,betalen
1343,bezahlen::V,багьа булун,betalen
1344,zahlen::V,арцу дулун,betalen
1345,zahlen::V,багьа булун,betalen
1346,beherrschen::V,дуну икӏан,beheersen
1347,beherrschen::V,заллуну икӏан,beheersen
1348,ertragen::V,бухӏан,verdragen
1349,Leber::N,,lever
1350,Moor::N,,veen
1351,Anhöhe::N,,hoogte
1352,Bucht::N,,baai
1353,Bucht::N,,inham
1354,Barsch::N,,baars
1355,Hecht::N,,snoek
1356,Laus::N,,luis
1357,Ruf::N,,roep
1358,Platz::N,,ruimte
1359,Kante::N,,kant
1360,Größe::N,,grootte
1361,Menge::N,,hoeveelheid
1362,Figur::N,,figuur
1363,Tasche::N,,tas
1364,Öl::N,,olie
1365,Schuh::N,,schoen
1366,Leine::N,,lijn
1367,König::N,,koning
1368,fein::A,,fijn
1369,auf einmal::ADV,,ineens
1370,auf einmal::ADV,,tegelijk
1371,bald::ADV,,gauw
1372,bald::ADV,,weldra
1373,einst::ADV,,eens
1374,schon::ADV,,al
1375,schon::ADV,,reeds
1376,sie::PRN,,ze
1377,sie::PRN,,zij
1378,siebzig::NUM,,zeventig
1379,klirren::V,,rinkelen
1380,heulen::V,,huilen
1381,rühren::V,,roeren
1382,zu sehen sein::V,,te zien zijn
1383,wollen::V,,willen
1384,geraten::V,,uitvallen
1385,kratzen::V,,krassen
1386,stecken::V,,steken
1387,schleifen::V,,slijpen
1388,rütteln::V,,schudden
1389,ziehen::V,,trekken
1390,packen::V,,pakken
1391,packen::V,,vastpakken
1392,wünschen::V,,wensen
1393,zudecken::V,,toedekken
1394,antreiben::V,,aandrijven
1395,lassen::V,,laten
1396,treten::V,,trappen
1397,treten::V,,schoppen
1398,verstehen::V,,verstaan
