,Concept_ID,xal,da
816,schmelzen::V,хәәлх,smelte
817,schmelzen::V,хәәлгдх,smelte
818,trocknen::V,эврх,tørre
819,sieden::V,буслх,koge
820,faulen::V,үмкәрх,rådne
821,verfaulen::V,илҗрх,rådne
822,reißen::V,тасрх,briste
823,versinken::V,чивх,synke
824,versinken::V,чивх,synke ned
825,vergehen::V,болх,forløbe
826,erscheinen::V,һарх,vise sig
827,verschwinden::V,уга болх,forsvinde
828,sinken::V,татгдх,synke
829,abnehmen::V,хасгдх,aftage
830,zunehmen::V,өсх,tiltage
831,steigen::V,немх,stige
832,wachsen::V,өсх,gro
833,wachsen::V,өсх,vokse
834,wachsen::V,урһх,gro
835,wachsen::V,урһх,vokse
836,glänzen::V,гилвкх,glinse
837,funkeln::V,цәклх,tindre
838,lärmen::V,шууглдх,larme
839,läuten::V,хоңх,ringe
840,klingeln::V,җиңнулх,ringe
841,klirren::V,җиңнх,klirre
842,brausen::V,догшрхх,bruse
843,rauschen::V,сарҗңнх,suse
844,klingen::V,ә һарх,lyde
845,klingen::V,ә һарх,klinge
846,bellen::V,хуцх,gø
847,heulen::V,уульх,hyle
848,blasen::V,үләх,blæse
849,pfeifen::V,ишкрх,fløjte
850,schreien::V,хәәкрх,skrige
851,stöhnen::V,түңшх,stønne
852,zittern::V,дагҗннх,dirre
853,zittern::V,дагҗннх,skælve
854,leben::V,бәәх,leve
855,geboren werden::V,төрх,fødes
856,atmen::V,әмсхлх,ånde
857,trinken::V,уух,drikke
858,essen::V,идх,spise
859,schlucken::V,зальгх,synke
860,müde werden::V,көшх,blive træt
861,einschlafen::V,унтх,falde i søvn
862,schlafen::V,нөөрсх,sove
863,aufwachen::V,серх,vågne
864,aufstehen::V,босх,stå op
865,sich erholen::V,амрх,komme sig
866,krank werden::V,гемтх,blive syg
867,krank sein::V,шалтглх,være syg
868,schmerzen::V,өвдх,smerte
869,husten::V,ханях,hoste
870,genesen::V,эдгх,komme sig
871,sterben::V,үкх,dø
872,sterben::V,өңгрх,dø
873,umkommen::V,үкх,omkomme
874,sich bewegen::V,көдлх,bevæge sig
875,sich bewegen::V,көндрх,bevæge sig
876,sich rühren::V,көндрх,røre på sig
877,sich erheben::V,босх,rejse sig
878,sich setzen::V,суух,sætte sig
879,hinfallen::V,унх,
880,hinfallen::V,киисх,
881,laufen::V,йовх,løbe
882,schreiten::V,алхх,skride
883,spazierengehen::V,сергҗ йовх,gå en tur
884,eilen::V,шулудх,ile
885,sich beeilen::V,адһх,skynde sig
886,sich beeilen::V,шамдх,skynde sig
887,sausen::V,хурдлх,suse
888,sausen::V,йир_хурдар_гүүх,suse
889,sausen::V,йир_хурдар_йовх,suse
890,rennen::V,гүүх,løbe
891,rennen::V,гүүх,rende
892,springen::V,һәрәдх,hoppe
893,springen::V,һәрәдх,springe
894,klettern::V,давшх,klatre
895,schaukeln::V,дүүдңндх,gynge
896,kriechen::V,мөлкх,krybe
897,schwimmen::V,усчх,svømme
898,tauchen::V,булхх,dykke
899,rudern::V,хәәвдх,ro
900,fahren::V,йовх,køre
901,fliegen::V,нисх,flyve
902,gehen::V,йовх,gå
903,weggehen::V,йовх,gå bort
904,weggehen::V,одх,gå bort
905,weggehen::V,һарх,gå bort
906,weggehen::V,мөрлх,gå bort
907,abfahren::V,мордх,køre bort
908,anhalten::V,зогсх,standse
909,hineingehen::V,орх,gå ind
910,eintreten::V,орх,træde ind
911,kommen::V,ирх,komme
912,ankommen::V,ирх,ankomme
913,zurückkommen::V,орх,komme tilbage
914,bleiben::V,бәәх,blive
915,bleiben::V,бәәх,forblive
916,warten::V,күләх,vente
917,erwarten::V,күләх,vente
918,erwarten::V,күләх,afvente
919,suchen::V,хәәх,søge
920,finden::V,олх,finde
921,versuchen::V,седх,forsøge
922,vorbereiten::V,белдх,forberede
923,lieben::V,дурлх,elske
924,mögen::V,таассгдх,holde af
925,mögen::V,таассгдх,kunne lide
926,lachen::V,инәх,le
927,rühren::V,уйрах,røre
928,weinen::V,уульх,græde
929,schimpfen::V,харах,skænde
930,sich ärgern::V,уурлх,ærgre sig
931,sich fürchten::V,әәх,være bange
932,fürchten::V,әәх,være bange for
933,fürchten::V,сүрдх,være bange for
934,fliehen::V,зулх,flygte
935,flüchten::V,орһх,flygte
936,flüchten::V,зулх,flygte
937,sehen::V,үзх,se
938,anschauen::V,харх,se på
939,anschauen::V,харх,betragte
940,ansehen::V,хәләх,anse
941,ansehen::V,үзх,anse
942,hören::V,соңсх,høre
943,zuhören::V,соңсх,høre til
944,probieren::V,амсх,smage
945,probieren::V,амсх,smage på
946,riechen::V,үнрчлх,lugte
947,fühlen::V,медх,føle
948,scheinen::V,болҗ медгдх,synes
949,scheinen::V,миниһәр болхла,synes
950,scheinen::V,болад бәәх,synes
951,zu sehen sein::V,үзгдх,synes
952,vernehmen::V,соңсх,erfare
953,frieren::V,даарх,fryse
954,tun::V,кех,gøre
955,können::V,чадх,kunne
956,wollen::V,дурлх,ville
957,anfangen::V,эклх,begynde
958,beenden::V,дуусх,afslutte
959,aufhören::V,уурх,ophøre
960,aufhören::V,уурх,holde op
961,gelingen::V,бүтх,lykkes
962,gelingen::V,күцәх,lykkes
963,geraten::V,болх,blive
964,öffnen::V,секх,åbne
965,schließen::V,хаах,lukke
966,stellen::V,тәвх,stille
967,setzen::V,суулһх,sætte
968,legen::V,тәвх,lægge
969,berühren::V,көндәх,berøre
970,verbinden::V,боох,forbinde
971,bedecken::V,хучх,dække
972,bedecken::V,хучх,bedække
973,bedecken::V,бүркх,dække
974,bedecken::V,бүркх,bedække
975,aufhängen::V,өлгх,hænge
976,aufhängen::V,өлгх,hænge op
977,anzünden::V,асах,tænde
978,anzünden::V,асах,antænde
979,anzünden::V,шатах,tænde
980,anzünden::V,шатах,antænde
981,aufheben::V,өөдән өргх,løfte
982,aufheben::V,өөдән өргх,tage op
983,zurücklassen::V,үлдәх,lade tilbage
984,verlieren::V,геех,miste
985,fallen lassen::V,алдх,tabe
986,fallen lassen::V,алдх,droppe
987,machen::V,кех,gøre
988,herstellen::V,кех,fremstille
989,bauen::V,тосхх,bygge
990,reparieren::V,ясх,reparere
991,verbessern::V,сәәрүлх,rette
992,verbessern::V,сәәрүлх,forbedre
993,ändern::V,хүврәх,ændre
994,graben::V,малтх,grave
995,beugen::V,нуһлх,bøje
996,biegen::V,матилһх,bøje
997,drehen::V,эргүлх,dreje
998,wenden::V,көмрх,vende
999,wenden::V,эргүлх,vende
1000,umdrehen::V,эргүлх,dreje om
1001,heben::V,өргх,hæve
1002,heben::V,деер өргх,hæve
1003,hochheben::V,өргх,løfte
1004,ergreifen::V,бәрх,gribe fat i
1005,halten::V,бәрх,holde
1006,drücken::V,шахх,trykke
1007,schieben::V,түлкх,skyde
1008,schieben::V,түлкх,skubbe
1009,kratzen::V,мааҗх,klø
1010,kratzen::V,мааҗх,kradse
1011,lecken::V,долах,slikke
1012,beißen::V,хазх,bide
1013,abreißen::V,таслх,rive af
1014,abschneiden::V,тәәрх,skære af
1015,binden::V,боох,binde
1016,stecken::V,шаах,stikke
1017,stecken::V,хатхх,stikke
1018,brechen::V,хамхлх,brække
1019,klopfen::V,цокх,banke
1020,hauen::V,цокх,hugge
1021,kleben::V,наах,klistre
1022,reiben::V,зүлгх,gnide
1023,streichen::V,наах,smøre
1024,streichen::V,лашх,smøre
1025,streichen::V,түркх,smøre
1026,schleifen::V,хурцлх,slibe
1027,schneiden::V,хәәчлх,skære
1028,schneiden::V,хәәчлх,klippe
1029,rütteln::V,дәәвлүлх,ruske
1030,schütteln::V,сегсрх,ryste
1031,schwenken::V,дайлх,svinge
1032,schütten::V,кех,hælde
1033,füllen::V,дүүргх,fylde
1034,einwickeln::V,орах,pakke ind
1035,tragen::V,зөөх,bære
1036,schleppen::V,чирх,slæbe
1037,ziehen::V,татх,trække
1038,aufbewahren::V,хадһлх,opbevare
1039,werfen::V,хайх,kaste
1040,fangen::V,бәрх,fange
1041,fangen::V,хавлх,fange
1042,packen::V,бәрх,gribe
1043,verstecken::V,дүрх,gemme
1044,verstecken::V,бултулх,gemme
1045,teilen::V,хувах,dele
1046,schicken::V,илгәх,sende
1047,bringen::V,авч ирх,bringe
1048,hinzufügen::V,немх,tilføje
1049,bekommen::V,авх,få
1050,erhalten::V,авх ,få
1051,nehmen::V,авх,tage
1052,wählen::V,шүүх,vælge
1053,auswählen::V,шүүх,udvælge
1054,bewahren::V,хадһлх,bevare
1055,bewahren::V,кевтнь үлдәх,bevare
1056,bewahren::V,кевтнь бәәлһх,bevare
1057,behindern::V,харшлх,hindre
1058,behindern::V,харшлх,forhindre
1059,verderben::V,үрәх,ødelægge
1060,beschädigen::V,эвдх,beskadige
1061,zerbrechen::V,күүлх,brække itu
1062,zerbrechen::V,хамхлх,brække itu
1063,zerreißen::V,шуучх,rive itu
1064,zerstören::V,эвдх,ødelægge
1065,verbrennen::V,шатах,brænde
1066,geben::V,өгх,give
1067,reichen::V,өгх,række
1068,schenken::V,белглх,forære
1069,versprechen::V,амлх,love
1070,wünschen::V,сә хәәх,ønske
1071,loben::V,магтх,rose
1072,küssen::V,үмсх,kysse
1073,wiegen::V,саатулх,vugge
1074,zudecken::V,бүркх,dække til
1075,wecken::V,серүлх,vække
1076,zeigen::V,үзүлх,vise
1077,führen::V,көтлх,føre
1078,lehren::V,заах,lære
1079,lehren::V,сурһх,lære
1080,unterrichten::V,сурһх,undervise
1081,unterrichten::V,багшлх,undervise
1082,aufziehen::V,өскәх,opdrage
1083,leiten::V,һардх,lede
1084,leiten::V,толһалх,lede
1085,antreiben::V,шамдах,skynde på
1086,lassen::V,күч үзүлх,få til at
1087,einladen::V,үрх,indbyde
1088,einladen::V,үрх,invitere
1089,vereinigen::V,хамцулх,forene
1090,besuchen::V,одх,besøge
1091,treffen::V,харһх,møde
1092,sich versammeln::V,цуглрх,forsamles
1093,sich versammeln::V,хурх,forsamles
1094,spielen::V,наадх,lege
1095,spielen::V,наадх,spille
1096,singen::V,дуулх,synge
1097,tanzen::V,биилх,danse
1098,sich trennen::V,хаһцх,skilles
1099,verlassen::V,хайх,forlade
1100,retten::V,әм аврх,redde
1101,retten::V,әәмшгәс харсх,redde
1102,bewachen::V,харх,bevogte
1103,bewachen::V,манх,bevogte
1104,schützen::V,харсх,skærme
1105,schützen::V,харсх,beskytte
1106,verteidigen::V,харсх,forsvare
1107,sich schlagen::V,гүвдлдх,slås
1108,schießen::V,хах,skyde
1109,siegen::V,диилх,sejre
1110,ärgern::V,уурлулх,ærgre
1111,schlagen::V,цокх,slå
1112,schlagen::V,гүвдх,slå
1113,stechen::V,хатхх,stikke
1114,stoßen::V,түлкчкх,støde
1115,stehlen::V,хулхалх,stjæle
1116,stören::V,һә болх,forstyrre
1117,belästigen::V,амр эс өгх,genere
1118,belästigen::V,амр эс өгх,ulejlige
1119,verbergen::V,нуух,skjule
1120,verbergen::V,бултулх,skjule
1121,täuschen::V,меклх,villede
1122,betrügen::V,меклх,bedrage
1123,betrügen::V,мек һарһх,bedrage
1124,töten::V,алх,dræbe
1125,wohnen::V,бәәх,bo
1126,arbeiten::V,көдлх,arbejde
1127,sammeln::V,түүх,samle
1128,pflücken::V,түүх,plukke
1129,pflücken::V,хурах,plukke
1130,jagen::V,аңнх,jage
1131,jagen::V,аңһучлх,jage
1132,fischen::V,заһс аңнх,fiske
1133,fassen::V,бәрх,fange
1134,hüten::V,хәрүлх,vogte
1135,treiben::V,туух,drive
1136,anbinden::V,уйх,binde fast
1137,füttern::V,теҗәх,fodre
1138,melken::V,саах,malke
1139,hacken::V,чавчх,hakke
1140,gießen::V,услх,hælde
1141,reifen::V,болх,modne
1142,reifen::V,болвсрх,modne
1143,zubereiten::V,белдх,tilberede
1144,kochen::V,чанх,koge
1145,kochen::V,болһх,koge
1146,backen::V,болһх,bage
1147,braten::V,хуурх,stege
1148,umrühren::V,самрх,røre om
1149,stricken::V,өлгх,strikke
1150,nähen::V,уйх,sy
1151,färben::V,будх,farve
1152,reinigen::V,цеврлх,rense
1153,reinigen::V,цеврлх,gøre ren
1154,waschen::V,уһах,vaske
1155,abwischen::V,арчх,tørre af
1156,spülen::V,зәәлх,skylle
1157,fegen::V,сәвүрдх,feje
1158,kehren::V,сәвүрдх,feje
1159,baden::V,өөмх,bade
1160,sich waschen::V,уһах,vaske sig
1161,sich waschen::V,бийән уһаҗ,vaske sig
1162,ausziehen::V,тәәлх,tage af
1163,anziehen::V,өмсх,tage på
1164,sich anziehen::V,хувцлх,klæde sig på
1165,kämmen::V,самлх,rede
1166,kämmen::V,самлх,frisere
1167,schmücken::V,чимх,pynte
1168,schmücken::V,чимх,smykke
1169,schmücken::V,кеерүлх,pynte
1170,schmücken::V,кеерүлх,smykke
1171,sagen::V,келх,sige
1172,sprechen::V,келх,snakke
1173,reden::V,күүндх,tale
1174,reden::V,күүндх,snakke
1175,reden::V,күр_кех,tale
1176,reden::V,күр_кех,snakke
1177,sich unterhalten::V,күүндх,snakke sammen
1178,fragen::V,сурх,spørge
1179,bitten::V,эрх,bede
1180,erzählen::V,келх,berette
1181,erzählen::V,келх,fortælle
1182,erzählen::V,келҗ өгх,berette
1183,erzählen::V,келҗ өгх,fortælle
1184,mitteilen::V,медүлх,meddele
1185,nennen::V,нерәдх,nævne
1186,nennen::V,нер өгх,nævne
1187,rufen::V,дуудх,råbe
1188,prahlen::V,көөрх,prale
1189,übersetzen::V,орчулх,oversætte
1190,denken::V,санх,tænke
1191,glauben::V,шүтх,tro
1192,glauben::V,нәәлх,tro
1193,bemerken::V,темдглх,bemærke
1194,bemerken::V,темдглх,lægge mærke til
1195,erkennen::V,таньх,genkende
1196,erkennen::V,медх,genkende
1197,begreifen::V,медх,begribe
1198,verstehen::V,соңсх,forstå
1199,lernen::V,сурх,lære
1200,wissen::V,медх,vide
1201,sich erinnern an::V,санх,mindes
1202,sich erinnern an::V,санх,huske på
1203,vergessen::V,мартх,glemme
1204,messen::V,кемҗәлх,måle
1205,zählen::V,тоолх,tælle
1206,rechnen::V,тоолх,regne
1207,lesen::V,умшх,læse
1208,malen::V,зурх,male
1209,zeichnen::V,зурх,tegne
1210,schreiben::V,бичх,skrive
1211,besitzen::V,эзлх,eje
1212,besitzen::V,эзлх,besidde
1213,kaufen::V,хулдҗ авх,købe
1214,verkaufen::V,хулдх,sælge
1215,verkaufen::V,гүүлгх,sælge
1216,bezahlen::V,өгх,betale
1217,zahlen::V,өгх,betale
1218,beherrschen::V,эзлх,beherske
1219,ertragen::V,даах,tåle
1220,ertragen::V,даах,udholde
1221,treten::V,,sparke
