,Concept_ID,te,ru
708,donnern::V,ఉరుముట,греметь
709,wehen::V,దురద్పప్టము,дуть
710,strömen::V,పారుట,литься
711,fließen::V,ప్రవహించు,течь
712,sich drehen::V,తిరుగు,вращаться
713,schwanken::V,ఆడించుట,колебаться
714,schwingen::V,ఊగుట,качаться
715,fallen::V,పడు,падать
716,brennen::V,కాలుట,гореть
717,rauchen::V,పొగసుట,дымить
718,regnen::V,కురిపించుట,дождить
719,gefrieren::V,గడ్డకట్టు,замерзнуть
720,tauen::V,కరగు,таять
721,schmelzen::V,కరగు,плавиться
722,trocknen::V,యెండుట,сохнуть
723,sieden::V,ఉడుకు,кипеть
724,faulen::V,క్రుళ్లు,гнить
725,verfaulen::V,క్షిణించు,сгнить
726,reißen::V,చించు,рваться
727,versinken::V,మునుగు,тонуть
728,vergehen::V,సంభవించు,проходить
729,erscheinen::V,కనబడు,появиться
730,verschwinden::V,అదృశ్యమగు,исчезнуть
731,sinken::V,ముణుగుట,спадать
732,abnehmen::V,తగ్గు,уменьшиться
733,zunehmen::V,పెరుగుట,увеличиваться
734,steigen::V,లేచు,подниматься
735,wachsen::V,పెరుగు,расти
736,glänzen::V,ప్రకాశించు,блестеть
737,funkeln::V,ప్రకాశించు,сверкать
738,lärmen::V,అరుచుట,шуметь
739,läuten::V,మేళవించుట,звонить
740,klingeln::V,వాయించుట,звонить
741,klirren::V,ఘంటానాదము,звякать
742,brausen::V,గర్జించు,бушевать
743,rauschen::V,చటచటమనుట,шелестеть
744,klingen::V,ధ్వనించుట,звучать
745,bellen::V,అఱచు,лаять
746,heulen::V,కూయు,выть
747,blasen::V,దురద్పప్టము,дунуть
748,pfeifen::V,ఈలవేయు,свистеть
749,schreien::V,అఱచు,кричать
750,stöhnen::V,మూలుగు,стонать
751,zittern::V,వణకు,дрожать
752,leben::V,జీవించుట,жить
753,geboren werden::V,పుట్టుట,родиться
754,atmen::V,ఉపిరి తీయు,дышать
755,trinken::V,త్రాగు,пить
756,essen::V,తిను,есть
757,essen::V,తిను,кушать
758,schlucken::V,మ్రింగు,глотать
759,müde werden::V,అలయు,устать
760,einschlafen::V,నిద్రించు,заснуть
761,schlafen::V,నిద్రురించు,спать
762,aufwachen::V,మేలుకొను,проснуться
763,aufstehen::V,లేచు,встать
764,sich erholen::V,నడ్డి వాల్చు,отдыхать
765,krank werden::V,జబ్బుపడు,заболеть
766,krank sein::V,జబ్బు చేయు,болеть
767,schmerzen::V,నొచ్చుట,болеть
768,husten::V,దగ్గుట,кашлять
769,genesen::V,కుదురుట,поправиться
770,sterben::V,మరణించు,умереть
771,umkommen::V,నశించు,погибнуть
772,sich bewegen::V,కదలు,двигаться
773,sich rühren::V,కదలు,шевельнуться
774,sich erheben::V,లేచు,встать
775,sich setzen::V,కూర్చుణ్డు,сесть
776,hinfallen::V,దొర్లు,упасть
777,laufen::V,నడచు,ходить
778,schreiten::V,అడుగుపెట్టుట,шагать
779,spazierengehen::V,పచారు చేయు,гулять
780,eilen::V,తొందరపడు,спешить
781,sich beeilen::V,త్వరపెట్టు,торопиться
782,sausen::V,విసరికొట్టు,мчаться
783,rennen::V,పరుగెత్తు,бегать
784,springen::V,దుముకు,прыгать
785,klettern::V,ఎక్కు,лазать
786,schaukeln::V,ఉయ్యాల ఊగు ,раскачиваться
787,kriechen::V,ప్రాకు,ползать
788,schwimmen::V,ఈదు,плавать
789,tauchen::V,మునుగు,нырять
790,rudern::V,తెడ్లతోఁగడపు,грести
791,fahren::V,నడపు,ехать
792,fliegen::V,ఎగురు,летать
793,gehen::V,పోవు,идти
794,weggehen::V,బయలుదేరు,уйти
795,abfahren::V,విడిచిపోవు,отправиться
796,anhalten::V,నిలుపు,остановиться
797,hineingehen::V,ప్రవేశించు,входить
798,eintreten::V,ప్రవేశించు,войти
799,kommen::V,వచ్చు,прийти
800,ankommen::V,వచ్చి చేరు,прибыть
801,zurückkommen::V,తిరిగీవచ్చుట,возвратиться
802,bleiben::V,ఉండు,остаться
803,warten::V,కనిపెట్టు,ждать
804,erwarten::V,నిరిక్షించు,ожидать
805,suchen::V,వెదకు,искать
806,finden::V,కనుగొను,найти
807,versuchen::V,ప్రయత్నించు,пытаться
808,vorbereiten::V,తయారుచేయు,подготовить
809,lieben::V,ప్రేమించు,любить
810,mögen::V,ఇష్టపడు,любить
811,lachen::V,నవ్వు,смеяться
812,rühren::V,గుండె తాకు,растрогать
813,weinen::V,వీడ్చు,плакать
814,schimpfen::V,గొణుగు,ругаться
815,sich ärgern::V,అలుగు,сердиться
816,sich fürchten::V,భయపడు,бояться
817,fürchten::V,భయపడు,бояться
818,fliehen::V,పాఱిపోపు,убегать
819,flüchten::V,తప్పించుకొను,убежать
820,sehen::V,చూచు,видеть
821,anschauen::V,చూచు,посмотреть
822,ansehen::V,కాచియుండు,смотреть
823,hören::V,విను,слышать
824,zuhören::V,విను,слушать
825,probieren::V,చవిచూచుట,пробовать
826,riechen::V,వాసనచూచు,нюхать
827,fühlen::V,స్పర్శించుట,чувствовать
828,scheinen::V,కనబడు,казаться
829,zu sehen sein::V,చూవు,виднеться
830,vernehmen::V,విను,услышать
831,frieren::V,చలికి వడకు,мерзнуть
832,tun::V,చేయు,делать
833,können::V,గల,мочь
834,können::V,గల,уметь
835,wollen::V,కోరు,хотеть
836,anfangen::V,ఆరంభించు,начать
837,beenden::V,ముగించు,закончить
838,aufhören::V,నిలుపు,перестать
839,gelingen::V,గెలుపాందు,удаться
840,geraten::V,వెలువడు,оказаться
841,öffnen::V,తెఱచు,открыть
842,schließen::V,మూయు,закрыть
843,stellen::V,ఉంచు,поставить
844,setzen::V,ఉంచు,посадить
845,legen::V,పెట్టు,класть
846,berühren::V,తాకు,трогать
847,verbinden::V,చేర్చుట,связать
848,bedecken::V,మూయు,покрыть
849,aufhängen::V,వ్రేలాడదీయు,повесить
850,anzünden::V,వెలిగించు,зажечь
851,aufheben::V,సేకరించు,поднять
852,zurücklassen::V,విడుచు,оставить
853,verlieren::V,పోగొట్టుకొను,потерять
854,fallen lassen::V,జాఱవిడుచు,уронить
855,machen::V,చేయు,сделать
856,herstellen::V,ఉత్పత్తిచేయు,изготовить
857,bauen::V,నిర్మించు,строить
858,reparieren::V,సరిచేయు,чинить
859,verbessern::V,వృద్ధి చేయు,улучшить
860,ändern::V,మార్చు,изменить
861,graben::V,త్రవ్వు,копать
862,beugen::V,వంచు,согнуть
863,biegen::V,వంచు,погнуть
864,drehen::V,నూలువడుకు,вертеть
865,wenden::V,త్రిప్పు,повернуть
866,umdrehen::V,త్రిప్పు,перевернуть
867,heben::V,ఎత్తు,поднимать
868,hochheben::V,ఎత్తు,поднять
869,ergreifen::V,వశపఱచుకొను,схватить
870,halten::V,ఉంచు,держать
871,drücken::V,అణచు,нажимать
872,schieben::V,నొక్కు,толкать
873,kratzen::V,గోకు,скрести
874,lecken::V,నాకు,лизать
875,beißen::V,కఱచు,кусать
876,abreißen::V,తెగతెంచు,оторвать
877,abschneiden::V,తెగకొట్టు,отрезать
878,binden::V,కట్టు,вязать
879,stecken::V,తగులుకొనివుండుట,воткнуть
880,brechen::V,పగులగొట్టు,сломать
881,klopfen::V,కొట్టు,стучать
882,hauen::V,కొట్టు,бить
883,kleben::V,అంటుకొను,клеить
884,reiben::V,రాచు,тереть
885,streichen::V,వ్యాపింపజేయు,намазать
886,schleifen::V,రాచు,точить
887,schneiden::V,కోయు,резать
888,rütteln::V,కుదిలించుట,шатать
889,schütteln::V,కదల్చు,трясти
890,schwenken::V,ఊచుట,махать
891,schütten::V,పోయు,налить
892,füllen::V,నింపు,наполнить
893,einwickeln::V,చుట్టు,завернуть
894,tragen::V,మోయు,нести
895,schleppen::V,ఈడ్చు,тащить
896,ziehen::V,ఈడ్చు,тянуть
897,aufbewahren::V,కాపాడు,хранить
898,werfen::V,విసరు,бросать
899,fangen::V,పట్టుకొను,ловить
900,packen::V,పట్టుకొను,схватить
901,verstecken::V,దాచు,спрятать
902,teilen::V,భాగించు,разделить
903,schicken::V,పంపు,посылать
904,bringen::V,తెచ్చు,принести
905,hinzufügen::V,చేర్చు,добавить
906,bekommen::V,సంపాదించు,достать
907,erhalten::V,పుచ్చుకొను,получить
908,nehmen::V,తీసికొను,взять
909,wählen::V,ఇష్టపడు,выбрать
910,auswählen::V,ఏరుకొను,отобрать
911,bewahren::V,భద్రపఱుచు,сохранить
912,behindern::V,అడ్డగించుట,препятствовать
913,verderben::V,చెఱచు,испортить
914,beschädigen::V,చెరుపుట,повредить
915,zerbrechen::V,పగులగొట్టు,разбить
916,zerreißen::V,చించు,разорвать
917,zerstören::V,వాశనము చేయు,разрушить
918,verbrennen::V,కాల్చు,сжечь
919,geben::V,ఇచ్చు,дать
920,reichen::V,అందుకొనుట,передать
921,schenken::V,అర్పించు,дарить
922,versprechen::V,వాగ్దత్తము చేయు,обещать
923,wünschen::V,కోరు,желать
924,loben::V,స్తుతించు,хвалить
925,küssen::V,ముద్దుపెట్టుకొను,целовать
926,wiegen::V,ఊచుట,качать
927,zudecken::V,మూయు,накрыть
928,wecken::V,నిద్రపలేపుట,разбудить
929,zeigen::V,చూవు,показать
930,führen::V,దారిచూపు,вести
931,lehren::V,బోధించు,учить
932,unterrichten::V,నేర్పు,преподавать
933,aufziehen::V,పెంచు,воспитать
934,leiten::V,తీసుకపోవుట,руководить
935,antreiben::V,ప్రేరేపించు,подгонять
936,lassen::V,అనుమతించు,заставить
937,einladen::V,ఆహ్వానించు,пригласить
938,vereinigen::V,కూడుట,объединить
939,besuchen::V,పోయి చూచు,посетить
940,treffen::V,కలియు,встретить
941,sich versammeln::V,కూర్చు,собраться
942,spielen::V,ఆట లాడు,играть
943,singen::V,పాడు,петь
944,tanzen::V,నృత్యముచేయు,плясать
945,tanzen::V,నృత్యముచేయు,танцевать
946,sich trennen::V,ఎడబాయుట,расстаться
947,verlassen::V,విడుచు,покинуть
948,retten::V,తప్పించుట,спасти
949,bewachen::V,కాపాడు,охранять
950,schützen::V,రక్షించు,уберегать
951,verteidigen::V,రక్షించు,защитить
952,sich schlagen::V,జగడమాడు,драться
953,schießen::V,కాల్చు,стрелять
954,siegen::V,గెలుచు,победить
955,ärgern::V,పీడించుట,сердить
956,schlagen::V,కొట్టు,ударить
957,treten::V,తన్ను,пинать
958,stechen::V,కుట్టు,уколоть
959,stoßen::V,గెంటు,толкнуть
960,stehlen::V,దొంగిలించు,украсть
961,stören::V,కలతపఱచు,помешать
962,belästigen::V,పీడించు,надоедать
963,verbergen::V,దాచు,скрыть
964,täuschen::V,మోసము చేయు,обмануть
965,betrügen::V,మోసపుచ్చు,смошенничать
966,töten::V,చంపు,убить
967,wohnen::V,నివసించు,проживать
968,arbeiten::V,పనిచేయు,работать
969,sammeln::V,ప్రోగుచేయు,собрать
970,pflücken::V,యేరుట,рвать
971,pflücken::V,యేరుట,срывать
972,jagen::V,వేటాడు,охотиться
973,fischen::V,వెదకు,рыбачить
974,fassen::V,పట్టుకొమ,поймать
975,hüten::V,మందచేరుట,пасти
976,treiben::V,నడపు,гнать
977,anbinden::V,కట్టు,привязать
978,füttern::V,భోజనము పెట్టు,кормить
979,melken::V,పాలు పితుకు,доить
980,hacken::V,నఱకు,рубить
981,gießen::V,నీళ్ళుకట్టుట,полить
982,reifen::V,పండుట,созреть
983,zubereiten::V,వండు,приготовить
984,kochen::V,వండు,варить
985,backen::V,రొట్టెకాల్చు,печь
986,braten::V,వేపు,жарить
987,umrühren::V,కదులుట,перемешать
988,stricken::V,అల్లు,вязать
989,nähen::V,కుట్టు,шить
990,färben::V,రంగు వేయు,покрасить
991,reinigen::V,శుభ్రము చేయు,очистить
992,waschen::V,కడుగు,стирать
993,abwischen::V,తుడుచు,вытереть
994,spülen::V,నీటిలో జడించు,полоскать
995,fegen::V,ఊడ్చు,подметать
996,kehren::V,ఊడ్చు,мести
997,baden::V,స్నానము చేయు,купаться
998,sich waschen::V,కడుగు,мыться
999,ausziehen::V,విప్పు,снять
1000,anziehen::V,ధరించు,надеть
1001,sich anziehen::V,బట్టలు వేసుకొను,одеться
1002,sich anziehen::V,తొడుగుకొను,одеться
1003,kämmen::V,దువ్వుట,причесать
1004,schmücken::V,అలంకరించు,украсить
1005,sagen::V,చెప్పు,сказать
1006,sprechen::V,చెప్పు,говорить
1007,reden::V,మాటలాడు,разговаривать
1008,sich unterhalten::V,ముచ్చటలాడు,беседовать
1009,fragen::V,ప్రశ్నించు,спросить
1010,bitten::V,కోరు,просить
1011,erzählen::V,చెప్పు,рассказать
1012,mitteilen::V,తెలియజేయు,сообщить
1013,nennen::V,పేరు వెట్టు,назвать
1014,rufen::V,పిలుచు,звать
1015,prahlen::V,జల్లి,хвастаться
1016,übersetzen::V,తర్జుమాచేయు,перевести
1017,denken::V,ఆలోచించు,думать
1018,glauben::V,నమ్ము,верить
1019,bemerken::V,గుర్తించు,заметить
1020,erkennen::V,గుర్తించు,узнать
1021,begreifen::V,గ్రహించు,понять
1022,begreifen::V,గ్రహించు,постичь
1023,verstehen::V,గ్రహించు,услышать
1024,lernen::V,నేర్చు కొను,учиться
1025,wissen::V,తెలిసికొను,знать
1026,sich erinnern an::V,జ్ఞాపకముంచుకొను,вспомнить
1027,vergessen::V,మఱచిపోవు,забыть
1028,messen::V,కొలుచుట,мерить
1029,zählen::V,లెక్కపెట్టు,считать
1030,rechnen::V,లెక్కపెట్టు,считать
1031,lesen::V,చదువు,читать
1032,malen::V,పూనుట,рисовать
1033,zeichnen::V,వ్రాసుట,рисовать
1034,schreiben::V,వ్రాయు,писать
1035,besitzen::V,కలిగియుండు,иметь
1036,kaufen::V,కొను,купить
1037,verkaufen::V,అమ్ము,продать
1038,bezahlen::V,చెల్లించు,заплатить
1039,zahlen::V,చెల్లించు,платить
1040,beherrschen::V,ఏలు,владеть
1041,ertragen::V,భరించు,вытерпеть
