,Concept_ID,bg,ady
239,Mutter::N,майка,ны
240,Sohn::N,син,къо
241,Tochter::N,дъщеря,пхъу
242,Bruder::N,брат,шы
243,Schwester::N,сестра,шы́пхъу
244,Onkel::N,чичо,янэ́ш
245,Onkel::N,вуйчо,янэ́ш
246,Tante::N,леля,атэшыпхъу
247,Ehemann::N,съпруг,лӏы
248,Ehefrau::N,съпруга,шъу́з
249,Freude::N,радост,гушӏуа́гъу
250,Gelächter::N,смях,щхыныр
251,Glück::N,щастие,насы́п
252,Kummer::N,тъга,тхьамыкӏагъу
253,Wunsch::N,желание,шӏонгъоны́гъ
254,Lust::N,желание,шӏонгъоны́гъ
255,Geist::N,дух,гу
256,Gedanke::N,мисъл,гупшыс
257,Gedächtnis::N,памет,память
258,Verstand::N,ум,акъы́л
259,Verstand::N,разум,акъы́л
260,Sinn::N,смисъл,мэхьанэ
261,Grund::N,причина,ушъхьагъу
262,Wahrheit::N,правда,шъыпкъэ́
263,Gespräch::N,разговор,гущыӏ
264,Märchen::N,приказка,пшысэ
265,Erzählung::N,разказ,къэба́р
266,Nachricht::N,вест,къэба́р
267,Nachricht::N,известие,къэба́р
268,Neuigkeit::N,новина,къэбарыкӏ
269,Name::N,име,цӏэ
270,Rätsel::N,гатанка,коджэхь-къоджэшх
271,Rede::N,реч,гущыӏ
272,Rede::N,слово,гущыӏ
273,Sprache::N,език,бзэ
274,Stimme::N,глас,макъэ́
275,Wort::N,дума,гущыӏ
276,Zeichen::N,знак,тамы́гъ
277,Ruf::N,зов,джэ макъ
278,Lärm::N,шум,макъэ
279,Lärm::N,глъчка,макъэ
280,Laut::N,звук,макъэ
281,Ton::N,тон,
282,Lied::N,песен,орэ́д
283,Ruhe::N,тишина,самбырыныгъ
284,Ruhe::N,спокойствие,самбырыныгъ
285,Leute::N,хора,цӏыфхэ́р
286,Volk::N,народ,цӏыф лъэпкъ
287,Arbeit::N,труд,ӏофшӏакӏэ́н
288,Arbeit::N,работа,ӏофшӏакӏэ́н
289,Gast::N,гост,хьакӏэ́
290,Geschenk::N,дар,шӏухьафтын
291,Geschenk::N,подарък,шӏухьафтын
292,Spiel::N,игра,еоны́р
293,Spiel::N,игра,джэгуны́р
294,Spiel::N,игра,къегъэӏоны́р
295,Gesellschaft::N,общество,обществ
296,Hilfe::N,помощ,ӏэпыӏэгъу
297,Freund::N,приятел,ныбджэгъу
298,Kamerad::N,другар,ныбджэгъу
299,Angelegenheit::N,работа,ӏофы́
300,Anzahl::N,брой,пчъагъэ́
301,Anzahl::N,количество,пчъагъэ́
302,Art::N,вид,изэрэщы́т
303,Art::N,вид,лъэпкъ
304,Stück::N,къс,такъы́р
305,Stück::N,парче,такъы́р
306,Teil::N,дял,щыщ
307,Teil::N,дял,ӏахь
308,Teil::N,част,щыщ
309,Teil::N,част,ӏахь
310,Hälfte::N,половина,ныкъо́
311,Kreis::N,кръг,хъура́й
312,Kreuz::N,кръст,къащ
313,Linie::N,черта,хъахъ
314,Linie::N,черта,итхъа́гъ
315,Strich::N,щрих,хъахъ
316,Strich::N,щрих,итхъагъ
317,Strich::N,черта,хъахъ
318,Strich::N,черта,итхъагъ
319,Abstand::N,дистанция,азыфагу
320,Abstand::N,разстояние,азыфагу
321,Entfernung::N,разстояние,чӏыгууанэ
322,Gegend::N,местност,чӏыпӏэ́
323,Platz::N,място,азыфагу
324,Ort::N,място,чӏыпӏэ́
325,Seite::N,страна,лъэны́къу
326,Mitte::N,среда,гузэ́гу
327,Gegenstand::N,предмет,пкъыгъо
328,Sache::N,вещ,
329,Rand::N,ръб,цакӏэ́
330,Kante::N,ръб,цэгэналъ
331,Kante::N,кант,цэгэналъ
332,Ecke::N,ъгъл,къогъу
333,Spitze::N,връх,пакӏэ
334,Spitze::N,острие,пакӏэ
335,Ende::N,край,кӏэ
336,Loch::N,дупка,гъуа́н
337,Winkel::N,кът,къогъу
338,Winkel::N,ъгъл,къогъу
339,Muster::N,десен,тхыпхъэ
340,Muster::N,образец,тхыпхъэ
341,Größe::N,големина,иина́гъ
342,Länge::N,дължина,икӏыхьа́гъ
343,Höhe::N,висота,лъэгагъ
344,Höhe::N,височина,лъэгагъ
345,Gewicht::N,тегло,онтэгъугъэ́
346,Gewicht::N,тежест,онтэгъугъэ́
347,Menge::N,количество,пчъагъэ́
348,Haufen::N,куп,ӏат
349,Haufen::N,грамада,ӏат
350,Reihe::N,ред,саты́р
351,Reihe::N,редица,саты́р
352,Boot::N,лодка,къуашъо́
353,Ruder::N,весло,къошъобэ́щ
354,Ruder::N,гребло,къошъобэ́щ
355,Schlitten::N,шейна,
356,Ski::N,ски,лыжэхэр
357,Lagerfeuer::N,огнище,пхъэмашӏу
358,Last::N,товар,
359,Gang::N,ход,кӏоныр
360,Gang::N,вървеж,кӏоныр
361,Schritt::N,стъпка,лъэубэ́къу
362,Norden::N,север,темы́р
363,Süden::N,юг,къыблэ́
364,Westen::N,запад,тыгъэкъохьа́пӏ
365,Osten::N,изток,тыгьэкъокӏы́пӏ
366,Holz::N,дърво,чъыгы́
367,Brett::N,дъска,пхъэ́мбгъу
368,Stange::N,прът,къорэ́гъ
369,Stange::N,върлина,къорэ́гъ
370,Stock::N,прът,бэщ
371,Stock::N,тояга,бэщ
372,Stab::N,прът,бэщ кӏы́хь
373,Rohr::N,цев,онджэкъ
374,Rohr::N,тръба,онджэкъ
375,Haus::N,къща,унэ́
376,Heim::N,дом,унэ́
377,Ofen::N,печка,гъэжъэн
378,Fußboden::N,под,джэхашъу
379,Tisch::N,маса,стол
380,Stuhl::N,стол,пхъэнтӏэ́кӏу
381,Wiege::N,люлка,кушъэ́
382,Bett::N,легло,пӏэкӏо́р
383,Bett::N,креват,пӏэкӏо́р
384,Regal::N,рафт,мэкӏай
385,Regal::N,етажерка,мэкӏай
386,Kiste::N,кутия,ящык
387,Kiste::N,сандък,ящык
388,Fenster::N,прозорец,шъхьаныгъу́пчъ
389,Tür::N,врата,пчъэ
390,Tor::N,врата,къэла́пчъ
391,Zaun::N,ограда,шӏыхьагъэ́
392,Dach::N,покрив,шъхьэ́
393,Leiter::N,стълба,лъэо́й
394,Leiter::N,стълба,дэкӏояпӏэ́
395,Besen::N,метла,пхъэнкӏы́пхъ
396,Spaten::N,лопата,къазгъы́р
397,Schaufel::N,лопата,хэӏалъ
398,Gabel::N,вилица,цацэ
399,Löffel::N,лъжица,джэмы́шх
400,Messer::N,нож,шъэжъы́й
401,Nagel::N,гвоздей,гъучӏыӏу́н
402,Netz::N,мрежа,хъытыу
403,Haken::N,кука,хьажтӏаркъу
404,Haken::N,закачалка,хьажтӏаркъу
405,Griff::N,ръчка,къопс
406,Griff::N,дръжка,къопс
407,Schloss::N,брава,ӏункӏы́бз
408,Schloss::N,ключалка,ӏункӏы́бз
409,Bild::N,картина,сурэ́т
410,Figur::N,фигура,
411,Puppe::N,кукла,нысхъа́п
412,Beutel::N,кесия,дзыо́
413,Bündel::N,връзка,
414,Tasche::N,чанта,ӏэлъмэ́къ
415,Eimer::N,кофа,щалъ
416,Deckel::N,капак,шъхьэ
417,Deckel::N,похлупак,шъхьэ
418,Geschirr::N,съдове,хьакъу-шыкъу
419,Sack::N,чувал,дзыо́
420,Tasse::N,чаша,чашк
421,Topf::N,гърне,кастрюль
422,Topf::N,тенджера,кастрюль
423,Kessel::N,котел,шыуа́н
424,Essen::N,ядене,шхэн
425,Nahrung::N,храна,шхэн
426,Speise::N,ястие,шхыныгъу
427,Fleisch::N,месо,лы
428,Getreide::N,зърнено храни,лэжьыгъацэ́
429,Brei::N,каша,пӏастэ́
430,Brot::N,хляб,хьалыгъу
431,Scheibe::N,резен,такъы́р
432,Fett::N,мазнина,дагъэ́
433,Butter::N,масло,тхъу
434,Öl::N,олио,тхъу
435,Öl::N,оливия,тхъу
436,Salz::N,сол,щыгъу
437,Suppe::N,супа,хьантхъупс
438,Honig::N,мед,шъоу́
439,Milch::N,мляко,щэ
440,Tee::N,чай,щай
441,Leder::N,кожа,кӏы́шъу
442,Wolle::N,вълна,цы
443,Stoff::N,плат,шэкӏы
444,Stoff::N,материал,шэкӏы
445,Nadel::N,игла,бгъэ́хаӏу
446,Faden::N,конец,ӏуда́н
447,Knopf::N,копче,занкӏэу
448,Knoten::N,възел,зэкъодзапӏэ
449,Farbe::N,боя,краск
450,Kleidung::N,дрехи,щыгъы́ны
451,Kleidung::N,облекло,щыгъы́ны
452,Hemd::N,риза,джан
453,Kragen::N,яка,пшъапӏ
454,Ärmel::N,ръкав,гъуап
455,Hose::N,панталони,гъончэ́дж
456,Gürtel::N,пояс,бгыры́пх
457,Gürtel::N,колан,бгыры́пх
458,Mütze::N,каскет,паӏо́
459,Mütze::N,фуражка,паӏо́
460,Schuh::N,обувка,
461,Stiefel::N,ботуш,щазым
462,Ring::N,пръстен,ӏэлъы́н
463,Band::N,лента,лент
464,Band::N,връзка,лент
465,Kamm::N,гребен,мажь
466,Spiegel::N,огледало,гъундж
467,Riemen::N,каиш,бгыры́пх
468,Riemen::N,ремък,бгыры́пх
469,Schnur::N,връв,кӏапсэ́
470,Leine::N,връв,шъокӏапс
471,Leine::N,въже,шъокӏапс
472,Decke::N,покривка,чыхӏэн
473,Kissen::N,възглавница,шъхьант
474,Tuch::N,сукно,шъхьэтехъу
475,Handtuch::N,пешкир,ӏаплъэкӏ
476,Handtuch::N,кърпа за лице,ӏаплъэкӏ
477,Kraft::N,мощ,къары́у
478,Kraft::N,мощ,кӏуачӏэ́
479,Kraft::N,сила,къары́у
480,Kraft::N,сила,кӏуачӏэ́
481,Stärke::N,сила,кӏуачӏэ́
482,Gesundheit::N,здраве,псауныгъ
483,Krankheit::N,болест,узы
484,Schmerz::N,болка,узы
485,Wunde::N,рана,уӏагъэ́
486,Fieber::N,треска,техьа́гъу
487,Fieber::N,треска,жъоку
488,Fieber::N,температура,техьа́гъу
489,Fieber::N,температура,жъоку
490,Arznei::N,лек,ӏэзэ́гъу
491,Arznei::N,лекарство,ӏэзэ́гъу
492,Brücke::N,мост,лъэмы́д ж
493,Brunnen::N,чешма,псынэ́
494,Brunnen::N,кладенец,псынэ́
495,Weide::N,паша,хъупӏэ́
496,Weide::N,пасище,хъупӏэ́
497,Pfad::N,пътека,лъагъу
498,Weg::N,път,гъо́гу
499,Straße::N,шосе,гъо́гу
500,Dorf::N,село,къуа́дж
501,Stadt::N,град,къалэ́
502,Brief::N,писмо,тхэн
503,Brief::N,писмо,письмэ
504,Buch::N,книга,тхы́лъ
505,Buchstabe::N,буква,хьары́ф
506,Zeitung::N,вестник,газет
507,Leben::N,живот,гъашӏэ́
508,Tod::N,смърт,аджал
509,Grab::N,гроб,бэны́
510,Kirche::N,църква,чылы́с
511,Sünde::N,грях,гунахь
512,Gott::N,бог,тхьэ
513,Arbeiter::N,работник,рабоч
514,Chef::N,шеф,гъэр
515,Chef::N,началник,гъэр
516,Meister::N,майстор,ӏэпыӏа́с
517,Arzt::N,лекар,
518,Lehrer::N,учител,кӏэлэегъа́дж
519,Geld::N,пари,ахъщ
520,Geschäft::N,сделка,ӏофшӏэн
521,Laden::N,дюкян,туча́н
522,Laden::N,магазин,туча́н
523,Preis::N,цена,уасэ́
524,Ware::N,стока,хьап-щып
525,Nutzen::N,полза,чар
526,Nutzen::N,полза,федэ́
527,Nutzen::N,облага,чар
528,Nutzen::N,облага,федэ́
529,Reichtum::N,богатство,байныгъ
530,Welt::N,свят,дуна́й
531,Land::N,страна,хэгъэ́́гу
532,Staat::N,щат,къэралыгъу
533,Staat::N,държава,къэралыгъу
534,König::N,крал,пачъы́хь
535,Macht::N,мощ,шынэгъакзэ́
536,Macht::N,власт,шынэгъакзэ́
537,Grenze::N,граница,гъуна́пкъ
538,Krieg::N,война,зао́
539,Feind::N,враг,пы́и
540,Feind::N,неприятел,пы́и
541,Gewalt::N,сила,егъэзыгъэныгъ
542,Gewalt::N,насилие,егъэзыгъэныгъ
543,Kampf::N,борба,бэнэныгъ
544,Kampf::N,сражение,бэнэныгъ
545,Bogen[Waffe]::N,лък,щабз
546,Pfeil::N,стрела,щэбза́щ
547,Gewehr::N,пушка,шхонч
548,Fehler::N,грешка,хэукъоныгъ
549,Lüge::N,лъжа,пцӏы
550,Schaden::N,повреда,зэра́р
551,Unglück::N,нещастие,тхьамыкӏагъу
552,Schuld::N,вина,мысагъэ́
553,Alter::N,възраст,ныбжь
554,Schluss::N,край,кӏэ
555,Zeit::N,време,уахътэ́
556,Tag::N,ден,мафэ́
557,Morgen::N,утро,пчэды́жь
558,Morgen::N,сутрин,пчэды́жь
559,Mittag::N,обед,щэджагьу́
560,Mittag::N,пладне,щэджагьу́
561,Abend::N,вечер,пчыхьэ́
562,Nacht::N,нощ,чэщы́
563,Woche::N,седмица,тхьамафэ́
564,Monat::N,месец,мазэ́
565,Jahr::N,година,илъэ́с
566,Frühling::N,пролет,гъатхэ́
567,Sommer::N,лято,гъэмафэ́
568,Herbst::N,есен,бжыхьэ́
569,Winter::N,зима,кӏыма́ф
570,Januar::N,януари,январь
571,Februar::N,февруари,февраль
572,März::N,март,март
573,April::N,април,апрель
574,Mai::N,май,май
575,Juni::N,юни,июнь
576,Juli::N,юли,июль
577,August::N,август,август
578,September::N,септември,сентябрь
579,Oktober::N,октомври,октябрь
580,November::N,ноември,ноябрь
581,Dezember::N,декември,декабрь
582,Montag::N,понеделник,блыпэ́
583,Dienstag::N,вторник,гъубдж
584,Mittwoch::N,сряда,бэрэскэжъый
585,Donnerstag::N,четвъртък,мэфэ́ку
586,Freitag::N,петък,бэрэскэшху
587,Samstag::N,събота,шэмбэ́т
588,Sonntag::N,неделя,тхьаума́ф
589,groß::A,едър,ины́
590,groß::A,голям,ины́
591,klein::A,малък,цӏы́кӏу
592,klein::A,дребен,цӏы́кӏу
593,lang::A,дълъг,кӏыхьэ́
594,kurz::A,къс,кӏэкӏы́
595,breit::A,широк,шъуамбгъо́
596,schmal::A,тесен,бгъузэ́
597,dicht::A,гъст,ӏужъу́
598,dick[Gegenstand]::A,дебел,ӏужъу́
599,dünn::A,тънък,пӏуакӏэ́
600,fein::A,фин,пӏуакӏэ́
601,fein::A,тънък,пӏуакӏэ́
602,fest::A,твърд,пытэ́
603,fest::A,плътен,пытэ́
604,flach::A,равен,тешъо́
605,flach::A,плосък,тешъо́
606,glatt::A,гладък,зэны́бжь
607,hart::A,твърд,пытэ́
608,hart::A,корав,пытэ́
609,weich::A,мек,шъабэ́
610,rund::A,кръгъл,хъура́й
611,spitz::A,островръх,папцӏэ́
612,scharf::A,остър,чан
613,stumpf::A,тъп,цако́
614,schwer::A,тежък,онтэ́гъу
615,schön::A,хубав,дахэ́
616,schön::A,красив,дахэ́
617,heiß::A,жарък,жъо́ркъ
618,warm::A,топъл,фабэ́у
619,kalt::A,студен,чъыӏэ́
620,kühl::A,хладен,чъыӏэтагъ
621,frisch::A,свеж,чъыӏэтагъ
622,feucht::A,влажен,шынагъэ зиӏэ
623,feucht::A,влажен,шынэгъакӏэ зиӏэ
624,nass::A,мокър,цӏынэ́
625,trocken::A,сух,гъушъ
626,trocken::A,сух,чъэпхъыгъ
627,voll::A,пълен,из
628,voll::A,пълен,изыбз
629,leer::A,празен,нэкӏы́
630,offen::A,откровен,зэдэхыгъэ
631,geschlossen::A,закрит,зэфэшӏыгъ
632,geschlossen::A,затворен,зэфэшӏыгъ
633,sauber::A,чист,къабзэ́
634,schmutzig::A,мръсен,шӏо́и
635,roh::A,суров,мыжъо́
636,reif::A,зрял,чъэпхъыгъ
637,lecker::A,вкусен,го́хьы
638,süß::A,сладък,ӏэшӏу
639,bitter::A,горчив,дыджы́
640,sauer::A,кисел,хафэ́
641,hell::A,ясен,нэфын
642,hell::A,светъл,нэфын
643,dunkel::A,тъмен,мэзэхэ
644,schwarz::A,черен,шӏуцӏэ
645,weiß::A,бял,фыжьы́
646,rot::A,червен,плъыжьы́
647,gelb::A,жълт,гъожьы́
648,blau::A,син,шхъуантӏэ
649,grün::A,зелен,шхъуантӏэ
650,grau::A,сив,шхъо
651,bunt::A,шарен,къолэны
652,bunt::A,пъстър,къолэны
653,billig::A,евтин,пыут
654,teuer::A,скъп,сикӏа́с
655,teuer::A,скъп,силъа́пӏ
656,wertvoll::A,ценен,пкӏэ зиӏ
657,wertvoll::A,ценен,уасэ́ зыфа́шӏ
658,blind::A,сляп,нэшъу́
659,taub::A,глух,дэгу
660,kräftig::A,силен,лъэ́ш
661,stark::A,здрав,лъэ́ш
662,stark::A,силен,лъэ́ш
663,schwach::A,слаб,хъыбэй
664,fett::A,тлъст,пщэры́
665,schlank::A,тънък,ищыгъэ
666,schlank::A,строен,ищыгъэ
667,hübsch::A,хубав,дахэ́
668,böse::A,зъл,ябгэ
669,dumm::A,глупав,делэ
670,faul::A,ленив,шъхьахы́нэ
671,faul::A,мързелив,шъхьахы́нэ
672,fleißig::A,прилежен,егугъурэ
673,geizig::A,скъпернически,тхьацэ
674,klug::A,умен,акъылышӏу́
675,klug::A,разумен,акъылышӏу́
676,geschickt::A,умел,ӏэпэӏэсэ́
677,geschickt::A,умел,шо́у шӏыгъэ́
678,geschickt::A,сръчен,ӏэпэӏэсэ́
679,geschickt::A,сръчен,шо́у шӏыгъэ́
680,lieb::A,мил,псэм фэд
681,lieb::A,драг,псэм фэд
682,lustig::A,весел,чэф
683,sanft::A,нежен,ӏушъа́б
684,sanft::A,кротък,ӏушъа́б
685,hungrig::A,гладен,гъаблэ́
686,krank::A,болен,сыма́дж
687,nackt::A,гол,пцӏанэ́
688,traurig::A,тъжен,нэшхъэй
689,traurig::A,печален,нэшхъэй
690,lebendig::A,жив,
691,gut::A,добър,дэгъу́
692,schlecht::A,лош,дэи
693,richtig::A,правилен,тэрэз
694,schlimm::A,лош,щынэгъо
695,wahr::A,верен,шъыпкъэ́
696,wahr::A,истински,шъыпкъэ́
697,alt::A,стар,жъы
698,alt::A,древен,жъы
699,neu::A,нов,кӏэ
700,ehemalig::A,бивш,-щтыгъэ
701,ehemalig::A,бивш,-гъэ
702,alt[Lebewesen]::A,стар,жъы
703,jung::A,млад,ныбжьыкӏэ́
704,arm::A,беден,тхьамы́кӏ
705,reich::A,богат,бай
706,bekannt::A,познат,нэӏуа́с
707,bekannt::A,известен,нэӏуа́с
708,berühmt::A,почут,цӏэры́ӏу
709,berühmt::A,известен,цӏэры́ӏу
710,fremd::A,чужд,хымэ
711,verschieden::A,разен,зэфэшъхьафы
712,verschieden::A,различен,зэфэшъхьафы
