,Concept_ID,ar,cy
783,rückwärts::ADV,إلى الوراء,yn ôl
784,zurück::ADV,عودا,yn ôl
785,zurück::ADV,إلى الخلف,yn ôl
786,unten::ADV,تحت,isod
787,unten::ADV,تحت,oddi tanodd
788,unten::ADV,في الأسفل,isod
789,unten::ADV,في الأسفل,oddi tanodd
790,hinab::ADV,إلى تحت,i lawr
791,hinab::ADV,إلى تحت,i waered
792,oben::ADV,فوق,fry
793,oben::ADV,في الأعلى,fry
794,hinauf::ADV,إلى فوق,i fyny
795,hinauf::ADV,إلى فوق,i'r lan
796,hinauf::ADV,إلى الأعلى,i fyny
797,hinauf::ADV,إلى الأعلى,i'r lan
798,überall::ADV,في كل مكان,ym mhobman
799,nicht::ADV,لا,ni
800,nicht::ADV,لا,nid
801,nicht::ADV,لم,ni
802,nicht::ADV,لم,nid
803,ein wenig::ADV,قليلا,tipyn
804,ein wenig::ADV,قليلا,ychydig
805,kaum::ADV,كاد لا,prin
806,sehr::ADV,جدا,iawn
807,sehr::ADV,كثيرا,iawn
808,so::ADV,كذا,fel
809,so::ADV,كذا,felly
810,so::ADV,كذلك,fel
811,so::ADV,كذلك,felly
812,noch::ADV,ما زال,eto
813,nur::ADV,فقط,yn unig
814,schon::ADV,قد,eisoes
815,schon::ADV,قد,yn barod
816,wieder::ADV,من جديد,drachefn
817,wieder::ADV,مرة أخرى,drachefn
818,vergebens::ADV,عبثا,yn ofer
819,vor::PRP,أمام,o flaen
820,hinter::PRP,خلف,ar ôl
821,hinter::PRP,وراء,ar ôl
822,unter::PRP,تحت,islaw
823,durch::PRP,عبر,trwy
824,durch::PRP,خلال,trwy
825,neben::PRP,جنب,ar bwys
826,neben::PRP,بجانب,ar bwys
827,zwischen::PRP,بين,rhwng
828,zwischen::PRP,بين,cydrhwng
829,wegen::PRP,بسبب,o achos
830,wegen::PRP,بسبب,oherwydd
831,dies::PRN,هذا,hyn
832,das::PRN,ذلك,hynny
833,alles::PRN,الكل,popeth
834,ich::PRN,أنا,fi
835,du::PRN,أنت,ti
836,er::PRN,هو,fe
837,wir::PRN,نحن,ni
838,ihr::PRN,أنتم,chi
839,ihr::PRN,أنتن,chi
840,sie::PRN,هم,hwy
841,sie::PRN,هن,hwy
842,was::FPRN,ما,pa beth
843,wer::FPRN,من,pwy
844,wo::FADV,أين,ble
845,wo::FADV,أين,ym mha le
846,wohin::FADV,إلى أين,i ble
847,wohin::FADV,إلى أين,i ba le
848,wie::FADV,كيف,sut
849,warum::FADV,لماذا,pam
850,wieviel::FNUM,كم,faint
851,eins::NUM,واحد,un
852,zwei::NUM,اثنين,dau
853,drei::NUM,ثلاثة,tri
854,vier::NUM,أربعة,pedwar
855,fünf::NUM,خمسة,pump
856,sechs::NUM,ستة,chwech
857,sieben::NUM,سبعة,saith
858,acht::NUM,ثمانية,wyth
859,neun::NUM,تسعة,naw
860,zehn::NUM,عشرة,deg
861,elf::NUM,أحد عشر,un ar ddeg
862,zwölf::NUM,اثنا عشر,deuddeg
863,zwölf::NUM,اثنا عشر,un deg dau
864,zwanzig::NUM,عشرون,ugain
865,dreißig::NUM,ثلاثون,tri deg
866,dreißig::NUM,ثلاثون,deg ar hugain
867,vierzig::NUM,أربعون,deugain
868,fünfzig::NUM,خمسون,hanner cant
869,sechzig::NUM,ستون,chwe deg
870,siebzig::NUM,سبعون,saith deg
871,siebzig::NUM,سبعون,deg a thrigain
872,achtzig::NUM,ثمانون,wyth deg
873,achtzig::NUM,ثمانون,pedar ugain
874,neunzig::NUM,تسعون,naw deg
875,neunzig::NUM,تسعون,deg a phedwar ugain
876,hundert::NUM,مئة,cant
877,tausend::NUM,ألف,mil
878,und::CNJ,و,a
879,oder::CNJ,أو,neu
880,stehen::V,وقف,sefyll
881,sitzen::V,جلس,eistedd
882,liegen::V,رقد,gorwedd
883,hängen::V,تعلق,hongian
884,werden::V,صار,dod yn
885,werden::V,صار,mynd yn
886,werden::V,أصبح,dod yn
887,werden::V,أصبح,mynd yn
888,passieren::V,حدث,digwydd
889,beginnen::V,ابتدأ,cychwyn
890,enden::V,انتهى,gorffen
891,wechseln::V,تغير,newid
892,aufgehen[Sonne]::V,شرق,codi
893,untergehen[Sonne]::V,غرب,machlud
894,scheinen[Sonne]::V,أضاء,tywynnu
895,donnern::V,رعد,taranu
896,wehen::V,هب,chwythu
897,strömen::V,جرى,ffrydio
898,fließen::V,سال,llifo
899,sich drehen::V,دار,troi
900,sich drehen::V,دار,cylchdroi
901,schwanken::V,ترنح,siglo
902,schwingen::V,ترجح,siglo
903,fallen::V,سقط,cwympo
904,brennen::V,احترق,llosgi
905,rauchen::V,دخن,mygu
906,regnen::V,أمطر,glawio
907,gefrieren::V,تجمد,rhewi
908,tauen::V,ذاب,toddi
909,tauen::V,ذاب,meirioli
910,schmelzen::V,ذاب,toddi
911,trocknen::V,نشف,sychu
912,sieden::V,غلى,berwi
913,faulen::V,فسد,pydru
914,faulen::V,فسد,braenu
915,verfaulen::V,تعفن,pydru
916,verfaulen::V,تعفن,dadfeilio
917,reißen::V,انقطع,clecian
918,reißen::V,انقطع,torri'n glats
919,versinken::V,غرق,suddo
920,vergehen::V,مضى,myned heibio
921,vergehen::V,مضى,pasio
922,erscheinen::V,لاح,ymddangos
923,erscheinen::V,ظهر,ymddangos
924,verschwinden::V,غاب,diflannu
925,sinken::V,هبط,syrthio
926,abnehmen::V,نقص,lleihau
927,zunehmen::V,ازداد,cynyddu
928,steigen::V,صعد,codi
929,steigen::V,ارتفع,codi
930,wachsen::V,نما,tyfu
931,wachsen::V,نبت,tyfu
932,glänzen::V,لمع,disgleirio
933,funkeln::V,تلألأ,pefrio
934,lärmen::V,ضج,cadw sŵn
935,lärmen::V,ضج,gwneud twrw
936,lärmen::V,صخب,cadw sŵn
937,lärmen::V,صخب,gwneud twrw
938,läuten::V,قرع,canu
939,klingeln::V,دق,canu
940,klingeln::V,دق,seinio
941,klirren::V,قعقع,tincian
942,brausen::V,عج,rhuo
943,rauschen::V,حف,siffrwd
944,rauschen::V,حف,chwithrwd
945,klingen::V,رن,seinio
946,bellen::V,نبح,cyfarth
947,heulen::V,عوى,udo
948,heulen::V,عوى,oernadu
949,blasen::V,نفخ,chwythu
950,pfeifen::V,صفر,chwibanu
951,schreien::V,صرخ,gweiddi
952,schreien::V,صرخ,bloeddio
953,stöhnen::V,أن,griddfan
954,zittern::V,ارتعش,crynu
955,leben::V,عاش,byw
956,geboren werden::V,ولد,cael eich geni
957,atmen::V,تنفس,anadlu
958,trinken::V,شرب,yfed
959,essen::V,أكل,bwyta
960,schlucken::V,جرع,llyncu
961,müde werden::V,تعب,blino
962,einschlafen::V,نام,mynd i gysgu
963,einschlafen::V,نام,syrthio i gysgu
964,schlafen::V,نام,huno
965,schlafen::V,نام,cysgu
966,aufwachen::V,استيقظ,dihuno
967,aufstehen::V,قام,codi
968,sich erholen::V,استجم,ymlacio
969,sich erholen::V,استجم,dadflino
970,krank werden::V,مرض,mynd yn sâl
971,krank werden::V,مرض,mynd yn wael
972,krank sein::V,مرض,gwaelu
973,schmerzen::V,آلم,brifo
974,husten::V,كح,pesychu
975,husten::V,سعل,pesychu
976,genesen::V,نقه,gwella
977,genesen::V,نقه,cael yn ôl
978,sterben::V,مات,marw
979,umkommen::V,هلك,trengi
980,sich bewegen::V,تحرك,symud
981,sich rühren::V,تحرك,syflyd
982,sich erheben::V,قام,codi
983,sich setzen::V,جلس,eistedd
984,hinfallen::V,وقع,cwympo
985,laufen::V,مشى,cerdded
986,schreiten::V,خطا,camu
987,spazierengehen::V,تنزه,mynd am dro
988,eilen::V,عجل,rhuthro
989,sich beeilen::V,استعجل,brysio
990,sausen::V,أسرع,rhuthro
991,rennen::V,عدا,rhedeg
992,rennen::V,ركض,rhedeg
993,springen::V,قفز,llamu
994,springen::V,قفز,neidio
995,klettern::V,تسلق,dringo
996,schaukeln::V,تأرجح,siglo
997,kriechen::V,دب,cropian
998,kriechen::V,زحف,cropian
999,schwimmen::V,سبح,nofio
1000,tauchen::V,غطس,plymio
1001,tauchen::V,غطس,ymsuddo
1002,rudern::V,جذف,rhwyfo
1003,fahren::V,ركب,gyrru
1004,fahren::V,ركب,dreifio
1005,fahren::V,سافر,gyrru
1006,fahren::V,سافر,dreifio
1007,fliegen::V,طار,hedfan
1008,gehen::V,سار,mynd
1009,gehen::V,ذهب,mynd
1010,weggehen::V,ذهب,mynd
1011,weggehen::V,ذهب,ymadael
1012,weggehen::V,انصرف,mynd
1013,weggehen::V,انصرف,ymadael
1014,abfahren::V,رحل,ymadael
1015,anhalten::V,توقف,stopio
1016,hineingehen::V,دخل,mynd i mewn
1017,eintreten::V,دخل,mynd i
1018,kommen::V,أتى,dod
1019,kommen::V,جاء,dod
1020,ankommen::V,وصل,cyrraedd
1021,zurückkommen::V,عاد,dychwelyd
1022,zurückkommen::V,رجع,dychwelyd
1023,bleiben::V,مكث,aros
1024,bleiben::V,مكث,sefyll
1025,warten::V,انتظر,aros
1026,warten::V,انتظر,disgwyl
1027,erwarten::V,ترقب,disgwyl
1028,erwarten::V,انتظر,disgwyl
1029,suchen::V,بحث,chwilio am
1030,finden::V,وجد,darganfod
1031,versuchen::V,حاول,profi
1032,versuchen::V,حاول,ceisio
1033,vorbereiten::V,أعد,paratoi
1034,vorbereiten::V,حضر,paratoi
1035,lieben::V,أحب,caru
1036,mögen::V,أحب,hoffi
1037,lachen::V,ضحك,chwerthin
1038,rühren::V,أثر,cynhyrfu
1039,weinen::V,بكى,wylo
1040,weinen::V,بكى,llefain
1041,schimpfen::V,سب,grwgnach
1042,schimpfen::V,شتم,grwgnach
1043,sich ärgern::V,زعل,gofidio
1044,sich fürchten::V,هاب,ofni
1045,fürchten::V,خاف,arswydo
1046,fürchten::V,خشي,arswydo
1047,fliehen::V,هرب,ffoi
1048,flüchten::V,فر,dianc
1049,sehen::V,رأى,gweld
1050,anschauen::V,نظر,syllu
1051,anschauen::V,نظر,edrych
1052,ansehen::V,نظر,gwylio
1053,hören::V,سمع,clywed
1054,zuhören::V,أصغى,gwrando
1055,probieren::V,ذاق,profi
1056,riechen::V,شم,arogli
1057,riechen::V,استنشق,arogli
1058,fühlen::V,شعر,teimlo
1059,fühlen::V,شعر,clywed
1060,scheinen::V,ظهر,ymddangos
1061,zu sehen sein::V,ظهر,dod i'r golwg
1062,vernehmen::V,سمع,clywed sôn am
1063,frieren::V,بردان,bod yn oer
1064,tun::V,فعل,gwneud
1065,können::V,قدر,gallu
1066,können::V,استطاع,gallu
1067,wollen::V,شاء,bod mewn angen
1068,wollen::V,أراد,bod mewn angen
1069,anfangen::V,بدأ,dechrau
1070,beenden::V,أنهى,darfod
1071,beenden::V,أنهى,gorffen
1072,aufhören::V,توقف,peidio
1073,aufhören::V,انقطع,peidio
1074,gelingen::V,نجح,llwyddo
1075,geraten::V,طلع,diweddu
1076,öffnen::V,فتح,agor
1077,schließen::V,أغلق,cau
1078,stellen::V,وضع,gosod
1079,stellen::V,أقام,gosod
1080,setzen::V,أجلس,gosod
1081,legen::V,وضع,gosod
1082,berühren::V,مس,cyffwrdd
1083,berühren::V,لمس,cyffwrdd
1084,verbinden::V,ربط,cysylltu
1085,verbinden::V,وصل,cysylltu
1086,bedecken::V,غطى,gorchuddio
1087,aufhängen::V,علق,crogi
1088,aufhängen::V,علق,hongian
1089,anzünden::V,أوقد,cynnau
1090,aufheben::V,لقط,codi
1091,zurücklassen::V,ترك,gadael
1092,verlieren::V,فقد,colli
1093,fallen lassen::V,أسقط,gollwng
1094,machen::V,فعل,gwneud
1095,herstellen::V,صنع,cynhyrchu
1096,herstellen::V,أنتج,cynhyrchu
1097,bauen::V,بنى,adeiladu
1098,bauen::V,شيد,adeiladu
1099,reparieren::V,صلح,trwsio
1100,reparieren::V,صلح,atgyweirio
1101,verbessern::V,صحح,diwygio
1102,ändern::V,غير,altro
1103,graben::V,حفر,palu
1104,graben::V,حفر,cloddio
1105,beugen::V,ثنى,plygu
1106,beugen::V,أحنى,plygu
1107,biegen::V,لوى,plygu
1108,drehen::V,أدار,troelli
1109,drehen::V,دور,troelli
1110,wenden::V,قلب,troi
1111,umdrehen::V,قلب,troi
1112,heben::V,رفع,codi
1113,hochheben::V,رفع,dyrchafu
1114,ergreifen::V,مسك,gafael
1115,halten::V,مسك,dal
1116,drücken::V,ضغط,pwyso
1117,drücken::V,ضغط,gwasgu
1118,schieben::V,حرك,gwthio
1119,kratzen::V,خدش,crafu
1120,lecken::V,لعق,llyfu
1121,beißen::V,عض,cnoi
1122,beißen::V,عض,brathu
1123,abreißen::V,قلع,tynnu ymaith
1124,abschneiden::V,قطع,torri
1125,binden::V,ربط,clymu
1126,stecken::V,دس,plannu
1127,brechen::V,كسر,torri
1128,klopfen::V,طرق,taro
1129,hauen::V,ضرب,taro
1130,kleben::V,ألصق,gludio
1131,reiben::V,حك,rhwbio
1132,streichen::V,نشر,taenu
1133,schleifen::V,سن,hogi
1134,schneiden::V,قطع,torri
1135,rütteln::V,رج,ysgytio
1136,schütteln::V,هز,siglo
1137,schütteln::V,هز,ysgwyd
1138,schwenken::V,لوح,siglo
1139,schütten::V,صب,tywallt
1140,füllen::V,ملأ,llenwi
1141,einwickeln::V,لف,lapio
1142,tragen::V,حمل,cludo
1143,schleppen::V,سحب,llusgo
1144,ziehen::V,سحب,tynnu
1145,aufbewahren::V,حفظ,cadw
1146,werfen::V,رمى,taflu
1147,werfen::V,ألقى,taflu
1148,fangen::V,التقط,dal
1149,packen::V,مسك,cipio
1150,packen::V,مسك,crafangu
1151,verstecken::V,خبأ,celu
1152,verstecken::V,خبأ,cuddio
1153,teilen::V,قسم,rhannu
1154,schicken::V,بعث,anfon
1155,schicken::V,أرسل,anfon
1156,bringen::V,جلب,dod â
1157,hinzufügen::V,أضاف,chwanegu
1158,bekommen::V,حصل,cael
1159,erhalten::V,استلم,derbyn
1160,nehmen::V,أخذ,cymryd
1161,wählen::V,اختار,dewis
1162,auswählen::V,انتقى,dethol
1163,bewahren::V,حافظ,cadw
1164,behindern::V,عاق,atal
1165,behindern::V,عاق,rhwystro
1166,verderben::V,أفسد,difetha
1167,beschädigen::V,أضر,niweidio
1168,zerbrechen::V,كسر,torri
1169,zerreißen::V,مزق,rhwygo
1170,zerstören::V,دمر,dinistrio
1171,verbrennen::V,حرق,llosgi
1172,geben::V,أعطى,rhoi
1173,reichen::V,ناول,estyn
1174,schenken::V,وهب,rhoddi
1175,versprechen::V,وعد,addo
1176,wünschen::V,تمنى,dymuno
1177,loben::V,مدح,canmol
1178,küssen::V,قبل,cusanu
1179,wiegen::V,هدهد,siglo
1180,zudecken::V,غطى,gorchuddio
1181,wecken::V,أيقظ,deffro
1182,zeigen::V,أرى,dangos
1183,führen::V,دل,arwain
1184,lehren::V,علم,dysgu
1185,unterrichten::V,علم,hyfforddi
1186,aufziehen::V,ربى,dod i fyny
1187,leiten::V,دل,arwain
1188,leiten::V,أدار,arwain
1189,antreiben::V,حث,annog
1190,lassen::V,حدا,gadael
1191,einladen::V,دعا,gwahodd
1192,vereinigen::V,وحد,uno
1193,vereinigen::V,وحد,cyfuno
1194,besuchen::V,زار,ymweld â
1195,treffen::V,قابل,cwrdd
1196,treffen::V,قابل,cyfarfod
1197,sich versammeln::V,اجتمع,casglu
1198,sich versammeln::V,اجتمع,cynnull
1199,spielen::V,لعب,chwarae
1200,singen::V,غنى,canu
1201,tanzen::V,رقص,dawnsio
1202,sich trennen::V,افترق,ymwahanu
1203,verlassen::V,ترك,gadael
1204,retten::V,نجى,achub
1205,retten::V,أنقذ,achub
1206,bewachen::V,حرس,gwarchod
1207,schützen::V,حمى,noddi
1208,verteidigen::V,دافع,amddiffyn
1209,sich schlagen::V,تضارب,ffraeo
1210,sich schlagen::V,تضارب,terfysgu
1211,schießen::V,أطلق,saethu
1212,siegen::V,انتصر,ennill
1213,ärgern::V,أزعل,cythruddo
1214,schlagen::V,ضرب,curo
1215,treten::V,رفس,cicio
1216,stechen::V,شك,pigo
1217,stoßen::V,دفع,gwthio
1218,stehlen::V,سرق,dwyn
1219,stehlen::V,سرق,lladrata
1220,stören::V,ضايق,aflonyddu
1221,belästigen::V,أزعج,trafferthu
1222,verbergen::V,كتم,cuddio
1223,täuschen::V,خدع,twyllo
1224,betrügen::V,غش,hocedu
1225,töten::V,قتل,lladd
1226,wohnen::V,سكن,byw
1227,arbeiten::V,عمل,gweithio
1228,arbeiten::V,اشتغل,gweithio
1229,sammeln::V,جمع,casglu
1230,pflücken::V,جنى,casglu
1231,pflücken::V,قطف,casglu
1232,jagen::V,صاد,hela
1233,fischen::V,اصطاد,pysgota
1234,fassen::V,قبض,dal
1235,hüten::V,رعى,bugeilio
1236,treiben::V,ساق,gyrru
1237,anbinden::V,ربط,clymu
1238,füttern::V,علف,porthi
1239,melken::V,حلب,godro
1240,hacken::V,فرم,torri
1241,gießen::V,سقى,dyfrhau
1242,reifen::V,نضج,aeddfedu
1243,zubereiten::V,حضر,coginio
1244,kochen::V,طبخ,berwi
1245,backen::V,خبز,pobi
1246,backen::V,خبز,crasu
1247,braten::V,قلى,ffrio
1248,braten::V,حمر,ffrio
1249,umrühren::V,قلب,cyffroi
1250,stricken::V,حاك,gwau
1251,nähen::V,خاط,gwnïo
1252,färben::V,صبغ,lliwio
1253,färben::V,لون,lliwio
1254,reinigen::V,نظف,glanhau
1255,waschen::V,غسل,golchi
1256,abwischen::V,مسح,sychu
1257,spülen::V,شطف,streulio
1258,fegen::V,كنس,ysgubo
1259,kehren::V,كنس,ysgubo
1260,baden::V,استحم,cael bath
1261,sich waschen::V,اغتسل,ymolchi
1262,ausziehen::V,خلع,tynnu
1263,anziehen::V,لبس,gwisgo
1264,sich anziehen::V,اكتسى,ymwisgo
1265,kämmen::V,مشط,cribo
1266,schmücken::V,زين,harddu
1267,schmücken::V,زين,addurno
1268,sagen::V,قال,dweud
1269,sprechen::V,تكلم,llefaru
1270,reden::V,تكلم,siarad
1271,sich unterhalten::V,تحادث,sgwrsio
1272,fragen::V,سأل,gofyn
1273,bitten::V,رجا,gofyn am
1274,erzählen::V,حكي,dweud
1275,mitteilen::V,بلغ,cyfleu
1276,nennen::V,سمى,enwi
1277,rufen::V,نادى,galw
1278,prahlen::V,فشر,brolio
1279,prahlen::V,فشر,ymffrostio
1280,prahlen::V,تفاخر,brolio
1281,prahlen::V,تفاخر,ymffrostio
1282,übersetzen::V,ترجم,cyfieithu
1283,denken::V,فكر,meddwl
1284,glauben::V,اعتقد,credu
1285,glauben::V,اعتقد,coelio
1286,bemerken::V,لاحظ,sylwi
1287,erkennen::V,عرف,adnabod
1288,begreifen::V,فهم,amgyffred
1289,begreifen::V,أدرك,amgyffred
1290,verstehen::V,فهم,deall
1291,lernen::V,درس,dysgu
1292,wissen::V,علم,gwybod
1293,sich erinnern an::V,تذكر,cofio
1294,vergessen::V,نسي,anghofio
1295,messen::V,قاس,mesur
1296,zählen::V,عد,cyfrif
1297,zählen::V,أحصى,cyfrif
1298,rechnen::V,حسب,cyfrifo
1299,lesen::V,قرأ,darllen
1300,malen::V,صور,peintio
1301,zeichnen::V,رسم,tynnu
1302,schreiben::V,كتب,ysgrifennu
1303,besitzen::V,حاز,meddu
1304,besitzen::V,ملك,meddu
1305,kaufen::V,اشترى,prynu
1306,verkaufen::V,باع,gwerthu
1307,bezahlen::V,دفع,talu am
1308,zahlen::V,سدد,talu
1309,beherrschen::V,حكم,rheoli
1310,beherrschen::V,حكم,llywodraethu
1311,ertragen::V,أطاق,dioddef
1312,ertragen::V,تحمل,dioddef
