,Concept_ID,hi,ba
297,Zwiebel::N,प्याज़,һуган
298,Saat::N,बीज,орлоҡ
299,Korn::N,दाना,иген
300,Heu::N,मूखी घास,бесән
301,Schale::N,बकला,ҡабыҡ
302,Schale::N,छिलका,ҡабыҡ
303,Grube::N,गड्ढा,соҡор
304,Falle::N,जाल,тоҙак
305,Falle::N,जाल,ҡапҡан
306,Falle::N,फँदा,тоҙак
307,Falle::N,फँदा,ҡапҡан
308,Schlinge::N,फँदा,тоҙак
309,Spur::N,सुराग़,әҫер
310,Spur::N,पद-चिह्न,әҫер
311,Asche::N,राख,көл
312,Dreck::N,मैल,батҡаҡ
313,Dreck::N,गंदगी,батҡаҡ
314,Eisen::N,लोहा,тимер
315,Gold::N,सोना,алтын
316,Gold::N,स्वर्ण,алтын
317,Silber::N,रजत,көмөш
318,Silber::N,चाँदी,көмөш
319,Kohle::N,कोयला,күмер
320,Glas::N,काँच,быяла
321,Lehm::N,चिकनी मिट्टी,балсыҡ
322,Sand::N,रेत,ҡом
323,Sand::N,बालू,ҡом
324,Mensch::N,मानव,кеше
325,Mensch::N,इनसान,кеше
326,Mensch::N,मनुष्य,кеше
327,Mann::N,आदमी,ир
328,Mann::N,पुरुष,ир
329,Frau::N,औरत,ҡатын
330,Frau::N,महिला,ҡатын
331,Frau::N,स्त्री,ҡатын
332,Kind::N,बाल,бала
333,Kind::N,बच्चा,бала
334,Junge::N,लड़का,малай
335,Mädchen::N,लड़की,ҡыҙ
336,Mädchen::N,लड़की,ҡыҙыҡай
337,Mädchen::N,कुमारी,ҡыҙ
338,Mädchen::N,कुमारी,ҡыҙыҡай
339,Familie::N,परिवार,ғаилә
340,Großvater::N,दादा,олатай
341,Großmutter::N,नानी,әбәй
342,Eltern::N,माँ-बाप,ата-әсә
343,Eltern::N,माता-पिता,ата-әсә
344,Vater::N,बाप,атай
345,Vater::N,पिता,атай
346,Mutter::N,माँ,әсә
347,Mutter::N,माता,әсә
348,Sohn::N,बेटा,ул
349,Sohn::N,पुत्र,ул
350,Tochter::N,बेटी,ҡыҙ
351,Tochter::N,पुत्री,ҡыҙ
352,Bruder::N,भाई,агай
353,Bruder::N,भ्राता,агай
354,Schwester::N,बहन,алай
355,Schwester::N,बहन,һеңле
356,Schwester::N,भगिनी,алай
357,Schwester::N,भगिनी,һеңле
358,Onkel::N,ताऊ,ағай
359,Onkel::N,काका,ағай
360,Tante::N,बूआ,апай
361,Tante::N,फूफी,апай
362,Tante::N,ख़ाला,апай
363,Ehemann::N,पति,ир
364,Ehemann::N,शौहर,ир
365,Ehefrau::N,बीवी,ҡатын
366,Freude::N,आनंद,шатлыҡ
367,Freude::N,आनंद,ҡыуаныс
368,Freude::N,प्रसन्नता,шатлыҡ
369,Freude::N,प्रसन्नता,ҡыуаныс
370,Gelächter::N,हँसी,көлөү
371,Gelächter::N,क़हक़हा,көлөү
372,Glück::N,आनंद,бәхет
373,Glück::N,ख़ुशी,бәхет
374,Kummer::N,शोक,ҡайғы
375,Kummer::N,दुःख,ҡайғы
376,Wunsch::N,इच्छा,теләк
377,Wunsch::N,अभिलाषा,теләк
378,Lust::N,चाह,әүәҫлек
379,Lust::N,कामना,әүәҫлек
380,Geist::N,जान,аң
381,Geist::N,जान,рух
382,Geist::N,प्राण,аң
383,Geist::N,प्राण,рух
384,Gedanke::N,विचार,уй
385,Gedanke::N,विचार,фекер
386,Gedächtnis::N,याददाश्त,хәтер
387,Gedächtnis::N,स्मरण-शक्ति,хәтер
388,Verstand::N,समझ,аҡыл
389,Verstand::N,अक़्ल,аҡыл
390,Verstand::N,बुद्धि,аҡыл
391,Sinn::N,अर्थ,мәғәня
392,Grund::N,वजह,сәбәп
393,Grund::N,कारण,сәбәп
394,Wahrheit::N,सत्य,дөрөҫлөк
395,Wahrheit::N,सच्चाई,дөрөҫлөк
396,Gespräch::N,चर्चा,әңгәмә
397,Gespräch::N,वार्ता,әңгәмә
398,Gespräch::N,बात-चीत,әңгәмә
399,Märchen::N,क़िस्सा,әкиәт
400,Erzählung::N,कथा,хикәйә
401,Erzählung::N,कहानी,хикәйә
402,Nachricht::N,सूचना,хәбәр
403,Nachricht::N,समाचार,хәбәр
404,Neuigkeit::N,ख़बर,яңылыҡ
405,Neuigkeit::N,समाचार,яңылыҡ
406,Name::N,नाम,исем
407,Rätsel::N,पहेली,йомаҡ
408,Rede::N,वचन,телмәр
409,Rede::N,भाषण,телмәр
410,Sprache::N,भाषा,тел
411,Sprache::N,भाषा,телмәр
412,Sprache::N,ज़बान,тел
413,Sprache::N,ज़बान,телмәр
414,Stimme::N,स्वर,тауыш
415,Stimme::N,आवाज़,тауыш
416,Wort::N,शब्द,һүҙ
417,Wort::N,लफ़्ज़,һүҙ
418,Zeichen::N,निशान,билдә
419,Ruf::N,पुकार,саҡырыу
420,Ruf::N,आह्वान,саҡырыу
421,Lärm::N,शोर,шаулау
422,Lärm::N,हुल्लड़,шаулау
423,Laut::N,स्वर,тауыш
424,Laut::N,ध्वनि,тауыш
425,Ton::N,सुर,яңғырау
426,Ton::N,स्वर,яңғырау
427,Lied::N,गीत,йыр
428,Ruhe::N,आराम,ял
429,Ruhe::N,आराम,тыныслыҡ
430,Ruhe::N,ख़ामोशी,ял
431,Ruhe::N,ख़ामोशी,тыныслыҡ
432,Leute::N,लोग,кешеләр
433,Volk::N,क़ौम,халҡ
434,Volk::N,प्रजा,халҡ
435,Arbeit::N,काम,эш
436,Gast::N,अतिथि,ҡунаҡ
437,Gast::N,मेहमान,ҡунаҡ
438,Geschenk::N,उपहार,бүләк
439,Geschenk::N,तोहफ़ा,бүләк
440,Spiel::N,खेल,уйын
441,Spiel::N,क्रीड़ा,уйын
442,Gesellschaft::N,साथ,йәмғиәт
443,Hilfe::N,मदद,ярҙам
444,Hilfe::N,सहायता,ярҙам
445,Freund::N,मित्र,дуҫ
446,Kamerad::N,साथी,иптәш
447,Kamerad::N,कामरेड,иптәш
448,Angelegenheit::N,बात,әш
449,Angelegenheit::N,मामला,әш
450,Anzahl::N,तादाद,һан
451,Anzahl::N,संख्या,һан
452,Art::N,तरह,төр
453,Art::N,क़िस्म,төр
454,Stück::N,फाँक,киҫәк
455,Stück::N,टुकड़ा,киҫәк
456,Teil::N,भाग,өлөш
457,Teil::N,हिस्सा,өлөш
458,Hälfte::N,अर्धभाग,ярты
459,Kreis::N,चक्कर,түңәрәк
460,Kreuz::N,सलीब,тәре
461,Kreuz::N,क्रूस,тәре
462,Linie::N,लाइन,һыҙыҡ
463,Strich::N,लकीर,һыҙат
464,Abstand::N,अंतर,ара
465,Abstand::N,फ़ासला,ара
466,Entfernung::N,दूरी,алыҫлыҡ
467,Entfernung::N,फ़ासला,алыҫлыҡ
468,Gegend::N,इलाक़ा,урын
469,Platz::N,जगह,арауыҡ
470,Platz::N,स्थान,арауыҡ
471,Ort::N,स्थल,ерҙәр
472,Ort::N,स्थल,урындар
473,Ort::N,स्थल,эш урыны
474,Ort::N,स्थान,ерҙәр
475,Ort::N,स्थान,урындар
476,Ort::N,स्थान,эш урыны
477,Seite::N,ओर,яҡ
478,Seite::N,तरफ़,яҡ
479,Mitte::N,बीच,урталыҡ
480,Mitte::N,मध्य,урталыҡ
481,Gegenstand::N,चीज़,нәмә
482,Gegenstand::N,पदार्थ,нәмә
483,Sache::N,चीज़,нәмә
484,Sache::N,चीज़,әйбер
485,Sache::N,वस्तु,нәмә
486,Sache::N,वस्तु,әйбер
487,Rand::N,छोर,сит
488,Rand::N,उपांत,сит
489,Kante::N,कोर,ҡабырға
490,Kante::N,कोर,ян
491,Kante::N,किनारा,ҡабырға
492,Kante::N,किनारा,ян
493,Ecke::N,कोना,мөйөш
494,Ecke::N,नुक्कड़,мөйөш
495,Spitze::N,नोक,ос
496,Ende::N,छोर,аҙаҡ
497,Ende::N,सिरा,аҙаҡ
498,Loch::N,छेद,тишек
499,Loch::N,सूराख़,тишек
500,Winkel::N,कोण,мөйөш
501,Winkel::N,कोना,мөйөш
502,Muster::N,नमूना,биҙәк
503,Muster::N,डिज़ाइन,биҙәк
504,Größe::N,परिमाण,ҙурлыҡ
505,Größe::N,विस्तार,ҙурлыҡ
506,Länge::N,लंबाई,оҙонлоҡ
507,Höhe::N,ऊँचाई,бейеклек
508,Höhe::N,उच्चता,бейеклек
509,Gewicht::N,भार,үлсәү
510,Gewicht::N,वज़न,үлсәү
511,Menge::N,मात्रा,һан
512,Haufen::N,ढेर,өйөм
513,Haufen::N,अंबार,өйөм
514,Reihe::N,क़तार,рәт
515,Reihe::N,पंक्ति,рәт
516,Boot::N,नाव,кәмә
517,Boot::N,नौका,кәмә
518,Ruder::N,चप्पू,ишкәк
519,Schlitten::N,बर्फ़-गाड़ी,сана
520,Ski::N,स्की,саңгы
521,Lagerfeuer::N,अलाव,костер
522,Lagerfeuer::N,कैंप-फ़ायर,костер
523,Last::N,भार,ауырлыҡ
524,Gang::N,चाल,барыу
525,Schritt::N,डग,аҙым
526,Schritt::N,क़दम,аҙым
527,Norden::N,उत्तर,төньяҡ
528,Süden::N,दक्खिन,көньяҡ
529,Westen::N,पश्चिम,көнбайыш
530,Osten::N,पूरब,көнсығыш
531,Holz::N,काठ,үағас
532,Holz::N,काष्ठ,үағас
533,Brett::N,पटरा,таҡта
534,Brett::N,तख़्ता,таҡта
535,Platte::N,फलक,плита
536,Platte::N,तख़्ता,плита
537,Stütze::N,टेक,терәк
538,Stütze::N,थूनी,терәк
539,Stange::N,छड़,кәртә
540,Stange::N,बाँस,кәртә
541,Stock::N,लाठी,таяҡ
542,Stab::N,लग्गा,ҡолға
543,Rohr::N,नल,торба
544,Haus::N,घर,өй
545,Haus::N,घर,йорт
546,Haus::N,मकान,өй
547,Haus::N,मकान,йорт
548,Heim::N,घर,өй
549,Heim::N,गृह,өй
550,Ofen::N,चूल्हा,мейес
551,Fußboden::N,फ़र्श,енес
552,Tisch::N,मेज़,өҫтәл
553,Stuhl::N,कुरसी,ултырғыс
554,Wiege::N,पालना,бишек
555,Wiege::N,हिंडोला,бишек
556,Bett::N,खाट,карауат
557,Bett::N,पलंग,карауат
558,Regal::N,शेल्फ़,кәштә
559,Kiste::N,पेटी,йәшинк
560,Kiste::N,डिब्बा,йәшинк
561,Fenster::N,खिड़की,тәҙрә
562,Tür::N,द्वार,ишек
563,Tür::N,दरवाज़ा,ишек
564,Tor::N,फाटक,ҡапҡа
565,Zaun::N,बाड़ा,ҡойма
566,Dach::N,छत,түбә
567,Dach::N,छत,ҡыйыҡ
568,Dach::N,छप्पर,түбә
569,Dach::N,छप्पर,ҡыйыҡ
570,Leiter::N,सीढ़ी,баҫҡыс
571,Besen::N,झाड़ू,һепертке
572,Besen::N,बुहारी,һепертке
573,Spaten::N,कुदाल,көрәк
574,Schaufel::N,बेलचा,көрәк
575,Schaufel::N,फावड़ा,көрәк
576,Gabel::N,काँटा,сәнске
577,Löffel::N,चम्मच,ҡалаҡ
578,Messer::N,छुरा,бысаҡ
579,Messer::N,चाक़ू,бысаҡ
580,Nagel::N,कील,сөй
581,Nagel::N,मेख़,сөй
582,Netz::N,जाल,ау
583,Haken::N,अंकुश,ыргаҡ
584,Griff::N,मूठ,тотҡа
585,Griff::N,हत्था,тотҡа
586,Schloss::N,ताला,йоҙаҡ
587,Bild::N,चित्र,картина
588,Figur::N,मूर्ति,һын
589,Puppe::N,पुतली,ҡурсаҡ
590,Puppe::N,गुड़िया,ҡурсаҡ
591,Beutel::N,झोला,тоҡ
592,Bündel::N,पुलिंदा,төргәк
593,Tasche::N,बेग,сумка
594,Tasche::N,बस्ता,сумка
595,Eimer::N,बाल्टी,биҙрә
596,Deckel::N,ढक्कन,ҡапҡас
597,Geschirr::N,बरतन-भाँड़े,һауыт-һаба
598,Sack::N,बोरा,тоҡ
599,Tasse::N,प्याला,сынаяҡ
600,Topf::N,देग़चा,кәстрүл
601,Kessel::N,देग़,ҡаҙан
602,Kessel::N,बटलोई,ҡаҙан
603,Essen::N,खाना,ашау
604,Nahrung::N,भोजन,аҙыҡ
605,Speise::N,खाना,аш
606,Speise::N,व्यंजन,аш
607,Fleisch::N,मांस,ит
608,Fleisch::N,गोश्त,ит
609,Getreide::N,अनाज,иген
610,Getreide::N,अनाज,ашлыҡ
611,Brei::N,भरता,бутҡа
612,Brei::N,दलिया,бутҡа
613,Brot::N,रोटी,икмәк
614,Scheibe::N,कतला,телем
615,Fett::N,वसा,май
616,Fett::N,चरबी,май
617,Butter::N,मक्खन,май
618,Öl::N,तेल,май буяуы
619,Salz::N,नमक,тоҙ
620,Suppe::N,सूप,һурпа
621,Suppe::N,शोरबा,һурпа
622,Honig::N,शहद,бал
623,Milch::N,दूध,һөт
624,Tee::N,चाय,сәй
625,Leder::N,चमड़ा,күн
626,Wolle::N,ऊन,йөн
627,Stoff::N,कपड़ा,туҡыма
628,Nadel::N,सूई,энә
629,Faden::N,डोरा,еп
630,Knopf::N,बटन,төймә
631,Knopf::N,घुंडी,төймә
632,Knoten::N,गाँठ,төйөн
633,Knoten::N,गुत्थी,төйөн
634,Farbe::N,रंग,буяу
635,Farbe::N,वर्ण,буяу
636,Kleidung::N,पहनावा,кейем
637,Hemd::N,कुरता,күлдәк
638,Hemd::N,क़मीज़,күлдәк
639,Kragen::N,गरदनी,яға
640,Kragen::N,गरेबान,яға
641,Ärmel::N,आस्तीन,ең
642,Hose::N,पैंट,салбар
643,Hose::N,पतलून,салбар
644,Gürtel::N,पेटी,ҡайыш
645,Gürtel::N,मेखला,ҡайыш
646,Mütze::N,टोपी,бүрк
647,Schuh::N,जूता,туфли
648,Stiefel::N,बूट,итек
649,Ring::N,अँगूठी,йөҙөк
650,Ring::N,अँगूठी,балдаҡ
651,Band::N,पट्टी,таҫма
652,Kamm::N,कंघी,тараҡ
653,Spiegel::N,आईना,көзгө
654,Spiegel::N,दर्पण,көзгө
655,Riemen::N,तसमा,ҡайыш
656,Riemen::N,पट्टा,ҡайыш
657,Schnur::N,डोरी,бау
658,Schnur::N,सुतली,бау
659,Leine::N,रस्सी,бау
660,Decke::N,रज़ाई,одеяд
661,Kissen::N,तकिया,мендәр
662,Kissen::N,गाद्दा,мендәр
663,Tuch::N,रूमाल,яулыҡ
664,Tuch::N,वस्त्र,яулыҡ
665,Handtuch::N,अँगोछा,таҫтамал
666,Kraft::N,ज़ोर,көс
667,Kraft::N,शक्ति,көс
668,Stärke::N,बल,көс
669,Stärke::N,ताक़त,көс
670,Gesundheit::N,स्वास्थ्य,һаулыҡ
671,Gesundheit::N,तंदुरुस्ती,һаулыҡ
672,Krankheit::N,रोग,сир
673,Krankheit::N,रोग,ауырыу
674,Krankheit::N,बीमारी,сир
675,Krankheit::N,बीमारी,ауырыу
676,Schmerz::N,दर्द,һыҙлау
677,Schmerz::N,दर्द,әрнеү
678,Schmerz::N,पीड़ा,һыҙлау
679,Schmerz::N,पीड़ा,әрнеү
680,Wunde::N,घाव,йәрәхәт
681,Wunde::N,ज़ख़्म,йәрәхәт
682,Fieber::N,ज्वर,тапма
683,Fieber::N,ज्वर,биҙгәк
684,Fieber::N,बुख़ार,тапма
685,Fieber::N,बुख़ार,биҙгәк
686,Arznei::N,दवा,дарыу
687,Arznei::N,औषाधि,дарыу
688,Brücke::N,पुल,күпер
689,Brücke::N,सेतु,күпер
690,Brunnen::N,कुआँ,ҡоҙоҡ
691,Weide::N,चरागाह,көтөүлек
692,Pfad::N,पथ,һуҡмаҡ
693,Pfad::N,पगडंडी,һуҡмаҡ
694,Weg::N,मार्ग,юл
695,Straße::N,राह,урам
696,Straße::N,रास्ता,урам
697,Dorf::N,गाँव,ауыл
698,Dorf::N,ग्राम,ауыл
699,Stadt::N,शहर,ҡала
700,Brief::N,ख़त,хат
701,Brief::N,पत्र,хат
702,Brief::N,चिट्ठी,хат
703,Buch::N,किताब,китап
704,Buch::N,किताब,кенәгә
705,Buch::N,पुस्तक,китап
706,Buch::N,पुस्तक,кенәгә
707,Buchstabe::N,अक्षर,хәреф
708,Zeitung::N,अख़बार,гәзит
709,Zeitung::N,समाचार-पत्र,гәзит
710,Leben::N,जीवन,йәшәү
711,Leben::N,ज़िंदगी,йәшәү
712,Tod::N,मौत,үлем
