,Concept_ID,cy,ro
145,Rinde::N,rhisgl,scoarță
146,Ast::N,cangen,cracă
147,Ast::N,cangen,creangă
148,Zweig::N,cainc,ramură
149,Zweig::N,cainc,creangă
150,Zweig::N,cangen,ramură
151,Zweig::N,cangen,creangă
152,Blatt::N,deilen,frunză
153,Birke::N,bedwen,mesteacăn
154,Kiefer[Baum]::N,pinwydden,pin
155,Weide[Baum]::N,helygen,salcie
156,Weide[Baum]::N,helygen,răchită
157,Tanne::N,ffynidwydden,brad
158,Horn::N,corn,corn
159,Feder::N,plufyn,pană
160,Fell::N,ffwr,piele
161,Flügel::N,adain,aripă
162,Klaue::N,crafanc,gheară
163,Kralle::N,ewin,labă
164,Kralle::N,ewin,gheară
165,Schwanz::N,cwt,coadă
166,Schwanz::N,cynffon,coadă
167,Ei::N,wy,ou
168,Nest::N,nyth,cuib
169,Bau::N,ffau,bârlog
170,Bau::N,ffau,vizuină
171,Tier::N,anifail,animal
172,Herde::N,praidd,turmă
173,Herde::N,praidd,cireadă
174,Herde::N,diadell,turmă
175,Herde::N,diadell,cireadă
176,Kuh::N,buwch,vacă
177,Bulle::N,tarw,taur
178,Pferd::N,ceffyl,cal
179,Schaf::N,dafad,oaie
180,Schwein::N,mochyn,porc
181,Hund::N,ci,câine
182,Katze::N,cath,pisică
183,Bär::N,arth,urs
184,Eichhörnchen::N,gwiwer,veveriță
185,Elch::N,elc,elan
186,Fuchs::N,cadno,vulpe
187,Hase::N,ysgyfarnog,iepure
188,Maus::N,llygoden,șoarece
189,Wolf::N,blaidd,lup
190,Vogel::N,aderyn,pasăre
191,Schwarm::N,haid,cârd
192,Huhn::N,cyw,găină
193,Hahn::N,ceiliog,cocoș
194,Gans::N,gŵydd,gâscă
195,Adler::N,eryr,vultur
196,Ente::N,hwyad,rață
197,Eule::N,tylluan,bufniță
198,Kranich::N,garan,cocor
199,Kranich::N,crychydd,cocor
200,Krähe::N,brân,cioară
201,Kuckuck::N,cog,cuc
202,Kuckuck::N,cwcw,cuc
203,Schwan::N,alarch,lebădă
204,Fisch::N,pysgod,pește
205,Barsch::N,draenog,biban
206,Hecht::N,penhwyad,știucă
207,Schlange[Tier]::N,neidr,șarpe
208,Wurm::N,abwydyn,vierme
209,Wurm::N,pryf genwair,vierme
210,Spinne::N,cor,păianjen
211,Spinne::N,pryf copyn,păianjen
212,Ameise::N,morgrugyn,furnică
213,Laus::N,lleuen,păduche
214,Mücke::N,gwybedyn,țânțar
215,Fliege::N,cleren,muscă
216,Schmetterling::N,glöyn byw,fluture
217,Schmetterling::N,iâr fach yr haf,fluture
218,Beere::N,aeronen,boabă
219,Apfel::N,afal,măr
220,Pilz::N,madarch,burete
221,Pilz::N,madarch,ciupercă
222,Zwiebel::N,nionyn,ceapă
223,Zwiebel::N,winwnsyn,ceapă
224,Saat::N,had,semănătură
225,Korn::N,grawn,grâu
226,Heu::N,gwair,fân
227,Schale::N,croen,coajă
228,Schale::N,plisgyn,coajă
229,Grube::N,pwll,groapă
230,Grube::N,pydew,groapă
231,Falle::N,magl,cursă
232,Falle::N,magl,capcană
233,Schlinge::N,cwlwm rhedeg,laț
234,Spur::N,ôl,dâră
235,Asche::N,lludw,cenușă
236,Dreck::N,baw,noroi
237,Dreck::N,baw,murdărie
238,Dreck::N,budreddi,noroi
239,Dreck::N,budreddi,murdărie
240,Eisen::N,haearn,fier
241,Gold::N,aur,aur
242,Silber::N,arian,argint
243,Kohle::N,glo,cărbune
244,Glas::N,gwydr,sticlă
245,Lehm::N,clai,lut
246,Lehm::N,clai,humă
247,Sand::N,tywod,nisip
248,Mensch::N,dyn,om
249,Mensch::N,dyn,persoană
250,Mann::N,dyn,om
251,Mann::N,dyn,bărbat
252,Frau::N,merch,femeie
253,Frau::N,gwraig,femeie
254,Kind::N,plentyn,copil
255,Junge::N,hogyn,băiat
256,Junge::N,hogyn,flăcău
257,Junge::N,bachgen,băiat
258,Junge::N,bachgen,flăcău
259,Mädchen::N,merch,fată
260,Mädchen::N,geneth,fată
261,Familie::N,teulu,familie
262,Familie::N,tylwyth,familie
263,Großvater::N,taid,bunic
264,Großvater::N,taid,tată mare
265,Großvater::N,tad-cu,bunic
266,Großvater::N,tad-cu,tată mare
267,Großmutter::N,nain,bunică
268,Großmutter::N,nain,mamă mare
269,Großmutter::N,mam-gu,bunică
270,Großmutter::N,mam-gu,mamă mare
271,Eltern::N,rhieni,părinți
272,Vater::N,tad,tată
273,Vater::N,tad,părinte
274,Mutter::N,mam,mamă
275,Sohn::N,mab,fiu
276,Sohn::N,mab,fecior
277,Tochter::N,merch,fiică
278,Bruder::N,brawd,frate
279,Schwester::N,chwaer,soră
280,Onkel::N,ewythr,unchi
281,Tante::N,modryb,mătușă
282,Ehemann::N,gŵr,soț
283,Ehemann::N,gŵr,bărbat
284,Ehefrau::N,gwraig,soție
285,Freude::N,gorfoledd,bucurie
286,Gelächter::N,chwerthin,râset
287,Glück::N,hapusrwydd,fericire
288,Kummer::N,galar,mâhnire
289,Wunsch::N,dymuniad,dorință
290,Wunsch::N,dymuniad,deziderat
291,Lust::N,chwant,poftă
292,Lust::N,chwant,înclinare
293,Geist::N,ysbryd,duh
294,Geist::N,ysbryd,minte
295,Geist::N,ysbryd,suflet
296,Gedanke::N,meddwl,gând
297,Gedanke::N,meddwl,cuget
298,Gedächtnis::N,cof,memorie
299,Verstand::N,meddwl,minte
300,Verstand::N,meddwl,intelect
301,Sinn::N,ystyr,sens
302,Sinn::N,ystyr,înțeles
303,Grund::N,achos,cauză
304,Grund::N,achos,pricină
305,Grund::N,rheswm,cauză
306,Grund::N,rheswm,pricină
307,Wahrheit::N,gwir,adevăr
308,Wahrheit::N,gwirionedd,adevăr
309,Gespräch::N,sgwrs,convorbire
310,Gespräch::N,sgwrs,conversație
311,Märchen::N,chwedl werin,basm
312,Märchen::N,chwedl werin,poveste
313,Erzählung::N,stori,poveste
314,Nachricht::N,neges,veste
315,Neuigkeit::N,newydd,noutate
316,Neuigkeit::N,newydd,actualitate
317,Name::N,enw,nume
318,Rätsel::N,pos,ghicitoare
319,Rede::N,araith,discurs
320,Sprache::N,iaith,limbă
321,Sprache::N,iaith,limbaj
322,Stimme::N,llais,glas
323,Wort::N,gair,cuvânt
324,Zeichen::N,arwydd,semn
325,Zeichen::N,arwydd,semnal
326,Ruf::N,galwad,chemare
327,Lärm::N,trwst,zgomot
328,Lärm::N,trwst,tărăboi
329,Laut::N,sain,sunet
330,Ton::N,tôn,ton
331,Lied::N,cân,cântec
332,Ruhe::N,tawelwch,odihnă
333,Ruhe::N,tawelwch,liniște
334,Leute::N,pobl,lume
335,Leute::N,pobl,oameni
336,Volk::N,pobl,popor
337,Volk::N,pobl,națiune
338,Arbeit::N,gwaith,lucru
339,Gast::N,gwestai,musafir
340,Geschenk::N,rhodd,dar
341,Geschenk::N,rhodd,cadou
342,Geschenk::N,anrheg,dar
343,Geschenk::N,anrheg,cadou
344,Spiel::N,chwarae,joc
345,Gesellschaft::N,cwmni,societate
346,Hilfe::N,cymorth,ajutor
347,Freund::N,cyfaill,amic
348,Freund::N,cyfaill,prieten
349,Kamerad::N,cydymaith,tovarăș
350,Angelegenheit::N,pwnc,afacere
351,Anzahl::N,cyfrif,număr
352,Anzahl::N,cyfrif,cantitate
353,Art::N,bath,fel
354,Art::N,bath,specie
355,Stück::N,darn,bucată
356,Teil::N,rhan,parte
357,Teil::N,rhan,porție
358,Hälfte::N,hanner,jumătate
359,Kreis::N,cylch,cerc
360,Kreuz::N,croes,cruce
361,Linie::N,llinell,linie
362,Strich::N,strôc,linie
363,Strich::N,strôc,trăsătură
364,Strich::N,trawiad,linie
365,Strich::N,trawiad,trăsătură
366,Abstand::N,bwlch,distanță
367,Abstand::N,bwlch,depărtare
368,Abstand::N,pellter,distanță
369,Abstand::N,pellter,depărtare
370,Entfernung::N,pellter,distanță
371,Entfernung::N,pellter,depărtare
372,Gegend::N,cylch,regiune
373,Platz::N,lle,loc
374,Ort::N,lle,loc
375,Seite::N,ochr,latură
376,Mitte::N,canol,centru
377,Gegenstand::N,eitem,obiect
378,Sache::N,peth,lucru
379,Sache::N,peth,chestie
380,Rand::N,cwr,bordură
381,Rand::N,ymyl,bordură
382,Kante::N,min,muchie
383,Kante::N,min,bordură
384,Kante::N,ymyl,muchie
385,Kante::N,ymyl,bordură
386,Ecke::N,cornel,colț
387,Spitze::N,blaen,vârf
388,Spitze::N,blaen,creștet
389,Ende::N,pen,capăt
390,Loch::N,twll,gaură
391,Winkel::N,congl,colț
392,Muster::N,patrwm,desen
393,Größe::N,maint,mărime
394,Größe::N,maintioli,mărime
395,Länge::N,hyd,lungime
396,Höhe::N,uchder,înălțime
397,Gewicht::N,pwysau,greutate
398,Menge::N,swm,cantitate
399,Menge::N,maint,cantitate
400,Haufen::N,pentwr,grămadă
401,Reihe::N,rhes,șir
402,Reihe::N,rhes,rând
403,Boot::N,cwch,barcă
404,Boot::N,cwch,luntre
405,Ruder::N,rhwyf,vâslă
406,Ruder::N,rhwyf,lopată
407,Schlitten::N,sled,sanie
408,Schlitten::N,car llusg,sanie
409,Ski::N,sgi,schi
410,Lagerfeuer::N,coelcerth,foc de tabără
411,Last::N,llwyth,povară
412,Last::N,llwyth,sarcină
413,Gang::N,tro,mers
414,Gang::N,tro,umblet
415,Schritt::N,cam,pas
416,Norden::N,gogledd,nord
417,Norden::N,gogledd,miazănoapte
418,Süden::N,de,sud
419,Süden::N,de,miazăzi
420,Westen::N,gorllewin,apus
421,Osten::N,dwyrain,est
422,Osten::N,dwyrain,răsărit
423,Holz::N,pren,lemn
424,Brett::N,bwrdd,scândură
425,Brett::N,astell,scândură
426,Platte::N,llech,placă
427,Stütze::N,ateg,proptea
428,Stütze::N,cynhalydd,proptea
429,Stange::N,polyn,bară
430,Stange::N,polyn,prăjină
431,Stock::N,ffon,băț
432,Stock::N,ffon,baston
433,Stock::N,brigyn,băț
434,Stock::N,brigyn,baston
435,Stab::N,ffon,baston
436,Stab::N,ffon,prăjină
437,Rohr::N,pibell,tub
438,Rohr::N,pibell,țeavă
439,Haus::N,tŷ,casă
440,Heim::N,cartref,casă
441,Heim::N,cartref,cămin
442,Ofen::N,stof,sobă
443,Fußboden::N,llawr,podea
444,Fußboden::N,llawr,dușumea
445,Tisch::N,bwrdd,masă
446,Stuhl::N,cadair,scaun
447,Wiege::N,crud,leagăn
448,Bett::N,gwely,pat
449,Regal::N,silff,rafturi
450,Kiste::N,bocs,ladă
451,Kiste::N,bocs,cutie
452,Kiste::N,blwch,ladă
453,Kiste::N,blwch,cutie
454,Fenster::N,ffenestr,fereastră
455,Tür::N,drws,ușă
456,Tor::N,porth,poartă
457,Zaun::N,ffens,gard
458,Dach::N,to,acoperiș
459,Leiter::N,ysgol,scară
460,Besen::N,ysgub,mătură
461,Spaten::N,rhaw,cazma
462,Spaten::N,rhaw,hârleț
463,Schaufel::N,rhaw,lopată
464,Gabel::N,fforc,furculiță
465,Löffel::N,llwy,lingură
466,Messer::N,cyllell,cuțit
467,Nagel::N,hoel,cui
468,Netz::N,gwe,plasă
469,Netz::N,rhwyd,plasă
470,Haken::N,bach,cârlig
471,Griff::N,carn,mâner
472,Schloss::N,clo,lacăt
473,Bild::N,llun,tablou
474,Bild::N,llun,imagine
475,Bild::N,pictiwr,tablou
476,Bild::N,pictiwr,imagine
477,Figur::N,ffigur,chip
478,Figur::N,ffigur,figură
479,Puppe::N,dol,păpușă
480,Beutel::N,cwd,pungă
481,Beutel::N,cwd,săculeț
482,Bündel::N,bwndel,mănunchi
483,Bündel::N,coflaid,mănunchi
484,Tasche::N,cod,geantă
485,Eimer::N,bwced,găleată
486,Eimer::N,cunnog,găleată
487,Deckel::N,caead,capac
488,Geschirr::N,llestri,vase
489,Geschirr::N,llestri,tacâmuri
490,Sack::N,sach,sac
491,Tasse::N,cwpan,ceașcă
492,Topf::N,pot,oală
493,Topf::N,crochan,oală
494,Kessel::N,tegell,cazan
495,Kessel::N,tegell,căldare
496,Essen::N,pryd o fwyd,mâncare
497,Nahrung::N,bwyd,hrană
498,Nahrung::N,bwyd,aliment
499,Speise::N,saig,bucate
500,Speise::N,saig,fel de bucate
501,Fleisch::N,cig,carne
502,Getreide::N,ŷd,cereale
503,Getreide::N,llafur,cereale
504,Brei::N,uwd,pireu
505,Brot::N,bara,pâine
506,Scheibe::N,tafell,felie
507,Scheibe::N,tafell,bucată
508,Fett::N,saim,untură
509,Fett::N,saim,grăsime
510,Fett::N,braster,untură
511,Fett::N,braster,grăsime
512,Butter::N,ymenyn,unt
513,Öl::N,olew,ulei
514,Salz::N,halen,sare
515,Suppe::N,cawl,supă
516,Suppe::N,cawl,ciorbă
517,Honig::N,mêl,miere
518,Milch::N,llaeth,lapte
519,Milch::N,llefrith,lapte
520,Tee::N,te,ceai
521,Leder::N,lledr,piele
522,Wolle::N,gwlân,lână
523,Stoff::N,lliain,stofă
524,Stoff::N,brethyn,stofă
525,Nadel::N,nodwydd,ac
526,Faden::N,edau,ață
527,Faden::N,edefyn,ață
528,Knopf::N,botwm,buton
529,Knoten::N,cwlwm,nod
530,Farbe::N,paent,vopsea
531,Kleidung::N,dillad,haine
532,Kleidung::N,dillad,îmbrăcăminte
533,Kleidung::N,gwisgoedd,haine
534,Kleidung::N,gwisgoedd,îmbrăcăminte
535,Hemd::N,crys,cămașă
536,Kragen::N,coler,guler
537,Ärmel::N,llawes,mânecă
538,Hose::N,trowsus,pantaloni
539,Gürtel::N,gwregys,cordon
540,Mütze::N,cap,șapcă
541,Schuh::N,esgid,gheată
542,Stiefel::N,botasen,cizmă
543,Ring::N,modrwy,inel
544,Ring::N,modrwy,verigă
545,Band::N,rhuban,panglică
546,Band::N,rhuban,șiret
547,Kamm::N,crib,pieptene
548,Spiegel::N,drych,oglindă
549,Riemen::N,strap,curea
550,Schnur::N,llinyn,funie
551,Schnur::N,llinyn,sfoară
552,Leine::N,tennyn,lesă
553,Leine::N,tennyn,curea
554,Decke::N,blanced,pătură
555,Decke::N,gwrthban,pătură
556,Kissen::N,clustog,pernă
557,Kissen::N,gobennydd,pernă
558,Tuch::N,sgarff,batic
559,Handtuch::N,tywel,prosop
560,Handtuch::N,tywel,ștergar
561,Handtuch::N,lliain sychu,prosop
562,Handtuch::N,lliain sychu,ștergar
563,Kraft::N,grym,forță
564,Kraft::N,grym,putere
565,Stärke::N,nerth,tărie
566,Stärke::N,nerth,vigoare
567,Stärke::N,cryfder,tărie
568,Stärke::N,cryfder,vigoare
569,Gesundheit::N,iechyd,sănătate
570,Krankheit::N,afiechyd,boală
571,Krankheit::N,afiechyd,maladie
572,Krankheit::N,anhwylder,boală
573,Krankheit::N,anhwylder,maladie
574,Schmerz::N,poen,durere
575,Schmerz::N,gwayw,durere
576,Wunde::N,clwyf,rană
577,Fieber::N,twymyn,febră
578,Arznei::N,meddyginiaeth,leac
579,Arznei::N,meddyginiaeth,medicament
580,Brücke::N,pont,pod
581,Brücke::N,pont,punte
582,Brunnen::N,ffynnon,puț
583,Weide::N,porfa,izlaz
584,Weide::N,porfa,pășune
585,Pfad::N,llwybr,cărare
586,Weg::N,ffordd,drum
587,Straße::N,heol,cale
588,Straße::N,heol,stradă
589,Straße::N,ffordd,cale
590,Straße::N,ffordd,stradă
591,Dorf::N,pentref,sat
592,Stadt::N,tref,oraș
593,Brief::N,llythyr,scrisoare
594,Buch::N,llyfr,carte
595,Buchstabe::N,llythyren,literă
596,Buchstabe::N,llythyren,caracter
597,Zeitung::N,papur newydd,ziar
598,Zeitung::N,papur newydd,gazetă
599,Leben::N,bywyd,viață
600,Tod::N,marwolaeth,moarte
601,Grab::N,bedd,groapă
602,Grab::N,bedd,mormânt
603,Kirche::N,eglwys,biserică
604,Sünde::N,pechod,păcat
605,Gott::N,duw,zeu
606,Arbeiter::N,gweithiwr,muncitor
607,Chef::N,pennaeth,șef
608,Meister::N,meistr,meșter
609,Meister::N,meistr,maestru
610,Arzt::N,meddyg,medic
611,Arzt::N,meddyg,doctor
612,Lehrer::N,athro,profesor
613,Lehrer::N,athro,învățător
614,Geld::N,pres,bani
615,Geld::N,pres,parale
616,Geld::N,arian,bani
617,Geld::N,arian,parale
618,Geschäft::N,busnes,treabă
619,Geschäft::N,busnes,afacere
620,Laden::N,siop,magazin
621,Laden::N,siop,prăvălie
622,Preis::N,pris,preț
623,Ware::N,nwydd,marfă
624,Nutzen::N,elw,folos
625,Nutzen::N,elw,profit
626,Nutzen::N,budd,folos
627,Nutzen::N,budd,profit
628,Reichtum::N,cyfoeth,avuție
629,Reichtum::N,cyfoeth,bogăție
630,Welt::N,byd,lume
631,Land::N,gwlad,țară
632,Staat::N,gwladwriaeth,stat
633,König::N,brenin,rege
634,Macht::N,grym,putere
635,Macht::N,grym,putință
636,Macht::N,awdurdod,putere
637,Macht::N,awdurdod,putință
638,Grenze::N,ffin,hotar
639,Grenze::N,ffin,graniță
640,Grenze::N,ffin,frontieră
641,Grenze::N,goror,hotar
642,Grenze::N,goror,graniță
643,Grenze::N,goror,frontieră
644,Krieg::N,rhyfel,război
645,Feind::N,gelyn,dușman
646,Gewalt::N,ffyrnigrwydd,violență
647,Kampf::N,brwydr,luptă
648,Bogen[Waffe]::N,bwa,arc
649,Pfeil::N,saeth,săgeată
650,Gewehr::N,dryll,armă
651,Gewehr::N,dryll,pușcă
652,Fehler::N,gwall,eroare
653,Fehler::N,gwall,greșeală
654,Fehler::N,camgymeriad,eroare
655,Fehler::N,camgymeriad,greșeală
656,Lüge::N,celwydd,minciună
657,Lüge::N,anwiredd,minciună
658,Schaden::N,niwed,daună
659,Schaden::N,niwed,pagubă
660,Schaden::N,difrod,daună
661,Schaden::N,difrod,pagubă
662,Unglück::N,anffawd,nenorocire
663,Schuld::N,bai,vină
664,Alter::N,oed,etate
665,Alter::N,oed,vârstă
666,Schluss::N,diwedd,sfârșit
667,Zeit::N,amser,timp
668,Zeit::N,amser,vreme
669,Tag::N,dydd,zi
670,Tag::N,diwrnod,zi
671,Morgen::N,bore,dimineață
672,Mittag::N,nawn,prânz
673,Mittag::N,nawn,amiază
674,Abend::N,noswaith,seară
675,Nacht::N,nos,noapte
676,Woche::N,wythnos,săptămână
677,Monat::N,mis,lună
678,Jahr::N,blwyddyn,an
679,Frühling::N,gwanwyn,primăvară
680,Sommer::N,haf,vară
681,Herbst::N,hydref,toamnă
682,Winter::N,gaeaf,iarnă
683,Januar::N,Ionawr,ianuarie
684,Februar::N,Chwefror,februarie
685,März::N,Mawrth,martie
686,April::N,Ebrill,aprilie
687,Mai::N,Mai,mai
688,Juni::N,Mehefin,iunie
689,Juli::N,Gorffennaf,iulie
690,August::N,Awst,august
691,September::N,Medi,septembrie
692,Oktober::N,Hydref,octombrie
693,November::N,Tachwedd,noiembrie
694,Dezember::N,Rhagfyr,decembrie
695,Montag::N,dydd Llun,luni
696,Dienstag::N,dydd Mawrth,marți
697,Mittwoch::N,dydd Mercher,miercuri
698,Donnerstag::N,dydd Iau,joi
699,Freitag::N,dydd Gwener,vineri
700,Samstag::N,dydd Sadwrn,sâmbătă
701,Sonntag::N,dydd Sul,duminică
702,groß::A,mawr,mare
703,klein::A,bach,mic
704,lang::A,hir,lung
705,kurz::A,byr,scurt
706,kurz::A,cwta,scurt
707,breit::A,llydan,lat
708,breit::A,llydan,larg
709,schmal::A,cul,strâmt
710,dicht::A,dwys,des
711,dick[Gegenstand]::A,trwchus,gros
712,dünn::A,tenau,subțire
713,fein::A,main,fin
714,fein::A,main,subțire
715,fest::A,cadarn,tare
716,fest::A,cadarn,solid
717,flach::A,gwastad,șes
718,flach::A,gwastad,plan
719,glatt::A,llyfn,lins
720,hart::A,caled,dur
721,weich::A,meddal,moale
722,rund::A,crwn,rotund
723,rund::A,crwn,circular
724,spitz::A,pigfain,ascuțit
725,scharf::A,miniog,tăios
726,scharf::A,miniog,ascuțit
727,stumpf::A,pŵl,tocit
728,schwer::A,trwm,greu
729,schön::A,teg,frumos
730,schön::A,hardd,frumos
731,schön::A,prydferth,frumos
732,heiß::A,poeth,cald
733,heiß::A,poeth,fierbinte
734,warm::A,twym,cald
735,warm::A,twym,fierbinte
736,warm::A,cynnes,cald
737,warm::A,cynnes,fierbinte
738,kalt::A,oer,rece
739,kühl::A,oeraidd,rece
740,kühl::A,oeraidd,răcoros
741,frisch::A,iach,răcoros
742,frisch::A,iach,proaspăt
743,feucht::A,llaith,umed
744,feucht::A,llaith,jilav
745,nass::A,gwlyb,ud
746,trocken::A,sych,sec
747,trocken::A,sych,uscat
748,voll::A,llawn,plin
749,leer::A,gwag,gol
750,offen::A,agored,deschis
751,geschlossen::A,caead,închis
752,geschlossen::A,caeëdig,închis
753,sauber::A,glân,curat
754,schmutzig::A,budr,murdar
755,schmutzig::A,brwnt,murdar
756,roh::A,amrwd,crud
757,reif::A,aeddfed,copt
758,lecker::A,blasus,gustos
759,lecker::A,danteithiol,gustos
760,süß::A,melys,dulce
761,bitter::A,chwerw,amar
762,sauer::A,sur,acru
763,hell::A,disglair,clar
764,hell::A,disglair,luminos
765,dunkel::A,tywyll,obscur
766,dunkel::A,tywyll,întunecos
767,schwarz::A,du,negru
768,weiß::A,gwyn,alb
769,rot::A,coch,roșu
770,gelb::A,melyn,galben
771,blau::A,glas,albastru
772,grün::A,gwyrdd,verde
773,grau::A,llwyd,gri
774,grau::A,llwyd,cenușiu
775,bunt::A,lliwgar,colorat
776,billig::A,rhad,ieftin
777,teuer::A,drud,scump
778,wertvoll::A,gwerthfawr,prețios
779,blind::A,dall,orb
780,taub::A,byddar,surd
781,kräftig::A,nerthol,tare
782,kräftig::A,nerthol,forte
783,kräftig::A,nerthol,robust
784,kräftig::A,grymus,tare
785,kräftig::A,grymus,forte
786,kräftig::A,grymus,robust
787,stark::A,cryf,viguros
788,stark::A,cryf,puternic
789,stark::A,cadarn,viguros
790,stark::A,cadarn,puternic
791,schwach::A,gwan,slab
792,schwach::A,gwan,debil
793,fett::A,tew,gras
794,schlank::A,main,zvelt
795,hübsch::A,tlws,drăguț
796,böse::A,drwg,rău
797,böse::A,drwg,răutăcios
798,dumm::A,twp,nerod
799,dumm::A,twp,tâmpit
800,faul::A,diog,leneș
801,fleißig::A,dyfal,harnic
802,fleißig::A,dyfal,sârguincios
803,geizig::A,crintach,calic
804,geizig::A,crintach,zgârcit
805,geizig::A,cybyddlyd,calic
806,geizig::A,cybyddlyd,zgârcit
807,klug::A,deallus,isteț
808,klug::A,deallus,deștept
809,geschickt::A,medrus,dibaci
810,geschickt::A,deheuig,dibaci
811,lieb::A,hoff,drag
812,lieb::A,hoff,iubit
813,lieb::A,annwyl,drag
814,lieb::A,annwyl,iubit
815,lustig::A,llon,vesel
816,sanft::A,mwyn,blând
817,sanft::A,mwyn,blajin
818,hungrig::A,newynog,flămând
819,krank::A,sâl,bolnav
