,Concept_ID,ps,hi
177,Moor::N,جبه,झाबर
178,Moor::N,جبه,धँसान
179,Wiese::N,چمن,घास-स्थल
180,Wiese::N,شنېلی,घास-स्थल
181,Wald::N,ځنګل,जंगल
182,Hügel::N,تپه,टीला
183,Hügel::N,تپه,पहाड़
184,Anhöhe::N,غونډۍ,टीला
185,Anhöhe::N,غونډۍ,पहाड़ी
186,Berg::N,غ‍‍‍‍‍ر,पहाड़
187,Gipfel::N,څوکه,शिखर
188,Höhle::N,کاز,गुहा
189,Höhle::N,کاز,गुफ़ा
190,Abhang::N,لمن,ढाल
191,Abhang::N,لمن,ढलान
192,Quelle::N,چینه,चश्मा
193,Bach::N,واله,सोता
194,Bach::N,واله,नदिका
195,Fluss::N,سیند,नदी
196,Fluss::N,سیند,सरिता
197,Ufer::N,غاړه,तट
198,Ufer::N,غاړه,किनारा
199,Küste::N,ساحل,समुद्र-तट
200,Festland::N,وچه,महाद्वीप
201,Meer::N,بحر,सागर
202,Meer::N,بحر,समुद्र
203,Meer::N,سمندر,सागर
204,Meer::N,سمندر,समुद्र
205,Bucht::N,کارۍ,खाड़ी
206,Insel::N,ټاپو,टापू
207,Insel::N,ټاپو,द्वीप
208,Insel::N,جزيره,टापू
209,Insel::N,جزيره,द्वीप
210,Blume::N,ګل,फूल
211,Blume::N,ګل,पुष्प
212,Gras::N,واښه,घास
213,Wurzel::N,ریښه,मूल
214,Baum::N,ونه,पेड़
215,Baum::N,ونه,वृक्ष
216,Stamm::N,ډډ,धड़
217,Rinde::N,پوستکی,छाल
218,Rinde::N,پوستکی,वल्कल
219,Ast::N,ښاخ,डाल
220,Ast::N,ښاخ,शाखा
221,Zweig::N,څانګه,टहनी
222,Blatt::N,پاڼه,पत्र
223,Blatt::N,پاڼه,पत्ता
224,Birke::N,توس,भूर्ज
225,Kiefer[Baum]::N,نښتر,पाइन-वृक्ष
226,Weide[Baum]::N,وله,बेंत
227,Tanne::N,ناجو,फ़र
228,Horn::N,ښکر,सींग
229,Horn::N,ښکر,विषाण
230,Feder::N,بڼکه,पर
231,Feder::N,بڼکه,पंख
232,Fell::N,پوستکی,खाल
233,Fell::N,پوستکی,पशु-चर्म
234,Flügel::N,وزر,पंख
235,Flügel::N,وزر,डैना
236,Klaue::N,پنجه,पंजा
237,Klaue::N,منګول,पंजा
238,Kralle::N,پنجه,पंजा
239,Kralle::N,پنجه,नाख़ून
240,Kralle::N,منګول,पंजा
241,Kralle::N,منګول,नाख़ून
242,Schwanz::N,لکۍ,पूँछ
243,Ei::N,وۍ,अंडा
244,Ei::N,هګۍ,अंडा
245,Nest::N,جاله,नीड़
246,Nest::N,جاله,घोंसला
247,Bau::N,کاز,बिल
248,Bau::N,کاز,माँद
249,Tier::N,ژوی,पशु
250,Tier::N,ژوی,जानवर
251,Tier::N,حیوان,पशु
252,Tier::N,حیوان,जानवर
253,Herde::N,رمه,गल्ला
254,Herde::N,غېله,गल्ला
255,Kuh::N,غوا,गौ
256,Kuh::N,غوا,गाय
257,Bulle::N,غوئی,साँड़
258,Pferd::N,آس,अश्व
259,Pferd::N,آس,घोड़ा
260,Schaf::N,پسه,भेड़
261,Schwein::N,سرکوزی,शूकर
262,Hund::N,سپی,श्वान
263,Hund::N,سپی,कुत्ता
264,Katze::N,پشه,बिल्ली
265,Bär::N,خرس,रीछ
266,Bär::N,خرس,भालू
267,Eichhörnchen::N,خړ لمی,गिलहरी
268,Elch::N,ګوزن,एल्क
269,Fuchs::N,سپلم,लोमड़ी
270,Hase::N,سوی,खरहा
271,Hase::N,سوی,ख़रगोश
272,Maus::N,مږک,मूष
273,Maus::N,مږک,चूहा
274,Wolf::N,لېوه,वृक
275,Wolf::N,لېوه,भेड़िया
276,Vogel::N,مرغه,पक्षी
277,Vogel::N,مرغه,चिड़िया
278,Schwarm::N,سېل,झुंड
279,Huhn::N,چرګه,मुर्ग़ी
280,Hahn::N,چرګ,मुर्ग़ा
281,Gans::N,بته,हंस
282,Gans::N,بته,हंसिनी
283,Adler::N,عقاب,उक़ाब
284,Ente::N,ایلۍ,बतख़
285,Ente::N,ایلۍ,बत्तक
286,Eule::N,ګونګی,उल्लू
287,Kranich::N,کلنګ,सारस
288,Kranich::N,کلنګ,क्रौंंच
289,Krähe::N,کارغه,काक
290,Kuckuck::N,فاخته,कोयल
291,Kuckuck::N,فاخته,कोकिल
292,Schwan::N,قو,हंस
293,Schwan::N,قو,मराल
294,Fisch::N,کب,मछली
295,Fisch::N,کب,मत्स्य
296,Fisch::N,ماهی,मछली
297,Fisch::N,ماهی,मत्स्य
298,Schlange[Tier]::N,مار,सर्प
299,Wurm::N,چینجی,कृमि
300,Wurm::N,چینجی,कीड़ा
301,Spinne::N,غڼه,लूता
302,Spinne::N,غڼه,मकड़ी
303,Spinne::N,تارکښ,लूता
304,Spinne::N,تارکښ,मकड़ी
305,Ameise::N,مېږی,चींटी
306,Laus::N,سپږه,जूँ
307,Mücke::N,ماشی,डाँस
308,Fliege::N,مچ,मक्खी
309,Fliege::N,مچ,मक्षिका
310,Schmetterling::N,پتنګ,तितली
311,Beere::N,مېوۍ,बेरी
312,Apfel::N,مڼه,सेब
313,Pilz::N,خرېړی,खुंबी
314,Zwiebel::N,پیاز,प्याज़
315,Saat::N,تخم,बीज
316,Korn::N,تخم,दाना
317,Korn::N,دانه,दाना
318,Heu::N,بوس,मूखी घास
319,Heu::N,پروړه,मूखी घास
320,Schale::N,پوستکی,बकला
321,Schale::N,پوستکی,छिलका
322,Grube::N,کنده,गड्ढा
323,Falle::N,دام,जाल
324,Falle::N,دام,फँदा
325,Falle::N,لومه,जाल
326,Falle::N,لومه,फँदा
327,Schlinge::N,کړۍ,फँदा
328,Spur::N,نښه,सुराग़
329,Spur::N,نښه,पद-चिह्न
330,Asche::N,آس,राख
331,Asche::N,ایره,राख
332,Dreck::N,ناپاکي,मैल
333,Dreck::N,ناپاکي,गंदगी
334,Eisen::N,اوسپنه,लोहा
335,Gold::N,سره زر,सोना
336,Gold::N,سره زر,स्वर्ण
337,Silber::N,نقره,रजत
338,Silber::N,نقره,चाँदी
339,Silber::N,سپین زر,रजत
340,Silber::N,سپین زر,चाँदी
341,Kohle::N,سکور,कोयला
342,Kohle::N,سکاره,कोयला
343,Glas::N,ښيښه,काँच
344,Lehm::N,خټه,चिकनी मिट्टी
345,Sand::N,شګه,रेत
346,Sand::N,شګه,बालू
347,Mensch::N,انسان,मानव
348,Mensch::N,انسان,इनसान
349,Mensch::N,انسان,मनुष्य
350,Mann::N,سړی,आदमी
351,Mann::N,سړی,पुरुष
352,Mann::N,نارینه,आदमी
353,Mann::N,نارینه,पुरुष
354,Frau::N,ښځه,औरत
355,Frau::N,ښځه,महिला
356,Frau::N,ښځه,स्त्री
357,Kind::N,بچی,बाल
358,Kind::N,بچی,बच्चा
359,Kind::N,ماشوم,बाल
360,Kind::N,ماشوم,बच्चा
361,Junge::N,هلک,लड़का
362,Mädchen::N,نجلۍ,लड़की
363,Mädchen::N,نجلۍ,कुमारी
364,Familie::N,کورنۍ,परिवार
365,Großvater::N,بابا,दादा
366,Großmutter::N,انا,नानी
367,Eltern::N,مور او پلار,माँ-बाप
368,Eltern::N,مور او پلار,माता-पिता
369,Vater::N,پلار,बाप
370,Vater::N,پلار,पिता
371,Mutter::N,مور,माँ
372,Mutter::N,مور,माता
373,Sohn::N,زوی,बेटा
374,Sohn::N,زوی,पुत्र
375,Tochter::N,لور,बेटी
376,Tochter::N,لور,पुत्री
377,Bruder::N,ورور,भाई
378,Bruder::N,ورور,भ्राता
379,Schwester::N,خور,बहन
380,Schwester::N,خور,भगिनी
381,Onkel::N,تره,ताऊ
382,Onkel::N,تره,काका
383,Onkel::N,ماما,ताऊ
384,Onkel::N,ماما,काका
385,Tante::N,خاله,बूआ
386,Tante::N,خاله,फूफी
387,Tante::N,خاله,ख़ाला
388,Ehemann::N,مېړه,पति
389,Ehemann::N,مېړه,शौहर
390,Ehefrau::N,مېرمن,बीवी
391,Freude::N,خوشحالي,आनंद
392,Freude::N,خوشحالي,प्रसन्नता
393,Gelächter::N,خندا,हँसी
394,Gelächter::N,خندا,क़हक़हा
395,Glück::N,بخت,आनंद
396,Glück::N,بخت,ख़ुशी
397,Kummer::N,غم,शोक
398,Kummer::N,غم,दुःख
399,Wunsch::N,هيله,इच्छा
400,Wunsch::N,هيله,अभिलाषा
401,Wunsch::N,غوښتنه,इच्छा
402,Wunsch::N,غوښتنه,अभिलाषा
403,Lust::N,شوق,चाह
404,Lust::N,شوق,कामना
405,Lust::N,مینه,चाह
406,Lust::N,مینه,कामना
407,Geist::N,روح,जान
408,Geist::N,روح,प्राण
409,Gedanke::N,فکر,विचार
410,Gedächtnis::N,یاد,याददाश्त
411,Gedächtnis::N,یاد,स्मरण-शक्ति
412,Gedächtnis::N,حافظه,याददाश्त
413,Gedächtnis::N,حافظه,स्मरण-शक्ति
414,Verstand::N,عقل,समझ
415,Verstand::N,عقل,अक़्ल
416,Verstand::N,عقل,बुद्धि
417,Verstand::N,شعور,समझ
418,Verstand::N,شعور,अक़्ल
419,Verstand::N,شعور,बुद्धि
420,Sinn::N,معنی,अर्थ
421,Grund::N,علت,वजह
422,Grund::N,علت,कारण
423,Grund::N,اساس,वजह
424,Grund::N,اساس,कारण
425,Wahrheit::N,حقیقت,सत्य
426,Wahrheit::N,حقیقت,सच्चाई
427,Gespräch::N,مرکه,चर्चा
428,Gespräch::N,مرکه,वार्ता
429,Gespräch::N,مرکه,बात-चीत
430,Gespräch::N,خبرې اترې,चर्चा
431,Gespräch::N,خبرې اترې,वार्ता
432,Gespräch::N,خبرې اترې,बात-चीत
433,Märchen::N,افسانه,क़िस्सा
434,Erzählung::N,قصه,कथा
435,Erzählung::N,قصه,कहानी
436,Erzählung::N,کیسه,कथा
437,Erzählung::N,کیسه,कहानी
438,Nachricht::N,خبر,सूचना
439,Nachricht::N,خبر,समाचार
440,Neuigkeit::N,نوی خبر,ख़बर
441,Neuigkeit::N,نوی خبر,समाचार
442,Name::N,نوم,नाम
443,Rätsel::N,کیسۍ,पहेली
444,Rätsel::N,چیستان,पहेली
445,Rede::N,وینا,वचन
446,Rede::N,وینا,भाषण
447,Sprache::N,ژبه,भाषा
448,Sprache::N,ژبه,ज़बान
449,Stimme::N,غږ,स्वर
450,Stimme::N,غږ,आवाज़
451,Stimme::N,اواز,स्वर
452,Stimme::N,اواز,आवाज़
453,Wort::N,لغت,शब्द
454,Wort::N,لغت,लफ़्ज़
455,Wort::N,کلمه,शब्द
456,Wort::N,کلمه,लफ़्ज़
457,Zeichen::N,نښه,निशान
458,Zeichen::N,اشاره,निशान
459,Ruf::N,ږغ,पुकार
460,Ruf::N,ږغ,आह्वान
461,Ruf::N,بلنه,पुकार
462,Ruf::N,بلنه,आह्वान
463,Lärm::N,غالمغال,शोर
464,Lärm::N,غالمغال,हुल्लड़
465,Laut::N,ږغ,स्वर
466,Laut::N,ږغ,ध्वनि
467,Ton::N,اواز,सुर
468,Ton::N,اواز,स्वर
469,Lied::N,غزله,गीत
470,Lied::N,سندره,गीत
471,Ruhe::N,ارامي,आराम
472,Ruhe::N,ارامي,ख़ामोशी
473,Leute::N,خلک,लोग
474,Volk::N,ولس,क़ौम
475,Volk::N,ولس,प्रजा
476,Arbeit::N,کار,काम
477,Gast::N,مېلمه,अतिथि
478,Gast::N,مېلمه,मेहमान
479,Geschenk::N,تحفه,उपहार
480,Geschenk::N,تحفه,तोहफ़ा
481,Geschenk::N,سوغات,उपहार
482,Geschenk::N,سوغات,तोहफ़ा
483,Spiel::N,لوبه,खेल
484,Spiel::N,لوبه,क्रीड़ा
485,Gesellschaft::N,ډله,साथ
486,Hilfe::N,کومک,मदद
487,Hilfe::N,کومک,सहायता
488,Hilfe::N,مرسته,मदद
489,Hilfe::N,مرسته,सहायता
490,Freund::N,ملګری,मित्र
491,Kamerad::N,انډيوال,साथी
492,Kamerad::N,انډيوال,कामरेड
493,Angelegenheit::N,موضوع,बात
494,Angelegenheit::N,موضوع,मामला
495,Anzahl::N,شمېر,तादाद
496,Anzahl::N,شمېر,संख्या
497,Anzahl::N,تعداد,तादाद
498,Anzahl::N,تعداد,संख्या
499,Art::N,ډول,तरह
500,Art::N,ډول,क़िस्म
501,Stück::N,ټوټه,फाँक
502,Stück::N,ټوټه,टुकड़ा
503,Teil::N,برخه,भाग
504,Teil::N,برخه,हिस्सा
505,Hälfte::N,نیم,अर्धभाग
506,Kreis::N,دایره,चक्कर
507,Kreuz::N,صلیب,सलीब
508,Kreuz::N,صلیب,क्रूस
509,Linie::N,خط,लाइन
510,Linie::N,لیکه,लाइन
511,Strich::N,کرښه,लकीर
512,Abstand::N,فاصله,अंतर
513,Abstand::N,فاصله,फ़ासला
514,Entfernung::N,واټن,दूरी
515,Entfernung::N,واټن,फ़ासला
516,Gegend::N,سیمه,इलाक़ा
517,Gegend::N,منطقه,इलाक़ा
518,Platz::N,ځای,जगह
519,Platz::N,ځای,स्थान
520,Ort::N,ځای,स्थल
521,Ort::N,ځای,स्थान
522,Seite::N,مخ,ओर
523,Seite::N,مخ,तरफ़
524,Seite::N,اړخ,ओर
525,Seite::N,اړخ,तरफ़
526,Mitte::N,وسط,बीच
527,Mitte::N,وسط,मध्य
528,Mitte::N,مینځ,बीच
529,Mitte::N,مینځ,मध्य
530,Gegenstand::N,شی,चीज़
531,Gegenstand::N,شی,पदार्थ
532,Sache::N,شی,चीज़
533,Sache::N,شی,वस्तु
534,Sache::N,څيز,चीज़
535,Sache::N,څيز,वस्तु
536,Rand::N,څنډه,छोर
537,Rand::N,څنډه,उपांत
538,Rand::N,کناره,छोर
539,Rand::N,کناره,उपांत
540,Kante::N,اړخ,कोर
541,Kante::N,اړخ,किनारा
542,Ecke::N,ګوټ,कोना
543,Ecke::N,ګوټ,नुक्कड़
544,Spitze::N,څوکه,नोक
545,Ende::N,څوکه,छोर
546,Ende::N,څوکه,सिरा
547,Loch::N,سوری,छेद
548,Loch::N,سوری,सूराख़
549,Winkel::N,کنج,कोण
550,Winkel::N,کنج,कोना
551,Winkel::N,کوتی,कोण
552,Winkel::N,کوتی,कोना
553,Muster::N,نمونه,नमूना
554,Muster::N,نمونه,डिज़ाइन
555,Größe::N,قد,परिमाण
556,Größe::N,قد,विस्तार
557,Größe::N,لويوالی,परिमाण
558,Größe::N,لويوالی,विस्तार
559,Länge::N,طول,लंबाई
560,Länge::N,اوږد والی,लंबाई
561,Höhe::N,جګوالی,ऊँचाई
562,Höhe::N,جګوالی,उच्चता
563,Gewicht::N,وزن,भार
564,Gewicht::N,وزن,वज़न
565,Menge::N,اندازه,मात्रा
566,Haufen::N,کوټه,ढेर
567,Haufen::N,کوټه,अंबार
568,Reihe::N,صف,क़तार
569,Reihe::N,صف,पंक्ति
570,Reihe::N,کتار,क़तार
571,Reihe::N,کتار,पंक्ति
572,Boot::N,قايق,नाव
573,Boot::N,قايق,नौका
574,Ruder::N,چپه,चप्पू
575,Schlitten::N,ښویېدونی,बर्फ़-गाड़ी
576,Ski::N,سکي,स्की
577,Lagerfeuer::N,اور,अलाव
578,Lagerfeuer::N,اور,कैंप-फ़ायर
579,Last::N,بار,भार
580,Last::N,پېټی,भार
581,Gang::N,تګ,चाल
582,Schritt::N,ګام,डग
583,Schritt::N,ګام,क़दम
584,Norden::N,شمال,उत्तर
585,Süden::N,سوېل,दक्खिन
586,Westen::N,لوېدېځ,पश्चिम
587,Osten::N,شرق,पूरब
588,Osten::N,ختیځ,पूरब
589,Holz::N,لرګی,काठ
590,Holz::N,لرګی,काष्ठ
591,Brett::N,تخته,पटरा
592,Brett::N,تخته,तख़्ता
593,Platte::N,تخته,फलक
594,Platte::N,تخته,तख़्ता
595,Stütze::N,تکیوان,टेक
596,Stütze::N,تکیوان,थूनी
597,Stange::N,ډاګه,छड़
598,Stange::N,ډاګه,बाँस
599,Stock::N,لرګی,लाठी
600,Stab::N,چيخله,लग्गा
601,Rohr::N,نل,नल
602,Haus::N,کور,घर
603,Haus::N,کور,मकान
604,Heim::N,کور,घर
605,Heim::N,کور,गृह
606,Ofen::N,تودنۍ,चूल्हा
607,Fußboden::N,غولی,फ़र्श
608,Tisch::N,مېز,मेज़
609,Stuhl::N,چوکۍ,कुरसी
610,Wiege::N,زانګو,पालना
611,Wiege::N,زانګو,हिंडोला
612,Bett::N,کټ,खाट
613,Bett::N,کټ,पलंग
614,Bett::N,چپرکټ,खाट
615,Bett::N,چپرکټ,पलंग
616,Regal::N,تاخچۍ,शेल्फ़
617,Kiste::N,صندوق,पेटी
618,Kiste::N,صندوق,डिब्बा
619,Fenster::N,کړکۍ,खिड़की
620,Tür::N,دروازه,द्वार
621,Tür::N,دروازه,दरवाज़ा
622,Tor::N,دروازه,फाटक
623,Zaun::N,کټاره,बाड़ा
624,Dach::N,بام,छत
625,Dach::N,بام,छप्पर
626,Leiter::N,زينه,सीढ़ी
627,Besen::N,جارو,झाड़ू
628,Besen::N,جارو,बुहारी
629,Spaten::N,یوم,कुदाल
630,Schaufel::N,بېلچه,बेलचा
631,Schaufel::N,بېلچه,फावड़ा
632,Gabel::N,پنجه,काँटा
633,Löffel::N,کاشوغه,चम्मच
634,Messer::N,چاقو,छुरा
635,Messer::N,چاقو,चाक़ू
636,Nagel::N,ميخ,कील
637,Nagel::N,ميخ,मेख़
638,Netz::N,جال,जाल
639,Haken::N,څنګک,अंकुश
640,Griff::N,لاستی,मूठ
641,Griff::N,لاستی,हत्था
642,Schloss::N,کلپ,ताला
643,Bild::N,رسم,चित्र
644,Figur::N,قدوقامت,मूर्ति
645,Puppe::N,ګوډۍ,पुतली
646,Puppe::N,ګوډۍ,गुड़िया
647,Beutel::N,کڅوړه,झोला
648,Bündel::N,دسته,पुलिंदा
649,Tasche::N,بکس,बेग
650,Tasche::N,بکس,बस्ता
651,Tasche::N,توبره,बेग
652,Tasche::N,توبره,बस्ता
653,Eimer::N,سطل,बाल्टी
654,Deckel::N,سرپوښ,ढक्कन
655,Geschirr::N,لوښی,बरतन-भाँड़े
656,Sack::N,جوال,बोरा
657,Tasse::N,پیاله,प्याला
658,Topf::N,دېګی,देग़चा
659,Kessel::N,دېګ,देग़
660,Kessel::N,دېګ,बटलोई
661,Essen::N,خوراک,खाना
662,Nahrung::N,خوراک,भोजन
663,Speise::N,خواړه,खाना
664,Speise::N,خواړه,व्यंजन
665,Fleisch::N,غوښه,मांस
666,Fleisch::N,غوښه,गोश्त
667,Getreide::N,غله,अनाज
668,Brei::N,اوګره,भरता
669,Brei::N,اوګره,दलिया
670,Brot::N,ډوډۍ,रोटी
671,Scheibe::N,مړۍ,कतला
672,Fett::N,غوړي,वसा
673,Fett::N,غوړي,चरबी
674,Butter::N,کوچ,मक्खन
675,Öl::N,تېل,तेल
676,Salz::N,مالګه,नमक
677,Suppe::N,شوربا,सूप
678,Suppe::N,شوربا,शोरबा
679,Honig::N,شات,शहद
680,Milch::N,شوده,दूध
681,Tee::N,چای,चाय
682,Leder::N,څرمن,चमड़ा
683,Wolle::N,پشم,ऊन
684,Stoff::N,ټوټه,कपड़ा
685,Nadel::N,ستن,सूई
686,Faden::N,تار,डोरा
687,Knopf::N,تڼۍ,बटन
688,Knopf::N,تڼۍ,घुंडी
689,Knopf::N,تکمه,बटन
690,Knopf::N,تکمه,घुंडी
691,Knoten::N,غوټه,गाँठ
692,Knoten::N,غوټه,गुत्थी
693,Farbe::N,رنګ,रंग
694,Farbe::N,رنګ,वर्ण
695,Kleidung::N,کالي,पहनावा
696,Hemd::N,کميس,कुरता
697,Hemd::N,کميس,क़मीज़
698,Kragen::N,غاړه,गरदनी
699,Kragen::N,غاړه,गरेबान
700,Ärmel::N,لستوڼی,आस्तीन
701,Hose::N,پطلون,पैंट
702,Hose::N,پطلون,पतलून
703,Gürtel::N,کمربند,पेटी
704,Gürtel::N,کمربند,मेखला
705,Mütze::N,خولۍ,टोपी
706,Schuh::N,بوټ,जूता
707,Stiefel::N,موزه,बूट
708,Ring::N,ګوته,अँगूठी
709,Band::N,فيته,पट्टी
710,Kamm::N,ګمنځ,कंघी
711,Spiegel::N,ایینه,आईना
712,Spiegel::N,ایینه,दर्पण
713,Spiegel::N,هنداره,आईना
714,Spiegel::N,هنداره,दर्पण
715,Riemen::N,تسمه,तसमा
716,Riemen::N,تسمه,पट्टा
717,Schnur::N,مزی,डोरी
718,Schnur::N,مزی,सुतली
719,Leine::N,رسۍ,रस्सी
720,Decke::N,بړستن,रज़ाई
721,Kissen::N,بالښت,तकिया
722,Kissen::N,بالښت,गाद्दा
723,Tuch::N,ټیکری,रूमाल
724,Tuch::N,ټیکری,वस्त्र
725,Handtuch::N,دسمال,अँगोछा
726,Kraft::N,زور,ज़ोर
727,Kraft::N,زور,शक्ति
728,Kraft::N,توان,ज़ोर
729,Kraft::N,توان,शक्ति
730,Stärke::N,قوت,बल
731,Stärke::N,قوت,ताक़त
732,Gesundheit::N,صحت,स्वास्थ्य
733,Gesundheit::N,صحت,तंदुरुस्ती
734,Gesundheit::N,روغتیا,स्वास्थ्य
