,Concept_ID,se,uk
2071,Gewicht::N,deaddu,вага
2072,Gewicht::N,tiäd'du,вага
2073,Gewicht::N,teäd'd,вага
2074,Gewicht::N,тя̄ннт,вага
2075,Gewicht::N,вӣссь,вага
2076,Menge::N,mierie,кількість
2077,Menge::N,ållo,кількість
2078,Menge::N,mearri,кількість
2079,Menge::N,doahkki,кількість
2080,Menge::N,meeṛi,кількість
2081,Menge::N,tukk,кількість
2082,Menge::N,mie´rr,кількість
2083,Menge::N,туххк,кількість
2084,Menge::N,ла̄ннҍт,кількість
2085,Haufen::N,deava,купа
2086,Haufen::N,håevkie,купа
2087,Haufen::N,hårre,купа
2088,Haufen::N,látna,купа
2089,Haufen::N,laaṇâ,купа
2090,Haufen::N,laađđ,купа
2091,Haufen::N,поанн,купа
2092,Reihe::N,raajroe,ряд
2093,Reihe::N,rájddo,ряд
2094,Reihe::N,gurgadas,ряд
2095,Reihe::N,kuáḷus,ряд
2096,Reihe::N,riâd'd,ряд
2097,Reihe::N,по̄ллт,ряд
2098,Boot::N,vïnhtse,човен
2099,Boot::N,vanás,човен
2100,Boot::N,vanntsa,човен
2101,Boot::N,fanas,човен
2102,Boot::N,voonâs,човен
2103,Boot::N,käärbis,човен
2104,Boot::N,võõnâs,човен
2105,Boot::N,вэнс,човен
2106,Ruder::N,aajroe,весло
2107,Ruder::N,ájrro,весло
2108,Ruder::N,áiru,весло
2109,Ruder::N,áiru,весло
2110,Ruder::N,äirr,весло
2111,Ruder::N,а̄ррьй,весло
2112,Schlitten::N,slærra,сани
2113,Schlitten::N,tjïelhke,сани
2114,Schlitten::N,gieris,сани
2115,Schlitten::N,tjielkká,сани
2116,Schlitten::N,gielká,сани
2117,Schlitten::N,kiäl'kká,сани
2118,Schlitten::N,saan,сани
2119,Schlitten::N,ǩeâlkk,сани
2120,Schlitten::N,со̄а̄н,сани
2121,Ski::N,treavka,лижа
2122,Ski::N,sabek,лижа
2123,Ski::N,sabet,лижа
2124,Ski::N,saaveeh,лижа
2125,Ski::N,koolâs,лижа
2126,Ski::N,коаллас,лижа
2127,Ski::N,са̄вехь,лижа
2128,Lagerfeuer::N,dålle,вогнище
2129,Lagerfeuer::N,sajijdållå,вогнище
2130,Lagerfeuer::N,dolla,вогнище
2131,Lagerfeuer::N,tullâ,вогнище
2132,Lagerfeuer::N,toll,вогнище
2133,Lagerfeuer::N,то̄лл,вогнище
2134,Last::N,maajsoe,тягар
2135,Last::N,maajsoe,вантаж
2136,Last::N,noade,тягар
2137,Last::N,noade,вантаж
2138,Last::N,guorbmi,тягар
2139,Last::N,guorbmi,вантаж
2140,Last::N,kye'rmi,тягар
2141,Last::N,kye'rmi,вантаж
2142,Last::N,nue´đđ,тягар
2143,Last::N,nue´đđ,вантаж
2144,Last::N,kue´rmm,тягар
2145,Last::N,kue´rmm,вантаж
2146,Last::N,нуэдът,тягар
2147,Last::N,нуэдът,вантаж
2148,Gang::N,vaedtseme,хід
2149,Gang::N,mannulahka,хід
2150,Gang::N,johtu,хід
2151,Gang::N,jotteem,хід
2152,Gang::N,joto,хід
2153,Gang::N,jäl'lmõš,хід
2154,Gang::N,ёадтмушш,хід
2155,Gang::N,ёадтҌмушш,хід
2156,Schritt::N,sïlle,крок
2157,Schritt::N,lávkke,крок
2158,Schritt::N,lávki,крок
2159,Schritt::N,lävkki,крок
2160,Schritt::N,läu´ǩǩ,крок
2161,Schritt::N,ла̄ффьк,крок
2162,Norden::N,noerhte,північ
2163,Norden::N,nuortta,північ
2164,Norden::N,davvi,північ
2165,Norden::N,taṿe,північ
2166,Norden::N,tâ´vv,північ
2167,Norden::N,таввял,північ
2168,Süden::N,åarjel,південь
2169,Süden::N,oarjje,південь
2170,Süden::N,lulli,південь
2171,Süden::N,mäddi,південь
2172,Süden::N,kesipieg'gâ,південь
2173,Süden::N,saujj,південь
2174,Süden::N,со̄а̄ййв,південь
2175,Westen::N,jillie,захід
2176,Westen::N,alle,захід
2177,Westen::N,oarji,захід
2178,Westen::N,uár'ji,захід
2179,Westen::N,viõstâr,захід
2180,Westen::N,вуэрьял,захід
2181,Osten::N,luvlie,схід
2182,Osten::N,lulle,схід
2183,Osten::N,nuorta,схід
2184,Osten::N,nuor'ttâ,схід
2185,Osten::N,nuõrti,схід
2186,Osten::N,нуҏҏьт,схід
2187,Holz::N,moere,дрова
2188,Holz::N,muorra,дрова
2189,Holz::N,muorra,дрова
2190,Holz::N,muoṛâ,дрова
2191,Holz::N,muõrr,дрова
2192,Holz::N,мӯрр,дрова
2193,Brett::N,fealloe,дошка
2194,Brett::N,fiello,дошка
2195,Brett::N,lávdi,дошка
2196,Brett::N,lyev'di,дошка
2197,Brett::N,lu´vdd,дошка
2198,Brett::N,лаййт,дошка
2199,Platte::N,spaagkoe,плита
2200,Platte::N,skierro,плита
2201,Platte::N,skearru,плита
2202,Platte::N,ráptu,плита
2203,Platte::N,ка̄ррьт,плита
2204,Stütze::N,dovtege,підпірка
2205,Stütze::N,dåarjege,підпірка
2206,Stütze::N,tsagge,підпірка
2207,Stütze::N,nihta,підпірка
2208,Stütze::N,duvdda,підпірка
2209,Stütze::N,caggi,підпірка
2210,Stütze::N,cagge,підпірка
2211,Stütze::N,cõgldõk,підпірка
2212,Stütze::N,стуэлльп,підпірка
2213,Stange::N,staavra,жердина
2214,Stange::N,stággo,жердина
2215,Stange::N,hålggå,жердина
2216,Stange::N,stávrá,жердина
2217,Stange::N,stággu,жердина
2218,Stange::N,čuálgui,жердина
2219,Stange::N,kaŋgg,жердина
2220,Stange::N,кэ̄ллт,жердина
2221,Stange::N,пе̄лльк,жердина
2222,Stock::N,galte,палиця
2223,Stock::N,klåbpoe,палиця
2224,Stock::N,soabbe,палиця
2225,Stock::N,soabbi,палиця
2226,Stock::N,suáb'bi,палиця
2227,Stock::N,suä´b'b,палиця
2228,Stock::N,суэммьп,палиця
2229,Stab::N,klaahka,палиця
2230,Stab::N,soabbe,палиця
2231,Stab::N,soabbi,палиця
2232,Stab::N,suáb'bi,палиця
2233,Stab::N,suä´b'b,палиця
2234,Stab::N,суэммьп,палиця
2235,Rohr::N,gïrse,труба
2236,Rohr::N,båhttså,труба
2237,Rohr::N,bohcci,труба
2238,Rohr::N,poccee,труба
2239,Rohr::N,puu´lčiǩ,труба
2240,Rohr::N,туррьп,труба
2241,Haus::N,ståapoe,дім
2242,Haus::N,ståapoe,хата
2243,Haus::N,goahte,дім
2244,Haus::N,goahte,хата
2245,Haus::N,stohpu,дім
2246,Haus::N,stohpu,хата
2247,Haus::N,tááḷu,дім
2248,Haus::N,tááḷu,хата
2249,Haus::N,tääll,дім
2250,Haus::N,tääll,хата
2251,Haus::N,пэ̄ҏҏт,дім
2252,Haus::N,пэ̄ҏҏт,хата
2253,Heim::N,hïejme,житло
2254,Heim::N,viesso,житло
2255,Heim::N,ruoktu,житло
2256,Heim::N,päikki,житло
2257,Heim::N,päi´ǩǩ,житло
2258,Heim::N,пэ̄ҏҏт,житло
2259,Ofen::N,vuebnie,піч
2260,Ofen::N,vuodná,піч
2261,Ofen::N,vuobnne,піч
2262,Ofen::N,uvdna,піч
2263,Ofen::N,uvnâ,піч
2264,Ofen::N,ǩiiuǥân,піч
2265,Ofen::N,пе̄ххц,піч
2266,Ofen::N,кыввкан,піч
2267,Fußboden::N,guelpie,підлога
2268,Fußboden::N,guolbbe,підлога
2269,Fußboden::N,láhtti,підлога
2270,Fußboden::N,šalde,підлога
2271,Fußboden::N,šâ´ldd,підлога
2272,Fußboden::N,шалльт,підлога
2273,Tisch::N,buertie,стіл
2274,Tisch::N,bievdde,стіл
2275,Tisch::N,beavdi,стіл
2276,Tisch::N,pevdi,стіл
2277,Tisch::N,på´rdd,стіл
2278,Tisch::N,stue´ll,стіл
2279,Tisch::N,туэлль,стіл
2280,Stuhl::N,stovle,стілець
2281,Stuhl::N,ståvllå,стілець
2282,Stuhl::N,stuollu,стілець
2283,Stuhl::N,stovli,стілець
2284,Stuhl::N,stuu´l,стілець
2285,Stuhl::N,стула,стілець
2286,Wiege::N,gïerhkeme,колиска
2287,Wiege::N,vuoggo,колиска
2288,Wiege::N,geaŧŧu,колиска
2289,Wiege::N,geaktu,колиска
2290,Wiege::N,gietkka,колиска
2291,Wiege::N,kiäh'tu,колиска
2292,Wiege::N,vogga,колиска
2293,Wiege::N,кӣткэм,колиска
2294,Bett::N,seangkoe,ліжко
2295,Bett::N,seangkoe,постіль
2296,Bett::N,sæŋŋga,ліжко
2297,Bett::N,sæŋŋga,постіль
2298,Bett::N,seaŋga,ліжко
2299,Bett::N,seaŋga,постіль
2300,Bett::N,seŋgâ,ліжко
2301,Bett::N,seŋgâ,постіль
2302,Bett::N,sââ´jj,ліжко
2303,Bett::N,sââ´jj,постіль
2304,Bett::N,вуэдтӭмсайй,ліжко
2305,Bett::N,вуэдтӭмсайй,постіль
2306,Regal::N,hælla,полиця
2307,Regal::N,hilldo,полиця
2308,Regal::N,hildu,полиця
2309,Regal::N,ildee,полиця
2310,Regal::N,i´lddi,полиця
2311,Regal::N,ылльтэ,полиця
2312,Kiste::N,aeskie,ящик
2313,Kiste::N,kássa,ящик
2314,Kiste::N,kássa,ящик
2315,Kiste::N,árkku,ящик
2316,Kiste::N,ču´ǩǩ,ящик
2317,Kiste::N,чуххьк,ящик
2318,Fenster::N,klaase,вікно
2319,Fenster::N,vinndek,вікно
2320,Fenster::N,láse,вікно
2321,Fenster::N,laasâ,вікно
2322,Fenster::N,ikkân,вікно
2323,Fenster::N,эххкан,вікно
2324,Tür::N,okse,двері
2325,Tür::N,uksa,двері
2326,Tür::N,uksa,двері
2327,Tür::N,uksâ,двері
2328,Tür::N,uhss,двері
2329,Tür::N,уккс,двері
2330,Tor::N,okse,ворота
2331,Tor::N,pårttå,ворота
2332,Tor::N,uksa,ворота
2333,Tor::N,poarta,ворота
2334,Tor::N,porttâ,ворота
2335,Tor::N,uustõk,ворота
2336,Tor::N,čuâlluhss,ворота
2337,Tor::N,уккс,ворота
2338,Zaun::N,haakene,паркан
2339,Zaun::N,haakene,огорожа
2340,Zaun::N,jerra,паркан
2341,Zaun::N,jerra,огорожа
2342,Zaun::N,gárdde,паркан
2343,Zaun::N,gárdde,огорожа
2344,Zaun::N,áidi,паркан
2345,Zaun::N,áidi,огорожа
2346,Zaun::N,äiđi,паркан
2347,Zaun::N,äiđi,огорожа
2348,Zaun::N,äidd,паркан
2349,Zaun::N,äidd,огорожа
2350,Zaun::N,čuâll,паркан
2351,Zaun::N,čuâll,огорожа
2352,Zaun::N,а̄ййт,паркан
2353,Zaun::N,а̄ййт,огорожа
2354,Dach::N,rehpie,дах
2355,Dach::N,dæhkko,дах
2356,Dach::N,gáhttu,дах
2357,Dach::N,káttu,дах
2358,Dach::N,laakk,дах
2359,Dach::N,пэ̄ҏҏтэ̄ля,дах
2360,Dach::N,кры̄ша,дах
2361,Leiter::N,raajtere,драбина
2362,Leiter::N,tjajmos,драбина
2363,Leiter::N,boagos,драбина
2364,Leiter::N,ráidalas,драбина
2365,Leiter::N,raidlâs,драбина
2366,Leiter::N,лествец,драбина
2367,Besen::N,saehpie,мітла
2368,Besen::N,gaerpene,мітла
2369,Besen::N,njáman,мітла
2370,Besen::N,luvdá,мітла
2371,Besen::N,luvdá,мітла
2372,Besen::N,västt,мітла
2373,Besen::N,ва̄сст,мітла
2374,Spaten::N,gåajvoe,заступ
2375,Spaten::N,spádá,заступ
2376,Spaten::N,goajvvo,заступ
2377,Spaten::N,goaivu,заступ
2378,Spaten::N,kuái'vu,заступ
2379,Spaten::N,kuäivv,заступ
2380,Spaten::N,куаййв,заступ
2381,Schaufel::N,gåajvoe,совок
2382,Schaufel::N,gåajvoe,лопата
2383,Schaufel::N,gåjvun,совок
2384,Schaufel::N,gåjvun,лопата
2385,Schaufel::N,goajvvo,совок
2386,Schaufel::N,goajvvo,лопата
2387,Schaufel::N,goaivu,совок
2388,Schaufel::N,goaivu,лопата
2389,Schaufel::N,kuái'vu,совок
2390,Schaufel::N,kuái'vu,лопата
2391,Schaufel::N,kuäivv,совок
2392,Schaufel::N,kuäivv,лопата
2393,Schaufel::N,куаййв,совок
2394,Schaufel::N,куаййв,лопата
2395,Gabel::N,tjåagka,виделка
2396,Gabel::N,gáffil,виделка
2397,Gabel::N,káffal,виделка
2398,Gabel::N,kaahvâl,виделка
2399,Gabel::N,velkk,виделка
2400,Gabel::N,а̄лльс,виделка
2401,Löffel::N,buste,ложка
2402,Löffel::N,bassti,ложка
2403,Löffel::N,baste,ложка
2404,Löffel::N,pastem,ложка
2405,Löffel::N,pâ´sttem,ложка
2406,Löffel::N,пасьтэмь,ложка
2407,Messer::N,nejpie,ніж
2408,Messer::N,nijbbe,ніж
2409,Messer::N,niibi,ніж
2410,Messer::N,nijbe,ніж
2411,Messer::N,nei´bb,ніж
2412,Messer::N,ныййп,ніж
2413,Nagel::N,spæjhkere,цвях
2414,Nagel::N,spiger,цвях
2415,Nagel::N,návlle,цвях
2416,Nagel::N,spiikkár,цвях
2417,Nagel::N,spijkkár,цвях
2418,Nagel::N,näu´ll,цвях
2419,Nagel::N,на̄ввьл,цвях
2420,Netz::N,viermie,сіть
2421,Netz::N,viermme,сіть
2422,Netz::N,næhtta,сіть
2423,Netz::N,fierbmi,сіть
2424,Netz::N,viermi,сіть
2425,Netz::N,säi´mm,сіть
2426,Netz::N,нӯжхьт,сіть
2427,Haken::N,kruehkie,крюк
2428,Haken::N,ruohkke,крюк
2429,Haken::N,vagge,крюк
2430,Haken::N,roahkki,крюк
2431,Haken::N,faggi,крюк
2432,Haken::N,kuák'ki,крюк
2433,Haken::N,kuä´ǩ'ǩ,крюк
2434,Haken::N,ва̄ӈӈк,крюк
2435,Haken::N,куэххьк,крюк
2436,Griff::N,rehpie,ручка
2437,Griff::N,rehpie,держак
2438,Griff::N,taatje,ручка
2439,Griff::N,taatje,держак
2440,Griff::N,gavlla,ручка
2441,Griff::N,gavlla,держак
2442,Griff::N,guottáldahka,ручка
2443,Griff::N,guottáldahka,держак
2444,Griff::N,geavja,ручка
2445,Griff::N,geavja,держак
2446,Griff::N,novdâ,ручка
2447,Griff::N,novdâ,держак
2448,Griff::N,nõđđ,ручка
2449,Griff::N,nõđđ,держак
2450,Griff::N,kå´ǧǧ,ручка
2451,Griff::N,kå´ǧǧ,держак
2452,Griff::N,нэ̄дт,ручка
2453,Griff::N,нэ̄дт,держак
2454,Schloss::N,laesie,замок
2455,Schloss::N,lássa,замок
2456,Schloss::N,lohkka,замок
2457,Schloss::N,lukkâ,замок
2458,Schloss::N,lokk,замок
2459,Schloss::N,ло̄ххк,замок
2460,Bild::N,guvvie,картина
2461,Bild::N,gåvvå,картина
2462,Bild::N,govva,картина
2463,Bild::N,koṿe,картина
2464,Bild::N,kartt,картина
2465,Bild::N,картина,картина
2466,Figur::N,guvvie,фігура
2467,Figur::N,gåvos,фігура
2468,Figur::N,figuvrra,фігура
2469,Figur::N,figuvra,фігура
2470,Figur::N,kovos,фігура
2471,Figur::N,kuâŋas,фігура
2472,Puppe::N,dåahka,лялька
2473,Puppe::N,dåhkko,лялька
2474,Puppe::N,doahkko,лялька
2475,Puppe::N,dohkká,лялька
2476,Puppe::N,duhkká,лялька
2477,Puppe::N,kuuhlaž,лялька
2478,Puppe::N,кукла,лялька
2479,Beutel::N,voessetje,мішечок
2480,Beutel::N,voessetje,торбинка
2481,Beutel::N,påvsså,мішечок
2482,Beutel::N,påvsså,торбинка
2483,Beutel::N,seahkaš,мішечок
2484,Beutel::N,seahkaš,торбинка
2485,Beutel::N,bursa,мішечок
2486,Beutel::N,bursa,торбинка
2487,Beutel::N,guhkkár,мішечок
2488,Beutel::N,guhkkár,торбинка
2489,Beutel::N,čooṿâs,мішечок
2490,Beutel::N,čooṿâs,торбинка
2491,Beutel::N,siâk'k,мішечок
2492,Beutel::N,siâk'k,торбинка
2493,Beutel::N,kå´ššel,мішечок
2494,Beutel::N,kå´ššel,торбинка
2495,Beutel::N,ве̄ҏҏц,мішечок
2496,Beutel::N,ве̄ҏҏц,торбинка
2497,Bündel::N,paantje,в’язка
2498,Bündel::N,buduk,в’язка
2499,Bündel::N,gurppe,в’язка
2500,Bündel::N,gihppu,в’язка
2501,Bündel::N,kiäs'tu,в’язка
2502,Bündel::N,šnâpp,в’язка
2503,Bündel::N,пуччк,в’язка
2504,Tasche::N,veaskoe,сумка
2505,Tasche::N,væssko,сумка
2506,Tasche::N,lávkka,сумка
2507,Tasche::N,lávka,сумка
2508,Tasche::N,seahkka,сумка
2509,Tasche::N,lavkkâ,сумка
2510,Tasche::N,laukk,сумка
2511,Tasche::N,суӎӎьк,сумка
2512,Tasche::N,ло̄а̄ффк,сумка
2513,Eimer::N,bæhtoe,відро
2514,Eimer::N,skiello,відро
2515,Eimer::N,skállu,відро
2516,Eimer::N,eebir,відро
2517,Eimer::N,skääll,відро
2518,Eimer::N,е̄мьперь,відро
2519,Deckel::N,luehkie,кришка
2520,Deckel::N,låhkke,кришка
2521,Deckel::N,lohkki,кришка
2522,Deckel::N,lokke,кришка
2523,Deckel::N,lå´ǩǩ,кришка
2524,Deckel::N,ко̄а̄ххтнэсс,кришка
2525,Geschirr::N,lihtie,посуд
2526,Geschirr::N,lihte,посуд
2527,Geschirr::N,lihtit,посуд
2528,Geschirr::N,litte,посуд
2529,Geschirr::N,kärldõk,посуд
2530,Geschirr::N,ка̄ррь,посуд
2531,Sack::N,voesse,мішок
2532,Sack::N,vuossa,мішок
2533,Sack::N,seahkka,мішок
2534,Sack::N,sekkâ,мішок
2535,Sack::N,siâk'k,мішок
2536,Sack::N,ве̄ҏҏц,мішок
2537,Tasse::N,guksie,чашка
2538,Tasse::N,gåhppå,чашка
2539,Tasse::N,gohppu,чашка
2540,Tasse::N,pollo,чашка
2541,Tasse::N,kopp,чашка
2542,Tasse::N,на̄ххьп,чашка
2543,Topf::N,baetie,горщик
2544,Topf::N,krovhte,горщик
2545,Topf::N,rujtta,горщик
2546,Topf::N,giebbme,горщик
2547,Topf::N,báhti,горщик
2548,Topf::N,gievdni,горщик
2549,Topf::N,pääti,горщик
2550,Topf::N,kruâitt,горщик
2551,Topf::N,кӣммьн,горщик
2552,Kessel::N,giebnie,котел
2553,Kessel::N,skallo,котел
2554,Kessel::N,giebbme,котел
2555,Kessel::N,gieđbmi,котел
2556,Kessel::N,kiem'ni,котел
2557,Kessel::N,ǩie´mnn,котел
2558,Kessel::N,кӣммьн,котел
2559,Essen::N,åesie,їжа
2560,Essen::N,beapmoe,їжа
2561,Essen::N,biebbmo,їжа
2562,Essen::N,borramuš,їжа
2563,Essen::N,purrâmâš,їжа
2564,Essen::N,porrmõš,їжа
2565,Essen::N,по̄ррмушш,їжа
2566,Nahrung::N,beapmoe,харч
2567,Nahrung::N,biebbmo,харч
2568,Nahrung::N,biebmu,харч
2569,Nahrung::N,purrâmâš,харч
2570,Nahrung::N,porrmõš,харч
2571,Nahrung::N,по̄ррмушш,харч
2572,Speise::N,beapmoe,страва
2573,Speise::N,biebbmo,страва
2574,Speise::N,biebmu,страва
2575,Speise::N,määlis,страва
2576,Speise::N,aasâs,страва
2577,Speise::N,porrmõš,страва
2578,Speise::N,по̄ррмушш,страва
2579,Fleisch::N,bearkoe,м’ясо
2580,Fleisch::N,oadtje,м’ясо
2581,Fleisch::N,bierggo,м’ясо
2582,Fleisch::N,biergu,м’ясо
2583,Fleisch::N,uáž'ži,м’ясо
2584,Fleisch::N,vuä´ǯ'ǯ,м’ясо
2585,Fleisch::N,вуэннч,м’ясо
2586,Getreide::N,gernie,хліб
2587,Getreide::N,gernie,збіжжя
2588,Getreide::N,gårnne,хліб
2589,Getreide::N,gårnne,збіжжя
2590,Getreide::N,gordni,хліб
2591,Getreide::N,gordni,збіжжя
2592,Getreide::N,valje,хліб
2593,Getreide::N,valje,збіжжя
2594,Getreide::N,ле̄ййп,хліб
2595,Getreide::N,ле̄ййп,збіжжя
2596,Brei::N,kraavhtse,каша
2597,Brei::N,ráktsa,каша
2598,Brei::N,buvru,каша
2599,Brei::N,suoḥâd,каша
2600,Brei::N,hutt,каша
2601,Brei::N,уххт,каша
2602,Brot::N,gaahkoe,хліб
2603,Brot::N,lájbbe,хліб
2604,Brot::N,stummpa,хліб
2605,Brot::N,láibi,хліб
2606,Brot::N,gáhkku,хліб
2607,Brot::N,leibi,хліб
2608,Brot::N,lei´bb,хліб
2609,Brot::N,ле̄ййп,хліб
2610,Scheibe::N,snaejrie,скибочка
2611,Scheibe::N,sárdde,скибочка
2612,Scheibe::N,vajahas,скибочка
2613,Scheibe::N,časkkis,скибочка
2614,Scheibe::N,ča'skes,скибочка
2615,Scheibe::N,ku´sǩǩ,скибочка
2616,Scheibe::N,кусськ,скибочка
2617,Fett::N,buejtie,жир
2618,Fett::N,vuodja,жир
2619,Fett::N,buoidi,жир
2620,Fett::N,pyei'di,жир
2621,Fett::N,puõi´dd,жир
2622,Fett::N,пуййт,жир
2623,Butter::N,voeje,масло
2624,Butter::N,vuodja,масло
2625,Butter::N,vuodja,масло
2626,Butter::N,vuojâ,масло
2627,Butter::N,vuõjj,масло
2628,Butter::N,вӯйй,масло
2629,Öl::N,ålja,олія
2630,Öl::N,ulljo,олія
2631,Öl::N,oalljo,олія
2632,Öl::N,olju,олія
2633,Öl::N,oljo,олія
2634,Öl::N,vuõjj,олія
2635,Öl::N,вӯйй,олія
2636,Salz::N,saelhtie,сіль
2637,Salz::N,sállte,сіль
2638,Salz::N,sálti,сіль
2639,Salz::N,sältti,сіль
2640,Salz::N,sä´ltt,сіль
2641,Salz::N,сӯлль,сіль
2642,Suppe::N,joptse,суп
2643,Suppe::N,jupptsa,суп
2644,Suppe::N,málli,суп
2645,Suppe::N,määḷi,суп
2646,Suppe::N,lieṃâ,суп
2647,Suppe::N,liõmm,суп
2648,Suppe::N,лӣмм,суп
2649,Honig::N,hååneske,мед
2650,Honig::N,meda,мед
2651,Honig::N,miehta,мед
2652,Honig::N,mietâ,мед
2653,Honig::N,miõtt,мед
2654,Honig::N,мӣдт,мед
2655,Milch::N,mielhkie,молоко
2656,Milch::N,mielkke,молоко
2657,Milch::N,mielki,молоко
2658,Milch::N,miel'kki,молоко
2659,Milch::N,mie´lǩǩ,молоко
2660,Milch::N,ма̄ййт,молоко
2661,Tee::N,löövje,чай
2662,Tee::N,tedja,чай
2663,Tee::N,deadju,чай
2664,Tee::N,čee,чай
2665,Tee::N,teej̣â,чай
2666,Tee::N,čee,чай
2667,Tee::N,чайй,чай
2668,Leder::N,hovre,шкіра
2669,Leder::N,sassne,шкіра
2670,Leder::N,náhkki,шкіра
2671,Leder::N,leaira,шкіра
2672,Leder::N,čevđi,шкіра
2673,Leder::N,čåu´dd,шкіра
2674,Leder::N,на̄ххьк,шкіра
2675,Wolle::N,ålloe,шерсть
2676,Wolle::N,hullo,шерсть
2677,Wolle::N,ullu,шерсть
2678,Wolle::N,ullo,шерсть
2679,Wolle::N,oll,шерсть
2680,Wolle::N,улл,шерсть
2681,Stoff::N,tyjje,тканина
2682,Stoff::N,gápptás,тканина
2683,Stoff::N,stoaffa,тканина
2684,Stoff::N,ávnnas,тканина
2685,Stoff::N,käägus,тканина
2686,Stoff::N,aaunâs,тканина
2687,Stoff::N,лыййн,тканина
2688,Nadel::N,naaloe,голка
2689,Nadel::N,nállo,голка
2690,Nadel::N,nállu,голка
2691,Nadel::N,nááḷu,голка
2692,Nadel::N,neu´ll,голка
2693,Nadel::N,нӣввьл,голка
2694,Faden::N,laejkie,нитка
2695,Faden::N,hárppo,нитка
2696,Faden::N,árpu,нитка
2697,Faden::N,läigi,нитка
2698,Faden::N,lääi´j,нитка
2699,Faden::N,сӯнн,нитка
2700,Knopf::N,balhka,ґудзик
2701,Knopf::N,boallo,ґудзик
2702,Knopf::N,boallu,ґудзик
2703,Knopf::N,puál'lu,ґудзик
2704,Knopf::N,puäll,ґудзик
2705,Knopf::N,пуалл,ґудзик
2706,Knoten::N,tjoelme,вузол
2707,Knoten::N,tjuolmma,вузол
2708,Knoten::N,čuolbma,вузол
2709,Knoten::N,čuol'mâ,вузол
2710,Knoten::N,čuõlmm,вузол
2711,Knoten::N,чӯллм,вузол
2712,Farbe::N,klaerie,фарба
2713,Farbe::N,ivnne,фарба
2714,Farbe::N,bájnno,фарба
2715,Farbe::N,mola,фарба
2716,Farbe::N,fearga,фарба
2717,Farbe::N,maalâ,фарба
2718,Farbe::N,páinu,фарба
2719,Farbe::N,kälkk,фарба
2720,Farbe::N,по̄а̄ййн,фарба
2721,Kleidung::N,tyjje,одяг
2722,Kleidung::N,tyjje,убрання
2723,Kleidung::N,gárvvo,одяг
2724,Kleidung::N,gárvvo,убрання
2725,Kleidung::N,bivttas,одяг
2726,Kleidung::N,bivttas,убрання
2727,Kleidung::N,piivtâs,одяг
2728,Kleidung::N,piivtâs,убрання
2729,Kleidung::N,pivoh,одяг
2730,Kleidung::N,pivoh,убрання
2731,Kleidung::N,piiutâs,одяг
2732,Kleidung::N,piiutâs,убрання
2733,Kleidung::N,о̄а̄з,одяг
2734,Kleidung::N,о̄а̄з,убрання
2735,Hemd::N,sjåarhtoe,сорочка
2736,Hemd::N,skirtto,сорочка
2737,Hemd::N,báidi,сорочка
2738,Hemd::N,päiđi,сорочка
2739,Hemd::N,päidd,сорочка
2740,Hemd::N,па̄ййт,сорочка
2741,Kragen::N,döörhke,комір
2742,Kragen::N,tjiebet,комір
2743,Kragen::N,tjehpuris,комір
2744,Kragen::N,čeabet,комір
2745,Kragen::N,kráva,комір
2746,Kragen::N,siä'pulâs,комір
2747,Kragen::N,seäp'plõs,комір
2748,Kragen::N,ко̄а̄влас,комір
2749,Ärmel::N,sissie,рукав
2750,Ärmel::N,sasse,рукав
2751,Ärmel::N,soadji,рукав
2752,Ärmel::N,suájá,рукав
2753,Ärmel::N,suäjj,рукав
2754,Ärmel::N,суэйй,рукав
2755,Hose::N,måvhka,брюки
2756,Hose::N,båkså,брюки
2757,Hose::N,buvssat,брюки
2758,Hose::N,puuvsah,брюки
2759,Hose::N,puus,брюки
2760,Hose::N,пукс,брюки
2761,Hose::N,ко̄а̄дтӭ,брюки
2762,Gürtel::N,juvvie,пояс
2763,Gürtel::N,beelhte,пояс
2764,Gürtel::N,avve,пояс
2765,Gürtel::N,getsam,пояс
2766,Gürtel::N,boagán,пояс
2767,Gürtel::N,pooṿij,пояс
2768,Gürtel::N,puäǥǥanj,пояс
2769,Gürtel::N,эвв,пояс
2770,Mütze::N,tjohpe,шапка
2771,Mütze::N,gahper,шапка
2772,Mütze::N,gahpir,шапка
2773,Mütze::N,kappeer,шапка
2774,Mütze::N,keä´p'per,шапка
2775,Mütze::N,кабперь,шапка
2776,Schuh::N,gaamege,ботинок
2777,Schuh::N,gáma,ботинок
2778,Schuh::N,skuovva,ботинок
2779,Schuh::N,gáma,ботинок
2780,Schuh::N,kaamâ,ботинок
2781,Schuh::N,kaammi,ботинок
2782,Schuh::N,камаша,ботинок
2783,Stiefel::N,steeblege,чобіт
2784,Stiefel::N,stiebil,чобіт
2785,Stiefel::N,sáhpis,чобіт
2786,Stiefel::N,sáppat,чобіт
2787,Stiefel::N,steevvil,чобіт
2788,Stiefel::N,sa´ppi,чобіт
2789,Stiefel::N,са̄ххпе,чобіт
2790,Ring::N,rïngke,кільце
2791,Ring::N,suormas,кільце
2792,Ring::N,suorpmas,кільце
2793,Ring::N,suormâs,кільце
2794,Ring::N,suõrmâs,кільце
2795,Ring::N,сӯрмас,кільце
2796,Band::N,baante,стрічка
2797,Band::N,bádde,стрічка
2798,Band::N,báddi,стрічка
2799,Band::N,päddi,стрічка
2800,Band::N,liântt,стрічка
2801,Band::N,källre´ppiǩ,стрічка
