,Concept_ID,mrj,ab
683,krank::A,хворой,ачымазаҩ
684,nackt::A,цӓрӓ,аҟьантаз
685,traurig::A,сы́лыкан,алахьеиқəҵага
686,traurig::A,кымы́лдымы,алахьеиқəҵага
687,lebendig::A,живой,абза
688,gut::A,яжо,абзиа
689,schlecht::A,уда,-хəарҭам
690,schlecht::A,худа,-хəарҭам
691,richtig::A,вургамла,иашоу
692,schlimm::A,йӹрнык,абааҧсы
693,wahr::A,настоящий,агəҭылса
694,wahr::A,настоящий,абзиаҵəҟьа
695,wahr::A,настояшый,агəҭылса
696,wahr::A,настояшый,абзиаҵəҟьа
697,alt::A,шонгы,Ажə
698,neu::A,у,аҿыц
699,ehemalig::A,тошты,анкьатәи
700,alt[Lebewesen]::A,ӹлалшӹ,абырг
701,alt[Lebewesen]::A,ӹлалшӹ,ақабада
702,alt[Lebewesen]::A,ӹлалшӹ,Ажə
703,jung::A,нöргӹ,аҟата
704,jung::A,молода,аҟата
705,arm::A,укеӓн,ананамга
706,reich::A,паян,абеиа
707,reich::A,пурлыкан,абеиа
708,bekannt::A,палӹмӹ,адыр
709,berühmt::A,лӹмлы,адыр
710,fremd::A,эдемӹн,атəым
711,verschieden::A,тӹрлӹ,Еиуа-еиҧшым
712,nah::A,лишӹл,ааигəа
713,fern::A,мӹндӹр,ахара
714,linker::A,шалахай,арма
715,rechter::A,вургамла,арҕьа
716,anderer::A,вес,даҽа
717,anderer::A,вес,даҽакы
718,anderer::A,весӹ,даҽа
719,anderer::A,весӹ,даҽакы
720,erster::A,икшӹ,актәи
721,erster::A,икӹмшӹ,актәи
722,zweiter::A,кокшы,аҩбатəи
723,dritter::A,кымшы,ахҕатәи
724,letzter::A,остатка,аҵыхəтəантəи
725,allein::ADV,иктӹ,мацара
726,allein::ADV,иктӹт,мацара
727,auf einmal::ADV,тöрöк,зныкала
728,auf einmal::ADV,тöрöк,зныкҟьара
729,zusammen::ADV,икараш,аиц...
730,zusammen::ADV,цымырын,аиц...
731,lange::ADV,кужын,акыраамҭа
732,plötzlich::ADV,трӱк,иаалырҟьаны
733,sofort::ADV,полт,иаразнакҵәҟьа
734,sofort::ADV,тöрöк,иаразнакҵәҟьа
735,sofort::ADV,тӹшӓкок,иаразнакҵәҟьа
736,später::ADV,вара,уажəшьҭаншəа
737,heute::ADV,тагачы,иахьа
738,morgen::ADV,иргод,уаҵәы
739,morgen::ADV,иргодым,уаҵәы
740,bald::ADV,чӹнь,иласны
741,bald::ADV,вӓшке,иласны
742,bald::ADV,выртышты,иласны
743,dann::ADV,пакыла,нас
744,gestern::ADV,тенгечӹ,иацы
745,einst::ADV,икӓнӓ,зны
746,damals::ADV,тӹнӓм,усҟан
747,danach::ADV,пакыла,нас
748,vorher::ADV,перви,уаанӡа
749,zuerst::ADV,андак,азнаказы
750,zuerst::ADV,андак,аҧхьа
751,einmal::ADV,гӓнӓк,зны
752,einmal::ADV,гӓнӓ,зны
753,manchmal::ADV,кынамжы,зны-зынла
754,oft::ADV,чӹчкӹдӹн,лассы-лассы
755,immer::ADV,со,енагь
756,immer::ADV,со,еснагь
757,immer::ADV,соок,енагь
758,immer::ADV,соок,еснагь
759,niemals::ADV,нинам,ианакəызаалак
760,niemals::ADV,нигынам,ианакəызаалак
761,niemals::ADV,нигынамат,ианакəызаалак
762,hier::ADV,тиштӹ,ара
763,hier::ADV,тиштӹ,абра
764,hier::ADV,тиштӹ,араҟа
765,hierhin::ADV,тишкӹ,ара
766,hierhin::ADV,тишкӹ,араҟа
767,von hier::ADV,тишец,арантә
768,von hier::ADV,тишецӹн,арантә
769,dort::ADV,тӹштӹ,уа
770,dorthin::ADV,тӹшкӹ,уахь
771,dorthin::ADV,тӹшкӹ,анахь
772,dorthin::ADV,тӹшкӹлӓ,уахь
773,dorthin::ADV,тӹшкӹлӓ,анахь
774,geradeaus::ADV,вик,ишиашоу
775,geradeaus::ADV,тура,ишиашоу
776,vorwärts::ADV,анзыкы,ҕхьаҟа
777,rückwärts::ADV,мӹнгеш,шьҭахьла
778,zurück::ADV,мӹнгеш,шьҭахьҟа
779,unten::ADV,ӱлнӹ,лбаа
780,unten::ADV,лӹвӓлнӹ,лбаа
781,hinab::ADV,ӱлӹкӹ,алада
782,hinab::ADV,лӹвӓкӹ,алада
783,oben::ADV,вӹлнӹ,хыхь
784,hinauf::ADV,кӱшкӹлӓ,аҩада
785,hinauf::ADV,кӱш,аҩада
786,überall::ADV,йӹлт,зегьынцьара
787,überall::ADV,цилӓ вӓре,зегьынцьара
788,nicht::ADV,уке,-м
789,ein wenig::ADV,изиш,ҕыҭк
790,ein wenig::ADV,иклаштык,ҕыҭк
791,kaum::ADV,цылик,аарлаҳәа
792,kaum::ADV,цылик,афергьҳәа
793,kaum::ADV,чучок-чучок,аарлаҳәа
794,kaum::ADV,чучок-чучок,афергьҳәа
795,sehr::ADV,чоте,даара
796,so::ADV,тенге,ас
797,so::ADV,тенге,абас
798,so::ADV,тенгелӓ,ас
799,so::ADV,тенгелӓ,абас
800,noch::ADV,мол,макьана
801,noch::ADV,моло,макьана
802,nur::ADV,веле,заҵәык
803,schon::ADV,уже,уажәшьҭа
804,schon::ADV,уже,аиҳа ипоу
805,schon::ADV,ӹнде,уажәшьҭа
806,schon::ADV,ӹнде,аиҳа ипоу
807,wieder::ADV,уэш,ҿыц
808,wieder::ADV,уэш,дырҩегь
809,wieder::ADV,уэш,дырҩегьых
810,vergebens::ADV,зря,баша
811,vergebens::ADV,ӹзрӓ,баша
812,vergebens::ADV,ӹзӹрӓ,баша
813,vor::PRP,анзыц,аҕхьа
814,vor::PRP,анзыцын,аҕхьа
815,hinter::PRP,шайылан,нхыҵ
816,hinter::PRP,шайылный,нхыҵ
817,unter::PRP,лӹвӓкӹ,амҵа
818,unter::PRP,лӹвӓкӹ,амҵан
819,durch::PRP,вашт,
820,neben::PRP,сага,ааигуара
821,zwischen::PRP,лош,абжьара
822,zwischen::PRP,лошкы,абжьара
823,wegen::PRP,мычыц,-иззы
824,wegen::PRP,мычыц,-ҟнытә
825,dies::PRN,тидӹ,ари
826,dies::PRN,тидӹ,абри
827,dies::PRN,ти,ари
828,dies::PRN,ти,абри
829,das::PRN,тидӹ,Абни
830,das::PRN,тидӹ,убри
831,das::PRN,ти,Абни
832,das::PRN,ти,убри
833,alles::PRN,цилӓ,зегьы
834,ich::PRN,мый,са
835,ich::PRN,мый,сара
836,du::PRN,тӹнь,бара
837,er::PRN,тӹдӹ,иара
838,wir::PRN,мӓ,ҳара
839,ihr::PRN,вӓ,шәара
840,sie::PRN,нӹнӹ,дара
841,was::FPRN,ма,
842,wer::FPRN,кӱ,дарбан
843,wo::FADV,кышан,иабыкуу
844,wo::FADV,кышан,аба-
845,wo::FADV,кышан,ахь-
846,wo::FADV,кыштакен,иабыкуу
847,wo::FADV,кыштакен,аба-
848,wo::FADV,кыштакен,ахь-
849,wohin::FADV,кышкы,иабыкуу
850,wohin::FADV,кышкы,аба-
851,wohin::FADV,кышкы,ахь-
852,wie::FADV,кыце,-шҕа
853,warum::FADV,малын,избан
854,wieviel::FNUM,кынар,заҟа
855,wieviel::FNUM,кынары,заҟа
856,wieviel::FNUM,кынаркы,заҟа
857,eins::NUM,иктӹ,акы
858,eins::NUM,иктӹ,аӡәы
859,eins::NUM,иктӹт,акы
860,eins::NUM,иктӹт,аӡәы
861,zwei::NUM,кок,ҩба
862,zwei::NUM,кокты,ҩба
863,drei::NUM,кым,хҕа
864,drei::NUM,кымыт,хҕа
865,vier::NUM,нӹл,ҕшьба
866,fünf::NUM,вӹц,хəба
867,sechs::NUM,куд,фба
868,sechs::NUM,кудытмозн,фба
869,sieben::NUM,шӹм,Бжьба
870,sieben::NUM,шӹмӹт,Бжьба
871,acht::NUM,кӓндӓкш,ааба
872,acht::NUM,кӓндӓкшӹ,ааба
873,neun::NUM,ӹндекшшӱдӹ,жәба
874,zehn::NUM,лу,жәаба
875,elf::NUM,луатик,жәеизатәи
876,elf::NUM,луатиктӹ,жәеизатәи
877,zwölf::NUM,луаткок,жәаҩа
878,zwölf::NUM,луаткокты,жәаҩа
879,zwanzig::NUM,коклы,ҩажәа
880,dreißig::NUM,кымлы,ҩажәижәабатәи
881,vierzig::NUM,нӹллӹ,ҩынҩажәа
882,fünfzig::NUM,вӹцлӹ,ҩынҩажәеижәаба
883,sechzig::NUM,кудлу,хынҩажәа
884,siebzig::NUM,шӹмлу,хынҩажәижәаба
885,achtzig::NUM,кӓндӓкшлу,ҕшьынҩажәа
886,neunzig::NUM,ӹндекшлу,ҕшьынҩажәижәаба
887,hundert::NUM,шӱдӹ,шәкы
888,tausend::NUM,тӹжем,зқьы
889,und::CNJ,дöн,-и
890,oder::CNJ,льывы,ма
891,stehen::V,шалшаг,агылазаара
892,sitzen::V,шӹнзӓш,атəара
893,sitzen::V,шӹнзӓш,атəа(заа)ра
894,liegen::V,киӓш,аиара
895,hängen::V,кечӓш,акнаҳара
896,werden::V,шагалаш,аҟалара
897,passieren::V,ӹштӓ́лтӓш,аҟалара
898,beginnen::V,тӹнгӓлӓлтӓш,алагара
899,enden::V,пӹтӓш,алгара
900,wechseln::V,весемӓш,аҽыҧсахра
901,wechseln::V,весемӓлтӓш,аҽыҧсахра
902,aufgehen[Sonne]::V,авараш,агылара
903,aufgehen[Sonne]::V,авараш,ахашлара
904,aufgehen[Sonne]::V,авараш,аҩаҵхахара
905,untergehen[Sonne]::V,шӹ́нзӓш,аҭашəара
906,scheinen[Sonne]::V,сотемдӓрӓш,акаҧхара
907,donnern::V,хӹдӹртӓш,адыдра
908,wehen::V,ӹфӹлӓш,асра
909,strömen::V,йогащ,акаҭəара
910,fließen::V,йогащ,ацара
911,sich drehen::V,пöрдӓш,ахагьежьра
912,schwanken::V,лыпшалташ,аҵысра
913,schwingen::V,кӓчӓйӓш,ахызазара
914,schwingen::V,кӓчӓйӓш,акьаандара
915,fallen::V,кенвазаш,акаҳара
916,fallen::V,шынгалташ,акаҳара
917,brennen::V,йылаш,абылра
918,rauchen::V,шыпшаш,ахылҵра
919,regnen::V,юраш,аура
920,gefrieren::V,гӓш,аҵаара
921,gefrieren::V,кӹлмаш,аҵаара
922,tauen::V,шылаш,аӡҭра
923,schmelzen::V,шӹрӓнӓш,ақəӡыҭра
924,schmelzen::V,шӹрӓнӓш,аҭəара
925,trocknen::V,кошкаш,абара
926,sieden::V,шолаш,ашра
927,faulen::V,шӱӓш,абаара
928,verfaulen::V,йӓнгӓрӓлтӓш,абаара
929,verfaulen::V,йӓнгӓрӓлтӓш,аилашра
930,reißen::V,кышкедӓлтӓш,аҧжəара
931,versinken::V,ва́лаш,аӡааҟəрылара
932,vergehen::V,эртӓш,ацара
933,erscheinen::V,каяш,ацəырҵра
934,verschwinden::V,ямаш,аҵашəкəара
935,sinken::V,пычаш,атəара
936,sinken::V,пычаш,алаҟəра
937,abnehmen::V,чӹдемӓш,ацӡаара
938,abnehmen::V,чӹдемӓш,аиҵалара
939,abnehmen::V,кöтӹргӓш,ацӡаара
940,abnehmen::V,кöтӹргӓш,аиҵалара
941,zunehmen::V,когоэмӓш,аҽырҭбаара
942,zunehmen::V,когоэмӓш,аиҵыҵра
943,zunehmen::V,когоэмӓш,арацəахара
944,steigen::V,лӱлта́лташ,азҳара
945,steigen::V,лӱлта́лташ,ашьҭыҵра
946,steigen::V,лӱлта́лташ,адухара
947,steigen::V,лӱлта́лташ,ацлара
948,wachsen::V,кушкаш,азҳара
949,glänzen::V,йӹлгӹжӓш,ацыр-цырра
950,glänzen::V,йӹлгӹжӓш,ацыҩ-цыҩра
951,glänzen::V,йӹлгӹжӓш,аказказра
952,funkeln::V,валгалташ,ашап-шапра
953,funkeln::V,валгалташ,ацым-цымра
954,lärmen::V,юкланаш,ашьҭыбжьгара
955,lärmen::V,юкланаш,аҕьҕьаҳәа аилалара
956,läuten::V,цоргаш,аҵəҵəасра
957,klingeln::V,цоргаш,аҵəҵəасра
958,klirren::V,цонгырталгаш,ахьархьарра
959,klirren::V,цонгырталгаш,архьархьарра
960,brausen::V,ышдымыла́наш,аилаҽҽара
961,brausen::V,ышдымыла́наш,еилашуера
962,rauschen::V,шу́жгаш,
963,klingen::V,йо́нгаш,агара
964,klingen::V,йо́нгаш,ашьҭыбжь гара
965,bellen::V,опташ,ашра
966,heulen::V,урмыжаш,ауура
967,blasen::V,ӹфӹлӓш,аҭəҳəара
968,pfeifen::V,ши́шкаш,ашəшəра
969,schreien::V,уташ,аҳəҳəара
970,schreien::V,уташ,ахəаара
971,schreien::V,уташ,аҟаара
972,schreien::V,саслаш,аҳəҳəара
973,schreien::V,саслаш,ахəаара
974,schreien::V,саслаш,аҟаара
975,schreien::V,варгынзаш,аҳəҳəара
976,schreien::V,варгынзаш,ахəаара
977,schreien::V,варгынзаш,аҟаара
978,stöhnen::V,ӹнгӹрӓш,ақьра
979,zittern::V,цӹтӹрӓш,аҵыс-ҵысра
980,leben::V,ӹлӓш,аҟазаара
981,geboren werden::V,шачаш,Аира
982,atmen::V,шӱлӓш,аҕсыҕ лагаҩагара
983,trinken::V,йӱӓш,ажəра
984,essen::V,качкаш,акрыфара
985,schlucken::V,нелӓш,албаадара
986,müde werden::V,янгылаш,ааҕсара
987,einschlafen::V,амален кеӓш,ацəара
988,schlafen::V,амалаш,ацəазаара
989,aufwachen::V,понгыжалташ,аҿыхара
990,aufstehen::V,кӹньӹл шагалаш,Агəылҵра
991,sich erholen::V,кӓнаш,аҧсшьара
992,krank werden::V,церлӓнен вазаш,ачмазаҩхара
993,krank sein::V,церлӓнӓш,аҳəарҧсарра
994,krank sein::V,ясланаш,аҳəарҧсарра
995,krank sein::V,ясыланаш,аҳəарҧсарра
996,schmerzen::V,каршташ,ахьра
997,husten::V,кахыраш,аимҳәара
998,genesen::V,паремӓш,абзиахара
999,genesen::V,паремӓш,аӷəӷəахара
1000,genesen::V,тöрлӓнӓш,абзиахара
1001,genesen::V,тöрлӓнӓш,аӷəӷəахара
1002,sterben::V,вазын колаш,аҧсра
1003,umkommen::V,пӹтӓш,аҭахара
1004,sich bewegen::V,кашташ,аиҭаҵра
1005,sich rühren::V,тӓрвӓнӓш,ақəацара
1006,sich erheben::V,кӹньӹлӓш,аҩагылара
1007,sich setzen::V,шӹнзӓш,атəара
1008,hinfallen::V,кенвазаш,акаҳара
1009,hinfallen::V,шынгалташ,акаҳара
1010,laufen::V,кашташ,аныҟəара
1011,schreiten::V,ашкедӓш,ашьаҿа еихгара
1012,spazierengehen::V,мадын кашташ,анеи-ааира
1013,eilen::V,вӓшкӓш,аццакра
1014,sich beeilen::V,вӓшкӓш,аццакра
1015,sich beeilen::V,талашаш,аццакра
1016,sausen::V,хойхаланаш,аҧырра
1017,sausen::V,хойхаланаш,иҭрысны
1018,sausen::V,хойхаланаш,ишьҭҟьаны ацара
1019,sausen::V,хояш,аҧырра
1020,sausen::V,хояш,иҭрысны
1021,sausen::V,хояш,ишьҭҟьаны ацара
1022,rennen::V,кыргыжаш,аҩра
1023,springen::V,тӹршештӓш,аҧара
1024,klettern::V,ку́заш,ақəлара
1025,schaukeln::V,лыпшалташ,аҟəараҟəанҽара
1026,kriechen::V,авалянаш,аҳəазара
1027,kriechen::V,ньыжиклӓш,аҳəазара
1028,schwimmen::V,илӓш,аӡсара
1029,tauchen::V,цымаш,ахəӡааҵəира
1030,rudern::V,шуалташ,аҵшьра
1031,fahren::V,кеӓш,акала
1032,fliegen::V,чонгештӓш,аҧырра
1033,gehen::V,кеӓш,аиҭаҵра
1034,weggehen::V,кеӓш,ацара
1035,abfahren::V,кеӓш,адəықəлара
1036,abfahren::V,кеӓш,ацара
1037,anhalten::V,цӓрнӓш,ааныргылара
1038,hineingehen::V,пыраш,аҭалара
1039,eintreten::V,пыраш,аҩналара
1040,kommen::V,толаш,аара
1041,kommen::V,толаш,ааира
1042,ankommen::V,шоаш,ааира
1043,ankommen::V,шоаш,аара
1044,ankommen::V,шоаш,анеира
1045,zurückkommen::V,пöртӹлӓш,азыхынҳəра
1046,bleiben::V,кодаш,аанхара
1047,bleiben::V,кодаш,анхара
1048,bleiben::V,кодаш,аангылара
1049,warten::V,вычаш,азҧшзаара
1050,erwarten::V,вычаш,азҧшра
1051,suchen::V,кӹчӓлӓш,ашьҭазаара
1052,finden::V,моаш,аҧшаара
1053,versuchen::V,путаяш,аҽазкра
1054,versuchen::V,цацаш,аҽазкра
1055,vorbereiten::V,поспейӹктӓш,армазеира
1056,lieben::V,яраташ,абзиабара
1057,mögen::V,яраташ,агəаҧхара
1058,lachen::V,ваштылаш,аччара
1059,rühren::V,тӓрвӓтӓш,арҵəуара
1060,weinen::V,мӓгӹрӓш,аҵəуара
1061,schimpfen::V,свырседӓлӓш,ацəҳара
1062,sich ärgern::V,шӹдешкӓш,агəаара
1063,sich fürchten::V,лӱдӓш,аӡыӡара
1064,fürchten::V,лӱдӓш,ацəшəара
1065,fliehen::V,кыргыжаш,абналара
1066,fliehen::V,кыргыжаш,ацəцара
1067,flüchten::V,кыргыж шӹлӓш,абналара
1068,flüchten::V,кыргыж шӹлӓш,ацəцара
1069,sehen::V,ужаш,абара
1070,anschauen::V,анжалаш,ахəаҧшра
1071,ansehen::V,анжаш,ахəаҧшра
1072,hören::V,колаш,аҳара
1073,zuhören::V,колышташ,азыӡырҩра
1074,probieren::V,тотештӓш,аҧышəара
1075,probieren::V,подыл анжаш,аҧышəара
1076,riechen::V,ӱпшӹнзӓш,афыҩра
1077,fühlen::V,шижӓш,анырра
1078,fühlen::V,шижӓш,ацәакырра
1079,scheinen::V,каяш,шәа
1080,scheinen::V,каяш,аацәырҵа
1081,zu sehen sein::V,каяш,
1082,vernehmen::V,колын колташ,аҳара
1083,frieren::V,кӹлмаш,ашəра
1084,frieren::V,кӹлмаш,аҵаара
1085,frieren::V,тӹнгӹргӓш,ашəра
1086,frieren::V,тӹнгӹргӓш,аҵаара
1087,tun::V,ӹштӓш,аҟаҵара
1088,können::V,кердӓш,алшара
1089,wollen::V,жалаяш,аҭахра
1090,anfangen::V,тӹнгӓлӓш,алагара
1091,beenden::V,пӹтӓрӓш,алгара
1092,aufhören::V,цӓрнӓш,аҟəыҵра
1093,gelingen::V,цӓш лиӓш,аура
1094,gelingen::V,цӓш лиӓш,аманшəалахара
1095,gelingen::V,цӓш лиӓш,алҵра
1096,geraten::V,лиӓш,нзаарын
1097,öffnen::V,пачаш,аартра
1098,schließen::V,чӱчӓш,аркра
1099,stellen::V,шӹндӓш,аргылара
1100,setzen::V,шӹндӓш,артəара
1101,legen::V,опташ,ақəҵара
1102,legen::V,пиштӓш,ақəҵара
1103,berühren::V,тӹкӓлӓш,акьысра
1104,berühren::V,тӹкӓлӓш,алакьысра
1105,verbinden::V,пидӓш,аҿаҳəара
1106,bedecken::V,леведӓш,ақəршəра
1107,aufhängen::V,сӓкӓш,акнаҳара
1108,anzünden::V,чӱктӓш,аркра
1109,aufheben::V,кузыкташ,ашьҭыхра
1110,zurücklassen::V,кодаш,аныжьра
1111,verlieren::V,ямдаш,ацəыӡра
1112,fallen lassen::V,кенвацтараш,ацəкаҳара
1113,machen::V,ӹштӓш,ачаҧара
1114,herstellen::V,йӓмдӹлӓш,аиҵдара
1115,bauen::V,ӹштӓш,аргылара
1116,reparieren::V,чиняш,арҽеира
1117,reparieren::V,алалаш,арҽеира
1118,verbessern::V,яжоэмден шӹндӓш,аиҕьтəра
1119,ändern::V,вашталташ,аҧсахра
1120,graben::V,капаяш,ажра
1121,beugen::V,лывырташ,арҟəра
1122,beugen::V,лывырташ,архəара
1123,beugen::V,каклярташ,арҟəра
1124,beugen::V,каклярташ,архəара
1125,biegen::V,лывырташ,арҟəра
1126,biegen::V,лывырташ,архəара
1127,drehen::V,сӓрӓш,аргьежьра
1128,drehen::V,сӓрӹкӓлӓш,аргьежьра
1129,wenden::V,сӓрӓлӓш,
1130,umdrehen::V,сӓрӓлӓш,аарҳәра
1131,heben::V,лӱктӓш,аҩахара
1132,heben::V,лӱктӓш,араҳара
1133,hochheben::V,кузыкташ,ахагалара
1134,hochheben::V,кузыкташ,ашьҭҳəара
1135,ergreifen::V,хватяш,
1136,halten::V,кычаш,акра
1137,drücken::V,темдӓш,ақəрӷəӷəара
1138,schieben::V,шӹкӓш,аҵгəара
1139,schieben::V,шӹкӓш,агəара
1140,kratzen::V,нӹжӓш,ацəҟьара
1141,lecken::V,нылаш,арбзара
1142,beißen::V,пыралаш,ацҳара
1143,abreißen::V,кӹрӓш,амжəара
1144,abreißen::V,кышкед нӓлӓш,амжəара
1145,abschneiden::V,шулаш,ахҵəара
1146,abschneiden::V,шулаш,аҿахҵəара
1147,abschneiden::V,лаштыклаш,ахҵəара
1148,abschneiden::V,лаштыклаш,аҿахҵəара
1149,binden::V,пидӓш,аҿаҳəара
1150,stecken::V,шыралаш,алаҵара
1151,brechen::V,тодылаш,аҧҵəара
1152,brechen::V,пыдырташ,аҧҵəара
1153,klopfen::V,рушткаш,асра
1154,hauen::V,шелӹштӓш,ақəкшара
1155,kleben::V,клейӓш,аҷабра
1156,reiben::V,нӹжӓш,арҟəыҷра
1157,streichen::V,шӹрӓш,ахьшьра
1158,schleifen::V,шымаш,ахра
1159,schneiden::V,пӹчкӓш,аҧҟара
1160,rütteln::V,мыльгыкташ,арҵысра
1161,schütteln::V,цӹтӹртӓш,аршəшəара
1162,schütteln::V,мыльгыкташ,аршəшəара
1163,schwenken::V,машыяш,аҟьара
1164,schütten::V,опталаш,аҭаҭəара
1165,füllen::V,темӓш,арҭəра
1166,einwickeln::V,пӹтӹрӓ́лӓш,алаҳəара
1167,tragen::V,намалаш,аҩагара
1168,schleppen::V,шӹдӹрӓш,арҳəазара
1169,ziehen::V,шыпшаш,ахара
1170,aufbewahren::V,перегӓш,аҵəахра
1171,werfen::V,кӹшкӓш,аршəра
1172,fangen::V,кычаш,акра
1173,packen::V,хватяш,анкра
1174,packen::V,хватяш,аҵкаара
1175,verstecken::V,шӹлтӓш,аҵəахра
1176,teilen::V,пайылаш,ашара
1177,schicken::V,колташ,ашьҭра
1178,bringen::V,кандаш,аагара
1179,bekommen::V,лыкташ,аҧшаара
1180,bekommen::V,лыкташ,архиара
1181,bekommen::V,лыкташ,аура
1182,erhalten::V,получаяш,аиура
1183,nehmen::V,налаш,агара
1184,wählen::V,айыраш,алҧшаара
1185,auswählen::V,айыраш,алхра
1186,bewahren::V,перегӓш,
1187,behindern::V,мешӓйӓш,аҧырхагахара
1188,verderben::V,портяш,алгара
1189,verderben::V,портяш,абжьыхра
1190,verderben::V,портяш,аҧхасҭатəра
1191,beschädigen::V,шушырташ,аҧхасҭатəра
1192,zerbrechen::V,пыдырташ,аҧҽра
1193,zerreißen::V,кӹрӓш,аҧжəара
1194,zerstören::V,шӓлӓтӓш,аилаҧыххаара
1195,verbrennen::V,йылаташ,абылра
1196,verbrennen::V,йылалташ,абылра
1197,geben::V,пуаш,аҭара
1198,reichen::V,пуаш,аҭара
1199,schenken::V,подараш,аҩгара
1200,versprechen::V,сöрӓш,ақəргəыӷра
1201,wünschen::V,жалаяш,
1202,loben::V,хваляш,арҽхəара
1203,küssen::V,шышшалаш,агəӡра
1204,wiegen::V,лӱнгӓлтӓш,
1205,zudecken::V,пиштӓш,аҵахҩара
1206,zudecken::V,пиштӓш,ақəршəра
1207,wecken::V,понгыжалтараш,арҿыхара
1208,zeigen::V,анжыкташ,арбара
1209,führen::V,видӓш,аныҟəгара
1210,lehren::V,тымдаш,арҵара
1211,unterrichten::V,тымдаш,арҧхьара
1212,aufziehen::V,кушташ,ааӡара
1213,leiten::V,видӓш,ахагылазаара
1214,leiten::V,вуйлаташ,ахагылазаара
1215,leiten::V,вуйлалташ,ахагылазаара
1216,antreiben::V,талаштараш,арццакра
1217,lassen::V,-ыкт,арҟаҵара
1218,einladen::V,ӱжӓш,ааҕхьара
1219,einladen::V,ӱжӓш,анаҧхьара
1220,vereinigen::V,иктештӓш,аилаҵара
1221,besuchen::V,толаш,абара
1222,treffen::V,вӓшлиӓш,аҧылара
1223,treffen::V,вӓшлиӓлтӓш,аҧылара
1224,sich versammeln::V,цымыргаш,аизара
1225,spielen::V,мадаш,ахəмарра
1226,singen::V,мыраш,ашəаҳəара
1227,tanzen::V,кушташ,акəашара
1228,sich trennen::V,айырлаш,аилыҵра
1229,verlassen::V,шуаш,акажьра
1230,retten::V,ытараш,Аиқəрхара
1231,bewachen::V,оролаш,ахьчара
1232,schützen::V,перегӓш,ацəыхьчара
1233,verteidigen::V,перегӓш,ахьчара
1234,sich schlagen::V,шидӓлӓш,аисра
1235,sich schlagen::V,шиэдӓлӓш,аисра
1236,schießen::V,лӱӓш,ахысра
1237,siegen::V,сӹнгӓш,аиааира
1238,ärgern::V,шӹдештӓрӓш,аргəаара
1239,schlagen::V,пӓрен колташ,асра
1240,schlagen::V,пӓрен колташ,аҭасра
1241,schlagen::V,хӹрӹктен колташ,асра
1242,schlagen::V,хӹрӹктен колташ,аҭасра
1243,treten::V,чымаш,
1244,stechen::V,пышкылаш,алакшара
1245,stoßen::V,шыркедӓш,агəҭасра
1246,stehlen::V,шолышт толаш,аӡара
1247,stören::V,ӓрештӹлӓш,аҧырхагахара
1248,belästigen::V,кӓньӹсӹрлӓндӓрӓш,аргəамҵра
1249,belästigen::V,шытырланыкташ,аргəамҵра
1250,verbergen::V,шӹлтӓш,аӡара
1251,täuschen::V,алталаш,ажьара
1252,täuschen::V,аталаш,ажьара
1253,betrügen::V,мошеньӹчӓйӓш,ажьара
1254,töten::V,пуштын шуаш,ашьра
1255,wohnen::V,ӹлӓш,анхара
1256,arbeiten::V,пӓшӓлӓш,аусура
1257,arbeiten::V,ровотаяш,аусура
1258,sammeln::V,погаш,аҟəшəара
1259,pflücken::V,кӹрӓш,аҿыршəара
1260,pflücken::V,кӹрӓш,аҿыхра
1261,jagen::V,охотничӓйӓш,ашəарыцара
1262,fischen::V,кол кычаш,аҧсыӡ икуеит
1263,fassen::V,кычаш,акра
1264,hüten::V,кӹтӓш,арҳəра
1265,hüten::V,кӹтӓш,ахьчара
1266,treiben::V,шуруяш,акацара
1267,anbinden::V,ялшташ,адҳəалара
1268,anbinden::V,ялышташ,адҳəалара
1269,füttern::V,пукшаш,акырҿаҵара
1270,melken::V,шыпшылаш,ахьара
1271,hacken::V,роаш,аҟəаҟəара
1272,gießen::V,шӓвӓш,аҵаҭəара
1273,reifen::V,кӱӓш,ашəра
1274,reifen::V,кӱӓш,аҟалара
1275,reifen::V,поспейӓш,ашəра
1276,reifen::V,поспейӓш,аҟалара
1277,zubereiten::V,йӓмдӹлӓш,ацура
1278,kochen::V,шолташ,ажəра
1279,backen::V,кӱктӓш,аӡра
1280,braten::V,жӓрӓш,аӡра
1281,umrühren::V,намалаш,аилрыхра
1282,stricken::V,пидӓш,аҧара
1283,nähen::V,ыргаш,аӡахра
1284,färben::V,пидӓш,ашəра
1285,reinigen::V,чиӓлтӓш,арыцқьара
1286,waschen::V,мышкаш,аӡәӡәара
1287,abwischen::V,ӹштӓш,арбара
1288,spülen::V,шӱӓлтӓш,аҭыршара
1289,fegen::V,ӹштӓш,аҧссара
1290,kehren::V,ӹштӓш,
1291,baden::V,нӱштӹлӓш,аҽыкəабара
1292,sich waschen::V,мышкылташ,аҽыӡəӡəара
1293,ausziehen::V,кыдашаш,ашəыхра
1294,anziehen::V,чиӓш,ашəҵара
1295,sich anziehen::V,чиӓш,аҽеилаҳəара
1296,kämmen::V,шерӓш,аҳəара
1297,schmücken::V,цеверемдӓш,арҧшӡара
1298,sagen::V,манаш,аҳəара
1299,sagen::V,келесӓш,аҳəара
1300,sprechen::V,манаш,ацəажəара
1301,reden::V,шайышташ,ацəажəара
